Month,Year,Label,Sample_Number,GreenAlgae_2ug_L,Bluegreen_3ug_L,Diatoms_4ug_L,Cryptophyta_5ug_L,GreenAlgae_14cells_mL,Bluegreen_15cells_mL,Diatoms_16cells_mL,Cryptophyta_17cells_mL,Temp_degC,Time,Date,DOSAT_%SAT,DO_mg_L,FLUORRFU_RFU,FLUOR_ug_L,FNU_FNU,pH,SPC_uS_cm,WT_C,PAR1_umol_m-2_s-1,PAR2_umol_m-2_s-1,Latitude,Longitude,Region
September,2021,Mid Delta Day 1,33,0.76,1.69,1.58,0.31,401.67,1692.52,709.9,9.33,22.2,8:55,9/13/2021,94.74166667,8.13,0.663333333,2.669166667,6.308333333,7.770833333,5425.416667,22.0975,,,-121.8071264,38.02160222,Confluence
September,2021,Mid Delta Day 1,34,0.82,1.7,1.59,0.3,433.05,1703.57,715.19,9.05,22.2,8:56,9/13/2021,94.95833333,8.145833333,0.6325,2.5525,5.85,7.78,5372.583333,22.12583333,,,-121.8057503,38.02172361,Confluence
September,2021,Mid Delta Day 1,35,0.7,1.73,1.58,0.29,370.71,1732.9,708.71,8.81,22.18,8:57,9/13/2021,94.775,8.1325,0.668333333,2.691666667,6.458333333,7.7725,5385.75,22.10333333,,,-121.8044911,38.02206,Confluence
September,2021,Mid Delta Day 1,36,0.66,1.8,1.72,0.21,352.29,1802.43,774.43,6.38,22.2,8:58,9/13/2021,94.40833333,8.101666667,0.655833333,2.641666667,7.008333333,7.77,5159.333333,22.12833333,,,-121.8033832,38.02229264,Confluence
September,2021,Mid Delta Day 1,37,0.72,1.66,1.56,0.33,379.33,1660.48,702.29,10,22.18,8:59,9/13/2021,94.4,8.1,0.656666667,2.650833333,7.066666667,7.77,5163.416667,22.1275,,,-121.802316,38.02245903,Confluence
September,2021,Mid Delta Day 1,38,0.69,1.72,1.68,0.27,366.62,1723.52,758.05,8.05,22.22,9:00,9/13/2021,94.4,8.103333333,0.6725,2.715833333,7.016666667,7.77,5162.666667,22.12666667,,,-121.801244,38.02260514,Confluence
September,2021,Mid Delta Day 1,39,0.61,1.71,1.56,0.37,323.57,1709.38,704.19,11,22.28,9:01,9/13/2021,94.4,8.1,0.659166667,2.655,6.875,7.77,5093.666667,22.14583333,,,-121.8001715,38.02272333,Confluence
September,2021,Mid Delta Day 1,40,0.62,1.7,1.62,0.34,328.29,1699.33,730.95,10.05,22.35,9:02,9/13/2021,94.50833333,8.1025,0.625,2.5225,6.366666667,7.77,4923.75,22.23083333,,,-121.799149,38.02291597,Confluence
September,2021,Mid Delta Day 1,41,0.59,1.66,1.64,0.31,310.9,1657.1,739,9.43,22.35,9:03,9/13/2021,94.58333333,8.106666667,0.640833333,2.585833333,6.333333333,7.77,4876.083333,22.25833333,,,-121.7981674,38.02312611,Confluence
September,2021,Mid Delta Day 1,42,0.57,1.66,1.61,0.29,299.86,1660.67,726.1,8.81,22.36,9:04,9/13/2021,94.59166667,8.1,0.623333333,2.510833333,6.175,7.77,4897.083333,22.275,,,-121.7971442,38.0233107,Confluence
September,2021,Mid Delta Day 1,43,0.53,1.66,1.65,0.24,282.43,1659.38,742.71,7.33,22.37,9:05,9/13/2021,94.525,8.095,0.6275,2.5325,6.3,7.77,4886.5,22.28416667,,,-121.7960989,38.02351514,Confluence
September,2021,Mid Delta Day 1,44,0.6,1.6,1.51,0.37,318.05,1599.76,680.57,11.1,22.42,9:06,9/13/2021,94.56666667,8.099166667,0.6125,2.468333333,6.15,7.77,4852,22.30166667,,,-121.7950324,38.02368597,Confluence
September,2021,Mid Delta Day 1,45,0.6,1.73,1.64,0.3,316.05,1727.14,736.1,9.05,22.44,9:07,9/13/2021,94.675,8.106666667,0.626666667,2.5225,6.058333333,7.775833333,4794.666667,22.32166667,,,-121.7939908,38.02387056,Confluence
September,2021,Mid Delta Day 1,46,0.61,1.61,1.53,0.37,320.33,1608.62,690.48,11.14,22.44,9:08,9/13/2021,94.79090909,8.119090909,0.618181818,2.486363636,5.990909091,7.775454545,4642.727273,22.32909091,,,-121.7929921,38.02410849,Confluence
September,2021,Mid Delta Day 1,47,0.67,1.72,1.48,0.3,357.24,1720.62,668.52,9,22.44,9:09,9/13/2021,94.75833333,8.114166667,0.605833333,2.443333333,5.975,7.77,4651.583333,22.33333333,,,-121.792409,38.0245225,Confluence
September,2021,Mid Delta Day 1,48,0.47,1.82,1.39,0.29,248.86,1815.67,623.43,8.62,22.41,9:10,9/13/2021,94.76666667,8.115833333,0.5775,2.331666667,5.95,7.7675,4474.833333,22.3625,,,-121.7921749,38.0245932,Confluence
September,2021,Mid Delta Day 1,49,0.49,1.67,1.55,0.25,258.38,1665.19,697.14,7.57,22.37,9:11,9/13/2021,94.15344828,8.097931034,0.452586207,1.800862069,6.325862069,7.840517241,5056.689655,22.03706897,,,-121.7918745,38.02466505,Confluence
September,2021,Mid Delta Day 1,50,0.66,1.7,1.44,0.41,348.29,1702.48,647.19,12.14,22.46,9:12,9/13/2021,93.19722222,8.023194444,0.457222222,1.823055556,7.559722222,7.832638889,5551,21.90541667,,,-121.7916216,38.02471987,Confluence
September,2021,Mid Delta Day 1,51,0.67,1.72,1.51,0.35,357.52,1724.33,680.86,10.29,22.47,9:13,9/13/2021,94.1,8.072941176,0.544117647,2.186470588,6.623529412,7.787647059,4886.941176,22.20470588,,,-121.7914069,38.02468314,Confluence
September,2021,Mid Delta Day 1,52,0.69,1.73,1.49,0.36,367.38,1726.57,671.38,10.81,22.45,9:14,9/13/2021,94.68333333,8.106666667,0.618333333,2.484166667,6.058333333,7.76,4588.75,22.36,,,-121.7910718,38.02455458,Confluence
September,2021,Mid Delta Day 1,53,0.64,1.71,1.64,0.28,337.5,1709.8,738.05,8.55,22.42,9:15,9/13/2021,94.6,8.1,0.625,2.520833333,6.141666667,7.765,4703.5,22.32333333,,,-121.7908175,38.02445616,Confluence
September,2021,Mid Delta Day 1,54,0.67,1.74,1.62,0.34,356.95,1735.38,729.76,10.14,22.39,9:16,9/13/2021,94.59166667,8.1,0.635,2.564166667,6.291666667,7.773333333,4749,22.29416667,,,-121.7905838,38.02436,Confluence
September,2021,Mid Delta Day 1,55,0.65,1.77,1.71,0.3,343.71,1772.9,768.62,9.19,22.41,9:17,9/13/2021,94.58333333,8.105,0.648333333,2.614166667,6.308333333,7.7775,4776.666667,22.2825,,,-121.7903272,38.02426806,Confluence
September,2021,Mid Delta Day 1,56,0.68,1.83,1.87,0.3,362.62,1827.52,840.14,9,22.35,9:18,9/13/2021,94.6,8.11,0.656666667,2.649166667,6.383333333,7.770833333,4812.666667,22.27333333,,,-121.7900612,38.02418403,Confluence
September,2021,Mid Delta Day 1,57,0.68,1.68,1.71,0.31,361.52,1677.95,770.76,9.43,22.34,9:19,9/13/2021,94.65,8.11,0.67,2.705,6.458333333,7.78,4831.666667,22.25,,,-121.7893211,38.02428389,Confluence
September,2021,Mid Delta Day 1,58,0.55,1.84,1.62,0.23,291.81,1836.33,727.29,6.9,22.33,9:20,9/13/2021,94.40833333,8.094166667,0.6675,2.685833333,6.8,7.7725,5005.166667,22.21666667,,,-121.7868318,38.02476278,Confluence
September,2021,Mid Delta Day 1,59,0.62,1.63,1.51,0.38,327.62,1625.19,681.24,11.43,22.45,9:21,9/13/2021,94.39166667,8.085,0.6325,2.553333333,6.266666667,7.768333333,4700.166667,22.30833333,,,-121.7840006,38.02520764,Confluence
September,2021,Mid Delta Day 1,60,0.63,1.72,1.67,0.25,335.19,1723.1,750.81,7.62,22.43,9:22,9/13/2021,94.31666667,8.075833333,0.641666667,2.591666667,6.55,7.76,4726.5,22.32083333,,,-121.7808267,38.0256932,Confluence
September,2021,Mid Delta Day 1,61,0.67,1.68,1.61,0.33,354.33,1681.62,725.52,10,22.46,9:23,9/13/2021,94.375,8.0825,0.658333333,2.650833333,6.508333333,7.768333333,4628.416667,22.33166667,,,-121.7777182,38.02618458,Confluence
September,2021,Mid Delta Day 1,62,0.67,1.85,1.53,0.35,355.1,1852.48,687.43,10.52,22.44,9:24,9/13/2021,94.50833333,8.096666667,0.669166667,2.6975,6.5,7.779166667,4499,22.33833333,,,-121.7745913,38.02692292,Confluence
September,2021,Mid Delta Day 1,63,0.57,1.86,1.49,0.29,299.71,1861.71,669.57,8.71,22.4,9:25,9/13/2021,94.58333333,8.113333333,0.643333333,2.588333333,6.883333333,7.7975,4241.916667,22.3125,,,-121.7710019,38.02774597,Confluence
September,2021,Mid Delta Day 1,64,0.42,1.79,1.41,0.24,220.14,1795.24,634.38,7.33,22.48,9:26,9/13/2021,94.46666667,8.109166667,0.630833333,2.546666667,6.75,7.801666667,3985,22.34,,,-121.7668856,38.028225,Confluence
September,2021,Mid Delta Day 1,65,0.54,1.79,1.37,0.25,286.1,1789.48,618.29,7.52,22.52,9:27,9/13/2021,94.29166667,8.0925,0.6075,2.445833333,6.916666667,7.795833333,3845.333333,22.35583333,,,-121.761825,38.02805625,Confluence
September,2021,Mid Delta Day 1,66,0.53,1.72,1.3,0.24,282.29,1722.14,583.43,7.1,22.58,9:28,9/13/2021,94.60833333,8.11,0.6075,2.4525,6.366666667,7.805833333,3602.583333,22.46,,,-121.7571285,38.02790667,Confluence
September,2021,Mid Delta Day 1,67,0.56,1.76,1.34,0.24,297.95,1755,601.32,7.05,22.62,9:29,9/13/2021,94.51666667,8.101666667,0.594166667,2.399166667,6.525,7.81,3435.583333,22.49333333,,,-121.7531099,38.02776833,Confluence
September,2021,Mid Delta Day 1,68,0.51,1.85,1.46,0.17,272.1,1854.14,658.43,5.14,22.65,9:30,9/13/2021,94.73333333,8.118333333,0.6075,2.45,6.291666667,7.8175,3370.25,22.52333333,,,-121.7486519,38.02786569,Confluence
September,2021,Mid Delta Day 1,69,0.49,1.83,1.33,0.26,260.14,1829.29,599.76,7.9,22.61,9:31,9/13/2021,94.675,8.115833333,0.6075,2.450833333,6.458333333,7.82,3290.25,22.50833333,,,-121.7430225,38.02806542,Confluence
September,2021,Mid Delta Day 1,70,0.38,1.92,1.34,0.13,198.48,1918.24,603.33,3.95,22.61,9:32,9/13/2021,94.26666667,8.089166667,0.596666667,2.405,6.841666667,7.819166667,3081.166667,22.505,,,-121.7370511,38.02877972,Confluence
September,2021,Mid Delta Day 1,71,0.48,1.92,1.31,0.18,254.43,1922.24,592.14,5.38,22.64,9:33,9/13/2021,93.81666667,8.060833333,0.599166667,2.409166667,7.416666667,7.816666667,2882.083333,22.4775,,,-121.7312614,38.0300957,Confluence
September,2021,Mid Delta Day 1,72,0.4,1.93,1.32,0.18,211.52,1935.33,592.14,5.52,22.66,9:34,9/13/2021,94.07272727,8.079090909,0.605454545,2.44,6.927272727,7.825454545,2656.363636,22.52,,,-121.7259306,38.03185909,Confluence
September,2021,Mid Delta Day 1,73,0.43,1.88,1.33,0.19,226.71,1882.95,597.86,5.67,22.68,9:35,9/13/2021,94.00833333,8.075,0.595833333,2.400833333,7.383333333,7.828333333,2480.75,22.53833333,,,-121.7202853,38.03313611,Confluence
September,2021,Mid Delta Day 1,74,0.46,1.88,1.25,0.27,244.81,1881.43,562.43,8,22.76,9:36,9/13/2021,94.15,8.085833333,0.609166667,2.46,6.658333333,7.84,2264.666667,22.5925,,,-121.7141715,38.03402042,Confluence
September,2021,Mid Delta Day 1,75,0.44,1.94,1.31,0.17,235.71,1942.43,588.43,5.1,22.77,9:37,9/13/2021,94.20833333,8.088333333,0.599166667,2.414166667,6.983333333,7.841666667,2163.416667,22.62666667,,,-121.7082042,38.03512667,Confluence
September,2021,Mid Delta Day 1,76,0.48,1.86,1.29,0.22,254.85,1864.45,580.2,6.55,22.87,9:38,9/13/2021,94.1,8.076666667,0.610833333,2.455833333,7.191666667,7.8375,2003,22.6625,,,-121.7033735,38.03773222,Confluence
September,2021,Mid Delta Day 1,77,0.52,1.92,1.29,0.2,273,1917.71,582.24,6.1,22.87,9:39,9/13/2021,94.18333333,8.0725,0.5775,2.32,6.566666667,7.844166667,1794.333333,22.77,,,-121.7018039,38.03956528,Confluence
September,2021,Mid Delta Day 1,78,0.51,1.91,1.27,0.23,269.62,1913.14,573.29,7.05,22.81,9:40,9/13/2021,93.762,8.0746,0.4192,1.6714,7,7.9626,1988.2,22.489,,,-121.7014778,38.03999358,Confluence
September,2021,Mid Delta Day 1,79,0.55,1.85,1.33,0.21,291.29,1852.9,600.62,6.38,22.87,9:41,9/13/2021,93.27454545,8.039818182,0.438,1.744,7.42,7.948181818,2023.109091,22.44581818,,,-121.7010913,38.0400907,Confluence
September,2021,Mid Delta Day 1,80,0.55,1.95,1.37,0.2,292.38,1944.62,616.48,6,22.93,9:42,9/13/2021,93.63382353,8.066029412,0.422205882,1.680294118,6.814705882,7.968382353,1885.426471,22.50176471,,,-121.7007117,38.04019764,Confluence
September,2021,Mid Delta Day 1,81,0.57,1.92,1.29,0.24,301.38,1915.71,580.81,7.29,22.87,9:43,9/13/2021,94.16666667,8.070833333,0.579166667,2.333333333,6.55,7.84,1764.333333,22.785,,,-121.7003143,38.04031847,Confluence
September,2021,Mid Delta Day 1,82,0.6,1.89,1.24,0.26,315.38,1889.1,556.71,7.67,22.94,9:44,9/13/2021,94.14166667,8.07,0.585,2.3575,6.525,7.84,1769.5,22.78166667,,,-121.6997547,38.0409607,Confluence
September,2021,Mid Delta Day 1,83,0.56,1.84,1.26,0.25,294.14,1834.67,568.33,7.62,22.95,9:45,9/13/2021,94.20833333,8.07,0.5725,2.31,6.45,7.84,1757.666667,22.8025,,,-121.6989758,38.04181306,Confluence
September,2021,Mid Delta Day 1,84,0.53,1.84,1.32,0.22,279.24,1843.81,595,6.71,22.95,9:46,9/13/2021,94.21666667,8.07,0.575,2.321666667,6.466666667,7.84,1761.5,22.81,,,-121.6981412,38.04261486,Confluence
September,2021,Mid Delta Day 1,85,0.57,1.86,1.26,0.25,303.43,1856.67,566.81,7.43,22.94,9:47,9/13/2021,94.225,8.07,0.579166667,2.3375,6.358333333,7.84,1761.25,22.8125,,,-121.6972833,38.04334556,Confluence
September,2021,Mid Delta Day 1,86,0.52,1.91,1.29,0.21,276.05,1915.14,580.71,6.24,22.93,9:48,9/13/2021,94.21666667,8.07,0.5625,2.268333333,6.55,7.84,1784.75,22.795,,,-121.6965826,38.04410444,Confluence
September,2021,Mid Delta Day 1,87,0.58,1.86,1.23,0.27,310.1,1855.52,553.52,8.14,22.93,9:49,9/13/2021,94.10833333,8.065,0.59,2.369166667,7.35,7.834166667,1828.083333,22.76083333,,,-121.6959782,38.04491014,Confluence
September,2021,Mid Delta Day 1,88,0.48,1.95,1.34,0.14,256.24,1946.38,605.57,4.05,22.91,9:50,9/13/2021,94.18333333,8.069166667,0.58,2.338333333,6.95,7.8375,1790,22.78916667,,,-121.6953454,38.04568245,Confluence
September,2021,Mid Delta Day 1,89,0.58,1.92,1.26,0.23,305.24,1925.1,568.43,6.81,22.9,9:51,9/13/2021,94.09166667,8.064166667,0.59,2.375,7.375,7.83,1810,22.76666667,,,-121.6946436,38.04646708,Confluence
September,2021,Mid Delta Day 1,90,0.52,1.93,1.35,0.15,272.86,1932.14,606.52,4.33,22.92,9:52,9/13/2021,94.11666667,8.066666667,0.5975,2.405833333,7.708333333,7.825833333,1829.75,22.75833333,,,-121.6940149,38.04728764,Confluence
September,2021,Mid Delta Day 1,91,0.66,1.93,1.35,0.19,349.43,1925.48,605.14,5.86,22.95,9:53,9/13/2021,94.125,8.065833333,0.594166667,2.3925,7.291666667,7.83,1804.166667,22.77416667,,,-121.693445,38.04808972,Confluence
September,2021,Mid Delta Day 1,92,0.73,2,1.42,0.23,385.62,1995.86,639.33,6.9,23,9:54,9/13/2021,94.3,8.076666667,0.5875,2.369166667,7.25,7.825833333,1746.5,22.815,,,-121.6928618,38.04886097,Western Delta
September,2021,Mid Delta Day 1,93,0.93,1.96,1.36,0.25,490.48,1963.52,611.62,7.57,23.03,9:55,9/13/2021,94.40833333,8.08,0.605833333,2.435,7.125,7.8175,1650.5,22.86416667,,,-121.6925052,38.04969049,Western Delta
September,2021,Mid Delta Day 1,94,0.97,1.94,1.23,0.31,516.14,1942.67,552.9,9.24,23.01,9:56,9/13/2021,94.19166667,8.06,0.598333333,2.414166667,7.241666667,7.801666667,1583.75,22.87833333,,,-121.6922701,38.05053958,Western Delta
September,2021,Mid Delta Day 1,95,0.89,1.97,1.32,0.21,469.67,1973.14,594.67,6.33,23.02,9:57,9/13/2021,93.98333333,8.044166667,0.593333333,2.390833333,7.225,7.8,1572,22.87916667,,,-121.6922082,38.05134236,Western Delta
September,2021,Mid Delta Day 1,96,0.92,2.01,1.37,0.22,489.24,2007.81,618,6.62,23.01,9:58,9/13/2021,93.84166667,8.035,0.601666667,2.43,7.575,7.795,1597.333333,22.85666667,,,-121.6921354,38.05169611,Western Delta
September,2021,Mid Delta Day 1,97,0.87,1.97,1.39,0.18,463.9,1967.81,625,5.52,23,9:59,9/13/2021,93.9125,8.065,0.491666667,1.964583333,7.316666667,7.895,1612.5,22.69333333,,,-121.6919889,38.05190039,Western Delta
September,2021,Mid Delta Day 1,98,0.84,1.96,1.44,0.15,445.71,1960.95,646.52,4.43,23.01,10:00,9/13/2021,93.55416667,8.047777778,0.445833333,1.774861111,7.875,7.937083333,1652.986111,22.59430556,,,-121.6918806,38.05197012,Western Delta
September,2021,Mid Delta Day 1,99,0.86,1.92,1.29,0.19,455.57,1920.19,580.57,5.71,23,10:01,9/13/2021,93.28518519,8.017037037,0.501851852,2.010740741,8.403703704,7.881111111,1696.185185,22.64925926,,,-121.691694,38.0519977,Western Delta
September,2021,Mid Delta Day 1,100,0.86,1.95,1.35,0.22,454.52,1949.95,608.9,6.57,23.01,10:02,9/13/2021,93.80833333,8.031666667,0.600833333,2.424166667,7.591666667,7.79,1593.666667,22.85,,,-121.6913085,38.05208306,Western Delta
September,2021,Mid Delta Day 1,101,0.93,1.9,1.27,0.23,494.05,1898,573.38,7,23.03,10:03,9/13/2021,93.8,8.03,0.5975,2.409166667,7.433333333,7.79,1574.583333,22.86583333,,,-121.6910156,38.05218819,Western Delta
September,2021,Mid Delta Day 1,102,0.86,2.01,1.39,0.18,454.38,2007.38,624.14,5.48,23.03,10:04,9/13/2021,93.76666667,8.0275,0.6025,2.424166667,7.5,7.788333333,1575.416667,22.86416667,,,-121.6907383,38.05231681,Western Delta
September,2021,Mid Delta Day 1,103,0.91,1.95,1.38,0.17,482.52,1949.33,619.52,5.1,23.04,10:05,9/13/2021,93.71666667,8.021666667,0.605833333,2.441666667,7.491666667,7.7725,1570.083333,22.87666667,,,-121.6904172,38.05242389,Western Delta
September,2021,Mid Delta Day 1,104,0.97,1.96,1.32,0.21,515.95,1960.62,592.48,6.24,23.12,10:06,9/13/2021,93.9,8.034166667,0.5875,2.368333333,6.941666667,7.78,1560.833333,22.9075,,,-121.6900753,38.05253597,Western Delta
September,2021,Mid Delta Day 1,105,0.96,2.04,1.34,0.22,506.19,2038.33,601.29,6.57,23.12,10:07,9/13/2021,94.1,8.040833333,0.566666667,2.281666667,6.416666667,7.784166667,1556.75,22.96,,,-121.6897367,38.05265292,Western Delta
September,2021,Mid Delta Day 1,106,0.92,2.04,1.41,0.22,486.38,2042.81,633.86,6.48,23.07,10:08,9/13/2021,94.13333333,8.0475,0.5975,2.404166667,6.675,7.79,1562.416667,22.94916667,,,-121.6894179,38.05288847,Western Delta
September,2021,Mid Delta Day 1,107,0.89,1.94,1.33,0.24,473.7,1935.7,600.05,7.2,23.06,10:09,9/13/2021,93.93333333,8.04,0.635833333,2.56,7.6,7.798333333,1569.416667,22.8825,,,-121.6886539,38.05340042,Western Delta
September,2021,Mid Delta Day 1,108,0.8,1.91,1.25,0.24,426,1912.9,560.24,7.14,23.04,10:10,9/13/2021,93.91666667,8.035833333,0.619166667,2.491666667,7.375,7.8,1551.416667,22.90416667,,,-121.6859761,38.05477736,Western Delta
September,2021,Mid Delta Day 1,109,0.8,1.95,1.34,0.21,424.76,1947.67,604.81,6.38,23.03,10:11,9/13/2021,93.74166667,8.0225,0.624166667,2.510833333,7.483333333,7.8,1549.333333,22.8875,,,-121.6834004,38.05648667,Western Delta
September,2021,Mid Delta Day 1,110,0.77,1.97,1.28,0.2,410.05,1966.76,577,5.95,23.05,10:12,9/13/2021,93.75833333,8.025,0.621666667,2.503333333,7.433333333,7.8,1554.416667,22.87916667,,,-121.6816979,38.05777958,Western Delta
September,2021,Mid Delta Day 1,111,0.84,1.94,1.36,0.21,446.05,1944.95,610.48,6.24,23.05,10:13,9/13/2021,93.70833333,8.021666667,0.6175,2.493333333,7.4,7.8,1568.166667,22.8775,,,-121.6802607,38.05911236,Western Delta
September,2021,Mid Delta Day 1,112,0.84,1.96,1.29,0.25,445.86,1961.52,581.86,7.43,23.08,10:14,9/13/2021,93.84166667,8.03,0.619166667,2.494166667,7.158333333,7.8,1586.333333,22.88833333,,,-121.6789317,38.06055681,Western Delta
September,2021,Mid Delta Day 1,113,0.74,1.94,1.22,0.26,393.9,1940.24,547.43,7.62,23.06,10:15,9/13/2021,93.85,8.028333333,0.6075,2.446666667,7.083333333,7.8,1562,22.91083333,,,-121.677726,38.06208028,Western Delta
September,2021,Mid Delta Day 1,114,0.68,1.97,1.19,0.27,359.33,1971.29,534.62,8.14,23.02,10:16,9/13/2021,93.525,8.003333333,0.6125,2.468333333,7.783333333,7.796666667,1536.583333,22.87583333,,,-121.6769919,38.06383958,Western Delta
September,2021,Mid Delta Day 1,115,0.72,1.95,1.19,0.24,381.48,1947.95,533.38,7.38,23.04,10:17,9/13/2021,93.3,7.99,0.620833333,2.498333333,7.941666667,7.79,1517.166667,22.86,,,-121.6765993,38.06557736,Western Delta
September,2021,Mid Delta Day 1,116,0.82,1.97,1.23,0.24,434.95,1967.9,555.38,7.05,23.1,10:18,9/13/2021,93.2,7.978333333,0.618333333,2.491666667,7.675,7.79,1464.333333,22.875,,,-121.6765781,38.06736361,Western Delta
September,2021,Mid Delta Day 1,117,0.71,2.02,1.36,0.18,377.33,2018.9,612.81,5.52,23.06,10:19,9/13/2021,92.95,7.949166667,0.6225,2.505833333,7.233333333,7.774166667,1419.416667,22.94,,,-121.6768111,38.06945139,Western Delta
September,2021,Mid Delta Day 1,118,0.73,2.05,1.21,0.24,385.57,2050.1,546.19,7.1,23.02,10:20,9/13/2021,93.11666667,7.976666667,0.6225,2.511666667,8.791666667,7.781666667,1508.333333,22.8475,,,-121.6774224,38.07316306,Western Delta
September,2021,Mid Delta Day 1,119,0.8,2.04,1.28,0.2,426.33,2035.33,577.29,5.95,23.01,10:21,9/13/2021,92.88333333,7.955833333,0.623333333,2.51,8.741666667,7.775833333,1427.5,22.8625,,,-121.6783442,38.0772682,Western Delta
September,2021,Mid Delta Day 1,120,0.83,1.96,1.24,0.24,439.43,1960.48,559.1,7.14,23.02,10:22,9/13/2021,92.91666667,7.959166667,0.62,2.495,8.441666667,7.77,1394.916667,22.8725,,,-121.6790969,38.08029792,Western Delta
September,2021,Mid Delta Day 1,121,0.86,1.99,1.34,0.16,454.9,1994.43,600.81,4.76,23.05,10:23,9/13/2021,92.825,7.95,0.628333333,2.53,8.475,7.77,1378.5,22.85916667,,,-121.6799114,38.08326361,Western Delta
September,2021,Mid Delta Day 1,122,0.83,1.71,1.09,0.28,438.71,1714.71,490.33,8.38,23.24,10:24,9/13/2021,92.70833333,7.933333333,0.606666667,2.4475,7.966666667,7.765833333,1227.583333,22.94166667,,,-121.6809849,38.08614958,Western Delta
September,2021,Mid Delta Day 1,123,0.9,1.85,1.16,0.17,479.14,1855.81,521,5.19,23.37,10:25,9/13/2021,91.57272727,7.802727273,0.6,2.421818182,6.590909091,7.718181818,914.1818182,23.21545455,,,-121.6817623,38.08745939,Western Delta
September,2021,Mid Delta Day 1,124,0.93,1.81,1.11,0.28,490.62,1807.14,501.29,8.33,23.39,10:26,9/13/2021,91.42115385,7.823269231,0.428653846,1.706153846,5.890384615,7.858076923,947.3076923,22.98961538,,,-121.6819991,38.08769262,Western Delta
September,2021,Mid Delta Day 1,125,0.9,1.88,1.16,0.19,477.52,1884.1,521.9,5.9,23.39,10:27,9/13/2021,90.88333333,7.776111111,0.388611111,1.546388889,5.761111111,7.853194444,950.5138889,22.99513889,,,-121.6820123,38.08772036,Western Delta
September,2021,Mid Delta Day 1,126,0.9,1.92,1.21,0.21,474.43,1920.24,546.19,6.24,23.4,10:28,9/13/2021,90.58611111,7.755694444,0.400277778,1.59375,6.120833333,7.858055556,958.4583333,22.96041667,,,-121.6819277,38.08775189,Western Delta
September,2021,Mid Delta Day 1,127,0.86,1.88,1.23,0.19,457.43,1880.62,555.29,5.62,23.39,10:29,9/13/2021,89.88611111,7.696388889,0.46,1.834166667,7.313888889,7.818888889,979.25,22.95111111,,,-121.681815,38.08775051,Western Delta
September,2021,Mid Delta Day 1,128,0.86,1.85,1.16,0.21,456.52,1852.38,521.14,6.24,23.37,10:30,9/13/2021,91.05833333,7.7625,0.586666667,2.370833333,6.325,7.71,953.4166667,23.20583333,,,-121.6816383,38.08779542,Western Delta
September,2021,Mid Delta Day 1,129,0.79,1.91,1.21,0.14,418.1,1908.1,546.38,4.19,23.36,10:31,9/13/2021,91.025,7.761666667,0.59,2.375,6.85,7.71,964.8333333,23.185,,,-121.6811699,38.08852431,Western Delta
September,2021,Mid Delta Day 1,130,0.88,1.82,1.13,0.23,465.29,1817.62,508.38,7.1,23.33,10:32,9/13/2021,91.08333333,7.768333333,0.576666667,2.3225,6.758333333,7.714166667,993.5,23.165,,,-121.6805313,38.08909806,Western Delta
September,2021,Mid Delta Day 1,131,0.83,1.81,1.16,0.2,440.86,1809.29,522.67,6,23.3,10:33,9/13/2021,91.56666667,7.813333333,0.575833333,2.3175,6.875,7.728333333,1059.916667,23.12083333,,,-121.6800085,38.08960583,Western Delta
September,2021,Mid Delta Day 1,132,0.73,1.83,1.19,0.1,386.81,1831.62,536.95,2.95,23.29,10:34,9/13/2021,91.74166667,7.8325,0.574166667,2.318333333,6.825,7.741666667,1039.5,23.10833333,,,-121.6795844,38.09015167,Western Delta
September,2021,Mid Delta Day 1,133,0.82,1.82,1.07,0.26,433.33,1821.48,481.86,7.86,23.28,10:35,9/13/2021,91.36666667,7.801666667,0.574166667,2.3175,7.066666667,7.73,1022.5,23.09583333,,,-121.6790743,38.09067111,Western Delta
September,2021,Mid Delta Day 1,134,0.79,1.84,1.24,0.18,418.38,1838.38,557.43,5.57,23.27,10:36,9/13/2021,91.86666667,7.844166667,0.575,2.319166667,7.058333333,7.7375,1087.75,23.08166667,,,-121.6784729,38.09120708,Western Delta
September,2021,Mid Delta Day 1,135,0.82,1.86,1.29,0.11,436.43,1862.52,581.71,3.43,23.24,10:37,9/13/2021,92,7.858333333,0.595,2.395,7.266666667,7.74,1111.75,23.05916667,,,-121.6778556,38.09174764,Western Delta
September,2021,Mid Delta Day 1,136,0.89,1.82,1.16,0.22,473.1,1822.3,522.8,6.55,23.23,10:38,9/13/2021,92.15833333,7.8725,0.581666667,2.346666667,7.141666667,7.746666667,1125.416667,23.0525,,,-121.6771793,38.09228167,Western Delta
September,2021,Mid Delta Day 1,137,0.89,1.86,1.17,0.22,470.68,1860.09,525.14,6.5,23.22,10:39,9/13/2021,92.2,7.879166667,0.586666667,2.361666667,7.2,7.75,1141.833333,23.04916667,,,-121.6764667,38.09284958,Western Delta
September,2021,Mid Delta Day 1,138,0.89,1.87,1.26,0.15,473.57,1864.95,567.95,4.38,23.2,10:40,9/13/2021,92.21666667,7.880833333,0.591666667,2.3825,7.291666667,7.75,1150.666667,23.035,,,-121.6756226,38.09337444,Western Delta
