Station,Date,Time,SampleDescription,FieldNotes,Weather,AirTemp,WindVelocity,WindDirection,NorthLat,WestLong,Chla,Pheophytin,TotAlkalinity,TotAmmonia,DissAmmonia,DissBromide,DissCalcium,TotChloride,DissChloride,DissNitrateNitrite,DOC,TOC,DON,TON,DissOrthophos,TotPhos,DissSilica,TKN,Depth,Secchi,Microcystis,LightExtinction,SpCndSurface,DOSurface,DOpercentSurface,WTSurface,TurbiditySurface,pHSurface,SpCndBottom,DOBottom,DOpercentBottom,WTBottom,TurbidityBottom,pHBottom
C10,1985-04-11,10:30:00,NA,NA,NA,64.4,4,315,NA,NA,25.47,12.04,NA,NA,0.14,NA,NA,NA,125,2,NA,NA,0.4,NA,0.14,0.3,15,1,NA,NA,NA,NA,905,8,NA,18,21,NA,NA,NA,NA,NA,NA,NA
C10,1985-04-25,11:30:00,NA,NA,NA,64.4,24,316,NA,NA,4.94,15.78,NA,NA,0.25,NA,NA,NA,NA,1.8,NA,NA,0.4,NA,NA,NA,16,1.2,NA,NA,NA,NA,668,8.6,NA,15,28,NA,NA,NA,NA,NA,NA,NA
C10,1985-05-09,09:10:00,NA,NA,NA,71.6,5,225,NA,NA,15.13,9.88,NA,NA,0.05,NA,NA,NA,80,0.35,NA,NA,0.3,NA,0.11,0.26,15,0.7,NA,NA,NA,NA,624,8.3,NA,17,24,NA,NA,NA,NA,NA,NA,NA
C10,1985-05-23,10:00:00,NA,NA,NA,NA,4,315,NA,NA,19.45,7.29,NA,NA,0.07,NA,NA,NA,NA,2,NA,NA,0.4,NA,NA,NA,16,0.9,NA,NA,NA,NA,813,7.2,NA,NA,31,NA,NA,NA,NA,NA,NA,NA
C10,1985-06-10,13:15:00,NA,NA,NA,87.8,15,315,NA,NA,43.38,17.52,NA,NA,0.01,NA,NA,NA,103,1.9,NA,NA,0.3,NA,0.15,0.35,16,1,NA,NA,NA,NA,801,8.1,NA,25,28,NA,NA,NA,NA,NA,NA,NA
C10,1985-06-24,09:40:00,NA,NA,NA,73.4,6,315,NA,NA,55.42,22.5,NA,NA,0.02,NA,NA,NA,NA,1.6,NA,NA,0.3,NA,NA,NA,15,0.9,NA,NA,NA,NA,669,7.7,NA,22,36,NA,NA,NA,NA,NA,NA,NA
C10,1985-07-09,12:00:00,NA,NA,NA,102.2,5,315,NA,NA,16.52,7.33,NA,NA,0.08,NA,NA,NA,62,1.4,NA,NA,0.3,NA,0.12,0.25,14,0.7,NA,NA,NA,NA,519,7.6,NA,23,28,NA,NA,NA,NA,NA,NA,NA
C10,1985-07-22,09:50:00,NA,NA,NA,87.8,NA,NA,NA,NA,27.32,12.39,NA,NA,0.06,NA,NA,NA,NA,1.2,NA,NA,0.3,NA,NA,NA,NA,0.8,NA,NA,NA,NA,523,8.3,NA,21,28,NA,NA,NA,NA,NA,NA,NA
C10,1985-08-06,12:45:00,NA,NA,NA,87.8,5,315,NA,NA,10.19,6.6,NA,NA,0.09,NA,NA,NA,64,1.3,NA,NA,0.3,NA,0.1,0.21,14,0.7,NA,NA,NA,NA,515,7.6,NA,22,24,NA,NA,NA,NA,NA,NA,NA
C10,1985-08-21,10:25:00,NA,NA,NA,77,4,225,NA,NA,8.8,5.9,NA,NA,0.06,NA,NA,NA,NA,1.2,NA,NA,0.2,NA,NA,NA,17,0.6,NA,NA,NA,NA,500,7.8,NA,20,25,7.7,NA,NA,NA,NA,NA,NA
C10,1985-09-03,09:25:00,NA,NA,NA,78.8,5,45,NA,NA,19.3,10.34,NA,NA,0.08,NA,NA,NA,89,1.8,NA,NA,0.3,NA,0.14,0.32,19,1.1,NA,NA,NA,NA,676,6.8,NA,21,27,7.5,NA,NA,NA,NA,NA,NA
C10,1985-09-17,12:20:00,NA,NA,NA,77,5,315,NA,NA,18.53,12.74,NA,NA,0.07,NA,NA,NA,NA,1.6,NA,NA,0.4,NA,NA,NA,18,1.1,NA,NA,NA,NA,655,7.5,NA,20,22,7.7,NA,NA,NA,NA,NA,NA
C10,1985-10-03,12:20:00,NA,NA,NA,91.4,2,45,NA,NA,12.04,9.84,NA,NA,0.08,NA,NA,NA,60,1.4,NA,NA,0.3,NA,0.14,0.27,18,0.8,NA,NA,NA,NA,498,7.7,NA,20,21,7.6,NA,NA,NA,NA,NA,NA
C10,1985-10-17,10:50:00,NA,NA,NA,75.2,NA,NA,NA,NA,4.63,5.67,NA,NA,0.17,NA,NA,NA,NA,1.5,NA,NA,0.2,NA,NA,NA,17,0.7,NA,NA,NA,NA,534,8,NA,16,10,7.7,NA,NA,NA,NA,NA,NA
C10,1985-11-20,13:05:00,NA,NA,NA,55.4,2,225,NA,NA,19.3,32.23,NA,NA,0.43,NA,NA,NA,104,1.6,NA,NA,0.4,NA,0.17,0.31,19,1,NA,NA,NA,NA,752,9.4,NA,10,12,7.7,NA,NA,NA,NA,NA,NA
C10,1985-12-03,12:10:00,NA,NA,NA,62.6,5,225,NA,NA,9.26,10.77,NA,NA,0.49,NA,NA,NA,75,1.6,NA,NA,0.8,NA,0.24,0.42,15,1.7,NA,NA,NA,NA,649,8.1,NA,13,14,7.5,NA,NA,NA,NA,NA,NA
C10,1986-01-14,10:50:00,NA,NA,NA,41,7,135,NA,NA,3.71,5.09,NA,NA,0.46,NA,NA,NA,127,2.1,NA,NA,0.5,NA,0.23,0.36,17,1.2,NA,NA,NA,NA,942,8,NA,10,8,NA,NA,NA,NA,NA,NA,NA
C10,1986-02-12,09:50:00,NA,NA,NA,51.8,15,113,NA,NA,5.56,10.07,NA,NA,0.26,NA,NA,NA,95,1.9,NA,NA,1.1,NA,0.25,0.52,16,2,NA,NA,NA,NA,581,8.7,NA,11,15,7.8,NA,NA,NA,NA,NA,NA
C10,1986-03-17,11:10:00,NA,NA,NA,59,8,315,NA,NA,4.48,5.13,NA,NA,0.13,NA,NA,NA,13,0.31,NA,NA,0.4,NA,0.13,0.23,11,0.8,NA,NA,NA,NA,177,9.1,NA,12,40,7.6,NA,NA,NA,NA,NA,NA
C10,1986-04-15,09:50:00,NA,NA,NA,68,2,225,NA,NA,7.56,4.94,NA,NA,0.04,NA,NA,NA,17,0.23,NA,NA,0.2,NA,0.04,0.11,15,0.5,NA,NA,NA,NA,181,9.4,NA,15,20,7,NA,NA,NA,NA,NA,NA
C10,1986-05-15,13:40:00,NA,NA,NA,78.8,6,270,NA,NA,9.42,5.17,NA,NA,0.05,NA,NA,NA,27,0.46,NA,NA,0.2,NA,0.06,0.18,11,0.6,NA,NA,NA,NA,253,8.9,NA,18,21,7.2,NA,NA,NA,NA,NA,NA
C10,1986-06-02,12:30:00,NA,NA,NA,75.2,8,315,NA,NA,14.36,8.34,NA,NA,0.03,NA,NA,NA,27,0.46,NA,NA,0.2,NA,0.06,0.17,10,0.6,NA,NA,NA,NA,266,8.7,NA,20,19,7.2,NA,NA,NA,NA,NA,NA
C10,1986-06-12,11:55:00,NA,NA,NA,87.8,NA,NA,NA,NA,6.95,7.76,NA,NA,0.04,NA,NA,NA,26,0.59,NA,NA,0.2,NA,0.07,0.17,11,0.6,NA,NA,NA,NA,254,7.9,NA,21,31,7,NA,NA,NA,NA,NA,NA
C10,1986-07-14,11:10:00,NA,NA,NA,84.2,5,315,NA,NA,41.84,23,NA,NA,0.02,NA,NA,NA,87,1.6,NA,NA,0.4,NA,0.09,0.31,16,1.1,NA,NA,NA,NA,703,7.6,NA,25,30,7.7,NA,NA,NA,NA,NA,NA
C10,1986-07-28,12:10:00,NA,NA,NA,82.4,6,315,NA,NA,16.36,15.36,NA,NA,0.02,NA,NA,NA,75,1.7,NA,NA,0.4,NA,0.12,0.29,NA,1,NA,NA,NA,NA,600,7.5,NA,26,36,7.7,NA,NA,NA,NA,NA,NA
C10,1986-08-12,09:15:00,NA,NA,NA,75.2,3,315,NA,NA,15.13,13.12,NA,NA,0.04,NA,NA,NA,62,1.4,NA,NA,0.3,NA,0.1,0.24,14,0.7,NA,NA,NA,NA,518,7.6,NA,22,33,7.4,NA,NA,NA,NA,NA,NA
C10,1986-08-25,10:40:00,NA,NA,NA,82.4,8,315,NA,NA,15.9,14.2,NA,NA,0.06,NA,NA,NA,NA,1.3,NA,NA,0.1,NA,NA,NA,15,0.4,NA,NA,NA,NA,513,8.2,NA,21,23,7.4,NA,NA,NA,NA,NA,NA
C10,1986-09-08,10:30:00,NA,NA,NA,71.6,NA,NA,NA,NA,11.89,11.85,NA,NA,0.08,NA,NA,NA,48,1,NA,NA,0.4,NA,0.06,0.22,15,0.8,NA,NA,NA,NA,410,8.1,NA,21,18,7.1,NA,NA,NA,NA,NA,NA
C10,1986-09-22,10:30:00,NA,NA,NA,73.4,7,248,NA,NA,6.79,6.41,NA,NA,0.05,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,12,0.3,NA,NA,NA,NA,288,8.9,NA,17,13,7.8,NA,NA,NA,NA,NA,NA
C10,1986-10-21,09:25:00,NA,NA,NA,57.2,NA,NA,NA,NA,5.71,5.06,NA,NA,0.03,NA,NA,NA,33,0.85,NA,NA,0.1,NA,0.04,0.14,13,0.3,NA,NA,NA,NA,303,8.5,NA,15,16,7.6,NA,NA,NA,NA,NA,NA
C10,1986-11-20,14:20:00,NA,NA,NA,69.8,4,135,NA,NA,5.56,4.86,NA,NA,0.06,NA,NA,NA,72,1.9,NA,NA,0.2,NA,0.07,0.15,14,0.4,NA,NA,NA,NA,554,9.7,NA,14,9,7.8,NA,NA,NA,NA,NA,NA
C10,1986-12-08,13:30:00,NA,NA,NA,62.6,NA,NA,NA,NA,2.62,2.7,NA,NA,0.08,NA,NA,NA,67,1.3,NA,NA,0.3,NA,0.06,0.11,14,0.3,NA,NA,NA,NA,537,10.6,NA,11,9,7.6,NA,NA,NA,NA,NA,NA
C10,1987-01-05,12:00:00,NA,NA,NA,55.4,NA,NA,NA,NA,1.08,4.94,NA,NA,0.31,NA,NA,NA,81,1.7,NA,NA,0.2,NA,0.16,0.27,17,0.7,NA,NA,NA,NA,644,9.7,NA,10,6,7.3,NA,NA,NA,NA,NA,NA
C10,1987-02-05,14:20:00,NA,NA,NA,64.4,4,45,NA,NA,5.4,5.13,NA,NA,0.4,NA,NA,NA,91,1.9,NA,NA,0.4,NA,0.21,0.33,15,1,NA,NA,NA,NA,745,9.2,NA,12,9,7.5,NA,NA,NA,NA,NA,NA
C10,1987-03-05,13:40:00,NA,NA,NA,57.2,NA,NA,NA,NA,6.18,6.68,NA,NA,0.16,NA,NA,NA,96,2,NA,NA,0.4,NA,0.1,0.24,13,0.8,NA,NA,NA,NA,771,9.4,NA,13,12,7.7,NA,NA,NA,NA,NA,NA
C10,1987-04-06,15:35:00,NA,NA,NA,75.2,8,270,NA,NA,9.26,8.1,NA,NA,0.09,NA,NA,NA,105,1.5,NA,NA,0.3,NA,0.11,0.26,12,0.8,NA,NA,NA,NA,810,9.5,NA,17,21,8,NA,NA,NA,NA,NA,NA
C10,1987-04-20,13:50:00,NA,NA,NA,78.8,3,45,NA,NA,10.19,7.41,NA,NA,0.02,NA,NA,NA,NA,1.2,NA,NA,0.2,NA,NA,NA,13,0.6,NA,NA,NA,NA,590,9.5,NA,18,17,7.7,NA,NA,NA,NA,NA,NA
C10,1987-05-05,10:15:00,NA,NA,NA,84.2,NA,NA,NA,NA,28.71,14.82,NA,NA,NA,NA,NA,NA,84,1.6,NA,NA,0.3,NA,0.12,0.26,13,0.9,NA,NA,NA,NA,677,8.5,NA,21,28,7.8,NA,NA,NA,NA,NA,NA
C10,1987-05-18,12:35:00,NA,NA,NA,68,3,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,0.3,NA,NA,NA,14,1,NA,NA,NA,NA,685,9,NA,21,30,7.9,NA,NA,NA,NA,NA,NA
C10,1987-06-02,13:20:00,NA,NA,NA,95,5,315,NA,NA,40.6,16.83,NA,NA,NA,NA,NA,NA,94,2.4,NA,NA,0.3,NA,0.11,0.27,14,0.9,NA,NA,NA,NA,731,9.3,NA,23,22,8,NA,NA,NA,NA,NA,NA
C10,1987-06-16,09:45:00,NA,NA,NA,69.8,6,270,NA,NA,26.24,14.97,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,0.4,NA,NA,NA,14,0.8,NA,NA,NA,NA,693,8.2,NA,20,28,7.8,NA,NA,NA,NA,NA,NA
C10,1987-07-01,09:30:00,NA,NA,NA,69.8,13,315,NA,NA,20.07,15.94,NA,NA,0.03,NA,NA,NA,100,1.9,NA,NA,0.4,NA,0.12,0.31,16,1,NA,NA,NA,NA,759,7.6,NA,21,39,7.7,NA,NA,NA,NA,NA,NA
C10,1987-07-16,11:00:00,NA,NA,NA,77,3,270,NA,NA,30.26,15.71,NA,NA,0.01,NA,NA,NA,NA,1.7,NA,NA,0.3,NA,NA,NA,16,0.9,NA,NA,NA,NA,804,7.9,NA,25,44,7.9,NA,NA,NA,NA,NA,NA
C10,1987-08-04,14:50:00,NA,NA,NA,104,7,45,NA,NA,37.67,12,NA,NA,0.01,NA,NA,NA,110,2.1,NA,NA,0.4,NA,0.14,0.3,17,0.9,NA,NA,NA,NA,838,8.4,NA,26,39,7.8,NA,NA,NA,NA,NA,NA
C10,1987-08-13,13:50:00,NA,NA,NA,84.2,6,NA,NA,NA,20.53,13.16,NA,NA,0.01,NA,NA,NA,NA,1.9,NA,NA,0.3,NA,NA,NA,16,1,NA,NA,NA,NA,814,8.2,NA,24,38,8,NA,NA,NA,NA,NA,NA
C10,1987-09-02,13:25:00,NA,NA,NA,100.4,5,270,NA,NA,39.37,14.36,NA,NA,0.01,NA,NA,NA,NA,1.6,NA,NA,0.6,NA,0.17,0.32,17,1.2,NA,NA,NA,NA,826,8,NA,26,24,7.7,NA,NA,NA,NA,NA,NA
C10,1987-09-16,14:10:00,NA,NA,NA,86,6,45,NA,NA,21.3,9.73,NA,NA,0.09,NA,NA,NA,NA,1.7,NA,NA,0.5,NA,NA,NA,17,1,NA,NA,NA,NA,795,8.7,NA,22,17,7.7,NA,NA,NA,NA,NA,NA
C10,1987-10-14,13:25:00,NA,NA,NA,75.2,3,135,NA,NA,16.06,8.95,NA,NA,0.06,NA,NA,NA,96,1.77,NA,NA,0.6,NA,0.08,0.28,19,1.1,NA,NA,NA,NA,690,8.7,NA,20,14,8.3,NA,NA,NA,NA,NA,NA
C10,1987-10-28,11:35:00,NA,NA,NA,75.2,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,1.4,NA,NA,0.6,NA,NA,NA,19,1.1,NA,NA,NA,NA,897,8.1,NA,19,14,8,NA,NA,NA,NA,NA,NA
C10,1987-11-02,14:30:00,NA,NA,NA,66.2,NA,NA,NA,NA,6.79,6.41,NA,NA,0.06,NA,NA,NA,132,1.6,NA,NA,0.7,NA,0.08,0.29,17,1.1,NA,NA,NA,NA,748,8.4,NA,16,13,7.5,NA,NA,NA,NA,NA,NA
C10,1987-11-16,14:50:00,NA,NA,NA,62.6,2,315,NA,NA,2.47,4.01,NA,NA,0.11,NA,NA,NA,131,1.6,NA,NA,0.4,NA,0.12,0.22,17,0.6,NA,NA,NA,NA,919,9.3,NA,14,11,7.3,NA,NA,NA,NA,NA,NA
C10,1987-12-02,14:35:00,NA,NA,NA,64.4,10,180,NA,NA,8.18,5.6,NA,NA,0.09,NA,NA,NA,123,1.6,NA,NA,0.2,NA,0.13,0.22,17,0.6,NA,NA,NA,NA,831,9.4,NA,12,11,8.2,NA,NA,NA,NA,NA,NA
C10,1988-01-12,11:55:00,NA,NA,NA,51.8,4,315,NA,NA,7.87,7.76,NA,NA,0.22,NA,NA,NA,167,2.6,NA,NA,0.5,NA,0.22,0.35,17,0.9,NA,NA,NA,NA,1110,9.4,NA,10,9,8,NA,NA,NA,NA,NA,NA
C10,1988-02-24,11:25:00,NA,NA,NA,59,3,315,NA,NA,5.87,11.39,NA,NA,0.13,NA,NA,NA,193,3.9,NA,NA,0.5,NA,0.21,0.34,21,0.9,NA,NA,NA,NA,1430,8.7,NA,13,13,7.8,NA,NA,NA,NA,NA,NA
C10,1988-03-11,11:25:00,NA,NA,NA,55.4,9,315,NA,NA,7.26,7.33,NA,NA,0.06,NA,NA,NA,114,2.5,NA,NA,0.3,NA,0.12,0.25,17,0.8,NA,NA,NA,NA,900,9.8,NA,12,16,7.9,NA,NA,NA,NA,NA,NA
C10,1988-03-25,11:30:00,NA,NA,NA,73.4,10,315,NA,NA,11.58,7.29,NA,NA,0.04,NA,NA,NA,NA,1.7,NA,NA,0.3,NA,NA,NA,15,0.9,NA,NA,NA,NA,876,9.3,NA,16,20,7.9,NA,NA,NA,NA,NA,NA
C10,1988-04-08,09:30:00,NA,NA,NA,59,11,315,NA,NA,14.2,9.88,NA,NA,0.02,NA,NA,NA,95,1.4,NA,NA,0.2,NA,0.1,0.2,15,0.6,NA,NA,NA,NA,758,9.3,NA,15,19,7.8,NA,NA,NA,NA,NA,NA
C10,1988-04-22,09:50:00,NA,NA,NA,57.2,NA,NA,NA,NA,9.91,11.56,NA,NA,0.08,NA,NA,NA,NA,2,NA,NA,0.4,NA,NA,NA,18,0.9,NA,NA,NA,NA,832,8.2,NA,15,27,7.8,NA,NA,NA,NA,NA,NA
C10,1988-05-06,11:45:00,NA,NA,NA,64.4,7,135,NA,NA,14.67,8.03,NA,NA,0.04,NA,NA,NA,110,1.7,NA,NA,0.3,NA,0.12,0.24,17,0.6,NA,NA,NA,NA,809,9.3,NA,15,17,7.8,NA,NA,NA,NA,NA,NA
C10,1988-05-24,10:05:00,NA,NA,NA,73.4,8,315,NA,NA,25.78,14.51,NA,NA,0.01,NA,NA,NA,NA,0.87,NA,NA,0.4,NA,NA,NA,16,0.8,NA,NA,NA,NA,775,8.9,NA,20,22,8,NA,NA,NA,NA,NA,NA
C10,1988-06-07,11:15:00,NA,NA,NA,64.4,NA,NA,NA,NA,16.83,14.32,NA,NA,0.02,NA,NA,NA,112,1.6,NA,NA,0.4,NA,0.13,0.34,17,0.8,NA,NA,NA,NA,837,8.8,NA,18,44,7.9,NA,NA,NA,NA,NA,NA
C10,1988-06-21,11:15:00,NA,NA,NA,75.2,3,315,NA,NA,27.32,18.53,NA,NA,0.01,NA,NA,NA,NA,1.8,NA,NA,0.4,NA,NA,NA,15,0.8,NA,NA,NA,NA,814,8.3,NA,22,31,7.8,NA,NA,NA,NA,NA,NA
C10,1988-07-06,10:40:00,NA,NA,NA,80.6,5,338,NA,NA,18.76,15.51,NA,NA,0.04,NA,NA,NA,116,1.9,NA,NA,0.6,NA,0.15,0.37,17,1,NA,NA,NA,NA,891,7.7,NA,22,60,7.7,NA,NA,NA,NA,NA,NA
C10,1988-07-19,09:00:00,NA,NA,NA,80.6,NA,NA,NA,NA,11.27,22.08,NA,NA,0.02,NA,NA,NA,NA,2.1,NA,NA,0.4,NA,NA,NA,15,1,NA,NA,NA,NA,853,7.7,NA,24,37,7.9,NA,NA,NA,NA,NA,NA
C10,1988-08-01,09:30:00,NA,NA,NA,71.6,9,315,NA,NA,60.21,23.74,NA,NA,0.01,NA,NA,NA,129,1.6,NA,NA,0.4,NA,0.12,0.34,16,1.3,NA,NA,NA,NA,891,7.9,NA,23,46,7.7,NA,NA,NA,NA,NA,NA
C10,1988-08-16,09:15:00,NA,NA,NA,75.2,5,NA,NA,NA,25.16,16.87,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,0.2,NA,NA,NA,18,0.8,NA,NA,NA,NA,912,7.9,NA,21,44,7.9,NA,NA,NA,NA,NA,NA
C10,1988-09-02,10:45:00,NA,NA,NA,84.2,8,315,NA,NA,20.69,13.59,NA,NA,0.01,NA,NA,NA,125,1.3,NA,NA,0.2,NA,0.12,0.23,17,0.6,NA,NA,NA,NA,856,7.4,NA,22,29,7.8,NA,NA,NA,NA,NA,NA
C10,1988-09-16,09:50:00,NA,NA,NA,69.8,6,338,NA,NA,19.1,12.27,NA,NA,0.01,NA,NA,NA,NA,1.3,NA,NA,0.3,NA,NA,NA,17,0.7,NA,NA,NA,NA,788,8.1,NA,19,21,7.8,NA,NA,NA,NA,NA,NA
C10,1988-10-04,12:55:00,NA,NA,NA,80.6,6,315,NA,NA,41.68,18.53,NA,NA,NA,NA,NA,NA,144,1.2,NA,NA,0.4,NA,0.05,0.2,16,1,NA,NA,NA,NA,976,9.8,NA,20,15,8.1,NA,NA,NA,NA,NA,NA
C10,1988-10-18,12:10:00,NA,NA,NA,84.2,4,NA,NA,NA,27.63,11.85,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,0.3,NA,0.1,0.21,18,0.7,NA,NA,NA,NA,970,8.7,NA,20,17,7.8,NA,NA,NA,NA,NA,NA
C10,1988-11-02,14:15:00,NA,NA,NA,71.6,2,NA,NA,NA,11.27,7.02,NA,NA,0.09,NA,NA,NA,132,1.3,NA,NA,0.5,NA,0.13,0.24,19,0.7,NA,NA,NA,NA,903,8.6,NA,17,15,7.8,NA,NA,NA,NA,NA,NA
C10,1988-12-02,13:15:00,NA,NA,NA,48.2,NA,NA,NA,NA,9.73,7.06,NA,NA,0.34,NA,NA,NA,139,2,NA,NA,0.5,NA,0.28,0.39,18,1.1,NA,NA,NA,NA,940,8.8,NA,11,11,7.6,NA,NA,NA,NA,NA,NA
C10,1989-01-13,10:40:00,NA,NA,NA,41,NA,NA,NA,NA,7.56,5.52,NA,NA,0.3,NA,NA,NA,160,2.1,NA,NA,0.6,NA,0.19,0.33,18,1.2,NA,NA,NA,NA,1150,10.2,NA,7,12,7.7,NA,NA,NA,NA,NA,NA
C10,1989-02-02,13:30:00,NA,NA,NA,51.8,NA,NA,NA,NA,7.41,9.38,NA,NA,0.84,NA,NA,NA,184,3.2,NA,NA,0.7,NA,0.28,0.42,17,1.8,NA,NA,NA,NA,1310,8.4,NA,10,13,7.7,NA,NA,NA,NA,NA,NA
C10,1989-03-28,12:20:00,NA,NA,NA,68,6,315,NA,NA,16.52,8.03,NA,NA,0.09,NA,NA,NA,105,1.9,NA,NA,0.3,NA,0.14,0.26,16,0.7,NA,NA,NA,NA,804,8.7,NA,16,14,7.8,NA,NA,NA,NA,NA,NA
C10,1989-04-13,10:55:00,NA,NA,NA,75.2,4,225,NA,NA,24.24,14.09,NA,NA,0.02,NA,NA,NA,96,1.5,NA,NA,0.3,NA,0.14,0.29,15,0.9,NA,NA,NA,NA,747,7.9,NA,19,26,7.7,NA,NA,NA,NA,NA,NA
C10,1989-04-26,11:50:00,NA,NA,NA,66.2,4,270,NA,NA,15.44,12.81,NA,NA,0.08,NA,NA,NA,NA,1.4,NA,NA,0.4,NA,NA,NA,16,1.2,NA,NA,NA,NA,807,8.1,NA,17,35,7.9,NA,NA,NA,NA,NA,NA
C10,1989-05-10,11:25:00,NA,NA,NA,66.2,6,270,NA,NA,10.33,9.51,NA,NA,0.04,NA,NA,NA,93,1.5,NA,NA,0.7,NA,0.1,0.28,15,1.5,NA,NA,NA,NA,747,8.5,NA,17,31,7.5,NA,NA,NA,NA,NA,NA
C10,1989-05-25,11:55:00,NA,NA,NA,73.4,7,315,NA,NA,17.29,9.34,NA,NA,0.01,NA,NA,NA,NA,1,NA,NA,0.1,NA,NA,NA,15,0.5,NA,NA,NA,NA,700,9.2,NA,18,26,8,NA,NA,NA,NA,NA,NA
C10,1989-06-09,09:40:00,NA,NA,NA,73.4,7,315,NA,NA,12.35,7.68,NA,NA,0.02,NA,NA,NA,93,1.4,NA,NA,0.2,NA,0.11,0.23,16,0.5,NA,NA,NA,NA,708,8.1,NA,20,29,7.8,NA,NA,NA,NA,NA,NA
C10,1989-06-27,12:30:00,NA,NA,NA,82.4,5,NA,NA,NA,33.96,17.91,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,0.2,NA,NA,NA,15,0.8,NA,NA,NA,NA,817,8,NA,23,72,8.1,NA,NA,NA,NA,NA,NA
C10,1989-07-11,12:50:00,NA,NA,NA,86,7,315,NA,NA,29.79,20.57,NA,NA,0.08,NA,NA,NA,112,1.9,NA,NA,0.6,NA,0.15,0.34,15,1,NA,NA,NA,NA,846,8.3,NA,24,50,7.8,NA,NA,NA,NA,NA,NA
C10,1989-07-24,14:15:00,NA,NA,NA,96.8,10,315,NA,NA,54.19,19.57,NA,NA,0.18,NA,NA,NA,NA,2,NA,NA,0.4,NA,NA,NA,17,1.3,NA,NA,NA,NA,875,8.2,NA,27,70,7.8,NA,NA,NA,NA,NA,NA
C10,1989-08-09,12:45:00,NA,NA,NA,91.4,5,270,NA,NA,28.25,23.04,NA,NA,0.06,NA,NA,NA,130,0.3,NA,NA,0.4,NA,0.16,0.44,20,1.1,NA,NA,NA,NA,963,7.4,NA,26,62,7.9,NA,NA,NA,NA,NA,NA
C10,1989-08-23,12:05:00,NA,NA,NA,77,7,315,NA,NA,34.89,18.72,NA,NA,0.03,NA,NA,NA,NA,1.8,NA,NA,0.5,NA,NA,NA,18,1.2,NA,NA,NA,NA,996,7.7,NA,23,64,7.7,NA,NA,NA,NA,NA,NA
C10,1989-09-06,11:30:00,NA,NA,NA,77,NA,NA,NA,NA,59.9,2.62,NA,NA,NA,NA,NA,NA,146,1.1,NA,NA,0.4,NA,0.13,0.36,17,1.2,NA,NA,NA,NA,1020,9.1,NA,23,35,7.9,NA,NA,NA,NA,NA,NA
C10,1989-09-20,12:15:00,NA,NA,NA,78.8,NA,NA,NA,NA,11.73,12.58,NA,NA,0.07,NA,NA,NA,NA,1.2,NA,NA,0.5,NA,NA,NA,17,1.2,NA,NA,NA,NA,830,7.8,NA,20,31,7.7,NA,NA,NA,NA,NA,NA
C10,1989-10-04,12:50:00,NA,NA,NA,73.4,7,315,NA,NA,11.73,6.33,NA,NA,0.09,NA,NA,NA,129,2,NA,NA,0.6,NA,0.14,0.3,19,1,NA,NA,NA,NA,961,8.3,NA,19,25,8.2,NA,NA,NA,NA,NA,NA
C10,1989-10-19,10:35:00,NA,NA,NA,78.8,5,90,NA,NA,8.49,6.79,NA,NA,0.12,NA,NA,NA,NA,0.97,NA,NA,0.2,NA,NA,NA,17,0.7,NA,NA,NA,NA,763,7.8,NA,19,22,6.2,NA,NA,NA,NA,NA,NA
C10,1989-11-07,14:25:00,NA,NA,NA,68,8,315,NA,NA,3.71,6.95,NA,NA,0.06,NA,NA,NA,127,1.3,NA,NA,0.4,NA,0.11,0.2,18,0.8,NA,NA,NA,NA,899,8.9,NA,15,20,7.2,NA,NA,NA,NA,NA,NA
C10,1989-12-07,14:05:00,NA,NA,NA,53.6,5,NA,NA,NA,2.93,5.06,NA,NA,0.19,NA,NA,NA,132,2,NA,NA,0.5,NA,0.15,0.34,17,1,NA,NA,NA,NA,903,9.5,NA,11,21,8.1,NA,NA,NA,NA,NA,NA
C10,1990-01-17,10:55:00,NA,NA,NA,53.6,9,23,NA,NA,10.5,11.5,NA,NA,0.36,NA,NA,NA,182,1.9,NA,NA,0.4,NA,0.23,0.49,17,1.4,NA,NA,NA,NA,1220,8.7,NA,10,38,7.7,NA,NA,NA,NA,NA,NA
C10,1990-02-21,14:05:00,NA,NA,NA,62.6,5,90,NA,NA,16.06,15.67,NA,NA,0.4,NA,NA,NA,155,3.3,NA,NA,0.7,NA,0.25,0.37,15,2.2,NA,NA,NA,NA,1140,8.8,NA,11,50,7.6,NA,NA,NA,NA,NA,NA
C10,1990-03-20,12:50:00,NA,NA,NA,75.2,13,315,NA,NA,11.27,6.68,NA,NA,0.08,NA,NA,NA,124,2,NA,NA,0.3,NA,0.13,0.27,16,0.7,NA,NA,NA,NA,875,8.4,NA,17,14,7.7,NA,NA,NA,NA,NA,NA
