Station,Date,Time,Sampling_Depth,Analyte,Result_Value,Result_Unit,Detection_Status,MRL,Analysis_Method,QC_Flag,Field_Comment
D41A,2025-07-22,11:30:00.000[PST],3,Dissolved Silica,6.11,mg/L,Detected,2,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
D41A,2025-07-22,11:30:00.000[PST],0,MVI,1,NA,Detected,NA,NA,NA,NA
D41A,2025-07-22,11:30:00.000[PST],3,Pheophytin a,NA,ug/L,Not detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
D41A,2025-07-22,11:30:00.000[PST],NA,Rain,None,NA,Detected,NA,NA,NA,NA
D41A,2025-07-22,11:30:00.000[PST],NA,Secchi Depth,56,cm,Detected,NA,NA,NA,NA
D41A,2025-07-22,11:30:00.000[PST],NA,Sky Conditions,Partly Cloudy,NA,Detected,NA,NA,NA,NA
D41A,2025-07-22,11:30:00.000[PST],3,Specific Conductance,36002,uS/cm,Detected,NA,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,NA,NA
D41A,2025-07-22,11:30:00.000[PST],3,Total Alkalinity,96.4,mg/L,Detected,20,Std Method 2320 B;Alkalinity by Titration;Standard Methods,NA,NA
D41A,2025-07-22,11:30:00.000[PST],3,Total Dissolved Solids,22100,mg/L,Detected,2.5,Std Method 2540 C;Total Dissolved Solids Dried at 180 degC;Standard Methods,NA,NA
D41A,2025-07-22,11:30:00.000[PST],3,Total Kjeldahl Nitrogen,0.22,mg/L,Detected,0.1,EPA 351.2;Determination of Total Kjeldahl Nitrogen by Semi-Automated Colorimetry;EPA Methods,NA,NA
D41A,2025-07-22,11:30:00.000[PST],3,Total Organic Carbon,0.8,mg/L,Detected,0.5,Std Method 5310 C (T);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
D41A,2025-07-22,11:30:00.000[PST],3,Total Phosphorus,0.127,mg/L,Detected,0.01,EPA 365.4;Phosphorus by Automated Colorimetry;EPA Methods,NA,NA
D41A,2025-07-22,11:30:00.000[PST],3,Total Suspended Solids,34.9,mg/L,Detected,2.5,Std Method 2540 D;Total Suspended Solids Dried at 103-105 degC;Standard Methods,NA,NA
D41A,2025-07-22,11:30:00.000[PST],3,Turbidity,20.9,FNU,Detected,NA,EPA 180.1;Turbidity by Turbidimeter;EPA Methods,NA,NA
D41A,2025-07-22,11:30:00.000[PST],3,Volatile Suspended Solids,5.1,mg/L,Detected,2.5,Std Method 2540 E;Fixed and Volatile Solids Ignited at 550 degC;Standard Methods,NA,NA
D41A,2025-07-22,11:30:00.000[PST],3,Water Temperature,19.84,degC,Detected,NA,EPA 170.1;Temperature by Thermometer;EPA Methods,NA,NA
D41A,2025-07-22,11:30:00.000[PST],NA,Wave Scale,2,NA,Detected,NA,NA,NA,NA
D41A,2025-07-22,11:30:00.000[PST],NA,Wind Velocity,16.6,mph,Detected,NA,NA,NA,NA
D41A,2025-07-22,11:30:00.000[PST],3,pH,7.59,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,NA
C10A,2025-08-12,10:30:00.000[PST],NA,Air Temperature,82,degF,Detected,NA,NA,NA,"Chla volume: 500; Too shallow for bottom readings. Lots of floating veg near base of station, sonde had to be placed into the veg to reach water below. Only 2.4 feet deep."
C10A,2025-08-12,10:30:00.000[PST],3,Chlorophyll Fluorescence RFU,2.09,RFU,Detected,NA,NA,NA,"Chla volume: 500; Too shallow for bottom readings. Lots of floating veg near base of station, sonde had to be placed into the veg to reach water below. Only 2.4 feet deep."
C10A,2025-08-12,10:30:00.000[PST],3,Chlorophyll Fluorescence ug/L,8.31,ug/L,Detected,NA,NA,NA,"Chla volume: 500; Too shallow for bottom readings. Lots of floating veg near base of station, sonde had to be placed into the veg to reach water below. Only 2.4 feet deep."
C10A,2025-08-12,10:30:00.000[PST],3,Chlorophyll a,4.17,ug/L,Detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
C10A,2025-08-12,10:30:00.000[PST],3,Dissolved Ammonia,NA,mg/L,Not detected,0.05,EPA 350.1;Ammonia by Automated Colorimetry;EPA Methods,NA,NA
C10A,2025-08-12,10:30:00.000[PST],3,Dissolved Calcium,29.1,mg/L,Detected,1,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
C10A,2025-08-12,10:30:00.000[PST],3,Dissolved Chloride,58.3,mg/L,Detected,1,EPA 300.0;Determination of Inorganic Anions by Ion Chromatography;EPA Methods,NA,NA
C10A,2025-08-12,10:30:00.000[PST],3,Dissolved Nitrate + Nitrite,1.99,mg/L,Detected,0.05,"Std Method 4500-NO3-, F;Nitrate by Automated Cadmium Reduction Method;Standard Methods",NA,NA
C10A,2025-08-12,10:30:00.000[PST],3,Dissolved Organic Carbon,2.7,mg/L,Detected,0.5,Std Method 5310 C (D);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
C10A,2025-08-12,10:30:00.000[PST],3,Dissolved Organic Nitrogen,0.25,mg/L,Detected,0.1,EPA 351.2/EPA 350.1;Calculation of Dissolved Organic Nitrogen from Total Kjeldahl Nitrogen by Semi-Automated Colorimetry and Ammonia by Automated Colorimetry;EPA Methods,NA,NA
C10A,2025-08-12,10:30:00.000[PST],3,Dissolved Orthophosphate,0.075,mg/L,Detected,0.05,EPA 365.1;Phosphorus (all forms) by Semi-Automated Colorimetry;EPA Methods,NA,NA
C10A,2025-08-12,10:30:00.000[PST],3,Dissolved Oxygen % Saturation,101.2,% Saturation,Detected,NA,NA,NA,"Chla volume: 500; Too shallow for bottom readings. Lots of floating veg near base of station, sonde had to be placed into the veg to reach water below. Only 2.4 feet deep."
C10A,2025-08-12,10:30:00.000[PST],3,Dissolved Oxygen mg/L,8.18,mg/L,Detected,NA,NA,NA,"Chla volume: 500; Too shallow for bottom readings. Lots of floating veg near base of station, sonde had to be placed into the veg to reach water below. Only 2.4 feet deep."
C10A,2025-08-12,10:30:00.000[PST],3,Dissolved Silica,15.2,mg/L,Detected,0.1,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
C10A,2025-08-12,10:30:00.000[PST],0,MVI,1,NA,Detected,NA,NA,NA,"Chla volume: 500; Too shallow for bottom readings. Lots of floating veg near base of station, sonde had to be placed into the veg to reach water below. Only 2.4 feet deep."
C10A,2025-08-12,10:30:00.000[PST],3,Pheophytin a,0.9,ug/L,Detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
C10A,2025-08-12,10:30:00.000[PST],NA,Rain,None,NA,Detected,NA,NA,NA,"Chla volume: 500; Too shallow for bottom readings. Lots of floating veg near base of station, sonde had to be placed into the veg to reach water below. Only 2.4 feet deep."
C10A,2025-08-12,10:30:00.000[PST],NA,Sky Conditions,Sunny,NA,Detected,NA,NA,NA,"Chla volume: 500; Too shallow for bottom readings. Lots of floating veg near base of station, sonde had to be placed into the veg to reach water below. Only 2.4 feet deep."
C10A,2025-08-12,10:30:00.000[PST],3,Specific Conductance,483.2,uS/cm,Detected,NA,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,NA,"Chla volume: 500; Too shallow for bottom readings. Lots of floating veg near base of station, sonde had to be placed into the veg to reach water below. Only 2.4 feet deep."
C10A,2025-08-12,10:30:00.000[PST],3,Total Alkalinity,97.8,mg/L,Detected,20,Std Method 2320 B;Alkalinity by Titration;Standard Methods,NA,NA
C10A,2025-08-12,10:30:00.000[PST],3,Total Dissolved Solids,273,mg/L,Detected,2.5,Std Method 2540 C;Total Dissolved Solids Dried at 180 degC;Standard Methods,NA,NA
C10A,2025-08-12,10:30:00.000[PST],3,Total Kjeldahl Nitrogen,0.432,mg/L,Detected,0.1,EPA 351.2;Determination of Total Kjeldahl Nitrogen by Semi-Automated Colorimetry;EPA Methods,NA,NA
C10A,2025-08-12,10:30:00.000[PST],3,Total Organic Carbon,2.9,mg/L,Detected,0.5,Std Method 5310 C (T);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
C10A,2025-08-12,10:30:00.000[PST],3,Total Phosphorus,0.1,mg/L,Detected,0.01,EPA 365.4;Phosphorus by Automated Colorimetry;EPA Methods,NA,NA
C10A,2025-08-12,10:30:00.000[PST],3,Total Suspended Solids,13.7,mg/L,Detected,2.5,Std Method 2540 D;Total Suspended Solids Dried at 103-105 degC;Standard Methods,NA,NA
C10A,2025-08-12,10:30:00.000[PST],3,Turbidity,5.64,FNU,Detected,NA,EPA 180.1;Turbidity by Turbidimeter;EPA Methods,NA,"Chla volume: 500; Too shallow for bottom readings. Lots of floating veg near base of station, sonde had to be placed into the veg to reach water below. Only 2.4 feet deep."
C10A,2025-08-12,10:30:00.000[PST],3,Volatile Suspended Solids,2.9,mg/L,Detected,2.5,Std Method 2540 E;Fixed and Volatile Solids Ignited at 550 degC;Standard Methods,NA,NA
C10A,2025-08-12,10:30:00.000[PST],3,Water Temperature,26.14,degC,Detected,NA,EPA 170.1;Temperature by Thermometer;EPA Methods,NA,"Chla volume: 500; Too shallow for bottom readings. Lots of floating veg near base of station, sonde had to be placed into the veg to reach water below. Only 2.4 feet deep."
C10A,2025-08-12,10:30:00.000[PST],NA,Wave Scale,1,NA,Detected,NA,NA,NA,"Chla volume: 500; Too shallow for bottom readings. Lots of floating veg near base of station, sonde had to be placed into the veg to reach water below. Only 2.4 feet deep."
C10A,2025-08-12,10:30:00.000[PST],NA,Wind Velocity,8,mph,Detected,NA,NA,NA,"Chla volume: 500; Too shallow for bottom readings. Lots of floating veg near base of station, sonde had to be placed into the veg to reach water below. Only 2.4 feet deep."
C10A,2025-08-12,10:30:00.000[PST],3,pH,7.78,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,"Chla volume: 500; Too shallow for bottom readings. Lots of floating veg near base of station, sonde had to be placed into the veg to reach water below. Only 2.4 feet deep."
C3A,2025-08-12,07:15:00.000[PST],12.8,(Bottom) Chlorophyll Fluorescence RFU,0.27,RFU,Detected,NA,NA,NA,Chla volume: 500
C3A,2025-08-12,07:15:00.000[PST],12.8,(Bottom) Chlorophyll Fluorescence ug/L,0.95,ug/L,Detected,NA,NA,NA,Chla volume: 500
C3A,2025-08-12,07:15:00.000[PST],12.8,(Bottom) Dissolved Oxygen % Saturation,93,% Saturation,Detected,NA,NA,NA,Chla volume: 500
C3A,2025-08-12,07:15:00.000[PST],12.8,(Bottom) Dissolved Oxygen mg/L,8.24,mg/L,Detected,NA,NA,NA,Chla volume: 500
C3A,2025-08-12,07:15:00.000[PST],12.8,(Bottom) Specific Conductance,130.9,uS/cm,Detected,NA,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,NA,Chla volume: 500
C3A,2025-08-12,07:15:00.000[PST],12.8,(Bottom) Turbidity,5.76,FNU,Detected,NA,EPA 180.1;Turbidity by Turbidimeter;EPA Methods,NA,Chla volume: 500
C3A,2025-08-12,07:15:00.000[PST],12.8,(Bottom) Water Temperature,21.33,degC,Detected,NA,EPA 170.1;Temperature by Thermometer;EPA Methods,NA,Chla volume: 500
C3A,2025-08-12,07:15:00.000[PST],12.8,(Bottom) pH,7.39,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,Chla volume: 500
C3A,2025-08-12,07:15:00.000[PST],NA,Air Temperature,63,degF,Detected,NA,NA,NA,Chla volume: 500
C3A,2025-08-12,07:15:00.000[PST],3,Chlorophyll Fluorescence RFU,0.24,RFU,Detected,NA,NA,NA,Chla volume: 500
C3A,2025-08-12,07:15:00.000[PST],3,Chlorophyll Fluorescence ug/L,0.83,ug/L,Detected,NA,NA,NA,Chla volume: 500
C3A,2025-08-12,07:15:00.000[PST],3,Chlorophyll a,1.39,ug/L,Detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
C3A,2025-08-12,07:15:00.000[PST],3,Dissolved Ammonia,NA,mg/L,Not detected,0.05,EPA 350.1;Ammonia by Automated Colorimetry;EPA Methods,NA,NA
C3A,2025-08-12,07:15:00.000[PST],3,Dissolved Calcium,10.9,mg/L,Detected,1,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
C3A,2025-08-12,07:15:00.000[PST],3,Dissolved Chloride,3.31,mg/L,Detected,1,EPA 300.0;Determination of Inorganic Anions by Ion Chromatography;EPA Methods,NA,NA
C3A,2025-08-12,07:15:00.000[PST],3,Dissolved Nitrate + Nitrite,0.133,mg/L,Detected,0.05,"Std Method 4500-NO3-, F;Nitrate by Automated Cadmium Reduction Method;Standard Methods",NA,NA
C3A,2025-08-12,07:15:00.000[PST],3,Dissolved Organic Carbon,1.9,mg/L,Detected,0.5,Std Method 5310 C (D);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
C3A,2025-08-12,07:15:00.000[PST],3,Dissolved Organic Nitrogen,0.11,mg/L,Detected,0.1,EPA 351.2/EPA 350.1;Calculation of Dissolved Organic Nitrogen from Total Kjeldahl Nitrogen by Semi-Automated Colorimetry and Ammonia by Automated Colorimetry;EPA Methods,NA,NA
C3A,2025-08-12,07:15:00.000[PST],3,Dissolved Orthophosphate,NA,mg/L,Not detected,0.05,EPA 365.1;Phosphorus (all forms) by Semi-Automated Colorimetry;EPA Methods,NA,NA
C3A,2025-08-12,07:15:00.000[PST],3,Dissolved Oxygen % Saturation,93.4,% Saturation,Detected,NA,NA,NA,Chla volume: 500
C3A,2025-08-12,07:15:00.000[PST],3,Dissolved Oxygen mg/L,8.27,mg/L,Detected,NA,NA,NA,Chla volume: 500
C3A,2025-08-12,07:15:00.000[PST],3,Dissolved Silica,17.1,mg/L,Detected,0.1,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
C3A,2025-08-12,07:15:00.000[PST],0,MVI,1,NA,Detected,NA,NA,NA,Chla volume: 500
C3A,2025-08-12,07:15:00.000[PST],3,Pheophytin a,0.85,ug/L,Detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
C3A,2025-08-12,07:15:00.000[PST],NA,Rain,None,NA,Detected,NA,NA,NA,Chla volume: 500
C3A,2025-08-12,07:15:00.000[PST],NA,Sky Conditions,Sunny,NA,Detected,NA,NA,NA,Chla volume: 500
C3A,2025-08-12,07:15:00.000[PST],3,Specific Conductance,130.8,uS/cm,Detected,NA,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,NA,Chla volume: 500
C3A,2025-08-12,07:15:00.000[PST],3,Total Alkalinity,57.1,mg/L,Detected,20,Std Method 2320 B;Alkalinity by Titration;Standard Methods,NA,NA
C3A,2025-08-12,07:15:00.000[PST],3,Total Dissolved Solids,84,mg/L,Detected,2.5,Std Method 2540 C;Total Dissolved Solids Dried at 180 degC;Standard Methods,NA,NA
C3A,2025-08-12,07:15:00.000[PST],3,Total Kjeldahl Nitrogen,0.144,mg/L,Detected,0.1,EPA 351.2;Determination of Total Kjeldahl Nitrogen by Semi-Automated Colorimetry;EPA Methods,NA,NA
C3A,2025-08-12,07:15:00.000[PST],3,Total Organic Carbon,1.7,mg/L,Detected,0.5,Std Method 5310 C (T);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
C3A,2025-08-12,07:15:00.000[PST],3,Total Phosphorus,0.037,mg/L,Detected,0.01,EPA 365.4;Phosphorus by Automated Colorimetry;EPA Methods,NA,NA
C3A,2025-08-12,07:15:00.000[PST],3,Total Suspended Solids,8.9,mg/L,Detected,2.5,Std Method 2540 D;Total Suspended Solids Dried at 103-105 degC;Standard Methods,NA,NA
C3A,2025-08-12,07:15:00.000[PST],3,Turbidity,5.17,FNU,Detected,NA,EPA 180.1;Turbidity by Turbidimeter;EPA Methods,NA,Chla volume: 500
C3A,2025-08-12,07:15:00.000[PST],3,Volatile Suspended Solids,NA,mg/L,Not detected,2.5,Std Method 2540 E;Fixed and Volatile Solids Ignited at 550 degC;Standard Methods,NA,NA
C3A,2025-08-12,07:15:00.000[PST],3,Water Temperature,21.33,degC,Detected,NA,EPA 170.1;Temperature by Thermometer;EPA Methods,NA,Chla volume: 500
C3A,2025-08-12,07:15:00.000[PST],NA,Wave Scale,2,NA,Detected,NA,NA,NA,Chla volume: 500
C3A,2025-08-12,07:15:00.000[PST],NA,Wind Velocity,8,mph,Detected,NA,NA,NA,Chla volume: 500
C3A,2025-08-12,07:15:00.000[PST],3,pH,7.37,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,Chla volume: 500
C9,2025-08-12,09:15:00.000[PST],9.5,(Bottom) Chlorophyll Fluorescence RFU,0.33,RFU,Detected,NA,NA,NA,Chla volume: 500
C9,2025-08-12,09:15:00.000[PST],9.5,(Bottom) Chlorophyll Fluorescence ug/L,1.19,ug/L,Detected,NA,NA,NA,Chla volume: 500
C9,2025-08-12,09:15:00.000[PST],9.5,(Bottom) Dissolved Oxygen % Saturation,89.9,% Saturation,Detected,NA,NA,NA,Chla volume: 500
C9,2025-08-12,09:15:00.000[PST],9.5,(Bottom) Dissolved Oxygen mg/L,7.41,mg/L,Detected,NA,NA,NA,Chla volume: 500
C9,2025-08-12,09:15:00.000[PST],9.5,(Bottom) Specific Conductance,203.8,uS/cm,Detected,NA,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,NA,Chla volume: 500
C9,2025-08-12,09:15:00.000[PST],9.5,(Bottom) Turbidity,7.78,FNU,Detected,NA,EPA 180.1;Turbidity by Turbidimeter;EPA Methods,NA,Chla volume: 500
C9,2025-08-12,09:15:00.000[PST],9.5,(Bottom) Water Temperature,25.12,degC,Detected,NA,EPA 170.1;Temperature by Thermometer;EPA Methods,NA,Chla volume: 500
C9,2025-08-12,09:15:00.000[PST],9.5,(Bottom) pH,7.51,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,Chla volume: 500
C9,2025-08-12,09:15:00.000[PST],NA,Air Temperature,74,degF,Detected,NA,NA,NA,Chla volume: 500
C9,2025-08-12,09:15:00.000[PST],3,Chlorophyll Fluorescence RFU,0.32,RFU,Detected,NA,NA,NA,Chla volume: 500
C9,2025-08-12,09:15:00.000[PST],3,Chlorophyll Fluorescence ug/L,1.17,ug/L,Detected,NA,NA,NA,Chla volume: 500
C9,2025-08-12,09:15:00.000[PST],3,Chlorophyll a,1.52,ug/L,Detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
C9,2025-08-12,09:15:00.000[PST],3,Dissolved Ammonia,NA,mg/L,Not detected,0.05,EPA 350.1;Ammonia by Automated Colorimetry;EPA Methods,NA,NA
C9,2025-08-12,09:15:00.000[PST],3,Dissolved Calcium,10.7,mg/L,Detected,1,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
C9,2025-08-12,09:15:00.000[PST],3,Dissolved Chloride,23.2,mg/L,Detected,1,EPA 300.0;Determination of Inorganic Anions by Ion Chromatography;EPA Methods,NA,NA
C9,2025-08-12,09:15:00.000[PST],3,Dissolved Nitrate + Nitrite,NA,mg/L,Not detected,0.05,"Std Method 4500-NO3-, F;Nitrate by Automated Cadmium Reduction Method;Standard Methods",NA,NA
C9,2025-08-12,09:15:00.000[PST],3,Dissolved Organic Carbon,2.3,mg/L,Detected,0.5,Std Method 5310 C (D);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
C9,2025-08-12,09:15:00.000[PST],3,Dissolved Organic Nitrogen,0.16,mg/L,Detected,0.1,EPA 351.2/EPA 350.1;Calculation of Dissolved Organic Nitrogen from Total Kjeldahl Nitrogen by Semi-Automated Colorimetry and Ammonia by Automated Colorimetry;EPA Methods,NA,NA
C9,2025-08-12,09:15:00.000[PST],3,Dissolved Orthophosphate,0.063,mg/L,Detected,0.05,EPA 365.1;Phosphorus (all forms) by Semi-Automated Colorimetry;EPA Methods,NA,NA
C9,2025-08-12,09:15:00.000[PST],3,Dissolved Oxygen % Saturation,90.2,% Saturation,Detected,NA,NA,NA,Chla volume: 500
C9,2025-08-12,09:15:00.000[PST],3,Dissolved Oxygen mg/L,7.43,mg/L,Detected,NA,NA,NA,Chla volume: 500
C9,2025-08-12,09:15:00.000[PST],3,Dissolved Silica,12.2,mg/L,Detected,0.1,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
C9,2025-08-12,09:15:00.000[PST],0,MVI,2,NA,Detected,NA,NA,NA,Chla volume: 500
C9,2025-08-12,09:15:00.000[PST],3,Pheophytin a,1.78,ug/L,Detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
C9,2025-08-12,09:15:00.000[PST],NA,Rain,None,NA,Detected,NA,NA,NA,Chla volume: 500
C9,2025-08-12,09:15:00.000[PST],NA,Sky Conditions,Sunny,NA,Detected,NA,NA,NA,Chla volume: 500
C9,2025-08-12,09:15:00.000[PST],3,Specific Conductance,204.2,uS/cm,Detected,NA,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,NA,Chla volume: 500
C9,2025-08-12,09:15:00.000[PST],3,Total Alkalinity,56.3,mg/L,Detected,20,Std Method 2320 B;Alkalinity by Titration;Standard Methods,NA,NA
C9,2025-08-12,09:15:00.000[PST],3,Total Dissolved Solids,116,mg/L,Detected,2.5,Std Method 2540 C;Total Dissolved Solids Dried at 180 degC;Standard Methods,NA,NA
C9,2025-08-12,09:15:00.000[PST],3,Total Kjeldahl Nitrogen,0.263,mg/L,Detected,0.1,EPA 351.2;Determination of Total Kjeldahl Nitrogen by Semi-Automated Colorimetry;EPA Methods,NA,NA
C9,2025-08-12,09:15:00.000[PST],3,Total Organic Carbon,2.5,mg/L,Detected,0.5,Std Method 5310 C (T);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
C9,2025-08-12,09:15:00.000[PST],3,Total Phosphorus,0.068,mg/L,Detected,0.01,EPA 365.4;Phosphorus by Automated Colorimetry;EPA Methods,NA,NA
C9,2025-08-12,09:15:00.000[PST],3,Total Suspended Solids,15.1,mg/L,Detected,2.5,Std Method 2540 D;Total Suspended Solids Dried at 103-105 degC;Standard Methods,NA,NA
C9,2025-08-12,09:15:00.000[PST],3,Turbidity,7.83,FNU,Detected,NA,EPA 180.1;Turbidity by Turbidimeter;EPA Methods,NA,Chla volume: 500
C9,2025-08-12,09:15:00.000[PST],3,Volatile Suspended Solids,2.6,mg/L,Detected,2.5,Std Method 2540 E;Fixed and Volatile Solids Ignited at 550 degC;Standard Methods,NA,NA
C9,2025-08-12,09:15:00.000[PST],3,Water Temperature,25.15,degC,Detected,NA,EPA 170.1;Temperature by Thermometer;EPA Methods,NA,Chla volume: 500
C9,2025-08-12,09:15:00.000[PST],NA,Wave Scale,2,NA,Detected,NA,NA,NA,Chla volume: 500
C9,2025-08-12,09:15:00.000[PST],NA,Wind Velocity,10,mph,Detected,NA,NA,NA,Chla volume: 500
C9,2025-08-12,09:15:00.000[PST],3,pH,7.46,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,Chla volume: 500
D16,2025-08-14,07:05:00.000[PST],51.8,(Bottom) Chlorophyll Fluorescence RFU,0.31,RFU,Detected,NA,NA,NA,NA
D16,2025-08-14,07:05:00.000[PST],51.8,(Bottom) Chlorophyll Fluorescence ug/L,1.11,ug/L,Detected,NA,NA,NA,NA
D16,2025-08-14,07:05:00.000[PST],51.8,(Bottom) Dissolved Oxygen % Saturation,93.1,% Saturation,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
D16,2025-08-14,07:05:00.000[PST],51.8,(Bottom) Dissolved Oxygen mg/L,8.08,mg/L,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
D16,2025-08-14,07:05:00.000[PST],51.8,(Bottom) Specific Conductance,337,uS/cm,Detected,NA,EPA 120.1;Conductance by Conductivity Meter;EPA Methods,NA,NA
D16,2025-08-14,07:05:00.000[PST],51.8,(Bottom) Turbidity,7.2,FNU,Detected,NA,EPA 180.1;Turbidity by Turbidimeter;EPA Methods,NA,NA
D16,2025-08-14,07:05:00.000[PST],51.8,(Bottom) Water Temperature,22.34,degC,Detected,NA,EPA 170.1;Temperature by Thermometer;EPA Methods,NA,NA
D16,2025-08-14,07:05:00.000[PST],51.8,(Bottom) pH,7.7,unitless,Detected,NA,EPA 150.1;pH in Water by Electrometric Method;EPA Methods,NA,NA
D16,2025-08-14,07:05:00.000[PST],NA,Air Temperature,61.7,degF,Detected,NA,NA,NA,NA
D16,2025-08-14,07:05:00.000[PST],3,Chlorophyll Fluorescence RFU,0.34,RFU,Detected,NA,NA,NA,NA
D16,2025-08-14,07:05:00.000[PST],3,Chlorophyll Fluorescence ug/L,1.23,ug/L,Detected,NA,NA,NA,NA
D16,2025-08-14,07:05:00.000[PST],3,Chlorophyll a,1.31,ug/L,Detected,0.5,Std Method 10200 H;Spectrophotometric Determination of Chlorophyll;Standard Methods,NA,NA
D16,2025-08-14,07:05:00.000[PST],3,Dissolved Ammonia,NA,mg/L,Not detected,0.05,EPA 350.1;Ammonia by Automated Colorimetry;EPA Methods,NA,NA
D16,2025-08-14,07:05:00.000[PST],3,Dissolved Bromide,0.174,mg/L,Detected,0.1,EPA 300.0;Determination of Inorganic Anions by Ion Chromatography;EPA Methods,NA,NA
D16,2025-08-14,07:05:00.000[PST],3,Dissolved Calcium,12.1,mg/L,Detected,1,EPA 200.7;Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry;EPA Methods,NA,NA
D16,2025-08-14,07:05:00.000[PST],3,Dissolved Chloride,21.5,mg/L,Detected,1,EPA 300.0;Determination of Inorganic Anions by Ion Chromatography;EPA Methods,NA,NA
D16,2025-08-14,07:05:00.000[PST],3,Dissolved Nitrate + Nitrite,0.07,mg/L,Detected,0.05,"Std Method 4500-NO3-, F;Nitrate by Automated Cadmium Reduction Method;Standard Methods",NA,NA
D16,2025-08-14,07:05:00.000[PST],3,Dissolved Organic Carbon,1.9,mg/L,Detected,0.5,Std Method 5310 C (D);Total Organic Carbon by Persulfate-UV or Heated-Persulfate Oxidation Method;Standard Methods,NA,NA
D16,2025-08-14,07:05:00.000[PST],3,Dissolved Organic Nitrogen,0.11,mg/L,Detected,0.1,EPA 351.2/EPA 350.1;Calculation of Dissolved Organic Nitrogen from Total Kjeldahl Nitrogen by Semi-Automated Colorimetry and Ammonia by Automated Colorimetry;EPA Methods,NA,NA
D16,2025-08-14,07:05:00.000[PST],3,Dissolved Orthophosphate,0.058,mg/L,Detected,0.05,EPA 365.1;Phosphorus (all forms) by Semi-Automated Colorimetry;EPA Methods,NA,NA
D16,2025-08-14,07:05:00.000[PST],3,Dissolved Oxygen % Saturation,94.9,% Saturation,Detected,NA,ASTM Method D888-09-C;Dissolved Oxygen in Water by Instrumental Probe Procedure (Luminescence-Based Sensor);ASTM International,NA,NA
