Lab,Organisms_per_mL,Cells_per_Unit,UnitAbundance,Factor,Cells_per_mL
EcoAnalysts,9.31,1,3,NA,9.31
EcoAnalysts,24.84,1,8,NA,24.84
EcoAnalysts,9.16,1,12,NA,9.16
EcoAnalysts,0.76,1,1,NA,0.76
EcoAnalysts,5.35,1,7,NA,5.35
EcoAnalysts,0.76,1,1,NA,0.76
EcoAnalysts,3.05,1,4,NA,3.05
EcoAnalysts,0.76,1,1,NA,0.76
EcoAnalysts,2.29,1,3,NA,2.29
EcoAnalysts,5.35,1,7,NA,5.35
EcoAnalysts,0.76,1,1,NA,0.76
EcoAnalysts,0.76,1,1,NA,0.76
EcoAnalysts,153.48,1,201,NA,153.48
EcoAnalysts,2.29,1,3,NA,2.29
EcoAnalysts,2.29,1,3,NA,2.29
EcoAnalysts,12.22,1,16,NA,12.22
EcoAnalysts,0.76,1,1,NA,0.76
EcoAnalysts,0.76,1,1,NA,0.76
EcoAnalysts,2.29,1,3,NA,2.29
EcoAnalysts,0.76,1,1,NA,0.76
EcoAnalysts,0.76,1,1,NA,0.76
EcoAnalysts,0.76,1,1,NA,0.76
EcoAnalysts,92.4,2,121,NA,184.8
EcoAnalysts,7.64,1,10,NA,7.64
EcoAnalysts,94937.91,1,377,NA,94937.91
EcoAnalysts,2518.25,5,10,NA,12591.25
EcoAnalysts,3777.37,1,15,NA,3777.37
EcoAnalysts,251.82,1,1,NA,251.82
EcoAnalysts,503.65,2,2,NA,1007.3
EcoAnalysts,503.65,1,2,NA,503.65
EcoAnalysts,1259.12,1,5,NA,1259.12
EcoAnalysts,1007.3,1,4,NA,1007.3
EcoAnalysts,951.72,1,24,NA,951.72
EcoAnalysts,79.31,6,2,NA,475.86
EcoAnalysts,39.65,1,1,NA,39.65
EcoAnalysts,1863.78,3,47,NA,5591.34
EcoAnalysts,4679.28,118,118,NA,552155.0399999999
EcoAnalysts,3093.09,5,78,NA,15465.45
EcoAnalysts,1506.89,1,38,NA,1506.89
EcoAnalysts,277.58,1,7,NA,277.58
EcoAnalysts,713.79,36,18,NA,25696.44
EcoAnalysts,1031.03,1,26,NA,1031.03
EcoAnalysts,79.31,3,2,NA,237.93
EcoAnalysts,39.65,1,1,NA,39.65
EcoAnalysts,1427.58,1,36,NA,1427.58
EcoAnalysts,79.31,1,2,NA,79.31
EcoAnalysts,7.28,4,4,NA,29.12
EcoAnalysts,1.82,1,1,NA,1.82
EcoAnalysts,18.21,1,10,NA,18.21
EcoAnalysts,92.87,2,51,NA,185.74
EcoAnalysts,5.46,1,3,NA,5.46
EcoAnalysts,10.93,1,6,NA,10.93
EcoAnalysts,1.82,1,1,NA,1.82
EcoAnalysts,74.66,1,41,NA,74.66
EcoAnalysts,5.46,1,3,NA,5.46
EcoAnalysts,1.82,1,1,NA,1.82
EcoAnalysts,3.64,1,2,NA,3.64
EcoAnalysts,56.45,1,31,NA,56.45
EcoAnalysts,3.64,1,2,NA,3.64
EcoAnalysts,1.82,1,1,NA,1.82
EcoAnalysts,9.1,1,5,NA,9.1
EcoAnalysts,3.64,4,2,NA,14.56
EcoAnalysts,38.24,1,21,NA,38.24
EcoAnalysts,60.09,1,33,NA,60.09
EcoAnalysts,329.58,1,181,NA,329.58
EcoAnalysts,1.82,1,1,NA,1.82
EcoAnalysts,2.39,1,2,NA,2.39
EcoAnalysts,1.2,4,1,NA,4.8
EcoAnalysts,1.2,1,1,NA,1.2
EcoAnalysts,62.2,2,52,NA,124.4
EcoAnalysts,14.35,1,12,NA,14.35
EcoAnalysts,8.37,1,7,NA,8.37
EcoAnalysts,15.55,1,13,NA,15.55
EcoAnalysts,150.71,1,126,NA,150.71
EcoAnalysts,53.83,1,45,NA,53.83
EcoAnalysts,1.2,1,1,NA,1.2
EcoAnalysts,4.78,1,4,NA,4.78
EcoAnalysts,1.2,1,1,NA,1.2
EcoAnalysts,2.39,1,2,NA,2.39
EcoAnalysts,7.18,1,6,NA,7.18
EcoAnalysts,153.11,1,128,NA,153.11
EcoAnalysts,174.88,1,3,NA,174.88
EcoAnalysts,757.81,1,13,NA,757.81
EcoAnalysts,116.59,1,2,NA,116.59
EcoAnalysts,1107.56,1,19,NA,1107.56
EcoAnalysts,349.76,1,6,NA,349.76
EcoAnalysts,291.46,1,5,NA,291.46
EcoAnalysts,874.39,2,15,NA,1748.78
EcoAnalysts,58.29,1,1,NA,58.29
EcoAnalysts,1282.44,2,22,NA,2564.88
EcoAnalysts,58.29,1,1,NA,58.29
EcoAnalysts,116.59,8,2,NA,932.72
EcoAnalysts,58.29,1,1,NA,58.29
EcoAnalysts,58.29,1,1,NA,58.29
EcoAnalysts,116.59,1,2,NA,116.59
EcoAnalysts,58.29,1,1,NA,58.29
EcoAnalysts,174.88,7,3,NA,1224.1599999999999
EcoAnalysts,3031.22,2,52,NA,6062.44
EcoAnalysts,58.29,1,1,NA,58.29
EcoAnalysts,4255.37,1,73,NA,4255.37
EcoAnalysts,116.59,1,2,NA,116.59
EcoAnalysts,58.29,1,1,NA,58.29
EcoAnalysts,116.59,1,2,NA,116.59
EcoAnalysts,816.1,1,14,NA,816.1
EcoAnalysts,2215.12,1,38,NA,2215.12
EcoAnalysts,5829.28,1,100,NA,5829.28
EcoAnalysts,2156.83,1,37,NA,2156.83
EcoAnalysts,1923.66,1,33,NA,1923.66
EcoAnalysts,291.46,1,5,NA,291.46
EcoAnalysts,233.17,1,4,NA,233.17
EcoAnalysts,26778.24,1,98,NA,26778.24
EcoAnalysts,53829.72,3,197,NA,161489.16
EcoAnalysts,273.25,1,1,NA,273.25
EcoAnalysts,273.25,1,1,NA,273.25
EcoAnalysts,819.74,1,3,NA,819.74
EcoAnalysts,14208.86,1,52,NA,14208.86
EcoAnalysts,819.74,1,3,NA,819.74
EcoAnalysts,1639.48,1,6,NA,1639.48
EcoAnalysts,273.25,1,1,NA,273.25
EcoAnalysts,3825.46,1,14,NA,3825.46
EcoAnalysts,1366.24,1,5,NA,1366.24
EcoAnalysts,1366.24,1,5,NA,1366.24
EcoAnalysts,1639.48,1,6,NA,1639.48
EcoAnalysts,546.49,1,2,NA,546.49
EcoAnalysts,1639.48,1,6,NA,1639.48
EcoAnalysts,1.47,1,2,NA,1.47
EcoAnalysts,5.16,1,7,NA,5.16
EcoAnalysts,0.74,1,1,NA,0.74
EcoAnalysts,66.36,3,90,NA,199.07999999999998
EcoAnalysts,1.47,1,2,NA,1.47
EcoAnalysts,0.74,1,1,NA,0.74
EcoAnalysts,5.16,1,7,NA,5.16
EcoAnalysts,0.74,1,1,NA,0.74
EcoAnalysts,3.69,1,5,NA,3.69
EcoAnalysts,0.74,1,1,NA,0.74
EcoAnalysts,1.47,1,2,NA,1.47
EcoAnalysts,1.47,1,2,NA,1.47
EcoAnalysts,1.47,1,2,NA,1.47
EcoAnalysts,43.51,1,59,NA,43.51
EcoAnalysts,1.47,1,2,NA,1.47
EcoAnalysts,128.31,1,174,NA,128.31
EcoAnalysts,11.8,1,16,NA,11.8
EcoAnalysts,14.75,1,20,NA,14.75
EcoAnalysts,1.47,1,2,NA,1.47
EcoAnalysts,0.74,1,1,NA,0.74
EcoAnalysts,2.95,1,4,NA,2.95
EcoAnalysts,135.94,3,89,NA,407.82
EcoAnalysts,3.05,1,2,NA,3.05
EcoAnalysts,1.53,1,1,NA,1.53
EcoAnalysts,1.53,1,1,NA,1.53
EcoAnalysts,1.53,1,1,NA,1.53
EcoAnalysts,1.53,1,1,NA,1.53
EcoAnalysts,36.66,1,24,NA,36.66
EcoAnalysts,7.64,1,5,NA,7.64
EcoAnalysts,3.05,1,2,NA,3.05
EcoAnalysts,3.05,1,2,NA,3.05
EcoAnalysts,1.53,1,1,NA,1.53
EcoAnalysts,6.11,1,4,NA,6.11
EcoAnalysts,6.11,1,4,NA,6.11
EcoAnalysts,4.58,1,3,NA,4.58
EcoAnalysts,1.53,1,1,NA,1.53
EcoAnalysts,346.73,1,227,NA,346.73
EcoAnalysts,15.27,1,10,NA,15.27
EcoAnalysts,21.38,1,14,NA,21.38
EcoAnalysts,4.58,1,3,NA,4.58
EcoAnalysts,6.11,1,4,NA,6.11
EcoAnalysts,3.05,1,2,NA,3.05
EcoAnalysts,1.66,1,2,NA,1.66
EcoAnalysts,4.15,1,5,NA,4.15
EcoAnalysts,92.22,2,111,NA,184.44
EcoAnalysts,2.49,1,3,NA,2.49
EcoAnalysts,0.83,1,1,NA,0.83
EcoAnalysts,1.66,1,2,NA,1.66
EcoAnalysts,4.15,1,5,NA,4.15
EcoAnalysts,3.32,1,4,NA,3.32
EcoAnalysts,0.83,1,1,NA,0.83
EcoAnalysts,3.32,1,4,NA,3.32
EcoAnalysts,0.83,1,1,NA,0.83
EcoAnalysts,0.83,1,1,NA,0.83
EcoAnalysts,0.83,1,1,NA,0.83
EcoAnalysts,5.82,1,7,NA,5.82
EcoAnalysts,191.08,1,230,NA,191.08
EcoAnalysts,10.8,1,13,NA,10.8
EcoAnalysts,1.66,1,2,NA,1.66
EcoAnalysts,1.66,1,2,NA,1.66
EcoAnalysts,0.83,1,1,NA,0.83
EcoAnalysts,1.66,1,2,NA,1.66
EcoAnalysts,1.66,1,2,NA,1.66
EcoAnalysts,6.36,1,6,NA,6.36
EcoAnalysts,1.06,1,1,NA,1.06
EcoAnalysts,22.26,1,21,NA,22.26
EcoAnalysts,3.18,1,3,NA,3.18
EcoAnalysts,4.24,1,4,NA,4.24
EcoAnalysts,1.06,1,1,NA,1.06
EcoAnalysts,4.24,1,4,NA,4.24
EcoAnalysts,110.26,3,104,NA,330.78000000000003
EcoAnalysts,8.48,1,8,NA,8.48
EcoAnalysts,2.12,1,2,NA,2.12
EcoAnalysts,2.12,1,2,NA,2.12
EcoAnalysts,3.18,1,3,NA,3.18
EcoAnalysts,2.12,1,2,NA,2.12
EcoAnalysts,253.38,1,239,NA,253.38
EcoAnalysts,78.58,1,9,NA,78.58
EcoAnalysts,34.92,1,4,NA,34.92
EcoAnalysts,8.73,1,1,NA,8.73
EcoAnalysts,8.73,1,1,NA,8.73
EcoAnalysts,8.73,1,1,NA,8.73
EcoAnalysts,113.5,1,13,NA,113.5
EcoAnalysts,43.65,1,5,NA,43.65
EcoAnalysts,261.93,3,30,NA,785.79
EcoAnalysts,61.12,1,7,NA,61.12
EcoAnalysts,8.73,1,1,NA,8.73
EcoAnalysts,78.58,1,9,NA,78.58
EcoAnalysts,305.58,1,35,NA,305.58
EcoAnalysts,148.43,1,17,NA,148.43
EcoAnalysts,2278.79,1,261,NA,2278.79
EcoAnalysts,26.19,1,3,NA,26.19
EcoAnalysts,17.46,1,2,NA,17.46
EcoAnalysts,43.65,1,5,NA,43.65
EcoAnalysts,1.3,1,1,NA,1.3
EcoAnalysts,2.59,1,2,NA,2.59
EcoAnalysts,38.86,1,30,NA,38.86
EcoAnalysts,97.15,3,75,NA,291.45000000000005
EcoAnalysts,16.84,1,13,NA,16.84
EcoAnalysts,1.3,1,1,NA,1.3
EcoAnalysts,2.59,1,2,NA,2.59
EcoAnalysts,5.18,1,4,NA,5.18
EcoAnalysts,2.59,8,2,NA,20.72
EcoAnalysts,2.59,1,2,NA,2.59
EcoAnalysts,7.77,1,6,NA,7.77
EcoAnalysts,3.89,1,3,NA,3.89
EcoAnalysts,3.89,1,3,NA,3.89
EcoAnalysts,1.3,1,1,NA,1.3
EcoAnalysts,1.3,1,1,NA,1.3
EcoAnalysts,119.18,1,92,NA,119.18
EcoAnalysts,28.5,1,22,NA,28.5
EcoAnalysts,147.67,1,114,NA,147.67
EcoAnalysts,1.3,1,1,NA,1.3
EcoAnalysts,31.09,1,24,NA,31.09
EcoAnalysts,1.3,1,1,NA,1.3
EcoAnalysts,58.29,1,5,NA,58.29
EcoAnalysts,93.27,1,8,NA,93.27
EcoAnalysts,23.32,1,2,NA,23.32
EcoAnalysts,23.32,1,2,NA,23.32
EcoAnalysts,326.44,2,28,NA,652.88
EcoAnalysts,23.32,1,2,NA,23.32
EcoAnalysts,116.59,1,10,NA,116.59
EcoAnalysts,256.49,1,22,NA,256.49
EcoAnalysts,349.76,1,30,NA,349.76
EcoAnalysts,1503.95,1,129,NA,1503.95
EcoAnalysts,1888.69,1,162,NA,1888.69
EcoAnalysts,18.84,1,5,NA,18.84
EcoAnalysts,113.04,1,30,NA,113.04
EcoAnalysts,3.77,1,1,NA,3.77
EcoAnalysts,3.77,1,1,NA,3.77
EcoAnalysts,7.54,1,2,NA,7.54
EcoAnalysts,11.3,1,3,NA,11.3
EcoAnalysts,33.91,1,9,NA,33.91
EcoAnalysts,7.54,1,2,NA,7.54
EcoAnalysts,3.77,1,1,NA,3.77
EcoAnalysts,3.77,1,1,NA,3.77
EcoAnalysts,18.84,1,5,NA,18.84
EcoAnalysts,18.84,1,5,NA,18.84
EcoAnalysts,15.07,1,4,NA,15.07
EcoAnalysts,11.3,1,3,NA,11.3
EcoAnalysts,663.14,1,176,NA,663.14
EcoAnalysts,33.91,1,9,NA,33.91
EcoAnalysts,3.77,1,1,NA,3.77
EcoAnalysts,7.54,1,2,NA,7.54
EcoAnalysts,158.25,1,42,NA,158.25
EcoAnalysts,342.87,3,91,NA,1028.6100000000001
EcoAnalysts,18.84,1,5,NA,18.84
EcoAnalysts,7.54,1,2,NA,7.54
EcoAnalysts,0.53,1,1,NA,0.53
EcoAnalysts,4.73,1,9,NA,4.73
EcoAnalysts,1.05,1,2,NA,1.05
EcoAnalysts,5.79,1,11,NA,5.79
EcoAnalysts,0.53,1,1,NA,0.53
EcoAnalysts,0.53,1,1,NA,0.53
EcoAnalysts,0.53,1,1,NA,0.53
EcoAnalysts,41.03,3,78,NA,123.09
EcoAnalysts,1.05,1,2,NA,1.05
EcoAnalysts,1.58,1,3,NA,1.58
EcoAnalysts,0.53,1,1,NA,0.53
EcoAnalysts,14.2,1,27,NA,14.2
EcoAnalysts,0.53,1,1,NA,0.53
EcoAnalysts,0.53,1,1,NA,0.53
EcoAnalysts,0.53,1,1,NA,0.53
EcoAnalysts,130.98,1,249,NA,130.98
EcoAnalysts,0.53,1,1,NA,0.53
EcoAnalysts,0.53,1,1,NA,0.53
EcoAnalysts,0.53,1,1,NA,0.53
EcoAnalysts,1.05,1,2,NA,1.05
EcoAnalysts,3.68,1,7,NA,3.68
EcoAnalysts,736.61,1,164,NA,736.61
EcoAnalysts,40.42,1,9,NA,40.42
EcoAnalysts,4.49,1,1,NA,4.49
EcoAnalysts,13.47,1,3,NA,13.47
EcoAnalysts,188.64,2,42,NA,377.28
EcoAnalysts,8.98,1,2,NA,8.98
EcoAnalysts,4.49,1,1,NA,4.49
EcoAnalysts,4.49,4,1,NA,17.96
EcoAnalysts,116.78,1,26,NA,116.78
EcoAnalysts,85.34,1,19,NA,85.34
EcoAnalysts,494.07,1,110,NA,494.07
EcoAnalysts,71.86,1,16,NA,71.86
EcoAnalysts,4.49,1,1,NA,4.49
EcoAnalysts,44.92,1,10,NA,44.92
EcoAnalysts,7.37,1,3,NA,7.37
EcoAnalysts,157.32,1,64,NA,157.32
EcoAnalysts,22.12,2,9,NA,44.24
EcoAnalysts,2.46,1,1,NA,2.46
EcoAnalysts,7.37,1,3,NA,7.37
EcoAnalysts,4.92,1,2,NA,4.92
EcoAnalysts,9.83,1,4,NA,9.83
EcoAnalysts,54.08,1,22,NA,54.08
EcoAnalysts,7.37,1,3,NA,7.37
EcoAnalysts,29.5,1,12,NA,29.5
EcoAnalysts,147.49,1,60,NA,147.49
EcoAnalysts,322.02,1,131,NA,322.02
EcoAnalysts,51.62,1,21,NA,51.62
EcoAnalysts,14.75,1,6,NA,14.75
EcoAnalysts,51.62,1,21,NA,51.62
EcoAnalysts,2.46,1,1,NA,2.46
EcoAnalysts,93.41,3,38,NA,280.23
EcoAnalysts,3,1,2,NA,3
EcoAnalysts,20.99,1,14,NA,20.99
EcoAnalysts,11.99,1,8,NA,11.99
EcoAnalysts,4.5,1,3,NA,4.5
EcoAnalysts,1.5,1,1,NA,1.5
EcoAnalysts,1.5,1,1,NA,1.5
EcoAnalysts,6,1,4,NA,6
EcoAnalysts,35.98,1,24,NA,35.98
EcoAnalysts,3,1,2,NA,3
EcoAnalysts,1.5,3,1,NA,4.5
EcoAnalysts,9,1,6,NA,9
EcoAnalysts,3,1,2,NA,3
EcoAnalysts,14.99,1,10,NA,14.99
EcoAnalysts,1.5,1,1,NA,1.5
EcoAnalysts,1.5,1,1,NA,1.5
EcoAnalysts,59.97,1,40,NA,59.97
EcoAnalysts,137.94,1,92,NA,137.94
EcoAnalysts,287.87,1,192,NA,287.87
EcoAnalysts,1.5,1,1,NA,1.5
EcoAnalysts,1.05,1,1,NA,1.05
EcoAnalysts,24.05,1,23,NA,24.05
EcoAnalysts,3.14,1,3,NA,3.14
EcoAnalysts,25.09,3,24,NA,75.27
EcoAnalysts,5.23,1,5,NA,5.23
EcoAnalysts,1.05,1,1,NA,1.05
EcoAnalysts,2.09,1,2,NA,2.09
EcoAnalysts,3.14,1,3,NA,3.14
EcoAnalysts,192.37,1,184,NA,192.37
EcoAnalysts,105.59,1,101,NA,105.59
EcoAnalysts,42.86,1,41,NA,42.86
EcoAnalysts,6.27,1,6,NA,6.27
EcoAnalysts,2.09,1,2,NA,2.09
EcoAnalysts,7.32,1,7,NA,7.32
EcoAnalysts,1951.12,1,8,NA,1951.12
EcoAnalysts,57558.08,1,236,NA,57558.08
EcoAnalysts,487.78,1,2,NA,487.78
EcoAnalysts,1951.12,1,8,NA,1951.12
EcoAnalysts,1219.45,1,5,NA,1219.45
EcoAnalysts,1463.34,1,6,NA,1463.34
EcoAnalysts,1951.12,1,8,NA,1951.12
EcoAnalysts,1219.45,1,5,NA,1219.45
EcoAnalysts,731.67,1,3,NA,731.67
EcoAnalysts,2682.79,1,11,NA,2682.79
EcoAnalysts,487.78,1,2,NA,487.78
EcoAnalysts,7072.81,1,29,NA,7072.81
EcoAnalysts,1951.12,1,8,NA,1951.12
EcoAnalysts,5609.47,1,23,NA,5609.47
EcoAnalysts,10975.06,1,45,NA,10975.06
EcoAnalysts,243.89,1,1,NA,243.89
EcoAnalysts,243.89,1,1,NA,243.89
EcoAnalysts,243.89,1,1,NA,243.89
EcoAnalysts,731.67,1,3,NA,731.67
EcoAnalysts,1463.34,1,6,NA,1463.34
EcoAnalysts,243.89,1,1,NA,243.89
EcoAnalysts,731.67,1,3,NA,731.67
EcoAnalysts,243.89,1,1,NA,243.89
EcoAnalysts,731.67,1,3,NA,731.67
EcoAnalysts,22437.89,1,92,NA,22437.89
EcoAnalysts,1219.45,1,5,NA,1219.45
EcoAnalysts,67801.46,3,278,NA,203404.38
EcoAnalysts,1219.45,1,5,NA,1219.45
EcoAnalysts,243.89,1,1,NA,243.89
EcoAnalysts,23.64,1,19,NA,23.64
EcoAnalysts,6.22,1,5,NA,6.22
EcoAnalysts,1.24,1,1,NA,1.24
EcoAnalysts,3.73,1,3,NA,3.73
EcoAnalysts,1.24,1,1,NA,1.24
EcoAnalysts,22.4,1,18,NA,22.4
EcoAnalysts,9.95,1,8,NA,9.95
EcoAnalysts,4.98,1,4,NA,4.98
EcoAnalysts,49.77,1,40,NA,49.77
EcoAnalysts,165.5,1,133,NA,165.5
EcoAnalysts,1.24,1,1,NA,1.24
EcoAnalysts,82.13,1,66,NA,82.13
EcoAnalysts,33.6,1,27,NA,33.6
EcoAnalysts,6.22,1,5,NA,6.22
EcoAnalysts,28.62,1,23,NA,28.62
EcoAnalysts,6.22,1,5,NA,6.22
EcoAnalysts,51.02,1,41,NA,51.02
EcoAnalysts,9.03,1,12,NA,9.03
EcoAnalysts,5.27,1,7,NA,5.27
EcoAnalysts,29.36,1,39,NA,29.36
EcoAnalysts,0.75,1,1,NA,0.75
EcoAnalysts,6.77,1,9,NA,6.77
EcoAnalysts,3.01,1,4,NA,3.01
EcoAnalysts,74.52,5,99,NA,372.59999999999997
EcoAnalysts,5.27,1,7,NA,5.27
EcoAnalysts,3.76,1,5,NA,3.76
EcoAnalysts,144.53,1,192,NA,144.53
EcoAnalysts,11.29,1,15,NA,11.29
EcoAnalysts,0.75,1,1,NA,0.75
EcoAnalysts,0.75,1,1,NA,0.75
EcoAnalysts,7.53,1,10,NA,7.53
EcoAnalysts,3.71,1,7,NA,3.71
EcoAnalysts,10.07,5,19,NA,50.35
EcoAnalysts,3.18,1,6,NA,3.18
EcoAnalysts,0.53,1,1,NA,0.53
EcoAnalysts,0.53,1,1,NA,0.53
EcoAnalysts,10.07,1,19,NA,10.07
EcoAnalysts,1.06,56,2,NA,59.36
EcoAnalysts,0.53,1,1,NA,0.53
EcoAnalysts,6.89,1,13,NA,6.89
EcoAnalysts,3.71,1,7,NA,3.71
EcoAnalysts,37.62,1,71,NA,37.62
EcoAnalysts,55.63,1,105,NA,55.63
EcoAnalysts,0.53,1,1,NA,0.53
EcoAnalysts,16.96,1,32,NA,16.96
EcoAnalysts,0.53,1,1,NA,0.53
EcoAnalysts,41.86,1,79,NA,41.86
EcoAnalysts,3.71,1,7,NA,3.71
EcoAnalysts,12.19,1,23,NA,12.19
EcoAnalysts,2.65,1,5,NA,2.65
EcoAnalysts,64.14,1,76,NA,64.14
EcoAnalysts,8.44,1,10,NA,8.44
EcoAnalysts,4.22,1,5,NA,4.22
EcoAnalysts,3.38,1,4,NA,3.38
EcoAnalysts,5.91,1,7,NA,5.91
EcoAnalysts,5.91,1,7,NA,5.91
EcoAnalysts,9.28,1,11,NA,9.28
EcoAnalysts,1.69,1,2,NA,1.69
EcoAnalysts,14.35,1,17,NA,14.35
EcoAnalysts,0.84,1,1,NA,0.84
EcoAnalysts,24.47,1,29,NA,24.47
EcoAnalysts,0.84,1,1,NA,0.84
EcoAnalysts,2.53,1,3,NA,2.53
EcoAnalysts,2.53,1,3,NA,2.53
EcoAnalysts,1.69,1,2,NA,1.69
EcoAnalysts,7.6,1,9,NA,7.6
EcoAnalysts,9.58,1,1,NA,9.58
EcoAnalysts,124.55,1,13,NA,124.55
EcoAnalysts,9.58,1,1,NA,9.58
EcoAnalysts,28.74,5,3,NA,143.7
EcoAnalysts,162.87,1,17,NA,162.87
EcoAnalysts,9.58,1,1,NA,9.58
EcoAnalysts,9.58,1,1,NA,9.58
EcoAnalysts,28.74,1,3,NA,28.74
EcoAnalysts,9.58,1,1,NA,9.58
EcoAnalysts,9.58,1,1,NA,9.58
EcoAnalysts,9.58,1,1,NA,9.58
EcoAnalysts,47.9,1,5,NA,47.9
EcoAnalysts,785.61,4,82,NA,3142.44
EcoAnalysts,469.45,1,49,NA,469.45
EcoAnalysts,9.58,1,1,NA,9.58
EcoAnalysts,9.58,1,1,NA,9.58
EcoAnalysts,699.39,1,73,NA,699.39
EcoAnalysts,9.58,1,1,NA,9.58
EcoAnalysts,1408.35,1,147,NA,1408.35
EcoAnalysts,9.94,1,1,NA,9.94
EcoAnalysts,29.81,1,3,NA,29.81
EcoAnalysts,9.94,1,1,NA,9.94
EcoAnalysts,89.42,1,9,NA,89.42
EcoAnalysts,79.48,1,8,NA,79.48
EcoAnalysts,49.68,1,5,NA,49.68
EcoAnalysts,248.39,1,25,NA,248.39
EcoAnalysts,49.68,1,5,NA,49.68
EcoAnalysts,1579.73,1,159,NA,1579.73
EcoAnalysts,149.03,1,15,NA,149.03
EcoAnalysts,149.03,1,15,NA,149.03
EcoAnalysts,288.13,1,29,NA,288.13
EcoAnalysts,765.03,1,77,NA,765.03
EcoAnalysts,427.22,1,43,NA,427.22
EcoAnalysts,9.94,1,1,NA,9.94
EcoAnalysts,89.42,1,9,NA,89.42
EcoAnalysts,15.74,5,3,NA,78.7
EcoAnalysts,26.23,1,5,NA,26.23
EcoAnalysts,5.25,1,1,NA,5.25
EcoAnalysts,5.25,1,1,NA,5.25
EcoAnalysts,5.25,1,1,NA,5.25
EcoAnalysts,36.72,1,7,NA,36.72
EcoAnalysts,5.25,1,1,NA,5.25
EcoAnalysts,89.19,1,17,NA,89.19
EcoAnalysts,1705.06,1,325,NA,1705.06
EcoAnalysts,146.9,1,28,NA,146.9
EcoAnalysts,5.25,1,1,NA,5.25
EcoAnalysts,68.2,1,13,NA,68.2
EcoAnalysts,507.29,1,52,NA,507.29
EcoAnalysts,19.51,1,2,NA,19.51
EcoAnalysts,282.91,1,29,NA,282.91
EcoAnalysts,3033.99,5,311,NA,15169.949999999999
EcoAnalysts,29.27,1,3,NA,29.27
EcoAnalysts,68.29,1,7,NA,68.29
EcoAnalysts,9.76,1,1,NA,9.76
EcoAnalysts,896.33,4,316,NA,3585.32
EcoAnalysts,31.2,1,11,NA,31.2
EcoAnalysts,173.03,1,61,NA,173.03
EcoAnalysts,8.51,1,3,NA,8.51
EcoAnalysts,2.84,1,1,NA,2.84
EcoAnalysts,2.84,1,1,NA,2.84
EcoAnalysts,2.84,1,1,NA,2.84
EcoAnalysts,2.84,1,1,NA,2.84
EcoAnalysts,31.2,1,11,NA,31.2
EcoAnalysts,2.84,1,1,NA,2.84
EcoAnalysts,15.53,1,3,NA,15.53
EcoAnalysts,20.71,1,4,NA,20.71
EcoAnalysts,1843.04,5,356,NA,9215.2
EcoAnalysts,170.84,1,33,NA,170.84
EcoAnalysts,36.24,1,7,NA,36.24
EcoAnalysts,20.71,1,4,NA,20.71
EcoAnalysts,5.18,1,1,NA,5.18
EcoAnalysts,25.89,1,5,NA,25.89
EcoAnalysts,5.18,1,1,NA,5.18
EcoAnalysts,2300.4,5,191,NA,11502
EcoAnalysts,96.35,1,8,NA,96.35
EcoAnalysts,60.22,1,5,NA,60.22
EcoAnalysts,108.4,1,9,NA,108.4
EcoAnalysts,1240.53,5,103,NA,6202.65
EcoAnalysts,36.13,1,3,NA,36.13
EcoAnalysts,24.09,1,2,NA,24.09
EcoAnalysts,349.27,1,29,NA,349.27
EcoAnalysts,84.31,1,7,NA,84.31
EcoAnalysts,397.45,3,33,NA,1192.35
EcoAnalysts,36.13,1,3,NA,36.13
EcoAnalysts,144.53,1,12,NA,144.53
EcoAnalysts,2.75,1,1,NA,2.75
EcoAnalysts,30.3,1,11,NA,30.3
EcoAnalysts,2.75,1,1,NA,2.75
EcoAnalysts,13.77,1,5,NA,13.77
EcoAnalysts,2.75,1,1,NA,2.75
EcoAnalysts,179.07,1,65,NA,179.07
EcoAnalysts,13.77,1,5,NA,13.77
EcoAnalysts,101.93,1,37,NA,101.93
EcoAnalysts,308.54,1,112,NA,308.54
EcoAnalysts,24.79,1,9,NA,24.79
EcoAnalysts,13.77,1,5,NA,13.77
EcoAnalysts,13.77,1,5,NA,13.77
EcoAnalysts,250.69,3,91,NA,752.0699999999999
EcoAnalysts,151.52,1,55,NA,151.52
EcoAnalysts,0.61,1,1,NA,0.61
EcoAnalysts,0.61,1,1,NA,0.61
EcoAnalysts,4.27,1,7,NA,4.27
EcoAnalysts,5.49,1,9,NA,5.49
EcoAnalysts,7.93,1,13,NA,7.93
EcoAnalysts,5.49,4,9,NA,21.96
EcoAnalysts,39.02,1,64,NA,39.02
EcoAnalysts,1.83,1,3,NA,1.83
EcoAnalysts,26.22,1,43,NA,26.22
EcoAnalysts,1.83,1,3,NA,1.83
EcoAnalysts,14.02,1,23,NA,14.02
EcoAnalysts,53.05,1,87,NA,53.05
EcoAnalysts,3.05,1,5,NA,3.05
EcoAnalysts,1.22,1,2,NA,1.22
EcoAnalysts,0.61,1,1,NA,0.61
EcoAnalysts,980.29,1,3,NA,980.29
EcoAnalysts,326.76,4,1,NA,1307.04
EcoAnalysts,980.29,1,3,NA,980.29
EcoAnalysts,326.76,1,1,NA,326.76
EcoAnalysts,326.76,1,1,NA,326.76
EcoAnalysts,23526.88,1,72,NA,23526.88
EcoAnalysts,3921.15,1,12,NA,3921.15
EcoAnalysts,17318.39,1,53,NA,17318.39
