Kingdom,Phylum,Class,Genus,Taxon,AlgalGroup,Authority,Authority Source,Current Name,Synonym Authority,Synonym Authority Source,Taxonomic Classification Source,Growth Habit,Habitat Type,Salinity Range
Protozoa,Dinozoa,Dinophyceae,Gymnodinium,Gymnodinium gracilentum,Dinoflagellates,P.H. Campbell,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Protozoa,Dinozoa,Dinophyceae,Gymnodinium,Gymnodinium saginatum,Dinoflagellates,T.M. Harris,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Protozoa,Dinozoa,Dinophyceae,Gymnodinium,Gymnodinium sp.,Dinoflagellates,Stein,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Protozoa,Dinozoa,Dinophyceae,Gyrodinium,Gyrodinium sp.,Dinoflagellates,Kofoid et Swezy,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Gyrosigma,Gyrosigma acuminatum,Pennate Diatoms,(Kützing) Rabenhorst,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Gyrosigma,Gyrosigma cf. fasciola,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Gyrosigma,Gyrosigma cf. fasciola var. globifera,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Gyrosigma,Gyrosigma cf. macrum,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,colonial,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Gyrosigma,Gyrosigma cf. macrum alt.,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,colonial,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Gyrosigma,Gyrosigma cf. obscurum,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,brackish
Chromista,Ochrophyta,Bacillariophyceae,Gyrosigma,Gyrosigma cf. spencerii,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Gyrosigma,Gyrosigma fasciola,Pennate Diatoms,(Ehrenberg) J.W. Griffith and Henfrey,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Gyrosigma,Gyrosigma macrum,Pennate Diatoms,(W. Smith) J.W. Griffiths and Henfrey,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Gyrosigma,Gyrosigma scalproides,Pennate Diatoms,(Rabenhorst) Cleve,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Gyrosigma,Gyrosigma sp.,Pennate Diatoms,Hassall,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater to marine
Plantae,Chlorophyta,Chlorophyceae,Haematococcus,Haematococcus pluvialis,Green Algae,Flotow,www.algaebase.org,Haematococcus lacustris,(Girod-Chantrans) Rostafinski,www.algaebase.org,Wehr and Sheath 2003,solitary,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Halamphora,Halamphora cf. latecostata,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Halamphora,Halamphora sp.,Pennate Diatoms,(Cleve) Levkov,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Fragilariophyceae,Hannaea,Hannaea sp.,Pennate Diatoms,R. Patrick in R. Patrick et. C. W. Reimer,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Hantzschia,Hantzschia amphioxys,Pennate Diatoms,(Ehrenberg) Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Hantzschia,Hantzschia sp.,Pennate Diatoms,Grunow,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Hantzschia,Hantzschia virgata,Pennate Diatoms,(Roper) Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Hapalosiphon,Hapalosiphon hibernicus,Cyanobacteria,W. West and G.S. West,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,filamentous,planktonic or benthic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Hemiaulus,Hemiaulus sp.,Centric Diatoms,Heiberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Protozoa,Dinozoa,Dinophyceae,Hemidinium,Hemidinium sp.,Dinoflagellates,Stein,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Hemidiscus,Hemidiscus cuneiformis var. ventricosus,Centric Diatoms,(Castracane) Hustedt,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Cryptophyta,Cryptophyceae,Hemiselmis,Hemiselmis rufescens,Cryptophytes,Parke,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Cryptophyta,Cryptophyceae,Hemiselmis,Hemiselmis sp.,Cryptophytes,Parke,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Protozoa,Dinozoa,Dinophyceae,Heterocapsa,Heterocapsa rotundata,Dinoflagellates,(Lohmann) G. Hansen,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Protozoa,Dinozoa,Dinophyceae,Heterocapsa,Heterocapsa sp.,Dinoflagellates,Stein,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Protozoa,Dinozoa,Dinophyceae,Heterocapsa,Heterocapsa triquetra,Dinoflagellates,(Ehrenberg) F. Stein,www.algaebase.org,Kryptoperidinium triquetrum,"(Ehrenberg) U. Tillmann, M. Gottschling, M. Elbrächter, W.-H.Kusber and M. Hoppenrath",www.algaebase.org,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Ochrophyta,Raphidophyceae,Heterosigma,Heterosigma sp.,Raphidophytes,Y. Hada ex Y. Hara and M. Chihara,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Cryptophyta,Cryptophyceae,Hillea,Hillea fusiformis,Cryptophytes,(J. Schiller) J. Schiller,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Cryptophyta,Cryptophyceae,Hillea,Hillea marina,Cryptophytes,Butcher,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Cryptophyta,Cryptophyceae,Hillea,Hillea sp.,Cryptophytes,J. Schiller,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Hippodonta,Hippodonta capitata,Pennate Diatoms,"(Ehrenberg) Lange-Bertalot, Metzeltin and Witkowski",www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Hippodonta,Hippodonta cf. capitata,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Hippodonta,Hippodonta sp.,Pennate Diatoms,"Lange-Bertalot, Witkowski, et Metzeltin",Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Bacteria,Cyanobacteria,Cyanophyceae,Homoeothrix,Homoeothrix janthina,Cyanobacteria,(Bornet and Flahault) Starmach,www.algaebase.org,Tapinothrix janthina,(Bornet and Flahault) Bohunická and J.R. Johansen,www.algaebase.org,Cavalier-Smith 1998,filamentous,benthic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Hydrosera,Hydrosera sp.,Centric Diatoms,Wallich,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater to marine
Chromista,Ochrophyta,Coscinodiscophyceae,Hydrosera,Hydrosera triquetra,Centric Diatoms,G.C. Wallich,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Ochrophyta,Coscinodiscophyceae,Hydrosera,Hydrosera whampoensis,Centric Diatoms,(A.F. Schwarz) Deby,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,benthic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Juranyiella,Juranyiella javorkae,Green Algae,(Hortobágyi) Hortobágyi,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Protozoa,Dinozoa,Dinophyceae,Karlodinium,Karlodinium cf. veneficum,Dinoflagellates,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,marine
Protozoa,Dinozoa,Dinophyceae,Karlodinium,Karlodinium sp.,Dinoflagellates,J. Larsen,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Protozoa,Dinozoa,Dinophyceae,Katodinium,Katodinium glaucum,Dinoflagellates,(Lebour) Loeblich III,www.algaebase.org,Lebouridinium glaucum,"(Lebour) F. Gómez, H. Takayam, D. Moreira and P. López-García",www.algaebase.org,Cavalier-Smith 1998,solitary,planktonic,marine
Protozoa,Dinozoa,Dinophyceae,Katodinium,Katodinium sp.,Dinoflagellates,Fott,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Chrysophyceae,Kephyrion,Kephyrion littorale,Chrysophytes,J.W.G. Lund,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Chrysophyceae,Kephyrion,Kephyrion rubri-claustri,Chrysophytes,Conrad,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Chrysophyceae,Kephyrion,Kephyrion sp.,Chrysophytes,Pascher,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Keratococcus,Keratococcus bicaudatus,Green Algae,(A. Braun ex Rabenhorst) J.B. Petersen,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Keratococcus,Keratococcus sp.,Green Algae,Pascher,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Kirchneriella,Kirchneriella contorta,Green Algae,(Schmidle) Bohlin,www.algaebase.org,Raphidocelis contorta,"(Schmidle) Marvan, Komárek and Comas",www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic or benthic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Kirchneriella,Kirchneriella lunaris,Green Algae,(Kirchner) K. Möbius,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Kirchneriella,Kirchneriella obesa,Green Algae,(G.S. West) West and G.S. West,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Kirchneriella,Kirchneriella sp.,Green Algae,Schmidle,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Kirchneriella,Kirchneriella subsolitaria,Green Algae,G.S. West,www.algaebase.org,Nephrochlamys subsolitaria,(G.S. West) Korshikov,www.algaebase.org,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Charophyta,Klebsormidiophyceae,Klebsormidium,Klebsormidium subtile,Green Algae,"(Kützing) Mikhailyuk, Glaser, Holzinger and Karsten",www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,filamentous,benthic,freshwater
Chromista,Cryptophyta,Cryptophyceae,Komma,Komma caudata,Cryptophytes,(L. Geitler) D.R.A. Hill,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Cryptophyta,Cryptophyceae,Komma,Komma sp.,Cryptophytes,Hill,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Lagerheimia,Lagerheimia cf. genevensis,Green Algae,Unknown,Unknown,None,Unknown,Unknown,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Lagerheimia,Lagerheimia chodatii,Green Algae,C. Bernard,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Lagerheimia,Lagerheimia genevensis,Green Algae,(Chodat) Chodat,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Lagerheimia,Lagerheimia sp.,Green Algae,Chodat,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Lauterborniella,Lauterborniella elegantissima,Green Algae,Schmidle,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Lemmermannia,Lemmermannia triangularis,Green Algae,(Chodat) C. Bock and Krienitz,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary or colonial,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Lemnicola,Lemnicola hungarica,Pennate Diatoms,(Grunow) F.E. Round and P.W. Basson,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Protozoa,Euglenozoa,Euglenophyceae,Lepocinclis,Lepocinclis acus,Euglenoids,(O.F. Müller) Marin and Melkonian,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Protozoa,Euglenozoa,Euglenophyceae,Lepocinclis,Lepocinclis sp.,Euglenoids,Perty,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to brackish
Chromista,Ochrophyta,Coscinodiscophyceae,Leptocylindrus,Leptocylindrus danicus,Centric Diatoms,Cleve,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,marine
Chromista,Ochrophyta,Coscinodiscophyceae,Leptocylindrus,Leptocylindrus sp.,Centric Diatoms,Cleve,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,marine
Bacteria,Cyanobacteria,Cyanophyceae,Leptolyngbya,Leptolyngbya foveolara,Cyanobacteria,(Gomont) Anagnostidis and Komárek,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,filamentous,benthic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Leptolyngbya,Leptolyngbya sp.,Cyanobacteria,Anagnostidis et Komárek,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,filamentous,benthic,freshwater to marine
Chromista,Cryptophycophyta incertae sedis,Cryptophycophyta incertae sedis,Leucocryptos,Leucocryptos marina,Kathablepharids,(Braarud) Butcher,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Cryptophycophyta incertae sedis,Cryptophycophyta incertae sedis,Leucocryptos,Leucocryptos sp.,Kathablepharids,R.W. Butcher,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,marine
Chromista,Ochrophyta,Fragilariophyceae,Licmophora,Licmophora sp.,Pennate Diatoms,Agardh,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,unknown,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Limnothrix,Limnothrix redekei,Cyanobacteria,(van Goor) M.E. Meffert,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,filamentous,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Limnothrix,Limnothrix sp.,Cyanobacteria,Meffert,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,filamentous,planktonic or benthic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Lindavia,Lindavia cf. comta,Centric Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater
Unknown,Unknown,Unknown,Unknown,Little green algal balls,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Luticola,Luticola goeppertiana,Pennate Diatoms,"(Bleisch) D.G. Mann ex. J. Rarick, S. Wu, S.S. Lee and Edlund",www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Lyngbya,Lyngbya sp.,Cyanobacteria,Agardh ex Gomont,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,filamentous,benthic,freshwater to marine
Chromista,Ochrophyta,Synurophyceae,Mallomonas,Mallomonas sp.,Synurophytes,Perty,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Marssoniella,Marssoniella elegans,Cyanobacteria,Lemmerman,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Marssoniella,Marssoniella sp.,Cyanobacteria,Lemmerman,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Martyana,Martyana martyi,Pennate Diatoms,(Héribaud-Joseph) Round,www.algaebase.org,Staurosirella martyi,(Héribaud-Joseph) E.A. Morales and K.M. Manoylov,www.algaebase.org,Cavalier-Smith 1998,solitary,planktonic,freshwater
Protozoa,Dinozoa,Dinophyceae,Massartia,Massartia sp.,Dinoflagellates,Conrad,Wehr and Sheath 2003,Katodinium sp.,Fott,Wehr and Sheath 2003,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Mastogloia,Mastogloia braunii,Pennate Diatoms,Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Mastogloia,Mastogloia sp.,Pennate Diatoms,Thwaites ex Smith,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Mayamaea,Mayamaea ingenua,Pennate Diatoms,(Hustedt) Lange-Bertalot & G. Hofmann,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira binderana,Centric Diatoms,Kützing,www.algaebase.org,Stephanodiscus binderanus,(Kützing) Krieger,www.algaebase.org,Cavalier-Smith 1998,colonial,generally benthic; entrained in plankton,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira cf. varians,Centric Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira distans,Centric Diatoms,(Ehrenberg) Kützing,www.algaebase.org,Aulacoseira distans,(Ehrenberg) Simonsen,www.algaebase.org,Cavalier-Smith 1998,colonial,generally benthic; entrained in plankton,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira granulata,Centric Diatoms,(Ehrenberg) Ralfs,www.algaebase.org,Aulacoseira granulata,(Ehrenberg) Simonsen,www.algaebase.org,Cavalier-Smith 1998,colonial,planktonic; can survive on benthos,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira herzogii,Centric Diatoms,Lemmermann,www.algaebase.org,Aulacoseira herzogii,(Lemmermann) Simonsen,www.algaebase.org,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira islandica,Centric Diatoms,O.F. Müller,www.algaebase.org,Aulacoseira islandica,(O. Müller) Simonsen,www.algaebase.org,Cavalier-Smith 1998,colonial,planktonic; can survive on benthos,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira italica,Centric Diatoms,(Ehrenberg) Kützing,www.algaebase.org,Aulacoseira italica,(Ehrenberg) Simonsen,www.algaebase.org,Cavalier-Smith 1998,colonial,planktonic; can survive on benthos,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira lineata,Centric Diatoms,(Dillwyn) C. Agardh,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,brackish
Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira moniliformis,Centric Diatoms,(O.F. Müller) C. Agardh,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,marine
Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira sp.,Centric Diatoms,Agardh,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater to marine
Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,cf. Melosira sp.,Centric Diatoms,Agardh,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater to marine
Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira sp. 2,Centric Diatoms,C. Agardh,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,freshwater to marine
Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira sulcata,Centric Diatoms,(Ehrenberg) Kützing,www.algaebase.org,Paralia sulcata,(Ehrenberg) Cleve,www.algaebase.org,Cavalier-Smith 1998,colonial,planktonic; can survive on benthos,marine
Chromista,Ochrophyta,Coscinodiscophyceae,Melosira,Melosira varians,Centric Diatoms,C. Agardh,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Meridion,Meridion circulare,Pennate Diatoms,(Greville) C. Agardh,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Chromista,Ochrophyta,Fragilariophyceae,Meridion,Meridion sp.,Pennate Diatoms,Agardh,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater to marine
Bacteria,Cyanobacteria,Cyanophyceae,Merismopedia,Merismopedia cf. tenuissima,Cyanobacteria,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Merismopedia,Merismopedia sp.,Cyanobacteria,Meyen,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater to marine
Bacteria,Cyanobacteria,Cyanophyceae,Merismopedia,Merismopedia tenuissima,Cyanobacteria,Lemmermann,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic or benthic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Merismopedia,Merismopedia warmingiana,Cyanobacteria,(Lagerheim) Forti,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Protozoa,Ciliophora,Kinetofragminophora,Mesodinium,Mesodinium rubrum,Ciliates,Lohmann,www.marinespecies.org,Myrionecta rubra,Lohmann,www.marinespecies.org,Cavalier-Smith 1998,solitary,planktonic,brackish to marine
Protozoa,Dinozoa,Dinophyceae,Mesoporos,Mesoporos perforatus,Dinoflagellates,(Gran) Lillick,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,brackish to marine
Plantae,Chlorophyta,Chlorophyceae,Micractinium,Micractinium pusillum,Green Algae,Fresenius,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Micractinium,Micractinium quadrisetum,Green Algae,(Lemmermann) G.M. Smith,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Micractinium,Micractinium sp.,Green Algae,Fresenius,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Microcystis,Microcystis aeruginosa,Cyanobacteria,(Kützing) Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Microcystis,Microcystis flosaquae,Cyanobacteria,(Wittrock) Kirchner,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Microcystis,Microcystis sp.,Cyanobacteria,Kützing ex Lemmermann,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Microspora,Microspora sp.,Green Algae,Thuret,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,filamentous,floating or benthic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Microspora,cf. Microspora sp.,Green Algae,Thuret,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,filamentous,floating or benthic,freshwater
Protozoa,Euglenozoa,Euglenophyceae,Monomorphina,Monomorphina pyrum,Euglenoids,(Ehrenberg) Mereschkowski,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Protozoa,Euglenozoa,Euglenophyceae,Monomorphina,Monomorphina sp.,Euglenoids,Mereschkowsky,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,Monoraphidium arcuatum,Green Algae,(Korshikov) Hindák,www.algaebase.org,Ankistrodesmus arcuatus,Korshikov,www.algaebase.org,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,Monoraphidium cf. arcuatum,Green Algae,Unknown,Unknown,Ankistrodesmus cf. arcuatus,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
