Kingdom,Phylum,Class,Genus,Name,AlgalGroup,CurrentName
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula bacillum,Pennate Diatoms,Sellaphora bacillum
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula capitatoradiata,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula caroliniae,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula confervacea,Pennate Diatoms,Diadesmis confervacea
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula cryptocephala,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula cuspidata,Pennate Diatoms,Craticula cuspidata
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula erifuga,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula exigua,Pennate Diatoms,Placoneis exigua
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula gregaria,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula hungarica,Pennate Diatoms,Hippodonta hungarica
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula lanceolata,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula pupula,Pennate Diatoms,Sellaphora pupula
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula pygmaea,Pennate Diatoms,Fallacia pygmaea
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula radiosa,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula rostellata,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula sp.,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula spp.,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula tripunctata,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula trivialis,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula viridula,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula wildii,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Navigeia,Navigeia decussis,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Neidium,Neidium affine,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Neidium,Neidium apiculatum,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Neidium,Neidium bisulcatum,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Neidium,Neidium dubium,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Neidium,Neidium sp.,Pennate Diatoms,None
Plantae,Chlorophyta,Chlorophyceae,Nephrocytium,Nephrocytium agardhianum,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Nephrocytium,Nephrocytium sp.,Green Algae,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia acicularis,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia amphibia,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia angustata,Pennate Diatoms,Tryblionella angustata
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia apiculata,Pennate Diatoms,Tryblionella apiculata
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia brevissima,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia capitellata,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia clausii,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia columbiana,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia denticula,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia desertorum,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia dissipata,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia filiformis,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia fonticola,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia frustulum,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia fruticosa,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia gracilis,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia incerta,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia incognita,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia inconspicua,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia lacunarum,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia liebetruthii,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia ligowski,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia linearis,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia longissima,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia lorenziana,Pennate Diatoms,Nitzschia incurva var. lorenziana
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia palea,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia parvula,Pennate Diatoms,Nitzschia brevissima
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia pura,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia recta,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia reversa,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia sigma,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia sigmoidea,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia sinuata,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia sociabilis,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia soratensis,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia tryblionella,Pennate Diatoms,Tryblionella hantzschiana
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia tubicola,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia vermicularis,Pennate Diatoms,None
Bacteria,Cyanobacteria,Cyanophyceae,Nostoc,Nostoc sp.,Cyanobacteria,None
Chromista,Ochrophyta,Chrysophyceae,Ochromonas,Ochromonas sp.,Chrysophytes,None
Chromista,Ochrophyta,Coscinodiscophyceae,Odontella,Odontella aurita,Centric Diatoms,None
Chromista,Ochrophyta,Coscinodiscophyceae,Odontella,Odontella rhombus,Centric Diatoms,Zygoceros ehrenbergii
Chromista,Ochrophyta,Coscinodiscophyceae,Odontella,Odontella sp.,Centric Diatoms,None
Chromista,Ochrophyta,Fragilariophyceae,Odontidium,Odontidium mesodon,Pennate Diatoms,None
Plantae,Chlorophyta,Chlorophyceae,Oedogonium,Oedogonium sp.,Green Algae,None
Chromista,Ochrophyta,Bacillariophyceae,Oestrupia,Oestrupia sp.,Pennate Diatoms,None
Plantae,Chlorophyta,Chlorophyceae,Oocystis,Oocystis borgei,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Oocystis,Oocystis lacustris,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Oocystis,Oocystis marssonii,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Oocystis,Oocystis naegelii,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Oocystis,Oocystis pusilla,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Oocystis,Oocystis sp.,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Oocystis,Oocystis submarina,Green Algae,None
Chromista,Ochrophyta,Fragilariophyceae,Opephora,Opephora martyi,Pennate Diatoms,Staurosirella martyi
Chromista,Ochrophyta,Fragilariophyceae,Opephora,Opephora sp.,Pennate Diatoms,None
Chromista,Ochrophyta,Xanthophyceae,Ophiocytium,Ophiocytium parvulum,Xanthophytes,None
Chromista,Ochrophyta,Xanthophyceae,Ophiocytium,Ophiocytium sp.,Xanthophytes,None
Protozoa,Dinozoa,Dinophyceae,Ornithocercus,Ornithocercus sp.,Dinoflagellates,None
Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoria,Oscillatoria acutissima,Cyanobacteria,Anagnostidinema acutissimum
Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoria,Oscillatoria limosa,Cyanobacteria,None
Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoria,Oscillatoria rupicola,Cyanobacteria,Phormidium rupicola
Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoria,Oscillatoria sp.,Cyanobacteria,None
Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoria,Oscillatoria tenuis,Cyanobacteria,None
Protozoa,Dinozoa,Dinophyceae,Oxyphysis,Oxyphysis oxytoxoides,Dinoflagellates,Phalacroma oxytoxoides
Protozoa,Dinozoa,Dinophyceae,Oxyphysis,Oxyphysis sp.,Dinoflagellates,Phalacroma sp.
Plantae,Chlorophyta,Chlorophyceae,Palmella,Palmella sp.,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Pandorina,Pandorina morum,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Pandorina,Pandorina sp.,Green Algae,None
Chromista,Ochrophyta,Coscinodiscophyceae,Paralia,Paralia sp.,Centric Diatoms,None
Chromista,Ochrophyta,Coscinodiscophyceae,Paralia,Paralia sulcata,Centric Diatoms,None
Plantae,Chlorophyta,Chlorophyceae,Pediastrum,Pediastrum boryanum,Green Algae,Pseudopediastrum boryanum
Plantae,Chlorophyta,Chlorophyceae,Pediastrum,Pediastrum duplex,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Pediastrum,Pediastrum obtusum,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Pediastrum,Pediastrum simplex,Green Algae,Monactinus simplex
Plantae,Chlorophyta,Chlorophyceae,Pediastrum,Pediastrum sp.,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Pediastrum,Pediastrum tetras,Green Algae,Stauridium tetras
Chromista,Ochrophyta,Dictyochophyceae,Pedinella,Pedinella hexacostata,Silicoflagellates,None
Protozoa,Dinozoa,Dinophyceae,Peridiniopsis,Peridiniopsis cunningtonii,Dinoflagellates,None
Protozoa,Dinozoa,Dinophyceae,Peridiniopsis,Peridiniopsis sp.,Dinoflagellates,None
Protozoa,Dinozoa,Dinophyceae,Peridinium,Peridinium cinctum,Dinoflagellates,None
Protozoa,Dinozoa,Dinophyceae,Peridinium,Peridinium inconspicuum,Dinoflagellates,Parvodinium inconspicuum
Protozoa,Dinozoa,Dinophyceae,Peridinium,Peridinium limbatum,Dinoflagellates,None
Protozoa,Dinozoa,Dinophyceae,Peridinium,Peridinium lomnickii,Dinoflagellates,Chimonodinium lomnickii
Protozoa,Dinozoa,Dinophyceae,Peridinium,Peridinium sp.,Dinoflagellates,None
Protozoa,Dinozoa,Dinophyceae,Peridinium,Peridinium willei,Dinoflagellates,None
Plantae,Chlorophyta,Chlorophyceae,Phacotus,Phacotus lenticularis,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Phacotus,Phacotus sp.,Green Algae,None
Protozoa,Euglenozoa,Euglenophyceae,Phacus,Phacus caudatus,Euglenoids,None
Protozoa,Euglenozoa,Euglenophyceae,Phacus,Phacus nordstedtii,Euglenoids,Monomorphina nordstedtii
Protozoa,Euglenozoa,Euglenophyceae,Phacus,Phacus parvulus,Euglenoids,None
Protozoa,Euglenozoa,Euglenophyceae,Phacus,Phacus sp.,Euglenoids,None
Protozoa,Euglenozoa,Euglenophyceae,Phacus,Phacus tortus,Euglenoids,None
Chromista,Haptophyta,Prymnesiophyceae,Phaeocystis,Phaeocystis globosa,Haptophytes,None
Bacteria,Cyanobacteria,Cyanophyceae,Phormidium,Phormidium foveolarum,Cyanobacteria,Leptolyngbya foveolara
Bacteria,Cyanobacteria,Cyanophyceae,Phormidium,Phormidium insigne,Cyanobacteria,None
Bacteria,Cyanobacteria,Cyanophyceae,Phormidium,Phormidium interruptum,Cyanobacteria,None
Bacteria,Cyanobacteria,Cyanophyceae,Phormidium,Phormidium retzii,Cyanobacteria,None
Bacteria,Cyanobacteria,Cyanophyceae,Phormidium,Phormidium sp.,Cyanobacteria,None
Plantae,Chlorophyta,Chlorophyceae,Phytoconis,Phytoconis sp.,Green Algae,None
Chromista,Ochrophyta,Bacillariophyceae,Pinnularia,Pinnularia sp.,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Pinnularia,Pinnularia sudetica,Pennate Diatoms,None
Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis lacustris,Cryptophytes,None
Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis nannoplanctica,Cryptophytes,None
Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis prolonga,Cryptophytes,Teleaulax amphioxeia
Chromista,Cryptophyta,Cryptophyceae,Plagioselmis,Plagioselmis sp.,Cryptophytes,None
Chromista,Ochrophyta,Bacillariophyceae,Plagiotropis,Plagiotropis lepidoptera,Pennate Diatoms,None
Bacteria,Cyanobacteria,Cyanophyceae,Planktolyngbya,Planktolyngbya limnetica,Cyanobacteria,None
Bacteria,Cyanobacteria,Cyanophyceae,Planktolyngbya,Planktolyngbya regularis,Cyanobacteria,None
Bacteria,Cyanobacteria,Cyanophyceae,Planktolyngbya,Planktolyngbya sp.,Cyanobacteria,None
Plantae,Chlorophyta,Chlorophyceae,Planktosphaeria,Planktosphaeria sp.,Green Algae,None
Bacteria,Cyanobacteria,Cyanophyceae,Planktothrix,Planktothrix agardhii,Cyanobacteria,None
Bacteria,Cyanobacteria,Cyanophyceae,Planktothrix,Planktothrix sp.,Cyanobacteria,None
Bacteria,Cyanobacteria,Cyanophyceae,Planktothrix,Planktothrix suspensa,Cyanobacteria,None
Chromista,Ochrophyta,Bacillariophyceae,Planothidium,Planothidium dubium,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Planothidium,Planothidium frequentissimum,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Planothidium,Planothidium joursacence,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Planothidium,Planothidium reichardtii,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Planothidium,Planothidium rostratoholarcticum,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Planothidium,Planothidium rostratum,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Planothidium,Planothidium sheathii,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Planothidium,Planothidium sp.,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Pleurosigma,Pleurosigma delicatulum,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Pleurosigma,Pleurosigma salinarum,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Pleurosigma,Pleurosigma sp.,Pennate Diatoms,None
Chromista,Ochrophyta,Coscinodiscophyceae,Pleurosira,Pleurosira laevis,Centric Diatoms,None
Plantae,Chlorophyta,Chlorophyceae,Polyedriopsis,Polyedriopsis sp.,Green Algae,None
Protozoa,Dinozoa,Dinophyceae,Prorocentrum,Prorocentrum gracile,Dinoflagellates,None
Protozoa,Dinozoa,Dinophyceae,Prorocentrum,Prorocentrum micans,Dinoflagellates,None
Protozoa,Dinozoa,Dinophyceae,Prorocentrum,Prorocentrum minimum,Dinoflagellates,Prorocentrum cordatum
Protozoa,Dinozoa,Dinophyceae,Prorocentrum,Prorocentrum sp.,Dinoflagellates,None
Protozoa,Dinozoa,Dinophyceae,Prorocentrum,Prorocentrum triestinum,Dinoflagellates,None
Plantae,Chlorophyta,Chlorophyceae,Protococcus,Protococcus viridis,Green Algae,Desmococcus olivaceus
Plantae,Chlorophyta,Chlorophyceae,Protoderma,Protoderma sp.,Green Algae,None
Protozoa,Dinozoa,Dinophyceae,Protoperidinium,Protoperidinium bipes,Dinoflagellates,None
Protozoa,Dinozoa,Dinophyceae,Protoperidinium,Protoperidinium pallidum,Dinoflagellates,None
Protozoa,Dinozoa,Dinophyceae,Protoperidinium,Protoperidinium pellucidum,Dinoflagellates,None
Protozoa,Dinozoa,Dinophyceae,Protoperidinium,Protoperidinium sp.,Dinoflagellates,None
Chromista,Haptophyta,Prymnesiophyceae,Prymnesium,Prymnesium sp.,Haptophytes,None
Chromista,Ochrophyta,Bacillariophyceae,Psammodictyon,Psammodictyon sp.,Pennate Diatoms,None
Bacteria,Cyanobacteria,Cyanophyceae,Pseudanabaena,Pseudanabaena arcuata,Cyanobacteria,None
Bacteria,Cyanobacteria,Cyanophyceae,Pseudanabaena,Pseudanabaena catenata,Cyanobacteria,None
Bacteria,Cyanobacteria,Cyanophyceae,Pseudanabaena,Pseudanabaena limnetica,Cyanobacteria,None
Bacteria,Cyanobacteria,Cyanophyceae,Pseudanabaena,Pseudanabaena minima,Cyanobacteria,None
Bacteria,Cyanobacteria,Cyanophyceae,Pseudanabaena,Pseudanabaena mucicola,Cyanobacteria,None
Bacteria,Cyanobacteria,Cyanophyceae,Pseudanabaena,Pseudanabaena sp.,Cyanobacteria,None
Chromista,Ochrophyta,Chrysophyceae,Pseudokephyrion,Pseudokephyrion ellipsoideum,Chrysophytes,None
Chromista,Ochrophyta,Chrysophyceae,Pseudokephyrion,Pseudokephyrion pseudospirale,Chrysophytes,None
Chromista,Ochrophyta,Chrysophyceae,Pseudokephyrion,Pseudokephyrion ruttneri,Chrysophytes,None
Chromista,Ochrophyta,Chrysophyceae,Pseudokephyrion,Pseudokephyrion sp.,Chrysophytes,None
Chromista,Ochrophyta,Bacillariophyceae,Pseudo-nitzschia,Pseudo-nitzschia sp.,Pennate Diatoms,None
Plantae,Chlorophyta,Chlorophyceae,Pseudoscourfieldia,Pseudoscourfieldia marina,Green Algae,None
Chromista,Ochrophyta,Fragilariophyceae,Pseudostaurosira,Pseudostaurosira brevistriata,Pennate Diatoms,Fragilaria brevistriata
Chromista,Ochrophyta,Fragilariophyceae,Pseudostaurosira,Pseudostaurosira parasitica,Pennate Diatoms,None
Chromista,Ochrophyta,Fragilariophyceae,Pseudostaurosira,Pseudostaurosira sp.,Pennate Diatoms,None
Plantae,Chlorophyta,Chlorophyceae,Pteromonas,Pteromonas angulosa,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Pteromonas,Pteromonas sp.,Green Algae,None
Plantae,Chlorophyta,Prasinophyceae,Pyramimonas,Pyramimonas inconstans,Green Algae,None
Plantae,Chlorophyta,Prasinophyceae,Pyramimonas,Pyramimonas sp.,Green Algae,None
Plantae,Chlorophyta,Prasinophyceae,Pyramimonas,Pyramimonas tetrarhynchus,Green Algae,None
Chromista,Cryptophyta,Cryptophyceae,Pyrenomonas,Pyrenomonas sp.,Cryptophytes,Rhodomonas sp.
Protozoa,Dinozoa,Dinophyceae,Pyrophacus,Pyrophacus horologium,Dinoflagellates,None
Plantae,Chlorophyta,Chlorophyceae,Quadrigula,Quadrigula closterioides,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Quadrigula,Quadrigula sp.,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Radiococcus,Radiococcus sp.,Green Algae,None
Bacteria,Cyanobacteria,Cyanophyceae,Raphidiopsis,Raphidiopsis sp.,Cyanobacteria,None
Plantae,Chlorophyta,Chlorophyceae,Raphidocelis,Raphidocelis sp.,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Raphidocelis,Raphidocelis subcapitata,Green Algae,None
Chromista,Ochrophyta,Bacillariophyceae,Reimeria,Reimeria sinuata,Pennate Diatoms,None
Plantae,Chlorophyta,Chlorophyceae,Rhizoclonium,Rhizoclonium sp.,Green Algae,None
Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosolenia,Rhizosolenia eriensis,Centric Diatoms,Urosolenia eriensis
Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosolenia,Rhizosolenia setigera,Centric Diatoms,None
Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosolenia,Rhizosolenia sp.,Centric Diatoms,None
Chromista,Cryptophyta,Cryptophyceae,Rhodomonas,Rhodomonas lacustris,Cryptophytes,Plagioselmis lacustris
Chromista,Cryptophyta,Cryptophyceae,Rhodomonas,Rhodomonas salina,Cryptophytes,None
Chromista,Cryptophyta,Cryptophyceae,Rhodomonas,Rhodomonas sp.,Cryptophytes,None
Chromista,Ochrophyta,Bacillariophyceae,Rhoicosphenia,Rhoicosphenia abbreviata,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Rhoicosphenia,Rhoicosphenia curvata,Pennate Diatoms,Rhoicosphenia abbreviata
Chromista,Ochrophyta,Bacillariophyceae,Rhoicosphenia,Rhoicosphenia sp.,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Rhopalodia,Rhopalodia gibba,Pennate Diatoms,Epithemia gibba
Chromista,Ochrophyta,Bacillariophyceae,Rhopalodia,Rhopalodia gibberula,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Rhopalodia,Rhopalodia sp.,Pennate Diatoms,None
Bacteria,Cyanobacteria,Cyanophyceae,Romeria,Romeria simplex,Cyanobacteria,None
Plantae,Chlorophyta,Zygnematophyceae,Roya,Roya sp.,Green Algae,None
Protozoa,Ciliophora,Spirotrichea,Salpingella,Salpingella secata,Ciliates,None
Protozoa,Ciliophora,Spirotrichea,Salpingella,Salpingella sp.,Ciliates,None
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus abundans,Green Algae,Desmodesmus abundans
Plantae,Chlorophyta,Chlorophyceae,Desmodesmus,Desmodesmus abundans,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus acuminatus,Green Algae,Tetradesmus lagerheimii
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus acutiformis,Green Algae,Acutodesmus acutiformis
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus arcuatus,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus armatus,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus bicaudatus,Green Algae,Desmodesmus bicaudatus
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus bijuga,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus communis,Green Algae,Desmodesmus communis
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus denticulatus,Green Algae,Desmodesmus denticulatus
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus dimorphus,Green Algae,Tetradesmus dimorphus
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus dispar,Green Algae,Desmodesmus dispar
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus ellipticus,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus falcatus,Green Algae,Scenedesmus acuminatus
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus granulatus,Green Algae,Desmodesmus granulatus
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus intermedius,Green Algae,Desmodesmus intermedius
Plantae,Chlorophyta,Chlorophyceae,Desmodesmus,Desmodesmus intermedius,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus obtusus,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus opoliensis,Green Algae,Desmodesmus opoliensis
Plantae,Chlorophyta,Chlorophyceae,Desmodesmus,Desmodesmus opoliensis,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus quadricauda,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus semipulcher,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus sp.,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus spp.,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Scenedesmus,Scenedesmus subspicatus,Green Algae,Desmodesmus subspicatus
Plantae,Chlorophyta,Chlorophyceae,Schroederia,Schroederia robusta,Green Algae,Pseudoschroederia robusta
Plantae,Chlorophyta,Chlorophyceae,Schroederia,Schroederia setigera,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Schroederia,Schroederia sp.,Green Algae,None
Protozoa,Dinozoa,Dinophyceae,Scrippsiella,Scrippsiella sp.,Dinoflagellates,None
Protozoa,Dinozoa,Dinophyceae,Scrippsiella,Scrippsiella trochoidea,Dinoflagellates,Scrippsiella acuminata
Plantae,Chlorophyta,Chlorophyceae,Selenastrum,Selenastrum bibraianum,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Selenastrum,Selenastrum minutum,Green Algae,Monoraphidium minutum
Plantae,Chlorophyta,Chlorophyceae,Selenastrum,Selenastrum sp.,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Selenastrum,Selenastrum westii,Green Algae,Ankistrodesmus gracilis
Chromista,Ochrophyta,Bacillariophyceae,Sellaphora,Sellaphora bacillum,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Sellaphora,Sellaphora pupula,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Sellaphora,Sellaphora sp.,Pennate Diatoms,None
Chromista,Ochrophyta,Bacillariophyceae,Seminavis,Seminavis sp.,Pennate Diatoms,None
Chromista,Ochrophyta,Coscinodiscophyceae,Skeletonema,Skeletonema costatum,Centric Diatoms,None
Chromista,Ochrophyta,Coscinodiscophyceae,Skeletonema,Skeletonema potamos,Centric Diatoms,None
Chromista,Ochrophyta,Coscinodiscophyceae,Skeletonema,Skeletonema sp.,Centric Diatoms,None
Bacteria,Cyanobacteria,Cyanophyceae,Snowella,Snowella sp.,Cyanobacteria,None
Plantae,Chlorophyta,Chlorophyceae,Spermatozopsis,Spermatozopsis exsultans,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Sphaerellocystis,Sphaerellocystis ellipsoidea,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Sphaerocystis,Sphaerocystis planctonica,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Sphaerocystis,Sphaerocystis schroeteri,Green Algae,None
Plantae,Chlorophyta,Chlorophyceae,Sphaerocystis,Sphaerocystis sp.,Green Algae,None
Plantae,Chlorophyta,Zygnematophyceae,Sphaerozosma,Sphaerozosma sp.,Green Algae,None
