SampleID,AlgalType,BV.per.mL,,Year,Month,Season,StationCode,Region,RegionAbbreviation
P8.Apr.2019,Cyanobacterium,79328.53,,2019,Apr,Spring,P8,Southern Interior Delta,SID
P8.Apr.2019,Green Alga,45911.49,,2019,Apr,Spring,P8,Southern Interior Delta,SID
P8.Apr.2019,Pennate Diatom,841015.81,,2019,Apr,Spring,P8,Southern Interior Delta,SID
EZ6.Apr.2019,Centric Diatom,598264.11,,2019,Apr,Spring,EZ6,Low Salinity Zone,LSZ
EZ6.Apr.2019,Cryptophyte,218249.03,,2019,Apr,Spring,EZ6,Low Salinity Zone,LSZ
EZ6.Apr.2019,Cyanobacterium,106344.61,,2019,Apr,Spring,EZ6,Low Salinity Zone,LSZ
EZ6.Apr.2019,Green Alga,12451.81,,2019,Apr,Spring,EZ6,Low Salinity Zone,LSZ
EZ2.Apr.2019,Centric Diatom,34538.05,,2019,Apr,Spring,EZ2,Low Salinity Zone,LSZ
EZ2.Apr.2019,Cyanobacterium,75902.98,,2019,Apr,Spring,EZ2,Low Salinity Zone,LSZ
EZ2.Apr.2019,Green Alga,14388.76,,2019,Apr,Spring,EZ2,Low Salinity Zone,LSZ
D8.Apr.2019,Cyanobacterium,124204.87,,2019,Apr,Spring,D8,Grizzly.Suisun Bay,GSB
D8.Apr.2019,Green Alga,20602.08,,2019,Apr,Spring,D8,Grizzly.Suisun Bay,GSB
D10.Apr.2019,Cyanobacterium,120664.59,,2019,Apr,Spring,D10,Confluence,CON
D10.Apr.2019,Green Alga,11772.62,,2019,Apr,Spring,D10,Confluence,CON
D10.Apr.2019,Pennate Diatom,107296.75,,2019,Apr,Spring,D10,Confluence,CON
D6.Apr.2019,Centric Diatom,50078.36,,2019,Apr,Spring,D6,San Pablo Bay,SPB
D6.Apr.2019,Cryptophyte,432079.63,,2019,Apr,Spring,D6,San Pablo Bay,SPB
D6.Apr.2019,Cyanobacterium,72297.14,,2019,Apr,Spring,D6,San Pablo Bay,SPB
D6.Apr.2019,Green Alga,8992.97,,2019,Apr,Spring,D6,San Pablo Bay,SPB
D7.Apr.2019,Cyanobacterium,93648.87,,2019,Apr,Spring,D7,Grizzly.Suisun Bay,GSB
D7.Apr.2019,Green Alga,18499.83,,2019,Apr,Spring,D7,Grizzly.Suisun Bay,GSB
D7.Apr.2019,Pennate Diatom,1165206.08,,2019,Apr,Spring,D7,Grizzly.Suisun Bay,GSB
NZS42.Apr.2019,Cyanobacterium,149281.87,,2019,Apr,Spring,NZS42,Grizzly.Suisun Bay,GSB
NZS42.Apr.2019,Green Alga,25080.16,,2019,Apr,Spring,NZS42,Grizzly.Suisun Bay,GSB
NZ032.Apr.2019,Cryptophyte,271511.13,,2019,Apr,Spring,NZ032,Grizzly.Suisun Bay,GSB
NZ032.Apr.2019,Cyanobacterium,63444.79,,2019,Apr,Spring,NZ032,Grizzly.Suisun Bay,GSB
NZ032.Apr.2019,Green Alga,25899.76,,2019,Apr,Spring,NZ032,Grizzly.Suisun Bay,GSB
D41A.Apr.2019,Cyanobacterium,67501.37,,2019,Apr,Spring,D41A,San Pablo Bay,SPB
D41A.Apr.2019,Green Alga,12949.88,,2019,Apr,Spring,D41A,San Pablo Bay,SPB
D41.Apr.2019,Centric Diatom,84368.69,,2019,Apr,Spring,D41,San Pablo Bay,SPB
D41.Apr.2019,Cryptophyte,393266.96,,2019,Apr,Spring,D41,San Pablo Bay,SPB
D41.Apr.2019,Cyanobacterium,43378.28,,2019,Apr,Spring,D41,San Pablo Bay,SPB
D41.Apr.2019,Green Alga,11757.13,,2019,Apr,Spring,D41,San Pablo Bay,SPB
NZ325.Apr.2019,Centric Diatom,287253.02,,2019,Apr,Spring,NZ325,San Pablo Bay,SPB
NZ325.Apr.2019,Cyanobacterium,57677.08,,2019,Apr,Spring,NZ325,San Pablo Bay,SPB
NZ325.Apr.2019,Green Alga,30141,,2019,Apr,Spring,NZ325,San Pablo Bay,SPB
NZ325.Apr.2019,Pennate Diatom,9399.77,,2019,Apr,Spring,NZ325,San Pablo Bay,SPB
NZ002.Apr.2019,Centric Diatom,1163110.38,,2019,Apr,Spring,NZ002,San Pablo Bay,SPB
NZ002.Apr.2019,Cyanobacterium,142070.18,,2019,Apr,Spring,NZ002,San Pablo Bay,SPB
NZ002.Apr.2019,Green Alga,31849.73,,2019,Apr,Spring,NZ002,San Pablo Bay,SPB
NZ004.Apr.2019,Cyanobacterium,225004.55,,2019,Apr,Spring,NZ004,San Pablo Bay,SPB
NZ004.Apr.2019,Green Alga,43166.27,,2019,Apr,Spring,NZ004,San Pablo Bay,SPB
C3A.Feb.2019,Centric Diatom,870792.88,,2019,Feb,Winter,C3A,Northern Interior Delta,NID
C3A.Feb.2019,Cyanobacterium,175243.93,,2019,Feb,Winter,C3A,Northern Interior Delta,NID
C3A.Feb.2019,Green Alga,16187.35,,2019,Feb,Winter,C3A,Northern Interior Delta,NID
C3A.Feb.2019,Pennate Diatom,454241.76,,2019,Feb,Winter,C3A,Northern Interior Delta,NID
C9.Feb.2019,Centric Diatom,58683.87,,2019,Feb,Winter,C9,Southern Interior Delta,SID
C9.Feb.2019,Cryptophyte,228617.27,,2019,Feb,Winter,C9,Southern Interior Delta,SID
C9.Feb.2019,Cyanobacterium,27111.43,,2019,Feb,Winter,C9,Southern Interior Delta,SID
C9.Feb.2019,Green Alga,674.47,,2019,Feb,Winter,C9,Southern Interior Delta,SID
C9.Feb.2019,Pennate Diatom,139804.05,,2019,Feb,Winter,C9,Southern Interior Delta,SID
C10A.Feb.2019,Centric Diatom,1915744.33,,2019,Feb,Winter,C10A,Southern Interior Delta,SID
C10A.Feb.2019,Cyanobacterium,169159.07,,2019,Feb,Winter,C10A,Southern Interior Delta,SID
C10A.Feb.2019,Green Alga,12140.51,,2019,Feb,Winter,C10A,Southern Interior Delta,SID
D4.Feb.2019,Centric Diatom,305858.1,,2019,Feb,Winter,D4,Confluence,CON
D4.Feb.2019,Cyanobacterium,68312.68,,2019,Feb,Winter,D4,Confluence,CON
D4.Feb.2019,Green Alga,8093.68,,2019,Feb,Winter,D4,Confluence,CON
D22.Feb.2019,Cyanobacterium,165726.15,,2019,Feb,Winter,D22,Confluence,CON
D22.Feb.2019,Green Alga,22662.29,,2019,Feb,Winter,D22,Confluence,CON
NZ068.Feb.2019,Cyanobacterium,146685.66,,2019,Feb,Winter,NZ068,Northern Interior Delta,NID
NZ068.Feb.2019,Green Alga,6474.94,,2019,Feb,Winter,NZ068,Northern Interior Delta,NID
D12.Feb.2019,Cyanobacterium,133055.58,,2019,Feb,Winter,D12,Confluence,CON
D12.Feb.2019,Green Alga,6474.94,,2019,Feb,Winter,D12,Confluence,CON
D19.Feb.2019,Centric Diatom,16201987.9,,2019,Feb,Winter,D19,Central Delta,CED
D19.Feb.2019,Cyanobacterium,126024.18,,2019,Feb,Winter,D19,Central Delta,CED
D19.Feb.2019,Green Alga,16187.35,,2019,Feb,Winter,D19,Central Delta,CED
D19.Feb.2019,Pennate Diatom,9098195.19,,2019,Feb,Winter,D19,Central Delta,CED
D28A.Feb.2019,Centric Diatom,128037.53,,2019,Feb,Winter,D28A,Central Delta,CED
D28A.Feb.2019,Cryptophyte,128636.44,,2019,Feb,Winter,D28A,Central Delta,CED
D28A.Feb.2019,Cyanobacterium,58119.62,,2019,Feb,Winter,D28A,Central Delta,CED
D28A.Feb.2019,Green Alga,5886.31,,2019,Feb,Winter,D28A,Central Delta,CED
D28A.Feb.2019,Pennate Diatom,538707.7,,2019,Feb,Winter,D28A,Central Delta,CED
P8.Feb.2019,Cyanobacterium,95735.11,,2019,Feb,Winter,P8,Southern Interior Delta,SID
P8.Feb.2019,Euglenoid,1362725.27,,2019,Feb,Winter,P8,Southern Interior Delta,SID
P8.Feb.2019,Green Alga,9249.91,,2019,Feb,Winter,P8,Southern Interior Delta,SID
P8.Feb.2019,Pennate Diatom,3175014.41,,2019,Feb,Winter,P8,Southern Interior Delta,SID
D16.Feb.2019,Cyanobacterium,104080.06,,2019,Feb,Winter,D16,Central Delta,CED
D16.Feb.2019,Green Alga,4660.69,,2019,Feb,Winter,D16,Central Delta,CED
D26.Feb.2019,Cyanobacterium,110225.67,,2019,Feb,Winter,D26,Central Delta,CED
D26.Feb.2019,Green Alga,10117.1,,2019,Feb,Winter,D26,Central Delta,CED
D26.Feb.2019,Pennate Diatom,240738.42,,2019,Feb,Winter,D26,Central Delta,CED
MD10A.Feb.2019,Cyanobacterium,81131.45,,2019,Feb,Winter,MD10A,Southern Interior Delta,SID
MD10A.Feb.2019,Pennate Diatom,92087.81,,2019,Feb,Winter,MD10A,Southern Interior Delta,SID
EZ6.Feb.2019,Cryptophyte,706360.87,,2019,Feb,Winter,EZ6,Low Salinity Zone,LSZ
EZ6.Feb.2019,Cyanobacterium,302458.04,,2019,Feb,Winter,EZ6,Low Salinity Zone,LSZ
EZ2.Feb.2019,Cyanobacterium,188224.96,,2019,Feb,Winter,EZ2,Low Salinity Zone,LSZ
EZ2.Feb.2019,Green Alga,4624.96,,2019,Feb,Winter,EZ2,Low Salinity Zone,LSZ
D6.Feb.2019,Cyanobacterium,154474.28,,2019,Feb,Winter,D6,San Pablo Bay,SPB
D6.Feb.2019,Green Alga,20103.56,,2019,Feb,Winter,D6,San Pablo Bay,SPB
D7.Feb.2019,Cyanobacterium,280390.29,,2019,Feb,Winter,D7,Grizzly.Suisun Bay,GSB
D7.Feb.2019,Pennate Diatom,568719.06,,2019,Feb,Winter,D7,Grizzly.Suisun Bay,GSB
D8.Feb.2019,Cyanobacterium,242312.59,,2019,Feb,Winter,D8,Grizzly.Suisun Bay,GSB
D8.Feb.2019,Green Alga,36426.85,,2019,Feb,Winter,D8,Grizzly.Suisun Bay,GSB
D8.Feb.2019,Pennate Diatom,400673.23,,2019,Feb,Winter,D8,Grizzly.Suisun Bay,GSB
D10.Feb.2019,Centric Diatom,44828.21,,2019,Feb,Winter,D10,Confluence,CON
D10.Feb.2019,Cyanobacterium,183762.73,,2019,Feb,Winter,D10,Confluence,CON
D10.Feb.2019,Pennate Diatom,268541.71,,2019,Feb,Winter,D10,Confluence,CON
NZS42.Feb.2019,Cyanobacterium,308948.56,,2019,Feb,Winter,NZS42,Grizzly.Suisun Bay,GSB
NZ325.Feb.2019,Centric Diatom,10830496.17,,2019,Feb,Winter,NZ325,San Pablo Bay,SPB
NZ325.Feb.2019,Cyanobacterium,340103.03,,2019,Feb,Winter,NZ325,San Pablo Bay,SPB
NZ002.Feb.2019,Centric Diatom,390195.64,,2019,Feb,Winter,NZ002,San Pablo Bay,SPB
NZ002.Feb.2019,Cryptophyte,4722298.01,,2019,Feb,Winter,NZ002,San Pablo Bay,SPB
NZ002.Feb.2019,Cyanobacterium,286231.75,,2019,Feb,Winter,NZ002,San Pablo Bay,SPB
NZ002.Feb.2019,Green Alga,860190.98,,2019,Feb,Winter,NZ002,San Pablo Bay,SPB
NZ002.Feb.2019,Pennate Diatom,115578.06,,2019,Feb,Winter,NZ002,San Pablo Bay,SPB
NZ004.Feb.2019,Centric Diatom,1549504.03,,2019,Feb,Winter,NZ004,San Pablo Bay,SPB
NZ004.Feb.2019,Cyanobacterium,329069.16,,2019,Feb,Winter,NZ004,San Pablo Bay,SPB
NZ004.Feb.2019,Green Alga,6474.94,,2019,Feb,Winter,NZ004,San Pablo Bay,SPB
NZ004.Feb.2019,Pennate Diatom,1115132.46,,2019,Feb,Winter,NZ004,San Pablo Bay,SPB
NZ032.Feb.2019,Cyanobacterium,448504.53,,2019,Feb,Winter,NZ032,Grizzly.Suisun Bay,GSB
NZ032.Feb.2019,Green Alga,19424.82,,2019,Feb,Winter,NZ032,Grizzly.Suisun Bay,GSB
D41A.Feb.2019,Cyanobacterium,141817.77,,2019,Feb,Winter,D41A,San Pablo Bay,SPB
D41A.Feb.2019,Pennate Diatom,176176.04,,2019,Feb,Winter,D41A,San Pablo Bay,SPB
D41.Feb.2019,Centric Diatom,36129.23,,2019,Feb,Winter,D41,San Pablo Bay,SPB
D41.Feb.2019,Cyanobacterium,24339.43,,2019,Feb,Winter,D41,San Pablo Bay,SPB
D41.Feb.2019,Green Alga,1798.59,,2019,Feb,Winter,D41,San Pablo Bay,SPB
D41.Feb.2019,Pennate Diatom,30426.38,,2019,Feb,Winter,D41,San Pablo Bay,SPB
C3A.Jan.2019,Cyanobacterium,236903.83,,2019,Jan,Winter,C3A,Northern Interior Delta,NID
C3A.Jan.2019,Green Alga,59637.61,,2019,Jan,Winter,C3A,Northern Interior Delta,NID
C10A.Jan.2019,Centric Diatom,1102224.32,,2019,Jan,Winter,C10A,Southern Interior Delta,SID
C10A.Jan.2019,Cryptophyte,128620.88,,2019,Jan,Winter,C10A,Southern Interior Delta,SID
C10A.Jan.2019,Cyanobacterium,43769.19,,2019,Jan,Winter,C10A,Southern Interior Delta,SID
C10A.Jan.2019,Green Alga,37442.04,,2019,Jan,Winter,C10A,Southern Interior Delta,SID
C10A.Jan.2019,Pennate Diatom,488897.75,,2019,Jan,Winter,C10A,Southern Interior Delta,SID
D4.Jan.2019,Cryptophyte,348220.86,,2019,Jan,Winter,D4,Confluence,CON
D4.Jan.2019,Cyanobacterium,75289.98,,2019,Jan,Winter,D4,Confluence,CON
D4.Jan.2019,Green Alga,3919.04,,2019,Jan,Winter,D4,Confluence,CON
D4.Jan.2019,Pennate Diatom,310062.94,,2019,Jan,Winter,D4,Confluence,CON
D22.Jan.2019,Centric Diatom,103085.51,,2019,Jan,Winter,D22,Confluence,CON
D22.Jan.2019,Cyanobacterium,98516.76,,2019,Jan,Winter,D22,Confluence,CON
D22.Jan.2019,Green Alga,6815.73,,2019,Jan,Winter,D22,Confluence,CON
NZ068.Jan.2019,Cyanobacterium,197636.21,,2019,Jan,Winter,NZ068,Northern Interior Delta,NID
NZ068.Jan.2019,Green Alga,106385.28,,2019,Jan,Winter,NZ068,Northern Interior Delta,NID
NZ068.Jan.2019,Pennate Diatom,246084.31,,2019,Jan,Winter,NZ068,Northern Interior Delta,NID
D12.Jan.2019,Centric Diatom,697866.23,,2019,Jan,Winter,D12,Confluence,CON
D12.Jan.2019,Cyanobacterium,210014.55,,2019,Jan,Winter,D12,Confluence,CON
D12.Jan.2019,Green Alga,84638.27,,2019,Jan,Winter,D12,Confluence,CON
D19.Jan.2019,Centric Diatom,79694.6,,2019,Jan,Winter,D19,Central Delta,CED
D19.Jan.2019,Cyanobacterium,74280.35,,2019,Jan,Winter,D19,Central Delta,CED
D19.Jan.2019,Green Alga,3597.19,,2019,Jan,Winter,D19,Central Delta,CED
D19.Jan.2019,Pennate Diatom,564649.64,,2019,Jan,Winter,D19,Central Delta,CED
D28A.Jan.2019,Centric Diatom,1672654.85,,2019,Jan,Winter,D28A,Central Delta,CED
D28A.Jan.2019,Cryptophyte,486089.59,,2019,Jan,Winter,D28A,Central Delta,CED
D28A.Jan.2019,Cyanobacterium,83362.56,,2019,Jan,Winter,D28A,Central Delta,CED
D28A.Jan.2019,Green Alga,16312.43,,2019,Jan,Winter,D28A,Central Delta,CED
D28A.Jan.2019,Pennate Diatom,480336.57,,2019,Jan,Winter,D28A,Central Delta,CED
EZ6.Jan.2019,Cyanobacterium,131108.42,,2019,Jan,Winter,EZ6,Low Salinity Zone,LSZ
EZ6.Jan.2019,Green Alga,15104.1,,2019,Jan,Winter,EZ6,Low Salinity Zone,LSZ
EZ6.Jan.2019,Pennate Diatom,6953581.93,,2019,Jan,Winter,EZ6,Low Salinity Zone,LSZ
EZ2.Jan.2019,Cyanobacterium,58685.08,,2019,Jan,Winter,EZ2,Low Salinity Zone,LSZ
EZ2.Jan.2019,Green Alga,28320.19,,2019,Jan,Winter,EZ2,Low Salinity Zone,LSZ
EZ2.Jan.2019,Pennate Diatom,1647434.09,,2019,Jan,Winter,EZ2,Low Salinity Zone,LSZ
D16.Jan.2019,Cryptophyte,205022.63,,2019,Jan,Winter,D16,Central Delta,CED
D16.Jan.2019,Cyanobacterium,65391.95,,2019,Jan,Winter,D16,Central Delta,CED
D16.Jan.2019,Green Alga,9542.02,,2019,Jan,Winter,D16,Central Delta,CED
D26.Jan.2019,Centric Diatom,1555486.67,,2019,Jan,Winter,D26,Central Delta,CED
D26.Jan.2019,Cyanobacterium,133055.58,,2019,Jan,Winter,D26,Central Delta,CED
D26.Jan.2019,Pennate Diatom,2396532.84,,2019,Jan,Winter,D26,Central Delta,CED
MD10A.Jan.2019,Cryptophyte,96986.75,,2019,Jan,Winter,MD10A,Southern Interior Delta,SID
MD10A.Jan.2019,Cyanobacterium,38375.18,,2019,Jan,Winter,MD10A,Southern Interior Delta,SID
MD10A.Jan.2019,Green Alga,34582.74,,2019,Jan,Winter,MD10A,Southern Interior Delta,SID
MD10A.Jan.2019,Pennate Diatom,17514.62,,2019,Jan,Winter,MD10A,Southern Interior Delta,SID
P8.Jan.2019,Cyanobacterium,45541.79,,2019,Jan,Winter,P8,Southern Interior Delta,SID
P8.Jan.2019,Green Alga,26355.4,,2019,Jan,Winter,P8,Southern Interior Delta,SID
D6.Jan.2019,Centric Diatom,482475.42,,2019,Jan,Winter,D6,San Pablo Bay,SPB
D6.Jan.2019,Cyanobacterium,74460.64,,2019,Jan,Winter,D6,San Pablo Bay,SPB
D6.Jan.2019,Green Alga,17607.3,,2019,Jan,Winter,D6,San Pablo Bay,SPB
D8.Jan.2019,Cryptophyte,173428.07,,2019,Jan,Winter,D8,Grizzly.Suisun Bay,GSB
D8.Jan.2019,Cyanobacterium,46708.53,,2019,Jan,Winter,D8,Grizzly.Suisun Bay,GSB
D8.Jan.2019,Green Alga,74571.46,,2019,Jan,Winter,D8,Grizzly.Suisun Bay,GSB
D10.Jan.2019,Cyanobacterium,61822.16,,2019,Jan,Winter,D10,Confluence,CON
D10.Jan.2019,Green Alga,164599.8,,2019,Jan,Winter,D10,Confluence,CON
NZS42.Jan.2019,Cyanobacterium,559928.34,,2019,Jan,Winter,NZS42,Grizzly.Suisun Bay,GSB
NZS42.Jan.2019,Green Alga,51799.52,,2019,Jan,Winter,NZS42,Grizzly.Suisun Bay,GSB
D7.Jan.2019,Cyanobacterium,62397.46,,2019,Jan,Winter,D7,Grizzly.Suisun Bay,GSB
D7.Jan.2019,Green Alga,4414.73,,2019,Jan,Winter,D7,Grizzly.Suisun Bay,GSB
NZ032.Jan.2019,Cyanobacterium,160858.27,,2019,Jan,Winter,NZ032,Grizzly.Suisun Bay,GSB
NZ032.Jan.2019,Green Alga,3237.47,,2019,Jan,Winter,NZ032,Grizzly.Suisun Bay,GSB
NZ032.Jan.2019,Pennate Diatom,328500.09,,2019,Jan,Winter,NZ032,Grizzly.Suisun Bay,GSB
D41A.Jan.2019,Cyanobacterium,37050.03,,2019,Jan,Winter,D41A,San Pablo Bay,SPB
D41A.Jan.2019,Green Alga,5301.12,,2019,Jan,Winter,D41A,San Pablo Bay,SPB
D41.Jan.2019,Cyanobacterium,22175.93,,2019,Jan,Winter,D41,San Pablo Bay,SPB
D41.Jan.2019,Green Alga,7923.28,,2019,Jan,Winter,D41,San Pablo Bay,SPB
NZ325.Jan.2019,Cryptophyte,198351.86,,2019,Jan,Winter,NZ325,San Pablo Bay,SPB
NZ325.Jan.2019,Cyanobacterium,53662.66,,2019,Jan,Winter,NZ325,San Pablo Bay,SPB
NZ325.Jan.2019,Green Alga,8093.68,,2019,Jan,Winter,NZ325,San Pablo Bay,SPB
NZ325.Jan.2019,Pennate Diatom,5927.43,,2019,Jan,Winter,NZ325,San Pablo Bay,SPB
NZ002.Jan.2019,Centric Diatom,117367.74,,2019,Jan,Winter,NZ002,San Pablo Bay,SPB
NZ002.Jan.2019,Cryptophyte,42377.04,,2019,Jan,Winter,NZ002,San Pablo Bay,SPB
NZ002.Jan.2019,Cyanobacterium,61119.02,,2019,Jan,Winter,NZ002,San Pablo Bay,SPB
NZ002.Jan.2019,Green Alga,46218.56,,2019,Jan,Winter,NZ002,San Pablo Bay,SPB
NZ004.Jan.2019,Cryptophyte,353972.93,,2019,Jan,Winter,NZ004,San Pablo Bay,SPB
NZ004.Jan.2019,Cyanobacterium,63643.81,,2019,Jan,Winter,NZ004,San Pablo Bay,SPB
NZ004.Jan.2019,Green Alga,13239.69,,2019,Jan,Winter,NZ004,San Pablo Bay,SPB
NZ004.Jan.2019,Pennate Diatom,149427.38,,2019,Jan,Winter,NZ004,San Pablo Bay,SPB
C9.Jan.2019,Cyanobacterium,53186.72,,2019,Jan,Winter,C9,Southern Interior Delta,SID
C9.Jan.2019,Green Alga,7440.5,,2019,Jan,Winter,C9,Southern Interior Delta,SID
C9.Jan.2019,Pennate Diatom,60076.57,,2019,Jan,Winter,C9,Southern Interior Delta,SID
D4.45126.2019,Centric Diatom,35354.58,,2019,19-Jul,Summer,D4,Confluence,CON
D4.45126.2019,Cyanobacterium,93454.25,,2019,19-Jul,Summer,D4,Confluence,CON
D4.45126.2019,Green Alga,18314.31,,2019,19-Jul,Summer,D4,Confluence,CON
D4.45126.2019,Pennate Diatom,73024.72,,2019,19-Jul,Summer,D4,Confluence,CON
D22.45126.2019,Centric Diatom,70210.63,,2019,19-Jul,Summer,D22,Confluence,CON
D22.45126.2019,Cyanobacterium,69381.76,,2019,19-Jul,Summer,D22,Confluence,CON
D22.45126.2019,Green Alga,22304.11,,2019,19-Jul,Summer,D22,Confluence,CON
D22.45126.2019,Pennate Diatom,46432.52,,2019,19-Jul,Summer,D22,Confluence,CON
NZ068.45126.2019,Centric Diatom,47673.51,,2019,19-Jul,Summer,NZ068,Northern Interior Delta,NID
NZ068.45126.2019,Cryptophyte,91215.14,,2019,19-Jul,Summer,NZ068,Northern Interior Delta,NID
NZ068.45126.2019,Cyanobacterium,39450.17,,2019,19-Jul,Summer,NZ068,Northern Interior Delta,NID
NZ068.45126.2019,Green Alga,73908.11,,2019,19-Jul,Summer,NZ068,Northern Interior Delta,NID
NZ068.45126.2019,Pennate Diatom,293075.05,,2019,19-Jul,Summer,NZ068,Northern Interior Delta,NID
C3A.45126.2019,Centric Diatom,1047678.33,,2019,19-Jul,Summer,C3A,Northern Interior Delta,NID
C3A.45126.2019,Cryptophyte,21980.59,,2019,19-Jul,Summer,C3A,Northern Interior Delta,NID
C3A.45126.2019,Cyanobacterium,21099.91,,2019,19-Jul,Summer,C3A,Northern Interior Delta,NID
C3A.45126.2019,Green Alga,44295.8,,2019,19-Jul,Summer,C3A,Northern Interior Delta,NID
C3A.45126.2019,Pennate Diatom,300413.7,,2019,19-Jul,Summer,C3A,Northern Interior Delta,NID
C9.45126.2019,Centric Diatom,135185.72,,2019,19-Jul,Summer,C9,Southern Interior Delta,SID
C9.45126.2019,Cryptophyte,126539.14,,2019,19-Jul,Summer,C9,Southern Interior Delta,SID
C9.45126.2019,Cyanobacterium,50869.97,,2019,19-Jul,Summer,C9,Southern Interior Delta,SID
C9.45126.2019,Green Alga,36137.51,,2019,19-Jul,Summer,C9,Southern Interior Delta,SID
C10A.45126.2019,Centric Diatom,5586877.64,,2019,19-Jul,Summer,C10A,Southern Interior Delta,SID
C10A.45126.2019,Cryptophyte,71936.46,,2019,19-Jul,Summer,C10A,Southern Interior Delta,SID
C10A.45126.2019,Cyanobacterium,27010.26,,2019,19-Jul,Summer,C10A,Southern Interior Delta,SID
C10A.45126.2019,Dinoflagellate,1646790.02,,2019,19-Jul,Summer,C10A,Southern Interior Delta,SID
C10A.45126.2019,Green Alga,412185.22,,2019,19-Jul,Summer,C10A,Southern Interior Delta,SID
C10A.45126.2019,Pennate Diatom,659102.91,,2019,19-Jul,Summer,C10A,Southern Interior Delta,SID
D12.45126.2019,Centric Diatom,85473.81,,2019,19-Jul,Summer,D12,Confluence,CON
D12.45126.2019,Cyanobacterium,69795.73,,2019,19-Jul,Summer,D12,Confluence,CON
D12.45126.2019,Green Alga,61404.11,,2019,19-Jul,Summer,D12,Confluence,CON
D12.45126.2019,Pennate Diatom,34806.55,,2019,19-Jul,Summer,D12,Confluence,CON
D19.45126.2019,Centric Diatom,24665.39,,2019,19-Jul,Summer,D19,Central Delta,CED
D19.45126.2019,Cryptophyte,24728.16,,2019,19-Jul,Summer,D19,Central Delta,CED
D19.45126.2019,Cyanobacterium,21164.34,,2019,19-Jul,Summer,D19,Central Delta,CED
D19.45126.2019,Green Alga,11152.06,,2019,19-Jul,Summer,D19,Central Delta,CED
D28A.45126.2019,Cryptophyte,31782.78,,2019,19-Jul,Summer,D28A,Central Delta,CED
D28A.45126.2019,Cyanobacterium,27348.58,,2019,19-Jul,Summer,D28A,Central Delta,CED
D28A.45126.2019,Green Alga,25798.59,,2019,19-Jul,Summer,D28A,Central Delta,CED
D16.45126.2019,Centric Diatom,394663.95,,2019,19-Jul,Summer,D16,Central Delta,CED
D16.45126.2019,Cyanobacterium,31343.62,,2019,19-Jul,Summer,D16,Central Delta,CED
D16.45126.2019,Green Alga,15349.14,,2019,19-Jul,Summer,D16,Central Delta,CED
D26.45126.2019,Centric Diatom,13985.85,,2019,19-Jul,Summer,D26,Central Delta,CED
D26.45126.2019,Cyanobacterium,42445.81,,2019,19-Jul,Summer,D26,Central Delta,CED
D26.45126.2019,Green Alga,58527.62,,2019,19-Jul,Summer,D26,Central Delta,CED
MD10A.45126.2019,Cryptophyte,48462.93,,2019,19-Jul,Summer,MD10A,Southern Interior Delta,SID
MD10A.45126.2019,Cyanobacterium,93164.88,,2019,19-Jul,Summer,MD10A,Southern Interior Delta,SID
MD10A.45126.2019,Green Alga,53352.63,,2019,19-Jul,Summer,MD10A,Southern Interior Delta,SID
MD10A.45126.2019,Pennate Diatom,1695158.33,,2019,19-Jul,Summer,MD10A,Southern Interior Delta,SID
P8.45126.2019,Cryptophyte,666105.27,,2019,19-Jul,Summer,P8,Southern Interior Delta,SID
P8.45126.2019,Cyanobacterium,93870.71,,2019,19-Jul,Summer,P8,Southern Interior Delta,SID
P8.45126.2019,Green Alga,44515.22,,2019,19-Jul,Summer,P8,Southern Interior Delta,SID
D8.45126.2019,Cyanobacterium,125212.87,,2019,19-Jul,Summer,D8,Grizzly.Suisun Bay,GSB
D8.45126.2019,Green Alga,10984.99,,2019,19-Jul,Summer,D8,Grizzly.Suisun Bay,GSB
D8.45126.2019,Pennate Diatom,11008474.77,,2019,19-Jul,Summer,D8,Grizzly.Suisun Bay,GSB
EZ6.45126.2019,Cyanobacterium,126565.06,,2019,19-Jul,Summer,EZ6,Low Salinity Zone,LSZ
EZ6.45126.2019,Green Alga,13489.46,,2019,19-Jul,Summer,EZ6,Low Salinity Zone,LSZ
D10.45126.2019,Centric Diatom,143450.28,,2019,19-Jul,Summer,D10,Confluence,CON
D10.45126.2019,Cyanobacterium,70584.36,,2019,19-Jul,Summer,D10,Confluence,CON
D10.45126.2019,Green Alga,14313.03,,2019,19-Jul,Summer,D10,Confluence,CON
D10.45126.2019,Pennate Diatom,4166764.35,,2019,19-Jul,Summer,D10,Confluence,CON
EZ2.45126.2019,Cyanobacterium,116017.97,,2019,19-Jul,Summer,EZ2,Low Salinity Zone,LSZ
EZ2.45126.2019,Green Alga,24281.03,,2019,19-Jul,Summer,EZ2,Low Salinity Zone,LSZ
D6.45126.2019,Cyanobacterium,43202.5,,2019,19-Jul,Summer,D6,San Pablo Bay,SPB
D6.45126.2019,Green Alga,2023.42,,2019,19-Jul,Summer,D6,San Pablo Bay,SPB
D7.45126.2019,Cyanobacterium,114124.91,,2019,19-Jul,Summer,D7,Grizzly.Suisun Bay,GSB
D7.45126.2019,Green Alga,5437.48,,2019,19-Jul,Summer,D7,Grizzly.Suisun Bay,GSB
NZS42.45126.2019,Cyanobacterium,301808.99,,2019,19-Jul,Summer,NZS42,Grizzly.Suisun Bay,GSB
