SampleID,Genus,BV.per.mL,,Year,Month,Season,StationCode,Region,RegionAbbreviation
D26.Oct.2018,Cyclotella,41917.57,,2018,Oct,Fall,D26,Central Delta,CED
D26.Oct.2018,Plagioselmis,54438.68,,2018,Oct,Fall,D26,Central Delta,CED
D26.Oct.2018,Eucapsis,34939.26,,2018,Oct,Fall,D26,Central Delta,CED
D26.Oct.2018,Chlorella,6658.72,,2018,Oct,Fall,D26,Central Delta,CED
D26.Oct.2018,Coccomyxa,36831.05,,2018,Oct,Fall,D26,Central Delta,CED
MD10A.Oct.2018,Plagioselmis,42976.45,,2018,Oct,Fall,MD10A,Southern Interior Delta,SID
MD10A.Oct.2018,Chroococcus,104209.24,,2018,Oct,Fall,MD10A,Southern Interior Delta,SID
MD10A.Oct.2018,Eucapsis,25443.38,,2018,Oct,Fall,MD10A,Southern Interior Delta,SID
MD10A.Oct.2018,Chlorella,3431.4,,2018,Oct,Fall,MD10A,Southern Interior Delta,SID
MD10A.Oct.2018,Coccomyxa,35673.09,,2018,Oct,Fall,MD10A,Southern Interior Delta,SID
MD10A.Oct.2018,Drepanochloris,680.9,,2018,Oct,Fall,MD10A,Southern Interior Delta,SID
MD10A.Oct.2018,Achnanthidium,10652.13,,2018,Oct,Fall,MD10A,Southern Interior Delta,SID
P8.Oct.2018,Cyclotella,12189.9,,2018,Oct,Fall,P8,Southern Interior Delta,SID
P8.Oct.2018,Skeletonema,14571.02,,2018,Oct,Fall,P8,Southern Interior Delta,SID
P8.Oct.2018,Cryptomonas,74042.73,,2018,Oct,Fall,P8,Southern Interior Delta,SID
P8.Oct.2018,Plagioselmis,481304.06,,2018,Oct,Fall,P8,Southern Interior Delta,SID
P8.Oct.2018,Chroococcus,16658.94,,2018,Oct,Fall,P8,Southern Interior Delta,SID
P8.Oct.2018,Eucapsis,9894.86,,2018,Oct,Fall,P8,Southern Interior Delta,SID
P8.Oct.2018,Snowella,260.62,,2018,Oct,Fall,P8,Southern Interior Delta,SID
P8.Oct.2018,Chlorella,24427.42,,2018,Oct,Fall,P8,Southern Interior Delta,SID
P8.Oct.2018,Coccomyxa,4768.9,,2018,Oct,Fall,P8,Southern Interior Delta,SID
P8.Oct.2018,Desmodesmus,18751.67,,2018,Oct,Fall,P8,Southern Interior Delta,SID
P8.Oct.2018,Lemmermannia,9375.84,,2018,Oct,Fall,P8,Southern Interior Delta,SID
P8.Oct.2018,Monoraphidium,6094.95,,2018,Oct,Fall,P8,Southern Interior Delta,SID
P8.Oct.2018,Achnanthidium,5239.24,,2018,Oct,Fall,P8,Southern Interior Delta,SID
P8.Oct.2018,Nitzschia,10670.46,,2018,Oct,Fall,P8,Southern Interior Delta,SID
EZ6.Oct.2018,Plagioselmis,70002.01,,2018,Oct,Fall,EZ6,Low Salinity Zone,LSZ
EZ6.Oct.2018,Eucapsis,27246.64,,2018,Oct,Fall,EZ6,Low Salinity Zone,LSZ
EZ6.Oct.2018,Snowella,805.55,,2018,Oct,Fall,EZ6,Low Salinity Zone,LSZ
EZ6.Oct.2018,Coccomyxa,41878.49,,2018,Oct,Fall,EZ6,Low Salinity Zone,LSZ
EZ6.Oct.2018,Cocconeis,58368.36,,2018,Oct,Fall,EZ6,Low Salinity Zone,LSZ
EZ6.Oct.2018,Entomoneis,960526.59,,2018,Oct,Fall,EZ6,Low Salinity Zone,LSZ
EZ6.Oct.2018,Nitzschia,14414.35,,2018,Oct,Fall,EZ6,Low Salinity Zone,LSZ
D8.Oct.2018,Plagioselmis,152984.87,,2018,Oct,Fall,D8,Grizzly.Suisun Bay,GSB
D8.Oct.2018,Eucapsis,71700.01,,2018,Oct,Fall,D8,Grizzly.Suisun Bay,GSB
D8.Oct.2018,Chlorella,12199.22,,2018,Oct,Fall,D8,Grizzly.Suisun Bay,GSB
D8.Oct.2018,Coccomyxa,30442.07,,2018,Oct,Fall,D8,Grizzly.Suisun Bay,GSB
D10.Oct.2018,Skeletonema,33757.94,,2018,Oct,Fall,D10,Confluence,CON
D10.Oct.2018,Eucapsis,47430.69,,2018,Oct,Fall,D10,Confluence,CON
D10.Oct.2018,Snowella,464.74,,2018,Oct,Fall,D10,Confluence,CON
D10.Oct.2018,Synechococcus,31881.28,,2018,Oct,Fall,D10,Confluence,CON
D10.Oct.2018,Chlorella,1245.18,,2018,Oct,Fall,D10,Confluence,CON
D10.Oct.2018,Coccomyxa,152051.12,,2018,Oct,Fall,D10,Confluence,CON
D6.Oct.2018,Plagioselmis,226472.24,,2018,Oct,Fall,D6,San Pablo Bay,SPB
D6.Oct.2018,Eucapsis,22155.13,,2018,Oct,Fall,D6,San Pablo Bay,SPB
D6.Oct.2018,Microcystis,4597.77,,2018,Oct,Fall,D6,San Pablo Bay,SPB
D6.Oct.2018,Coccomyxa,92067.86,,2018,Oct,Fall,D6,San Pablo Bay,SPB
D7.Oct.2018,Eucapsis,52515.35,,2018,Oct,Fall,D7,Grizzly.Suisun Bay,GSB
D7.Oct.2018,Chlorella,3776.36,,2018,Oct,Fall,D7,Grizzly.Suisun Bay,GSB
D7.Oct.2018,Coccomyxa,78031.19,,2018,Oct,Fall,D7,Grizzly.Suisun Bay,GSB
NZS42.Oct.2018,Eucapsis,64372.7,,2018,Oct,Fall,NZS42,Grizzly.Suisun Bay,GSB
NZS42.Oct.2018,Chlorella,2753.19,,2018,Oct,Fall,NZS42,Grizzly.Suisun Bay,GSB
NZS42.Oct.2018,Coccomyxa,40910.54,,2018,Oct,Fall,NZS42,Grizzly.Suisun Bay,GSB
NZ032.Oct.2018,Eucapsis,43260.11,,2018,Oct,Fall,NZ032,Grizzly.Suisun Bay,GSB
NZ032.Oct.2018,Coccomyxa,18763.78,,2018,Oct,Fall,NZ032,Grizzly.Suisun Bay,GSB
D41A.Oct.2018,Plagioselmis,197815.89,,2018,Oct,Fall,D41A,San Pablo Bay,SPB
D41A.Oct.2018,Eucapsis,51155.15,,2018,Oct,Fall,D41A,San Pablo Bay,SPB
D41A.Oct.2018,Chlorella,8713.73,,2018,Oct,Fall,D41A,San Pablo Bay,SPB
D41A.Oct.2018,Coccomyxa,60703.85,,2018,Oct,Fall,D41A,San Pablo Bay,SPB
D41.Oct.2018,Cyclotella,78325.57,,2018,Oct,Fall,D41,San Pablo Bay,SPB
D41.Oct.2018,Plagioselmis,421417.76,,2018,Oct,Fall,D41,San Pablo Bay,SPB
D41.Oct.2018,Eucapsis,22311.15,,2018,Oct,Fall,D41,San Pablo Bay,SPB
D41.Oct.2018,Microcystis,12489.21,,2018,Oct,Fall,D41,San Pablo Bay,SPB
D41.Oct.2018,Chlorella,2457.79,,2018,Oct,Fall,D41,San Pablo Bay,SPB
D41.Oct.2018,Coccomyxa,17204.52,,2018,Oct,Fall,D41,San Pablo Bay,SPB
NZ325.Oct.2018,Hemiselmis,1313.45,,2018,Oct,Fall,NZ325,San Pablo Bay,SPB
NZ325.Oct.2018,Plagioselmis,289891.41,,2018,Oct,Fall,NZ325,San Pablo Bay,SPB
NZ325.Oct.2018,Eucapsis,26502.94,,2018,Oct,Fall,NZ325,San Pablo Bay,SPB
NZ325.Oct.2018,Microcystis,9961.83,,2018,Oct,Fall,NZ325,San Pablo Bay,SPB
NZ325.Oct.2018,Chlorella,1888.8,,2018,Oct,Fall,NZ325,San Pablo Bay,SPB
NZ325.Oct.2018,Coccomyxa,13328.29,,2018,Oct,Fall,NZ325,San Pablo Bay,SPB
NZ002.Oct.2018,Hemiselmis,3422.97,,2018,Oct,Fall,NZ002,San Pablo Bay,SPB
NZ002.Oct.2018,Plagioselmis,664884.48,,2018,Oct,Fall,NZ002,San Pablo Bay,SPB
NZ002.Oct.2018,Eucapsis,33588.42,,2018,Oct,Fall,NZ002,San Pablo Bay,SPB
NZ002.Oct.2018,Microcystis,11485.73,,2018,Oct,Fall,NZ002,San Pablo Bay,SPB
NZ002.Oct.2018,Chlorella,1739.21,,2018,Oct,Fall,NZ002,San Pablo Bay,SPB
NZ002.Oct.2018,Coccomyxa,15277.8,,2018,Oct,Fall,NZ002,San Pablo Bay,SPB
NZ004.Oct.2018,Plagioselmis,39847.3,,2018,Oct,Fall,NZ004,San Pablo Bay,SPB
NZ004.Oct.2018,Eucapsis,34616.08,,2018,Oct,Fall,NZ004,San Pablo Bay,SPB
NZ004.Oct.2018,Microcystis,31272.97,,2018,Oct,Fall,NZ004,San Pablo Bay,SPB
NZ004.Oct.2018,Chlorella,576.11,,2018,Oct,Fall,NZ004,San Pablo Bay,SPB
NZ004.Oct.2018,Coccomyxa,40421.05,,2018,Oct,Fall,NZ004,San Pablo Bay,SPB
C3A.Sep.2018,Plagioselmis,88604.56,,2018,Sep,Fall,C3A,Northern Interior Delta,NID
C3A.Sep.2018,Eucapsis,44541.87,,2018,Sep,Fall,C3A,Northern Interior Delta,NID
C3A.Sep.2018,Mucidosphaerium,85054.88,,2018,Sep,Fall,C3A,Northern Interior Delta,NID
C3A.Sep.2018,Fragilaria,223991.63,,2018,Sep,Fall,C3A,Northern Interior Delta,NID
C3A.Sep.2018,Ulnaria,943229.72,,2018,Sep,Fall,C3A,Northern Interior Delta,NID
D4.Sep.2018,Eucapsis,97061.18,,2018,Sep,Fall,D4,Confluence,CON
EZ6.Sep.2018,Eucapsis,127089.5,,2018,Sep,Fall,EZ6,Low Salinity Zone,LSZ
EZ6.Sep.2018,Chlorella,18815.56,,2018,Sep,Fall,EZ6,Low Salinity Zone,LSZ
D22.Sep.2018,Plagioselmis,91494.19,,2018,Sep,Fall,D22,Confluence,CON
D22.Sep.2018,Eucapsis,91487.88,,2018,Sep,Fall,D22,Confluence,CON
D22.Sep.2018,Chlorella,32965.76,,2018,Sep,Fall,D22,Confluence,CON
EZ2.Sep.2018,Plagioselmis,190304.95,,2018,Sep,Fall,EZ2,Low Salinity Zone,LSZ
EZ2.Sep.2018,Eucapsis,68388.23,,2018,Sep,Fall,EZ2,Low Salinity Zone,LSZ
EZ2.Sep.2018,Chlorella,19976.16,,2018,Sep,Fall,EZ2,Low Salinity Zone,LSZ
EZ2.Sep.2018,Entomoneis,1727896.76,,2018,Sep,Fall,EZ2,Low Salinity Zone,LSZ
EZ2.Sep.2018,Nitzschia,43764,,2018,Sep,Fall,EZ2,Low Salinity Zone,LSZ
NZ068.Sep.2018,Cyclotella,55136.4,,2018,Sep,Fall,NZ068,Northern Interior Delta,NID
NZ068.Sep.2018,Plagioselmis,78372.87,,2018,Sep,Fall,NZ068,Northern Interior Delta,NID
NZ068.Sep.2018,Eucapsis,53386.32,,2018,Sep,Fall,NZ068,Northern Interior Delta,NID
NZ068.Sep.2018,Chlorella,4354.05,,2018,Sep,Fall,NZ068,Northern Interior Delta,NID
NZ068.Sep.2018,Nitzschia,27421.82,,2018,Sep,Fall,NZ068,Northern Interior Delta,NID
NZ068.Sep.2018,Ulnaria,55136.4,,2018,Sep,Fall,NZ068,Northern Interior Delta,NID
D12.Sep.2018,Cyclotella,27735.29,,2018,Sep,Fall,D12,Confluence,CON
D12.Sep.2018,Plagioselmis,104795.17,,2018,Sep,Fall,D12,Confluence,CON
D12.Sep.2018,Eucapsis,93725.43,,2018,Sep,Fall,D12,Confluence,CON
D12.Sep.2018,Nitzschia,82796.2,,2018,Sep,Fall,D12,Confluence,CON
D12.Sep.2018,Ulnaria,95290.52,,2018,Sep,Fall,D12,Confluence,CON
EZ2 SJR.Sep.2018,Eucapsis,59956.99,,2018,Sep,Fall,EZ2 SJR,Low Salinity Zone,LSZ
EZ2 SJR.Sep.2018,Chlorella,9407.78,,2018,Sep,Fall,EZ2 SJR,Low Salinity Zone,LSZ
EZ2 SJR.Sep.2018,Nitzschia,11554.24,,2018,Sep,Fall,EZ2 SJR,Low Salinity Zone,LSZ
D19.Sep.2018,Cyclotella,67802.87,,2018,Sep,Fall,D19,Central Delta,CED
D19.Sep.2018,Plagioselmis,312125.17,,2018,Sep,Fall,D19,Central Delta,CED
D19.Sep.2018,Eucapsis,44085.81,,2018,Sep,Fall,D19,Central Delta,CED
D19.Sep.2018,Microcystis,28695.17,,2018,Sep,Fall,D19,Central Delta,CED
D19.Sep.2018,Sphaerocystis,14347.59,,2018,Sep,Fall,D19,Central Delta,CED
D28A.Sep.2018,Plagioselmis,25085.8,,2018,Sep,Fall,D28A,Central Delta,CED
D28A.Sep.2018,Chroococcus,30210.86,,2018,Sep,Fall,D28A,Central Delta,CED
D28A.Sep.2018,Eucapsis,42757.43,,2018,Sep,Fall,D28A,Central Delta,CED
D28A.Sep.2018,Synechococcus,9512.46,,2018,Sep,Fall,D28A,Central Delta,CED
D28A.Sep.2018,Chlamydomonas,20384.62,,2018,Sep,Fall,D28A,Central Delta,CED
D28A.Sep.2018,Chlorella,58946.58,,2018,Sep,Fall,D28A,Central Delta,CED
D28A.Sep.2018,Drepanochloris,1264.53,,2018,Sep,Fall,D28A,Central Delta,CED
D28A.Sep.2018,Lagerheimia,6204.02,,2018,Sep,Fall,D28A,Central Delta,CED
D16.Sep.2018,Plagioselmis,377366.18,,2018,Sep,Fall,D16,Central Delta,CED
D16.Sep.2018,Eucapsis,41704.17,,2018,Sep,Fall,D16,Central Delta,CED
D16.Sep.2018,Microcystis,29865.55,,2018,Sep,Fall,D16,Central Delta,CED
D16.Sep.2018,Chlorella,10188.47,,2018,Sep,Fall,D16,Central Delta,CED
D16.Sep.2018,Ulnaria,33901.44,,2018,Sep,Fall,D16,Central Delta,CED
D26.Sep.2018,Cyclotella,26198.48,,2018,Sep,Fall,D26,Central Delta,CED
D26.Sep.2018,Plagioselmis,96990.51,,2018,Sep,Fall,D26,Central Delta,CED
D26.Sep.2018,Chroococcus,14651.45,,2018,Sep,Fall,D26,Central Delta,CED
D26.Sep.2018,Eucapsis,43570.59,,2018,Sep,Fall,D26,Central Delta,CED
D26.Sep.2018,Chlamydomonas,7624.52,,2018,Sep,Fall,D26,Central Delta,CED
D26.Sep.2018,Chlorella,1032.45,,2018,Sep,Fall,D26,Central Delta,CED
D26.Sep.2018,Nitzschia,31328.51,,2018,Sep,Fall,D26,Central Delta,CED
MD10A.Sep.2018,Cyclotella,50542.35,,2018,Sep,Fall,MD10A,Southern Interior Delta,SID
MD10A.Sep.2018,Chroococcus,26622.96,,2018,Sep,Fall,MD10A,Southern Interior Delta,SID
MD10A.Sep.2018,Eucapsis,24079.39,,2018,Sep,Fall,MD10A,Southern Interior Delta,SID
MD10A.Sep.2018,Chlorella,86423.52,,2018,Sep,Fall,MD10A,Southern Interior Delta,SID
MD10A.Sep.2018,Desmodesmus,68436.85,,2018,Sep,Fall,MD10A,Southern Interior Delta,SID
MD10A.Sep.2018,Monoraphidium,13765.96,,2018,Sep,Fall,MD10A,Southern Interior Delta,SID
MD10A.Sep.2018,Mucidosphaerium,8811.5,,2018,Sep,Fall,MD10A,Southern Interior Delta,SID
MD10A.Sep.2018,Scenedesmus,4057.34,,2018,Sep,Fall,MD10A,Southern Interior Delta,SID
P8.Sep.2018,Cyclotella,111722.87,,2018,Sep,Fall,P8,Southern Interior Delta,SID
P8.Sep.2018,Eucapsis,69133.38,,2018,Sep,Fall,P8,Southern Interior Delta,SID
P8.Sep.2018,Chlorella,63442.81,,2018,Sep,Fall,P8,Southern Interior Delta,SID
P8.Sep.2018,Nitzschia,26685.58,,2018,Sep,Fall,P8,Southern Interior Delta,SID
D8.Sep.2018,Cyclotella,41917.57,,2018,Sep,Fall,D8,Grizzly.Suisun Bay,GSB
D8.Sep.2018,Cryptomonas,195187.59,,2018,Sep,Fall,D8,Grizzly.Suisun Bay,GSB
D8.Sep.2018,Plagioselmis,210804.2,,2018,Sep,Fall,D8,Grizzly.Suisun Bay,GSB
D8.Sep.2018,Eucapsis,69133.38,,2018,Sep,Fall,D8,Grizzly.Suisun Bay,GSB
D8.Sep.2018,Microcystis,12199.22,,2018,Sep,Fall,D8,Grizzly.Suisun Bay,GSB
D8.Sep.2018,Euglena,556904.85,,2018,Sep,Fall,D8,Grizzly.Suisun Bay,GSB
D8.Sep.2018,Chlorella,6658.72,,2018,Sep,Fall,D8,Grizzly.Suisun Bay,GSB
D10.Sep.2018,Cyclotella,17919.33,,2018,Sep,Fall,D10,Confluence,CON
D10.Sep.2018,Plagioselmis,303932.76,,2018,Sep,Fall,D10,Confluence,CON
D10.Sep.2018,Eucapsis,66159.13,,2018,Sep,Fall,D10,Confluence,CON
D10.Sep.2018,Chlorella,6520.62,,2018,Sep,Fall,D10,Confluence,CON
D10.Sep.2018,Ulnaria,216969.19,,2018,Sep,Fall,D10,Confluence,CON
D6.Sep.2018,Cryptomonas,217883.22,,2018,Sep,Fall,D6,San Pablo Bay,SPB
D6.Sep.2018,Plagioselmis,414709.88,,2018,Sep,Fall,D6,San Pablo Bay,SPB
D6.Sep.2018,Eucapsis,62622.72,,2018,Sep,Fall,D6,San Pablo Bay,SPB
D6.Sep.2018,Chlorella,4806.27,,2018,Sep,Fall,D6,San Pablo Bay,SPB
D6.Sep.2018,Navicula,845729.61,,2018,Sep,Fall,D6,San Pablo Bay,SPB
D7.Sep.2018,Cyclotella,319618.58,,2018,Sep,Fall,D7,Grizzly.Suisun Bay,GSB
D7.Sep.2018,Cryptomonas,658758.13,,2018,Sep,Fall,D7,Grizzly.Suisun Bay,GSB
D7.Sep.2018,Eucapsis,69961.32,,2018,Sep,Fall,D7,Grizzly.Suisun Bay,GSB
D7.Sep.2018,Chlorella,21524.52,,2018,Sep,Fall,D7,Grizzly.Suisun Bay,GSB
NZS42.Sep.2018,Eucapsis,80469.28,,2018,Sep,Fall,NZS42,Grizzly.Suisun Bay,GSB
NZ032.Sep.2018,Cryptomonas,1145061.06,,2018,Sep,Fall,NZ032,Grizzly.Suisun Bay,GSB
NZ032.Sep.2018,Eucapsis,49913.23,,2018,Sep,Fall,NZ032,Grizzly.Suisun Bay,GSB
NZ032.Sep.2018,Chlorella,3776.36,,2018,Sep,Fall,NZ032,Grizzly.Suisun Bay,GSB
NZ032.Sep.2018,Monoraphidium,905.73,,2018,Sep,Fall,NZ032,Grizzly.Suisun Bay,GSB
D41A.Sep.2018,Plagioselmis,36948.77,,2018,Sep,Fall,D41A,San Pablo Bay,SPB
D41A.Sep.2018,Eucapsis,16282.91,,2018,Sep,Fall,D41A,San Pablo Bay,SPB
D41A.Sep.2018,Chlorella,1585.41,,2018,Sep,Fall,D41A,San Pablo Bay,SPB
D41.Sep.2018,Cryptomonas,220204.73,,2018,Sep,Fall,D41,San Pablo Bay,SPB
D41.Sep.2018,Plagioselmis,762704,,2018,Sep,Fall,D41,San Pablo Bay,SPB
D41.Sep.2018,Chroococcus,33489.03,,2018,Sep,Fall,D41,San Pablo Bay,SPB
D41.Sep.2018,Eucapsis,44354.18,,2018,Sep,Fall,D41,San Pablo Bay,SPB
D41.Sep.2018,Chlamydomonas,74058.03,,2018,Sep,Fall,D41,San Pablo Bay,SPB
D41.Sep.2018,Chlorella,48377.01,,2018,Sep,Fall,D41,San Pablo Bay,SPB
NZ325.Sep.2018,Cyclotella,19372.25,,2018,Sep,Fall,NZ325,San Pablo Bay,SPB
NZ325.Sep.2018,Eucapsis,10156.58,,2018,Sep,Fall,NZ325,San Pablo Bay,SPB
NZ325.Sep.2018,Chlorella,339.36,,2018,Sep,Fall,NZ325,San Pablo Bay,SPB
NZ002.Sep.2018,Ochromonas,47061.47,,2018,Sep,Fall,NZ002,San Pablo Bay,SPB
NZ002.Sep.2018,Eucapsis,61750.87,,2018,Sep,Fall,NZ002,San Pablo Bay,SPB
NZ002.Sep.2018,Chlorella,31747.41,,2018,Sep,Fall,NZ002,San Pablo Bay,SPB
NZ004.Sep.2018,Eucapsis,46106.17,,2018,Sep,Fall,NZ004,San Pablo Bay,SPB
NZ004.Sep.2018,Chlamydomonas,46159.23,,2018,Sep,Fall,NZ004,San Pablo Bay,SPB
NZ004.Sep.2018,Chlorella,23130.19,,2018,Sep,Fall,NZ004,San Pablo Bay,SPB
C9.Sep.2018,Cyclotella,79641.47,,2018,Sep,Fall,C9,Southern Interior Delta,SID
C9.Sep.2018,Skeletonema,34977.67,,2018,Sep,Fall,C9,Southern Interior Delta,SID
C9.Sep.2018,Eucapsis,36755.07,,2018,Sep,Fall,C9,Southern Interior Delta,SID
C9.Sep.2018,Microcystis,199103.67,,2018,Sep,Fall,C9,Southern Interior Delta,SID
C9.Sep.2018,Pseudanabaena,26178.72,,2018,Sep,Fall,C9,Southern Interior Delta,SID
C9.Sep.2018,Ceratium,9098557.49,,2018,Sep,Fall,C9,Southern Interior Delta,SID
C9.Sep.2018,Chlorella,4185.45,,2018,Sep,Fall,C9,Southern Interior Delta,SID
C9.Sep.2018,Cocconeis,125112.44,,2018,Sep,Fall,C9,Southern Interior Delta,SID
C9.Sep.2018,Fragilaria,19910.37,,2018,Sep,Fall,C9,Southern Interior Delta,SID
C10A.Sep.2018,Aulacoseira,205241.13,,2018,Sep,Fall,C10A,Southern Interior Delta,SID
C10A.Sep.2018,Cyclotella,10890725.21,,2018,Sep,Fall,C10A,Southern Interior Delta,SID
C10A.Sep.2018,Skeletonema,539194.27,,2018,Sep,Fall,C10A,Southern Interior Delta,SID
C10A.Sep.2018,Pseudokephyrion,19910.37,,2018,Sep,Fall,C10A,Southern Interior Delta,SID
C10A.Sep.2018,Plagioselmis,506554.6,,2018,Sep,Fall,C10A,Southern Interior Delta,SID
C10A.Sep.2018,Eucapsis,101616.96,,2018,Sep,Fall,C10A,Southern Interior Delta,SID
C10A.Sep.2018,Microcystis,19910.37,,2018,Sep,Fall,C10A,Southern Interior Delta,SID
C10A.Sep.2018,Romeria,29931,,2018,Sep,Fall,C10A,Southern Interior Delta,SID
C10A.Sep.2018,Lagerheimia,30134.61,,2018,Sep,Fall,C10A,Southern Interior Delta,SID
C10A.Sep.2018,Scenedesmus,114639.19,,2018,Sep,Fall,C10A,Southern Interior Delta,SID
C10A.Sep.2018,Navicula,1801619.18,,2018,Sep,Fall,C10A,Southern Interior Delta,SID
C10A.Sep.2018,Nitzschia,27926.65,,2018,Sep,Fall,C10A,Southern Interior Delta,SID
C10A.Sep.2018,Surirella,5103557.03,,2018,Sep,Fall,C10A,Southern Interior Delta,SID
C10A.Sep.2018,Ulnaria,45201.91,,2018,Sep,Fall,C10A,Southern Interior Delta,SID
C3A.Apr.2019,Aulacoseira,79418.54,,2019,Apr,Spring,C3A,Northern Interior Delta,NID
C3A.Apr.2019,Cyclotella,47821.92,,2019,Apr,Spring,C3A,Northern Interior Delta,NID
C3A.Apr.2019,Thalassiosira,11741988.27,,2019,Apr,Spring,C3A,Northern Interior Delta,NID
C3A.Apr.2019,Eucapsis,24339.43,,2019,Apr,Spring,C3A,Northern Interior Delta,NID
C3A.Apr.2019,Planktolyngbya,3352.68,,2019,Apr,Spring,C3A,Northern Interior Delta,NID
C3A.Apr.2019,Chlorella,9338.86,,2019,Apr,Spring,C3A,Northern Interior Delta,NID
C3A.Apr.2019,Monoraphidium,3696.97,,2019,Apr,Spring,C3A,Northern Interior Delta,NID
C3A.Apr.2019,Adlafia,2821.13,,2019,Apr,Spring,C3A,Northern Interior Delta,NID
C3A.Apr.2019,Didymosphenia,1238192.66,,2019,Apr,Spring,C3A,Northern Interior Delta,NID
C3A.Apr.2019,Nitzschia,16635.33,,2019,Apr,Spring,C3A,Northern Interior Delta,NID
C9.Apr.2019,Cyclotella,62748.11,,2019,Apr,Spring,C9,Southern Interior Delta,SID
C9.Apr.2019,Eucapsis,24760.12,,2019,Apr,Spring,C9,Southern Interior Delta,SID
C9.Apr.2019,Chlorella,5395.78,,2019,Apr,Spring,C9,Southern Interior Delta,SID
C9.Apr.2019,Achnanthidium,59950.44,,2019,Apr,Spring,C9,Southern Interior Delta,SID
C9.Apr.2019,Fragilaria,24552.56,,2019,Apr,Spring,C9,Southern Interior Delta,SID
C9.Apr.2019,Plagiotropis,1212514.44,,2019,Apr,Spring,C9,Southern Interior Delta,SID
C10A.Apr.2019,Cyclotella,17269.03,,2019,Apr,Spring,C10A,Southern Interior Delta,SID
C10A.Apr.2019,Eucapsis,35697.84,,2019,Apr,Spring,C10A,Southern Interior Delta,SID
C10A.Apr.2019,Microcystis,6641.22,,2019,Apr,Spring,C10A,Southern Interior Delta,SID
C10A.Apr.2019,Chlorella,8992.97,,2019,Apr,Spring,C10A,Southern Interior Delta,SID
C10A.Apr.2019,Gomphonema,69980.65,,2019,Apr,Spring,C10A,Southern Interior Delta,SID
C10A.Apr.2019,Navicula,689758.79,,2019,Apr,Spring,C10A,Southern Interior Delta,SID
C10A.Apr.2019,Nitzschia,12315.33,,2019,Apr,Spring,C10A,Southern Interior Delta,SID
D4.Apr.2019,Eucapsis,64441.55,,2019,Apr,Spring,D4,Confluence,CON
D4.Apr.2019,Chlorella,12333.22,,2019,Apr,Spring,D4,Confluence,CON
NZ068.Apr.2019,Eucapsis,82145.59,,2019,Apr,Spring,NZ068,Northern Interior Delta,NID
NZ068.Apr.2019,Chlorella,14163.93,,2019,Apr,Spring,NZ068,Northern Interior Delta,NID
D12.Apr.2019,Eucapsis,63977.94,,2019,Apr,Spring,D12,Confluence,CON
D12.Apr.2019,Pinnularia,423160.34,,2019,Apr,Spring,D12,Confluence,CON
D19.Apr.2019,Cryptomonas,231333.51,,2019,Apr,Spring,D19,Central Delta,CED
D19.Apr.2019,Plagioselmis,84482.09,,2019,Apr,Spring,D19,Central Delta,CED
D19.Apr.2019,Eucapsis,35697.84,,2019,Apr,Spring,D19,Central Delta,CED
D19.Apr.2019,Chlorella,3597.19,,2019,Apr,Spring,D19,Central Delta,CED
D19.Apr.2019,Ulnaria,45639.57,,2019,Apr,Spring,D19,Central Delta,CED
D28A.Apr.2019,Plagioselmis,176911.18,,2019,Apr,Spring,D28A,Central Delta,CED
D28A.Apr.2019,Eucapsis,22608.63,,2019,Apr,Spring,D28A,Central Delta,CED
D28A.Apr.2019,Chlorella,2158.31,,2019,Apr,Spring,D28A,Central Delta,CED
D28A.Apr.2019,Cocconeis,177670.52,,2019,Apr,Spring,D28A,Central Delta,CED
D28A.Apr.2019,Gomphoneis,152435.74,,2019,Apr,Spring,D28A,Central Delta,CED
D16.Apr.2019,Eucapsis,43303.91,,2019,Apr,Spring,D16,Central Delta,CED
D16.Apr.2019,Microcystis,14942.74,,2019,Apr,Spring,D16,Central Delta,CED
D16.Apr.2019,Monoraphidium,2210.3,,2019,Apr,Spring,D16,Central Delta,CED
D26.Apr.2019,Eucapsis,33507.29,,2019,Apr,Spring,D26,Central Delta,CED
D26.Apr.2019,Chlorella,4856.21,,2019,Apr,Spring,D26,Central Delta,CED
MD10A.Apr.2019,Eucapsis,27043.82,,2019,Apr,Spring,MD10A,Southern Interior Delta,SID
MD10A.Apr.2019,Chlorella,15512.88,,2019,Apr,Spring,MD10A,Southern Interior Delta,SID
MD10A.Apr.2019,Drepanochloris,2642.33,,2019,Apr,Spring,MD10A,Southern Interior Delta,SID
P8.Apr.2019,Cyclotella,422165.99,,2019,Apr,Spring,P8,Southern Interior Delta,SID
P8.Apr.2019,Eucapsis,79328.53,,2019,Apr,Spring,P8,Southern Interior Delta,SID
P8.Apr.2019,Chlorella,14388.75,,2019,Apr,Spring,P8,Southern Interior Delta,SID
P8.Apr.2019,Monoraphidium,31522.74,,2019,Apr,Spring,P8,Southern Interior Delta,SID
P8.Apr.2019,Cymbella,496638.67,,2019,Apr,Spring,P8,Southern Interior Delta,SID
P8.Apr.2019,Navicula,300382.86,,2019,Apr,Spring,P8,Southern Interior Delta,SID
P8.Apr.2019,Nitzschia,43994.28,,2019,Apr,Spring,P8,Southern Interior Delta,SID
EZ6.Apr.2019,Thalassiosira,598264.11,,2019,Apr,Spring,EZ6,Low Salinity Zone,LSZ
