Year,Month,Season,DateTime,StationCode,Region,RegionAbbreviation,AlgalType,Genus,BV.per.mL
2018,Oct,Fall,2018-10-11T16:30:00Z,C9,Southern Interior Delta,SID,Cryptophyte,Plagioselmis,65733.77
2018,Oct,Fall,2018-10-11T16:30:00Z,C9,Southern Interior Delta,SID,Cyanobacterium,Chroococcus,28270.63
2018,Oct,Fall,2018-10-11T16:30:00Z,C9,Southern Interior Delta,SID,Cyanobacterium,Eucapsis,19201.11
2018,Oct,Fall,2018-10-11T16:30:00Z,C9,Southern Interior Delta,SID,Cyanobacterium,Microcystis,77337.97
2018,Oct,Fall,2018-10-11T16:30:00Z,C9,Southern Interior Delta,SID,Cyanobacterium,Pseudanabaena,1675.14
2018,Oct,Fall,2018-10-11T16:30:00Z,C9,Southern Interior Delta,SID,Cyanobacterium,Synechococcus,16265.47
2018,Oct,Fall,2018-10-11T16:30:00Z,C9,Southern Interior Delta,SID,Green Alga,Chlorella,7285.37
2018,Oct,Fall,2018-10-11T18:00:00Z,C10A,Southern Interior Delta,SID,Centric Diatom,Cyclotella,301932.21
2018,Oct,Fall,2018-10-11T18:00:00Z,C10A,Southern Interior Delta,SID,Centric Diatom,Skeletonema,276683.94
2018,Oct,Fall,2018-10-11T18:00:00Z,C10A,Southern Interior Delta,SID,Cryptophyte,Hemiselmis,4012.57
2018,Oct,Fall,2018-10-11T18:00:00Z,C10A,Southern Interior Delta,SID,Cryptophyte,Plagioselmis,94191.51
2018,Oct,Fall,2018-10-11T18:00:00Z,C10A,Southern Interior Delta,SID,Cyanobacterium,Aphanizomenon,94316.32
2018,Oct,Fall,2018-10-11T18:00:00Z,C10A,Southern Interior Delta,SID,Cyanobacterium,Chroococcus,17710.29
2018,Oct,Fall,2018-10-11T18:00:00Z,C10A,Southern Interior Delta,SID,Cyanobacterium,Eucapsis,21655.86
2018,Oct,Fall,2018-10-11T18:00:00Z,C10A,Southern Interior Delta,SID,Green Alga,Chlorella,10928.05
2018,Oct,Fall,2018-10-11T18:00:00Z,C10A,Southern Interior Delta,SID,Green Alga,Monoraphidium,9126.91
2018,Oct,Fall,2018-10-11T18:00:00Z,C10A,Southern Interior Delta,SID,Green Alga,Rusalka,26141.72
2018,Oct,Fall,2018-10-11T18:00:00Z,C10A,Southern Interior Delta,SID,Pennate Diatom,Achnanthidium,64885.92
2018,Oct,Fall,2018-10-11T18:00:00Z,C10A,Southern Interior Delta,SID,Pennate Diatom,Cocconeis,24539.72
2018,Oct,Fall,2018-10-11T18:00:00Z,C10A,Southern Interior Delta,SID,Pennate Diatom,Navicula,386582.91
2018,Oct,Fall,2018-10-11T18:00:00Z,C10A,Southern Interior Delta,SID,Pennate Diatom,Nitzschia,373030.96
2018,Oct,Fall,2018-10-11T18:00:00Z,C10A,Southern Interior Delta,SID,Pennate Diatom,Odontidium,138060.95
2018,Oct,Fall,2018-10-11T18:00:00Z,C10A,Southern Interior Delta,SID,Pennate Diatom,Plagiotropis,1822938.78
2018,Oct,Fall,2018-10-11T18:00:00Z,C10A,Southern Interior Delta,SID,Pennate Diatom,Planothidium,61309.95
2018,Oct,Fall,2018-10-11T18:00:00Z,C10A,Southern Interior Delta,SID,Pennate Diatom,Seminavis,32665.24
2018,Oct,Fall,2018-10-12T13:15:00Z,D4,Confluence,CON,Cryptophyte,Plagioselmis,76875.54000000001
2018,Oct,Fall,2018-10-12T13:15:00Z,D4,Confluence,CON,Cyanobacterium,Eucapsis,23644.02
2018,Oct,Fall,2018-10-12T13:15:00Z,D4,Confluence,CON,Green Alga,Chlorella,1252.4099999999999
2018,Oct,Fall,2018-10-12T14:50:00Z,D22,Confluence,CON,Cryptophyte,Plagioselmis,32602.34
2018,Oct,Fall,2018-10-12T14:50:00Z,D22,Confluence,CON,Cyanobacterium,Eucapsis,31272.49
2018,Oct,Fall,2018-10-12T14:50:00Z,D22,Confluence,CON,Green Alga,Chlorella,1471.58
2018,Oct,Fall,2018-10-12T14:50:00Z,D22,Confluence,CON,Green Alga,Coccomyxa,9419.47
2018,Oct,Fall,2018-10-12T14:50:00Z,D22,Confluence,CON,Pennate Diatom,Achnanthidium,22028.61
2018,Oct,Fall,2018-10-12T14:50:00Z,D22,Confluence,CON,Pennate Diatom,Planothidium,11842.99
2018,Oct,Fall,2018-10-12T15:35:00Z,EZ2,Low Salinity Zone,LSZ,Chrysophyte,Ochromonas,8835.17
2018,Oct,Fall,2018-10-12T15:35:00Z,EZ2,Low Salinity Zone,LSZ,Cryptophyte,Plagioselmis,93384.34
2018,Oct,Fall,2018-10-12T15:35:00Z,EZ2,Low Salinity Zone,LSZ,Cyanobacterium,Eucapsis,24152.21
2018,Oct,Fall,2018-10-12T15:35:00Z,EZ2,Low Salinity Zone,LSZ,Cyanobacterium,Snowella,511.22
2018,Oct,Fall,2018-10-12T15:35:00Z,EZ2,Low Salinity Zone,LSZ,Green Alga,Chlorella,3121.67
2018,Oct,Fall,2018-10-12T15:35:00Z,EZ2,Low Salinity Zone,LSZ,Green Alga,Coccomyxa,3063.48
2018,Oct,Fall,2018-10-12T15:35:00Z,EZ2,Low Salinity Zone,LSZ,Pennate Diatom,Seminavis,41143.1
2018,Oct,Fall,2018-10-12T16:25:00Z,NZ068,Northern Interior Delta,NID,Centric Diatom,Cyclotella,64623.42
2018,Oct,Fall,2018-10-12T16:25:00Z,NZ068,Northern Interior Delta,NID,Centric Diatom,Thalassiosira,1871912.68
2018,Oct,Fall,2018-10-12T16:25:00Z,NZ068,Northern Interior Delta,NID,Cryptophyte,Hemiselmis,2571.18
2018,Oct,Fall,2018-10-12T16:25:00Z,NZ068,Northern Interior Delta,NID,Cryptophyte,Plagioselmis,37332.07
2018,Oct,Fall,2018-10-12T16:25:00Z,NZ068,Northern Interior Delta,NID,Cyanobacterium,Eucapsis,17592.71
2018,Oct,Fall,2018-10-12T16:25:00Z,NZ068,Northern Interior Delta,NID,Green Alga,Chlorella,1525.63
2018,Oct,Fall,2018-10-12T16:25:00Z,NZ068,Northern Interior Delta,NID,Pennate Diatom,Nitzschia,8995.63
2018,Oct,Fall,2018-10-12T17:10:00Z,C3A,Northern Interior Delta,NID,Cryptophyte,Plagioselmis,62958.49
2018,Oct,Fall,2018-10-12T17:10:00Z,C3A,Northern Interior Delta,NID,Cyanobacterium,Eucapsis,8113.14
2018,Oct,Fall,2018-10-12T17:10:00Z,C3A,Northern Interior Delta,NID,Cyanobacterium,Microcystis,1593.89
2018,Oct,Fall,2018-10-12T17:10:00Z,C3A,Northern Interior Delta,NID,Green Alga,Chlorella,1700.56
2018,Oct,Fall,2018-10-12T17:10:00Z,C3A,Northern Interior Delta,NID,Green Alga,Coccomyxa,3975.84
2018,Oct,Fall,2018-10-12T17:10:00Z,C3A,Northern Interior Delta,NID,Pennate Diatom,Cocconeis,20289.81
2018,Oct,Fall,2018-10-12T17:10:00Z,C3A,Northern Interior Delta,NID,Pennate Diatom,Gomphonema,94211.8
2018,Oct,Fall,2018-10-12T17:10:00Z,C3A,Northern Interior Delta,NID,Pennate Diatom,Navicula,168201.84
2018,Oct,Fall,2018-10-12T17:10:00Z,C3A,Northern Interior Delta,NID,Pennate Diatom,Nitzschia,6539.9400000000005
2018,Oct,Fall,2018-10-12T17:10:00Z,C3A,Northern Interior Delta,NID,Pennate Diatom,Ulnaria,7141256.74
2018,Oct,Fall,2018-10-15T16:45:00Z,D12,Confluence,CON,Cyanobacterium,Chroococcus,8538.71
2018,Oct,Fall,2018-10-15T16:45:00Z,D12,Confluence,CON,Cyanobacterium,Eucapsis,23991.73
2018,Oct,Fall,2018-10-15T16:45:00Z,D12,Confluence,CON,Cyanobacterium,Microcystis,4269.35
2018,Oct,Fall,2018-10-15T16:45:00Z,D12,Confluence,CON,Green Alga,Chlorella,690.47
2018,Oct,Fall,2018-10-15T16:45:00Z,D12,Confluence,CON,Green Alga,Coccomyxa,12353.5
2018,Oct,Fall,2018-10-15T16:45:00Z,D12,Confluence,CON,Pennate Diatom,Entomoneis,602325.02
2018,Oct,Fall,2018-10-15T16:45:00Z,D12,Confluence,CON,Pennate Diatom,Gyrosigma,228475.18
2018,Oct,Fall,2018-10-15T16:45:00Z,D12,Confluence,CON,Pennate Diatom,Nitzschia,1697.48
2018,Oct,Fall,2018-10-15T16:45:00Z,EZ6 SJR,Low Salinity Zone,LSZ,Cryptophyte,Hemiselmis,19846.72
2018,Oct,Fall,2018-10-15T16:45:00Z,EZ6 SJR,Low Salinity Zone,LSZ,Cyanobacterium,Eucapsis,48099.36
2018,Oct,Fall,2018-10-15T16:45:00Z,EZ6 SJR,Low Salinity Zone,LSZ,Green Alga,Chlorella,1156.24
2018,Oct,Fall,2018-10-15T16:45:00Z,EZ6 SJR,Low Salinity Zone,LSZ,Pennate Diatom,Nitzschia,36847.2
2018,Oct,Fall,2018-10-15T17:50:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Centric Diatom,Skeletonema,8156.22
2018,Oct,Fall,2018-10-15T17:50:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Cryptophyte,Plagioselmis,33984.23
2018,Oct,Fall,2018-10-15T17:50:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Cyanobacterium,Chroococcus,3700.51
2018,Oct,Fall,2018-10-15T17:50:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Cyanobacterium,Eucapsis,23470.17
2018,Oct,Fall,2018-10-15T17:50:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Cyanobacterium,Microcystis,32816.36
2018,Oct,Fall,2018-10-15T17:50:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Green Alga,Chlorella,3312.79
2018,Oct,Fall,2018-10-15T18:40:00Z,D19,Central Delta,CED,Cryptophyte,Plagioselmis,162458.93
2018,Oct,Fall,2018-10-15T18:40:00Z,D19,Central Delta,CED,Cyanobacterium,Chroococcus,7031.88
2018,Oct,Fall,2018-10-15T18:40:00Z,D19,Central Delta,CED,Cyanobacterium,Eucapsis,18612.51
2018,Oct,Fall,2018-10-15T18:40:00Z,D19,Central Delta,CED,Cyanobacterium,Microcystis,13327.15
2018,Oct,Fall,2018-10-15T18:40:00Z,D19,Central Delta,CED,Cyanobacterium,Pseudanabaena,1872.26
2018,Oct,Fall,2018-10-15T18:40:00Z,D19,Central Delta,CED,Cyanobacterium,Snowella,426.47
2018,Oct,Fall,2018-10-15T18:40:00Z,D19,Central Delta,CED,Green Alga,Chlorella,1705.11
2018,Oct,Fall,2018-10-15T18:40:00Z,D19,Central Delta,CED,Pennate Diatom,Cocconeis,111179.67
2018,Oct,Fall,2018-10-15T18:40:00Z,D19,Central Delta,CED,Pennate Diatom,Navicula,197765.75
2018,Oct,Fall,2018-10-15T18:40:00Z,D19,Central Delta,CED,Pennate Diatom,Nitzschia,7553.97
2018,Oct,Fall,2018-10-15T19:20:00Z,D28A,Central Delta,CED,Centric Diatom,Cyclotella,10094.26
2018,Oct,Fall,2018-10-15T19:20:00Z,D28A,Central Delta,CED,Centric Diatom,Skeletonema,8511.16
2018,Oct,Fall,2018-10-15T19:20:00Z,D28A,Central Delta,CED,Cryptophyte,Cryptomonas,76169.99
2018,Oct,Fall,2018-10-15T19:20:00Z,D28A,Central Delta,CED,Cryptophyte,Hemiselmis,2898.73
2018,Oct,Fall,2018-10-15T19:20:00Z,D28A,Central Delta,CED,Cryptophyte,Plagioselmis,264679.49
2018,Oct,Fall,2018-10-15T19:20:00Z,D28A,Central Delta,CED,Cyanobacterium,Eucapsis,10087.34
2018,Oct,Fall,2018-10-15T19:20:00Z,D28A,Central Delta,CED,Cyanobacterium,Microcystis,10311.07
2018,Oct,Fall,2018-10-15T19:20:00Z,D28A,Central Delta,CED,Green Alga,Chlorella,2577.77
2018,Oct,Fall,2018-10-15T19:20:00Z,D28A,Central Delta,CED,Pennate Diatom,Cocconeis,98819.42
2018,Oct,Fall,2018-10-15T19:20:00Z,D28A,Central Delta,CED,Pennate Diatom,Nitzschia,3676.76
2018,Oct,Fall,2018-10-16T16:30:00Z,D16,Central Delta,CED,Cryptophyte,Plagioselmis,65804.42
2018,Oct,Fall,2018-10-16T16:30:00Z,D16,Central Delta,CED,Cyanobacterium,Eucapsis,32779.08
2018,Oct,Fall,2018-10-16T16:30:00Z,D16,Central Delta,CED,Green Alga,Chlorella,14778.77
2018,Oct,Fall,2018-10-16T16:30:00Z,D16,Central Delta,CED,Green Alga,Coccomyxa,17655.7
2018,Oct,Fall,2018-10-16T17:20:00Z,D26,Central Delta,CED,Centric Diatom,Cyclotella,41917.57
2018,Oct,Fall,2018-10-16T17:20:00Z,D26,Central Delta,CED,Cryptophyte,Plagioselmis,54438.68
2018,Oct,Fall,2018-10-16T17:20:00Z,D26,Central Delta,CED,Cyanobacterium,Eucapsis,34939.26
2018,Oct,Fall,2018-10-16T17:20:00Z,D26,Central Delta,CED,Green Alga,Chlorella,6658.72
2018,Oct,Fall,2018-10-16T17:20:00Z,D26,Central Delta,CED,Green Alga,Coccomyxa,36831.05
2018,Oct,Fall,2018-10-16T18:35:00Z,MD10A,Southern Interior Delta,SID,Cryptophyte,Plagioselmis,42976.45
2018,Oct,Fall,2018-10-16T18:35:00Z,MD10A,Southern Interior Delta,SID,Cyanobacterium,Chroococcus,104209.24
2018,Oct,Fall,2018-10-16T18:35:00Z,MD10A,Southern Interior Delta,SID,Cyanobacterium,Eucapsis,25443.38
2018,Oct,Fall,2018-10-16T18:35:00Z,MD10A,Southern Interior Delta,SID,Green Alga,Chlorella,3431.4
2018,Oct,Fall,2018-10-16T18:35:00Z,MD10A,Southern Interior Delta,SID,Green Alga,Coccomyxa,35673.09
2018,Oct,Fall,2018-10-16T18:35:00Z,MD10A,Southern Interior Delta,SID,Green Alga,Drepanochloris,680.9
2018,Oct,Fall,2018-10-16T18:35:00Z,MD10A,Southern Interior Delta,SID,Pennate Diatom,Achnanthidium,10652.13
2018,Oct,Fall,2018-10-16T19:50:00Z,P8,Southern Interior Delta,SID,Centric Diatom,Cyclotella,12189.9
2018,Oct,Fall,2018-10-16T19:50:00Z,P8,Southern Interior Delta,SID,Centric Diatom,Skeletonema,14571.02
2018,Oct,Fall,2018-10-16T19:50:00Z,P8,Southern Interior Delta,SID,Cryptophyte,Cryptomonas,74042.73
2018,Oct,Fall,2018-10-16T19:50:00Z,P8,Southern Interior Delta,SID,Cryptophyte,Plagioselmis,481304.06
2018,Oct,Fall,2018-10-16T19:50:00Z,P8,Southern Interior Delta,SID,Cyanobacterium,Chroococcus,16658.94
2018,Oct,Fall,2018-10-16T19:50:00Z,P8,Southern Interior Delta,SID,Cyanobacterium,Eucapsis,9894.86
2018,Oct,Fall,2018-10-16T19:50:00Z,P8,Southern Interior Delta,SID,Cyanobacterium,Snowella,260.62
2018,Oct,Fall,2018-10-16T19:50:00Z,P8,Southern Interior Delta,SID,Green Alga,Chlorella,24427.42
2018,Oct,Fall,2018-10-16T19:50:00Z,P8,Southern Interior Delta,SID,Green Alga,Coccomyxa,4768.9000000000005
2018,Oct,Fall,2018-10-16T19:50:00Z,P8,Southern Interior Delta,SID,Green Alga,Desmodesmus,18751.67
2018,Oct,Fall,2018-10-16T19:50:00Z,P8,Southern Interior Delta,SID,Green Alga,Lemmermannia,9375.84
2018,Oct,Fall,2018-10-16T19:50:00Z,P8,Southern Interior Delta,SID,Green Alga,Monoraphidium,6094.95
2018,Oct,Fall,2018-10-16T19:50:00Z,P8,Southern Interior Delta,SID,Pennate Diatom,Achnanthidium,5239.24
2018,Oct,Fall,2018-10-16T19:50:00Z,P8,Southern Interior Delta,SID,Pennate Diatom,Nitzschia,10670.46
2018,Oct,Fall,2018-10-17T14:15:00Z,EZ6,Low Salinity Zone,LSZ,Cryptophyte,Plagioselmis,70002.01
2018,Oct,Fall,2018-10-17T14:15:00Z,EZ6,Low Salinity Zone,LSZ,Cyanobacterium,Eucapsis,27246.64
2018,Oct,Fall,2018-10-17T14:15:00Z,EZ6,Low Salinity Zone,LSZ,Cyanobacterium,Snowella,805.55
2018,Oct,Fall,2018-10-17T14:15:00Z,EZ6,Low Salinity Zone,LSZ,Green Alga,Coccomyxa,41878.49
2018,Oct,Fall,2018-10-17T14:15:00Z,EZ6,Low Salinity Zone,LSZ,Pennate Diatom,Cocconeis,58368.36
2018,Oct,Fall,2018-10-17T14:15:00Z,EZ6,Low Salinity Zone,LSZ,Pennate Diatom,Entomoneis,960526.59
2018,Oct,Fall,2018-10-17T14:15:00Z,EZ6,Low Salinity Zone,LSZ,Pennate Diatom,Nitzschia,14414.35
2018,Oct,Fall,2018-10-17T16:55:00Z,D8,Grizzly.Suisun Bay,GSB,Cryptophyte,Plagioselmis,152984.87
2018,Oct,Fall,2018-10-17T16:55:00Z,D8,Grizzly.Suisun Bay,GSB,Cyanobacterium,Eucapsis,71700.01
2018,Oct,Fall,2018-10-17T16:55:00Z,D8,Grizzly.Suisun Bay,GSB,Green Alga,Chlorella,12199.22
2018,Oct,Fall,2018-10-17T16:55:00Z,D8,Grizzly.Suisun Bay,GSB,Green Alga,Coccomyxa,30442.07
2018,Oct,Fall,2018-10-17T17:40:00Z,D10,Confluence,CON,Centric Diatom,Skeletonema,33757.94
2018,Oct,Fall,2018-10-17T17:40:00Z,D10,Confluence,CON,Cyanobacterium,Eucapsis,47430.69
2018,Oct,Fall,2018-10-17T17:40:00Z,D10,Confluence,CON,Cyanobacterium,Snowella,464.74
2018,Oct,Fall,2018-10-17T17:40:00Z,D10,Confluence,CON,Cyanobacterium,Synechococcus,31881.28
2018,Oct,Fall,2018-10-17T17:40:00Z,D10,Confluence,CON,Green Alga,Chlorella,1245.18
2018,Oct,Fall,2018-10-17T17:40:00Z,D10,Confluence,CON,Green Alga,Coccomyxa,152051.12
2018,Oct,Fall,2018-10-18T20:05:00Z,D6,San Pablo Bay,SPB,Cryptophyte,Plagioselmis,226472.24
2018,Oct,Fall,2018-10-18T20:05:00Z,D6,San Pablo Bay,SPB,Cyanobacterium,Eucapsis,22155.13
2018,Oct,Fall,2018-10-18T20:05:00Z,D6,San Pablo Bay,SPB,Cyanobacterium,Microcystis,4597.77
2018,Oct,Fall,2018-10-18T20:05:00Z,D6,San Pablo Bay,SPB,Green Alga,Coccomyxa,92067.86
2018,Oct,Fall,2018-10-18T20:55:00Z,D7,Grizzly.Suisun Bay,GSB,Cyanobacterium,Eucapsis,52515.35
2018,Oct,Fall,2018-10-18T20:55:00Z,D7,Grizzly.Suisun Bay,GSB,Green Alga,Chlorella,3776.36
2018,Oct,Fall,2018-10-18T20:55:00Z,D7,Grizzly.Suisun Bay,GSB,Green Alga,Coccomyxa,78031.19
2018,Oct,Fall,2018-10-18T21:50:00Z,NZS42,Grizzly.Suisun Bay,GSB,Cyanobacterium,Eucapsis,64372.7
2018,Oct,Fall,2018-10-18T21:50:00Z,NZS42,Grizzly.Suisun Bay,GSB,Green Alga,Chlorella,2753.19
2018,Oct,Fall,2018-10-18T21:50:00Z,NZS42,Grizzly.Suisun Bay,GSB,Green Alga,Coccomyxa,40910.54
2018,Oct,Fall,2018-10-18T22:45:00Z,NZ032,Grizzly.Suisun Bay,GSB,Cyanobacterium,Eucapsis,43260.11
2018,Oct,Fall,2018-10-18T22:45:00Z,NZ032,Grizzly.Suisun Bay,GSB,Green Alga,Coccomyxa,18763.78
2018,Oct,Fall,2018-10-19T15:45:00Z,D41A,San Pablo Bay,SPB,Cryptophyte,Plagioselmis,197815.89
2018,Oct,Fall,2018-10-19T15:45:00Z,D41A,San Pablo Bay,SPB,Cyanobacterium,Eucapsis,51155.15
2018,Oct,Fall,2018-10-19T15:45:00Z,D41A,San Pablo Bay,SPB,Green Alga,Chlorella,8713.73
2018,Oct,Fall,2018-10-19T15:45:00Z,D41A,San Pablo Bay,SPB,Green Alga,Coccomyxa,60703.85
2018,Oct,Fall,2018-10-19T16:35:00Z,D41,San Pablo Bay,SPB,Centric Diatom,Cyclotella,78325.57
2018,Oct,Fall,2018-10-19T16:35:00Z,D41,San Pablo Bay,SPB,Cryptophyte,Plagioselmis,421417.76
2018,Oct,Fall,2018-10-19T16:35:00Z,D41,San Pablo Bay,SPB,Cyanobacterium,Eucapsis,22311.15
2018,Oct,Fall,2018-10-19T16:35:00Z,D41,San Pablo Bay,SPB,Cyanobacterium,Microcystis,12489.21
2018,Oct,Fall,2018-10-19T16:35:00Z,D41,San Pablo Bay,SPB,Green Alga,Chlorella,2457.79
2018,Oct,Fall,2018-10-19T16:35:00Z,D41,San Pablo Bay,SPB,Green Alga,Coccomyxa,17204.52
2018,Oct,Fall,2018-10-19T17:20:00Z,NZ325,San Pablo Bay,SPB,Cryptophyte,Hemiselmis,1313.45
2018,Oct,Fall,2018-10-19T17:20:00Z,NZ325,San Pablo Bay,SPB,Cryptophyte,Plagioselmis,289891.41
2018,Oct,Fall,2018-10-19T17:20:00Z,NZ325,San Pablo Bay,SPB,Cyanobacterium,Eucapsis,26502.94
2018,Oct,Fall,2018-10-19T17:20:00Z,NZ325,San Pablo Bay,SPB,Cyanobacterium,Microcystis,9961.83
2018,Oct,Fall,2018-10-19T17:20:00Z,NZ325,San Pablo Bay,SPB,Green Alga,Chlorella,1888.8
2018,Oct,Fall,2018-10-19T17:20:00Z,NZ325,San Pablo Bay,SPB,Green Alga,Coccomyxa,13328.29
2018,Oct,Fall,2018-10-19T17:30:00Z,NZ002,San Pablo Bay,SPB,Cryptophyte,Hemiselmis,3422.97
2018,Oct,Fall,2018-10-19T17:30:00Z,NZ002,San Pablo Bay,SPB,Cryptophyte,Plagioselmis,664884.48
2018,Oct,Fall,2018-10-19T17:30:00Z,NZ002,San Pablo Bay,SPB,Cyanobacterium,Eucapsis,33588.42
2018,Oct,Fall,2018-10-19T17:30:00Z,NZ002,San Pablo Bay,SPB,Cyanobacterium,Microcystis,11485.73
2018,Oct,Fall,2018-10-19T17:30:00Z,NZ002,San Pablo Bay,SPB,Green Alga,Chlorella,1739.21
2018,Oct,Fall,2018-10-19T17:30:00Z,NZ002,San Pablo Bay,SPB,Green Alga,Coccomyxa,15277.8
2018,Oct,Fall,2018-10-19T17:50:00Z,NZ004,San Pablo Bay,SPB,Cryptophyte,Plagioselmis,39847.3
2018,Oct,Fall,2018-10-19T17:50:00Z,NZ004,San Pablo Bay,SPB,Cyanobacterium,Eucapsis,34616.08
2018,Oct,Fall,2018-10-19T17:50:00Z,NZ004,San Pablo Bay,SPB,Cyanobacterium,Microcystis,31272.97
2018,Oct,Fall,2018-10-19T17:50:00Z,NZ004,San Pablo Bay,SPB,Green Alga,Chlorella,576.11
2018,Oct,Fall,2018-10-19T17:50:00Z,NZ004,San Pablo Bay,SPB,Green Alga,Coccomyxa,40421.05
2018,Sep,Fall,2018-09-07T22:15:00Z,C3A,Northern Interior Delta,NID,Cryptophyte,Plagioselmis,88604.56
2018,Sep,Fall,2018-09-07T22:15:00Z,C3A,Northern Interior Delta,NID,Cyanobacterium,Eucapsis,44541.87
2018,Sep,Fall,2018-09-07T22:15:00Z,C3A,Northern Interior Delta,NID,Green Alga,Mucidosphaerium,85054.88
2018,Sep,Fall,2018-09-07T22:15:00Z,C3A,Northern Interior Delta,NID,Pennate Diatom,Fragilaria,223991.63
2018,Sep,Fall,2018-09-07T22:15:00Z,C3A,Northern Interior Delta,NID,Pennate Diatom,Ulnaria,943229.72
2018,Sep,Fall,2018-09-13T13:25:00Z,D4,Confluence,CON,Cyanobacterium,Eucapsis,97061.18
2018,Sep,Fall,2018-09-13T13:25:00Z,EZ6,Low Salinity Zone,LSZ,Cyanobacterium,Eucapsis,127089.5
2018,Sep,Fall,2018-09-13T13:25:00Z,EZ6,Low Salinity Zone,LSZ,Green Alga,Chlorella,18815.56
2018,Sep,Fall,2018-09-13T14:45:00Z,D22,Confluence,CON,Cryptophyte,Plagioselmis,91494.19
2018,Sep,Fall,2018-09-13T14:45:00Z,D22,Confluence,CON,Cyanobacterium,Eucapsis,91487.88
2018,Sep,Fall,2018-09-13T14:45:00Z,D22,Confluence,CON,Green Alga,Chlorella,32965.76
2018,Sep,Fall,2018-09-13T14:45:00Z,EZ2,Low Salinity Zone,LSZ,Cryptophyte,Plagioselmis,190304.95
2018,Sep,Fall,2018-09-13T14:45:00Z,EZ2,Low Salinity Zone,LSZ,Cyanobacterium,Eucapsis,68388.23
2018,Sep,Fall,2018-09-13T14:45:00Z,EZ2,Low Salinity Zone,LSZ,Green Alga,Chlorella,19976.16
2018,Sep,Fall,2018-09-13T14:45:00Z,EZ2,Low Salinity Zone,LSZ,Pennate Diatom,Entomoneis,1727896.76
2018,Sep,Fall,2018-09-13T14:45:00Z,EZ2,Low Salinity Zone,LSZ,Pennate Diatom,Nitzschia,43764
2018,Sep,Fall,2018-09-13T15:35:00Z,NZ068,Northern Interior Delta,NID,Centric Diatom,Cyclotella,55136.4
2018,Sep,Fall,2018-09-13T15:35:00Z,NZ068,Northern Interior Delta,NID,Cryptophyte,Plagioselmis,78372.87
2018,Sep,Fall,2018-09-13T15:35:00Z,NZ068,Northern Interior Delta,NID,Cyanobacterium,Eucapsis,53386.32
2018,Sep,Fall,2018-09-13T15:35:00Z,NZ068,Northern Interior Delta,NID,Green Alga,Chlorella,4354.05
2018,Sep,Fall,2018-09-13T15:35:00Z,NZ068,Northern Interior Delta,NID,Pennate Diatom,Nitzschia,27421.82
2018,Sep,Fall,2018-09-13T15:35:00Z,NZ068,Northern Interior Delta,NID,Pennate Diatom,Ulnaria,55136.4
2018,Sep,Fall,2018-09-14T14:40:00Z,D12,Confluence,CON,Centric Diatom,Cyclotella,27735.29
2018,Sep,Fall,2018-09-14T14:40:00Z,D12,Confluence,CON,Cryptophyte,Plagioselmis,104795.17
2018,Sep,Fall,2018-09-14T14:40:00Z,D12,Confluence,CON,Cyanobacterium,Eucapsis,93725.43
2018,Sep,Fall,2018-09-14T14:40:00Z,D12,Confluence,CON,Pennate Diatom,Nitzschia,82796.2
2018,Sep,Fall,2018-09-14T14:40:00Z,D12,Confluence,CON,Pennate Diatom,Ulnaria,95290.52
2018,Sep,Fall,2018-09-14T15:35:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Cyanobacterium,Eucapsis,59956.99
2018,Sep,Fall,2018-09-14T15:35:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Green Alga,Chlorella,9407.78
2018,Sep,Fall,2018-09-14T15:35:00Z,EZ2 SJR,Low Salinity Zone,LSZ,Pennate Diatom,Nitzschia,11554.24
2018,Sep,Fall,2018-09-14T16:25:00Z,D19,Central Delta,CED,Centric Diatom,Cyclotella,67802.87
2018,Sep,Fall,2018-09-14T16:25:00Z,D19,Central Delta,CED,Cryptophyte,Plagioselmis,312125.17
2018,Sep,Fall,2018-09-14T16:25:00Z,D19,Central Delta,CED,Cyanobacterium,Eucapsis,44085.81
2018,Sep,Fall,2018-09-14T16:25:00Z,D19,Central Delta,CED,Cyanobacterium,Microcystis,28695.17
2018,Sep,Fall,2018-09-14T16:25:00Z,D19,Central Delta,CED,Green Alga,Sphaerocystis,14347.59
2018,Sep,Fall,2018-09-14T17:05:00Z,D28A,Central Delta,CED,Cryptophyte,Plagioselmis,25085.8
2018,Sep,Fall,2018-09-14T17:05:00Z,D28A,Central Delta,CED,Cyanobacterium,Chroococcus,30210.86
2018,Sep,Fall,2018-09-14T17:05:00Z,D28A,Central Delta,CED,Cyanobacterium,Eucapsis,42757.43
2018,Sep,Fall,2018-09-14T17:05:00Z,D28A,Central Delta,CED,Cyanobacterium,Synechococcus,9512.46
2018,Sep,Fall,2018-09-14T17:05:00Z,D28A,Central Delta,CED,Green Alga,Chlamydomonas,20384.62
2018,Sep,Fall,2018-09-14T17:05:00Z,D28A,Central Delta,CED,Green Alga,Chlorella,58946.58
