Region,Region Abbreviation,Year,Season,Month,SampleDate,SampleTime,StationCode,Factor,Taxon,Algal Type,Genus,Species,Unit Abundance,Total Cells Counted,GALD 1,Group Code,Biovolume (individual cell),Biovolume per mL
Grizzly.Suisun Bay,GSB,2018,Winter,Dec,12/14/2018,11:05,D8,321.95,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,402,808,0.8,c,0.18,46824.44
Low Salinity Zone,LSZ,2018,Winter,Dec,12/12/2018,10:00,EZ2 SJR,321.95,cf. Chlorella sp.,Green Alga,Chlorella,sp.,4,4,1.9,i,3.59,4624.96
Low Salinity Zone,LSZ,2018,Winter,Dec,12/12/2018,10:00,EZ2 SJR,321.95,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,2,2,6.1,i,4.34,2791.90
Low Salinity Zone,LSZ,2018,Winter,Dec,12/12/2018,10:00,EZ2 SJR,321.95,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,429,874,0.8,c,0.18,50649.20
Southern Interior Delta,SID,2018,Winter,Dec,12/13/2018,11:10,MD10A,125.20,cf. Chlorella sp.,Green Alga,Chlorella,sp.,56,56,1.9,i,3.59,25180.32
Southern Interior Delta,SID,2018,Winter,Dec,12/13/2018,11:10,MD10A,125.20,Coccomyxa sp.,Green Alga,Cladophora,sp.,2,2,6.1,i,11.53,2887.22
Southern Interior Delta,SID,2018,Winter,Dec,12/13/2018,11:10,MD10A,125.20,Plagioselmis prolonga,Cryptophyte,Plagioselmis,prolonga,1,1,6.5,i,112.82,14125.68
Southern Interior Delta,SID,2018,Winter,Dec,12/13/2018,11:10,MD10A,125.20,Chroococcus sp.,Cyanobacterium,Chroococcus,sp.,1,2,1.9,c,3.59,899.30
Southern Interior Delta,SID,2018,Winter,Dec,12/13/2018,11:10,MD10A,125.20,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,365,734,0.8,c,0.18,16541.80
Southern Interior Delta,SID,2018,Winter,Dec,12/13/2018,11:10,MD10A,125.20,cf. Microcystis sp.,Cyanobacterium,Microcystis,sp.,1,1,3.7,i,26.52,3320.61
Central Delta,CED,2018,Winter,Dec,12/12/2018,11:00,D19,187.80,Cocconeis placentula,Pennate Diatom,Cocconeis,placentula,1,1,18.5,i,596.74,112070.53
Central Delta,CED,2018,Winter,Dec,12/12/2018,11:00,D19,187.80,Cyclotella meneghiniana,Centric Diatom,Cyclotella,meneghiniana,1,1,14.8,i,1118.22,210006.04
Central Delta,CED,2018,Winter,Dec,12/12/2018,11:00,D19,187.80,cf. Chlorella sp.,Green Alga,Chlorella,sp.,2,2,1.9,i,3.59,1348.95
Central Delta,CED,2018,Winter,Dec,12/12/2018,11:00,D19,187.80,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,36,36,7.4,i,12.78,86376.59
Central Delta,CED,2018,Winter,Dec,12/12/2018,11:00,D19,187.80,Plagioselmis lacustris,Cryptophyte,Plagioselmis,lacustris,2,2,11.1,i,538.68,202332.74
Central Delta,CED,2018,Winter,Dec,12/12/2018,11:00,D19,187.80,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,362,733,0.8,c,0.18,24778.90
Grizzly.Suisun Bay,GSB,2018,Winter,Dec,12/18/2018,11:25,NZS42,901.46,cf. Chlorella sp.,Green Alga,Chlorella,sp.,2,2,1.9,i,3.59,6474.94
Grizzly.Suisun Bay,GSB,2018,Winter,Dec,12/18/2018,11:25,NZS42,901.46,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,5,5,7.4,i,5.95,26828.66
Grizzly.Suisun Bay,GSB,2018,Winter,Dec,12/18/2018,11:25,NZS42,901.46,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,459,928,0.8,c,0.18,150579.97
San Pablo Bay,SPB,2018,Winter,Dec,12/19/2018,10:40,NZ002,250.41,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,1,1,5.6,i,10.59,2650.56
San Pablo Bay,SPB,2018,Winter,Dec,12/19/2018,10:40,NZ002,250.41,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,407,820,0.8,c,0.18,36959.88
San Pablo Bay,SPB,2018,Winter,Dec,12/19/2018,11:05,NZ004,250.41,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,405,816,0.8,c,0.18,36779.59
Grizzly.Suisun Bay,GSB,2018,Winter,Dec,12/18/2018,10:35,D7,450.73,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,2,2,10.2,i,25.33,22837.40
Grizzly.Suisun Bay,GSB,2018,Winter,Dec,12/18/2018,10:35,D7,450.73,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,417,840,0.8,c,0.18,68150.42
San Pablo Bay,SPB,2018,Winter,Dec,12/19/2018,9:20,D41,80.49,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,423,850,0.8,c,0.18,12314.59
San Pablo Bay,SPB,2018,Winter,Dec,12/19/2018,9:20,D41,80.49,cf. Microcystis sp.,Cyanobacterium,Microcystis,sp.,2,2,5.6,i,54.36,8750.86
Low Salinity Zone,LSZ,2018,Winter,Dec,12/11/2018,8:50,EZ6,375.61,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,1,1,8.3,i,216.42,81290.76
Low Salinity Zone,LSZ,2018,Winter,Dec,12/11/2018,8:50,EZ6,375.61,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,424,858,0.8,c,0.18,58008.99
San Pablo Bay,SPB,2018,Winter,Dec,12/19/2018,10:15,NZ325,281.71,cf. Chlorella sp.,Green Alga,Chlorella,sp.,5,5,1.9,i,3.59,5058.55
San Pablo Bay,SPB,2018,Winter,Dec,12/19/2018,10:15,NZ325,281.71,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,1,1,5.9,i,11.15,3141.62
San Pablo Bay,SPB,2018,Winter,Dec,12/19/2018,10:15,NZ325,281.71,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,4,4,10.2,i,333.15,375397.45
San Pablo Bay,SPB,2018,Winter,Dec,12/19/2018,10:15,NZ325,281.71,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,399,806,0.8,c,0.18,40869.97
San Pablo Bay,SPB,2018,Winter,Dec,12/19/2018,10:15,NZ325,281.71,cf. Microcystis sp.,Cyanobacterium,Microcystis,sp.,2,2,3.7,i,26.52,14942.74
San Pablo Bay,SPB,2018,Winter,Dec,12/19/2018,8:30,D41A,136.58,Coscinodiscus radiatus,Centric Diatom,Coscinodiscus,radiatus,1,1,66.7,i,115306.85,15749178.68
San Pablo Bay,SPB,2018,Winter,Dec,12/19/2018,8:30,D41A,136.58,Surirella minuta,Pennate Diatom,Surirella,minuta,1,1,24.1,i,966.47,132004.93
San Pablo Bay,SPB,2018,Winter,Dec,12/19/2018,8:30,D41A,136.58,cf. Chlorella sp.,Green Alga,Chlorella,sp.,2,2,1.9,i,3.59,981.05
San Pablo Bay,SPB,2018,Winter,Dec,12/19/2018,8:30,D41A,136.58,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,425,852,0.8,c,0.18,20946.67
Central Delta,CED,2018,Winter,Dec,12/12/2018,11:40,D28A,112.68,Chlamydomonas globosa,Green Alga,Chlamydomonas,globosa,1,1,9.3,i,266.65,30047.02
Central Delta,CED,2018,Winter,Dec,12/12/2018,11:40,D28A,112.68,cf. Chlorella sp.,Green Alga,Chlorella,sp.,1,1,1.9,i,3.59,404.68
Central Delta,CED,2018,Winter,Dec,12/12/2018,11:40,D28A,112.68,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,2,2,9.3,i,14.93,3365.27
Central Delta,CED,2018,Winter,Dec,12/12/2018,11:40,D28A,112.68,Monoraphidium contortum,Green Alga,Monoraphidium,contortum,1,1,20.4,i,18.05,2034.10
Central Delta,CED,2018,Winter,Dec,12/12/2018,11:40,D28A,112.68,Plagioselmis lacustris,Cryptophyte,Plagioselmis,lacustris,4,4,13,i,866.44,390531.70
Central Delta,CED,2018,Winter,Dec,12/12/2018,11:40,D28A,112.68,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,4,4,9.3,i,337.38,152067.76
Central Delta,CED,2018,Winter,Dec,12/12/2018,11:40,D28A,112.68,Plagioselmis prolonga,Cryptophyte,Plagioselmis,prolonga,1,1,5.6,i,76.35,8603.68
Central Delta,CED,2018,Winter,Dec,12/12/2018,11:40,D28A,112.68,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,409,840,0.8,c,0.18,17037.60
Southern Interior Delta,SID,2019,Winter,Jan,1/19/2019,10:00,C9,300.49,Rhoicosphenia abbreviata,Pennate Diatom,Rhoicosphenia,abbreviata,1,1,8,i,199.93,60076.57
Southern Interior Delta,SID,2019,Winter,Jan,1/19/2019,10:00,C9,300.49,cf. Chlorella sp.,Green Alga,Chlorella,sp.,2,2,1.9,i,3.59,2158.31
Southern Interior Delta,SID,2019,Winter,Jan,1/19/2019,10:00,C9,300.49,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,1,1,9.3,i,17.58,5282.19
Southern Interior Delta,SID,2019,Winter,Jan,1/19/2019,10:00,C9,300.49,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,417,836,0.8,c,0.18,45217.26
Southern Interior Delta,SID,2019,Winter,Jan,1/19/2019,10:00,C9,300.49,cf. Microcystis sp.,Cyanobacterium,Microcystis,sp.,1,1,3.7,i,26.52,7969.46
Northern Interior Delta,NID,2019,Winter,Jan,1/9/2019,8:15,C3A,1502.43,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,3,3,7.4,i,13.23,59637.61
Northern Interior Delta,NID,2019,Winter,Jan,1/9/2019,8:15,C3A,1502.43,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,432,876,0.8,c,0.18,236903.83
Southern Interior Delta,SID,2019,Winter,Jan,1/9/2019,11:30,C10A,250.41,Aulacoseira sp. ,Centric Diatom,Aulacoseira,sp.,1,3,18.5,c,268.66,201819.73
Southern Interior Delta,SID,2019,Winter,Jan,1/9/2019,11:30,C10A,250.41,Cyclotella meneghiniana,Centric Diatom,Cyclotella,meneghiniana,2,2,9.3,i,312.47,156490.31
Southern Interior Delta,SID,2019,Winter,Jan,1/9/2019,11:30,C10A,250.41,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,4,4,8,i,117.74,117934.73
Southern Interior Delta,SID,2019,Winter,Jan,1/9/2019,11:30,C10A,250.41,Navicula gregaria,Pennate Diatom,Navicula,gregaria,3,3,26.6,i,362.68,272449.71
Southern Interior Delta,SID,2019,Winter,Jan,1/9/2019,11:30,C10A,250.41,Navicula lanceolata,Pennate Diatom,Navicula,lanceolata,1,1,28.7,i,829.51,207712.89
Southern Interior Delta,SID,2019,Winter,Jan,1/9/2019,11:30,C10A,250.41,Nitzschia fruticosa,Pennate Diatom,Nitzschia,fruticosa,2,2,20.4,i,17.44,8735.15
Southern Interior Delta,SID,2019,Winter,Jan,1/9/2019,11:30,C10A,250.41,Thalassiosira sp.,Centric Diatom,Thalassiosira,sp.,1,1,18.5,i,2499.86,625979.55
Southern Interior Delta,SID,2019,Winter,Jan,1/9/2019,11:30,C10A,250.41,cf. Chlorella sp.,Green Alga,Chlorella,sp.,6,6,1.9,i,3.59,5395.78
Southern Interior Delta,SID,2019,Winter,Jan,1/9/2019,11:30,C10A,250.41,Chlorella sp.,Green Alga,Chlorella,sp.,2,2,1.9,i,3.59,1798.59
Southern Interior Delta,SID,2019,Winter,Jan,1/9/2019,11:30,C10A,250.41,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,6,6,6.5,i,15.01,22549.95
Southern Interior Delta,SID,2019,Winter,Jan,1/9/2019,11:30,C10A,250.41,Monoraphidium contortum,Green Alga,Monoraphidium,contortum,1,1,24.1,i,21.33,5340.06
Southern Interior Delta,SID,2019,Winter,Jan,1/9/2019,11:30,C10A,250.41,Monoraphidium sp.,Green Alga,Monoraphidium,sp.,2,2,11.1,i,4.71,2357.66
Southern Interior Delta,SID,2019,Winter,Jan,1/9/2019,11:30,C10A,250.41,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,1,1,9.8,i,354.52,88773.58
Southern Interior Delta,SID,2019,Winter,Jan,1/9/2019,11:30,C10A,250.41,Plagioselmis prolonga,Cryptophyte,Plagioselmis,prolonga,1,1,7.4,i,159.13,39847.30
Southern Interior Delta,SID,2019,Winter,Jan,1/9/2019,11:30,C10A,250.41,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,380,762,0.8,c,0.18,34345.65
Southern Interior Delta,SID,2019,Winter,Jan,1/9/2019,11:30,C10A,250.41,cf. Microcystis sp.,Cyanobacterium,Microcystis,sp.,2,2,3.7,i,18.82,9423.54
Confluence,CON,2019,Winter,Jan,1/10/2019,9:15,D4,450.73,Achnanthidium exiguum,Pennate Diatom,Achnanthidium,exiguum,1,1,16.7,i,139.56,62901.98
Confluence,CON,2019,Winter,Jan,1/10/2019,9:15,D4,450.73,Cocconeis placentula,Pennate Diatom,Cocconeis,placentula,1,1,18.5,i,548.36,247160.96
Confluence,CON,2019,Winter,Jan,1/10/2019,9:15,D4,450.73,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,1,1,4.6,i,8.69,3919.04
Confluence,CON,2019,Winter,Jan,1/10/2019,9:15,D4,450.73,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,3,3,9.3,i,257.52,348220.86
Confluence,CON,2019,Winter,Jan,1/10/2019,9:15,D4,450.73,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,460,928,0.8,c,0.18,75289.98
Confluence,CON,2019,Winter,Jan,1/16/2019,11:30,D10,450.73,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,28,28,8.3,i,13.04,164599.80
Confluence,CON,2019,Winter,Jan,1/16/2019,11:30,D10,450.73,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,378,762,0.8,c,0.18,61822.16
Grizzly.Suisun Bay,GSB,2019,Winter,Jan,1/16/2019,10:45,D8,321.95,cf. Chlorella sp.,Green Alga,Chlorella,sp.,2,2,1.9,i,3.59,2312.48
Grizzly.Suisun Bay,GSB,2019,Winter,Jan,1/16/2019,10:45,D8,321.95,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,12,12,8.3,i,18.70,72258.98
Grizzly.Suisun Bay,GSB,2019,Winter,Jan,1/16/2019,10:45,D8,321.95,Plagioselmis lacustris,Cryptophyte,Plagioselmis,lacustris,1,1,11.1,i,538.68,173428.07
Grizzly.Suisun Bay,GSB,2019,Winter,Jan,1/16/2019,10:45,D8,321.95,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,397,806,0.8,c,0.18,46708.53
Central Delta,CED,2019,Winter,Jan,1/11/2019,9:45,D19,500.81,Cocconeis sp.,Pennate Diatom,Cocconeis,sp.,2,2,14.8,i,163.43,163697.02
Central Delta,CED,2019,Winter,Jan,1/11/2019,9:45,D19,500.81,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,1,1,7.4,i,159.13,79694.60
Central Delta,CED,2019,Winter,Jan,1/11/2019,9:45,D19,500.81,Nitzschia inconspicua,Pennate Diatom,Nitzschia,inconspicua,1,1,14.8,i,64.68,32390.48
Central Delta,CED,2019,Winter,Jan,1/11/2019,9:45,D19,500.81,Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,3,3,20.4,i,245.31,368562.14
Central Delta,CED,2019,Winter,Jan,1/11/2019,9:45,D19,500.81,cf. Chlorella sp.,Green Alga,Chlorella,sp.,2,2,1.9,i,3.59,3597.19
Central Delta,CED,2019,Winter,Jan,1/11/2019,9:45,D19,500.81,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,410,824,0.8,c,0.18,74280.35
Central Delta,CED,2019,Winter,Jan,1/15/2019,10:30,D16,450.73,cf. Chlorella sp.,Green Alga,Chlorella,sp.,2,2,1.9,i,3.59,3237.47
Central Delta,CED,2019,Winter,Jan,1/15/2019,10:30,D16,450.73,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,1,1,7.4,i,13.99,6304.55
Central Delta,CED,2019,Winter,Jan,1/15/2019,10:30,D16,450.73,Plagioselmis lacustris,Cryptophyte,Plagioselmis,lacustris,1,1,10.2,i,454.87,205022.63
Central Delta,CED,2019,Winter,Jan,1/15/2019,10:30,D16,450.73,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,398,806,0.8,c,0.18,65391.95
Confluence,CON,2019,Winter,Jan,1/10/2019,10:55,D22,643.90,Aulacoseira alpigena,Centric Diatom,Aulacoseira,alpigena,1,1,6.5,i,160.10,103085.51
Confluence,CON,2019,Winter,Jan,1/10/2019,10:55,D22,643.90,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,1,1,5.6,i,10.59,6815.73
Confluence,CON,2019,Winter,Jan,1/10/2019,10:55,D22,643.90,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,421,850,0.8,c,0.18,98516.76
Low Salinity Zone,LSZ,2019,Winter,Jan,1/15/2019,10:00,EZ2,375.61,Entomoneis paludosa,Pennate Diatom,Entomoneis,paludosa,1,1,38.9,i,4386.04,1647434.09
Low Salinity Zone,LSZ,2019,Winter,Jan,1/15/2019,10:00,EZ2,375.61,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,5,5,7.4,i,15.08,28320.19
Low Salinity Zone,LSZ,2019,Winter,Jan,1/15/2019,10:00,EZ2,375.61,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,429,868,0.8,c,0.18,58685.08
Southern Interior Delta,SID,2019,Winter,Jan,1/15/2019,14:00,P8,300.49,cf. Chlorella sp.,Green Alga,Chlorella,sp.,2,2,1.9,i,3.59,2158.31
Southern Interior Delta,SID,2019,Winter,Jan,1/15/2019,14:00,P8,300.49,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,4,4,9.3,i,18.75,22540.36
Southern Interior Delta,SID,2019,Winter,Jan,1/15/2019,14:00,P8,300.49,Monoraphidium contortum,Green Alga,Monoraphidium,contortum,1,1,13,i,5.51,1656.73
Southern Interior Delta,SID,2019,Winter,Jan,1/15/2019,14:00,P8,300.49,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,412,842,0.8,c,0.18,45541.79
Central Delta,CED,2019,Winter,Jan,1/15/2019,11:20,D26,901.46,Achnanthidium exiguum,Pennate Diatom,Achnanthidium,exiguum,1,1,13,i,71.78,64704.56
Central Delta,CED,2019,Winter,Jan,1/15/2019,11:20,D26,901.46,Melosira varians,Centric Diatom,Melosira,varians,1,1,13,i,1725.52,1555486.67
Central Delta,CED,2019,Winter,Jan,1/15/2019,11:20,D26,901.46,Nitzschia palea,Pennate Diatom,Nitzschia,palea,1,1,22.2,i,97.01,87454.29
Central Delta,CED,2019,Winter,Jan,1/15/2019,11:20,D26,901.46,Ulnaria ulna,Pennate Diatom,Ulnaria,ulna,1,1,74.1,i,2489.71,2244373.99
Central Delta,CED,2019,Winter,Jan,1/15/2019,11:20,D26,901.46,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,401,820,0.8,c,0.18,133055.58
Confluence,CON,2019,Winter,Jan,1/11/2019,8:40,D12,1287.80,Cyclotella meneghiniana,Centric Diatom,Cyclotella,meneghiniana,1,1,11.1,i,541.91,697866.23
Confluence,CON,2019,Winter,Jan,1/11/2019,8:40,D12,1287.80,cf. Chlorella sp.,Green Alga,Chlorella,sp.,2,2,1.9,i,3.59,9249.91
Confluence,CON,2019,Winter,Jan,1/11/2019,8:40,D12,1287.80,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,3,3,9.3,i,19.51,75388.36
Confluence,CON,2019,Winter,Jan,1/11/2019,8:40,D12,1287.80,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,446,906,0.8,c,0.18,210014.55
Low Salinity Zone,LSZ,2019,Winter,Jan,1/15/2019,8:30,EZ6,901.46,Entomoneis paludosa,Pennate Diatom,Entomoneis,paludosa,1,1,47.2,i,7713.68,6953581.93
Low Salinity Zone,LSZ,2019,Winter,Jan,1/15/2019,8:30,EZ6,901.46,cf. Chlorella sp.,Green Alga,Chlorella,sp.,4,4,2.4,i,4.19,15104.10
Low Salinity Zone,LSZ,2019,Winter,Jan,1/15/2019,8:30,EZ6,901.46,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,397,808,0.8,c,0.18,131108.42
San Pablo Bay,SPB,2019,Winter,Jan,1/18/2019,11:10,NZ004,375.61,Planothidium sp.,Pennate Diatom,Planothidium,sp.,1,1,18.5,i,397.83,149427.38
San Pablo Bay,SPB,2019,Winter,Jan,1/18/2019,11:10,NZ004,375.61,cf. Chlorella sp.,Green Alga,Chlorella,sp.,9,9,1.9,i,3.59,12140.51
San Pablo Bay,SPB,2019,Winter,Jan,1/18/2019,11:10,NZ004,375.61,Drepanochloris nannoselene,Green Alga,Drepanochloris,nannoselene,1,1,4.6,i,2.93,1099.18
San Pablo Bay,SPB,2019,Winter,Jan,1/18/2019,11:10,NZ004,375.61,Plagioselmis lacustris,Cryptophyte,Plagioselmis,lacustris,1,1,13,i,942.40,353972.93
San Pablo Bay,SPB,2019,Winter,Jan,1/18/2019,11:10,NZ004,375.61,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,391,794,0.8,c,0.18,53681.98
San Pablo Bay,SPB,2019,Winter,Jan,1/18/2019,11:10,NZ004,375.61,cf. Microcystis sp.,Cyanobacterium,Microcystis,sp.,1,1,3.7,i,26.52,9961.83
Central Delta,CED,2019,Winter,Jan,1/11/2019,10:20,D28A,563.41,Cyclotella meneghiniana,Centric Diatom,Cyclotella,meneghiniana,1,1,13,i,862.76,486089.59
Central Delta,CED,2019,Winter,Jan,1/11/2019,10:20,D28A,563.41,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,1,1,5.6,i,68.96,38855.31
Central Delta,CED,2019,Winter,Jan,1/11/2019,10:20,D28A,563.41,cf. Melosira sp.,Centric Diatom,Melosira,sp.,1,1,16.7,i,2037.07,1147709.95
Central Delta,CED,2019,Winter,Jan,1/11/2019,10:20,D28A,563.41,Nitzschia inconspicua,Pennate Diatom,Nitzschia,inconspicua,1,1,11,i,15.40,8676.56
Central Delta,CED,2019,Winter,Jan,1/11/2019,10:20,D28A,563.41,cf. Nitzschia sp.,Pennate Diatom,Nitzschia,sp.,1,1,19.6,i,442.37,249238.07
Central Delta,CED,2019,Winter,Jan,1/11/2019,10:20,D28A,563.41,cf. Ulnaria ulna,Pennate Diatom,Ulnaria,ulna,1,1,20.9,i,394.78,222421.94
Central Delta,CED,2019,Winter,Jan,1/11/2019,10:20,D28A,563.41,cf. Chlorella sp.,Green Alga,Chlorella,sp.,4,4,2.4,i,7.24,16312.43
Central Delta,CED,2019,Winter,Jan,1/11/2019,10:20,D28A,563.41,Plagioselmis lacustris,Cryptophyte,Plagioselmis,lacustris,1,1,13,i,862.76,486089.59
Central Delta,CED,2019,Winter,Jan,1/11/2019,10:20,D28A,563.41,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,406,822,0.8,c,0.18,83362.56
San Pablo Bay,SPB,2019,Winter,Jan,1/18/2019,10:55,NZ002,375.61,Cyclotella meneghiniana,Centric Diatom,Cyclotella,meneghiniana,1,1,9.3,i,312.47,117367.74
San Pablo Bay,SPB,2019,Winter,Jan,1/18/2019,10:55,NZ002,375.61,cf. Chlorella sp.,Green Alga,Chlorella,sp.,17,17,2.4,i,7.24,46218.56
San Pablo Bay,SPB,2019,Winter,Jan,1/18/2019,10:55,NZ002,375.61,Plagioselmis prolonga,Cryptophyte,Plagioselmis,prolonga,1,1,6.5,i,112.82,42377.04
San Pablo Bay,SPB,2019,Winter,Jan,1/18/2019,10:55,NZ002,375.61,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,448,904,0.8,c,0.18,61119.02
Grizzly.Suisun Bay,GSB,2019,Winter,Jan,1/16/2019,11:30,NZS42,1802.92,cf. Chlorella sp.,Green Alga,Chlorella,sp.,8,8,1.9,i,3.59,51799.52
Grizzly.Suisun Bay,GSB,2019,Winter,Jan,1/16/2019,11:30,NZS42,1802.92,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,557,1136,0.8,c,0.18,368661.30
Grizzly.Suisun Bay,GSB,2019,Winter,Jan,1/16/2019,11:30,NZS42,1802.92,cf. Microcystis sp.,Cyanobacterium,Microcystis,sp.,4,4,3.7,i,26.52,191267.04
Northern Interior Delta,NID,2019,Winter,Jan,1/10/2019,11:55,NZ068,901.46,Nitzschia inconspicua,Pennate Diatom,Nitzschia,inconspicua,1,1,10.2,i,14.28,12872.86
Northern Interior Delta,NID,2019,Winter,Jan,1/10/2019,11:55,NZ068,901.46,Nitzschia palea,Pennate Diatom,Nitzschia,palea,2,2,29.6,i,129.35,233211.45
Northern Interior Delta,NID,2019,Winter,Jan,1/10/2019,11:55,NZ068,901.46,cf. Chlorella sp.,Green Alga,Chlorella,sp.,5,5,2.4,i,4.19,18880.13
Northern Interior Delta,NID,2019,Winter,Jan,1/10/2019,11:55,NZ068,901.46,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,5,5,9.3,i,18.47,83261.37
Northern Interior Delta,NID,2019,Winter,Jan,1/10/2019,11:55,NZ068,901.46,Monoraphidium contortum,Green Alga,Monoraphidium,contortum,1,1,11.1,i,4.71,4243.78
Northern Interior Delta,NID,2019,Winter,Jan,1/10/2019,11:55,NZ068,901.46,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,600,1218,0.8,c,0.18,197636.21
Grizzly.Suisun Bay,GSB,2019,Winter,Jan,1/17/2019,12:40,NZ032,901.46,Ulnaria ulna,Pennate Diatom,Ulnaria,ulna,1,1,33,i,364.41,328500.09
Grizzly.Suisun Bay,GSB,2019,Winter,Jan,1/17/2019,12:40,NZ032,901.46,cf. Chlorella sp.,Green Alga,Chlorella,sp.,1,1,1.9,i,3.59,3237.47
Grizzly.Suisun Bay,GSB,2019,Winter,Jan,1/17/2019,12:40,NZ032,901.46,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,415,844,0.8,c,0.18,136949.89
Grizzly.Suisun Bay,GSB,2019,Winter,Jan,1/17/2019,12:40,NZ032,901.46,cf. Microcystis sp.,Cyanobacterium,Microcystis,sp.,1,1,3.7,i,26.52,23908.38
Grizzly.Suisun Bay,GSB,2019,Winter,Jan,1/17/2019,10:25,D7,409.75,cf. Chlorella sp.,Green Alga,Chlorella,sp.,3,3,1.9,i,3.59,4414.73
Grizzly.Suisun Bay,GSB,2019,Winter,Jan,1/17/2019,10:25,D7,409.75,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,422,846,0.8,c,0.18,62397.46
San Pablo Bay,SPB,2019,Winter,Jan,1/16/2019,9:45,D6,500.81,Thalassiosira sp.,Centric Diatom,Thalassiosira,sp.,1,1,14.8,i,963.39,482475.42
San Pablo Bay,SPB,2019,Winter,Jan,1/16/2019,9:45,D6,500.81,cf. Chlorella sp.,Green Alga,Chlorella,sp.,2,2,1.9,i,3.59,3597.19
San Pablo Bay,SPB,2019,Winter,Jan,1/16/2019,9:45,D6,500.81,Coccomyxa sp.,Green Alga,Coccomyxa,sp.,2,2,7.4,i,13.99,14010.11
San Pablo Bay,SPB,2019,Winter,Jan,1/16/2019,9:45,D6,500.81,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,410,826,0.8,c,0.18,74460.64
San Pablo Bay,SPB,2019,Winter,Jan,1/18/2019,8:50,D41A,250.41,cf. Chlorella sp.,Green Alga,Chlorella,sp.,2,2,1.9,i,3.59,1798.59
