"","Station","Date","Time","SampleDescription","WindDirection","TotAlkalinity","DissAmmonia","DissBromide","DissCalcium","DissChloride","Chla","DissNitrateNitrite","DOC","TOC","DON","Pheophytin","TotPhos","DissSilica","TDS","TSS","VSS","TKN","DissOrthophos","TotAmmonia","TotChloride","TON","SpCndBottom","SpCndSurface","FieldNotes","north_lat","west_long","Microcystis","DOpercentBottom","DOBottom","DOpercentSurface","DOSurface","Secchi","WTBottom","AirTemp","WTSurface","TurbidityBottom","TurbiditySurface","Depth","Weather","WindVelocity","pHBottom","pHSurface","LightExtinction","river_km","location","loc_num"
"124","EZ2SJR",2021-10-14,"15:00","",NA,77.1,0.05,NA,23.3,495,2.03,0.113,1.9,1.8,0.14,1.08,0.061,12.9,1020,8,2.5,0.166,0.067,NA,NA,NA,2228,2007,"Located at channel marker 35A. Had to wait a few minutes after getting pre-tow readings to start the tow to let a carge ship pass.",38.08708,-121.64324,2,94.8,9.05,96.1,9.16,104,17.27,71.8,17.38,7.3,5.8,55.8,"Sunny, ripples to small waves with no white caps, no rain",15.7,7.99,8.01,NA,94.95874786,"sjr",1
"125","EZ6",2014-06-06,"10:15","",NA,NA,0.04,NA,45,1274,1.82,0.64,4,3,0.3,1.09,0.12,15,2630,22,2,0.4,0.09,NA,NA,NA,NA,4525,"*microcystis present. Corrected lat/long to station D22/NZ064.",38.0845,-121.7391,NA,NA,NA,NA,8.4,44,NA,NA,21,NA,17.3,28.8,"mostly sunny and clear, cool with med. Wind",15,NA,8,NA,82.83917236,"sac",2
"126","EZ6",2014-07-07,"12:10","",NA,NA,0.02,NA,43,1341,0.8,0.36,2.8,2.3,0.3,0.11,0.12,14.9,2746,17,2,0.4,0.07,NA,NA,NA,NA,5150,"microcystis. added lat/long",38.0653,-121.7893,NA,NA,NA,NA,7.9,60,NA,NA,22.4,NA,13.7,35,"overcast, cool,light wind (4-5 mph)",NA,NA,7.9,NA,77.96687317,"sac",2
"127","EZ6",2014-08-19,"12:55","",NA,NA,0.03,NA,41,1303,2.58,0.36,1.9,2.1,0.2,1.52,0.13,13.2,2592,30,4,0.4,0.09,NA,NA,NA,NA,4756,"microcystis (2). Corrected lat/long to station D22/NZ064.",38.0845,-121.7391,NA,NA,NA,NA,8.05,48,NA,NA,21.9,NA,20.2,29.7,"mostly sunny and warm with strong winds (18-20 mph)",NA,NA,7.9,NA,82.83917236,"sac",2
"128","EZ6",2014-09-18,"13:20","",NA,NA,0.04,NA,40,1239,5.23,0.37,2.2,2.4,0.2,0.75,0.12,15.7,2484,15,4,0.4,0.1,NA,NA,NA,NA,2932,"Corrected lat/long to station D22/NZ064.",38.0845,-121.7391,NA,NA,NA,NA,7.95,50,NA,NA,22.8,NA,14.1,32.5,"overcast, hot, and humid with light winds",8,NA,8,NA,82.83917236,"sac",2
"129","EZ6",2014-10-03,"12:35","",NA,NA,0.05,NA,44,1647,2.22,0.37,1.9,2,0.3,0.62,0.11,16,3148,14,2,0.3,0.1,NA,NA,NA,NA,5892,"microcystis, (mc=2) passed through EZ6-Sac during D22 tow. Corrected lat/long to station D22/NZ064.",38.0845,-121.7391,NA,NA,NA,NA,7.65,64,NA,NA,21.4,NA,13.2,31,"mostly sunny and warm with light breeze (5-8 mph)",NA,NA,7.85,NA,82.83917236,"sac",2
"130","EZ6",2014-11-14,"11:25","",NA,NA,0.1,NA,41,1512,1.4,0.54,1.8,1.9,0.1,1.06,0.12,15.1,2948,23,3,0.4,0.09,NA,NA,NA,NA,5291,"Corrected lat/long to station D22/NZ064.",38.0845,-121.7391,NA,NA,NA,NA,8.2,44,NA,NA,17.3,NA,18.5,30.4,"Partly cloudy and cool with light winds (8-9 mph), MC=2",NA,NA,7.7,NA,82.83917236,"sac",2
"131","EZ6",2014-12-17,"11:35","",NA,NA,0.18,NA,25,633,0.97,0.61,4.7,5.3,0.4,2.04,0.17,18.8,1292,54,7,0.8,0.08,NA,NA,NA,NA,2381,NA,38.0463,-121.9183,NA,NA,NA,NA,8.4,20,NA,NA,12.6,NA,60.1,37.6,"Overcast and cool with light winds (6-7 mph)",NA,NA,7.5,NA,66.389328,"joined",3
"132","EZ6",2015-01-16,"13:30","",NA,NA,0.15,NA,38,1007,0.36,0.52,3.7,3.7,0.3,1.54,0.14,20.4,2006,22,2,0.7,0.07,NA,NA,NA,NA,3723,NA,38.0618,-121.7911,NA,NA,NA,NA,9.6,40,NA,NA,9.8,NA,32.4,34,"overcast and cool",NA,NA,7.6,NA,77.68875122,"sac",2
"133","EZ6",2015-02-13,"10:25","",NA,NA,0.26,NA,29,559,1.64,0.58,2.9,3.1,0.2,0.81,0.13,20.7,1259,18,2,0.7,0.07,NA,NA,NA,NA,2316,"Corrected lat/long to station D10/NZ054.",38.0463,-121.9183,NA,NA,NA,NA,8.9,32,NA,NA,13.7,NA,25.5,33.6,"mostly sunny and clear, light wind",8,NA,7.6,NA,66.389328,"joined",3
"134","EZ6",2015-03-13,"9:25","",NA,NA,0.11,NA,43,1225,8.68,0.64,3.2,3.5,0.5,NA,0.12,17.3,2410,20,4,0.9,0.08,NA,NA,NA,NA,4411,NA,38.0625,-121.8205,NA,NA,NA,NA,8.95,40,NA,NA,15.76,NA,19.6,37.7,"Sunny and calm with light winds",60,NA,7.89,NA,75.05490112,"joined",3
"135","EZ6",2015-04-13,"10:45","",NA,NA,0.11,NA,48,1370,2.37,0.31,2.6,3.1,0.3,2.71,0.15,14.4,2678,35,5,0.6,0.05,NA,NA,NA,NA,4958,NA,38.0747,-121.7692,NA,NA,NA,NA,8.45,36,NA,NA,17.51,NA,31.4,31.5,"cool",20,NA,7.77,NA,79.95744324,"sac",2
"136","EZ6",2015-05-13,"12:00","",NA,NA,0.1,NA,54,1653,1.44,0.57,2.6,3.2,0.4,1.66,0.16,13,3444,48,8,0.6,0.1,NA,NA,NA,NA,6047,NA,38.0845,-121.7391,NA,NA,NA,NA,8.4,36,NA,NA,18.5,NA,34,28.3,"partly cloudy and cool with medium winds",12,NA,7.8,NA,82.83917236,"sac",2
"137","EZ6",2015-06-10,"11:20","",NA,NA,0.05,NA,44,1338,3.27,0.59,2.3,2.4,0.3,1.05,0.14,14.4,2592,24,4,0.5,0.09,NA,NA,NA,NA,4694,NA,38.0845,-121.7391,NA,NA,NA,NA,7.95,50,NA,NA,21.27,NA,20.6,28.6,"cool, winds 5-10 mph, cloudy, light rain",NA,NA,7.86,NA,82.83917236,"sac",2
"138","EZ6",2015-07-10,"12:00","",NA,NA,0.02,NA,46,1504,3.18,0.49,2.5,2.5,0.3,0.82,0.13,12.9,3120,20,4,0.4,0.1,NA,NA,NA,NA,5719,"Corrected lat/long to station D22/NZ064.",38.0845,-121.7391,NA,NA,NA,NA,8.15,44,NA,NA,21.6,NA,17,30.8,"overcast and cool with light winds",7.8,NA,7.9,NA,82.83917236,"sac",2
"139","EZ6",2015-08-25,"14:37","",NA,NA,0.02,NA,45,1483,2.22,0.35,2.1,2.2,0.6,1.09,0.1,12.4,2932,27,5,0.7,0.09,NA,NA,NA,NA,5635,NA,38.0831,-121.7541,1,NA,NA,NA,9.02,44,NA,NA,21.23,NA,15.1,32.1,NA,NA,NA,7.91,NA,81.61753082,"sac",2
"140","EZ6",2015-09-22,"12:50","",NA,NA,0.04,NA,46,1400,2.4,0.42,2,2.1,0.2,0.73,0.11,16.2,2728,14,3,0.3,0.09,NA,NA,NA,NA,5060,NA,38.1216,-121.699,2,NA,NA,NA,7.7,60,NA,NA,21.8,NA,12.2,30.4,"mostly sunny and warm with medium winds",NA,NA,7.8,NA,87.95954895,"sac",2
"141","EZ6",2015-10-21,"13:02","",NA,NA,0.05,NA,36,1140,1.91,0.51,1.9,2,0.1,0.55,0.1,11.4,2342,13,2,0.4,0.1,NA,NA,NA,NA,4072,NA,38.0997,-121.7218,1,NA,NA,NA,8.2,82,NA,NA,20.57,NA,10.6,30,NA,NA,NA,7.92,NA,84.92620087,"sac",2
"142","EZ6",2015-11-04,"12:50","",NA,NA,0.05,NA,51,1800,1.12,0.54,1.8,2,0.1,0.88,0.12,13.7,3488,28,4,0.3,0.1,NA,NA,NA,NA,6254,NA,38.0845,-121.7391,2,NA,NA,NA,8.5,40,NA,NA,17.9,NA,18.3,28.1,"partly cloudy and cool with strong winds",NA,NA,7.8,NA,82.83917236,"sac",2
"143","EZ6",2015-12-04,"13:37","",NA,NA,0.16,NA,26,759,7.18,0.66,1.9,2.5,0.2,NA,0.12,15.1,1506,15,2,0.5,0.08,NA,NA,NA,NA,2669,NA,38.1257,-121.6973,1,NA,NA,NA,10.2,44,NA,NA,11.42,NA,12.9,33.8,"Sunny, clear, calm winds <5 mph",57,NA,7.9,NA,88.43157196,"sac",2
"144","EZ6",2016-01-06,"15:20","",NA,NA,0.21,NA,33,890,2.62,0.7,3.1,3.3,0.2,1.17,0.11,19.4,1760,27,3,0.6,0.07,NA,NA,NA,NA,3305,NA,38.1126,-121.7104,1,NA,NA,NA,10.7,36,NA,NA,8.9,NA,24.8,32.8,"raining, overcast with medium winds",10,NA,7.6,NA,86.63189697,"sac",2
"145","EZ6",2016-02-03,"10:00","",NA,NA,0.12,NA,14,38,0.86,0.57,4.2,4.5,0.3,NA,0.07,19.1,175,23,3,0.5,0.04,NA,NA,NA,NA,360,"Corrected lat/long to station D8/NZ048.",38.0599,-121.99,1,NA,NA,NA,9.6,32,NA,NA,10.7,NA,36.3,46,"party cloudy, cool, ~10 mph wind",NA,NA,7.6,NA,59.91227341,"joined",3
"146","EZ6",2016-03-04,"11:40","",NA,NA,0.12,NA,34,941,3.95,0.52,3,2.7,0.3,NA,0.09,18.6,1882,10,2,0.5,0.06,NA,NA,NA,NA,3719,"same location as D4. Corrected lat/long to station D4/NZ060.",38.0625,-121.8205,1,NA,NA,NA,9.1,68,NA,NA,15.6,NA,12.4,33.1,"overcast and cool with medium wind",NA,NA,7.75,NA,75.05490112,"joined",3
"147","EZ6",2016-04-15,"9:30","",NA,NA,0.1,NA,25,604,5.76,0.29,2.9,3.3,0.2,0.64,0.08,16.9,1258,47,8,0.5,0.05,NA,NA,NA,NA,2256,NA,38.0661,-122.0435,1,NA,NA,NA,9.35,24,NA,NA,16.54,NA,43.5,42,"sunny ~60F, winds ~7mph",NA,NA,7.97,NA,55.25391388,"joined",3
"148","EZ6",2016-05-13,"8:45","",NA,NA,0.04,NA,38,1157,27.38,0.23,2.4,3.2,0.2,7.64,0.17,10.8,2282,81,13,0.6,0.06,NA,NA,NA,NA,4205,NA,38.0463,-121.9183,1,NA,NA,NA,9.2,28,NA,NA,18.41,NA,59.6,43.7,"sunny, partly cloudy, cool, winds ~15 mph",NA,NA,8.03,NA,66.389328,"joined",3
"149","EZ6",2016-06-13,"10:50","",NA,NA,0.07,NA,44,1506,3.23,0.32,2,2.4,0.2,2.35,0.13,10.1,2906,53,11,0.5,0.07,NA,NA,NA,NA,5255,NA,38.0594,-121.8672,1,NA,NA,NA,8.43,28,NA,NA,20.37,NA,37.5,44.2,"~ 75 F, sunny, winds ~20 mph",NA,NA,7.86,NA,70.85231781,"joined",3
"150","EZ6",2016-07-13,"11:50","",NA,NA,0.05,NA,36,1200,3.08,0.3,1.8,1.8,0.3,0.82,0.1,10.3,2434,25,4,0.4,0.06,NA,NA,NA,NA,4362,NA,38.064,-121.8592,2,NA,NA,NA,8.38,36,NA,NA,21.81,NA,20.5,50.9,"sunny, ~91F, wind ~2mph",NA,NA,7.79,NA,71.78530121,"joined",3
"151","EZ6",2016-08-10,"10:30","",NA,NA,0.04,NA,37,1282,2.84,0.23,1.7,1.7,0.2,1.23,0.1,10.4,2614,25,4,0.3,0.07,NA,NA,NA,NA,4746,NA,38.0639,-121.8585,2,NA,NA,NA,8.34,44,NA,NA,21.22,NA,21.5,52,"sunny, clear, ~70 deg F, wind ~12 mph",NA,NA,7.83,NA,71.78530121,"joined",3
"152","EZ6",2016-09-12,"14:05","",NA,NA,0.07,NA,41,1351,1.87,0.33,1.7,1.7,0.3,0.92,0.12,13.6,2740,22,3,0.4,0.08,NA,NA,NA,NA,4836,NA,38.0631,-121.7933,1,NA,NA,NA,8.78,48,NA,73,19.7,NA,18.7,41.6,"sunny, clear, cool, winds ~ 20 mph",NA,NA,7.81,NA,77.53875732,"sac",2
"153","EZ6",2016-10-24,"12:40","",NA,NA,0.08,NA,38,1290,3.86,0.43,1.6,1.7,0.2,0.85,0.1,15.4,2500,19,3,0.4,0.09,NA,NA,NA,NA,5655,"beginning of tow same as EZ6. Corrected lat/long to station D22/NZ064.",38.0845,-121.7391,1,NA,NA,NA,8.46,76,NA,NA,17.75,NA,10.5,33.1,"overcast, cool, winds between 10 and 20 mph",NA,NA,7.73,NA,82.83917236,"sac",2
"154","EZ6",2016-11-07,"11:25","",NA,NA,0.15,NA,43,1441,1.59,0.5,1.8,1.8,0.2,0.67,0.09,15.5,2916,16,4,0.4,0.08,NA,NA,NA,NA,5702,NA,38.0674,-121.7842,1,NA,NA,NA,8.11,80,NA,66,17.17,NA,11.3,38.5,"66.0 F, wind 11 mph, partly cloudy",11,NA,7.51,NA,78.54498291,"sac",2
"155","EZ6",2016-12-09,"13:13","",NA,NA,0.18,NA,38,1128,1.51,0.54,2.4,2.4,0.2,1.19,0.15,19.2,2320,29,4,0.5,0.08,NA,NA,NA,NA,4127,NA,38.0711,-121.7781,1,NA,NA,NA,10,56,NA,54.9,10.88,NA,19.4,35.8,"54.9 F, wind 7.6 mph, foggy, no waves, no rain",7.6,NA,7.68,NA,79.15746307,"sac",2
"156","EZ6",2017-01-11,"13:00","",NA,NA,0.12,NA,16,206,1.46,0.39,3.3,4.2,0.3,1.89,0.15,18.6,515,100,8,0.5,0.07,NA,NA,NA,6312,967,"did vert drop as EZ check"", started at bottom and brought back up to surface, updated long with (-)""",38.0584,-122.1845,1,NA,10.33,NA,10.64,16,10.01,NA,9.82,160.1,83.3,48.5,"<0",NA,7.58,7.88,NA,41.78587341,"joined",3
"157","EZ6",2017-02-10,"12:45","",NA,NA,0.08,NA,13,52,3.32,0.36,3.4,4.1,0.3,1.8,0.13,18.6,187,76,5,0.4,0.08,NA,NA,NA,6483,292,"NA
updated long with (-)",38.0633,-122.2721,1,NA,9.44,NA,9.78,16,11.71,61.7,13.39,227.7,75.6,37.4,"Partly cloudy, ripples to small waves, no rain.",3.1,7.49,7.61,NA,34.96637726,"joined",3
"158","EZ6",2017-03-10,"12:05","",NA,NA,0.07,NA,16,120,3.7,0.35,2.7,3,0.3,1.16,0.08,17.6,322,38,5,0.4,0.06,NA,NA,NA,6941,607,NA,38.0285,-122.1601,1,NA,9.55,NA,10.01,32,11.98,61.5,11.99,53.8,39,54.2,"Overcast, no waves, no rain",7.2,7.4,7.73,NA,45.17568207,"joined",3
"159","EZ6",2017-04-07,"14:20","",NA,NA,0.07,NA,14,171,3.5,0.24,2,2.1,0.2,1.46,0.06,14,435,18,5,0.3,0.06,NA,NA,NA,6269,765,NA,38.0508,-122.09,1,NA,8.98,NA,9.62,48,14.73,56.1,15,41.4,18.3,55,"Cloudy, ripples to small waves with no white caps",23,7.48,7.22,NA,50.85399246,"joined",3
"160","EZ6",2017-05-22,"11:30","",NA,NA,0.05,NA,19,490,3.5,0.14,2.2,2.2,NA,0.72,0.06,13.2,1067,12,4,0.2,0.05,NA,NA,NA,4532,2940,"Near Point Edith",38.0583,-122.0696,1,NA,8.91,NA,9.27,72,17.88,71.7,18.66,16.3,11.7,48.8,"Sunny, Moderate Waves with few white caps.
updated long with (-)",21.2,7.67,7.8,NA,52.82895279,"joined",3
"161","EZ6",2017-06-19,"9:40","",NA,NA,0.05,NA,18,443,3.43,0.19,2.2,2.3,NA,1.08,0.06,13.4,962,14,2,0.3,0.05,NA,NA,NA,6804,1552,"Passed through EZ6 during D8 zooplankton tow. Corrected lat/long to station D8.",38.0599,-121.99,1,NA,8.26,NA,8.72,56,20.88,72,21.6,43.5,15.7,46.1,"Sunny, Ripples to small waves with no white caps",16.1,7.54,7.74,NA,59.91227341,"joined",3
"162","EZ6",2017-07-18,"11:15","",NA,NA,0.07,NA,34,1232,7.52,0.1,2,2.1,0.2,3.17,0.05,5.7,2334,28,5,0.3,0.05,NA,NA,NA,5793,3989,"100 yards downstream channel marker 27. updated long with (-)",38.0529,-121.9404,1,NA,7.99,NA,8.28,48,21.15,69.4,22.52,45.3,22.2,43,"Sunny, Moderate waves with few white caps",24.3,7.69,7.79,NA,64.13883209,"joined",3
"163","EZ6",2017-08-16,"11:10","",NA,NA,0.06,NA,39,1332,2.39,0.29,1.4,1.4,0.2,1.24,0.08,10.8,2610,25,4,0.3,0.07,NA,NA,NA,5454,4561,"location same as D10. Corrected lat/long to station D10.",38.0463,-121.9183,1,NA,8.26,NA,8.43,44,21.22,69.6,21.33,29.9,15,44.8,"Sunny, ripples to small waves, no rain",14.5,8,8.06,NA,66.389328,"joined",3
"164","EZ6",2017-09-14,"11:45","",NA,NA,0.09,NA,37,1200,2.37,0.33,1.8,1.9,0.2,1.22,0.08,70.4,2566,28,6,0.3,0.08,NA,NA,NA,5361,4408,"stake point. updated long with (-)",38.0552,-121.9473,2,NA,8.14,NA,8.36,36,22.13,65.8,22.19,77.4,19.2,46.7,"Partly cloudy, ripples to small waves, no rain",12.9,7.72,7.76,NA,63.56071854,"joined",3
"165","EZ6",2017-10-12,"10:55","",NA,NA,0.08,NA,32,925,2.08,0.33,1.6,1.7,NA,0.94,0.07,14.2,2274,24,3,0.2,0.07,NA,NA,NA,6423,4185,NA,38.0486,-121.9034,1,NA,8.56,NA,8.86,60,17.5,63.5,17.57,41,18.7,42.7,"Overcast, ripples to small waves, no rain",11.5,7.65,7.69,NA,67.49871063,"joined",3
"166","EZ6",2017-11-09,"8:45","",NA,NA,0.1,NA,33,1050,1.73,0.39,1.6,1.6,0.1,0.98,0.08,14.8,2742,14,2,0.3,0.07,NA,NA,NA,6064,5766,"Same as D4. Corrected lat/long to station D4.",38.0625,-121.8205,1,NA,8.71,NA,8.78,72,15.38,54.7,15.39,25,16.5,42.2,"Cloudy, Ripples to small waves with no white caps",9.8,7.46,7.46,NA,75.05490112,"joined",3
"167","EZ6",2017-12-08,"8:40","",NA,NA,0.17,NA,36,1200,1.2,0.49,2.3,2.3,0.2,1.4,0.08,16.8,2378,23,3,0.4,0.08,NA,NA,NA,6215,4859,"Same as station D4. Corrected lat/long to station D4.",38.0625,-121.8205,1,NA,9.42,NA,9.58,48,11.75,41.5,11.58,29.9,18.2,41.2,"Partly cloudy with ripples to small waves and no rain",5.6,7.57,7.58,NA,75.05490112,"joined",3
"168","EZ6",2018-01-05,"8:50","",NA,NA,0.19,NA,41,1160,1.15,0.45,1.9,2,0.2,0.94,0.07,16.3,2758,19,2,0.4,0.07,NA,NA,NA,5671,4966,"located underneith power lines, Moped stopped working at end of station so used Ecowatch to record post tow",38.0663,-121.7855,1,NA,9.95,NA,10,60,9.65,48.2,9.62,18.9,12.9,38.2,"Foggy, no waves/flat, and no rain",8.2,7.44,7.48,NA,78.31998444,"sac",2
"169","EZ6",2018-02-08,"11:00","",NA,NA,0.12,NA,32,813,3,0.57,3,3.1,0.5,0.93,0.08,18.4,1706,10,2,0.4,0.07,NA,NA,NA,6569,3084,NA,38.0523,-121.883,1,NA,9.29,NA,9.66,44,12.26,64,12.89,20.1,13.3,52.3,"Partly cloudy skies, ripples to small waves with no white caps, no rain",2.2,7.54,7.61,NA,69.38047028,"joined",3
"170","EZ6",2018-03-14,"14:30","",NA,NA,0.18,NA,30,775,6.16,0.82,2.7,2.7,0.1,1.11,0.07,15.8,1651,16,2,0.4,0.07,NA,NA,NA,6622,2994,NA,38.0645,-121.8354,1,NA,9.81,NA,10.11,53,12.7,51.6,13.13,18,14.1,41.8,"Partially cloudy, ripples to small waves with no white caps, no rain",5.6,7.74,7.82,NA,73.83301544,"joined",3
"171","EZ6",2018-04-11,"11:25","",NA,NA,0.07,NA,9,12,2.04,0.22,2.7,2.7,0.1,8,0.05,12.9,128,6,1,0.2,0.04,NA,NA,NA,6485,152,"300 yards downstream of the end of Roe Island; finished zooplankton tow at EZ2",38.066,-122.0501,1,NA,9,NA,9.8,80,15.27,57.6,14.72,17.1,11.3,41.8,"Overcast, ripples to small waves with no white caps",17.7,7.6,7.69,NA,54.72891617,"joined",3
"172","EZ6",2018-05-10,"10:50","",NA,NA,0.05,NA,28,768,6.44,0.36,2.7,3,0.3,0.93,0.1,13.9,1610,27,3,0.4,0.07,NA,NA,NA,5519,2936,"located 50 yards downstream of channel marker 24A",38.056,-121.9537,1,NA,8.92,NA,9.23,48,17.82,62.1,18.19,36.6,22.3,47.7,"Partly cloudy, moderate waves with few white caps, and no rain",27,7.77,7.88,NA,62.98260117,"joined",3
"173","EZ6",2018-06-08,"11:10","",NA,NA,0.06,NA,29,875,1.16,0.41,2.3,2.4,0.2,2.45,0.1,12.5,1840,16,3,0.3,0.09,NA,NA,NA,6155,3591,"mysid bottle broke during tow so no mysid sample",38.0479,-121.9282,1,NA,8.53,NA,8.75,44,19.8,67.3,20.22,36.4,25.2,52.6,"Sunny, moderate waves with a few white caps, and no rain",16.5,7.75,7.81,NA,65.39871216,"joined",3
"174","EZ6",2018-07-10,"14:10","",NA,NA,0.03,NA,49,1700,2.26,0.4,1.9,1.9,0.1,0.83,0.09,12.2,3480,22,4,0.3,0.09,NA,NA,NA,6412,5937,"Churn bucket 9",38.0594,-121.8665,1,NA,8.29,NA,8.43,48,21.4,81.3,21.75,41.3,20,35.9,"Sunny, Ripples to small waves with no white caps",28.1,7.84,7.86,NA,70.85231781,"joined",3
"175","EZ6",2018-08-07,"13:00","",NA,NA,0.1,NA,46,1560,2.85,0.3,1.7,1.9,NA,0.95,0.09,12.3,3130,20,3,0.25,0.08,NA,NA,NA,6297,5718,NA,38.0622,-121.8586,2,NA,8.52,NA,8.65,60,21.18,72.1,21.32,18.4,14.5,63.9,"Overcast, ripples to small waves with no white caps",27,7.84,7.84,NA,71.72104645,"joined",3
"176","EZ6",2018-09-13,"6:25","",NA,NA,0.08,NA,55,1800,2.06,0.27,1.9,2,0.3,2.3,0.124,14.5,3690,51,8,0.3,0.084,NA,NA,NA,6481,6423,"located at D4",38.0648,-121.8327,2,NA,8.37,NA,8.37,56,19.61,57.9,19.62,42.2,34.4,36.2,"Cloudy, ripples to small waves with no white caps, no rain",23.8,7.8,7.8,NA,74.02051544,"joined",3
"177","EZ6",2018-10-12,"7:15","",NA,NA,0.07,NA,40,1300,1.06,0.3,1.5,1.5,0.11,NA,0.09,14.9,2540,11,2,0.249,0.083,NA,NA,NA,6042,4588,NA,38.07755,-121.7634,2,NA,8.4,NA,8.55,64,18.5,62.2,18.22,13.6,11,33.3,"Sunny skies, Ripples to small waves with no white caps, No rain",12.5,7.6,7.67,NA,80.53556061,"sac",2
"178","EZ6",2018-11-20,"15:00","",NA,NA,0.161,NA,41.7,1300,1.32,0.478,1.6,1.6,NA,0.79,0.084,14.8,2630,8,1,0.321,0.082,NA,NA,NA,5780,4628,"Located at channel marker number 23",38.1241,-121.6988,2,NA,9.07,NA,9.17,116,13.09,59.2,13.06,12.4,6.4,32.6,"Overcast skies, No waves/flat, No rain",4.6,7.77,7.75,NA,88.2822876,"sac",2
"179","EZ6",2018-12-11,"8:50","",NA,NA,0.195,NA,38.2,1220,0.95,0.532,2.3,2.3,0.25,0.89,0.093,15,2510,16,3,0.314,0.083,NA,NA,NA,5909,4485,NA,38.061,-121.8028,1,NA,9.14,NA,9.11,76,11.61,42.1,11.72,14.1,10.3,39.9,"Foggy, No waves/flat",6.6,7.83,7.64,NA,76.60334778,"sac",2
"180","EZ6",2019-01-10,"8:30","",NA,NA,0.217,NA,36,1010,1.03,0.59,2.8,2.9,0.2,0.84,0.1,18.4,2150,12,2,0.495,0.081,NA,NA,NA,5717,4467,"located on the Sacramento River near Chipps Island, but too foggy to identify any channel markers",38.0544,-121.8783,1,NA,9.83,NA,10.06,60,9.24,41.7,9.15,23.9,15.9,43.5,"Foggy, no waves/flat",1.6,7.45,7.52,NA,69.9460907,"joined",3
"181","EZ6",2019-02-21,"14:30","",NA,NA,0.1,NA,19,340,1.48,0.44,4.2,8.7,0.3,2.35,0.17,14.6,789,93,12,0.62,0.075,NA,NA,NA,5848,1443,"bottom readings were taken at 70 feet due to cable not being long enough",38.0552,-122.1888,1,NA,9.79,NA,10.04,16,9.74,53.1,9.67,131.6,100.3,108,"Sunny, no waves/flat",10.6,7.52,7.77,NA,41.50357819,"joined",3
"182","EZ6",2019-03-15,"9:55","",NA,NA,0.08,NA,17,12.4,2.57,0.3,2.7,2.7,0.22,0.67,0.08,21.1,108,23,3,0.4,0.06,NA,NA,NA,5539,197,"Sharp variations in bottom specific conductance over short distances, unrelated to surface specific conductance. This made it difficult to locate EZ6.",38.0501,-122.0973,1,NA,9.58,NA,9.87,32,11.72,49.8,11.67,38.2,34.2,41.8,"Sunny, no waves/flat, and no rain",6,7.49,8.22,NA,50.12014008,"joined",3
"183","EZ6",2019-04-15,"11:25","",NA,NA,0.08,NA,19,330,1.9,0.19,2.1,2.1,NA,NA,0.07,16.3,728,16,2,0.248,0.056,NA,NA,NA,5896,1356,"located north of refinery pier, ended tow at EZ2",38.0509,-122.0899,1,NA,8.94,NA,9.44,48,15.46,53.6,15.43,20.4,17.4,39.3,"Cloudy, ripples to small waves with no white caps",23.7,7.68,7.91,NA,50.85399246,"joined",3
"184","EZ6",2019-05-14,"13:00","",NA,NA,NA,NA,17,314,1.6,0.17,1.9,1.9,0.11,0.7,0.1,13.5,688,33,5,0.2,0.053,NA,NA,NA,6069,1127,"ended tow at EZ2",38.0581,-122.0735,1,NA,9.09,NA,9.3,32,17.63,57.9,17.89,23.3,30.5,35.6,"cloudy with moderate waves with few white caps and no rain",20.8,7.96,8.08,NA,52.41645432,"joined",3
"185","EZ6",2019-06-11,"9:45","",NA,NA,NA,NA,14.5,261,2.61,0.185,1.9,1.9,0.2,0.61,0.05,13.9,593,11,2,0.3,0.054,NA,NA,NA,6586,1071,NA,38.0611,-122.0525,1,NA,7.88,NA,8.48,52,20.6,78.4,21.91,15.7,11.3,24.8,"Sunny, no waves/flat",5.3,7,7.59,NA,54.2695694,"joined",3
"186","EZ6",2019-07-11,"11:35","",NA,NA,0.054,NA,34.8,1150,2.42,0.254,1.8,1.8,NA,0.81,0.084,13.2,2290,28,6,0.293,0.063,NA,NA,NA,5587,4102,"Passed through EZ6 during the D8 tow, samples for EZ6 collected after the tow",38.057992,-121.99,1,93.9,8.2,97.1,8.46,40,21.13,70.5,21.51,25.6,19,43.3,"Sunny, moderate waves with few white caps",20.9,7.7,7.76,NA,59.85916138,"joined",3
"187","EZ6",2019-08-08,"11:05","",NA,NA,NA,NA,44.5,1300,4.21,0.205,1.6,1.6,0.1,1.43,0.07,13.1,3070,19,3,0.186,0.063,NA,NA,NA,6311,5262,"Same as D10",38.04917333,-121.9144,2,94.9,8.13,96.4,8.27,52,22.07,67.3,22.13,17.9,15.1,30.4,"Sunny, large waves with frequent white caps",27.3,7.74,7.76,NA,66.44870758,"joined",3
"188","EZ6",2019-09-06,"10:00","",NA,59,NA,4.3,38,1270,1.44,0.228,1.7,1.7,0.15,0.59,0.096,14.1,2580,27,5,0.169,0.082,NA,NA,NA,5819,4403,"Ended D8 tow at EZ6, samples collected at the end of the tow, used same secchi reading as D8",38.0588,-121.9733,1,92.9,7.8,93.7,8.09,48,21.96,63.5,21.97,34.9,18.7,39.6,"Sunny, ripples to small waves with no white caps",20.9,7.63,7.63,NA,61.24665833,"joined",3
