SampleID,SampleDate,StationCode,Month,Year,Region,RegionAbbv,Genus,Units.per.mL,BV.um3.per.mL
D12.Jul.2022,7/19/2022,D12,Jul,2022,Confluence,CON,Chroococcus,53.66,1233.1068
D12.Jul.2022,7/19/2022,D12,Jul,2022,Confluence,CON,Cocconeis,53.66,54784.7136
D12.Jul.2022,7/19/2022,D12,Jul,2022,Confluence,CON,Cryptomonas,107.32,101498.9632
D12.Jul.2022,7/19/2022,D12,Jul,2022,Confluence,CON,Cylindrotheca,53.66,4855.6934
D12.Jul.2022,7/19/2022,D12,Jul,2022,Confluence,CON,Eucapsis,21142.04,7611.1344
D12.Jul.2022,7/19/2022,D12,Jul,2022,Confluence,CON,Euglena,53.66,32933.2884
D12.Jul.2022,7/19/2022,D12,Jul,2022,Confluence,CON,Microcystis,53.66,4934.037
D12.Jul.2022,7/19/2022,D12,Jul,2022,Confluence,CON,Nitzschia,53.66,3446.5818
D12.Jul.2022,7/19/2022,D12,Jul,2022,Confluence,CON,Plagioselmis,375.62,216437.61
D12.Jul.2022,7/19/2022,D12,Jul,2022,Confluence,CON,Sellaphora,53.66,39406.8308
D12.Jul.2022,7/19/2022,D12,Jul,2022,Confluence,CON,Skeletonema,214.64,25870.5592
D19.Jul.2022,7/19/2022,D19,Jul,2022,Central Delta,CED,Chlorella,111.3,1147.503
D19.Jul.2022,7/19/2022,D19,Jul,2022,Central Delta,CED,Cocconeis,18.55,7329.6615
D19.Jul.2022,7/19/2022,D19,Jul,2022,Central Delta,CED,Cyclotella,111.3,16276.512
D19.Jul.2022,7/19/2022,D19,Jul,2022,Central Delta,CED,Dolichospermum,37.1,24678.92
D19.Jul.2022,7/19/2022,D19,Jul,2022,Central Delta,CED,Drepanochloris,37.1,160.272
D19.Jul.2022,7/19/2022,D19,Jul,2022,Central Delta,CED,Eucapsis,5713.4,2056.824
D19.Jul.2022,7/19/2022,D19,Jul,2022,Central Delta,CED,Merismopedia,18.55,148.4
D19.Jul.2022,7/19/2022,D19,Jul,2022,Central Delta,CED,Microcystis,408.1,62957.7725
D19.Jul.2022,7/19/2022,D19,Jul,2022,Central Delta,CED,Monoraphidium,18.55,281.7745
D19.Jul.2022,7/19/2022,D19,Jul,2022,Central Delta,CED,Nitzschia,37.1,6554.457
D19.Jul.2022,7/19/2022,D19,Jul,2022,Central Delta,CED,Ochromonas,74.2,6463.562
D19.Jul.2022,7/19/2022,D19,Jul,2022,Central Delta,CED,Plagioselmis,556.5,425405.295
D19.Jul.2022,7/19/2022,D19,Jul,2022,Central Delta,CED,Teleaulax,296.8,17018.512
D19.Jul.2022,7/19/2022,D19,Jul,2022,Central Delta,CED,Ulnaria,18.55,106366.2565
D28A.Jul.2022,7/19/2022,D28A,Jul,2022,Central Delta,CED,Aphanocapsa,41.07,1179.5304
D28A.Jul.2022,7/19/2022,D28A,Jul,2022,Central Delta,CED,Chroococcus,41.07,2178.3528
D28A.Jul.2022,7/19/2022,D28A,Jul,2022,Central Delta,CED,Cocconeis,123.21,82944.972
D28A.Jul.2022,7/19/2022,D28A,Jul,2022,Central Delta,CED,Cryptomonas,164.28,87398.6028
D28A.Jul.2022,7/19/2022,D28A,Jul,2022,Central Delta,CED,Cyclotella,205.35,44462.382
D28A.Jul.2022,7/19/2022,D28A,Jul,2022,Central Delta,CED,Dolichospermum,985.68,362680.956
D28A.Jul.2022,7/19/2022,D28A,Jul,2022,Central Delta,CED,Eucapsis,14703.06,5293.1016
D28A.Jul.2022,7/19/2022,D28A,Jul,2022,Central Delta,CED,Microcystis,41.07,8713.8219
D28A.Jul.2022,7/19/2022,D28A,Jul,2022,Central Delta,CED,Plagioselmis,246.42,60592.2138
EZ2-SJR.Jul.2022,7/19/2022,EZ2-SJR,Jul,2022,Entrapment Zone,EZ,Acanthoceras,121.04,15585.1104
EZ2-SJR.Jul.2022,7/19/2022,EZ2-SJR,Jul,2022,Entrapment Zone,EZ,Chlorella,1089.36,6939.2232
EZ2-SJR.Jul.2022,7/19/2022,EZ2-SJR,Jul,2022,Entrapment Zone,EZ,Cyclotella,605.2,57560.572
EZ2-SJR.Jul.2022,7/19/2022,EZ2-SJR,Jul,2022,Entrapment Zone,EZ,Eucapsis,19790.04,7124.4144
EZ2-SJR.Jul.2022,7/19/2022,EZ2-SJR,Jul,2022,Entrapment Zone,EZ,Microcystis,1997.16,131594.688
EZ2-SJR.Jul.2022,7/19/2022,EZ2-SJR,Jul,2022,Entrapment Zone,EZ,Nitzschia,60.52,4528.1064
EZ2-SJR.Jul.2022,7/19/2022,EZ2-SJR,Jul,2022,Entrapment Zone,EZ,Plagioselmis,484.16,423969.2288
EZ2-SJR.Jul.2022,7/19/2022,EZ2-SJR,Jul,2022,Entrapment Zone,EZ,Staurosira,60.52,6920.462
EZ2-SJR.Jul.2022,7/19/2022,EZ2-SJR,Jul,2022,Entrapment Zone,EZ,Teleaulax,242.08,15251.04
EZ6-SJR.Jul.2022,7/19/2022,EZ6-SJR,Jul,2022,Entrapment Zone,EZ,Cyclotella,95.83,6608.4368
EZ6-SJR.Jul.2022,7/19/2022,EZ6-SJR,Jul,2022,Entrapment Zone,EZ,Entomoneis,95.83,386000.3651
EZ6-SJR.Jul.2022,7/19/2022,EZ6-SJR,Jul,2022,Entrapment Zone,EZ,Eucapsis,38236.17,13765.0212
EZ6-SJR.Jul.2022,7/19/2022,EZ6-SJR,Jul,2022,Entrapment Zone,EZ,Gyrosigma,191.66,389016.1352
EZ6-SJR.Jul.2022,7/19/2022,EZ6-SJR,Jul,2022,Entrapment Zone,EZ,Monoraphidium,95.83,1340.6617
EZ6-SJR.Jul.2022,7/19/2022,EZ6-SJR,Jul,2022,Entrapment Zone,EZ,Nitzschia,287.49,451147.5157
EZ6-SJR.Jul.2022,7/19/2022,EZ6-SJR,Jul,2022,Entrapment Zone,EZ,Plagioselmis,287.49,45748.2837
D16.Jul.2022,7/20/2022,D16,Jul,2022,Central Delta,CED,Aulacoseira,38.33,38535.0655
D16.Jul.2022,7/20/2022,D16,Jul,2022,Central Delta,CED,Cocconeis,38.33,47245.558
D16.Jul.2022,7/20/2022,D16,Jul,2022,Central Delta,CED,Cryptomonas,38.33,16375.3426
D16.Jul.2022,7/20/2022,D16,Jul,2022,Central Delta,CED,Cyclotella,268.31,102065.124
D16.Jul.2022,7/20/2022,D16,Jul,2022,Central Delta,CED,Eucapsis,14412.08,5188.3488
D16.Jul.2022,7/20/2022,D16,Jul,2022,Central Delta,CED,Microcystis,766.6,41672.376
D16.Jul.2022,7/20/2022,D16,Jul,2022,Central Delta,CED,Nitzschia,76.66,2543.5788
D16.Jul.2022,7/20/2022,D16,Jul,2022,Central Delta,CED,Plagioselmis,114.99,23698.2891
D26.Jul.2022,7/20/2022,D26,Jul,2022,Central Delta,CED,Cocconeis,25.55,5703.0155
D26.Jul.2022,7/20/2022,D26,Jul,2022,Central Delta,CED,Cyclotella,229.95,50952.321
D26.Jul.2022,7/20/2022,D26,Jul,2022,Central Delta,CED,Dolichospermum,408.8,299990.4705
D26.Jul.2022,7/20/2022,D26,Jul,2022,Central Delta,CED,Encyonema,25.55,2784.1835
D26.Jul.2022,7/20/2022,D26,Jul,2022,Central Delta,CED,Eucapsis,7179.55,2584.638
D26.Jul.2022,7/20/2022,D26,Jul,2022,Central Delta,CED,Microcystis,894.25,72762.823
D26.Jul.2022,7/20/2022,D26,Jul,2022,Central Delta,CED,Monoraphidium,76.65,282.8385
D26.Jul.2022,7/20/2022,D26,Jul,2022,Central Delta,CED,Plagioselmis,996.45,246651.2685
D26.Jul.2022,7/20/2022,D26,Jul,2022,Central Delta,CED,Teleaulax,536.55,38669.1585
MD10A.Jul.2022,7/20/2022,MD10A,Jul,2022,Southern Interior Delta,SID,Aphanizomenon,46,8764.38
MD10A.Jul.2022,7/20/2022,MD10A,Jul,2022,Southern Interior Delta,SID,Chlamydomonas,460,83076
MD10A.Jul.2022,7/20/2022,MD10A,Jul,2022,Southern Interior Delta,SID,Chlorella,1426,7957.08
MD10A.Jul.2022,7/20/2022,MD10A,Jul,2022,Southern Interior Delta,SID,Cocconeis,138,46591.56
MD10A.Jul.2022,7/20/2022,MD10A,Jul,2022,Southern Interior Delta,SID,Cyclotella,920,112920.8
MD10A.Jul.2022,7/20/2022,MD10A,Jul,2022,Southern Interior Delta,SID,Drepanochloris,2852,15657.48
MD10A.Jul.2022,7/20/2022,MD10A,Jul,2022,Southern Interior Delta,SID,Eucapsis,11086,3990.96
MD10A.Jul.2022,7/20/2022,MD10A,Jul,2022,Southern Interior Delta,SID,Lagerheimia,184,1922.8
MD10A.Jul.2022,7/20/2022,MD10A,Jul,2022,Southern Interior Delta,SID,Microcystis,46,1428.76
MD10A.Jul.2022,7/20/2022,MD10A,Jul,2022,Southern Interior Delta,SID,Monoraphidium,184,2284.36
MD10A.Jul.2022,7/20/2022,MD10A,Jul,2022,Southern Interior Delta,SID,Ochromonas,92,8459.4
MD10A.Jul.2022,7/20/2022,MD10A,Jul,2022,Southern Interior Delta,SID,Plagioselmis,1380,675819.12
P8.Jul.2022,7/20/2022,P8,Jul,2022,Southern Interior Delta,SID,Aphanizomenon,65.71,10433.4338
P8.Jul.2022,7/20/2022,P8,Jul,2022,Southern Interior Delta,SID,Chlorella,1511.33,10942.0292
P8.Jul.2022,7/20/2022,P8,Jul,2022,Southern Interior Delta,SID,Cocconeis,65.71,19837.1919
P8.Jul.2022,7/20/2022,P8,Jul,2022,Southern Interior Delta,SID,Cyclotella,1248.49,138644.8145
P8.Jul.2022,7/20/2022,P8,Jul,2022,Southern Interior Delta,SID,Eucapsis,17084.6,6150.456
P8.Jul.2022,7/20/2022,P8,Jul,2022,Southern Interior Delta,SID,Lagerheimia,131.42,1733.4298
P8.Jul.2022,7/20/2022,P8,Jul,2022,Southern Interior Delta,SID,Microcystis,3416.92,511785.6205
P8.Jul.2022,7/20/2022,P8,Jul,2022,Southern Interior Delta,SID,Monoraphidium,722.81,3136.9954
P8.Jul.2022,7/20/2022,P8,Jul,2022,Southern Interior Delta,SID,Plagioselmis,2562.69,1668357.844
D4.Jul.2022,7/21/2022,D4,Jul,2022,Confluence,CON,Cyclotella,235.86,33407.2104
D4.Jul.2022,7/21/2022,D4,Jul,2022,Confluence,CON,Diatoma,39.31,66547.899
D4.Jul.2022,7/21/2022,D4,Jul,2022,Confluence,CON,Eucapsis,14741.25,5306.85
D4.Jul.2022,7/21/2022,D4,Jul,2022,Confluence,CON,Gyrosigma,117.93,183796.2636
D4.Jul.2022,7/21/2022,D4,Jul,2022,Confluence,CON,Nitzschia,78.62,6824.216
D4.Jul.2022,7/21/2022,D4,Jul,2022,Confluence,CON,Plagioselmis,314.48,84749.2152
D4.Jul.2022,7/21/2022,D4,Jul,2022,Confluence,CON,Teleaulax,432.41,28059.0849
EZ2.Jul.2022,7/21/2022,EZ2,Jul,2022,Entrapment Zone,EZ,Aulacoseira,180.38,49786.6838
EZ2.Jul.2022,7/21/2022,EZ2,Jul,2022,Entrapment Zone,EZ,Chlorella,1262.66,8043.1442
EZ2.Jul.2022,7/21/2022,EZ2,Jul,2022,Entrapment Zone,EZ,Cyclotella,360.76,59698.5648
EZ2.Jul.2022,7/21/2022,EZ2,Jul,2022,Entrapment Zone,EZ,Drepanochloris,90.19,484.3203
EZ2.Jul.2022,7/21/2022,EZ2,Jul,2022,Entrapment Zone,EZ,Eucapsis,34091.82,12273.0552
EZ2.Jul.2022,7/21/2022,EZ2,Jul,2022,Entrapment Zone,EZ,Nitzschia,180.38,12457.0428
EZ2.Jul.2022,7/21/2022,EZ2,Jul,2022,Entrapment Zone,EZ,Plagioselmis,360.76,242087.0961
EZ2.Jul.2022,7/21/2022,EZ2,Jul,2022,Entrapment Zone,EZ,Staurosira,90.19,7378.4439
EZ2.Jul.2022,7/21/2022,EZ2,Jul,2022,Entrapment Zone,EZ,Tryblionella,180.38,308126.9198
EZ6.Jul.2022,7/21/2022,EZ6,Jul,2022,Entrapment Zone,EZ,Cryptomonas,135.29,50427.9946
EZ6.Jul.2022,7/21/2022,EZ6,Jul,2022,Entrapment Zone,EZ,Cyclotella,135.29,451040.6252
EZ6.Jul.2022,7/21/2022,EZ6,Jul,2022,Entrapment Zone,EZ,Eucapsis,55874.77,20114.9172
EZ6.Jul.2022,7/21/2022,EZ6,Jul,2022,Entrapment Zone,EZ,Planktolyngbya,135.29,3186.0795
EZ6.Jul.2022,7/21/2022,EZ6,Jul,2022,Entrapment Zone,EZ,Synedra,135.29,648649.2579
NZ068.Jul.2022,7/21/2022,NZ068,Jul,2022,Northern Interior Delta,NID,Chroococcus,38.65,2049.996
NZ068.Jul.2022,7/21/2022,NZ068,Jul,2022,Northern Interior Delta,NID,Cryptomonas,115.95,95205.3855
NZ068.Jul.2022,7/21/2022,NZ068,Jul,2022,Northern Interior Delta,NID,Cyclotella,463.8,161138.034
NZ068.Jul.2022,7/21/2022,NZ068,Jul,2022,Northern Interior Delta,NID,Entomoneis,38.65,29246.8415
NZ068.Jul.2022,7/21/2022,NZ068,Jul,2022,Northern Interior Delta,NID,Eucapsis,14145.9,5092.524
NZ068.Jul.2022,7/21/2022,NZ068,Jul,2022,Northern Interior Delta,NID,Fragilaria,38.65,5817.9845
NZ068.Jul.2022,7/21/2022,NZ068,Jul,2022,Northern Interior Delta,NID,Merismopedia,38.65,2121.112
NZ068.Jul.2022,7/21/2022,NZ068,Jul,2022,Northern Interior Delta,NID,Microcystis,193.25,15063.8375
NZ068.Jul.2022,7/21/2022,NZ068,Jul,2022,Northern Interior Delta,NID,Nitzschia,154.6,17018.368
NZ068.Jul.2022,7/21/2022,NZ068,Jul,2022,Northern Interior Delta,NID,Plagioselmis,270.55,68062.2635
NZ068.Jul.2022,7/21/2022,NZ068,Jul,2022,Northern Interior Delta,NID,Skeletonema,38.65,3075.3805
D10.Jul.2022,7/22/2022,D10,Jul,2022,Confluence,CON,Cryptomonas,270.58,148948.8784
D10.Jul.2022,7/22/2022,D10,Jul,2022,Confluence,CON,Cyclotella,135.29,9329.5984
D10.Jul.2022,7/22/2022,D10,Jul,2022,Confluence,CON,Eucapsis,54657.16,19676.5776
D10.Jul.2022,7/22/2022,D10,Jul,2022,Confluence,CON,Plagioselmis,135.29,21528.6977
D6.Jul.2022,7/22/2022,D6,Jul,2022,San Pablo Bay,SPB,Chlorella,1050,6688.5
D6.Jul.2022,7/22/2022,D6,Jul,2022,San Pablo Bay,SPB,Cyclotella,500,77205
D6.Jul.2022,7/22/2022,D6,Jul,2022,San Pablo Bay,SPB,Eucapsis,18650,6714
D6.Jul.2022,7/22/2022,D6,Jul,2022,San Pablo Bay,SPB,Nitzschia,50,5014
D6.Jul.2022,7/22/2022,D6,Jul,2022,San Pablo Bay,SPB,Plagioselmis,150,194418
D6.Jul.2022,7/22/2022,D6,Jul,2022,San Pablo Bay,SPB,Teleaulax,50,2618
D8.Jul.2022,7/22/2022,D8,Jul,2022,Grizzly and Suisun Bay,GSB,Chlamydomonas,112.19,42822.923
D8.Jul.2022,7/22/2022,D8,Jul,2022,Grizzly and Suisun Bay,GSB,Chlorella,112.19,1586.3666
D8.Jul.2022,7/22/2022,D8,Jul,2022,Grizzly and Suisun Bay,GSB,Cyclotella,224.38,90656.2514
D8.Jul.2022,7/22/2022,D8,Jul,2022,Grizzly and Suisun Bay,GSB,Drepanochloris,112.19,652.9458
D8.Jul.2022,7/22/2022,D8,Jul,2022,Grizzly and Suisun Bay,GSB,Eucapsis,44539.43,16034.1948
D8.Jul.2022,7/22/2022,D8,Jul,2022,Grizzly and Suisun Bay,GSB,Teleaulax,336.57,21533.7486
D22.Jul.2022,7/24/2022,D22,Jul,2022,Confluence,CON,Cocconeis,90.19,17067.5556
D22.Jul.2022,7/24/2022,D22,Jul,2022,Confluence,CON,Cyclotella,360.76,48594.372
D22.Jul.2022,7/24/2022,D22,Jul,2022,Confluence,CON,Eucapsis,35625.05,12825.018
D22.Jul.2022,7/24/2022,D22,Jul,2022,Confluence,CON,Microcystis,180.38,7509.2194
D22.Jul.2022,7/24/2022,D22,Jul,2022,Confluence,CON,Plagioselmis,360.76,91423.7992
D22.Jul.2022,7/24/2022,D22,Jul,2022,Confluence,CON,Skeletonema,90.19,10764.1765
D7.Jul.2022,7/25/2022,D7,Jul,2022,Grizzly and Suisun Bay,GSB,Cyclotella,71.87,22457.2189
D7.Jul.2022,7/25/2022,D7,Jul,2022,Grizzly and Suisun Bay,GSB,Entomoneis,71.87,213279.9746
D7.Jul.2022,7/25/2022,D7,Jul,2022,Grizzly and Suisun Bay,GSB,Eucapsis,29610.44,10659.7584
D7.Jul.2022,7/25/2022,D7,Jul,2022,Grizzly and Suisun Bay,GSB,Nitzschia,71.87,104353.0839
NZ032.Jul.2022,7/25/2022,NZ032,Jul,2022,Grizzly and Suisun Bay,GSB,Cyclotella,484.16,89461.8744
NZ032.Jul.2022,7/25/2022,NZ032,Jul,2022,Grizzly and Suisun Bay,GSB,Eucapsis,48658.08,17516.9088
NZ032.Jul.2022,7/25/2022,NZ032,Jul,2022,Grizzly and Suisun Bay,GSB,Navicula,121.04,53099.0376
NZ032.Jul.2022,7/25/2022,NZ032,Jul,2022,Grizzly and Suisun Bay,GSB,Plagioselmis,363.12,91382.7792
NZ032.Jul.2022,7/25/2022,NZ032,Jul,2022,Grizzly and Suisun Bay,GSB,Planktolyngbya,121.04,3420.5904
NZS42.Jul.2022,7/25/2022,NZS42,Jul,2022,Grizzly and Suisun Bay,GSB,Chlamydomonas,67.64,28487.2624
NZS42.Jul.2022,7/25/2022,NZS42,Jul,2022,Grizzly and Suisun Bay,GSB,Cryptomonas,135.28,69471.6912
NZS42.Jul.2022,7/25/2022,NZS42,Jul,2022,Grizzly and Suisun Bay,GSB,Cyclotella,135.28,74635.3288
NZS42.Jul.2022,7/25/2022,NZS42,Jul,2022,Grizzly and Suisun Bay,GSB,Eucapsis,27191.28,9788.8608
NZS42.Jul.2022,7/25/2022,NZS42,Jul,2022,Grizzly and Suisun Bay,GSB,Euglena,67.64,121308.958
NZS42.Jul.2022,7/25/2022,NZS42,Jul,2022,Grizzly and Suisun Bay,GSB,Melosira,135.28,895193.7552
NZS42.Jul.2022,7/25/2022,NZS42,Jul,2022,Grizzly and Suisun Bay,GSB,Navicula,67.64,8943.3608
NZS42.Jul.2022,7/25/2022,NZS42,Jul,2022,Grizzly and Suisun Bay,GSB,Nitzschia,135.28,28431.7976
NZS42.Jul.2022,7/25/2022,NZS42,Jul,2022,Grizzly and Suisun Bay,GSB,Teleaulax,67.64,5164.314
D41.Jul.2022,7/26/2022,D41,Jul,2022,San Pablo Bay,SPB,Cyclotella,255.54,48849.0264
D41.Jul.2022,7/26/2022,D41,Jul,2022,San Pablo Bay,SPB,Eucapsis,33901.64,12204.5904
D41.Jul.2022,7/26/2022,D41,Jul,2022,San Pablo Bay,SPB,Navicula,85.18,16027.4688
D41.Jul.2022,7/26/2022,D41,Jul,2022,San Pablo Bay,SPB,Thalassiosira,170.36,567959.7968
D41A.Jul.2022,7/26/2022,D41A,Jul,2022,San Pablo Bay,SPB,Cyclotella,1352.85,369936.8325
D41A.Jul.2022,7/26/2022,D41A,Jul,2022,San Pablo Bay,SPB,Eucapsis,108769.14,39156.8904
D41A.Jul.2022,7/26/2022,D41A,Jul,2022,San Pablo Bay,SPB,Thalassiosira,270.57,16484279.73
NZ002.Jul.2022,7/26/2022,NZ002,Jul,2022,San Pablo Bay,SPB,Chlamydomonas,63.88,5057.3796
NZ002.Jul.2022,7/26/2022,NZ002,Jul,2022,San Pablo Bay,SPB,Chlorella,1788.64,9980.6112
NZ002.Jul.2022,7/26/2022,NZ002,Jul,2022,San Pablo Bay,SPB,Cyclotella,511.04,77473.664
NZ002.Jul.2022,7/26/2022,NZ002,Jul,2022,San Pablo Bay,SPB,Cylindrotheca,63.88,4914.2884
NZ002.Jul.2022,7/26/2022,NZ002,Jul,2022,San Pablo Bay,SPB,Eucapsis,23443.96,8439.8256
NZ002.Jul.2022,7/26/2022,NZ002,Jul,2022,San Pablo Bay,SPB,Monoraphidium,63.88,339.2028
NZ002.Jul.2022,7/26/2022,NZ002,Jul,2022,San Pablo Bay,SPB,Plagioselmis,127.76,42181.2416
NZ002.Jul.2022,7/26/2022,NZ002,Jul,2022,San Pablo Bay,SPB,Teleaulax,383.28,30972.8568
NZ004.Jul.2022,7/26/2022,NZ004,Jul,2022,San Pablo Bay,SPB,Cyclotella,319.4,44259.258
NZ004.Jul.2022,7/26/2022,NZ004,Jul,2022,San Pablo Bay,SPB,Eucapsis,25679.76,9244.7136
NZ325.Jul.2022,7/26/2022,NZ325,Jul,2022,San Pablo Bay,SPB,Cyclotella,114.99,61201.1277
NZ325.Jul.2022,7/26/2022,NZ325,Jul,2022,San Pablo Bay,SPB,Eucapsis,46340.97,16682.7492
NZ325.Jul.2022,7/26/2022,NZ325,Jul,2022,San Pablo Bay,SPB,Nitzschia,114.99,9679.8582
NZ325.Jul.2022,7/26/2022,NZ325,Jul,2022,San Pablo Bay,SPB,Plagioselmis,114.99,18298.3587
NZ325.Jul.2022,7/26/2022,NZ325,Jul,2022,San Pablo Bay,SPB,Thalassiosira,114.99,8539948.531
C10A.Aug.2022,8/15/2022,C10A,Aug,2022,Southern Interior Delta,SID,Chlamydomonas,176.9,56036.613
C10A.Aug.2022,8/15/2022,C10A,Aug,2022,Southern Interior Delta,SID,Chlorella,1485.96,8291.6568
C10A.Aug.2022,8/15/2022,C10A,Aug,2022,Southern Interior Delta,SID,Cyclotella,353.8,98374.09
C10A.Aug.2022,8/15/2022,C10A,Aug,2022,Southern Interior Delta,SID,Desmodesmus,106.14,13773.434
C10A.Aug.2022,8/15/2022,C10A,Aug,2022,Southern Interior Delta,SID,Encyonema,70.76,11227.4892
C10A.Aug.2022,8/15/2022,C10A,Aug,2022,Southern Interior Delta,SID,Eucapsis,9729.5,3502.62
C10A.Aug.2022,8/15/2022,C10A,Aug,2022,Southern Interior Delta,SID,Fragilaria,35.38,36910.5388
C10A.Aug.2022,8/15/2022,C10A,Aug,2022,Southern Interior Delta,SID,Komvophoron,35.38,551.928
C10A.Aug.2022,8/15/2022,C10A,Aug,2022,Southern Interior Delta,SID,Microcystis,35.38,1687.9798
C10A.Aug.2022,8/15/2022,C10A,Aug,2022,Southern Interior Delta,SID,Monoraphidium,70.76,307.0984
C10A.Aug.2022,8/15/2022,C10A,Aug,2022,Southern Interior Delta,SID,Navicula,70.76,80938.1184
C10A.Aug.2022,8/15/2022,C10A,Aug,2022,Southern Interior Delta,SID,Nephroselmis,35.38,2704.801
C10A.Aug.2022,8/15/2022,C10A,Aug,2022,Southern Interior Delta,SID,Nitzschia,283.04,55798.5056
C10A.Aug.2022,8/15/2022,C10A,Aug,2022,Southern Interior Delta,SID,Plagioselmis,35.38,6745.9046
C10A.Aug.2022,8/15/2022,C10A,Aug,2022,Southern Interior Delta,SID,Pseudanabaena,35.38,4266.828
C10A.Aug.2022,8/15/2022,C10A,Aug,2022,Southern Interior Delta,SID,Staurosira,1733.62,137025.3248
C10A.Aug.2022,8/15/2022,C10A,Aug,2022,Southern Interior Delta,SID,Tetradesmus,35.38,4351.74
C10A.Aug.2022,8/15/2022,C10A,Aug,2022,Southern Interior Delta,SID,Thalassiosira,35.38,25793.789
C3A.Aug.2022,8/15/2022,C3A,Aug,2022,Northern Interior Delta,NID,Achnanthidium,46.94,5281.6888
C3A.Aug.2022,8/15/2022,C3A,Aug,2022,Northern Interior Delta,NID,Chlamydomonas,23.47,1725.2797
C3A.Aug.2022,8/15/2022,C3A,Aug,2022,Northern Interior Delta,NID,Chlorella,774.51,4933.6287
C3A.Aug.2022,8/15/2022,C3A,Aug,2022,Northern Interior Delta,NID,Chroococcus,46.94,1138.295
C3A.Aug.2022,8/15/2022,C3A,Aug,2022,Northern Interior Delta,NID,Cyclotella,117.35,26002.413
C3A.Aug.2022,8/15/2022,C3A,Aug,2022,Northern Interior Delta,NID,Desmodesmus,23.47,1101.2124
C3A.Aug.2022,8/15/2022,C3A,Aug,2022,Northern Interior Delta,NID,Eucapsis,8284.91,2982.5676
C3A.Aug.2022,8/15/2022,C3A,Aug,2022,Northern Interior Delta,NID,Nitzschia,23.47,3167.9806
C3A.Aug.2022,8/15/2022,C3A,Aug,2022,Northern Interior Delta,NID,Peridinium,23.47,111771.181
C3A.Aug.2022,8/15/2022,C3A,Aug,2022,Northern Interior Delta,NID,Plagioselmis,23.47,4563.2721
C3A.Aug.2022,8/15/2022,C3A,Aug,2022,Northern Interior Delta,NID,Pseudanabaena,23.47,5085.0102
C3A.Aug.2022,8/15/2022,C3A,Aug,2022,Northern Interior Delta,NID,Skeletonema,46.94,2302.8764
C3A.Aug.2022,8/15/2022,C3A,Aug,2022,Northern Interior Delta,NID,Snowella,23.47,85.4308
C3A.Aug.2022,8/15/2022,C3A,Aug,2022,Northern Interior Delta,NID,Staurosira,23.47,4579.4664
C3A.Aug.2022,8/15/2022,C3A,Aug,2022,Northern Interior Delta,NID,Teleaulax,23.47,1791.9345
C9.Aug.2022,8/15/2022,C9,Aug,2022,Southern Interior Delta,SID,Asterococcus,270.57,57406.8369
C9.Aug.2022,8/15/2022,C9,Aug,2022,Southern Interior Delta,SID,Cocconeis,541.14,204626.6796
C9.Aug.2022,8/15/2022,C9,Aug,2022,Southern Interior Delta,SID,Cyclotella,1352.85,157404.0975
C9.Aug.2022,8/15/2022,C9,Aug,2022,Southern Interior Delta,SID,Desmodesmus,270.57,17998.3164
C9.Aug.2022,8/15/2022,C9,Aug,2022,Southern Interior Delta,SID,Encyonema,270.57,34089.1143
C9.Aug.2022,8/15/2022,C9,Aug,2022,Southern Interior Delta,SID,Eucapsis,105522.3,37988.028
C9.Aug.2022,8/15/2022,C9,Aug,2022,Southern Interior Delta,SID,Microcystis,2435.13,223910.2035
C9.Aug.2022,8/15/2022,C9,Aug,2022,Southern Interior Delta,SID,Monoraphidium,541.14,5730.6726
C9.Aug.2022,8/15/2022,C9,Aug,2022,Southern Interior Delta,SID,Scenedesmus,541.14,4063.9614
C9.Aug.2022,8/15/2022,C9,Aug,2022,Southern Interior Delta,SID,Teleaulax,270.57,20658.0195
D12.Aug.2022,8/16/2022,D12,Aug,2022,Confluence,CON,Cryptomonas,114.99,42861.3726
D12.Aug.2022,8/16/2022,D12,Aug,2022,Confluence,CON,Eucapsis,46225.98,16641.3528
D12.Aug.2022,8/16/2022,D12,Aug,2022,Confluence,CON,Plagioselmis,229.98,67696.9128
D19.Aug.2022,8/16/2022,D19,Aug,2022,Central Delta,CED,Chlorella,558.45,2708.4825
D19.Aug.2022,8/16/2022,D19,Aug,2022,Central Delta,CED,Cocconeis,32.85,47974.797
D19.Aug.2022,8/16/2022,D19,Aug,2022,Central Delta,CED,Cryptomonas,65.7,37623.105
D19.Aug.2022,8/16/2022,D19,Aug,2022,Central Delta,CED,Cyclotella,197.1,28490.805
D19.Aug.2022,8/16/2022,D19,Aug,2022,Central Delta,CED,Dolichospermum,131.4,109136.5695
D19.Aug.2022,8/16/2022,D19,Aug,2022,Central Delta,CED,Eucapsis,11661.75,4198.23
D19.Aug.2022,8/16/2022,D19,Aug,2022,Central Delta,CED,Microcystis,262.8,20535.849
D19.Aug.2022,8/16/2022,D19,Aug,2022,Central Delta,CED,Oscillatoria,32.85,222525.9
D19.Aug.2022,8/16/2022,D19,Aug,2022,Central Delta,CED,Plagioselmis,229.95,59152.338
D19.Aug.2022,8/16/2022,D19,Aug,2022,Central Delta,CED,Teleaulax,229.95,13999.356
D28A.Aug.2022,8/16/2022,D28A,Aug,2022,Central Delta,CED,Cryptomonas,57.5,21432.55
D28A.Aug.2022,8/16/2022,D28A,Aug,2022,Central Delta,CED,Cyclotella,402.5,125769.175
