SampleDate,StationCode,Month,Year,Region,RegionAbbv,AlgalType,Units.per.mL,BV.um3.per.mL
2022-06-11,D12,Jun,2022,Confluence,CON,Green Alga,41.07,434.9313
2022-06-11,D12,Jun,2022,Confluence,CON,Pennate Diatom,123.21000000000001,31480.5657
2022-06-20,C10A,Jun,2022,Southern Interior Delta,SID,Centric Diatom,824.7199999999999,225043.884
2022-06-20,C10A,Jun,2022,Southern Interior Delta,SID,Cryptophyte,63.44,25556.804
2022-06-20,C10A,Jun,2022,Southern Interior Delta,SID,Cyanobacterium,10848.24,16054.443599999999
2022-06-20,C10A,Jun,2022,Southern Interior Delta,SID,Green Alga,729.56,17545.6008
2022-06-20,C10A,Jun,2022,Southern Interior Delta,SID,Pennate Diatom,475.79999999999995,186416.5368
2022-06-20,C3A,Jun,2022,Northern Interior Delta,NID,Cryptophyte,57.5,16925.7
2022-06-20,C3A,Jun,2022,Northern Interior Delta,NID,Cyanobacterium,22827.5,8217.9
2022-06-20,C3A,Jun,2022,Northern Interior Delta,NID,Green Alga,115,6276.7
2022-06-20,C3A,Jun,2022,Northern Interior Delta,NID,Pennate Diatom,115,596100.775
2022-06-20,C9,Jun,2022,Southern Interior Delta,SID,Centric Diatom,365.09999999999997,58065.50399999999
2022-06-20,C9,Jun,2022,Southern Interior Delta,SID,Cryptophyte,474.63,74021.4693
2022-06-20,C9,Jun,2022,Southern Interior Delta,SID,Cyanobacterium,6316.23,194806.77209999997
2022-06-20,C9,Jun,2022,Southern Interior Delta,SID,Green Alga,255.57,9279.7467
2022-06-20,C9,Jun,2022,Southern Interior Delta,SID,Pennate Diatom,73.02,18762.854099999997
2022-06-21,D16,Jun,2022,Central Delta,CED,Centric Diatom,685.6800000000001,91860.5496
2022-06-21,D16,Jun,2022,Central Delta,CED,Cryptophyte,999.95,304807.33030000003
2022-06-21,D16,Jun,2022,Central Delta,CED,Cyanobacterium,9313.82,4705.7647
2022-06-21,D16,Jun,2022,Central Delta,CED,Green Alga,285.70000000000005,13122.772400000002
2022-06-21,D16,Jun,2022,Central Delta,CED,Haptophyte,28.57,778.2468
2022-06-21,D16,Jun,2022,Central Delta,CED,Pennate Diatom,142.85,14913.54
2022-06-21,D19,Jun,2022,Central Delta,CED,Centric Diatom,412.24999999999994,32101.907499999998
2022-06-21,D19,Jun,2022,Central Delta,CED,Chrysophyte,49.47,12406.086599999999
2022-06-21,D19,Jun,2022,Central Delta,CED,Cryptophyte,890.4599999999999,170214.39719999998
2022-06-21,D19,Jun,2022,Central Delta,CED,Cyanobacterium,5276.799999999999,1899.6479999999997
2022-06-21,D19,Jun,2022,Central Delta,CED,Green Alga,461.71999999999997,2681.6038
2022-06-21,D19,Jun,2022,Central Delta,CED,Pennate Diatom,82.44999999999999,15842.932399999996
2022-06-21,D28A,Jun,2022,Central Delta,CED,Centric Diatom,679.38,80866.6014
2022-06-21,D28A,Jun,2022,Central Delta,CED,Cryptophyte,1567.8,579491.8037999999
2022-06-21,D28A,Jun,2022,Central Delta,CED,Cyanobacterium,7682.219999999999,2765.5991999999997
2022-06-21,D28A,Jun,2022,Central Delta,CED,Green Alga,653.25,3916.1031
2022-06-21,D28A,Jun,2022,Central Delta,CED,Pennate Diatom,130.65,26670.629699999998
2022-06-21,EZ2-SJR,Jun,2022,Entrapment Zone,EZ,Centric Diatom,216.44,12897.1185
2022-06-21,EZ2-SJR,Jun,2022,Entrapment Zone,EZ,Cryptophyte,378.77,126782.9766
2022-06-21,EZ2-SJR,Jun,2022,Entrapment Zone,EZ,Cyanobacterium,21211.12,7636.0032
2022-06-21,EZ2-SJR,Jun,2022,Entrapment Zone,EZ,Green Alga,162.32999999999998,2948.995
2022-06-21,EZ2-SJR,Jun,2022,Entrapment Zone,EZ,Pennate Diatom,270.55,28173.9948
2022-06-21,EZ6-SJR,Jun,2022,Entrapment Zone,EZ,Centric Diatom,183.99,23211.5651
2022-06-21,EZ6-SJR,Jun,2022,Entrapment Zone,EZ,Cryptophyte,919.95,273912.046
2022-06-21,EZ6-SJR,Jun,2022,Entrapment Zone,EZ,Cyanobacterium,23796.04,8456.1804
2022-06-21,EZ6-SJR,Jun,2022,Entrapment Zone,EZ,Green Alga,61.33,1716.0134
2022-06-22,D26,Jun,2022,Central Delta,CED,Centric Diatom,202.95000000000002,25591.995
2022-06-22,D26,Jun,2022,Central Delta,CED,Cryptophyte,879.45,163652.3405
2022-06-22,D26,Jun,2022,Central Delta,CED,Cyanobacterium,7689.55,2764.179
2022-06-22,D26,Jun,2022,Central Delta,CED,Green Alga,112.75,676.5
2022-06-22,D26,Jun,2022,Central Delta,CED,Pennate Diatom,135.3,264749.40249999997
2022-06-22,MD10A,Jun,2022,Southern Interior Delta,SID,Centric Diatom,332.86,44413.5098
2022-06-22,MD10A,Jun,2022,Southern Interior Delta,SID,Cryptophyte,1785.3400000000001,1596779.0464
2022-06-22,MD10A,Jun,2022,Southern Interior Delta,SID,Cyanobacterium,9380.600000000002,11995.6692
2022-06-22,MD10A,Jun,2022,Southern Interior Delta,SID,Green Alga,786.76,6290.7514
2022-06-22,MD10A,Jun,2022,Southern Interior Delta,SID,Pennate Diatom,30.26,70970.291
2022-06-22,P8,Jun,2022,Southern Interior Delta,SID,Centric Diatom,204.44,63881.3668
2022-06-22,P8,Jun,2022,Southern Interior Delta,SID,Cryptophyte,715.54,214508.66999999998
2022-06-22,P8,Jun,2022,Southern Interior Delta,SID,Cyanobacterium,19984.010000000002,51425.348699999995
2022-06-22,P8,Jun,2022,Southern Interior Delta,SID,Green Alga,255.54999999999998,56301.242699999995
2022-06-22,P8,Jun,2022,Southern Interior Delta,SID,Pennate Diatom,51.11,19326.735399999998
2022-06-23,D22,Jun,2022,Confluence,CON,Centric Diatom,721.6,130039.536
2022-06-23,D22,Jun,2022,Confluence,CON,Chrysophyte,45.1,18688.087
2022-06-23,D22,Jun,2022,Confluence,CON,Cryptophyte,1037.3000000000002,192701.476
2022-06-23,D22,Jun,2022,Confluence,CON,Cyanobacterium,16326.2,5877.432
2022-06-23,D22,Jun,2022,Confluence,CON,Green Alga,90.2,26675.748000000003
2022-06-23,D22,Jun,2022,Confluence,CON,Pennate Diatom,90.2,9480.922
2022-06-23,D4,Jun,2022,Confluence,CON,Centric Diatom,170.36,180961.50280000002
2022-06-23,D4,Jun,2022,Confluence,CON,Cryptophyte,255.54000000000002,58859.380000000005
2022-06-23,D4,Jun,2022,Confluence,CON,Cyanobacterium,33646.100000000006,12112.596
2022-06-23,D4,Jun,2022,Confluence,CON,Pennate Diatom,340.72,585356.1082000001
2022-06-23,EZ2,Jun,2022,Entrapment Zone,EZ,Centric Diatom,246.42000000000002,41263.850399999996
2022-06-23,EZ2,Jun,2022,Entrapment Zone,EZ,Cryptophyte,451.77,162740.69640000002
2022-06-23,EZ2,Jun,2022,Entrapment Zone,EZ,Cyanobacterium,16222.65,5840.1539999999995
2022-06-23,EZ2,Jun,2022,Entrapment Zone,EZ,Pennate Diatom,164.28,16621.4397
2022-06-23,EZ6,Jun,2022,Entrapment Zone,EZ,Centric Diatom,209.07,43738.1409
2022-06-23,EZ6,Jun,2022,Entrapment Zone,EZ,Cryptophyte,1254.42,359198.9856
2022-06-23,EZ6,Jun,2022,Entrapment Zone,EZ,Cyanobacterium,26760.96,9633.945600000001
2022-06-23,EZ6,Jun,2022,Entrapment Zone,EZ,Green Alga,69.69,974.9630999999999
2022-06-23,EZ6,Jun,2022,Entrapment Zone,EZ,Pennate Diatom,139.38,25777.634099999996
2022-06-23,NZ068,Jun,2022,Northern Interior Delta,NID,Centric Diatom,219.05,126766.42550000001
2022-06-23,NZ068,Jun,2022,Northern Interior Delta,NID,Cryptophyte,876.2,457909.1296
2022-06-23,NZ068,Jun,2022,Northern Interior Delta,NID,Cyanobacterium,16122.080000000002,6119.380800000001
2022-06-23,NZ068,Jun,2022,Northern Interior Delta,NID,Green Alga,87.62,2238.2529000000004
2022-06-23,NZ068,Jun,2022,Northern Interior Delta,NID,Pennate Diatom,306.67,756460.6984999999
2022-06-24,D10,Jun,2022,Confluence,CON,Centric Diatom,115,26766.25
2022-06-24,D10,Jun,2022,Confluence,CON,Cryptophyte,287.5,77443.3
2022-06-24,D10,Jun,2022,Confluence,CON,Cyanobacterium,22712.5,8176.499999999999
2022-06-24,D10,Jun,2022,Confluence,CON,Pennate Diatom,57.5,116443.25
2022-06-24,D6,Jun,2022,San Pablo Bay,SPB,Centric Diatom,209.08,22894.260000000002
2022-06-24,D6,Jun,2022,San Pablo Bay,SPB,Cyanobacterium,41920.54,15091.3944
2022-06-24,D6,Jun,2022,San Pablo Bay,SPB,Dinoflagellate,104.54,103385.87840000002
2022-06-24,D6,Jun,2022,San Pablo Bay,SPB,Pennate Diatom,104.54,52952.6462
2022-06-24,D8,Jun,2022,Grizzly and Suisun Bay,GSB,Centric Diatom,282.45000000000005,117117.8925
2022-06-24,D8,Jun,2022,Grizzly and Suisun Bay,GSB,Cryptophyte,1089.45,422306.7315
2022-06-24,D8,Jun,2022,Grizzly and Suisun Bay,GSB,Cyanobacterium,15333,5519.879999999999
2022-06-24,D8,Jun,2022,Grizzly and Suisun Bay,GSB,Dinoflagellate,40.35,122747.121
2022-06-24,D8,Jun,2022,Grizzly and Suisun Bay,GSB,Green Alga,40.35,2852.3415
2022-06-24,D8,Jun,2022,Grizzly and Suisun Bay,GSB,Pennate Diatom,40.35,4030.965
2022-06-27,D7,Jun,2022,Grizzly and Suisun Bay,GSB,Centric Diatom,799.96,152920.3536
2022-06-27,D7,Jun,2022,Grizzly and Suisun Bay,GSB,Cyanobacterium,80595.97,29014.549199999998
2022-06-27,NZ032,Jun,2022,Grizzly and Suisun Bay,GSB,Centric Diatom,405.87,182751.0849
2022-06-27,NZ032,Jun,2022,Grizzly and Suisun Bay,GSB,Cryptophyte,405.87,79566.7548
2022-06-27,NZ032,Jun,2022,Grizzly and Suisun Bay,GSB,Cyanobacterium,54386.58,22455.4342
2022-06-27,NZS42,Jun,2022,Grizzly and Suisun Bay,GSB,Centric Diatom,76.66,7964.207399999999
2022-06-27,NZS42,Jun,2022,Grizzly and Suisun Bay,GSB,Cryptophyte,306.64,19168.0664
2022-06-27,NZS42,Jun,2022,Grizzly and Suisun Bay,GSB,Cyanobacterium,29897.399999999998,10763.064
2022-06-27,NZS42,Jun,2022,Grizzly and Suisun Bay,GSB,Green Alga,843.26,5371.5662
2022-06-28,D41,Jun,2022,San Pablo Bay,SPB,Centric Diatom,1149.8400000000001,143096.31040000002
2022-06-28,D41,Jun,2022,San Pablo Bay,SPB,Cryptophyte,319.40000000000003,50826.122
2022-06-28,D41,Jun,2022,San Pablo Bay,SPB,Cyanobacterium,24593.800000000003,9833.6872
2022-06-28,D41,Jun,2022,San Pablo Bay,SPB,Dinoflagellate,63.88,81841.77840000001
2022-06-28,D41,Jun,2022,San Pablo Bay,SPB,Pennate Diatom,63.88,20068.540800000002
2022-06-28,D41A,Jun,2022,San Pablo Bay,SPB,Centric Diatom,3066.48,2731773.708
2022-06-28,D41A,Jun,2022,San Pablo Bay,SPB,Cryptophyte,511.08,123676.2492
2022-06-28,D41A,Jun,2022,San Pablo Bay,SPB,Cyanobacterium,100938.3,36337.78799999999
2022-06-28,D41A,Jun,2022,San Pablo Bay,SPB,Pennate Diatom,255.54,26946.693
2022-06-28,NZ002,Jun,2022,San Pablo Bay,SPB,Centric Diatom,627.24,91119.15480000002
2022-06-28,NZ002,Jun,2022,San Pablo Bay,SPB,Cryptophyte,209.08,183999.80860000002
2022-06-28,NZ002,Jun,2022,San Pablo Bay,SPB,Cyanobacterium,20176.22,7263.439200000001
2022-06-28,NZ002,Jun,2022,San Pablo Bay,SPB,Green Alga,209.08,38031.652
2022-06-28,NZ002,Jun,2022,San Pablo Bay,SPB,Pennate Diatom,52.27,9733.7194
2022-06-28,NZ004,Jun,2022,San Pablo Bay,SPB,Centric Diatom,657.12,69135.5952
2022-06-28,NZ004,Jun,2022,San Pablo Bay,SPB,Cryptophyte,547.6,41360.227999999996
2022-06-28,NZ004,Jun,2022,San Pablo Bay,SPB,Cyanobacterium,42055.68,15140.0448
2022-06-28,NZ004,Jun,2022,San Pablo Bay,SPB,Green Alga,657.12,4340.277599999999
2022-06-28,NZ325,Jun,2022,San Pablo Bay,SPB,Centric Diatom,340.72,54218.7736
2022-06-28,NZ325,Jun,2022,San Pablo Bay,SPB,Cryptophyte,255.54000000000002,441960.6890000001
2022-06-28,NZ325,Jun,2022,San Pablo Bay,SPB,Cyanobacterium,34242.36,14035.108600000001
2022-06-28,NZ325,Jun,2022,San Pablo Bay,SPB,Pennate Diatom,85.18,41320.81800000001
2022-07-18,C10A,Jul,2022,Southern Interior Delta,SID,Centric Diatom,688.38,150658.8468
2022-07-18,C10A,Jul,2022,Southern Interior Delta,SID,Chrysophyte,31.29,2800.1420999999996
2022-07-18,C10A,Jul,2022,Southern Interior Delta,SID,Cryptophyte,156.45,21140.4627
2022-07-18,C10A,Jul,2022,Southern Interior Delta,SID,Cyanobacterium,8041.53,4376.5323
2022-07-18,C10A,Jul,2022,Southern Interior Delta,SID,Green Alga,3348.03,50957.32949999999
2022-07-18,C10A,Jul,2022,Southern Interior Delta,SID,Pennate Diatom,500.64,200681.23109999998
2022-07-18,C3A,Jul,2022,Northern Interior Delta,NID,Centric Diatom,207,29035.890000000003
2022-07-18,C3A,Jul,2022,Northern Interior Delta,NID,Cryptophyte,92,14124.76
2022-07-18,C3A,Jul,2022,Northern Interior Delta,NID,Cyanobacterium,7406,2841.88
2022-07-18,C3A,Jul,2022,Northern Interior Delta,NID,Green Alga,1564,10088.72
2022-07-18,C3A,Jul,2022,Northern Interior Delta,NID,Pennate Diatom,138,46765.20999999999
2022-07-18,C9,Jul,2022,Southern Interior Delta,SID,Centric Diatom,359.4,41764.077
2022-07-18,C9,Jul,2022,Southern Interior Delta,SID,Cryptophyte,287.52,58291.8048
2022-07-18,C9,Jul,2022,Southern Interior Delta,SID,Cyanobacterium,13189.98,457461.57119999995
2022-07-18,C9,Jul,2022,Southern Interior Delta,SID,Euglenoid,35.94,21229.039199999996
2022-07-18,C9,Jul,2022,Southern Interior Delta,SID,Green Alga,790.68,7107.853799999999
2022-07-18,C9,Jul,2022,Southern Interior Delta,SID,Pennate Diatom,215.64,44692.468199999996
2022-07-19,D12,Jul,2022,Confluence,CON,Centric Diatom,214.64,25870.5592
2022-07-19,D12,Jul,2022,Confluence,CON,Cryptophyte,482.93999999999994,317936.5732
2022-07-19,D12,Jul,2022,Confluence,CON,Cyanobacterium,21249.359999999997,13778.2782
2022-07-19,D12,Jul,2022,Confluence,CON,Euglenoid,53.66,32933.2884
2022-07-19,D12,Jul,2022,Confluence,CON,Green Alga,53.66,341.81419999999997
2022-07-19,D12,Jul,2022,Confluence,CON,Pennate Diatom,268.29999999999995,176114.80299999999
2022-07-19,D19,Jul,2022,Central Delta,CED,Centric Diatom,111.30000000000001,16276.512000000002
2022-07-19,D19,Jul,2022,Central Delta,CED,Chrysophyte,74.2,6463.562
2022-07-19,D19,Jul,2022,Central Delta,CED,Cryptophyte,853.3,442423.807
2022-07-19,D19,Jul,2022,Central Delta,CED,Cyanobacterium,6177.1500000000005,89841.9165
2022-07-19,D19,Jul,2022,Central Delta,CED,Green Alga,166.95000000000002,1589.5494999999999
2022-07-19,D19,Jul,2022,Central Delta,CED,Pennate Diatom,74.2,120250.375
2022-07-19,D28A,Jul,2022,Central Delta,CED,Centric Diatom,205.35,44462.382000000005
2022-07-19,D28A,Jul,2022,Central Delta,CED,Cryptophyte,410.70000000000005,147990.8166
2022-07-19,D28A,Jul,2022,Central Delta,CED,Cyanobacterium,15811.949999999999,380045.76269999996
2022-07-19,D28A,Jul,2022,Central Delta,CED,Pennate Diatom,123.21000000000001,82944.97200000001
2022-07-19,EZ2-SJR,Jul,2022,Entrapment Zone,EZ,Centric Diatom,726.24,73145.6824
2022-07-19,EZ2-SJR,Jul,2022,Entrapment Zone,EZ,Cryptophyte,726.24,439220.26879999996
2022-07-19,EZ2-SJR,Jul,2022,Entrapment Zone,EZ,Cyanobacterium,21787.2,138719.10240000003
2022-07-19,EZ2-SJR,Jul,2022,Entrapment Zone,EZ,Green Alga,1089.3600000000001,6939.2232
2022-07-19,EZ2-SJR,Jul,2022,Entrapment Zone,EZ,Pennate Diatom,121.04,11448.5684
2022-07-19,EZ6-SJR,Jul,2022,Entrapment Zone,EZ,Centric Diatom,95.83,6608.4367999999995
2022-07-19,EZ6-SJR,Jul,2022,Entrapment Zone,EZ,Cryptophyte,287.49,45748.2837
2022-07-19,EZ6-SJR,Jul,2022,Entrapment Zone,EZ,Cyanobacterium,38236.17,13765.0212
2022-07-19,EZ6-SJR,Jul,2022,Entrapment Zone,EZ,Green Alga,95.83,1340.6617
2022-07-19,EZ6-SJR,Jul,2022,Entrapment Zone,EZ,Pennate Diatom,574.98,1226164.016
2022-07-20,D16,Jul,2022,Central Delta,CED,Centric Diatom,306.64,140600.18949999998
2022-07-20,D16,Jul,2022,Central Delta,CED,Cryptophyte,153.32,40073.6317
2022-07-20,D16,Jul,2022,Central Delta,CED,Cyanobacterium,15178.68,46860.724799999996
2022-07-20,D16,Jul,2022,Central Delta,CED,Pennate Diatom,114.99,49789.1368
2022-07-20,D26,Jul,2022,Central Delta,CED,Centric Diatom,229.95000000000002,50952.321
2022-07-20,D26,Jul,2022,Central Delta,CED,Cryptophyte,1533,285320.427
2022-07-20,D26,Jul,2022,Central Delta,CED,Cyanobacterium,8482.6,375337.9315
2022-07-20,D26,Jul,2022,Central Delta,CED,Green Alga,76.65,282.8385
2022-07-20,D26,Jul,2022,Central Delta,CED,Pennate Diatom,51.1,8487.199
2022-07-20,MD10A,Jul,2022,Southern Interior Delta,SID,Centric Diatom,920,112920.79999999999
2022-07-20,MD10A,Jul,2022,Southern Interior Delta,SID,Chrysophyte,92,8459.4
2022-07-20,MD10A,Jul,2022,Southern Interior Delta,SID,Cryptophyte,1380,675819.12
2022-07-20,MD10A,Jul,2022,Southern Interior Delta,SID,Cyanobacterium,11178,14184.099999999999
2022-07-20,MD10A,Jul,2022,Southern Interior Delta,SID,Green Alga,5106,110897.72
2022-07-20,MD10A,Jul,2022,Southern Interior Delta,SID,Pennate Diatom,138,46591.56
2022-07-20,P8,Jul,2022,Southern Interior Delta,SID,Centric Diatom,1248.4899999999998,138644.81449999998
2022-07-20,P8,Jul,2022,Southern Interior Delta,SID,Cryptophyte,2562.6899999999996,1668357.8440999999
2022-07-20,P8,Jul,2022,Southern Interior Delta,SID,Cyanobacterium,20567.23,528369.5103
2022-07-20,P8,Jul,2022,Southern Interior Delta,SID,Green Alga,2365.56,15812.454399999999
2022-07-20,P8,Jul,2022,Southern Interior Delta,SID,Pennate Diatom,65.71,19837.191899999998
2022-07-21,D4,Jul,2022,Confluence,CON,Centric Diatom,235.86,33407.210399999996
2022-07-21,D4,Jul,2022,Confluence,CON,Cryptophyte,746.8900000000001,112808.30010000001
2022-07-21,D4,Jul,2022,Confluence,CON,Cyanobacterium,14741.25,5306.85
2022-07-21,D4,Jul,2022,Confluence,CON,Pennate Diatom,235.86,257168.3786
2022-07-21,EZ2,Jul,2022,Entrapment Zone,EZ,Centric Diatom,541.14,109485.24859999999
2022-07-21,EZ2,Jul,2022,Entrapment Zone,EZ,Cryptophyte,360.76,242087.0961
2022-07-21,EZ2,Jul,2022,Entrapment Zone,EZ,Cyanobacterium,34091.82,12273.055199999999
2022-07-21,EZ2,Jul,2022,Entrapment Zone,EZ,Green Alga,1352.85,8527.4645
2022-07-21,EZ2,Jul,2022,Entrapment Zone,EZ,Pennate Diatom,450.95,327962.4065
2022-07-21,EZ6,Jul,2022,Entrapment Zone,EZ,Centric Diatom,135.29,451040.6252
2022-07-21,EZ6,Jul,2022,Entrapment Zone,EZ,Cryptophyte,135.29,50427.9946
2022-07-21,EZ6,Jul,2022,Entrapment Zone,EZ,Cyanobacterium,56010.06,23300.9967
2022-07-21,EZ6,Jul,2022,Entrapment Zone,EZ,Pennate Diatom,135.29,648649.2579
2022-07-21,NZ068,Jul,2022,Northern Interior Delta,NID,Centric Diatom,502.44999999999993,164213.41449999998
2022-07-21,NZ068,Jul,2022,Northern Interior Delta,NID,Cryptophyte,386.5,163267.64899999998
2022-07-21,NZ068,Jul,2022,Northern Interior Delta,NID,Cyanobacterium,14416.449999999999,24327.4695
2022-07-21,NZ068,Jul,2022,Northern Interior Delta,NID,Pennate Diatom,231.89999999999998,52083.193999999996
2022-07-22,D10,Jul,2022,Confluence,CON,Centric Diatom,135.29,9329.598399999999
2022-07-22,D10,Jul,2022,Confluence,CON,Cryptophyte,405.87,170477.57609999998
2022-07-22,D10,Jul,2022,Confluence,CON,Cyanobacterium,54657.159999999996,19676.577599999997
2022-07-22,D6,Jul,2022,San Pablo Bay,SPB,Centric Diatom,500,77205
2022-07-22,D6,Jul,2022,San Pablo Bay,SPB,Cryptophyte,200,197035.99999999997
2022-07-22,D6,Jul,2022,San Pablo Bay,SPB,Cyanobacterium,18650,6714
2022-07-22,D6,Jul,2022,San Pablo Bay,SPB,Green Alga,1050,6688.500000000001
2022-07-22,D6,Jul,2022,San Pablo Bay,SPB,Pennate Diatom,50,5014
2022-07-22,D8,Jul,2022,Grizzly and Suisun Bay,GSB,Centric Diatom,224.38,90656.2514
2022-07-22,D8,Jul,2022,Grizzly and Suisun Bay,GSB,Cryptophyte,336.57,21533.7486
2022-07-22,D8,Jul,2022,Grizzly and Suisun Bay,GSB,Cyanobacterium,44539.43,16034.194799999997
2022-07-22,D8,Jul,2022,Grizzly and Suisun Bay,GSB,Green Alga,336.57,45062.2354
2022-07-24,D22,Jul,2022,Confluence,CON,Centric Diatom,450.95,59358.5485
2022-07-24,D22,Jul,2022,Confluence,CON,Cryptophyte,360.76,91423.7992
2022-07-24,D22,Jul,2022,Confluence,CON,Cyanobacterium,35805.42999999999,20334.237399999998
2022-07-24,D22,Jul,2022,Confluence,CON,Pennate Diatom,90.19,17067.5556
2022-07-25,D7,Jul,2022,Grizzly and Suisun Bay,GSB,Centric Diatom,71.87,22457.218900000003
2022-07-25,D7,Jul,2022,Grizzly and Suisun Bay,GSB,Cyanobacterium,29610.440000000002,10659.7584
2022-07-25,D7,Jul,2022,Grizzly and Suisun Bay,GSB,Pennate Diatom,143.74,317633.05850000004
2022-07-25,NZ032,Jul,2022,Grizzly and Suisun Bay,GSB,Centric Diatom,484.16,89461.8744
2022-07-25,NZ032,Jul,2022,Grizzly and Suisun Bay,GSB,Cryptophyte,363.12,91382.7792
2022-07-25,NZ032,Jul,2022,Grizzly and Suisun Bay,GSB,Cyanobacterium,48779.12,20937.499200000002
2022-07-25,NZ032,Jul,2022,Grizzly and Suisun Bay,GSB,Pennate Diatom,121.04,53099.0376
2022-07-25,NZS42,Jul,2022,Grizzly and Suisun Bay,GSB,Centric Diatom,270.56,969829.084
2022-07-25,NZS42,Jul,2022,Grizzly and Suisun Bay,GSB,Cryptophyte,202.92000000000002,74636.0052
2022-07-25,NZS42,Jul,2022,Grizzly and Suisun Bay,GSB,Cyanobacterium,27191.28,9788.8608
2022-07-25,NZS42,Jul,2022,Grizzly and Suisun Bay,GSB,Euglenoid,67.64,121308.958
2022-07-25,NZS42,Jul,2022,Grizzly and Suisun Bay,GSB,Green Alga,67.64,28487.262400000003
2022-07-25,NZS42,Jul,2022,Grizzly and Suisun Bay,GSB,Pennate Diatom,202.92000000000002,37375.1584
2022-07-26,D41,Jul,2022,San Pablo Bay,SPB,Centric Diatom,425.90000000000003,616808.8232
2022-07-26,D41,Jul,2022,San Pablo Bay,SPB,Cyanobacterium,33901.64,12204.590400000001
2022-07-26,D41,Jul,2022,San Pablo Bay,SPB,Pennate Diatom,85.18,16027.4688
2022-07-26,D41A,Jul,2022,San Pablo Bay,SPB,Centric Diatom,1623.4199999999998,16854216.5664
2022-07-26,D41A,Jul,2022,San Pablo Bay,SPB,Cyanobacterium,108769.14,39156.8904
2022-07-26,NZ002,Jul,2022,San Pablo Bay,SPB,Centric Diatom,511.04,77473.664
2022-07-26,NZ002,Jul,2022,San Pablo Bay,SPB,Cryptophyte,511.04,73154.09840000002
2022-07-26,NZ002,Jul,2022,San Pablo Bay,SPB,Cyanobacterium,23443.96,8439.8256
2022-07-26,NZ002,Jul,2022,San Pablo Bay,SPB,Green Alga,1916.4,15377.1936
2022-07-26,NZ002,Jul,2022,San Pablo Bay,SPB,Pennate Diatom,63.88,4914.2884
2022-07-26,NZ004,Jul,2022,San Pablo Bay,SPB,Centric Diatom,319.40000000000003,44259.257999999994
2022-07-26,NZ004,Jul,2022,San Pablo Bay,SPB,Cyanobacterium,25679.760000000002,9244.713600000001
2022-07-26,NZ325,Jul,2022,San Pablo Bay,SPB,Centric Diatom,229.98,8601149.6589
2022-07-26,NZ325,Jul,2022,San Pablo Bay,SPB,Cryptophyte,114.99,18298.358699999997
2022-07-26,NZ325,Jul,2022,San Pablo Bay,SPB,Cyanobacterium,46340.97,16682.7492
2022-07-26,NZ325,Jul,2022,San Pablo Bay,SPB,Pennate Diatom,114.99,9679.8582
2022-08-15,C10A,Aug,2022,Southern Interior Delta,SID,Centric Diatom,389.18,124167.87900000002
2022-08-15,C10A,Aug,2022,Southern Interior Delta,SID,Cryptophyte,35.38,6745.9046
2022-08-15,C10A,Aug,2022,Southern Interior Delta,SID,Cyanobacterium,9835.64,10009.355800000001
2022-08-15,C10A,Aug,2022,Southern Interior Delta,SID,Green Alga,1910.52,85465.3432
2022-08-15,C10A,Aug,2022,Southern Interior Delta,SID,Pennate Diatom,2193.56,321899.97680000006
2022-08-15,C3A,Aug,2022,Northern Interior Delta,NID,Centric Diatom,164.29,28305.2894
2022-08-15,C3A,Aug,2022,Northern Interior Delta,NID,Cryptophyte,46.94,6355.2065999999995
2022-08-15,C3A,Aug,2022,Northern Interior Delta,NID,Cyanobacterium,8378.789999999999,9291.3036
2022-08-15,C3A,Aug,2022,Northern Interior Delta,NID,Dinoflagellate,23.47,111771.181
2022-08-15,C3A,Aug,2022,Northern Interior Delta,NID,Green Alga,821.45,7760.120800000001
2022-08-15,C3A,Aug,2022,Northern Interior Delta,NID,Pennate Diatom,93.88,13029.1358
2022-08-15,C9,Aug,2022,Southern Interior Delta,SID,Centric Diatom,1352.85,157404.0975
2022-08-15,C9,Aug,2022,Southern Interior Delta,SID,Cryptophyte,270.57,20658.0195
2022-08-15,C9,Aug,2022,Southern Interior Delta,SID,Cyanobacterium,107957.43000000001,261898.2315
2022-08-15,C9,Aug,2022,Southern Interior Delta,SID,Green Alga,1623.42,85199.7873
2022-08-15,C9,Aug,2022,Southern Interior Delta,SID,Pennate Diatom,811.71,238715.7939
2022-08-16,D12,Aug,2022,Confluence,CON,Cryptophyte,344.96999999999997,110558.28540000001
2022-08-16,D12,Aug,2022,Confluence,CON,Cyanobacterium,46225.979999999996,16641.3528
2022-08-16,D19,Aug,2022,Central Delta,CED,Centric Diatom,197.10000000000002,28490.805000000004
2022-08-16,D19,Aug,2022,Central Delta,CED,Cryptophyte,525.6,110774.79900000001
2022-08-16,D19,Aug,2022,Central Delta,CED,Cyanobacterium,12088.8,356396.5485
2022-08-16,D19,Aug,2022,Central Delta,CED,Green Alga,558.45,2708.4824999999996
2022-08-16,D19,Aug,2022,Central Delta,CED,Pennate Diatom,32.85,47974.797000000006
2022-08-16,D28A,Aug,2022,Central Delta,CED,Centric Diatom,460,131052.85
2022-08-16,D28A,Aug,2022,Central Delta,CED,Cryptophyte,345,96553.425
2022-08-16,D28A,Aug,2022,Central Delta,CED,Cyanobacterium,22367.5,694765.6
2022-08-16,D28A,Aug,2022,Central Delta,CED,Green Alga,172.5,6977.049999999999
