SampleID,AlgalType,Units.per.mL,,SampleDate,StationCode,Month,Year,Region,RegionAbbv,Season
EZ2-SJR.May.2022,Pennate Diatom,80.7,,5/20/2022,EZ2-SJR,May,2022,Entrapment Zone,EZ,Spring
EZ6-SJR.May.2022,Centric Diatom,114.99,,5/20/2022,EZ6-SJR,May,2022,Entrapment Zone,EZ,Spring
EZ6-SJR.May.2022,Cyanobacterium,46685.94,,5/20/2022,EZ6-SJR,May,2022,Entrapment Zone,EZ,Spring
D26.May.2022,Centric Diatom,1533.2,,5/23/2022,D26,May,2022,Central Delta,CED,Spring
D26.May.2022,Cryptophyte,843.26,,5/23/2022,D26,May,2022,Central Delta,CED,Spring
D26.May.2022,Cyanobacterium,28440.86,,5/23/2022,D26,May,2022,Central Delta,CED,Spring
D26.May.2022,Green Alga,843.26,,5/23/2022,D26,May,2022,Central Delta,CED,Spring
MD10A.May.2022,Centric Diatom,344.97,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Spring
MD10A.May.2022,Cryptophyte,1418.21,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Spring
MD10A.May.2022,Cyanobacterium,12687.23,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Spring
MD10A.May.2022,Green Alga,651.61,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Spring
MD10A.May.2022,Pennate Diatom,229.98,,5/23/2022,MD10A,May,2022,Southern Interior Delta,SID,Spring
P8.May.2022,Centric Diatom,670.74,,5/23/2022,P8,May,2022,Southern Interior Delta,SID,Spring
P8.May.2022,Cryptophyte,766.56,,5/23/2022,P8,May,2022,Southern Interior Delta,SID,Spring
P8.May.2022,Cyanobacterium,16816.41,,5/23/2022,P8,May,2022,Southern Interior Delta,SID,Spring
P8.May.2022,Green Alga,958.2,,5/23/2022,P8,May,2022,Southern Interior Delta,SID,Spring
D22.May.2022,Centric Diatom,431.22,,5/24/2022,D22,May,2022,Confluence,CON,Spring
D22.May.2022,Cryptophyte,287.48,,5/24/2022,D22,May,2022,Confluence,CON,Spring
D22.May.2022,Cyanobacterium,27669.95,,5/24/2022,D22,May,2022,Confluence,CON,Spring
D22.May.2022,Green Alga,71.87,,5/24/2022,D22,May,2022,Confluence,CON,Spring
D22.May.2022,Pennate Diatom,574.96,,5/24/2022,D22,May,2022,Confluence,CON,Spring
D4.May.2022,Centric Diatom,533.91,,5/24/2022,D4,May,2022,Confluence,CON,Spring
D4.May.2022,Cryptophyte,1355.31,,5/24/2022,D4,May,2022,Confluence,CON,Spring
D4.May.2022,Cyanobacterium,14990.55,,5/24/2022,D4,May,2022,Confluence,CON,Spring
EZ2.May.2022,Centric Diatom,80.7,,5/24/2022,EZ2,May,2022,Entrapment Zone,EZ,Spring
EZ2.May.2022,Cyanobacterium,32199.3,,5/24/2022,EZ2,May,2022,Entrapment Zone,EZ,Spring
EZ2.May.2022,Green Alga,80.7,,5/24/2022,EZ2,May,2022,Entrapment Zone,EZ,Spring
EZ2.May.2022,Pennate Diatom,80.7,,5/24/2022,EZ2,May,2022,Entrapment Zone,EZ,Spring
EZ6.May.2022,Centric Diatom,367.96,,5/24/2022,EZ6,May,2022,Entrapment Zone,EZ,Spring
EZ6.May.2022,Cryptophyte,275.97,,5/24/2022,EZ6,May,2022,Entrapment Zone,EZ,Spring
EZ6.May.2022,Cyanobacterium,37255.95,,5/24/2022,EZ6,May,2022,Entrapment Zone,EZ,Spring
EZ6.May.2022,Green Alga,827.91,,5/24/2022,EZ6,May,2022,Entrapment Zone,EZ,Spring
EZ6.May.2022,Pennate Diatom,91.99,,5/24/2022,EZ6,May,2022,Entrapment Zone,EZ,Spring
NZ068.May.2022,Centric Diatom,127.76,,5/24/2022,NZ068,May,2022,Northern Interior Delta,NID,Spring
NZ068.May.2022,Cryptophyte,127.76,,5/24/2022,NZ068,May,2022,Northern Interior Delta,NID,Spring
NZ068.May.2022,Cyanobacterium,25488.12,,5/24/2022,NZ068,May,2022,Northern Interior Delta,NID,Spring
NZ068.May.2022,Green Alga,127.76,,5/24/2022,NZ068,May,2022,Northern Interior Delta,NID,Spring
NZ068.May.2022,Pennate Diatom,383.28,,5/24/2022,NZ068,May,2022,Northern Interior Delta,NID,Spring
D10.May.2022,Centric Diatom,114.99,,5/25/2022,D10,May,2022,Confluence,CON,Spring
D10.May.2022,Cryptophyte,114.99,,5/25/2022,D10,May,2022,Confluence,CON,Spring
D10.May.2022,Cyanobacterium,46110.99,,5/25/2022,D10,May,2022,Confluence,CON,Spring
D10.May.2022,Pennate Diatom,114.99,,5/25/2022,D10,May,2022,Confluence,CON,Spring
D6.May.2022,Centric Diatom,287.49,,5/25/2022,D6,May,2022,San Pablo Bay,SPB,Spring
D6.May.2022,Cryptophyte,95.83,,5/25/2022,D6,May,2022,San Pablo Bay,SPB,Spring
D6.May.2022,Cyanobacterium,38140.34,,5/25/2022,D6,May,2022,San Pablo Bay,SPB,Spring
D6.May.2022,Pennate Diatom,95.83,,5/25/2022,D6,May,2022,San Pablo Bay,SPB,Spring
D8.May.2022,Cryptophyte,184,,5/25/2022,D8,May,2022,Grizzly and Suisun Bay,GSB,Spring
D8.May.2022,Cyanobacterium,12282,,5/25/2022,D8,May,2022,Grizzly and Suisun Bay,GSB,Spring
D8.May.2022,Green Alga,368,,5/25/2022,D8,May,2022,Grizzly and Suisun Bay,GSB,Spring
D41.May.2022,Centric Diatom,1204.72,,5/26/2022,D41,May,2022,San Pablo Bay,SPB,Spring
D41.May.2022,Cryptophyte,492.84,,5/26/2022,D41,May,2022,San Pablo Bay,SPB,Spring
D41.May.2022,Cyanobacterium,19932.64,,5/26/2022,D41,May,2022,San Pablo Bay,SPB,Spring
D41.May.2022,Dinoflagellate,164.28,,5/26/2022,D41,May,2022,San Pablo Bay,SPB,Spring
D41.May.2022,Green Alga,383.32,,5/26/2022,D41,May,2022,San Pablo Bay,SPB,Spring
D41A.May.2022,Centric Diatom,3407.2,,5/26/2022,D41A,May,2022,San Pablo Bay,SPB,Spring
D41A.May.2022,Cryptophyte,170.36,,5/26/2022,D41A,May,2022,San Pablo Bay,SPB,Spring
D41A.May.2022,Cyanobacterium,64225.72,,5/26/2022,D41A,May,2022,San Pablo Bay,SPB,Spring
D41A.May.2022,Green Alga,2214.68,,5/26/2022,D41A,May,2022,San Pablo Bay,SPB,Spring
D41A.May.2022,Pennate Diatom,170.36,,5/26/2022,D41A,May,2022,San Pablo Bay,SPB,Spring
NZ002.May.2022,Centric Diatom,811.68,,5/26/2022,NZ002,May,2022,San Pablo Bay,SPB,Spring
NZ002.May.2022,Cyanobacterium,26582.52,,5/26/2022,NZ002,May,2022,San Pablo Bay,SPB,Spring
NZ002.May.2022,Pennate Diatom,67.64,,5/26/2022,NZ002,May,2022,San Pablo Bay,SPB,Spring
NZ004.May.2022,Centric Diatom,219.06,,5/26/2022,NZ004,May,2022,San Pablo Bay,SPB,Spring
NZ004.May.2022,Cryptophyte,36.51,,5/26/2022,NZ004,May,2022,San Pablo Bay,SPB,Spring
NZ004.May.2022,Cyanobacterium,14640.51,,5/26/2022,NZ004,May,2022,San Pablo Bay,SPB,Spring
NZ004.May.2022,Dinoflagellate,36.51,,5/26/2022,NZ004,May,2022,San Pablo Bay,SPB,Spring
NZ004.May.2022,Pennate Diatom,73.02,,5/26/2022,NZ004,May,2022,San Pablo Bay,SPB,Spring
NZ325.May.2022,Centric Diatom,699.93,,5/26/2022,NZ325,May,2022,San Pablo Bay,SPB,Spring
NZ325.May.2022,Cyanobacterium,39396.06,,5/26/2022,NZ325,May,2022,San Pablo Bay,SPB,Spring
NZ325.May.2022,Pennate Diatom,99.99,,5/26/2022,NZ325,May,2022,San Pablo Bay,SPB,Spring
D7.May.2022,Centric Diatom,541.16,,5/27/2022,D7,May,2022,Grizzly and Suisun Bay,GSB,Spring
D7.May.2022,Cyanobacterium,54116,,5/27/2022,D7,May,2022,Grizzly and Suisun Bay,GSB,Spring
D7.May.2022,Green Alga,676.45,,5/27/2022,D7,May,2022,Grizzly and Suisun Bay,GSB,Spring
D7.May.2022,Pennate Diatom,270.58,,5/27/2022,D7,May,2022,Grizzly and Suisun Bay,GSB,Spring
NZ032.May.2022,Centric Diatom,383.31,,5/27/2022,NZ032,May,2022,Grizzly and Suisun Bay,GSB,Spring
NZ032.May.2022,Cyanobacterium,50852.46,,5/27/2022,NZ032,May,2022,Grizzly and Suisun Bay,GSB,Spring
NZ032.May.2022,Green Alga,127.77,,5/27/2022,NZ032,May,2022,Grizzly and Suisun Bay,GSB,Spring
NZ032.May.2022,Pennate Diatom,511.08,,5/27/2022,NZ032,May,2022,Grizzly and Suisun Bay,GSB,Spring
NZS42.May.2022,Centric Diatom,968.36,,5/27/2022,NZS42,May,2022,Grizzly and Suisun Bay,GSB,Spring
NZS42.May.2022,Cyanobacterium,95141.37,,5/27/2022,NZS42,May,2022,Grizzly and Suisun Bay,GSB,Spring
NZS42.May.2022,Pennate Diatom,968.36,,5/27/2022,NZS42,May,2022,Grizzly and Suisun Bay,GSB,Spring
D12.Jun.2022,Centric Diatom,205.35,,6/11/2022,D12,Jun,2022,Confluence,CON,Summer
D12.Jun.2022,Cryptophyte,1232.1,,6/11/2022,D12,Jun,2022,Confluence,CON,Summer
D12.Jun.2022,Cyanobacterium,15236.97,,6/11/2022,D12,Jun,2022,Confluence,CON,Summer
D12.Jun.2022,Green Alga,41.07,,6/11/2022,D12,Jun,2022,Confluence,CON,Summer
D12.Jun.2022,Pennate Diatom,123.21,,6/11/2022,D12,Jun,2022,Confluence,CON,Summer
C10A.Jun.2022,Centric Diatom,824.72,,6/20/2022,C10A,Jun,2022,Southern Interior Delta,SID,Summer
C10A.Jun.2022,Cryptophyte,63.44,,6/20/2022,C10A,Jun,2022,Southern Interior Delta,SID,Summer
C10A.Jun.2022,Cyanobacterium,10848.24,,6/20/2022,C10A,Jun,2022,Southern Interior Delta,SID,Summer
C10A.Jun.2022,Green Alga,729.56,,6/20/2022,C10A,Jun,2022,Southern Interior Delta,SID,Summer
C10A.Jun.2022,Pennate Diatom,475.8,,6/20/2022,C10A,Jun,2022,Southern Interior Delta,SID,Summer
C3A.Jun.2022,Cryptophyte,57.5,,6/20/2022,C3A,Jun,2022,Northern Interior Delta,NID,Summer
C3A.Jun.2022,Cyanobacterium,22827.5,,6/20/2022,C3A,Jun,2022,Northern Interior Delta,NID,Summer
C3A.Jun.2022,Green Alga,115,,6/20/2022,C3A,Jun,2022,Northern Interior Delta,NID,Summer
C3A.Jun.2022,Pennate Diatom,115,,6/20/2022,C3A,Jun,2022,Northern Interior Delta,NID,Summer
C9.Jun.2022,Centric Diatom,365.1,,6/20/2022,C9,Jun,2022,Southern Interior Delta,SID,Summer
C9.Jun.2022,Cryptophyte,474.63,,6/20/2022,C9,Jun,2022,Southern Interior Delta,SID,Summer
C9.Jun.2022,Cyanobacterium,6316.23,,6/20/2022,C9,Jun,2022,Southern Interior Delta,SID,Summer
C9.Jun.2022,Green Alga,255.57,,6/20/2022,C9,Jun,2022,Southern Interior Delta,SID,Summer
C9.Jun.2022,Pennate Diatom,73.02,,6/20/2022,C9,Jun,2022,Southern Interior Delta,SID,Summer
D16.Jun.2022,Centric Diatom,685.68,,6/21/2022,D16,Jun,2022,Central Delta,CED,Summer
D16.Jun.2022,Cryptophyte,999.95,,6/21/2022,D16,Jun,2022,Central Delta,CED,Summer
D16.Jun.2022,Cyanobacterium,9313.82,,6/21/2022,D16,Jun,2022,Central Delta,CED,Summer
D16.Jun.2022,Green Alga,285.7,,6/21/2022,D16,Jun,2022,Central Delta,CED,Summer
D16.Jun.2022,Haptophyte,28.57,,6/21/2022,D16,Jun,2022,Central Delta,CED,Summer
D16.Jun.2022,Pennate Diatom,142.85,,6/21/2022,D16,Jun,2022,Central Delta,CED,Summer
D19.Jun.2022,Centric Diatom,412.25,,6/21/2022,D19,Jun,2022,Central Delta,CED,Summer
D19.Jun.2022,Chrysophyte,49.47,,6/21/2022,D19,Jun,2022,Central Delta,CED,Summer
D19.Jun.2022,Cryptophyte,890.46,,6/21/2022,D19,Jun,2022,Central Delta,CED,Summer
D19.Jun.2022,Cyanobacterium,5276.8,,6/21/2022,D19,Jun,2022,Central Delta,CED,Summer
D19.Jun.2022,Green Alga,461.72,,6/21/2022,D19,Jun,2022,Central Delta,CED,Summer
D19.Jun.2022,Pennate Diatom,82.45,,6/21/2022,D19,Jun,2022,Central Delta,CED,Summer
D28A.Jun.2022,Centric Diatom,679.38,,6/21/2022,D28A,Jun,2022,Central Delta,CED,Summer
D28A.Jun.2022,Cryptophyte,1567.8,,6/21/2022,D28A,Jun,2022,Central Delta,CED,Summer
D28A.Jun.2022,Cyanobacterium,7682.22,,6/21/2022,D28A,Jun,2022,Central Delta,CED,Summer
D28A.Jun.2022,Green Alga,653.25,,6/21/2022,D28A,Jun,2022,Central Delta,CED,Summer
D28A.Jun.2022,Pennate Diatom,130.65,,6/21/2022,D28A,Jun,2022,Central Delta,CED,Summer
EZ2-SJR.Jun.2022,Centric Diatom,216.44,,6/21/2022,EZ2-SJR,Jun,2022,Entrapment Zone,EZ,Summer
EZ2-SJR.Jun.2022,Cryptophyte,378.77,,6/21/2022,EZ2-SJR,Jun,2022,Entrapment Zone,EZ,Summer
EZ2-SJR.Jun.2022,Cyanobacterium,21211.12,,6/21/2022,EZ2-SJR,Jun,2022,Entrapment Zone,EZ,Summer
EZ2-SJR.Jun.2022,Green Alga,162.33,,6/21/2022,EZ2-SJR,Jun,2022,Entrapment Zone,EZ,Summer
EZ2-SJR.Jun.2022,Pennate Diatom,270.55,,6/21/2022,EZ2-SJR,Jun,2022,Entrapment Zone,EZ,Summer
EZ6-SJR.Jun.2022,Centric Diatom,183.99,,6/21/2022,EZ6-SJR,Jun,2022,Entrapment Zone,EZ,Summer
EZ6-SJR.Jun.2022,Cryptophyte,919.95,,6/21/2022,EZ6-SJR,Jun,2022,Entrapment Zone,EZ,Summer
EZ6-SJR.Jun.2022,Cyanobacterium,23796.04,,6/21/2022,EZ6-SJR,Jun,2022,Entrapment Zone,EZ,Summer
EZ6-SJR.Jun.2022,Green Alga,61.33,,6/21/2022,EZ6-SJR,Jun,2022,Entrapment Zone,EZ,Summer
D26.Jun.2022,Centric Diatom,202.95,,6/22/2022,D26,Jun,2022,Central Delta,CED,Summer
D26.Jun.2022,Cryptophyte,879.45,,6/22/2022,D26,Jun,2022,Central Delta,CED,Summer
D26.Jun.2022,Cyanobacterium,7689.55,,6/22/2022,D26,Jun,2022,Central Delta,CED,Summer
D26.Jun.2022,Green Alga,112.75,,6/22/2022,D26,Jun,2022,Central Delta,CED,Summer
D26.Jun.2022,Pennate Diatom,135.3,,6/22/2022,D26,Jun,2022,Central Delta,CED,Summer
MD10A.Jun.2022,Centric Diatom,332.86,,6/22/2022,MD10A,Jun,2022,Southern Interior Delta,SID,Summer
MD10A.Jun.2022,Cryptophyte,1785.34,,6/22/2022,MD10A,Jun,2022,Southern Interior Delta,SID,Summer
MD10A.Jun.2022,Cyanobacterium,9380.6,,6/22/2022,MD10A,Jun,2022,Southern Interior Delta,SID,Summer
MD10A.Jun.2022,Green Alga,786.76,,6/22/2022,MD10A,Jun,2022,Southern Interior Delta,SID,Summer
MD10A.Jun.2022,Pennate Diatom,30.26,,6/22/2022,MD10A,Jun,2022,Southern Interior Delta,SID,Summer
P8.Jun.2022,Centric Diatom,204.44,,6/22/2022,P8,Jun,2022,Southern Interior Delta,SID,Summer
P8.Jun.2022,Cryptophyte,715.54,,6/22/2022,P8,Jun,2022,Southern Interior Delta,SID,Summer
P8.Jun.2022,Cyanobacterium,19984.01,,6/22/2022,P8,Jun,2022,Southern Interior Delta,SID,Summer
P8.Jun.2022,Green Alga,255.55,,6/22/2022,P8,Jun,2022,Southern Interior Delta,SID,Summer
P8.Jun.2022,Pennate Diatom,51.11,,6/22/2022,P8,Jun,2022,Southern Interior Delta,SID,Summer
D22.Jun.2022,Centric Diatom,721.6,,6/23/2022,D22,Jun,2022,Confluence,CON,Summer
D22.Jun.2022,Chrysophyte,45.1,,6/23/2022,D22,Jun,2022,Confluence,CON,Summer
D22.Jun.2022,Cryptophyte,1037.3,,6/23/2022,D22,Jun,2022,Confluence,CON,Summer
D22.Jun.2022,Cyanobacterium,16326.2,,6/23/2022,D22,Jun,2022,Confluence,CON,Summer
D22.Jun.2022,Green Alga,90.2,,6/23/2022,D22,Jun,2022,Confluence,CON,Summer
D22.Jun.2022,Pennate Diatom,90.2,,6/23/2022,D22,Jun,2022,Confluence,CON,Summer
D4.Jun.2022,Centric Diatom,170.36,,6/23/2022,D4,Jun,2022,Confluence,CON,Summer
D4.Jun.2022,Cryptophyte,255.54,,6/23/2022,D4,Jun,2022,Confluence,CON,Summer
D4.Jun.2022,Cyanobacterium,33646.1,,6/23/2022,D4,Jun,2022,Confluence,CON,Summer
D4.Jun.2022,Pennate Diatom,340.72,,6/23/2022,D4,Jun,2022,Confluence,CON,Summer
EZ2.Jun.2022,Centric Diatom,246.42,,6/23/2022,EZ2,Jun,2022,Entrapment Zone,EZ,Summer
EZ2.Jun.2022,Cryptophyte,451.77,,6/23/2022,EZ2,Jun,2022,Entrapment Zone,EZ,Summer
EZ2.Jun.2022,Cyanobacterium,16222.65,,6/23/2022,EZ2,Jun,2022,Entrapment Zone,EZ,Summer
EZ2.Jun.2022,Pennate Diatom,164.28,,6/23/2022,EZ2,Jun,2022,Entrapment Zone,EZ,Summer
EZ6.Jun.2022,Centric Diatom,209.07,,6/23/2022,EZ6,Jun,2022,Entrapment Zone,EZ,Summer
EZ6.Jun.2022,Cryptophyte,1254.42,,6/23/2022,EZ6,Jun,2022,Entrapment Zone,EZ,Summer
EZ6.Jun.2022,Cyanobacterium,26760.96,,6/23/2022,EZ6,Jun,2022,Entrapment Zone,EZ,Summer
EZ6.Jun.2022,Green Alga,69.69,,6/23/2022,EZ6,Jun,2022,Entrapment Zone,EZ,Summer
EZ6.Jun.2022,Pennate Diatom,139.38,,6/23/2022,EZ6,Jun,2022,Entrapment Zone,EZ,Summer
NZ068.Jun.2022,Centric Diatom,219.05,,6/23/2022,NZ068,Jun,2022,Northern Interior Delta,NID,Summer
NZ068.Jun.2022,Cryptophyte,876.2,,6/23/2022,NZ068,Jun,2022,Northern Interior Delta,NID,Summer
NZ068.Jun.2022,Cyanobacterium,16122.08,,6/23/2022,NZ068,Jun,2022,Northern Interior Delta,NID,Summer
NZ068.Jun.2022,Green Alga,87.62,,6/23/2022,NZ068,Jun,2022,Northern Interior Delta,NID,Summer
NZ068.Jun.2022,Pennate Diatom,306.67,,6/23/2022,NZ068,Jun,2022,Northern Interior Delta,NID,Summer
D10.Jun.2022,Centric Diatom,115,,6/24/2022,D10,Jun,2022,Confluence,CON,Summer
D10.Jun.2022,Cryptophyte,287.5,,6/24/2022,D10,Jun,2022,Confluence,CON,Summer
D10.Jun.2022,Cyanobacterium,22712.5,,6/24/2022,D10,Jun,2022,Confluence,CON,Summer
D10.Jun.2022,Pennate Diatom,57.5,,6/24/2022,D10,Jun,2022,Confluence,CON,Summer
D6.Jun.2022,Centric Diatom,209.08,,6/24/2022,D6,Jun,2022,San Pablo Bay,SPB,Summer
D6.Jun.2022,Cyanobacterium,41920.54,,6/24/2022,D6,Jun,2022,San Pablo Bay,SPB,Summer
D6.Jun.2022,Dinoflagellate,104.54,,6/24/2022,D6,Jun,2022,San Pablo Bay,SPB,Summer
D6.Jun.2022,Pennate Diatom,104.54,,6/24/2022,D6,Jun,2022,San Pablo Bay,SPB,Summer
D8.Jun.2022,Centric Diatom,282.45,,6/24/2022,D8,Jun,2022,Grizzly and Suisun Bay,GSB,Summer
D8.Jun.2022,Cryptophyte,1089.45,,6/24/2022,D8,Jun,2022,Grizzly and Suisun Bay,GSB,Summer
D8.Jun.2022,Cyanobacterium,15333,,6/24/2022,D8,Jun,2022,Grizzly and Suisun Bay,GSB,Summer
D8.Jun.2022,Dinoflagellate,40.35,,6/24/2022,D8,Jun,2022,Grizzly and Suisun Bay,GSB,Summer
D8.Jun.2022,Green Alga,40.35,,6/24/2022,D8,Jun,2022,Grizzly and Suisun Bay,GSB,Summer
D8.Jun.2022,Pennate Diatom,40.35,,6/24/2022,D8,Jun,2022,Grizzly and Suisun Bay,GSB,Summer
D7.Jun.2022,Centric Diatom,799.96,,6/27/2022,D7,Jun,2022,Grizzly and Suisun Bay,GSB,Summer
D7.Jun.2022,Cyanobacterium,80595.97,,6/27/2022,D7,Jun,2022,Grizzly and Suisun Bay,GSB,Summer
NZ032.Jun.2022,Centric Diatom,405.87,,6/27/2022,NZ032,Jun,2022,Grizzly and Suisun Bay,GSB,Summer
NZ032.Jun.2022,Cryptophyte,405.87,,6/27/2022,NZ032,Jun,2022,Grizzly and Suisun Bay,GSB,Summer
NZ032.Jun.2022,Cyanobacterium,54386.58,,6/27/2022,NZ032,Jun,2022,Grizzly and Suisun Bay,GSB,Summer
NZS42.Jun.2022,Centric Diatom,76.66,,6/27/2022,NZS42,Jun,2022,Grizzly and Suisun Bay,GSB,Summer
NZS42.Jun.2022,Cryptophyte,306.64,,6/27/2022,NZS42,Jun,2022,Grizzly and Suisun Bay,GSB,Summer
NZS42.Jun.2022,Cyanobacterium,29897.4,,6/27/2022,NZS42,Jun,2022,Grizzly and Suisun Bay,GSB,Summer
NZS42.Jun.2022,Green Alga,843.26,,6/27/2022,NZS42,Jun,2022,Grizzly and Suisun Bay,GSB,Summer
D41.Jun.2022,Centric Diatom,1149.84,,6/28/2022,D41,Jun,2022,San Pablo Bay,SPB,Summer
D41.Jun.2022,Cryptophyte,319.4,,6/28/2022,D41,Jun,2022,San Pablo Bay,SPB,Summer
D41.Jun.2022,Cyanobacterium,24593.8,,6/28/2022,D41,Jun,2022,San Pablo Bay,SPB,Summer
D41.Jun.2022,Dinoflagellate,63.88,,6/28/2022,D41,Jun,2022,San Pablo Bay,SPB,Summer
D41.Jun.2022,Pennate Diatom,63.88,,6/28/2022,D41,Jun,2022,San Pablo Bay,SPB,Summer
D41A.Jun.2022,Centric Diatom,3066.48,,6/28/2022,D41A,Jun,2022,San Pablo Bay,SPB,Summer
D41A.Jun.2022,Cryptophyte,511.08,,6/28/2022,D41A,Jun,2022,San Pablo Bay,SPB,Summer
D41A.Jun.2022,Cyanobacterium,100938.3,,6/28/2022,D41A,Jun,2022,San Pablo Bay,SPB,Summer
D41A.Jun.2022,Pennate Diatom,255.54,,6/28/2022,D41A,Jun,2022,San Pablo Bay,SPB,Summer
NZ002.Jun.2022,Centric Diatom,627.24,,6/28/2022,NZ002,Jun,2022,San Pablo Bay,SPB,Summer
NZ002.Jun.2022,Cryptophyte,209.08,,6/28/2022,NZ002,Jun,2022,San Pablo Bay,SPB,Summer
NZ002.Jun.2022,Cyanobacterium,20176.22,,6/28/2022,NZ002,Jun,2022,San Pablo Bay,SPB,Summer
NZ002.Jun.2022,Green Alga,209.08,,6/28/2022,NZ002,Jun,2022,San Pablo Bay,SPB,Summer
NZ002.Jun.2022,Pennate Diatom,52.27,,6/28/2022,NZ002,Jun,2022,San Pablo Bay,SPB,Summer
NZ004.Jun.2022,Centric Diatom,657.12,,6/28/2022,NZ004,Jun,2022,San Pablo Bay,SPB,Summer
NZ004.Jun.2022,Cryptophyte,547.6,,6/28/2022,NZ004,Jun,2022,San Pablo Bay,SPB,Summer
NZ004.Jun.2022,Cyanobacterium,42055.68,,6/28/2022,NZ004,Jun,2022,San Pablo Bay,SPB,Summer
NZ004.Jun.2022,Green Alga,657.12,,6/28/2022,NZ004,Jun,2022,San Pablo Bay,SPB,Summer
NZ325.Jun.2022,Centric Diatom,340.72,,6/28/2022,NZ325,Jun,2022,San Pablo Bay,SPB,Summer
NZ325.Jun.2022,Cryptophyte,255.54,,6/28/2022,NZ325,Jun,2022,San Pablo Bay,SPB,Summer
NZ325.Jun.2022,Cyanobacterium,34242.36,,6/28/2022,NZ325,Jun,2022,San Pablo Bay,SPB,Summer
NZ325.Jun.2022,Pennate Diatom,85.18,,6/28/2022,NZ325,Jun,2022,San Pablo Bay,SPB,Summer
C10A.Jul.2022,Centric Diatom,688.38,,7/18/2022,C10A,Jul,2022,Southern Interior Delta,SID,Summer
C10A.Jul.2022,Chrysophyte,31.29,,7/18/2022,C10A,Jul,2022,Southern Interior Delta,SID,Summer
C10A.Jul.2022,Cryptophyte,156.45,,7/18/2022,C10A,Jul,2022,Southern Interior Delta,SID,Summer
C10A.Jul.2022,Cyanobacterium,8041.53,,7/18/2022,C10A,Jul,2022,Southern Interior Delta,SID,Summer
C10A.Jul.2022,Green Alga,3348.03,,7/18/2022,C10A,Jul,2022,Southern Interior Delta,SID,Summer
C10A.Jul.2022,Pennate Diatom,500.64,,7/18/2022,C10A,Jul,2022,Southern Interior Delta,SID,Summer
C3A.Jul.2022,Centric Diatom,207,,7/18/2022,C3A,Jul,2022,Northern Interior Delta,NID,Summer
C3A.Jul.2022,Cryptophyte,92,,7/18/2022,C3A,Jul,2022,Northern Interior Delta,NID,Summer
C3A.Jul.2022,Cyanobacterium,7406,,7/18/2022,C3A,Jul,2022,Northern Interior Delta,NID,Summer
C3A.Jul.2022,Green Alga,1564,,7/18/2022,C3A,Jul,2022,Northern Interior Delta,NID,Summer
C3A.Jul.2022,Pennate Diatom,138,,7/18/2022,C3A,Jul,2022,Northern Interior Delta,NID,Summer
C9.Jul.2022,Centric Diatom,359.4,,7/18/2022,C9,Jul,2022,Southern Interior Delta,SID,Summer
C9.Jul.2022,Cryptophyte,287.52,,7/18/2022,C9,Jul,2022,Southern Interior Delta,SID,Summer
C9.Jul.2022,Cyanobacterium,13189.98,,7/18/2022,C9,Jul,2022,Southern Interior Delta,SID,Summer
C9.Jul.2022,Euglenoid,35.94,,7/18/2022,C9,Jul,2022,Southern Interior Delta,SID,Summer
C9.Jul.2022,Green Alga,790.68,,7/18/2022,C9,Jul,2022,Southern Interior Delta,SID,Summer
C9.Jul.2022,Pennate Diatom,215.64,,7/18/2022,C9,Jul,2022,Southern Interior Delta,SID,Summer
D12.Jul.2022,Centric Diatom,214.64,,7/19/2022,D12,Jul,2022,Confluence,CON,Summer
D12.Jul.2022,Cryptophyte,482.94,,7/19/2022,D12,Jul,2022,Confluence,CON,Summer
D12.Jul.2022,Cyanobacterium,21249.36,,7/19/2022,D12,Jul,2022,Confluence,CON,Summer
D12.Jul.2022,Euglenoid,53.66,,7/19/2022,D12,Jul,2022,Confluence,CON,Summer
D12.Jul.2022,Green Alga,53.66,,7/19/2022,D12,Jul,2022,Confluence,CON,Summer
D12.Jul.2022,Pennate Diatom,268.3,,7/19/2022,D12,Jul,2022,Confluence,CON,Summer
D19.Jul.2022,Centric Diatom,111.3,,7/19/2022,D19,Jul,2022,Central Delta,CED,Summer
D19.Jul.2022,Chrysophyte,74.2,,7/19/2022,D19,Jul,2022,Central Delta,CED,Summer
D19.Jul.2022,Cryptophyte,853.3,,7/19/2022,D19,Jul,2022,Central Delta,CED,Summer
D19.Jul.2022,Cyanobacterium,6177.15,,7/19/2022,D19,Jul,2022,Central Delta,CED,Summer
D19.Jul.2022,Green Alga,166.95,,7/19/2022,D19,Jul,2022,Central Delta,CED,Summer
D19.Jul.2022,Pennate Diatom,74.2,,7/19/2022,D19,Jul,2022,Central Delta,CED,Summer
D28A.Jul.2022,Centric Diatom,205.35,,7/19/2022,D28A,Jul,2022,Central Delta,CED,Summer
D28A.Jul.2022,Cryptophyte,410.7,,7/19/2022,D28A,Jul,2022,Central Delta,CED,Summer
D28A.Jul.2022,Cyanobacterium,15811.95,,7/19/2022,D28A,Jul,2022,Central Delta,CED,Summer
D28A.Jul.2022,Pennate Diatom,123.21,,7/19/2022,D28A,Jul,2022,Central Delta,CED,Summer
