SampleDate,StationCode,Taxon,Algal Type,Genus,Organisms per mL
4/16/2024,P8,Navicula sp.,Pennate Diatom,Navicula,19.01688862
4/16/2024,P8,Nitzschia inconspicua,Pennate Diatom,Nitzschia,109.5164889
4/16/2024,P8,Nitzschia spp.,Pennate Diatom,Nitzschia,30.42702179
4/16/2024,P8,Pseudostaurosira cf. robusta,Pennate Diatom,Pseudostaurosira,54.75824444
4/16/2024,P8,Sellaphora sp.,Pennate Diatom,Sellaphora,3.803377724
4/16/2024,P8,Skeletonema sp.,Centric Diatom,Skeletonema,876.131911
4/16/2024,P8,Chlamydomonas sp.,Green Alga,Chlamydomonas,109.5164889
4/16/2024,P8,Chlorella sp.,Green Alga,Chlorella,2299.846266
4/16/2024,P8,Chloromonas sp.,Green Alga,Chloromonas,11.41013317
4/16/2024,P8,Crucigenia sp.,Green Alga,Crucigenia,7.606755448
4/16/2024,P8,Desmodesmus sp.,Green Alga,Desmodesmus,19.01688862
4/16/2024,P8,Kirchneriella sp.,Green Alga,Kirchneriella,3.803377724
4/16/2024,P8,Lagerheimia sp.,Green Alga,Lagerheimia,3.803377724
4/16/2024,P8,Monoraphidium contortum,Green Alga,Monoraphidium,54.75824444
4/16/2024,P8,Monoraphidium minutum,Green Alga,Monoraphidium,328.5494666
4/16/2024,P8,Monoraphidium spp.,Green Alga,Monoraphidium,87.47768765
4/16/2024,P8,Scenedesmus sp.,Green Alga,Scenedesmus,11.41013317
4/16/2024,P8,Tetradesmus sp.,Green Alga,Tetradesmus,11.41013317
4/16/2024,P8,Kephyrion spp.,Chrysophyte,Kephyrion,72.26417676
4/16/2024,P8,Cryptomonas sp.,Cryptophyte,Cryptomonas,164.2747333
4/16/2024,P8,Plagioselmis lacustris,Cryptophyte,Plagioselmis,766.6154222
4/16/2024,P8,Plagioselmis sp.,Cryptophyte,Plagioselmis,273.7912222
4/16/2024,P8,Teleaulax amphioxeia,Cryptophyte,Teleaulax,57.05066586
4/16/2024,P8,Eucapsis microscopica,Cyanobacterium,Eucapsis,14894.24249
4/16/2024,P8,Planktolyngbya sp.,Cyanobacterium,Planktolyngbya,7.606755448
4/16/2024,P8,Strombomonas sp.,Euglenoid,Strombomonas,3.803377724
4/19/2024,D6,Achnanthidium sp.,Pennate Diatom,Achnanthidium,7.98709322
4/19/2024,D6,Actinocyclus sp.,Centric Diatom,Actinocyclus,2.662364407
4/19/2024,D6,Aulacoseira sp. ,Centric Diatom,Aulacoseira,2.662364407
4/19/2024,D6,Cocconeis sp.,Pennate Diatom,Cocconeis,5.324728814
4/19/2024,D6,cf. Cyclotella sp.,Centric Diatom,Cyclotella,70.76450051
4/19/2024,D6,Cyclotella sp.,Centric Diatom,Cyclotella,141.529001
4/19/2024,D6,Navicula sp.,Pennate Diatom,Navicula,2.662364407
4/19/2024,D6,Nitzschia acicularis,Pennate Diatom,Nitzschia,5.324728814
4/19/2024,D6,Nitzschia inconspicua,Pennate Diatom,Nitzschia,5.324728814
4/19/2024,D6,Nitzschia sp.,Pennate Diatom,Nitzschia,15.97418644
4/19/2024,D6,Nupela sp.,Pennate Diatom,Nupela,2.662364407
4/19/2024,D6,Skeletonema sp.,Centric Diatom,Skeletonema,31.94837288
4/19/2024,D6,cf. Chlamydomonas sp.,Green Alga,Chlamydomonas,2.662364407
4/19/2024,D6,Chlorella sp.,Green Alga,Chlorella,212.2935015
4/19/2024,D6,Monoraphidium convolutum,Green Alga,Monoraphidium,2.662364407
4/19/2024,D6,Monoraphidium sp.,Green Alga,Monoraphidium,70.76450051
4/19/2024,D6,Chrysococcus sp.,Chrysophyte,Chrysococcus,35.38225025
4/19/2024,D6,Cryptomonas sp.,Cryptophyte,Cryptomonas,34.61073729
4/19/2024,D6,Plagioselmis lacustris,Cryptophyte,Plagioselmis,424.587003
4/19/2024,D6,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,283.058002
4/19/2024,D6,Teleaulax sp.,Cryptophyte,Teleaulax,106.1467508
4/19/2024,D6,Eucapsis microscopica,Cyanobacterium,Eucapsis,12879.13909
4/19/2024,D6,Pseudanabaena sp.,Cyanobacterium,Pseudanabaena,2.662364407
4/19/2024,D6,Unidentified Ciliate sp. #1,Ciliate,Unidentified Ciliate,70.76450051
4/19/2024,D6,Unidentified Ciliate sp. #3,Ciliate,Unidentified Ciliate,5.324728814
4/19/2024,D6,Tintinnidium sp.,Ciliate,Tintinnidium,2.662364407
4/19/2024,D6,cf. Vorticella sp.,Ciliate,Vorticella,35.38225025
4/19/2024,D8,Achnanthidium sp.,Pennate Diatom,Achnanthidium,36.60751059
4/19/2024,D8,Aulacoseira alpigena,Centric Diatom,Aulacoseira,16.63977754
4/19/2024,D8,Cocconeis sp.,Pennate Diatom,Cocconeis,44.22781282
4/19/2024,D8,cf. Cyclotella sp.,Centric Diatom,Cyclotella,796.1006307
4/19/2024,D8,Cyclotella sp.,Centric Diatom,Cyclotella,265.3668769
4/19/2024,D8,Cylindrotheca closterium,Pennate Diatom,Cylindrotheca,3.327955508
4/19/2024,D8,Diploneis sp.,Pennate Diatom,Diploneis,3.327955508
4/19/2024,D8,Encyonema sp.,Pennate Diatom,Encyonema,9.983866525
4/19/2024,D8,Entomoneis sp.,Pennate Diatom,Entomoneis,19.96773305
4/19/2024,D8,Epithemia sp.,Pennate Diatom,Epithemia,3.327955508
4/19/2024,D8,Gomphonema sp.,Pennate Diatom,Gomphonema,3.327955508
4/19/2024,D8,Gyrosigma sp.,Pennate Diatom,Gyrosigma,3.327955508
4/19/2024,D8,Hippodonta sp.,Pennate Diatom,Hippodonta,3.327955508
4/19/2024,D8,Mayamaea sp.,Pennate Diatom,Mayamaea,44.22781282
4/19/2024,D8,Meridion sp.,Pennate Diatom,Meridion,3.327955508
4/19/2024,D8,Navicula sp.,Pennate Diatom,Navicula,13.31182203
4/19/2024,D8,Nitzschia inconspicua,Pennate Diatom,Nitzschia,44.22781282
4/19/2024,D8,Nitzschia spp.,Pennate Diatom,Nitzschia,29.95159958
4/19/2024,D8,Pseudostaurosira sp.,Pennate Diatom,Pseudostaurosira,6.655911017
4/19/2024,D8,Rhoicosphenia sp.,Pennate Diatom,Rhoicosphenia,3.327955508
4/19/2024,D8,Skeletonema sp.,Centric Diatom,Skeletonema,43.26342161
4/19/2024,D8,Thalassiosira sp.,Centric Diatom,Thalassiosira,88.45562563
4/19/2024,D8,Ulnaria sp.,Pennate Diatom,Ulnaria,3.327955508
4/19/2024,D8,Chlamydomonas sp.,Green Alga,Chlamydomonas,44.22781282
4/19/2024,D8,Chlorella sp.,Green Alga,Chlorella,574.9615666
4/19/2024,D8,Chloromonas sp.,Green Alga,Chloromonas,44.22781282
4/19/2024,D8,Lagerheimia sp.,Green Alga,Lagerheimia,44.22781282
4/19/2024,D8,Monoraphidium contortum,Green Alga,Monoraphidium,44.22781282
4/19/2024,D8,Monoraphidium sp.,Green Alga,Monoraphidium,9.983866525
4/19/2024,D8,Chrysococcus sp.,Chrysophyte,Chrysococcus,3.327955508
4/19/2024,D8,Kephyrion sp.,Chrysophyte,Kephyrion,26.62364407
4/19/2024,D8,Cryptomonas sp.,Cryptophyte,Cryptomonas,88.45562563
4/19/2024,D8,Plagioselmis sp.,Cryptophyte,Plagioselmis,663.4171923
4/19/2024,D8,Teleaulax amphioxeia,Cryptophyte,Teleaulax,132.6834385
4/19/2024,D8,Eucapsis microscopica,Cyanobacterium,Eucapsis,15789.32918
4/18/2024,D7,Achnanthidium minutissimum,Pennate Diatom,Achnanthidium,47.91346388
4/18/2024,D7,Achnanthidium sp.,Pennate Diatom,Achnanthidium,13.31182203
4/18/2024,D7,Actinocyclus sp.,Centric Diatom,Actinocyclus,6.655911017
4/18/2024,D7,Cocconeis sp.,Pennate Diatom,Cocconeis,3.327955508
4/18/2024,D7,cf. Cyclotella sp.,Centric Diatom,Cyclotella,47.91346388
4/18/2024,D7,Cyclotella sp.,Centric Diatom,Cyclotella,287.4807833
4/18/2024,D7,Diatoma sp.,Pennate Diatom,Diatoma,6.655911017
4/18/2024,D7,Entomoneis sp.,Pennate Diatom,Entomoneis,19.96773305
4/18/2024,D7,Fragilaria sp.,Pennate Diatom,Fragilaria,3.327955508
4/18/2024,D7,Gomphonema sp.,Pennate Diatom,Gomphonema,6.655911017
4/18/2024,D7,Navicula sp.,Pennate Diatom,Navicula,9.983866525
4/18/2024,D7,Nitzschia acicularis,Pennate Diatom,Nitzschia,6.655911017
4/18/2024,D7,Nitzschia inconspicua,Pennate Diatom,Nitzschia,3.327955508
4/18/2024,D7,Nitzschia spp.,Pennate Diatom,Nitzschia,9.983866525
4/18/2024,D7,Planothidium sp.,Pennate Diatom,Planothidium,47.91346388
4/18/2024,D7,Pseudostaurosira sp.,Pennate Diatom,Pseudostaurosira,9.983866525
4/18/2024,D7,Skeletonema sp.,Centric Diatom,Skeletonema,36.60751059
4/18/2024,D7,Staurosira sp.,Pennate Diatom,Staurosira,95.82692777
4/18/2024,D7,Tryblionella sp.,Pennate Diatom,Tryblionella,95.82692777
4/18/2024,D7,cf. Chlamydomonas sp.,Green Alga,Chlamydomonas,6.655911017
4/18/2024,D7,Chlorella sp.,Green Alga,Chlorella,191.6538555
4/18/2024,D7,Drepanochloris nannoselene,Green Alga,Drepanochloris,47.91346388
4/18/2024,D7,Monoraphidium sp.,Green Alga,Monoraphidium,53.24728814
4/18/2024,D7,Chrysococcus sp.,Chrysophyte,Chrysococcus,3.327955508
4/18/2024,D7,Kephyrion sp.,Chrysophyte,Kephyrion,13.31182203
4/18/2024,D7,Cryptomonas sp.,Cryptophyte,Cryptomonas,143.7403917
4/18/2024,D7,Plagioselmis lacustris,Cryptophyte,Plagioselmis,431.221175
4/18/2024,D7,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,574.9615666
4/18/2024,D7,Teleaulax sp.,Cryptophyte,Teleaulax,239.5673194
4/18/2024,D7,Eucapsis microscopica,Cyanobacterium,Eucapsis,17153.02007
4/18/2024,D7,Planktolyngbya limnetica,Cyanobacterium,Planktolyngbya,47.91346388
4/18/2024,D7,cf. Lepocinclis sp.,Euglenoid,Lepocinclis,3.327955508
4/15/2024,D19,Achnanthidium minutissimum,Pennate Diatom,Achnanthidium,2.047972621
4/15/2024,D19,Achnanthidium sp.,Pennate Diatom,Achnanthidium,37.24447395
4/15/2024,D19,Bacillaria paxillifera,Pennate Diatom,Bacillaria,4.095945241
4/15/2024,D19,Cocconeis sp.,Pennate Diatom,Cocconeis,16.38378096
4/15/2024,D19,cf. Cyclotella sp.,Centric Diatom,Cyclotella,18.62223698
4/15/2024,D19,Cyclotella sp.,Centric Diatom,Cyclotella,93.11118488
4/15/2024,D19,Fragilaria sp.,Pennate Diatom,Fragilaria,2.047972621
4/15/2024,D19,Gomphonema sp.,Pennate Diatom,Gomphonema,18.62223698
4/15/2024,D19,Gyrosigma sp.,Pennate Diatom,Gyrosigma,18.62223698
4/15/2024,D19,Melosira sp.,Centric Diatom,Melosira,2.047972621
4/15/2024,D19,Navicula sp.,Pennate Diatom,Navicula,37.24447395
4/15/2024,D19,Nitzschia sp.,Pennate Diatom,Nitzschia,20.47972621
4/15/2024,D19,Nupela sp.,Pennate Diatom,Nupela,2.047972621
4/15/2024,D19,Planothidium sp.,Pennate Diatom,Planothidium,4.095945241
4/15/2024,D19,Pseudostaurosira sp.,Pennate Diatom,Pseudostaurosira,2.047972621
4/15/2024,D19,Rhoicosphenia sp.,Pennate Diatom,Rhoicosphenia,18.62223698
4/15/2024,D19,Sellaphora sp.,Pennate Diatom,Sellaphora,2.047972621
4/15/2024,D19,Skeletonema sp.,Centric Diatom,Skeletonema,30.71958931
4/15/2024,D19,Thalassiosira sp.,Centric Diatom,Thalassiosira,10.2398631
4/15/2024,D19,Tryblionella sp.,Pennate Diatom,Tryblionella,4.095945241
4/15/2024,D19,Ulnaria sp.,Pennate Diatom,Ulnaria,4.095945241
4/15/2024,D19,Chlamydomonas sp.,Green Alga,Chlamydomonas,4.095945241
4/15/2024,D19,cf. Chlorella sp.,Green Alga,Chlorella,30.71958931
4/15/2024,D19,Monoraphidium convolutum,Green Alga,Monoraphidium,55.86671093
4/15/2024,D19,Monoraphidium minutum,Green Alga,Monoraphidium,2.047972621
4/15/2024,D19,Monoraphidium sp.,Green Alga,Monoraphidium,74.4889479
4/15/2024,D19,Scenedesmus sp.,Green Alga,Scenedesmus,4.095945241
4/15/2024,D19,Cryptomonas sp.,Cryptophyte,Cryptomonas,12.28783572
4/15/2024,D19,Plagioselmis lacustris,Cryptophyte,Plagioselmis,74.4889479
4/15/2024,D19,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,148.9778958
4/15/2024,D19,Teleaulax sp.,Cryptophyte,Teleaulax,20.47972621
4/15/2024,D19,Eucapsis microscopica,Cyanobacterium,Eucapsis,6964.716629
4/15/2024,D19,Planktolyngbya limnetica,Cyanobacterium,Planktolyngbya,4.095945241
4/22/2024,D41A,Achnanthidium sp.,Pennate Diatom,Achnanthidium,45.09502483
4/22/2024,D41A,Aulacoseira sp. ,Centric Diatom,Aulacoseira,90.19004967
4/22/2024,D41A,Cocconeis sp.,Pennate Diatom,Cocconeis,45.09502483
4/22/2024,D41A,cf. Cyclotella sp.,Centric Diatom,Cyclotella,90.19004967
4/22/2024,D41A,Cyclotella sp.,Centric Diatom,Cyclotella,48.81001412
4/22/2024,D41A,Entomoneis sp.,Pennate Diatom,Entomoneis,13.31182203
4/22/2024,D41A,Gomphonema sp.,Pennate Diatom,Gomphonema,4.437274011
4/22/2024,D41A,Gyrosigma sp.,Pennate Diatom,Gyrosigma,90.19004967
4/22/2024,D41A,Luticola sp.,Pennate Diatom,Luticola,4.437274011
4/22/2024,D41A,Navicula sp.,Pennate Diatom,Navicula,90.19004967
4/22/2024,D41A,Nitzschia acicularis,Pennate Diatom,Nitzschia,8.874548023
4/22/2024,D41A,Nitzschia inconspicua,Pennate Diatom,Nitzschia,4.437274011
4/22/2024,D41A,Nitzschia reversa,Pennate Diatom,Nitzschia,4.437274011
4/22/2024,D41A,Nitzschia spp.,Pennate Diatom,Nitzschia,44.37274011
4/22/2024,D41A,Thalassiosira sp.,Centric Diatom,Thalassiosira,4.437274011
4/22/2024,D41A,cf. Chlamydomonas sp.,Green Alga,Chlamydomonas,135.2850745
4/22/2024,D41A,cf. Chlorella sp.,Green Alga,Chlorella,135.2850745
4/22/2024,D41A,Monoraphidium spp.,Green Alga,Monoraphidium,13.31182203
4/22/2024,D41A,cf. Kephyrion sp.,Chrysophyte,Kephyrion,45.09502483
4/22/2024,D41A,Ochromonas sp.,Chrysophyte,Ochromonas,45.09502483
4/22/2024,D41A,Cryptomonas sp.,Cryptophyte,Cryptomonas,45.09502483
4/22/2024,D41A,Plagioselmis lacustris,Cryptophyte,Plagioselmis,13.31182203
4/22/2024,D41A,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,22.18637006
4/22/2024,D41A,Teleaulax sp.,Cryptophyte,Teleaulax,8.874548023
4/22/2024,D41A,Eucapsis microscopica,Cyanobacterium,Eucapsis,17451.77461
4/22/2024,D41A,Planktolyngbya limnetica,Cyanobacterium,Planktolyngbya,4.437274011
4/22/2024,D41A,Lepocinclis sp.,Euglenoid,Lepocinclis,4.437274011
4/22/2024,D41,Asterionellopsis glacialis,Pennate Diatom,Asterionellopsis ,5.705066586
4/22/2024,D41,Chaetoceros sp.,Centric Diatom,Chaetoceros,3.803377724
4/22/2024,D41,cf. Cyclotella sp.,Centric Diatom,Cyclotella,34.58415438
4/22/2024,D41,Cyclotella sp.,Centric Diatom,Cyclotella,17.29207719
4/22/2024,D41,Eucampia zodiacus,Centric Diatom,Eucampia,7.606755448
4/22/2024,D41,Gyrosigma spp.,Pennate Diatom,Gyrosigma,3.803377724
4/22/2024,D41,Navicula sp.,Pennate Diatom,Navicula,17.29207719
4/22/2024,D41,Nitzschia spp.,Pennate Diatom,Nitzschia,3.803377724
4/22/2024,D41,Skeletonema cf. costatum,Centric Diatom,Skeletonema,121.0445403
4/22/2024,D41,cf. Thalassionema sp.,Pennate Diatom,Thalassionema,17.29207719
4/22/2024,D41,Thalassiosira eccentrica,Centric Diatom,Thalassiosira,17.29207719
4/22/2024,D41,Thalassiosira sp.,Centric Diatom,Thalassiosira,5.705066586
4/22/2024,D41,Chlorella sp.,Green Alga,Chlorella,17.29207719
4/22/2024,D41,Pyramimonas cf. orientalis,Green Alga,Pyramimonas,17.29207719
4/22/2024,D41,Pyramimonas sp.,Green Alga,Pyramimonas,51.87623157
4/22/2024,D41,cf. Pyramimonas sp.,Green Alga,Pyramimonas,86.46038596
4/22/2024,D41,cf. Chrysosaccus sp.,Chrysophyte,Chrysosaccus,34.58415438
4/22/2024,D41,Cryptomonas sp.,Cryptophyte,Cryptomonas,17.29207719
4/22/2024,D41,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,207.5049263
4/22/2024,D41,Teleaulax amphioxeia,Cryptophyte,Teleaulax,242.0890807
4/22/2024,D41,Teleaulax sp.,Cryptophyte,Teleaulax,69.16830877
4/22/2024,D41,Eucapsis microscopica,Cyanobacterium,Eucapsis,6207.855712
4/22/2024,D41,Eutreptia sp.,Euglenoid,Eutreptia,17.29207719
4/22/2024,D41,cf. Eutreptiella sp.,Euglenoid,Eutreptiella,3.803377724
4/22/2024,D41,Heterocapsa rotundata,Dinoflagellate,Heterocapsa,3.803377724
4/22/2024,D41,Heterocapsa triquetra,Dinoflagellate,Heterocapsa,1.901688862
4/22/2024,D41,Karlodinium sp.,Dinoflagellate,Karlodinium,3.803377724
4/22/2024,D41,cf. Peridinium sp.,Dinoflagellate,Peridinium,17.29207719
4/22/2024,D41,Protoperidinium bipes,Dinoflagellate,Protoperidinium,1.901688862
4/22/2024,D41,cf. Scrippsiella sp. ,Dinoflagellate,Scrippsiella,7.606755448
4/22/2024,D41,Strombidium sp.,Ciliate,Strombidium,3.803377724
5/15/2024,P8,Achnanthidium sp.,Pennate Diatom,Achnanthidium,9.983866525
5/15/2024,P8,Aulacoseira alpigena,Centric Diatom,Aulacoseira,13.31182203
5/15/2024,P8,Bacillaria paxillifera,Pennate Diatom,Bacillaria,3.327955508
5/15/2024,P8,Cocconeis placentula,Pennate Diatom,Cocconeis,39.9354661
5/15/2024,P8,cf. Cyclotella sp.,Centric Diatom,Cyclotella,47.91346388
5/15/2024,P8,Cyclotella sp.,Centric Diatom,Cyclotella,383.3077111
5/15/2024,P8,Diatoma sp.,Pennate Diatom,Diatoma,3.327955508
5/15/2024,P8,Gomphonema sp.,Pennate Diatom,Gomphonema,3.327955508
5/15/2024,P8,Melosira sp.,Centric Diatom,Melosira,3.327955508
5/15/2024,P8,Navicula sp.,Pennate Diatom,Navicula,19.96773305
5/15/2024,P8,Nitzschia acicularis,Pennate Diatom,Nitzschia,16.63977754
5/15/2024,P8,Nitzschia spp.,Pennate Diatom,Nitzschia,69.88706568
5/15/2024,P8,Pseudostaurosira sp.,Pennate Diatom,Pseudostaurosira,19.96773305
5/15/2024,P8,Sellaphora sp.,Pennate Diatom,Sellaphora,6.655911017
5/15/2024,P8,Skeletonema sp.,Centric Diatom,Skeletonema,766.6154222
5/15/2024,P8,Staurosira sp.,Pennate Diatom,Staurosira,26.62364407
5/15/2024,P8,Stephanodiscus sp.,Centric Diatom,Stephanodiscus,9.983866525
5/15/2024,P8,cf. Thalassiosira sp.,Centric Diatom,Thalassiosira,9.983866525
5/15/2024,P8,Chlamydomonas sp.,Green Alga,Chlamydomonas,26.62364407
5/15/2024,P8,Chlorella sp.,Green Alga,Chlorella,527.0481027
5/15/2024,P8,Desmodesmus sp.,Green Alga,Desmodesmus,16.63977754
5/15/2024,P8,Koliella sp.,Green Alga,Koliella,3.327955508
5/15/2024,P8,Lagerheimia genevensis,Green Alga,Lagerheimia,6.655911017
5/15/2024,P8,Monoraphidium spp.,Green Alga,Monoraphidium,335.3942472
5/15/2024,P8,Scenedesmus sp.,Green Alga,Scenedesmus,13.31182203
5/15/2024,P8,Kephyrion sp.,Chrysophyte,Kephyrion,6.655911017
5/15/2024,P8,Cryptomonas sp.,Cryptophyte,Cryptomonas,287.4807833
5/15/2024,P8,Plagioselmis lacustris,Cryptophyte,Plagioselmis,1437.403917
5/15/2024,P8,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,622.8750305
5/15/2024,P8,Plagioselmis sp.,Cryptophyte,Plagioselmis,95.82692777
5/15/2024,P8,Dolichospermum sp.,Cyanobacterium,Dolichospermum,95.82692777
5/15/2024,P8,Eucapsis microscopica,Cyanobacterium,Eucapsis,14613.60648
5/15/2024,P8,Planktolyngbya limnetica,Cyanobacterium,Planktolyngbya,95.82692777
5/15/2024,P8,cf. Mesodinium sp.,Ciliate,Mesodinium,6.655911017
5/16/2024,D4,Achnanthidium sp.,Pennate Diatom,Achnanthidium,41.83715496
5/16/2024,D4,Aulacoseira alpigena,Centric Diatom,Aulacoseira,7.606755448
5/16/2024,D4,Cocconeis sp.,Pennate Diatom,Cocconeis,19.01688862
5/16/2024,D4,cf. Cyclotella sp.,Centric Diatom,Cyclotella,152.135109
5/16/2024,D4,Cyclotella sp.,Centric Diatom,Cyclotella,952.7934533
5/16/2024,D4,Diploneis sp.,Pennate Diatom,Diploneis,3.803377724
5/16/2024,D4,Encyonema sp.,Pennate Diatom,Encyonema,98.56483999
5/16/2024,D4,Fragilaria crotonensis,Pennate Diatom,Fragilaria,34.23039952
5/16/2024,D4,Fragilaria sp.,Pennate Diatom,Fragilaria,11.41013317
5/16/2024,D4,Gomphonema sp.,Pennate Diatom,Gomphonema,11.41013317
5/16/2024,D4,Hippodonta sp.,Pennate Diatom,Hippodonta,32.85494666
5/16/2024,D4,Melosira sp.,Centric Diatom,Melosira,15.2135109
5/16/2024,D4,Navicula sp.,Pennate Diatom,Navicula,38.03377724
5/16/2024,D4,Nitzschia cf. inconspicua,Pennate Diatom,Nitzschia,65.70989333
5/16/2024,D4,Nitzschia spp.,Pennate Diatom,Nitzschia,65.70989333
5/16/2024,D4,cf. Psammothidium sp.,Pennate Diatom,Psammothidium,3.803377724
5/16/2024,D4,Pseudostaurosira spp.,Pennate Diatom,Pseudostaurosira,57.05066586
5/16/2024,D4,Skeletonema sp.,Centric Diatom,Skeletonema,32.85494666
5/16/2024,D4,Stephanodiscus sp.,Centric Diatom,Stephanodiscus,32.85494666
5/16/2024,D4,Thalassiosira sp.,Centric Diatom,Thalassiosira,11.41013317
5/16/2024,D4,Chlamydomonas sp.,Green Alga,Chlamydomonas,11.41013317
5/16/2024,D4,Chlorella sp.,Green Alga,Chlorella,459.9692533
5/16/2024,D4,Monoraphidium contortum,Green Alga,Monoraphidium,38.03377724
5/16/2024,D4,Monoraphidium sp.,Green Alga,Monoraphidium,295.69452
5/16/2024,D4,Chrysococcus sp.,Chrysophyte,Chrysococcus,32.85494666
5/16/2024,D4,Kephyrion sp.,Chrysophyte,Kephyrion,15.2135109
5/16/2024,D4,Cryptomonas sp.,Cryptophyte,Cryptomonas,7.606755448
5/16/2024,D4,Hemiselmis sp.,Cryptophyte,Hemiselmis,131.4197867
5/16/2024,D4,Plagioselmis lacustris,Cryptophyte,Plagioselmis,361.4044133
5/16/2024,D4,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,525.6791466
5/16/2024,D4,Eucapsis microscopica,Cyanobacterium,Eucapsis,10677.85767
5/16/2024,D4,Planktolyngbya sp.,Cyanobacterium,Planktolyngbya,3.803377724
5/15/2024,D26,Achnanthidium sp.,Pennate Diatom,Achnanthidium,54.1140298
5/15/2024,D26,Cavinula sp.,Pennate Diatom,Cavinula,2.366546139
5/15/2024,D26,Cocconeis spp.,Pennate Diatom,Cocconeis,11.8327307
5/15/2024,D26,cf. Cyclotella sp.,Centric Diatom,Cyclotella,54.1140298
5/15/2024,D26,Cyclotella sp.,Centric Diatom,Cyclotella,16.56582298
5/15/2024,D26,Encyonema sp.,Pennate Diatom,Encyonema,3.549819209
5/15/2024,D26,Gomphonema sp.,Pennate Diatom,Gomphonema,3.549819209
5/15/2024,D26,Melosira sp.,Centric Diatom,Melosira,2.366546139
5/15/2024,D26,Navicula sp.,Pennate Diatom,Navicula,18.03800993
5/15/2024,D26,Nitzschia sp.,Pennate Diatom,Nitzschia,72.15203973
5/15/2024,D26,Nupela sp.,Pennate Diatom,Nupela,1.18327307
5/15/2024,D26,Planothidium sp.,Pennate Diatom,Planothidium,2.366546139
5/15/2024,D26,Pseudostaurosira sp.,Pennate Diatom,Pseudostaurosira,2.366546139
5/15/2024,D26,Skeletonema sp.,Centric Diatom,Skeletonema,144.3040795
5/15/2024,D26,cf. Thalassiosira sp.,Centric Diatom,Thalassiosira,1.18327307
5/15/2024,D26,Tryblionella sp.,Pennate Diatom,Tryblionella,18.03800993
5/15/2024,D26,cf. Chlamydomonas spp.,Green Alga,Chlamydomonas,4.733092279
5/15/2024,D26,Chlorella sp.,Green Alga,Chlorella,180.3800993
5/15/2024,D26,Monoraphidium sp.,Green Alga,Monoraphidium,90.19004967
5/15/2024,D26,Scenedesmus sp.,Green Alga,Scenedesmus,3.549819209
5/15/2024,D26,Cryptomonas sp.,Cryptophyte,Cryptomonas,2.366546139
5/15/2024,D26,Plagioselmis lacustris,Cryptophyte,Plagioselmis,90.19004967
5/15/2024,D26,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,35.49819209
5/15/2024,D26,Plagioselmis sp.,Cryptophyte,Plagioselmis,3.549819209
5/15/2024,D26,Eucapsis microscopica,Cyanobacterium,Eucapsis,6601.911636
5/15/2024,D26,Planktolyngbya limnetica,Cyanobacterium,Planktolyngbya,36.07601987
5/15/2024,D26,Gymnodinium sp.,Dinoflagellate,Gymnodinium,1.18327307
5/13/2024,C10A,Achnanthidium sp.,Pennate Diatom,Achnanthidium,383.3077111
5/13/2024,C10A,Aulacoseira sp. ,Centric Diatom,Aulacoseira,8.874548023
5/13/2024,C10A,Cocconeis sp.,Pennate Diatom,Cocconeis,53.24728814
5/13/2024,C10A,cf. Cyclotella sp.,Centric Diatom,Cyclotella,35.49819209
5/13/2024,C10A,Cyclotella sp.,Centric Diatom,Cyclotella,670.7884944
5/13/2024,C10A,Didymosphenia geminata,Pennate Diatom,Didymosphenia,8.874548023
5/13/2024,C10A,Encyonema sp.,Pennate Diatom,Encyonema,97.62002825
5/13/2024,C10A,Fragilaria sp.,Pennate Diatom,Fragilaria,88.74548023
5/13/2024,C10A,Hippodonta sp.,Pennate Diatom,Hippodonta,17.74909605
5/13/2024,C10A,Melosira varians,Centric Diatom,Melosira,8.874548023
5/13/2024,C10A,Navicula sp.,Pennate Diatom,Navicula,95.82692777
5/13/2024,C10A,Nitzschia reversa,Pennate Diatom,Nitzschia,8.874548023
5/13/2024,C10A,Nitzschia spp.,Pennate Diatom,Nitzschia,287.4807833
5/13/2024,C10A,Pseudostaurosira sp.,Pennate Diatom,Pseudostaurosira,97.62002825
5/13/2024,C10A,Reimeria sp.,Pennate Diatom,Reimeria,17.74909605
5/13/2024,C10A,Skeletonema sp.,Centric Diatom,Skeletonema,766.6154222
5/13/2024,C10A,Staurosira construens,Pennate Diatom,Staurosira,62.12183616
5/13/2024,C10A,Staurosira venter,Pennate Diatom,Staurosira,79.8709322
5/13/2024,C10A,Stephanodiscus sp.,Centric Diatom,Stephanodiscus,17.74909605
5/13/2024,C10A,Chlamydomonas sp.,Green Alga,Chlamydomonas,35.49819209
5/13/2024,C10A,Chlorella sp.,Green Alga,Chlorella,1341.576989
5/13/2024,C10A,Coelastrum sp.,Green Alga,Coelastrum,8.874548023
5/13/2024,C10A,Desmodesmus sp.,Green Alga,Desmodesmus,44.37274011
5/13/2024,C10A,Drepanochloris nannoselene,Green Alga,Drepanochloris,191.6538555
