SampleDate,StationCode
12/9/1981,D24
12/9/1981,D26
12/9/1981,D4
12/9/1981,D7
12/9/1981,D9
12/10/1981,D12
12/10/1981,D15
12/10/1981,D41
12/10/1981,D8
12/14/1981,C3
12/14/1981,C7
12/14/1981,MD10
12/15/1981,C9
12/15/1981,MD7
12/15/1981,P8
12/15/1981,S42
1/19/1982,D24
1/19/1982,D26
1/19/1982,D4
1/19/1982,D7
1/19/1982,D9
1/20/1982,D12
1/20/1982,D15
1/20/1982,D41
1/20/1982,D8
1/27/1982,C3
1/27/1982,C7
1/27/1982,MD10
1/28/1982,MD7
1/28/1982,P8
1/28/1982,S42
2/10/1982,C3
2/10/1982,C7
2/10/1982,MD10
2/11/1982,C9
2/11/1982,MD7
2/11/1982,P8
2/11/1982,S42
2/18/1982,D24
2/18/1982,D26
2/18/1982,D4
2/18/1982,D7
2/18/1982,D9
2/19/1982,D12
2/19/1982,D15
2/19/1982,D41
2/19/1982,D8
3/1/1982,C3
3/1/1982,C7
3/1/1982,MD10
3/2/1982,C9
3/2/1982,MD7
3/2/1982,P8
3/2/1982,S42
3/3/1982,D24
3/3/1982,D26
3/3/1982,D4
3/3/1982,D7
3/3/1982,D9
3/4/1982,D12
3/4/1982,D15
3/4/1982,D41
3/4/1982,D8
3/15/1982,C3
3/15/1982,C7
3/15/1982,MD10
3/16/1982,C9
3/16/1982,MD7
3/16/1982,P8
3/16/1982,S42
3/17/1982,D24
3/17/1982,D26
3/17/1982,D4
3/17/1982,D7
3/17/1982,D9
3/18/1982,D12
3/18/1982,D15
3/18/1982,D41
3/18/1982,D8
4/13/1982,C3
4/13/1982,C7
4/13/1982,MD10
4/14/1982,C9
4/14/1982,MD7
4/14/1982,P8
4/14/1982,S42
4/15/1982,D24
4/15/1982,D26
4/15/1982,D4
4/15/1982,D7
4/15/1982,D9
4/16/1982,D12
4/16/1982,D15
4/16/1982,D41
4/16/1982,D8
4/30/1982,MD7
4/30/1982,P8
5/17/1982,C3
5/17/1982,C7
5/17/1982,MD10
5/17/1982,MD7
5/17/1982,P8
5/18/1982,C9
5/18/1982,D24
5/18/1982,D26
5/18/1982,D4
5/18/1982,D7
5/18/1982,D9
5/18/1982,S42
5/19/1982,D12
5/19/1982,D41
6/14/1982,C3
6/14/1982,C7
6/14/1982,MD10
6/14/1982,MD7
6/14/1982,P8
6/15/1982,C9
6/15/1982,D24
6/15/1982,D26
6/15/1982,D4
6/15/1982,D7
6/15/1982,D9
6/15/1982,S42
6/16/1982,D12
6/16/1982,D15
6/16/1982,D41
6/16/1982,D8
6/28/1982,C3
6/28/1982,C7
6/28/1982,MD10
6/28/1982,MD7
6/28/1982,P8
6/29/1982,C9
6/29/1982,D24
6/29/1982,D26
6/29/1982,D4
6/29/1982,D7
6/29/1982,D9
6/29/1982,S42
6/30/1982,D12
6/30/1982,D15
6/30/1982,D41
6/30/1982,D8
7/12/1982,C3
7/12/1982,C7
7/12/1982,MD10
7/13/1982,C9
7/13/1982,MD7
7/13/1982,P8
7/13/1982,S42
7/14/1982,D24
7/14/1982,D26
7/14/1982,D4
7/14/1982,D7
7/14/1982,D9
7/15/1982,D12
7/15/1982,D15
7/15/1982,D41
7/15/1982,D8
7/26/1982,C3
7/26/1982,C7
7/26/1982,MD10
7/27/1982,C9
7/27/1982,MD7
7/27/1982,P8
7/27/1982,S42
7/28/1982,D24
7/28/1982,D26
7/28/1982,D4
7/28/1982,D7
7/28/1982,D9
7/29/1982,D12
7/29/1982,D15
7/29/1982,D41
7/29/1982,D8
8/9/1982,C3
8/9/1982,C7
8/9/1982,MD10
8/10/1982,C9
8/10/1982,MD7
8/10/1982,P8
8/10/1982,S42
8/11/1982,D24
8/11/1982,D26
8/11/1982,D4
8/11/1982,D7
8/11/1982,D9
8/12/1982,D12
8/12/1982,D15
8/12/1982,D41
8/12/1982,D8
8/24/1982,C9
8/24/1982,D28A
8/24/1982,MD7
8/24/1982,P8
8/24/1982,S42
8/25/1982,C3
8/25/1982,C7
8/25/1982,D24
8/25/1982,D26
8/25/1982,D4
8/25/1982,D7
8/25/1982,MD10
8/26/1982,D12
8/26/1982,D15
8/26/1982,D41
8/26/1982,D8
9/7/1982,C3
9/7/1982,C7
9/7/1982,MD10
9/7/1982,MD7
9/7/1982,P8
9/8/1982,C9
9/8/1982,S42
9/13/1982,D24
9/13/1982,D26
9/13/1982,D4
9/13/1982,D7
9/13/1982,D9
9/14/1982,D12
9/14/1982,D41
9/14/1982,D8
9/20/1982,C3
9/20/1982,MD10
9/21/1982,C9
9/21/1982,MD7
9/21/1982,P8
9/22/1982,D24
9/22/1982,D26
9/22/1982,D4
9/22/1982,D7
9/22/1982,D9
9/23/1982,D12
9/23/1982,D15
9/23/1982,D41
9/23/1982,D8
9/26/1982,C7
10/5/1982,C3
10/5/1982,C7
10/5/1982,MD10
10/6/1982,C9
10/6/1982,MD7
10/6/1982,P8
10/7/1982,D24
10/7/1982,D26
10/7/1982,D4
10/7/1982,D7
10/7/1982,D9
10/7/1982,S42
10/8/1982,D12
10/8/1982,D15
10/8/1982,D41
10/8/1982,D8
10/19/1982,C3
10/19/1982,C7
10/19/1982,MD10
10/20/1982,C9
10/20/1982,S42
10/21/1982,D24
10/21/1982,D26
10/21/1982,D4
10/21/1982,D7
10/21/1982,D9
10/22/1982,D12
10/22/1982,D15
10/22/1982,D41
10/22/1982,D8
11/4/1982,C3
11/4/1982,C7
11/4/1982,MD10
11/5/1982,C9
11/5/1982,MD7
11/5/1982,P8
11/5/1982,S42
11/9/1982,D24
11/9/1982,D26
11/9/1982,D4
11/9/1982,D7
11/9/1982,D9
11/10/1982,D12
11/10/1982,D15
11/10/1982,D41
11/10/1982,D8
12/2/1982,C3
12/2/1982,C7
12/2/1982,MD10
12/3/1982,C9
12/3/1982,MD7
12/3/1982,P8
12/3/1982,S42
12/8/1982,D24
12/8/1982,D26
12/8/1982,D4
12/8/1982,D7
12/8/1982,D9
12/9/1982,D12
12/9/1982,D15
12/9/1982,D41
12/9/1982,D8
1/3/1983,C3
1/3/1983,C7
1/3/1983,MD10
1/4/1983,C9
1/4/1983,MD7
1/4/1983,P8
1/4/1983,S42
1/26/1983,D24
1/26/1983,D26
1/26/1983,D4
1/27/1983,D12
1/27/1983,D15
1/27/1983,D41
1/27/1983,D8
2/3/1983,C3
2/3/1983,C7
2/3/1983,MD10
2/3/1983,MD7
2/3/1983,P8
2/4/1983,C9
2/23/1983,D24
2/23/1983,D26
2/23/1983,D4
2/23/1983,D7
2/23/1983,D9
2/24/1983,D12
2/24/1983,D15
2/24/1983,D41
2/24/1983,D8
3/21/1983,C3
3/21/1983,C7
3/21/1983,MD10
3/22/1983,C9
3/22/1983,MD7
3/22/1983,P8
3/23/1983,D24
3/23/1983,D26
3/23/1983,D4
3/23/1983,D7
3/23/1983,D9
3/24/1983,D12
3/24/1983,D15
3/24/1983,D41
3/24/1983,D8
4/4/1983,C3
4/4/1983,C7
4/4/1983,C9
4/4/1983,MD10
4/5/1983,MD7
4/5/1983,P8
4/6/1983,D24
4/6/1983,D26
4/6/1983,D4
4/6/1983,D7
4/6/1983,D9
4/7/1983,D12
4/7/1983,D15
4/7/1983,D41
4/7/1983,D8
5/2/1983,C3
5/2/1983,C7
5/2/1983,MD10
5/3/1983,C9
5/3/1983,MD7
5/3/1983,P8
5/3/1983,S42
5/4/1983,D24
5/4/1983,D26
5/4/1983,D4
5/4/1983,D7
5/4/1983,D9
5/5/1983,D12
5/5/1983,D15
5/5/1983,D41
5/5/1983,D8
6/14/1983,C3
6/14/1983,C7
6/14/1983,MD10
6/15/1983,C9
6/15/1983,MD7
6/15/1983,P8
6/15/1983,S42
6/16/1983,D24
6/16/1983,D26
6/16/1983,D4
6/16/1983,D7
6/16/1983,D9
6/17/1983,D12
6/17/1983,D15
6/17/1983,D41
6/17/1983,D8
7/14/1983,C3
7/14/1983,C7
7/14/1983,MD10
7/14/1983,MD7
7/14/1983,P8
7/15/1983,C9
7/15/1983,S42
7/19/1983,D24
7/19/1983,D26
7/19/1983,D4
7/19/1983,D7
7/19/1983,D9
7/20/1983,D12
7/20/1983,D15
7/20/1983,D41
7/20/1983,D8
8/15/1983,C3
8/15/1983,C7
8/15/1983,MD10
8/16/1983,C9
8/16/1983,P8
8/16/1983,S42
8/17/1983,D24
8/17/1983,D26
8/17/1983,D4
8/17/1983,D7
8/17/1983,D9
8/18/1983,D12
8/18/1983,D15
8/18/1983,D41
8/18/1983,D8
9/26/1983,C3
9/26/1983,C7
9/26/1983,MD10
9/27/1983,C9
9/27/1983,MD7
9/27/1983,P8
9/27/1983,S42
9/28/1983,D24
9/28/1983,D26
9/28/1983,D4
9/28/1983,D7
9/28/1983,D9
9/29/1983,D12
9/29/1983,D15
9/29/1983,D41
9/29/1983,D8
10/11/1983,C3
10/11/1983,C7
10/11/1983,MD10
10/11/1983,P8
10/12/1983,C9
10/12/1983,D24
10/12/1983,D26
10/12/1983,D4
10/12/1983,D7
10/12/1983,D9
10/12/1983,S42
10/13/1983,D12
10/13/1983,D15
10/13/1983,D41
10/13/1983,D8
11/7/1983,C3
11/7/1983,C7
11/7/1983,MD10
11/8/1983,C9
11/8/1983,P8
11/8/1983,S42
11/9/1983,D24
11/9/1983,D26
11/9/1983,D4
11/9/1983,D7
11/9/1983,D9
11/10/1983,D12
11/10/1983,D15
11/10/1983,D41
11/10/1983,D8
12/7/1983,C3
12/7/1983,C7
12/7/1983,MD10
12/8/1983,C9
12/8/1983,P8
12/8/1983,S42
12/14/1983,D24
12/14/1983,D26
12/14/1983,D4
12/14/1983,D7
12/14/1983,D9
12/15/1983,D12
12/15/1983,D15
12/15/1983,D41
12/15/1983,D8
1/23/1984,C3
1/23/1984,C7
1/23/1984,MD10
1/24/1984,C9
1/24/1984,P8
1/24/1984,S42
1/25/1984,D24
1/25/1984,D26
1/25/1984,D4
1/25/1984,D7
1/25/1984,D9
1/26/1984,D12
1/26/1984,D15
1/26/1984,D41
1/26/1984,D8
2/7/1984,C3
2/7/1984,C7
2/7/1984,MD10
2/8/1984,C9
2/8/1984,P8
2/8/1984,S42
2/9/1984,D24
2/9/1984,D26
2/9/1984,D4
2/9/1984,D7
2/9/1984,D9
2/10/1984,D12
2/10/1984,D15
2/10/1984,D41
2/10/1984,D8
3/8/1984,C3
3/8/1984,C7
3/8/1984,MD10
3/8/1984,P8
3/9/1984,C9
3/9/1984,S42
3/13/1984,D24
3/13/1984,D26
3/13/1984,D4
3/13/1984,D7
3/13/1984,D9
3/14/1984,D12
3/14/1984,D15
3/14/1984,D41
3/14/1984,D8
4/9/1984,C3
4/9/1984,C7
4/9/1984,MD10
4/10/1984,C9
4/10/1984,P8
4/10/1984,S42
4/11/1984,D24
4/11/1984,D26
4/11/1984,D4
4/11/1984,D7
4/11/1984,D9
4/12/1984,D12
4/12/1984,D15
4/12/1984,D41
4/12/1984,D8
5/7/1984,C3
5/7/1984,C7
5/7/1984,C9
5/7/1984,MD10
5/9/1984,D24
5/9/1984,D26
5/9/1984,D4
5/9/1984,D7
5/9/1984,D9
5/10/1984,D12
5/10/1984,D15
5/10/1984,D41
5/10/1984,D8
5/11/1984,P8
6/4/1984,C3
6/4/1984,C7
6/4/1984,MD10
6/5/1984,C9
6/5/1984,P8
6/5/1984,S42
6/6/1984,D24
6/6/1984,D26
6/6/1984,D4
6/6/1984,D7
6/6/1984,D9
6/7/1984,D12
6/7/1984,D15
6/7/1984,D41
6/7/1984,D8
7/5/1984,C3
7/5/1984,C7
7/5/1984,MD10
7/5/1984,P8
7/6/1984,S42
7/9/1984,D24
7/9/1984,D26
7/9/1984,D4
7/9/1984,D7
7/9/1984,D9
7/10/1984,D12
7/10/1984,D15
7/10/1984,D41
7/10/1984,D8
7/17/1984,C3
7/17/1984,C7
7/17/1984,MD10
7/18/1984,C9
7/18/1984,P8
7/18/1984,S42
7/19/1984,D24
7/19/1984,D26
7/19/1984,D4
7/19/1984,D7
7/19/1984,D9
7/20/1984,D12
7/20/1984,D15
7/20/1984,D41
7/20/1984,D8
8/2/1984,C3
8/2/1984,C7
8/2/1984,MD10
8/2/1984,P8
8/3/1984,C9
8/3/1984,S42
8/6/1984,D24
8/6/1984,D26
8/6/1984,D4
8/6/1984,D7
8/6/1984,D9
8/7/1984,D12
8/7/1984,D15
8/7/1984,D41
8/7/1984,D8
8/16/1984,C3
8/16/1984,C7
8/16/1984,MD10
8/17/1984,C9
8/17/1984,P8
8/17/1984,S42
8/20/1984,D24
8/20/1984,D26
8/20/1984,D4
8/20/1984,D7
8/20/1984,D9
8/21/1984,D12
8/21/1984,D15
8/21/1984,D41
8/21/1984,D8
9/5/1984,D24
9/5/1984,D26
9/5/1984,D4
9/5/1984,D7
9/5/1984,D9
9/6/1984,D12
9/6/1984,D15
9/6/1984,D41
9/6/1984,D8
9/13/1984,C3
9/13/1984,C7
9/13/1984,MD10
9/14/1984,P8
9/14/1984,S42
9/19/1984,D24
9/19/1984,D26
9/19/1984,D4
9/19/1984,D7
9/19/1984,D9
9/20/1984,D12
9/20/1984,D15
9/20/1984,D41
9/20/1984,D8
9/27/1984,C3
9/27/1984,C7
9/27/1984,MD10
9/28/1984,C9
9/28/1984,P8
9/28/1984,S42
10/3/1984,D24
10/3/1984,D26
10/3/1984,D4
10/3/1984,D7
10/3/1984,D9
10/4/1984,D12
10/4/1984,D15
10/4/1984,D41
10/4/1984,D8
10/15/1984,C3
10/15/1984,C7
10/15/1984,MD10
10/16/1984,P8
10/16/1984,S42
11/1/1984,D24
11/1/1984,D26
11/1/1984,D4
11/1/1984,D7
11/1/1984,D9
11/2/1984,D12
11/2/1984,D15
11/2/1984,D41
11/2/1984,D8
11/27/1984,C3
11/27/1984,C7
11/27/1984,MD10
11/28/1984,P8
12/12/1984,C3
12/12/1984,C7
12/12/1984,MD10
12/13/1984,C9
12/13/1984,P8
12/17/1984,D24
12/17/1984,D26
12/17/1984,D4
12/17/1984,D7
12/17/1984,D9
12/18/1984,D12
12/18/1984,D15
12/18/1984,D41
12/18/1984,D8
1/9/1985,C3
1/9/1985,C7
1/9/1985,MD10
1/10/1985,C9
1/10/1985,MD7A
1/10/1985,P8
1/16/1985,D24
1/16/1985,D26
1/16/1985,D4
1/16/1985,D7
1/16/1985,D9
1/17/1985,D12
1/17/1985,D15
1/17/1985,D41
1/17/1985,D8
2/11/1985,C3
2/11/1985,C7
2/11/1985,MD10
2/13/1985,C9
2/13/1985,MD7A
2/13/1985,P8
2/14/1985,D24
2/14/1985,D26
2/14/1985,D4
2/14/1985,D7
2/14/1985,D9
2/15/1985,D12
2/15/1985,D15
2/15/1985,D41
2/15/1985,D8
3/12/1985,C3
3/12/1985,C7
3/12/1985,MD10
3/13/1985,C9
3/13/1985,MD7A
3/13/1985,P8
3/14/1985,D24
3/14/1985,D26
3/14/1985,D4
3/14/1985,D7
3/14/1985,D9
3/15/1985,D12
3/15/1985,D15
3/15/1985,D41
3/15/1985,D8
3/27/1985,C9
3/28/1985,C3
3/28/1985,C7
3/28/1985,MD10
3/29/1985,MD7A
3/29/1985,P8
4/1/1985,D24
4/1/1985,D26
4/1/1985,D4
4/1/1985,D7
4/1/1985,D9
4/2/1985,D12
4/2/1985,D15
4/2/1985,D41
4/2/1985,D8
4/11/1985,C9
4/12/1985,C3
4/12/1985,C7
4/12/1985,MD10
4/15/1985,P8
4/16/1985,D24
4/16/1985,D26
4/16/1985,D4
4/16/1985,D7
4/16/1985,D9
4/17/1985,D12
4/17/1985,D15
4/17/1985,D41
4/17/1985,D8
4/25/1985,C3
4/25/1985,C7
4/25/1985,MD10
4/26/1985,C9
4/29/1985,MD7A
4/29/1985,P8
5/1/1985,D24
5/1/1985,D26
5/1/1985,D4
5/1/1985,D7
5/1/1985,D9
5/2/1985,D12
5/2/1985,D15
5/2/1985,D41
5/2/1985,D8
5/9/1985,C9
5/10/1985,C3
5/10/1985,C7
5/10/1985,MD10
5/13/1985,MD7A
5/13/1985,P8
5/14/1985,D24
5/14/1985,D26
5/14/1985,D4
5/14/1985,D7
5/14/1985,D9
5/15/1985,D12
5/15/1985,D15
5/15/1985,D41
5/15/1985,D8
5/23/1985,C9
5/24/1985,C3
5/24/1985,C7
5/24/1985,MD10
5/28/1985,MD7A
5/28/1985,P8
6/10/1985,C9
6/11/1985,C3
6/11/1985,C7
6/11/1985,MD10
6/11/1985,MD7A
6/11/1985,P8
6/12/1985,D24
6/12/1985,D26
6/12/1985,D4
6/12/1985,D7
6/12/1985,D9
6/13/1985,D12
6/13/1985,D15
6/13/1985,D41
6/13/1985,D8
6/24/1985,C9
6/25/1985,C3
6/25/1985,C7
6/25/1985,MD10
6/25/1985,MD7A
6/25/1985,P8
6/26/1985,D4
6/26/1985,D7
6/26/1985,D9
6/27/1985,D12
6/27/1985,D15
6/27/1985,D24
6/27/1985,D26
6/27/1985,D8
7/8/1985,C3
7/8/1985,C7
7/8/1985,MD10
7/8/1985,MD7A
7/8/1985,P8
7/9/1985,C9
7/9/1985,D24
7/9/1985,D26
7/9/1985,D4
7/9/1985,D7
7/9/1985,D9
7/10/1985,D12
7/10/1985,D15
7/22/1985,C9
7/23/1985,C3
7/23/1985,C7
7/23/1985,MD10
7/23/1985,MD7A
7/23/1985,P8
7/24/1985,D24
7/24/1985,D26
7/24/1985,D4
7/24/1985,D7
7/24/1985,D9
7/25/1985,D12
7/25/1985,D15
7/25/1985,D8
8/6/1985,C3
8/6/1985,C7
8/6/1985,MD10
8/6/1985,MD7A
8/6/1985,P8
8/7/1985,C9
8/7/1985,D24
8/7/1985,D26
8/7/1985,D4
8/7/1985,D7
8/7/1985,D9
8/8/1985,D12
8/8/1985,D15
8/8/1985,D8
8/20/1985,MD7A
8/20/1985,P8
8/21/1985,C9
8/21/1985,D24
8/21/1985,D26
8/21/1985,D4
8/21/1985,D7
8/21/1985,D9
8/22/1985,C3
8/22/1985,C7
8/22/1985,D12
8/22/1985,D15
8/22/1985,D8
8/22/1985,MD10
9/3/1985,C9
9/4/1985,C3
9/4/1985,C7
9/4/1985,MD10
9/4/1985,MD7A
9/4/1985,P8
9/5/1985,D24
9/5/1985,D26
9/5/1985,D4
9/5/1985,D7
9/5/1985,D9
9/6/1985,D12
9/6/1985,D15
9/6/1985,D8
9/17/1985,C9
9/18/1985,C3
9/18/1985,C7
9/18/1985,MD10
9/18/1985,MD7A
9/18/1985,P8
10/3/1985,C3
10/3/1985,C7
10/3/1985,MD10
10/4/1985,C9
10/7/1985,MD7A
10/7/1985,P8
10/8/1985,D24
10/8/1985,D26
10/8/1985,D4
10/8/1985,D9
10/9/1985,D12
10/9/1985,D15
10/9/1985,D41
10/9/1985,D7
10/9/1985,D8
10/17/1985,C9
10/18/1985,C3
10/18/1985,C7
10/18/1985,MD10
10/21/1985,MD7A
10/21/1985,P8
10/22/1985,D24
10/22/1985,D26
10/22/1985,D4
10/22/1985,D7
10/22/1985,D9
10/23/1985,D12
10/23/1985,D15
10/23/1985,D41
10/23/1985,D8
11/19/1985,C3
11/19/1985,MD10
11/20/1985,C7
11/20/1985,C9
11/20/1985,D24
11/20/1985,D26
11/20/1985,D4
11/20/1985,D7
11/20/1985,D9
11/20/1985,P8
11/21/1985,D12
11/21/1985,D15
11/21/1985,D8
12/3/1985,MD7A
12/3/1985,P8
12/4/1985,C3
12/4/1985,C7
12/4/1985,C9
12/4/1985,D24
12/4/1985,D26
12/4/1985,D4
12/4/1985,D7
12/4/1985,D9
12/4/1985,MD10
12/5/1985,D12
12/5/1985,D15
12/5/1985,D41
12/5/1985,D8
1/7/1986,D24
1/7/1986,D26
1/7/1986,D4
1/7/1986,D7
1/7/1986,D9
1/8/1986,D12
1/8/1986,D15
1/8/1986,D41
1/8/1986,D8
1/14/1986,C9
1/15/1986,C3
1/15/1986,C7
1/15/1986,MD10
1/15/1986,MD7A
1/15/1986,P8
2/4/1986,D24
2/4/1986,D26
2/4/1986,D4
2/4/1986,D7
2/4/1986,D9
2/5/1986,D12
2/5/1986,D15
2/5/1986,D41
2/5/1986,D8
2/12/1986,C9
2/12/1986,MD7A
2/12/1986,P8
2/13/1986,C3
2/13/1986,C7
2/13/1986,MD10
3/17/1986,C9
3/18/1986,C3
3/18/1986,C7
3/18/1986,MD10
3/19/1986,D24
3/19/1986,D7
3/19/1986,D9
3/20/1986,D12
3/20/1986,D41
3/20/1986,D8
3/27/1986,MD7A
3/28/1986,D15
3/28/1986,D26
3/28/1986,P8
4/2/1986,D24
4/2/1986,D26
4/2/1986,D4
4/2/1986,D7
4/2/1986,D9
4/3/1986,D12
4/3/1986,D15
4/3/1986,D41
4/3/1986,D8
4/15/1986,C9
4/16/1986,C3
4/16/1986,C7
4/16/1986,MD10
4/16/1986,MD7A
4/16/1986,P8
5/15/1986,C3
5/15/1986,C7
5/15/1986,MD10
5/15/1986,MD7A
5/15/1986,P8
5/16/1986,C9
5/20/1986,MD7A
5/20/1986,P8
5/21/1986,D24
5/21/1986,D26
5/21/1986,D4
5/21/1986,D7
5/21/1986,D9
5/22/1986,D12
5/22/1986,D15
5/22/1986,D41
5/22/1986,D8
6/2/1986,C9
6/2/1986,MD7A
6/2/1986,P8
6/3/1986,C3
6/3/1986,C7
6/3/1986,D24
6/3/1986,D26
6/3/1986,D4
6/3/1986,D7
6/3/1986,D9
6/3/1986,MD10
6/4/1986,D12
6/4/1986,D15
6/4/1986,D8
6/12/1986,C3
6/12/1986,C7
6/12/1986,MD10
6/13/1986,C9
6/16/1986,MD7A
6/17/1986,D24
6/17/1986,D26
6/17/1986,D4
6/17/1986,P8
6/18/1986,D12
6/18/1986,D15
7/14/1986,C9
7/15/1986,C3
7/15/1986,C7
7/15/1986,MD10
7/15/1986,MD7A
7/15/1986,P8
7/16/1986,D24
7/16/1986,D26
7/16/1986,D4
7/16/1986,D7
7/16/1986,D9
7/17/1986,D12
7/17/1986,D15
7/17/1986,D8
7/28/1986,C9
7/29/1986,C3
7/29/1986,C7
7/29/1986,MD10
7/31/1986,D12
7/31/1986,D15
7/31/1986,D26
7/31/1986,D4
7/31/1986,D7
7/31/1986,D8
7/31/1986,D9
7/31/1986,MD7A
8/11/1986,C9
8/12/1986,C3
8/12/1986,C7
8/12/1986,MD10
8/12/1986,MD7A
8/12/1986,P8
8/13/1986,D24
8/13/1986,D26
8/13/1986,D4
8/13/1986,D7
8/13/1986,D9
8/14/1986,D12
8/14/1986,D15
8/14/1986,D41
8/14/1986,D8
8/25/1986,C9
8/26/1986,C3
8/26/1986,MD10
8/26/1986,MD7A
8/26/1986,P8
8/27/1986,D24
8/27/1986,D26
8/27/1986,D4
8/27/1986,D7
8/27/1986,D9
8/28/1986,D12
8/28/1986,D15
8/28/1986,D41
8/28/1986,D8
9/8/1986,C9
9/9/1986,C3
9/9/1986,C7
9/9/1986,MD10
9/9/1986,MD7A
9/9/1986,P8
9/10/1986,D24
9/10/1986,D26
9/10/1986,D4
9/10/1986,D7
9/10/1986,D9
9/11/1986,D12
9/11/1986,D15
9/11/1986,D41
9/11/1986,D8
9/22/1986,C9
9/23/1986,C3
9/23/1986,C7
9/23/1986,MD10
9/23/1986,MD7A
9/23/1986,P8
9/24/1986,D24
9/24/1986,D26
9/24/1986,D4
9/24/1986,D7
9/24/1986,D9
9/25/1986,D12
9/25/1986,D15
9/25/1986,D41
9/25/1986,D8
10/21/1986,C9
10/22/1986,C3
10/22/1986,C7
10/22/1986,MD10
10/22/1986,MD7A
10/22/1986,P8
10/23/1986,D24
10/23/1986,D26
10/23/1986,D4
10/23/1986,D7
10/23/1986,D9
10/24/1986,D12
10/24/1986,D15
10/24/1986,D41
10/24/1986,D8
11/20/1986,C9
11/21/1986,C3
11/21/1986,C7
11/21/1986,MD10
11/21/1986,MD7A
11/21/1986,P8
11/24/1986,D24
11/24/1986,D26
11/24/1986,D4
11/24/1986,D7
11/24/1986,D9
11/25/1986,D12
11/25/1986,D15
11/25/1986,D41
11/25/1986,D8
12/8/1986,C9
12/9/1986,C3
12/9/1986,C7
12/9/1986,MD10
12/9/1986,MD7A
12/9/1986,P8
12/10/1986,D24
12/10/1986,D26
12/10/1986,D4
12/10/1986,D7
12/10/1986,D9
12/11/1986,D12
12/11/1986,D15
12/11/1986,D41
12/11/1986,D8
1/5/1987,C9
1/6/1987,C3
1/6/1987,C7
1/6/1987,MD10
1/6/1987,MD7A
1/6/1987,P8
1/7/1987,D24
1/7/1987,D26
1/7/1987,D4
1/7/1987,D7
1/7/1987,D9
1/8/1987,D41
1/8/1987,D8
2/5/1987,C3
2/5/1987,C7
2/5/1987,MD10
2/6/1987,C9
2/9/1987,MD7A
2/9/1987,P8
2/10/1987,D24
2/10/1987,D26
2/10/1987,D4
2/10/1987,D7
2/10/1987,D9
2/11/1987,D12
2/11/1987,D15
2/11/1987,D41
2/11/1987,D8
3/5/1987,C3
3/5/1987,C7
3/5/1987,MD10
3/6/1987,C9
3/9/1987,MD7A
3/9/1987,P8
3/10/1987,D24
3/10/1987,D26
3/10/1987,D4
3/10/1987,D7
3/10/1987,D9
3/11/1987,D12
3/11/1987,D15
3/11/1987,D41
3/11/1987,D8
4/6/1987,C3
4/6/1987,C7
4/6/1987,MD10
4/7/1987,C9
4/7/1987,MD7A
4/8/1987,D24
4/8/1987,D26
4/8/1987,D4
4/8/1987,D7
4/8/1987,D9
4/9/1987,D12
4/9/1987,D15
4/9/1987,D41
4/9/1987,D8
4/20/1987,C3
4/20/1987,C7
4/20/1987,MD10
4/21/1987,C9
4/21/1987,MD7A
4/21/1987,P8
4/22/1987,D24
4/22/1987,D26
4/22/1987,D4
4/22/1987,D7
4/22/1987,D9
4/23/1987,D12
4/23/1987,D15
4/23/1987,D41
4/23/1987,D8
5/4/1987,C3
5/4/1987,C7
5/4/1987,MD10
5/5/1987,C9
5/5/1987,MD7A
5/5/1987,P8
5/6/1987,D24
5/6/1987,D26
5/6/1987,D4
5/6/1987,D7
5/6/1987,D9
5/7/1987,D12
5/7/1987,D15
5/7/1987,D41
5/7/1987,D8
5/18/1987,C3
5/18/1987,C7
5/18/1987,MD10
5/19/1987,C9
5/19/1987,MD7A
5/19/1987,P8
5/20/1987,D24
5/20/1987,D26
5/20/1987,D4
5/20/1987,D7
5/20/1987,D9
5/21/1987,D12
5/21/1987,D15
5/21/1987,D41
5/21/1987,D8
6/2/1987,C3
6/2/1987,C9
6/3/1987,C7
6/3/1987,MD10
6/3/1987,MD7A
6/3/1987,P8
6/4/1987,D24
6/4/1987,D26
6/4/1987,D4
6/4/1987,D7
6/4/1987,D9
6/5/1987,D12
6/5/1987,D15
6/5/1987,D41
6/5/1987,D8
6/16/1987,C9
6/17/1987,C3
6/17/1987,C7
6/17/1987,MD10
6/18/1987,D12
6/18/1987,D15
6/19/1987,D4
6/19/1987,D7
6/19/1987,D8
6/19/1987,D9
7/1/1987,C9
7/2/1987,C3
7/2/1987,C7
7/2/1987,MD10
7/7/1987,D12
7/7/1987,D15
7/7/1987,D26
7/7/1987,MD7A
7/7/1987,P8
7/8/1987,D24
7/8/1987,D4
7/8/1987,D7
7/8/1987,D8
7/8/1987,D9
7/16/1987,C9
7/17/1987,C3
7/17/1987,C7
7/17/1987,MD10
7/21/1987,D12
7/21/1987,D15
7/21/1987,D26
7/21/1987,MD7A
7/21/1987,P8
7/22/1987,D24
7/22/1987,D4
7/22/1987,D7
7/22/1987,D8
7/22/1987,D9
8/3/1987,C3
8/3/1987,C7
8/3/1987,MD10
8/4/1987,C9
8/4/1987,MD7A
8/4/1987,P8
8/5/1987,D24
8/5/1987,D26
8/5/1987,D4
8/5/1987,D7
8/5/1987,D9
8/6/1987,D12
8/6/1987,D15
8/6/1987,D41
8/6/1987,D8
8/13/1987,C9
8/14/1987,C3
8/14/1987,C7
8/14/1987,MD10
