station,month,year,species,number,intercept,slope
D4,December,2012,Corbicula fluminea,13,-4.35959844947738,2.49389930714392
D4,December,2015,Potamocorbula amurensis,7,-3.58111263893956,1.08710416594359
D4,December,2017,Corbicula fluminea,7,-4.04623305715325,2.18287654305047
D4,December,2019,Corbicula fluminea,18,-4.10846411400652,2.25311379181857
D4,December,2021,Corbicula fluminea,11,-4.15154863070956,2.38642260533927
D4,December,2021,Potamocorbula amurensis,15,-3.82126722765965,1.63616369509935
D4,February,2007,Corbicula fluminea,13,-4.4587760733876,2.62697642016062
D4,February,2008,Corbicula fluminea,14,-4.56703401618239,2.60748863643087
D4,February,2009,Corbicula fluminea,9,-4.56006127362765,2.64481036659769
D4,February,2010,Corbicula fluminea,10,-3.78192020867442,1.91543330320685
D4,February,2011,Corbicula fluminea,12,-4.17503706270495,2.33171022425474
D4,February,2013,Corbicula fluminea,12,-3.81346491552629,2.0171666096306
D4,February,2014,Corbicula fluminea,9,-4.18043119077514,2.32859197795349
D4,February,2015,Potamocorbula amurensis,7,-3.94939324332218,1.6445832382748
D4,February,2018,Corbicula fluminea,11,-3.97127718594035,2.03505561014183
D4,February,2019,Corbicula fluminea,9,-3.93093269961062,2.02190798006977
D4,February,2020,Corbicula fluminea,17,-4.0270126058307,2.18075897654174
D4,January,2007,Corbicula fluminea,15,-4.4340777170379,2.62608523087612
D4,January,2008,Corbicula fluminea,12,-3.81659070072182,1.93377143475161
D4,January,2008,Potamocorbula amurensis,5,-3.60745953871822,1.27716314436788
D4,January,2009,Corbicula fluminea,13,-4.21673775058029,2.33766654312323
D4,January,2010,Corbicula fluminea,10,-3.8309612295355,1.97466351349775
D4,January,2011,Corbicula fluminea,9,-4.6054956571518,2.72247368822922
D4,January,2012,Corbicula fluminea,11,-3.96509183375531,2.12607003438486
D4,January,2013,Corbicula fluminea,7,-4.27170748520762,2.42732418437975
D4,January,2014,Potamocorbula amurensis,5,-4.17823043306448,2.18248907844727
D4,January,2016,Potamocorbula amurensis,7,-3.73738618202491,1.47652343461306
D4,January,2018,Corbicula fluminea,10,-3.91659925072641,1.97826694657285
D4,January,2019,Corbicula fluminea,13,-4.08067355592417,2.18751990160504
D4,January,2020,Corbicula fluminea,11,-4.10095768827716,2.18188160015775
D4,July,2006,Corbicula fluminea,21,-4.78995544410227,2.93461849211293
D4,July,2006,Potamocorbula amurensis,5,-3.997960403092,1.7773833149023
D4,July,2007,Corbicula fluminea,14,-4.77197971550171,2.82749869234162
D4,July,2008,Corbicula fluminea,11,-4.22122253179453,2.38517110294887
D4,July,2010,Corbicula fluminea,11,-4.92492110893735,2.99154446205119
D4,July,2011,Corbicula fluminea,18,-4.23370584845471,2.44876459631309
D4,July,2012,Corbicula fluminea,14,-5.05216278948694,3.13987043041519
D4,July,2013,Corbicula fluminea,9,-3.6400420343393,1.86811246076412
D4,July,2014,Corbicula fluminea,7,-4.32091106951426,2.43025071544598
D4,July,2014,Potamocorbula amurensis,5,-3.54674283891168,1.12379206661857
D4,July,2015,Corbicula fluminea,5,-5.25261057682447,3.31370210914071
D4,July,2017,Corbicula fluminea,13,-4.33937640534545,2.65771771698609
D4,July,2018,Corbicula fluminea,12,-3.93638298337459,1.96525741990019
D4,July,2019,Corbicula fluminea,14,-4.13366846450344,2.27636127100916
D4,July,2020,Corbicula fluminea,10,-4.62433273803897,2.69983916967764
D4,July,2021,Corbicula fluminea,11,-4.22665459858094,2.42089871982113
D4,June,2007,Corbicula fluminea,10,-4.67080526538762,2.7661977011469
D4,June,2008,Corbicula fluminea,17,-4.40798553680241,2.53914123537303
D4,June,2009,Corbicula fluminea,17,-4.67175846169712,2.8121186265393
D4,June,2010,Corbicula fluminea,9,-4.28143066168278,2.68765122950441
D4,June,2011,Corbicula fluminea,15,-4.1411851818273,2.42506148530477
D4,June,2012,Corbicula fluminea,9,-4.57095651352535,2.67627839674086
D4,June,2013,Corbicula fluminea,9,-4.13157490658363,2.32504567193811
D4,June,2017,Corbicula fluminea,12,-4.20627046106061,2.40094273680842
D4,June,2018,Corbicula fluminea,7,-3.9251968917163,1.85771546891301
D4,June,2019,Corbicula fluminea,15,-4.0973692402376,2.25871106378521
D4,June,2020,Corbicula fluminea,17,-3.96087674442965,2.03441556499313
D4,June,2021,Corbicula fluminea,9,-4.52577939876618,2.80047412428659
D4,March,2007,Corbicula fluminea,24,-4.52765698421312,2.71119164223855
D4,March,2008,Corbicula fluminea,12,-3.74793542959084,1.90028710266151
D4,March,2008,Potamocorbula amurensis,5,-3.57950698046825,1.18808800328881
D4,March,2009,Corbicula fluminea,10,-4.16636865835368,2.33749133996744
D4,March,2009,Potamocorbula amurensis,5,-4.04949470376239,2.01823759500162
D4,March,2011,Corbicula fluminea,11,-4.503618156235,2.60832093092356
D4,March,2012,Corbicula fluminea,18,-4.17429596547532,2.3419236766675
D4,March,2013,Corbicula fluminea,12,-4.00325556811826,2.18059723469252
D4,March,2013,Potamocorbula amurensis,5,-3.47458278265353,0.931182035357655
D4,March,2018,Corbicula fluminea,10,-3.86670227050077,1.84316637325662
D4,March,2020,Corbicula fluminea,16,-4.40135361774713,2.53067404593688
D4,March,2021,Corbicula fluminea,8,-4.16977892255049,2.31697204389011
D4,May,2007,Corbicula fluminea,19,-4.19808600357965,2.37915306678436
D4,May,2008,Corbicula fluminea,15,-3.67049045687863,1.93999196273547
D4,May,2009,Corbicula fluminea,9,-4.60219695786708,2.75578238252855
D4,May,2010,Corbicula fluminea,8,-4.05027288346096,2.20951947638394
D4,May,2011,Corbicula fluminea,10,-4.03587149885019,2.27127203560975
D4,May,2012,Corbicula fluminea,15,-4.51312941177174,2.64911433808553
D4,May,2013,Corbicula fluminea,9,-3.84676348274904,2.18411859270001
D4,May,2013,Potamocorbula amurensis,7,-4.131497827521,1.98602590412709
D4,May,2014,Corbicula fluminea,7,-4.73129379673317,2.82140470332322
D4,May,2017,Corbicula fluminea,12,-4.2134707347107,2.5269522873169
D4,May,2018,Corbicula fluminea,9,-3.60094173974167,1.43241386677746
D4,May,2019,Corbicula fluminea,15,-4.0045389797568,2.21810416601657
D4,May,2021,Corbicula fluminea,9,-4.30000834784201,2.44202168743139
D4,May,2021,Potamocorbula amurensis,5,-3.92767713638361,1.68181558912402
D4,November,2007,Corbicula fluminea,15,-4.62009372950497,2.65448815773721
D4,November,2008,Corbicula fluminea,12,-3.78155863243145,1.96479089387894
D4,November,2009,Corbicula fluminea,8,-4.18217365929876,2.28108180083208
D4,November,2010,Corbicula fluminea,14,-4.13072740673183,2.23973106736642
D4,November,2010,Potamocorbula amurensis,5,-3.82367515671171,1.78177058740004
D4,November,2011,Corbicula fluminea,15,-4.14264398945933,2.28235788505967
D4,November,2012,Corbicula fluminea,9,-4.72232924228753,2.78688541190765
D4,November,2013,Corbicula fluminea,8,-3.9279914458814,2.04331614165576
D4,November,2015,Potamocorbula amurensis,7,-3.50332792619195,0.9293590184455
D4,November,2017,Corbicula fluminea,10,-3.84344961971072,1.76293492586985
D4,November,2018,Corbicula fluminea,11,-3.98070949739877,2.17512213610683
D4,November,2019,Corbicula fluminea,15,-4.01770512525905,2.14662453183336
D4,November,2020,Corbicula fluminea,9,-3.9636893741193,1.99485013180244
D4,November,2020,Potamocorbula amurensis,5,-3.60360443681701,1.08189760731049
D4,November,2021,Potamocorbula amurensis,13,-3.80532418073203,1.57076676379155
D4,October,2006,Corbicula fluminea,19,-4.60274748230268,2.68362820038756
D4,October,2007,Corbicula fluminea,18,-4.09572461861047,2.19460256044803
D4,October,2008,Corbicula fluminea,18,-3.97512296435747,2.14378891661364
D4,October,2008,Potamocorbula amurensis,7,-3.78685081950975,1.66970682233489
D4,October,2009,Corbicula fluminea,10,-4.06769940720541,2.22047970370767
D4,October,2010,Corbicula fluminea,8,-3.71027930752991,1.93295343852941
D4,October,2013,Corbicula fluminea,14,-3.83479869300106,1.97154785430102
D4,October,2013,Potamocorbula amurensis,6,-3.69269685981923,1.61518299460352
D4,October,2014,Corbicula fluminea,8,-4.98202116329179,2.92475503106298
D4,October,2014,Potamocorbula amurensis,5,-3.57499203931221,1.10693062912378
D4,October,2017,Corbicula fluminea,12,-4.2230761093363,2.42600923933751
D4,October,2018,Corbicula fluminea,16,-4.097697862013,2.19907861511803
D4,October,2019,Corbicula fluminea,8,-3.72041226880568,1.81968963526027
D4,October,2020,Corbicula fluminea,12,-3.86256789662662,1.97416668033396
D4,October,2020,Potamocorbula amurensis,5,-3.44440928879416,0.724334358107853
D4,September,2007,Corbicula fluminea,15,-3.80136087811961,1.92522879953633
D4,September,2008,Corbicula fluminea,14,-4.30481720317092,2.48107368636927
D4,September,2009,Corbicula fluminea,13,-4.28897114475415,2.3936520884864
D4,September,2010,Corbicula fluminea,12,-3.87124501782334,2.07986311542433
D4,September,2011,Corbicula fluminea,19,-4.2919865113662,2.48156678524813
D4,September,2012,Corbicula fluminea,11,-3.77341768977726,1.96690100255
D4,September,2013,Corbicula fluminea,15,-4.09246584649828,2.2389915510198
D4,September,2014,Corbicula fluminea,5,-4.28854335659435,2.44142088619693
D4,September,2014,Potamocorbula amurensis,8,-3.75069008724115,1.45649198280637
D4,September,2015,Potamocorbula amurensis,7,-3.68385142014682,1.29610554584917
D4,September,2017,Corbicula fluminea,8,-3.78409160451068,1.78231030105101
D4,September,2018,Corbicula fluminea,16,-4.39092444519622,2.5099865843672
D4,September,2019,Corbicula fluminea,13,-4.01627700890621,2.11831911635289
D4,September,2020,Corbicula fluminea,14,-3.97822880355812,2.06240023045563
D4,September,2020,Potamocorbula amurensis,6,-3.48650105586064,0.837872853335023
D4,September,2021,Corbicula fluminea,5,-4.8600117743257,3.07128681286382
D4,September,2021,Potamocorbula amurensis,14,-3.84790057774305,1.61121449434209
D41,August,2017,Potamocorbula amurensis,10,-3.92366454429425,1.79850310688144
D41,August,2019,Potamocorbula amurensis,11,-4.11918357106568,1.99026423066808
D41,January,2007,Potamocorbula amurensis,5,-4.05763833029191,1.96874994241592
D41,July,2006,Potamocorbula amurensis,31,-4.03367568331952,2.00857971180303
D41,July,2017,Potamocorbula amurensis,12,-4.11964755020217,1.94349379957252
D41,July,2019,Potamocorbula amurensis,11,-4.02112128215546,1.85233366639143
D41,June,2017,Potamocorbula amurensis,10,-4.02854153962863,1.76420962538546
D41,June,2019,Potamocorbula amurensis,12,-3.79254507266482,1.53990427600318
D41,May,2019,Potamocorbula amurensis,10,-3.75989314057186,1.46992986139148
D41,November,2017,Potamocorbula amurensis,7,-4.39651704376838,2.30994087596711
D41,October,2006,Potamocorbula amurensis,12,-4.9860184989495,2.73926302670003
D41,October,2017,Potamocorbula amurensis,11,-4.99113615725105,2.99801855433404
D41,October,2019,Potamocorbula amurensis,7,-4.14863991128903,2.07942806349037
D41,September,2011,Potamocorbula amurensis,5,-3.72023889180996,1.41273305062864
D41,September,2017,Potamocorbula amurensis,11,-4.34338327630525,2.25880315238599
D41,September,2019,Potamocorbula amurensis,7,-4.10822695455447,2.08879054009965
D41A,April,2012,Potamocorbula amurensis,5,-3.55549736912466,1.19073455106151
D41A,April,2013,Potamocorbula amurensis,5,-3.55633305806328,1.23465966095331
D41A,April,2014,Potamocorbula amurensis,5,-3.52002957630592,1.10292747734699
D41A,April,2017,Potamocorbula amurensis,5,-3.57153011839539,1.12090703485767
D41A,April,2018,Potamocorbula amurensis,6,-3.58328058478337,1.18572257392232
D41A,April,2019,Potamocorbula amurensis,5,-3.44486901965746,0.802024486641335
D41A,August,2010,Potamocorbula amurensis,13,-3.79042407870416,1.53655768359708
D41A,August,2011,Potamocorbula amurensis,14,-3.81192604526918,1.57558121636011
D41A,August,2012,Potamocorbula amurensis,13,-3.80556153629874,1.72658745547718
D41A,August,2013,Potamocorbula amurensis,6,-4.31938190840561,2.24139806699852
D41A,August,2016,Potamocorbula amurensis,11,-3.76125881215646,1.5705050708069
D41A,August,2017,Potamocorbula amurensis,10,-3.80206073047731,1.89152072775701
D41A,August,2018,Potamocorbula amurensis,12,-4.15505349891079,2.02661857846977
D41A,August,2019,Potamocorbula amurensis,10,-4.50340077951739,2.41113868801325
D41A,December,2011,Potamocorbula amurensis,14,-3.77881418764137,1.58508325296153
D41A,December,2016,Potamocorbula amurensis,8,-3.63335318114636,1.4267538385305
D41A,December,2017,Potamocorbula amurensis,13,-3.79463222294705,1.67696035404859
D41A,December,2018,Potamocorbula amurensis,11,-3.75003685788987,1.60223352997804
D41A,December,2019,Potamocorbula amurensis,9,-4.19662591073181,2.08453192912921
D41A,February,2011,Potamocorbula amurensis,9,-3.7070892675635,1.38189635075443
D41A,February,2012,Potamocorbula amurensis,10,-3.55325386042902,1.17780856044706
D41A,February,2018,Potamocorbula amurensis,9,-3.68074550460326,1.4370592228716
D41A,February,2019,Potamocorbula amurensis,8,-3.68660719696238,1.43056253348606
D41A,January,2007,Potamocorbula amurensis,6,-4.55213082372491,2.44108674446676
D41A,January,2011,Potamocorbula amurensis,6,-3.58998909315678,1.32640305661943
D41A,January,2012,Potamocorbula amurensis,10,-3.69423259750854,1.43296528643667
D41A,January,2017,Potamocorbula amurensis,7,-3.66450382333797,1.2724364030266
D41A,January,2018,Potamocorbula amurensis,12,-3.7626918579946,1.62575438559819
D41A,January,2019,Potamocorbula amurensis,11,-3.72449046388203,1.5182976663876
D41A,January,2020,Potamocorbula amurensis,11,-4.32569963064232,2.17300625339001
D41A,July,2006,Potamocorbula amurensis,12,-3.66601414192015,1.60483272909469
D41A,July,2007,Potamocorbula amurensis,9,-3.73155995993967,1.61456276545529
D41A,July,2010,Potamocorbula amurensis,13,-3.8168424974655,1.5796504533222
D41A,July,2011,Potamocorbula amurensis,12,-3.84990810187283,1.63475948719788
D41A,July,2012,Potamocorbula amurensis,13,-3.81765011694248,1.6611834224538
D41A,July,2013,Potamocorbula amurensis,12,-3.83436280019522,1.6862428604133
D41A,July,2016,Potamocorbula amurensis,10,-3.70411125126164,1.37763568047315
D41A,July,2017,Potamocorbula amurensis,12,-3.83937498491574,1.66526629142192
D41A,July,2018,Potamocorbula amurensis,12,-3.80631787939469,1.62580788550312
D41A,July,2019,Potamocorbula amurensis,13,-3.79768282665168,1.62376733252861
D41A,June,2007,Potamocorbula amurensis,9,-4.07473424354112,1.92880074665632
D41A,June,2010,Potamocorbula amurensis,11,-3.74002936544974,1.49750503553137
D41A,June,2011,Potamocorbula amurensis,11,-3.78048339757726,1.48088434360226
D41A,June,2012,Potamocorbula amurensis,11,-3.76712825961659,1.54843187188942
D41A,June,2013,Potamocorbula amurensis,6,-3.6319270699396,1.38232337527227
D41A,June,2016,Potamocorbula amurensis,11,-3.74197366283294,1.45715004681417
D41A,June,2017,Potamocorbula amurensis,11,-3.77607301471394,1.56880099948829
D41A,June,2018,Potamocorbula amurensis,12,-3.79035823051212,1.57152329825945
D41A,June,2019,Potamocorbula amurensis,11,-4.03125286516319,1.82443592805974
D41A,March,2011,Potamocorbula amurensis,5,-3.57509708523101,1.18994913883535
D41A,March,2012,Potamocorbula amurensis,7,-3.57477807220222,1.22977996813528
D41A,March,2013,Potamocorbula amurensis,5,-3.66529158513764,1.4695482703847
D41A,March,2017,Potamocorbula amurensis,5,-3.58845691176295,1.17058427559547
D41A,March,2018,Potamocorbula amurensis,7,-3.71205376175341,1.56029438268903
D41A,March,2019,Potamocorbula amurensis,6,-3.62427214942329,1.25906179310818
D41A,March,2020,Potamocorbula amurensis,5,-3.7159777867506,1.57100408835688
D41A,May,2007,Potamocorbula amurensis,9,-3.86913639959175,1.7645481556127
D41A,May,2010,Potamocorbula amurensis,7,-3.58216391538052,1.1640968247837
D41A,May,2011,Potamocorbula amurensis,7,-3.65952065569759,1.38275364024442
D41A,May,2012,Potamocorbula amurensis,7,-3.65071103224861,1.33296159466972
D41A,May,2016,Potamocorbula amurensis,9,-3.9410659365391,2.0848570737417
D41A,May,2017,Potamocorbula amurensis,7,-3.95087357548605,1.75501528767419
D41A,May,2018,Potamocorbula amurensis,9,-3.7127934763387,1.41482501223436
D41A,May,2019,Potamocorbula amurensis,11,-3.74038833585766,1.44383926164194
D41A,November,2010,Potamocorbula amurensis,8,-3.85794292342815,1.6615434805751
D41A,November,2011,Potamocorbula amurensis,13,-3.73756860262651,1.53018545370605
D41A,November,2012,Potamocorbula amurensis,6,-3.61927555420706,1.50087894738233
D41A,November,2016,Potamocorbula amurensis,11,-3.67504136452556,1.53757449915139
D41A,November,2017,Potamocorbula amurensis,10,-3.67606506894394,1.51457801318187
D41A,November,2018,Potamocorbula amurensis,12,-3.74271193770702,1.63202477244833
D41A,November,2019,Potamocorbula amurensis,9,-4.23818506125434,2.14465484385584
D41A,October,2006,Potamocorbula amurensis,15,-4.73530872622448,2.67109470715059
D41A,October,2010,Potamocorbula amurensis,9,-4.03244350893473,1.89800540056742
D41A,October,2011,Potamocorbula amurensis,11,-4.0466437415394,1.85600625424036
D41A,October,2012,Potamocorbula amurensis,7,-4.20068435980632,2.10575760465057
D41A,October,2016,Potamocorbula amurensis,11,-3.65428204512427,1.48610836967169
D41A,October,2017,Potamocorbula amurensis,13,-3.8379557981061,1.7389115788356
D41A,October,2018,Potamocorbula amurensis,12,-4.21875206986957,2.10464365318859
D41A,October,2019,Potamocorbula amurensis,12,-3.84217159409688,1.72079126072358
D41A,September,2010,Potamocorbula amurensis,12,-4.00522917404893,1.85624185854107
D41A,September,2011,Potamocorbula amurensis,14,-3.82755265108008,1.65769425325773
D41A,September,2012,Potamocorbula amurensis,13,-3.73093117611731,1.67226654608965
D41A,September,2013,Potamocorbula amurensis,6,-3.56607265035616,1.63657534431094
D41A,September,2016,Potamocorbula amurensis,11,-3.86703862840674,1.69351007990733
D41A,September,2017,Potamocorbula amurensis,15,-3.94871146116966,1.90185844765502
D41A,September,2018,Potamocorbula amurensis,10,-4.36835490756439,2.27737076604057
D41A,September,2019,Potamocorbula amurensis,14,-3.87918358343451,1.76876907251664
D6,April,2008,Potamocorbula amurensis,8,-3.6246463664586,1.32979151043989
D6,April,2009,Potamocorbula amurensis,8,-3.9559949130504,1.73199104075166
D6,April,2010,Potamocorbula amurensis,8,-3.85052464584644,1.58934501710094
D6,April,2011,Potamocorbula amurensis,8,-4.01559123127716,1.85081059764525
D6,April,2012,Potamocorbula amurensis,10,-3.68843359657708,1.40487680930239
D6,April,2013,Potamocorbula amurensis,11,-3.76827865557936,1.55442988229188
D6,April,2014,Potamocorbula amurensis,8,-3.73347716073742,1.54212750824289
D6,April,2015,Potamocorbula amurensis,8,-3.86428977359702,1.56774113592476
D6,April,2016,Potamocorbula amurensis,9,-3.61546166495484,1.35779217359226
D6,April,2017,Potamocorbula amurensis,6,-4.2213889196947,2.20935903126184
D6,April,2018,Potamocorbula amurensis,11,-4.08623243294513,1.85604754835085
D6,April,2019,Potamocorbula amurensis,7,-3.94522887031557,1.81422740385194
D6,April,2021,Potamocorbula amurensis,9,-3.63918765045187,1.32438978871644
D6,August,2007,Potamocorbula amurensis,7,-3.51094266427942,1.02660515379713
D6,August,2008,Potamocorbula amurensis,8,-3.58436512324268,1.10980204312067
D6,August,2009,Potamocorbula amurensis,8,-3.6845673009543,1.35390153029278
D6,August,2010,Potamocorbula amurensis,13,-3.77438273952161,1.45395564811725
D6,August,2011,Potamocorbula amurensis,8,-4.61091688483678,2.39735384070721
D6,August,2012,Potamocorbula amurensis,13,-3.787175930817,1.55374801926617
D6,August,2013,Potamocorbula amurensis,11,-3.73642880705922,1.47565205002777
D6,August,2014,Potamocorbula amurensis,10,-3.70031362225814,1.33246541875076
D6,August,2015,Potamocorbula amurensis,10,-3.67942085851872,1.38118568748847
D6,August,2016,Potamocorbula amurensis,10,-3.6859506333589,1.36094627792661
D6,August,2017,Potamocorbula amurensis,14,-3.91284514097566,1.80059947593556
D6,August,2018,Potamocorbula amurensis,11,-3.9590351230538,1.6894233764067
D6,August,2019,Potamocorbula amurensis,13,-3.929260808581,1.77220551612265
D6,August,2020,Potamocorbula amurensis,12,-3.815605516494,1.54011284607978
D6,August,2021,Potamocorbula amurensis,12,-3.84903854055861,1.66357653345595
D6,December,2007,Potamocorbula amurensis,8,-3.77364313895975,1.45788787512407
D6,December,2008,Potamocorbula amurensis,11,-3.61670179814792,1.28996424163564
D6,December,2009,Potamocorbula amurensis,11,-3.69886204523181,1.41850031549168
D6,December,2011,Potamocorbula amurensis,14,-4.16893526496126,1.99627032120577
D6,December,2012,Potamocorbula amurensis,8,-3.95843262279033,1.72548927352491
D6,December,2013,Potamocorbula amurensis,10,-3.59994046128258,1.22423257487717
D6,December,2014,Potamocorbula amurensis,8,-3.91260033138834,1.59907045914047
D6,December,2015,Potamocorbula amurensis,11,-3.74074300109806,1.50826724824901
D6,December,2016,Potamocorbula amurensis,11,-3.68610685314169,1.42758491374744
D6,December,2017,Potamocorbula amurensis,15,-3.89766436755174,1.78017590708503
D6,December,2018,Potamocorbula amurensis,9,-3.63905411587606,1.34077451866245
D6,December,2019,Potamocorbula amurensis,13,-3.80949207311947,1.58204180482365
D6,December,2021,Potamocorbula amurensis,11,-3.78049696877854,1.58758056699822
D6,February,2007,Potamocorbula amurensis,9,-3.76456661026166,1.57742386572891
D6,February,2008,Potamocorbula amurensis,6,-3.82342163916562,1.5494271449071
D6,February,2009,Potamocorbula amurensis,8,-3.75044480406032,1.55416030029461
D6,February,2010,Potamocorbula amurensis,7,-3.60821546906942,1.15246676624284
D6,February,2011,Potamocorbula amurensis,9,-3.93364080999051,1.60125185646506
D6,February,2012,Potamocorbula amurensis,15,-3.86375201441811,1.80438094503726
D6,February,2013,Potamocorbula amurensis,8,-3.86205212557544,1.58580553603809
D6,February,2014,Potamocorbula amurensis,6,-3.52396196840607,0.860936842794842
D6,February,2015,Potamocorbula amurensis,9,-3.99872855466372,1.76477608780396
D6,February,2016,Potamocorbula amurensis,10,-3.6898329735915,1.42359017380784
D6,February,2017,Potamocorbula amurensis,7,-3.93349905951129,1.75005571787874
D6,February,2018,Potamocorbula amurensis,15,-3.89792614094493,1.7200885739804
D6,February,2019,Potamocorbula amurensis,9,-3.60901295672618,1.23854755588802
D6,February,2020,Potamocorbula amurensis,11,-4.11471978566272,1.89187988211372
D6,January,2007,Potamocorbula amurensis,7,-3.53952202030749,1.03416616836257
D6,January,2008,Potamocorbula amurensis,5,-3.71468394509396,1.39134228731013
D6,January,2009,Potamocorbula amurensis,8,-3.91068000487911,1.65421266217947
D6,January,2010,Potamocorbula amurensis,10,-3.64907954167718,1.32049865911898
D6,January,2011,Potamocorbula amurensis,10,-4.01408755950941,1.76240411544643
D6,January,2012,Potamocorbula amurensis,14,-3.83902538611479,1.70083367710998
D6,January,2013,Potamocorbula amurensis,9,-4.02199902269292,1.86075102833101
D6,January,2014,Potamocorbula amurensis,8,-3.6053966862691,1.3141981004939
D6,January,2015,Potamocorbula amurensis,9,-3.91179863538598,1.56185226182112
D6,January,2016,Potamocorbula amurensis,8,-3.63737379048789,1.34707390157338
D6,January,2017,Potamocorbula amurensis,11,-3.73749995641776,1.6056625028606
D6,January,2018,Potamocorbula amurensis,11,-3.79942305605877,1.56289196134872
D6,January,2019,Potamocorbula amurensis,9,-3.67710067120997,1.42112153781771
D6,January,2020,Potamocorbula amurensis,13,-3.82158618118849,1.61225644946509
D6,July,2006,Potamocorbula amurensis,7,-3.8762505180785,1.8488122495304
D6,July,2007,Potamocorbula amurensis,9,-3.85525765697773,1.46583323325056
D6,July,2008,Potamocorbula amurensis,12,-3.75021492342205,1.50391263078405
D6,July,2009,Potamocorbula amurensis,12,-3.79839979980209,1.58452966266621
D6,July,2010,Potamocorbula amurensis,11,-3.77907864023274,1.47108201702711
D6,July,2011,Potamocorbula amurensis,8,-5.15473426957442,2.97392043019593
D6,July,2012,Potamocorbula amurensis,11,-3.6939739626904,1.42697406441798
D6,July,2013,Potamocorbula amurensis,12,-3.78848747604133,1.57372260654748
D6,July,2014,Potamocorbula amurensis,9,-3.69271143180301,1.32634417896574
D6,July,2015,Potamocorbula amurensis,10,-3.73247456240941,1.45121727592385
D6,July,2016,Potamocorbula amurensis,9,-3.67243903167736,1.33533567261805
D6,July,2017,Potamocorbula amurensis,9,-3.79152580642417,1.79179392781068
D6,July,2018,Potamocorbula amurensis,10,-3.65739627331102,1.28851911044107
D6,July,2019,Potamocorbula amurensis,8,-4.43934126283444,2.25399151153052
D6,July,2020,Potamocorbula amurensis,11,-3.75303754807571,1.47932509992094
D6,July,2021,Potamocorbula amurensis,10,-3.71585745118347,1.45946766735847
D6,June,2007,Potamocorbula amurensis,7,-3.78663175954084,1.38021266846352
D6,June,2008,Potamocorbula amurensis,12,-3.74401589150734,1.48454771146375
D6,June,2009,Potamocorbula amurensis,8,-3.81298489178436,1.63994909214816
D6,June,2010,Potamocorbula amurensis,11,-3.7764691978814,1.50674775633004
D6,June,2011,Potamocorbula amurensis,8,-4.54185834302895,2.41352641148423
D6,June,2012,Potamocorbula amurensis,12,-3.79919864218118,1.58044606970498
D6,June,2013,Potamocorbula amurensis,11,-3.71560365036382,1.46329320968688
D6,June,2014,Potamocorbula amurensis,9,-3.67543551413585,1.33027825574943
D6,June,2015,Potamocorbula amurensis,10,-3.68034850241286,1.32158269706117
D6,June,2016,Potamocorbula amurensis,10,-3.72012035092087,1.41360591262722
D6,June,2017,Potamocorbula amurensis,8,-3.91849394605668,1.85892818082317
D6,June,2018,Potamocorbula amurensis,10,-4.03694771584286,1.78560368502573
D6,June,2019,Potamocorbula amurensis,8,-4.10001614400552,1.93845235048279
D6,June,2020,Potamocorbula amurensis,11,-4.10104026517394,1.91016469801478
D6,June,2021,Potamocorbula amurensis,10,-3.71624862650242,1.39775224148793
D6,March,2007,Potamocorbula amurensis,7,-3.59771626418028,1.17090286630627
D6,March,2009,Potamocorbula amurensis,7,-3.497862066599,1.05318913110542
D6,March,2010,Potamocorbula amurensis,7,-3.94768551467408,1.66314059134596
D6,March,2011,Potamocorbula amurensis,9,-4.04622821104919,1.81932954763031
D6,March,2012,Potamocorbula amurensis,13,-3.89401392163815,1.78868956492038
D6,March,2013,Potamocorbula amurensis,8,-3.62077211253322,1.3235523626956
D6,March,2014,Potamocorbula amurensis,8,-3.65834214484579,1.37519650334039
D6,March,2015,Potamocorbula amurensis,6,-3.87906779780139,1.54391038519002
D6,March,2016,Potamocorbula amurensis,6,-3.87165881573585,1.61380953395701
D6,March,2017,Potamocorbula amurensis,8,-3.81238716798185,1.7051435734233
D6,March,2018,Potamocorbula amurensis,10,-3.78711485929967,1.55373614260613
D6,March,2019,Potamocorbula amurensis,8,-3.6726273568577,1.43409779911147
D6,March,2020,Potamocorbula amurensis,13,-3.65506848055855,1.42747914344635
D6,March,2021,Potamocorbula amurensis,8,-3.93393731816925,1.69695877165692
D6,May,2007,Potamocorbula amurensis,8,-3.90996004490941,1.62486386173076
D6,May,2008,Potamocorbula amurensis,9,-3.57978996911606,1.24893060205661
D6,May,2009,Potamocorbula amurensis,7,-4.02616744992754,1.77466161288867
D6,May,2010,Potamocorbula amurensis,11,-3.76249125669598,1.53742778979312
D6,May,2011,Potamocorbula amurensis,10,-4.07634810407526,1.8587179362275
D6,May,2012,Potamocorbula amurensis,14,-3.83902409420208,1.64287033754044
D6,May,2013,Potamocorbula amurensis,12,-3.76806785147881,1.59558401336847
D6,May,2014,Potamocorbula amurensis,10,-3.70203243624723,1.38368250469367
D6,May,2015,Potamocorbula amurensis,9,-4.02601213389665,1.80253569624423
D6,May,2016,Potamocorbula amurensis,10,-3.62883292372458,1.49054099959266
D6,May,2017,Potamocorbula amurensis,5,-4.28140884467901,2.29677586275913
D6,May,2018,Potamocorbula amurensis,10,-3.98243502155539,1.72332528863816
D6,May,2019,Potamocorbula amurensis,8,-4.23011341267093,2.06584801189443
