Lab,SampleDate,StationCode,Cells_per_mL
EcoAnalysts,8/12/2013,C3A,2807.2
EcoAnalysts,8/12/2013,C3A,1310.03
EcoAnalysts,8/12/2013,C3A,187.15
EcoAnalysts,8/12/2013,C3A,1122.88
EcoAnalysts,8/12/2013,C3A,48471.02
EcoAnalysts,8/12/2013,C3A,187.15
EcoAnalysts,8/12/2013,C3A,4491.52
EcoAnalysts,8/12/2013,C3A,187.15
EcoAnalysts,8/12/2013,C3A,8983.08
EcoAnalysts,8/12/2013,C3A,187.15
EcoAnalysts,8/12/2013,C3A,187.15
EcoAnalysts,8/12/2013,C3A,1122.88
EcoAnalysts,8/12/2013,C3A,187.15
EcoAnalysts,8/12/2013,C3A,4865.82
EcoAnalysts,8/12/2013,C3A,187.15
EcoAnalysts,8/12/2013,C3A,187.15
EcoAnalysts,8/12/2013,C3A,2807.2
EcoAnalysts,8/12/2013,C3A,748.59
EcoAnalysts,8/12/2013,C3A,2994.35
EcoAnalysts,8/12/2013,C3A,561.44
EcoAnalysts,8/12/2013,C3A,2245.76
EcoAnalysts,8/12/2013,C10A,462535.18
EcoAnalysts,8/12/2013,C10A,154178.4
EcoAnalysts,8/12/2013,C10A,57816.9
EcoAnalysts,8/12/2013,C10A,154178.4
EcoAnalysts,8/12/2013,C10A,183086.85
EcoAnalysts,8/12/2013,C10A,35332.55
EcoAnalysts,8/12/2013,C10A,19272.3
EcoAnalysts,8/12/2013,C10A,22484.35
EcoAnalysts,8/12/2013,C10A,3212.05
EcoAnalysts,8/12/2013,C10A,790164.26
EcoAnalysts,8/12/2013,C10A,22484.35
EcoAnalysts,8/12/2013,C10A,9636.15
EcoAnalysts,8/12/2013,C10A,6424.1
EcoAnalysts,8/12/2013,C10A,9636.15
EcoAnalysts,8/12/2013,C10A,6424.1
EcoAnalysts,8/12/2013,C10A,28908.45
EcoAnalysts,8/14/2013,D4,15.9
EcoAnalysts,8/14/2013,D4,27.82
EcoAnalysts,8/14/2013,D4,27.82
EcoAnalysts,8/14/2013,D4,27.82
EcoAnalysts,8/14/2013,D4,15.9
EcoAnalysts,8/14/2013,D4,182.82
EcoAnalysts,8/14/2013,D4,365.64
EcoAnalysts,8/14/2013,D4,3.97
EcoAnalysts,8/14/2013,D4,19.87
EcoAnalysts,8/14/2013,D4,111.28
EcoAnalysts,8/14/2013,D4,51.67
EcoAnalysts,8/14/2013,D4,11.92
EcoAnalysts,8/14/2013,D4,11.92
EcoAnalysts,8/14/2013,D4,3.97
EcoAnalysts,8/14/2013,D4,55.64
EcoAnalysts,8/14/2013,D4,3.97
EcoAnalysts,8/14/2013,D4,19.87
EcoAnalysts,8/14/2013,D4,26731.86
EcoAnalysts,8/14/2013,D4,111.28
EcoAnalysts,8/14/2013,D4,19.87
EcoAnalysts,8/14/2013,D4,461.03
EcoAnalysts,8/14/2013,D4,55.64
EcoAnalysts,8/16/2013,D6,2.7
EcoAnalysts,8/16/2013,D6,99.99
EcoAnalysts,8/16/2013,D6,340.5
EcoAnalysts,8/16/2013,D6,308.07
EcoAnalysts,8/16/2013,D6,2.7
EcoAnalysts,8/16/2013,D6,2.7
EcoAnalysts,8/16/2013,D6,13.51
EcoAnalysts,8/16/2013,D6,2.7
EcoAnalysts,8/16/2013,D6,18.92
EcoAnalysts,8/16/2013,D6,29.73
EcoAnalysts,8/16/2013,D6,2.7
EcoAnalysts,8/16/2013,D6,37.83
EcoAnalysts,8/16/2013,D6,5.4
EcoAnalysts,8/16/2013,D6,5.4
EcoAnalysts,8/16/2013,D6,437.79
EcoAnalysts,8/16/2013,D6,2.7
EcoAnalysts,8/15/2013,D7,3.57
EcoAnalysts,8/15/2013,D7,108.84
EcoAnalysts,8/15/2013,D7,1.78
EcoAnalysts,8/15/2013,D7,26.76
EcoAnalysts,8/15/2013,D7,3.57
EcoAnalysts,8/15/2013,D7,26.76
EcoAnalysts,8/15/2013,D7,39.25
EcoAnalysts,8/15/2013,D7,14.27
EcoAnalysts,8/15/2013,D7,5.35
EcoAnalysts,8/15/2013,D7,1.78
EcoAnalysts,8/15/2013,D7,42.82
EcoAnalysts,8/15/2013,D7,231.96
EcoAnalysts,8/15/2013,D7,5.35
EcoAnalysts,8/15/2013,D7,3.57
EcoAnalysts,8/15/2013,D7,248.02
EcoAnalysts,8/15/2013,D7,1.78
EcoAnalysts,8/15/2013,D7,30.33
EcoAnalysts,8/15/2013,D7,7.14
EcoAnalysts,8/15/2013,D7,5.35
EcoAnalysts,8/15/2013,D7,21.41
EcoAnalysts,8/14/2013,D8,4.06
EcoAnalysts,8/14/2013,D8,466.38
EcoAnalysts,8/14/2013,D8,4.06
EcoAnalysts,8/14/2013,D8,8.11
EcoAnalysts,8/14/2013,D8,413.66
EcoAnalysts,8/14/2013,D8,8.11
EcoAnalysts,8/14/2013,D8,32.44
EcoAnalysts,8/14/2013,D8,44.61
EcoAnalysts,8/14/2013,D8,36.5
EcoAnalysts,8/14/2013,D8,4.06
EcoAnalysts,8/14/2013,D8,389.33
EcoAnalysts,8/14/2013,D8,8.11
EcoAnalysts,8/14/2013,D8,8.11
EcoAnalysts,8/14/2013,D8,8.11
EcoAnalysts,8/14/2013,D8,12.17
EcoAnalysts,8/14/2013,D8,16.22
EcoAnalysts,8/14/2013,D8,8.11
EcoAnalysts,8/14/2013,D8,24.33
EcoAnalysts,8/14/2013,D8,4.06
EcoAnalysts,8/14/2013,D8,291.96
EcoAnalysts,8/14/2013,D8,121.67
EcoAnalysts,8/14/2013,D8,8.11
EcoAnalysts,8/14/2013,D8,174.39
EcoAnalysts,8/14/2013,D8,12.17
EcoAnalysts,8/12/2013,D19,408.74
EcoAnalysts,8/12/2013,D19,2452.41
EcoAnalysts,8/12/2013,D19,817.44
EcoAnalysts,8/12/2013,D19,544.98
EcoAnalysts,8/12/2013,D19,5733335.14
EcoAnalysts,8/12/2013,D19,2588.66
EcoAnalysts,8/12/2013,D19,136.25
EcoAnalysts,8/12/2013,D19,136.25
EcoAnalysts,8/12/2013,D19,1498.7
EcoAnalysts,8/12/2013,D19,2861.16
EcoAnalysts,8/12/2013,D19,136.25
EcoAnalysts,8/12/2013,D19,749.35
EcoAnalysts,8/12/2013,D19,136.25
EcoAnalysts,8/12/2013,D19,136.25
EcoAnalysts,8/12/2013,D19,340.61
EcoAnalysts,8/12/2013,D19,68.12
EcoAnalysts,8/12/2013,D19,68.12
EcoAnalysts,8/13/2013,D26,344.9
EcoAnalysts,8/13/2013,D26,86.23
EcoAnalysts,8/13/2013,D26,86.23
EcoAnalysts,8/13/2013,D26,776.03
EcoAnalysts,8/13/2013,D26,172.45
EcoAnalysts,8/13/2013,D26,172.45
EcoAnalysts,8/13/2013,D26,603.58
EcoAnalysts,8/13/2013,D26,8277.66
EcoAnalysts,8/13/2013,D26,86.23
EcoAnalysts,8/13/2013,D26,2845.44
EcoAnalysts,8/13/2013,D26,1465.84
EcoAnalysts,8/13/2013,D26,24660.52
EcoAnalysts,8/13/2013,D26,2069.4
EcoAnalysts,8/13/2013,D26,86.23
EcoAnalysts,8/13/2013,D26,172.45
EcoAnalysts,8/13/2013,D26,1034.7
EcoAnalysts,8/12/2013,D28A,81907272
EcoAnalysts,8/12/2013,D28A,602.26
EcoAnalysts,8/12/2013,D28A,602.26
EcoAnalysts,8/12/2013,D28A,1806.78
EcoAnalysts,8/12/2013,D28A,25294.89
EcoAnalysts,8/12/2013,D28A,602.26
EcoAnalysts,8/12/2013,D28A,1204.52
EcoAnalysts,8/12/2013,D28A,8431.63
EcoAnalysts,8/12/2013,D28A,31317.48
EcoAnalysts,8/12/2013,D28A,602.26
EcoAnalysts,8/12/2013,D28A,4818.07
EcoAnalysts,8/16/2013,D41,9.76
EcoAnalysts,8/16/2013,D41,1970.63
EcoAnalysts,8/16/2013,D41,19.51
EcoAnalysts,8/16/2013,D41,9.76
EcoAnalysts,8/16/2013,D41,9.76
EcoAnalysts,8/16/2013,D41,39.02
EcoAnalysts,8/16/2013,D41,29.27
EcoAnalysts,8/16/2013,D41,1638.93
EcoAnalysts,8/16/2013,D41,1082.87
EcoAnalysts,8/16/2013,D41,9.76
EcoAnalysts,8/16/2013,D41,29.27
EcoAnalysts,8/16/2013,D41,9.76
EcoAnalysts,8/16/2013,D41,19.51
EcoAnalysts,8/16/2013,D41,19.51
EcoAnalysts,8/16/2013,D41,9.76
EcoAnalysts,8/16/2013,D41,48.78
EcoAnalysts,8/16/2013,D41,9.76
EcoAnalysts,8/16/2013,D41,19.51
EcoAnalysts,8/16/2013,D41,9.76
EcoAnalysts,8/16/2013,D41A,10.4
EcoAnalysts,8/16/2013,D41A,10.4
EcoAnalysts,8/16/2013,D41A,13.86
EcoAnalysts,8/16/2013,D41A,24.26
EcoAnalysts,8/16/2013,D41A,852.57
EcoAnalysts,8/16/2013,D41A,3.47
EcoAnalysts,8/16/2013,D41A,6.93
EcoAnalysts,8/16/2013,D41A,3.47
EcoAnalysts,8/16/2013,D41A,69.31
EcoAnalysts,8/16/2013,D41A,3.47
EcoAnalysts,8/16/2013,D41A,6.93
EcoAnalysts,8/16/2013,D41A,3.47
EcoAnalysts,8/16/2013,D41A,842.16
EcoAnalysts,8/16/2013,D41A,3.47
EcoAnalysts,8/16/2013,D41A,103.97
EcoAnalysts,8/16/2013,D41A,3.47
EcoAnalysts,8/16/2013,D41A,6.93
EcoAnalysts,8/13/2013,MD10A,886.19
EcoAnalysts,8/13/2013,MD10A,53.71
EcoAnalysts,8/13/2013,MD10A,107.42
EcoAnalysts,8/13/2013,MD10A,268.54
EcoAnalysts,8/13/2013,MD10A,107.4
EcoAnalysts,8/13/2013,MD10A,26.85
EcoAnalysts,8/13/2013,MD10A,537.08
EcoAnalysts,8/13/2013,MD10A,187.98
EcoAnalysts,8/13/2013,MD10A,53.71
EcoAnalysts,8/13/2013,MD10A,4028.14
EcoAnalysts,8/13/2013,MD10A,2014.07
EcoAnalysts,8/13/2013,MD10A,187.98
EcoAnalysts,8/13/2013,MD10A,80.56
EcoAnalysts,8/13/2013,MD10A,107.42
EcoAnalysts,8/13/2013,MD10A,26.85
EcoAnalysts,8/13/2013,MD10A,867176.82
EcoAnalysts,8/13/2013,MD10A,161.13
EcoAnalysts,8/13/2013,MD10A,26.85
EcoAnalysts,8/13/2013,MD10A,26.85
EcoAnalysts,8/13/2013,MD10A,26.85
EcoAnalysts,8/13/2013,MD10A,161.12
EcoAnalysts,8/13/2013,P8,26.72
EcoAnalysts,8/13/2013,P8,289349.92
EcoAnalysts,8/13/2013,P8,13.36
EcoAnalysts,8/13/2013,P8,53.44
EcoAnalysts,8/13/2013,P8,2351.24
EcoAnalysts,8/13/2013,P8,374.06
EcoAnalysts,8/13/2013,P8,13.36
EcoAnalysts,8/13/2013,P8,106.87
EcoAnalysts,8/13/2013,P8,13.36
EcoAnalysts,8/13/2013,P8,480.94
EcoAnalysts,8/13/2013,P8,480.94
EcoAnalysts,8/13/2013,P8,40.08
EcoAnalysts,8/13/2013,P8,561.09
EcoAnalysts,8/13/2013,P8,133.59
EcoAnalysts,8/13/2013,P8,13.36
EcoAnalysts,8/13/2013,P8,681.32
EcoAnalysts,8/13/2013,P8,26.72
EcoAnalysts,8/14/2013,EZ2,80.71
EcoAnalysts,8/14/2013,EZ2,18.63
EcoAnalysts,8/14/2013,EZ2,428.4
EcoAnalysts,8/14/2013,EZ2,12013.65
EcoAnalysts,8/14/2013,EZ2,18.63
EcoAnalysts,8/14/2013,EZ2,6.21
EcoAnalysts,8/14/2013,EZ2,111.76
EcoAnalysts,8/14/2013,EZ2,43.46
EcoAnalysts,8/14/2013,EZ2,18.63
EcoAnalysts,8/14/2013,EZ2,49.67
EcoAnalysts,8/14/2013,EZ2,167.63
EcoAnalysts,8/14/2013,EZ2,1018.23
EcoAnalysts,8/14/2013,EZ2,86.92
EcoAnalysts,8/14/2013,EZ2,217.3
EcoAnalysts,8/14/2013,EZ2,18.63
EcoAnalysts,8/14/2013,EZ2,12.42
EcoAnalysts,8/14/2013,EZ2,422.2
EcoAnalysts,8/14/2013,EZ6,3.47
EcoAnalysts,8/14/2013,EZ6,6.93
EcoAnalysts,8/14/2013,EZ6,17.33
EcoAnalysts,8/14/2013,EZ6,48.52
EcoAnalysts,8/14/2013,EZ6,6.93
EcoAnalysts,8/14/2013,EZ6,34657
EcoAnalysts,8/14/2013,EZ6,214.88
EcoAnalysts,8/14/2013,EZ6,17.33
EcoAnalysts,8/14/2013,EZ6,339.64
EcoAnalysts,8/14/2013,EZ6,6.93
EcoAnalysts,8/14/2013,EZ6,10.4
EcoAnalysts,8/14/2013,EZ6,24.26
EcoAnalysts,8/14/2013,EZ6,3.47
EcoAnalysts,8/14/2013,EZ6,6.93
EcoAnalysts,8/14/2013,EZ6,45.05
EcoAnalysts,8/14/2013,EZ6,83.18
EcoAnalysts,8/14/2013,EZ6,12309.9
EcoAnalysts,8/14/2013,EZ6,3.47
EcoAnalysts,8/14/2013,EZ6,34.66
EcoAnalysts,8/14/2013,EZ6,128.23
EcoAnalysts,10/9/2013,C3A,38.52
EcoAnalysts,10/9/2013,C3A,7.7
EcoAnalysts,10/9/2013,C3A,223.41
EcoAnalysts,10/9/2013,C3A,69.33
EcoAnalysts,10/9/2013,C3A,61.6
EcoAnalysts,10/9/2013,C3A,46.22
EcoAnalysts,10/9/2013,C3A,169.48
EcoAnalysts,10/9/2013,C3A,53.93
EcoAnalysts,10/9/2013,C3A,1802.68
EcoAnalysts,10/9/2013,C3A,15.41
EcoAnalysts,10/9/2013,C3A,84.74
EcoAnalysts,10/9/2013,C3A,7.7
EcoAnalysts,10/9/2013,C3A,92.44
EcoAnalysts,10/9/2013,C3A,69.33
EcoAnalysts,10/9/2013,C3A,7.7
EcoAnalysts,10/9/2013,C3A,15.4
EcoAnalysts,10/9/2013,C3A,300.45
EcoAnalysts,10/9/2013,C3A,400.59
EcoAnalysts,10/9/2013,C3A,169.48
EcoAnalysts,10/9/2013,C3A,92.44
EcoAnalysts,10/9/2013,C3A,138.67
EcoAnalysts,10/9/2013,C3A,107.85
EcoAnalysts,10/9/2013,C3A,130.96
EcoAnalysts,10/9/2013,C10A,674.91
EcoAnalysts,10/9/2013,C10A,2249.71
EcoAnalysts,10/9/2013,C10A,224.97
EcoAnalysts,10/9/2013,C10A,224.97
EcoAnalysts,10/9/2013,C10A,5849.26
EcoAnalysts,10/9/2013,C10A,4049.48
EcoAnalysts,10/9/2013,C10A,224.97
EcoAnalysts,10/9/2013,C10A,674.91
EcoAnalysts,10/9/2013,C10A,224.97
EcoAnalysts,10/9/2013,C10A,6524.17
EcoAnalysts,10/9/2013,C10A,26996.52
EcoAnalysts,10/9/2013,C10A,4949.37
EcoAnalysts,10/9/2013,C10A,1574.8
EcoAnalysts,10/9/2013,C10A,12148.38
EcoAnalysts,10/9/2013,C10A,2024.74
EcoAnalysts,10/9/2013,C10A,40944.77
EcoAnalysts,10/9/2013,C10A,6074.22
EcoAnalysts,10/9/2013,C10A,4949.37
EcoAnalysts,10/9/2013,C10A,899.88
EcoAnalysts,10/9/2013,C10A,12598.38
EcoAnalysts,10/9/2013,C10A,674.91
EcoAnalysts,10/9/2013,C10A,2699.65
EcoAnalysts,10/11/2013,D4,6.41
EcoAnalysts,10/11/2013,D4,4.27
EcoAnalysts,10/11/2013,D4,4.27
EcoAnalysts,10/11/2013,D4,10.69
EcoAnalysts,10/11/2013,D4,8.54
EcoAnalysts,10/11/2013,D4,2.14
EcoAnalysts,10/11/2013,D4,38.47
EcoAnalysts,10/11/2013,D4,480.95
EcoAnalysts,10/11/2013,D4,6.41
EcoAnalysts,10/11/2013,D4,6.41
EcoAnalysts,10/11/2013,D4,162.45
EcoAnalysts,10/11/2013,D4,2.14
EcoAnalysts,10/11/2013,D4,329.17
EcoAnalysts,10/11/2013,D4,87.64
EcoAnalysts,10/11/2013,D4,64.12
EcoAnalysts,10/11/2013,D4,8.55
EcoAnalysts,10/11/2013,D4,17.1
EcoAnalysts,10/11/2013,D4,4.27
EcoAnalysts,10/15/2013,D6,43.98
EcoAnalysts,10/15/2013,D6,60.66
EcoAnalysts,10/15/2013,D6,1.52
EcoAnalysts,10/15/2013,D6,7.58
EcoAnalysts,10/15/2013,D6,3.03
EcoAnalysts,10/15/2013,D6,18.2
EcoAnalysts,10/15/2013,D6,376.08
EcoAnalysts,10/15/2013,D6,4.55
EcoAnalysts,10/15/2013,D6,4.55
EcoAnalysts,10/15/2013,D6,1.52
EcoAnalysts,10/15/2013,D6,3.03
EcoAnalysts,10/15/2013,D6,4.55
EcoAnalysts,10/15/2013,D6,27.3
EcoAnalysts,10/15/2013,D6,7.58
EcoAnalysts,10/15/2013,D6,30.33
EcoAnalysts,10/15/2013,D6,27.3
EcoAnalysts,10/15/2013,D6,1.52
EcoAnalysts,10/15/2013,D6,3.03
EcoAnalysts,10/15/2013,D6,7.58
EcoAnalysts,10/15/2013,D6,7.58
EcoAnalysts,10/14/2013,D7,21.08
EcoAnalysts,10/14/2013,D7,108.42
EcoAnalysts,10/14/2013,D7,3.01
EcoAnalysts,10/14/2013,D7,3.01
EcoAnalysts,10/14/2013,D7,6.02
EcoAnalysts,10/14/2013,D7,3.01
EcoAnalysts,10/14/2013,D7,180.68
EcoAnalysts,10/14/2013,D7,3.01
EcoAnalysts,10/14/2013,D7,24.09
EcoAnalysts,10/14/2013,D7,15.06
EcoAnalysts,10/14/2013,D7,3.01
EcoAnalysts,10/14/2013,D7,3.01
EcoAnalysts,10/14/2013,D7,36.14
EcoAnalysts,10/14/2013,D7,15.06
EcoAnalysts,10/14/2013,D7,21.08
EcoAnalysts,10/14/2013,D7,322.21
EcoAnalysts,10/14/2013,D7,9.03
EcoAnalysts,10/14/2013,D7,3.01
EcoAnalysts,10/14/2013,D7,6.02
EcoAnalysts,10/11/2013,D8,5.81
EcoAnalysts,10/11/2013,D8,4.65
EcoAnalysts,10/11/2013,D8,4.65
EcoAnalysts,10/11/2013,D8,12.78
EcoAnalysts,10/11/2013,D8,5.81
EcoAnalysts,10/11/2013,D8,2.32
EcoAnalysts,10/11/2013,D8,3.49
EcoAnalysts,10/11/2013,D8,153.42
EcoAnalysts,10/11/2013,D8,18.6
EcoAnalysts,10/11/2013,D8,8.14
EcoAnalysts,10/11/2013,D8,2.32
EcoAnalysts,10/11/2013,D8,4.65
EcoAnalysts,10/11/2013,D8,2.32
EcoAnalysts,10/11/2013,D8,1.16
EcoAnalysts,10/11/2013,D8,22.08
EcoAnalysts,10/11/2013,D8,2.32
EcoAnalysts,10/11/2013,D8,253.36
EcoAnalysts,10/11/2013,D8,10.46
EcoAnalysts,10/11/2013,D8,3.49
EcoAnalysts,10/11/2013,D8,20.92
EcoAnalysts,10/9/2013,D19,448.34
EcoAnalysts,10/9/2013,D19,5.9
EcoAnalysts,10/9/2013,D19,2.95
EcoAnalysts,10/9/2013,D19,2.95
EcoAnalysts,10/9/2013,D19,17.7
EcoAnalysts,10/9/2013,D19,11.8
EcoAnalysts,10/9/2013,D19,5.9
EcoAnalysts,10/9/2013,D19,2.95
EcoAnalysts,10/9/2013,D19,12081.28
EcoAnalysts,10/9/2013,D19,2.95
EcoAnalysts,10/9/2013,D19,2.95
EcoAnalysts,10/9/2013,D19,8.85
EcoAnalysts,10/9/2013,D19,41.29
EcoAnalysts,10/9/2013,D19,2.95
EcoAnalysts,10/9/2013,D19,191.72
EcoAnalysts,10/9/2013,D19,23.6
EcoAnalysts,10/9/2013,D19,436.53
EcoAnalysts,10/9/2013,D19,8.85
EcoAnalysts,10/9/2013,D19,5.9
EcoAnalysts,10/10/2013,D26,728.36
EcoAnalysts,10/10/2013,D26,58.27
EcoAnalysts,10/10/2013,D26,7.28
EcoAnalysts,10/10/2013,D26,43.7
EcoAnalysts,10/10/2013,D26,43.7
EcoAnalysts,10/10/2013,D26,1354.74
EcoAnalysts,10/10/2013,D26,14.57
EcoAnalysts,10/10/2013,D26,7.28
EcoAnalysts,10/10/2013,D26,14.57
EcoAnalysts,10/10/2013,D26,7.28
EcoAnalysts,10/10/2013,D26,7.28
EcoAnalysts,10/10/2013,D26,14.57
EcoAnalysts,10/10/2013,D26,14.57
EcoAnalysts,10/10/2013,D26,7.28
EcoAnalysts,10/10/2013,D26,109.25
EcoAnalysts,10/10/2013,D26,546.27
EcoAnalysts,10/10/2013,D26,662.8
EcoAnalysts,10/10/2013,D26,145.68
EcoAnalysts,10/10/2013,D26,29.12
EcoAnalysts,10/10/2013,D26,7.28
EcoAnalysts,10/10/2013,D26,6125.38
EcoAnalysts,10/10/2013,D26,14.57
EcoAnalysts,10/10/2013,D26,7.28
EcoAnalysts,10/9/2013,D28A,1639.32
EcoAnalysts,10/9/2013,D28A,4667.3
EcoAnalysts,10/9/2013,D28A,115.74
EcoAnalysts,10/9/2013,D28A,38.57
EcoAnalysts,10/9/2013,D28A,9.64
EcoAnalysts,10/9/2013,D28A,57.86
EcoAnalysts,10/9/2013,D28A,9.64
EcoAnalysts,10/9/2013,D28A,472.51
EcoAnalysts,10/9/2013,D28A,19.29
EcoAnalysts,10/9/2013,D28A,48.22
EcoAnalysts,10/9/2013,D28A,405
EcoAnalysts,10/9/2013,D28A,57.86
EcoAnalysts,10/9/2013,D28A,19.29
EcoAnalysts,10/9/2013,D28A,2777.28
EcoAnalysts,10/9/2013,D28A,964.31
EcoAnalysts,10/9/2013,D28A,395.37
EcoAnalysts,10/9/2013,D28A,395.37
EcoAnalysts,10/9/2013,D28A,9.64
EcoAnalysts,10/15/2013,D41,31.05
EcoAnalysts,10/15/2013,D41,12.42
EcoAnalysts,10/15/2013,D41,27.94
EcoAnalysts,10/15/2013,D41,6.21
EcoAnalysts,10/15/2013,D41,3.1
EcoAnalysts,10/15/2013,D41,21.73
EcoAnalysts,10/15/2013,D41,102.45
EcoAnalysts,10/15/2013,D41,3.1
EcoAnalysts,10/15/2013,D41,90.04
EcoAnalysts,10/15/2013,D41,235.96
EcoAnalysts,10/15/2013,D41,46.57
EcoAnalysts,10/15/2013,D41,3.1
EcoAnalysts,10/15/2013,D41,742.02
EcoAnalysts,10/15/2013,D41,9.31
EcoAnalysts,10/15/2013,D41,24.84
EcoAnalysts,10/15/2013,D41A,9.16
EcoAnalysts,10/15/2013,D41A,0.76
EcoAnalysts,10/15/2013,D41A,5.35
EcoAnalysts,10/15/2013,D41A,0.76
EcoAnalysts,10/15/2013,D41A,3.05
EcoAnalysts,10/15/2013,D41A,0.76
EcoAnalysts,10/15/2013,D41A,2.29
EcoAnalysts,10/15/2013,D41A,5.35
EcoAnalysts,10/15/2013,D41A,0.76
EcoAnalysts,10/15/2013,D41A,0.76
EcoAnalysts,10/15/2013,D41A,153.48
EcoAnalysts,10/15/2013,D41A,2.29
EcoAnalysts,10/15/2013,D41A,2.29
EcoAnalysts,10/15/2013,D41A,12.22
EcoAnalysts,10/15/2013,D41A,0.76
EcoAnalysts,10/15/2013,D41A,0.76
EcoAnalysts,10/15/2013,D41A,2.29
EcoAnalysts,10/15/2013,D41A,0.76
EcoAnalysts,10/15/2013,D41A,0.76
EcoAnalysts,10/15/2013,D41A,0.76
EcoAnalysts,10/15/2013,D41A,184.8
EcoAnalysts,10/15/2013,D41A,7.64
EcoAnalysts,10/10/2013,MD10A,94937.91
EcoAnalysts,10/10/2013,MD10A,12591.25
EcoAnalysts,10/10/2013,MD10A,3777.37
EcoAnalysts,10/10/2013,MD10A,251.82
EcoAnalysts,10/10/2013,MD10A,1007.3
EcoAnalysts,10/10/2013,MD10A,503.65
EcoAnalysts,10/10/2013,MD10A,1259.12
EcoAnalysts,10/10/2013,MD10A,1007.3
EcoAnalysts,10/10/2013,P8,951.72
EcoAnalysts,10/10/2013,P8,475.86
EcoAnalysts,10/10/2013,P8,39.65
EcoAnalysts,10/10/2013,P8,5591.34
EcoAnalysts,10/10/2013,P8,552155.04
EcoAnalysts,10/10/2013,P8,15465.45
EcoAnalysts,10/10/2013,P8,1506.89
EcoAnalysts,10/10/2013,P8,277.58
EcoAnalysts,10/10/2013,P8,25696.44
EcoAnalysts,10/10/2013,P8,1031.03
EcoAnalysts,10/10/2013,P8,237.93
EcoAnalysts,10/10/2013,P8,39.65
EcoAnalysts,10/10/2013,P8,1427.58
EcoAnalysts,10/10/2013,P8,79.31
EcoAnalysts,10/11/2013,EZ2,29.12
EcoAnalysts,10/11/2013,EZ2,1.82
EcoAnalysts,10/11/2013,EZ2,18.21
EcoAnalysts,10/11/2013,EZ2,185.74
EcoAnalysts,10/11/2013,EZ2,5.46
EcoAnalysts,10/11/2013,EZ2,10.93
EcoAnalysts,10/11/2013,EZ2,1.82
EcoAnalysts,10/11/2013,EZ2,74.66
EcoAnalysts,10/11/2013,EZ2,5.46
EcoAnalysts,10/11/2013,EZ2,1.82
EcoAnalysts,10/11/2013,EZ2,3.64
EcoAnalysts,10/11/2013,EZ2,56.45
EcoAnalysts,10/11/2013,EZ2,3.64
EcoAnalysts,10/11/2013,EZ2,1.82
EcoAnalysts,10/11/2013,EZ2,9.1
EcoAnalysts,10/11/2013,EZ2,14.56
EcoAnalysts,10/11/2013,EZ2,38.24
EcoAnalysts,10/11/2013,EZ2,60.09
EcoAnalysts,10/11/2013,EZ2,329.58
EcoAnalysts,10/11/2013,EZ2,1.82
EcoAnalysts,10/11/2013,EZ6,2.39
EcoAnalysts,10/11/2013,EZ6,4.8
EcoAnalysts,10/11/2013,EZ6,1.2
EcoAnalysts,10/11/2013,EZ6,124.4
EcoAnalysts,10/11/2013,EZ6,14.35
EcoAnalysts,10/11/2013,EZ6,8.37
EcoAnalysts,10/11/2013,EZ6,15.55
EcoAnalysts,10/11/2013,EZ6,150.71
EcoAnalysts,10/11/2013,EZ6,53.83
EcoAnalysts,10/11/2013,EZ6,1.2
EcoAnalysts,10/11/2013,EZ6,4.78
EcoAnalysts,10/11/2013,EZ6,1.2
EcoAnalysts,10/11/2013,EZ6,2.39
EcoAnalysts,10/11/2013,EZ6,7.18
EcoAnalysts,10/11/2013,EZ6,153.11
EcoAnalysts,12/10/2013,C3A,174.88
EcoAnalysts,12/10/2013,C3A,757.81
EcoAnalysts,12/10/2013,C3A,116.59
EcoAnalysts,12/10/2013,C3A,1107.56
EcoAnalysts,12/10/2013,C3A,349.76
EcoAnalysts,12/10/2013,C3A,291.46
EcoAnalysts,12/10/2013,C3A,1748.78
EcoAnalysts,12/10/2013,C3A,58.29
EcoAnalysts,12/10/2013,C3A,2564.88
EcoAnalysts,12/10/2013,C3A,58.29
EcoAnalysts,12/10/2013,C3A,932.72
EcoAnalysts,12/10/2013,C3A,58.29
EcoAnalysts,12/10/2013,C3A,58.29
EcoAnalysts,12/10/2013,C3A,116.59
EcoAnalysts,12/10/2013,C3A,58.29
EcoAnalysts,12/10/2013,C3A,1224.16
EcoAnalysts,12/10/2013,C3A,6062.44
EcoAnalysts,12/10/2013,C3A,58.29
EcoAnalysts,12/10/2013,C3A,4255.37
EcoAnalysts,12/10/2013,C3A,116.59
EcoAnalysts,12/10/2013,C3A,58.29
EcoAnalysts,12/10/2013,C3A,116.59
EcoAnalysts,12/10/2013,C3A,816.1
EcoAnalysts,12/10/2013,C3A,2215.12
EcoAnalysts,12/10/2013,C3A,5829.28
EcoAnalysts,12/10/2013,C3A,2156.83
EcoAnalysts,12/10/2013,C3A,1923.66
EcoAnalysts,12/10/2013,C3A,291.46
EcoAnalysts,12/10/2013,C3A,233.17
EcoAnalysts,12/10/2013,C10A,26778.24
EcoAnalysts,12/10/2013,C10A,161489.16
EcoAnalysts,12/10/2013,C10A,273.25
EcoAnalysts,12/10/2013,C10A,273.25
EcoAnalysts,12/10/2013,C10A,819.74
EcoAnalysts,12/10/2013,C10A,14208.86
EcoAnalysts,12/10/2013,C10A,819.74
