MethodCode,SampleDate,SampleTime,Full Code,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance (# of Natural Units),Total Number of Cells,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,7/18/2022,12:00,E0722B1402,C10A,3,62,7,11.29%,0.0683,314.159,1.4343,21,31.29,1324,Ochromonas sp.,Soft Body,Ochromonas,sp.,,1,1,5.6,,,i,BSA.07-15,AB,,cone + half sphere,89.49,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,12:00,E0722B1402,C10A,3,62,7,11.29%,0.0683,314.159,1.4343,21,31.29,1842,Plagioselmis sp.,Soft Body,Plagioselmis,sp.,,2,2,9.3,,,i,BSA.07-15,AB,,cone + half sphere,230.91,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,12:00,E0722B1402,C10A,3,62,7,11.29%,0.0683,314.159,1.4343,21,31.29,1733,Teleaulax amphioxeia,Soft Body,Teleaulax,amphioxeia,Plagioselmis prolonga,3,3,6,,,i,BSA.07-15,AB,,cone + half sphere,71.27,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,12:00,E0722B1402,C10A,3,62,7,11.29%,0.0683,314.159,1.4343,21,31.29,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,256,512,0.8,0.8,0.8,c,BSA.07-15,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/18/2022,12:00,E0722B1402,C10A,3,62,7,11.29%,0.0683,314.159,1.4343,21,31.29,1477,cf. Microcystis sp.,Soft Body,Microcystis,sp.,,1,1,4.5,,,i,BSA.07-15,AB,,sphere,47.71,,,,,,,,,
Phyto,7/22/2022,12:05,E0722B1540,D8,3,63,1,1.59%,0.0683,314.159,2.8003,41,112.19,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,13,,,i,BSA.07-16,AB,,cylinder,404.03,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/22/2022,12:05,E0722B1540,D8,3,63,1,1.59%,0.0683,314.159,2.8003,41,112.19,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,9,,,i,BSA.07-16,AB,,sphere,381.7,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/22/2022,12:05,E0722B1540,D8,3,63,1,1.59%,0.0683,314.159,2.8003,41,112.19,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,1,1,3.5,,,i,BSA.07-16,AB,,sphere,14.14,,,,,,,,,
Phyto,7/22/2022,12:05,E0722B1540,D8,3,63,1,1.59%,0.0683,314.159,2.8003,41,112.19,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,4.6,,,i,BSA.07-16,AB,,cylinder + 2 cones,5.82,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/22/2022,12:05,E0722B1540,D8,3,63,1,1.59%,0.0683,314.159,2.8003,41,112.19,1733,Teleaulax amphioxeia,Soft Body,Teleaulax,amphioxeia,Plagioselmis prolonga,3,3,5.6,,,i,BSA.07-16,AB,,cone + half sphere,63.98,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/22/2022,12:05,E0722B1540,D8,3,63,1,1.59%,0.0683,314.159,2.8003,41,112.19,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,397,794,0.8,0.8,0.8,c,BSA.07-16,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/22/2022,11:15,E0722B1539,D6,3,62,4,6.45%,0.0683,314.159,1.5709,23,50,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,10,10,9,,,i,BSA.07-17,AB,Moderate detritus.,cylinder,154.41,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/22/2022,11:15,E0722B1539,D6,3,62,4,6.45%,0.0683,314.159,1.5709,23,50,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,19.1,,,i,BSA.07-17,AB,Moderate detritus.,prism on parallelogram,100.28,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/22/2022,11:15,E0722B1539,D6,3,62,4,6.45%,0.0683,314.159,1.5709,23,50,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,21,21,2.9,,,i,BSA.07-17,AB,Moderate detritus.,sphere,6.37,,,,,,,,,
Phyto,7/22/2022,11:15,E0722B1539,D6,3,62,4,6.45%,0.0683,314.159,1.5709,23,50,1365,Plagioselmis lacustris,Soft Body,Plagioselmis,lacustris,,3,3,15.6,,,i,BSA.07-17,AB,Moderate detritus.,cone + half sphere,1296.12,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/22/2022,11:15,E0722B1539,D6,3,62,4,6.45%,0.0683,314.159,1.5709,23,50,1733,Teleaulax amphioxeia,Soft Body,Teleaulax,amphioxeia,Plagioselmis prolonga,1,1,5,,,i,BSA.07-17,AB,Moderate detritus.,cone + half sphere,52.36,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/22/2022,11:15,E0722B1539,D6,3,62,4,6.45%,0.0683,314.159,1.5709,23,50,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,373,746,0.8,0.8,0.8,c,BSA.07-17,AB,Moderate detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/26/2022,11:40,E0722B1629,D41A,3,62,1,1.61%,0.0683,314.159,1.1611,17,270.57,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,5,5,13,,,i,BSA.07-18,CB,,cylinder,273.45,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/26/2022,11:40,E0722B1629,D41A,3,62,1,1.61%,0.0683,314.159,1.1611,17,270.57,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,53.7,,,i,BSA.07-18,CB,,cylinder,60924.27,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/26/2022,11:40,E0722B1629,D41A,3,62,1,1.61%,0.0683,314.159,1.1611,17,270.57,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,402,804,0.8,0.8,0.8,c,BSA.07-18,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/21/2022,10:55,E0722B1505,EZ6,3,62,2,3.23%,0.0683,314.159,1.1611,17,135.29,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,20.4,,,i,BSA.07-19,CB,,cylinder,3333.88,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/21/2022,10:55,E0722B1505,EZ6,3,62,2,3.23%,0.0683,314.159,1.1611,17,135.29,973,Synedra sp.,Diatom,Synedra,sp.,,1,1,198.2,,,i,BSA.07-19,CB,,box,4794.51,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/21/2022,10:55,E0722B1505,EZ6,3,62,2,3.23%,0.0683,314.159,1.1611,17,135.29,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,1,1,13,,,i,BSA.07-19,CB,,prolate spheroid,372.74,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/21/2022,10:55,E0722B1505,EZ6,3,62,2,3.23%,0.0683,314.159,1.1611,17,135.29,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,413,826,0.8,0.8,0.8,c,BSA.07-19,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/21/2022,10:55,E0722B1505,EZ6,3,62,2,3.23%,0.0683,314.159,1.1611,17,135.29,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,15,2,,,f,BSA.07-19,CB,,cylinder,1.57,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/25/2022,14:55,E0722B1582,NZS42,3,63,4,6.35%,0.0683,314.159,1.1611,17,67.64,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,13,,,i,BSA.07-20,CB,High sediment.,cylinder,551.71,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/25/2022,14:55,E0722B1582,NZS42,3,63,4,6.35%,0.0683,314.159,1.1611,17,67.64,540,Melosira varians,Diatom,Melosira,varians,,2,2,31.5,,,i,BSA.07-20,CB,High sediment.,cylinder,6617.34,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/25/2022,14:55,E0722B1582,NZS42,3,63,4,6.35%,0.0683,314.159,1.1611,17,67.64,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,13,,,i,BSA.07-20,CB,High sediment.,elliptic prism,132.22,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/25/2022,14:55,E0722B1582,NZS42,3,63,4,6.35%,0.0683,314.159,1.1611,17,67.64,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,18.5,,,i,BSA.07-20,CB,High sediment.,prism on parallelogram,210.17,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/25/2022,14:55,E0722B1582,NZS42,3,63,4,6.35%,0.0683,314.159,1.1611,17,67.64,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,9.3,,,i,BSA.07-20,CB,High sediment.,sphere,421.16,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/25/2022,14:55,E0722B1582,NZS42,3,63,4,6.35%,0.0683,314.159,1.1611,17,67.64,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,2,2,14.8,,,i,BSA.07-20,CB,High sediment.,prolate spheroid,513.54,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/25/2022,14:55,E0722B1582,NZS42,3,63,4,6.35%,0.0683,314.159,1.1611,17,67.64,1733,Teleaulax amphioxeia,Soft Body,Teleaulax,amphioxeia,Plagioselmis prolonga,1,1,5.6,,,i,BSA.07-20,CB,High sediment.,cone + half sphere,76.35,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/25/2022,14:55,E0722B1582,NZS42,3,63,4,6.35%,0.0683,314.159,1.1611,17,67.64,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,402,804,0.8,0.8,0.8,c,BSA.07-20,CB,High sediment.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/25/2022,14:55,E0722B1582,NZS42,3,63,4,6.35%,0.0683,314.159,1.1611,17,67.64,1545,Euglena sp.,Soft Body,Euglena,sp.,,1,1,27.8,,,i,BSA.07-20,CB,High sediment.,half ellipsoid + cone on an elliptic base,1793.45,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,8:20,E0722B1427,EZ6-SJR,3,64,3,4.69%,0.0683,314.159,1.0928,16,95.83,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,,,i,BSA.07-21,CB,,cylinder,68.96,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,8:20,E0722B1427,EZ6-SJR,3,64,3,4.69%,0.0683,314.159,1.0928,16,95.83,319,Entomoneis sp.,Diatom,Entomoneis,sp.,,1,1,37,,,i,BSA.07-21,CB,,elliptic prism,4027.97,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,8:20,E0722B1427,EZ6-SJR,3,64,3,4.69%,0.0683,314.159,1.0928,16,95.83,481,Gyrosigma sp.,Diatom,Gyrosigma,sp.,,2,2,132,,,i,BSA.07-21,CB,,prism on parallelogram,2029.72,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,8:20,E0722B1427,EZ6-SJR,3,64,3,4.69%,0.0683,314.159,1.0928,16,95.83,1889,Nitzschia ligowski,Diatom,Nitzschia,ligowski,,1,1,24.1,,,i,BSA.07-21,CB,,prism on parallelogram,1471.31,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,8:20,E0722B1427,EZ6-SJR,3,64,3,4.69%,0.0683,314.159,1.0928,16,95.83,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,137,,,i,BSA.07-21,CB,,prism on parallelogram,1618.24,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,8:20,E0722B1427,EZ6-SJR,3,64,3,4.69%,0.0683,314.159,1.0928,16,95.83,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,1,1,7.4,,,i,BSA.07-21,CB,,2 cones,13.99,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,8:20,E0722B1427,EZ6-SJR,3,64,3,4.69%,0.0683,314.159,1.0928,16,95.83,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,3,3,7.4,,,i,BSA.07-21,CB,,cone + half sphere,159.13,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/19/2022,8:20,E0722B1427,EZ6-SJR,3,64,3,4.69%,0.0683,314.159,1.0928,16,95.83,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,399,798,0.8,0.8,0.8,c,BSA.07-21,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/25/2022,15:50,E0722B1583,NZ032,3,63,2,3.17%,0.0683,314.159,1.2977,19,121.04,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,5.6,,,i,BSA.07-22,CB,,cylinder,68.96,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/25/2022,15:50,E0722B1583,NZ032,3,63,2,3.17%,0.0683,314.159,1.2977,19,121.04,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,11.1,,,i,BSA.07-22,CB,,cylinder,532.23,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/25/2022,15:50,E0722B1583,NZ032,3,63,2,3.17%,0.0683,314.159,1.2977,19,121.04,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,20.4,,,i,BSA.07-22,CB,,elliptic prism,438.69,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/25/2022,15:50,E0722B1583,NZ032,3,63,2,3.17%,0.0683,314.159,1.2977,19,121.04,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,3,3,9.3,,,i,BSA.07-22,CB,,cone + half sphere,251.66,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/25/2022,15:50,E0722B1583,NZ032,3,63,2,3.17%,0.0683,314.159,1.2977,19,121.04,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,402,804,0.8,0.8,0.8,c,BSA.07-22,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/25/2022,15:50,E0722B1583,NZ032,3,63,2,3.17%,0.0683,314.159,1.2977,19,121.04,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,18,2,,,f,BSA.07-22,CB,,cylinder,1.57,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/26/2022,13:55,E0722B1631,NZ325,3,63,2,3.17%,0.0683,314.159,1.366,20,114.99,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,11.1,,,i,BSA.07-23,CB,,cylinder,532.23,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/26/2022,13:55,E0722B1631,NZ325,3,63,2,3.17%,0.0683,314.159,1.366,20,114.99,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,13,,,i,BSA.07-23,CB,,prism on parallelogram,84.18,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/26/2022,13:55,E0722B1631,NZ325,3,63,2,3.17%,0.0683,314.159,1.366,20,114.99,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,1,1,57.4,,,i,BSA.07-23,CB,,cylinder,74266.88,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/26/2022,13:55,E0722B1631,NZ325,3,63,2,3.17%,0.0683,314.159,1.366,20,114.99,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,7.4,,,i,BSA.07-23,CB,,cone + half sphere,159.13,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/26/2022,13:55,E0722B1631,NZ325,3,63,2,3.17%,0.0683,314.159,1.366,20,114.99,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,403,806,0.8,0.8,0.8,c,BSA.07-23,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/26/2022,13:10,E0722B1630,D41,3,64,3,4.69%,0.0683,314.159,1.2294,18,85.18,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,9.3,,,i,BSA.07-23,CB,,cylinder,191.16,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/26/2022,13:10,E0722B1630,D41,3,64,3,4.69%,0.0683,314.159,1.2294,18,85.18,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,18.5,,,i,BSA.07-23,CB,,elliptic prism,188.16,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/26/2022,13:10,E0722B1630,D41,3,64,3,4.69%,0.0683,314.159,1.2294,18,85.18,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,,2,2,22.2,,,i,BSA.07-23,CB,,cylinder,3333.88,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/26/2022,13:10,E0722B1630,D41,3,64,3,4.69%,0.0683,314.159,1.2294,18,85.18,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,398,796,0.8,0.8,0.8,c,BSA.07-23,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/18/2022,8:45,E0722B1400,C3A,3,60,8,13.33%,0.0683,314.159,1.7075,25,23,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,13.3,,,i,BSA.07-24,AB,,elliptic prism,116.99,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,8:45,E0722B1400,C3A,3,60,8,13.33%,0.0683,314.159,1.7075,25,23,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,9,9,9.3,,,i,BSA.07-24,AB,,cylinder,140.27,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,8:45,E0722B1400,C3A,3,60,8,13.33%,0.0683,314.159,1.7075,25,23,310,Encyonema sp.,Diatom,Encyonema,sp.,,1,1,22.2,,,i,BSA.07-24,AB,,cymbelloid,115,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,8:45,E0722B1400,C3A,3,60,8,13.33%,0.0683,314.159,1.7075,25,23,744,Nitzschia sigma,Diatom,Nitzschia,sigma,,1,1,64.9,,,i,BSA.07-24,AB,,prism on parallelogram,1560.85,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,8:45,E0722B1400,C3A,3,60,8,13.33%,0.0683,314.159,1.7075,25,23,1735,Rhoicosphenia sp.,Diatom,Rhoicosphenia,sp.,,2,2,9.9,,,i,BSA.07-24,AB,,gomphonemoid,80.55,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,8:45,E0722B1400,C3A,3,60,8,13.33%,0.0683,314.159,1.7075,25,23,923,Staurosira cf. venter,Diatom,Staurosira,venter,,1,1,7.4,,,i,BSA.07-24,AB,,elliptic prism,79.33,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,8:45,E0722B1400,C3A,3,60,8,13.33%,0.0683,314.159,1.7075,25,23,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,58,58,3,,,i,BSA.07-24,AB,,sphere,6.37,,,,,,,,,
Phyto,7/18/2022,8:45,E0722B1400,C3A,3,60,8,13.33%,0.0683,314.159,1.7075,25,23,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,4,4,4.2,,,i,BSA.07-24,AB,,cylinder + 2 cones,5.15,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,8:45,E0722B1400,C3A,3,60,8,13.33%,0.0683,314.159,1.7075,25,23,1119,Lagerheimia genevensis,Soft Body,Lagerheimia,genevensis,,1,1,3.7,,,i,BSA.07-24,AB,,ellipsoid,7.75,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,8:45,E0722B1400,C3A,3,60,8,13.33%,0.0683,314.159,1.7075,25,23,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,3,3,5.6,,,i,BSA.07-24,AB,,2 cones,5.23,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,8:45,E0722B1400,C3A,3,60,8,13.33%,0.0683,314.159,1.7075,25,23,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,2,2,14.8,,,i,BSA.07-24,AB,,2 cones,12.57,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,8:45,E0722B1400,C3A,3,60,8,13.33%,0.0683,314.159,1.7075,25,23,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,9.3,,,i,BSA.07-24,AB,,cone + half sphere,229.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,8:45,E0722B1400,C3A,3,60,8,13.33%,0.0683,314.159,1.7075,25,23,1733,Teleaulax amphioxeia,Soft Body,Teleaulax,amphioxeia,Plagioselmis prolonga,2,2,5.6,,,i,BSA.07-24,AB,,cone + half sphere,78,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,8:45,E0722B1400,C3A,3,60,8,13.33%,0.0683,314.159,1.7075,25,23,1891,Cyanodictyon sp.,Soft Body,Cyanodictyon,sp.,,2,19,1.3,,,c,BSA.07-24,AB,,prolate spheroid,0.44,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/18/2022,8:45,E0722B1400,C3A,3,60,8,13.33%,0.0683,314.159,1.7075,25,23,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,320,640,0.8,0.8,0.8,c,BSA.07-24,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Phyto,7/19/2022,9:10,E0722B1428,EZ2-SJR,3,63,4,6.35%,0.0683,314.159,1.2977,19,60.52,2066,Acanthoceras sp.,Diatom,Acanthoceras,sp.,,2,2,17.6,,,i,BSA.07-25,AB,Low sediment and detritus. Many broken diatoms.,elliptic prism,128.76,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
