MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,GALD,GALD 1,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,Organisms per mL,Total Cells Counted,Number of cells per unit
Phyto,2015-06-09T00:00:00Z,8:35:00,D26,63,10,15.87%,0.0697,314.159,0.348732495,5,90.09,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,NA,1,i,NA,BSA.06-04,JW,Low sediment and high detritus.,cone + half sphere,83.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.6,NA
Phyto,2015-06-09T00:00:00Z,8:35:00,D26,63,10,15.87%,0.0697,314.159,0.348732495,5,90.09,1365,Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,NA,1,i,NA,BSA.06-04,JW,Low sediment and high detritus.,cone + half sphere,259.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,NA
Phyto,2015-06-09T00:00:00Z,8:35:00,D26,63,10,15.87%,0.0697,314.159,0.348732495,5,90.09,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,432,c,NA,BSA.06-04,JW,Low sediment and high detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,NA,875,0.65,NA
Phyto,2015-06-09T00:00:00Z,8:35:00,D26,63,10,15.87%,0.0697,314.159,0.348732495,5,90.09,1731,cf. Aphanizomenon klebahnii,Soft Body,Aphanizomenon,klebahnii,NA,2,f,NA,BSA.06-04,JW,Low sediment and high detritus.,cylinder,49.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,4.6,NA
Phyto,2015-06-09T00:00:00Z,9:45:00,MD10A,61,10,16.53%,0.0697,314.159,0.557971992,8,56.3,145,Cocconeis placentula,Diatom,Cocconeis,placentula,NA,1,i,NA,BSA.06-12,JW,Low sediment and detritus.,elliptic prism,493.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18.7,NA
Phyto,2015-06-09T00:00:00Z,9:45:00,MD10A,61,10,16.53%,0.0697,314.159,0.557971992,8,56.3,464,Gomphonema sp.,Diatom,Gomphonema,sp.,NA,1,i,NA,BSA.06-12,JW,Low sediment and detritus.,gomphonemoid,213.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,NA
Phyto,2015-06-09T00:00:00Z,9:45:00,MD10A,61,10,16.53%,0.0697,314.159,0.557971992,8,56.3,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,NA,14,i,NA,BSA.06-12,JW,Low sediment and detritus.,sphere,14.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,3,NA
Phyto,2015-06-09T00:00:00Z,9:45:00,MD10A,61,10,16.53%,0.0697,314.159,0.557971992,8,56.3,1132,Monoraphidium arcuatum,Soft Body,Monoraphidium,arcuatum,NA,1,i,NA,BSA.06-12,JW,Low sediment and detritus.,2 cones,9.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,NA
Phyto,2015-06-09T00:00:00Z,9:45:00,MD10A,61,10,16.53%,0.0697,314.159,0.557971992,8,56.3,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,NA,1,i,NA,BSA.06-12,JW,Low sediment and detritus.,2 cones,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.6,NA
Phyto,2015-06-09T00:00:00Z,9:45:00,MD10A,61,10,16.53%,0.0697,314.159,0.557971992,8,56.3,1328,Pseudokephyrion sp.,Soft Body,Pseudokephyrion,sp.,NA,1,i,NA,BSA.06-12,JW,Low sediment and detritus.,ellipsoid,49.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.6,NA
Phyto,2015-06-09T00:00:00Z,9:45:00,MD10A,61,10,16.53%,0.0697,314.159,0.557971992,8,56.3,1357,cf. Hemiselmis sp.,Soft Body,Hemiselmis,sp.,NA,2,i,NA,BSA.06-12,JW,Low sediment and detritus.,prolate spheroid,40.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.6,NA
Phyto,2015-06-09T00:00:00Z,9:45:00,MD10A,61,10,16.53%,0.0697,314.159,0.557971992,8,56.3,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,NA,1,i,NA,BSA.06-12,JW,Low sediment and detritus.,cone + half sphere,91.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA
Phyto,2015-06-09T00:00:00Z,9:45:00,MD10A,61,10,16.53%,0.0697,314.159,0.557971992,8,56.3,1415,Chroococcus dispersus,Soft Body,Chroococcus,dispersus,NA,4,c,NA,BSA.06-12,JW,Low sediment and detritus.,sphere,91.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.6,NA
Phyto,2015-06-09T00:00:00Z,9:45:00,MD10A,61,10,16.53%,0.0697,314.159,0.557971992,8,56.3,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,368,c,NA,BSA.06-12,JW,Low sediment and detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,NA,865,0.65,NA
Phyto,2015-06-09T00:00:00Z,9:45:00,MD10A,61,10,16.53%,0.0697,314.159,0.557971992,8,56.3,1448,cf. Komvophoron sp.,Soft Body,Komvophoron,sp.,NA,1,f,NA,BSA.06-12,JW,Low sediment and detritus.,cylinder,6.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,NA
Phyto,2015-06-09T00:00:00Z,9:45:00,MD10A,61,10,16.53%,0.0697,314.159,0.557971992,8,56.3,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,NA,8,c,NA,BSA.06-12,JW,Low sediment and detritus.,sphere,91.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5.6,NA
Phyto,2015-06-09T00:00:00Z,9:45:00,MD10A,61,10,16.53%,0.0697,314.159,0.557971992,8,56.3,1681,Chroococcus planctonicus,Soft Body,Chroococcus,planctonicus,NA,19,c,NA,BSA.06-12,JW,Low sediment and detritus.,sphere,4.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,2,NA
Phyto,2015-06-09T00:00:00Z,9:45:00,MD10A,61,10,16.53%,0.0697,314.159,0.557971992,8,56.3,1752,cf. Synechococcus aquatilis,Soft Body,Synechococcus,aquatilis,NA,1,c,NA,BSA.06-12,JW,Low sediment and detritus.,sphere,11.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.8,NA
Phyto,2015-06-09T00:00:00Z,11:05:00,P8,60,10,16.67%,0.0697,314.159,0.418478994,6,75.07,190,Cyclotella sp.,Diatom,Cyclotella,sp.,NA,2,i,NA,BSA.06-09,JW,Low sediment and moderate detritus.,cylinder,410.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9.3,NA
Phyto,2015-06-09T00:00:00Z,11:05:00,P8,60,10,16.67%,0.0697,314.159,0.418478994,6,75.07,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,NA,7,i,NA,BSA.06-09,JW,Low sediment and moderate detritus.,sphere,14.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,NA
Phyto,2015-06-09T00:00:00Z,11:05:00,P8,60,10,16.67%,0.0697,314.159,0.418478994,6,75.07,1119,Lagerheimia genevensis,Soft Body,Lagerheimia,genevensis,NA,1,i,NA,BSA.06-09,JW,Low sediment and moderate detritus.,ellipsoid,20.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.3,NA
Phyto,2015-06-09T00:00:00Z,11:05:00,P8,60,10,16.67%,0.0697,314.159,0.418478994,6,75.07,1357,cf. Hemiselmis sp.,Soft Body,Hemiselmis,sp.,NA,4,i,NA,BSA.06-09,JW,Low sediment and moderate detritus.,prolate spheroid,19.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.7,NA
Phyto,2015-06-09T00:00:00Z,11:05:00,P8,60,10,16.67%,0.0697,314.159,0.418478994,6,75.07,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,NA,1,i,NA,BSA.06-09,JW,Low sediment and moderate detritus.,cone + half sphere,100.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA
Phyto,2015-06-09T00:00:00Z,11:05:00,P8,60,10,16.67%,0.0697,314.159,0.418478994,6,75.07,1365,Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,NA,5,i,NA,BSA.06-09,JW,Low sediment and moderate detritus.,cone + half sphere,259.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,NA
Phyto,2015-06-09T00:00:00Z,11:05:00,P8,60,10,16.67%,0.0697,314.159,0.418478994,6,75.07,1415,Chroococcus dispersus,Soft Body,Chroococcus,dispersus,NA,1,c,NA,BSA.06-09,JW,Low sediment and moderate detritus.,sphere,91.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5.6,NA
Phyto,2015-06-09T00:00:00Z,11:05:00,P8,60,10,16.67%,0.0697,314.159,0.418478994,6,75.07,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,374,c,NA,BSA.06-09,JW,Low sediment and moderate detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,NA,877,0.65,NA
Phyto,2015-06-09T00:00:00Z,11:05:00,P8,60,10,16.67%,0.0697,314.159,0.418478994,6,75.07,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,NA,12,c,NA,BSA.06-09,JW,Low sediment and moderate detritus.,sphere,91.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,5.6,NA
Phyto,2015-06-09T00:00:00Z,11:05:00,P8,60,10,16.67%,0.0697,314.159,0.418478994,6,75.07,1681,Chroococcus planctonicus,Soft Body,Chroococcus,planctonicus,NA,3,c,NA,BSA.06-09,JW,Low sediment and moderate detritus.,sphere,4.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA
Phyto,2015-06-09T00:00:00Z,11:05:00,P8,60,10,16.67%,0.0697,314.159,0.418478994,6,75.07,1731,cf. Aphanizomenon klebahnii,Soft Body,Aphanizomenon,klebahnii,NA,3,f,NA,BSA.06-09,JW,Low sediment and moderate detritus.,cylinder,137.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,5.6,NA
Phyto,2015-06-10T00:00:00Z,10:45:00,D4,64,6,9.38%,0.0697,314.159,0.348732495,5,150.14,190,Cyclotella sp.,Diatom,Cyclotella,sp.,NA,1,i,NA,BSA.06-03,JW,Moderate sediment and high detritus.,cylinder,176.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.5,NA
Phyto,2015-06-10T00:00:00Z,10:45:00,D4,64,6,9.38%,0.0697,314.159,0.348732495,5,150.14,319,Entomoneis sp.,Diatom,Entomoneis,sp.,NA,3,i,NA,BSA.06-03,JW,Moderate sediment and high detritus.,elliptic prism,1658.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,32,NA
Phyto,2015-06-10T00:00:00Z,10:45:00,D4,64,6,9.38%,0.0697,314.159,0.348732495,5,150.14,477,Gyrosigma cf. macrum,Diatom,Gyrosigma,macrum,NA,1,i,NA,BSA.06-03,JW,Moderate sediment and high detritus.,prism on parallelogram,1552.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,138,NA
Phyto,2015-06-10T00:00:00Z,10:45:00,D4,64,6,9.38%,0.0697,314.159,0.348732495,5,150.14,631,Navicula sp.,Diatom,Navicula,sp.,NA,2,i,NA,BSA.06-03,JW,Moderate sediment and high detritus.,elliptic prism,299.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,17,NA
Phyto,2015-06-10T00:00:00Z,10:45:00,D4,64,6,9.38%,0.0697,314.159,0.348732495,5,150.14,749,cf. Nitzschia sp.,Diatom,Nitzschia,sp.,NA,1,i,NA,BSA.06-03,JW,Moderate sediment and high detritus.,prism on parallelogram,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,28,NA
Phyto,2015-06-10T00:00:00Z,10:45:00,D4,64,6,9.38%,0.0697,314.159,0.348732495,5,150.14,987,cf. Thalassiosira sp.,Diatom,Thalassiosira,sp.,NA,2,i,NA,BSA.06-03,JW,Moderate sediment and high detritus.,cylinder,285.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11,NA
Phyto,2015-06-10T00:00:00Z,10:45:00,D4,64,6,9.38%,0.0697,314.159,0.348732495,5,150.14,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,NA,1,i,NA,BSA.06-03,JW,Moderate sediment and high detritus.,cone + half sphere,76.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.6,NA
Phyto,2015-06-10T00:00:00Z,10:45:00,D4,64,6,9.38%,0.0697,314.159,0.348732495,5,150.14,1365,Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,NA,1,i,NA,BSA.06-03,JW,Moderate sediment and high detritus.,cone + half sphere,259.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,NA
Phyto,2015-06-10T00:00:00Z,10:45:00,D4,64,6,9.38%,0.0697,314.159,0.348732495,5,150.14,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,400,c,NA,BSA.06-03,JW,Moderate sediment and high detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,NA,892,0.65,NA
Phyto,2015-06-10T00:00:00Z,9:15:00,D8,64,10,15.63%,0.0697,314.159,0.488225493,7,64.35,190,Cyclotella sp.,Diatom,Cyclotella,sp.,NA,2,i,NA,BSA.06-10,JW,Moderate sediment and detritus.,cylinder,5654.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,30,NA
Phyto,2015-06-10T00:00:00Z,9:15:00,D8,64,10,15.63%,0.0697,314.159,0.488225493,7,64.35,289,Diploneis sp.,Diatom,Diploneis,sp.,NA,1,i,NA,BSA.06-10,JW,Moderate sediment and detritus.,elliptic prism,1225.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,52,NA
Phyto,2015-06-10T00:00:00Z,9:15:00,D8,64,10,15.63%,0.0697,314.159,0.488225493,7,64.35,496,Hippodonta capitata,Diatom,Hippodonta,capitata,NA,1,i,NA,BSA.06-10,JW,Moderate sediment and detritus.,elliptic prism,316.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,24,NA
Phyto,2015-06-10T00:00:00Z,9:15:00,D8,64,10,15.63%,0.0697,314.159,0.488225493,7,64.35,987,cf. Thalassiosira sp.,Diatom,Thalassiosira,sp.,NA,8,i,NA,BSA.06-10,JW,Moderate sediment and detritus.,cylinder,570.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,NA
Phyto,2015-06-10T00:00:00Z,9:15:00,D8,64,10,15.63%,0.0697,314.159,0.488225493,7,64.35,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,NA,4,i,NA,BSA.06-10,JW,Moderate sediment and detritus.,sphere,14.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA
Phyto,2015-06-10T00:00:00Z,9:15:00,D8,64,10,15.63%,0.0697,314.159,0.488225493,7,64.35,1364,cf. Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,NA,4,i,NA,BSA.06-10,JW,Moderate sediment and detritus.,cone + half sphere,76.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.6,NA
Phyto,2015-06-10T00:00:00Z,9:15:00,D8,64,10,15.63%,0.0697,314.159,0.488225493,7,64.35,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,418,c,NA,BSA.06-10,JW,Moderate sediment and detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,NA,896,0.65,NA
Phyto,2015-06-10T00:00:00Z,9:15:00,D8,64,10,15.63%,0.0697,314.159,0.488225493,7,64.35,1750,cf. Karlodinium sp.,Soft Body,Karlodinium,spp.,NA,1,i,NA,BSA.06-10,JW,Moderate sediment and detritus.,ellipsoid,81.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.3,NA
Phyto,2015-06-10T00:00:00Z,12:00:00,EZ2,64,3,4.69%,0.0697,314.159,0.488225493,7,214.49,749,Nitzschia sp.,Diatom,Nitzschia,sp.,NA,1,i,NA,BSA.06-15,JW,Low sediment and moderate detritus.,prism on parallelogram,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16.8,NA
Phyto,2015-06-10T00:00:00Z,12:00:00,EZ2,64,3,4.69%,0.0697,314.159,0.488225493,7,214.49,987,cf. Thalassiosira sp.,Diatom,Thalassiosira,sp.,NA,3,i,NA,BSA.06-15,JW,Low sediment and moderate detritus.,cylinder,530.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,13,NA
Phyto,2015-06-10T00:00:00Z,12:00:00,EZ2,64,3,4.69%,0.0697,314.159,0.488225493,7,214.49,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,NA,1,i,NA,BSA.06-15,JW,Low sediment and moderate detritus.,2 cones,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.6,NA
Phyto,2015-06-10T00:00:00Z,12:00:00,EZ2,64,3,4.69%,0.0697,314.159,0.488225493,7,214.49,1365,Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,NA,1,i,NA,BSA.06-15,JW,Low sediment and moderate detritus.,cone + half sphere,259.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,NA
Phyto,2015-06-10T00:00:00Z,12:00:00,EZ2,64,3,4.69%,0.0697,314.159,0.488225493,7,214.49,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,402,c,NA,BSA.06-15,JW,Low sediment and moderate detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,NA,927,0.65,NA
Phyto,2015-06-10T00:00:00Z,12:00:00,EZ2,64,3,4.69%,0.0697,314.159,0.488225493,7,214.49,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,NA,10,c,NA,BSA.06-15,JW,Low sediment and moderate detritus.,sphere,91.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,5.6,NA
Phyto,2015-06-10T00:00:00Z,11:20:00,EZ6,62,3,4.84%,0.0697,314.159,0.836957988,12,125.12,319,Entomoneis sp.,Diatom,Entomoneis,sp.,NA,4,i,NA,BSA.06-17,JW,Low sediment and high detritus.,elliptic prism,2211.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,32,NA
Phyto,2015-06-10T00:00:00Z,11:20:00,EZ6,62,3,4.84%,0.0697,314.159,0.836957988,12,125.12,836,Planothidium dubium,Diatom,Planothidium,dubium,NA,1,i,NA,BSA.06-17,JW,Low sediment and high detritus.,elliptic prism,55.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.5,NA
Phyto,2015-06-10T00:00:00Z,11:20:00,EZ6,62,3,4.84%,0.0697,314.159,0.836957988,12,125.12,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,NA,1,i,NA,BSA.06-17,JW,Low sediment and high detritus.,cylinder,176.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.5,NA
Phyto,2015-06-10T00:00:00Z,11:20:00,EZ6,62,3,4.84%,0.0697,314.159,0.836957988,12,125.12,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,NA,3,i,NA,BSA.06-17,JW,Low sediment and high detritus.,sphere,14.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
Phyto,2015-06-10T00:00:00Z,11:20:00,EZ6,62,3,4.84%,0.0697,314.159,0.836957988,12,125.12,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,NA,1,i,NA,BSA.06-17,JW,Low sediment and high detritus.,2 cones,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.6,NA
Phyto,2015-06-10T00:00:00Z,11:20:00,EZ6,62,3,4.84%,0.0697,314.159,0.836957988,12,125.12,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,NA,3,i,NA,BSA.06-17,JW,Low sediment and high detritus.,cone + half sphere,110.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA
Phyto,2015-06-10T00:00:00Z,11:20:00,EZ6,62,3,4.84%,0.0697,314.159,0.836957988,12,125.12,1365,Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,NA,3,i,NA,BSA.06-17,JW,Low sediment and high detritus.,cone + half sphere,349.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,NA
Phyto,2015-06-10T00:00:00Z,11:20:00,EZ6,62,3,4.84%,0.0697,314.159,0.836957988,12,125.12,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,412,c,NA,BSA.06-17,JW,Low sediment and high detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,NA,939,0.65,NA
Phyto,2015-06-10T00:00:00Z,11:20:00,EZ6,62,3,4.84%,0.0697,314.159,0.836957988,12,125.12,1678,cf. Synechococcus salinarum,Soft Body,Synechococcus,salinarum,NA,16,i,NA,BSA.06-17,JW,Low sediment and high detritus.,sphere,91.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,5.6,NA
Phyto,2015-06-11T00:00:00Z,9:35:00,D7,63,8,12.70%,0.0697,314.159,0.418478994,6,93.84,319,Entomoneis sp.,Diatom,Entomoneis,sp.,NA,1,i,NA,BSA.06-11,JW,High sediment and detritus.,elliptic prism,1477.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,28,NA
Phyto,2015-06-11T00:00:00Z,9:35:00,D7,63,8,12.70%,0.0697,314.159,0.418478994,6,93.84,987,cf. Thalassiosira sp.,Diatom,Thalassiosira,sp.,NA,2,i,NA,BSA.06-11,JW,High sediment and detritus.,cylinder,796.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,13,NA
Phyto,2015-06-11T00:00:00Z,9:35:00,D7,63,8,12.70%,0.0697,314.159,0.418478994,6,93.84,1328,Pseudokephyrion sp.,Soft Body,Pseudokephyrion,sp.,NA,1,i,NA,BSA.06-11,JW,High sediment and detritus.,ellipsoid,6.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.7,NA
Phyto,2015-06-11T00:00:00Z,9:35:00,D7,63,8,12.70%,0.0697,314.159,0.418478994,6,93.84,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,NA,2,i,NA,BSA.06-11,JW,High sediment and detritus.,cone + half sphere,56.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,NA
Phyto,2015-06-11T00:00:00Z,9:35:00,D7,63,8,12.70%,0.0697,314.159,0.418478994,6,93.84,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,408,c,NA,BSA.06-11,JW,High sediment and detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,NA,950,0.65,NA
Phyto,2015-06-12T00:00:00Z,9:40:00,D41,65,10,15.38%,0.0697,314.159,0.69746499,10,45.04,987,Thalassiosira sp.,Diatom,Thalassiosira,sp.,NA,3,i,NA,BSA.06-13,JW,High sediment and low detritus.,cylinder,1701.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,19,NA
Phyto,2015-06-12T00:00:00Z,9:40:00,D41,65,10,15.38%,0.0697,314.159,0.69746499,10,45.04,1039,Chlorella vulgaris,Soft Body,Chlorella,vulgaris,NA,1,i,NA,BSA.06-13,JW,High sediment and low detritus.,sphere,14.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA
Phyto,2015-06-12T00:00:00Z,9:40:00,D41,65,10,15.38%,0.0697,314.159,0.69746499,10,45.04,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,NA,13,i,NA,BSA.06-13,JW,High sediment and low detritus.,cone + half sphere,91.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,6,NA
Phyto,2015-06-12T00:00:00Z,9:40:00,D41,65,10,15.38%,0.0697,314.159,0.69746499,10,45.04,1365,Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,NA,9,i,NA,BSA.06-13,JW,High sediment and low detritus.,cone + half sphere,259.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8,NA
Phyto,2015-06-12T00:00:00Z,9:40:00,D41,65,10,15.38%,0.0697,314.159,0.69746499,10,45.04,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,399,c,NA,BSA.06-13,JW,High sediment and low detritus.,sphere,0.27,0.27,0.27,0.27,0.27,0.07,0.07,0.07,0.07,0.07,NA,868,0.65,NA
Phyto,2015-06-12T00:00:00Z,9:40:00,D41,65,10,15.38%,0.0697,314.159,0.69746499,10,45.04,1611,Gymnodinium sp.,Soft Body,Gymnodinium,sp.,NA,1,i,NA,BSA.06-13,JW,High sediment and low detritus.,ellipsoid,362.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,NA
Phyto,2015-06-12T00:00:00Z,9:40:00,D41,65,10,15.38%,0.0697,314.159,0.69746499,10,45.04,1646,Coscinodiscus cf. radiatus,Diatom,Coscinodiscus,radiatus,NA,1,i,NA,BSA.06-13,JW,High sediment and low detritus.,cylinder,36945.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,56,NA
Phyto,2015-06-12T00:00:00Z,9:40:00,D41,65,10,15.38%,0.0697,314.159,0.69746499,10,45.04,1682,Gyrodinium sp.,Soft Body,Gyrodinium,sp.,NA,1,i,NA,BSA.06-13,JW,High sediment and low detritus.,ellipsoid,17241.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,56,NA
Phyto,2015-06-12T00:00:00Z,9:40:00,D41,65,10,15.38%,0.0697,314.159,0.69746499,10,45.04,1684,Chlamydomonas gloeopara,Soft Body,Chlamydomonas,gloeopara,NA,6,i,NA,BSA.06-13,JW,High sediment and low detritus.,sphere,34.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA
Phyto,2015-06-12T00:00:00Z,9:40:00,D41,65,10,15.38%,0.0697,314.159,0.69746499,10,45.04,1718,Asterionellopsis glacialis,Diatom,Asterionellopsis,glacialis,NA,1,i,NA,BSA.06-13,JW,High sediment and low detritus.,prism on triangle,247.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,NA
Phyto,2015-06-12T00:00:00Z,9:40:00,D41,65,10,15.38%,0.0697,314.159,0.69746499,10,45.04,1747,cf. Eutreptia lanowii,Soft Body,Eutreptia,lanowii,NA,1,i,NA,BSA.06-13,JW,High sediment and low detritus.,cylinder + cone,1766.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,24,NA
Phyto,2015-06-12T00:00:00Z,9:40:00,D41,65,10,15.38%,0.0697,314.159,0.69746499,10,45.04,1749,cf. Membraneis sp.,Diatom,Membraneis,sp.,NA,1,i,NA,BSA.06-13,JW,High sediment and low detritus.,elliptic prism,32231.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35.5,NA
