MethodCode,SampleDate,SampleTime,Full Code,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Count Method,Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Algal Type,Genus,Species,Synonym,Unit Abundance (# of Natural Units),Total Number of Cells,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1
Phyto,3/20/2024,13:45,E0324B1439,D22,3,59,8,13.56%,5.9000,Transect,314.159,11.8,2,3.33,866,Pseudostaurosira brevistriata,Pennate Diatom,Pseudostaurosira,brevistriata,,1,1,16.7,,,i,BSA.03-07,BB,High sediment and detritus. Many broken diatoms. Ciliates observed.,elliptic prism,223.24
Phyto,3/20/2024,13:45,E0324B1439,D22,3,59,8,13.56%,5.9000,Transect,314.159,11.8,2,3.33,890,Sellaphora pupula,Pennate Diatom,Sellaphora,pupula,,1,1,25.9,,,i,BSA.03-07,BB,High sediment and detritus. Many broken diatoms. Ciliates observed.,box,1073.30
Phyto,3/20/2024,13:45,E0324B1439,D22,3,59,8,13.56%,5.9000,Transect,314.159,11.8,2,3.33,895,Skeletonema sp.,Centric Diatom,Skeletonema,sp.,,44,44,9.3,,,i,BSA.03-07,BB,High sediment and detritus. Many broken diatoms. Ciliates observed.,cylinder,73.12
Phyto,3/20/2024,13:45,E0324B1439,D22,3,59,8,13.56%,5.9000,Transect,314.159,11.8,2,3.33,940,Stephanodiscus niagarae,Centric Diatom,Stephanodiscus,niagarae,,1,1,50,,,i,BSA.03-07,BB,High sediment and detritus. Many broken diatoms. Ciliates observed.,cylinder,50854.49
Phyto,3/20/2024,13:45,E0324B1439,D22,3,59,8,13.56%,5.9000,Transect,314.159,11.8,2,3.33,1002,Ulnaria delicatissima,Pennate Diatom,Ulnaria,delicatissima,,1,1,209.3,,,i,BSA.03-07,BB,High sediment and detritus. Many broken diatoms. Ciliates observed.,elliptic prism,2250.41
Phyto,3/20/2024,13:45,E0324B1439,D22,3,59,8,13.56%,5.9000,Transect,314.159,11.8,2,3.33,1007,Ulnaria ulna,Pennate Diatom,Ulnaria,ulna,,1,1,137,,,i,BSA.03-07,BB,High sediment and detritus. Many broken diatoms. Ciliates observed.,elliptic prism,5892.15
Phyto,3/20/2024,13:45,E0324B1439,D22,3,59,8,13.56%,5.9000,Transect,314.159,11.8,2,3.33,1132,Ankistrodesmus arcuatus,Green Alga,Ankistrodesmus,arcuatus,Monoraphidium arcuatum,2,2,57.4,,,i,BSA.03-07,BB,High sediment and detritus. Many broken diatoms. Ciliates observed.,cylinder + 2 cones,62.33
Phyto,3/20/2024,13:45,E0324B1439,D22,3,59,8,13.56%,0.0683,Field,314.159,0.6147,9,63.88,1031,Chlamydomonas sp.,Green Alga,Chlamydomonas,sp.,,4,4,9.3,,,i,BSA.03-07,BB,High sediment and detritus. Many broken diatoms. Ciliates observed.,sphere,184.73
Phyto,3/20/2024,13:45,E0324B1439,D22,3,59,8,13.56%,0.0683,Field,314.159,0.6147,9,63.88,1037,Chlorella sp.,Green Alga,Chlorella,sp.,,5,5,3.1,,,i,BSA.03-07,BB,High sediment and detritus. Many broken diatoms. Ciliates observed.,sphere,7.24
Phyto,3/20/2024,13:45,E0324B1439,D22,3,59,8,13.56%,5.9000,Transect,314.159,11.8,2,3.33,2082,cf. Koliella sp.,Green Alga,Koliella,sp.,,1,1,118.6,,,i,BSA.03-07,BB,High sediment and detritus. Many broken diatoms. Ciliates observed.,2 cones,65.81
Phyto,3/20/2024,13:45,E0324B1439,D22,3,59,8,13.56%,0.0683,Field,314.159,0.6147,9,63.88,1134,Monoraphidium contortum,Green Alga,Monoraphidium,contortum,,4,4,29.6,,,i,BSA.03-07,BB,High sediment and detritus. Many broken diatoms. Ciliates observed.,2 cones,8.07
Phyto,3/20/2024,13:45,E0324B1439,D22,3,59,8,13.56%,5.9000,Transect,314.159,11.8,2,3.33,1288,Tetrastrum heteracanthum,Green Alga,Tetrastrum,heteracanthum,,1,4,3.7,,,c,BSA.03-07,BB,High sediment and detritus. Many broken diatoms. Ciliates observed.,sphere,26.52
Phyto,3/20/2024,13:45,E0324B1439,D22,3,59,8,13.56%,0.0683,Field,314.159,0.6147,9,63.88,1313,Dinobryon sp.,Chrysophyte,Dinobryon,sp.,,1,1,14.8,,,i,BSA.03-07,BB,High sediment and detritus. Many broken diatoms. Ciliates observed.,prolate spheroid,327.41
Phyto,3/20/2024,13:45,E0324B1439,D22,3,59,8,13.56%,5.9000,Transect,314.159,11.8,2,3.33,1692,Kephyrion sp.,Chrysophyte,Kephyrion,sp.,,2,2,7.4,,,i,BSA.03-07,BB,High sediment and detritus. Many broken diatoms. Ciliates observed.,prolate spheroid,136.38
Phyto,3/20/2024,13:45,E0324B1439,D22,3,59,8,13.56%,0.0683,Field,314.159,0.6147,9,63.88,1352,Cryptomonas sp.,Cryptophyte,Cryptomonas,sp.,,3,3,27.8,,,i,BSA.03-07,BB,High sediment and detritus. Many broken diatoms. Ciliates observed.,prolate spheroid,1142.99
Phyto,3/20/2024,13:45,E0324B1439,D22,3,59,8,13.56%,0.0683,Field,314.159,0.6147,9,63.88,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,2,2,10.6,,,i,BSA.03-07,BB,High sediment and detritus. Many broken diatoms. Ciliates observed.,cone + half sphere,127.61
Phyto,3/20/2024,13:45,E0324B1439,D22,3,59,8,13.56%,0.0683,Field,314.159,0.6147,9,63.88,1733,Teleaulax amphioxeia,Cryptophyte,Teleaulax,amphioxeia,Plagioselmis prolonga,2,2,6.9,,,i,BSA.03-07,BB,High sediment and detritus. Many broken diatoms. Ciliates observed.,cone + half sphere,40.64
Phyto,3/20/2024,13:45,E0324B1439,D22,3,59,8,13.56%,0.0683,Field,314.159,0.6147,9,63.88,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,Chroococcus microscopicus,380,784,0.8,0.8,0.8,c,BSA.03-07,BB,High sediment and detritus. Many broken diatoms. Ciliates observed.,prolate spheroid,0.18
Phyto,3/20/2024,13:45,E0324B1439,D22,3,59,8,13.56%,5.9000,Transect,314.159,11.8,2,3.33,1673,Unidentified Ciliate sp. #1,Ciliate,Unidentified Ciliate,sp. #1,,1,1,13,,,i,BSA.03-07,BB,High sediment and detritus. Many broken diatoms. Ciliates observed.,prolate spheroid,588.72
Phyto,3/20/2024,13:45,E0324B1439,D22,3,59,8,13.56%,5.9000,Transect,314.159,11.8,2,3.33,1588,Trachelomonas sp.,Euglenoid,Trachelomonas,sp.,,1,1,18.5,,,i,BSA.03-07,BB,High sediment and detritus. Many broken diatoms. Ciliates observed.,ellipsoid,3315.23
Phyto,3/20/2024,13:45,E0324B1439,D22,3,59,8,13.56%,5.9000,Transect,314.159,11.8,2,3.33,1750,Karlodinium sp.,Dinoflagellate,Karlodinium,sp.,,1,1,11.1,,,i,BSA.03-07,BB,High sediment and detritus. Many broken diatoms. Ciliates observed.,ellipsoid,400.38
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,157.0796,Transect,314.159,157.0796,1,0.50,46,Achnanthidium sp.,Pennate Diatom,Achnanthidium,sp.,,4,4,13,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,elliptic prism,60.70
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,157.0796,Transect,314.159,157.0796,1,0.50,86,Asterionella formosa,Pennate Diatom,Asterionella,formosa,,2,2,59.3,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,box + 2 cylinders,267.66
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,157.0796,Transect,314.159,157.0796,1,0.50,88,Aulacoseira alpigena,Centric Diatom,Aulacoseira,alpigena,,3,3,7.4,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,cylinder,152.71
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,157.0796,Transect,314.159,157.0796,1,0.50,95,Aulacoseira sp. ,Centric Diatom,Aulacoseira,sp.,,9,9,24.1,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,cylinder,556.64
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,0.0683,Field,314.159,1.2294,18,63.88,147,Cocconeis sp.,Pennate Diatom,Cocconeis,sp.,,1,1,11.1,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,elliptic prism,464.49
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,0.0683,Field,314.159,1.2294,18,63.88,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,6,6,13,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,cylinder,380.40
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,157.0796,Transect,314.159,157.0796,1,0.50,273,Diatoma sp.,Pennate Diatom,Diatoma,sp.,,6,6,48.2,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,elliptic prism,1058.38
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,157.0796,Transect,314.159,157.0796,1,0.50,310,Encyonema sp.,Pennate Diatom,Encyonema,sp.,,7,7,25.9,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,cymbelloid,289.75
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,0.0683,Field,314.159,1.2294,18,63.88,326,Epithemia sp.,Pennate Diatom,Epithemia,sp.,,1,1,33.3,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,cymbelloid,1215.69
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,157.0796,Transect,314.159,157.0796,1,0.50,383,Fragilaria crotonensis,Pennate Diatom,Fragilaria,crotonensis,,6,6,79.6,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,elliptic prism,1560.44
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,0.0683,Field,314.159,1.2294,18,63.88,464,Gomphonema sp.,Pennate Diatom,Gomphonema,sp.,,2,2,74.1,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,gomphonemoid,7357.72
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,157.0796,Transect,314.159,157.0796,1,0.50,540,Melosira varians,Centric Diatom,Melosira,varians,,4,4,20.4,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,cylinder,3813.21
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,0.0683,Field,314.159,1.2294,18,63.88,631,Navicula sp.,Pennate Diatom,Navicula,sp.,,1,1,35.2,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,elliptic prism,419.39
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,0.0683,Field,314.159,1.2294,18,63.88,750,Nitzschia spp.,Pennate Diatom,Nitzschia,spp.,,2,2,50,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,prism on parallelogram,301.88
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,0.0683,Field,314.159,1.2294,18,63.88,271,Odontidium mesodon,Pennate Diatom,Odontidium,mesodon,Diatoma mesodon,1,1,15,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,elliptic prism,322.56
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,157.0796,Transect,314.159,157.0796,1,0.50,846,Planothidium sp.,Pennate Diatom,Planothidium,sp.,,3,3,22.2,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,elliptic prism,203.20
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,157.0796,Transect,314.159,157.0796,1,0.50,870,Pseudostaurosira sp.,Pennate Diatom,Pseudostaurosira,sp.,,13,13,13,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,elliptic prism,233.28
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,157.0796,Transect,314.159,157.0796,1,0.50,2087,Reimeria sp.,Pennate Diatom,Reimeria,sp.,,1,1,13,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,elliptic prism,86.89
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,157.0796,Transect,314.159,157.0796,1,0.50,1735,Rhoicosphenia sp.,Pennate Diatom,Rhoicosphenia,sp.,,2,2,22.2,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,gomphonemoid,270.66
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,0.0683,Field,314.159,1.2294,18,63.88,895,Skeletonema sp.,Centric Diatom,Skeletonema,sp.,,2,2,3.7,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,cylinder,39.78
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,157.0796,Transect,314.159,157.0796,1,0.50,976,Synedra ulna,Pennate Diatom,Synedra,ulna,,4,4,144.5,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,elliptic prism,3665.48
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,157.0796,Transect,314.159,157.0796,1,0.50,1031,Chlamydomonas sp.,Green Alga,Chlamydomonas,sp.,,1,1,7.4,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,sphere,212.17
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,0.0683,Field,314.159,1.2294,18,63.88,1037,cf. Chlorella sp.,Green Alga,Chlorella,sp.,,3,3,3.7,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,sphere,26.52
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,157.0796,Transect,314.159,157.0796,1,0.50,1047,Closteriopsis cf. acicularis,Green Alga,Closteriopsis,acicularis,,1,1,63,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,cylinder + 2 cones,164.64
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,0.0683,Field,314.159,1.2294,18,63.88,1138,Monoraphidium sp.,Green Alga,Monoraphidium,sp.,,4,4,13,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,2 cones,5.44
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,0.0683,Field,314.159,1.2294,18,63.88,1235,Scenedesmus sp.,Green Alga,Scenedesmus,sp.,,1,2,5.6,,,c,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,prolate spheroid,10.59
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,157.0796,Transect,314.159,157.0796,1,0.50,1313,Dinobryon sp.,Chrysophyte,Dinobryon,sp.,,4,4,13,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,prolate spheroid,287.59
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,0.0683,Field,314.159,1.2294,18,63.88,1332,Synura sp.,Synurophyte,Synura,sp.,,1,1,9.3,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,prolate spheroid,266.65
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,0.0683,Field,314.159,1.2294,18,63.88,1352,Cryptomonas sp.,Cryptophyte,Cryptomonas,sp.,,1,1,20.4,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,prolate spheroid,1316.06
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,157.0796,Transect,314.159,157.0796,1,0.50,1365,Plagioselmis lacustris,Cryptophyte,Plagioselmis,lacustris,Rhodomonas lacustris,1,1,11,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,cone + half sphere,212.17
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,0.0683,Field,314.159,1.2294,18,63.88,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,2,2,9.3,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,cone + half sphere,36.56
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,0.0683,Field,314.159,1.2294,18,63.88,1657,Teleaulax sp.,Cryptophyte,Teleaulax,sp.,,1,1,5.6,,,i,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,cone + half sphere,26.52
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,0.0683,Field,314.159,1.2294,18,63.88,1419,Eucapsis microscopica,Cyanobacterium,Eucapsis,microscopica,Chroococcus microscopicus,379,758,0.8,0.8,0.8,c,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,prolate spheroid,0.18
Phyto,3/15/2024,9:15,E0324B1284,C3A,3,61,4,6.56%,157.0796,Transect,314.159,157.0796,1,0.50,1709,Planktolyngbya sp.,Cyanobacterium,Planktolyngbya,sp.,,1,12,2,,,f,BSA.03-08,CB,Poorly preserved. High sediment and detritus. Many broken diatoms.,cylinder,1.57
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,5.9000,Transect,314.159,11.8,2,1.90,46,Achnanthidium sp.,Pennate Diatom,Achnanthidium,sp.,,12,12,16.7,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,elliptic prism,116.57
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,5.9000,Transect,314.159,11.8,2,1.90,1764,Bacillaria sp.,Pennate Diatom,Bacillaria,sp.,,1,1,92.6,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,box,4822.61
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,0.0683,Field,314.159,1.0928,16,20.53,145,Cocconeis placentula,Pennate Diatom,Cocconeis,placentula,,2,2,24.1,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,elliptic prism,355.99
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,5.9000,Transect,314.159,11.8,2,1.90,147,Cocconeis sp.,Pennate Diatom,Cocconeis,sp.,,4,4,33,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,elliptic prism,1285.89
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,0.0683,Field,314.159,1.0928,16,20.53,190,Cyclotella sp.,Centric Diatom,Cyclotella,sp.,,12,12,11.1,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,cylinder,253.49
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,0.0683,Field,314.159,1.0928,16,20.53,310,Encyonema sp.,Pennate Diatom,Encyonema,sp.,,2,2,22.1,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,cymbelloid,165.80
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,5.9000,Transect,314.159,11.8,2,1.90,366,Eunotia sp.,Pennate Diatom,Eunotia,sp.,,2,2,63,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,sickle-shaped prism (elliptic prism),4997.98
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,0.0683,Field,314.159,1.0928,16,20.53,397,Fragilaria sp.,Pennate Diatom,Fragilaria,sp.,,1,1,25.9,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,elliptic prism,346.22
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,5.9000,Transect,314.159,11.8,2,1.90,464,Gomphonema sp.,Pennate Diatom,Gomphonema,sp.,,3,3,20.4,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,gomphonemoid,197.13
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,5.9000,Transect,314.159,11.8,2,1.90,2104,Humidophila sp.,Pennate Diatom,Humidophila,sp.,,1,1,7.4,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,elliptic prism,45.33
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,5.9000,Transect,314.159,11.8,2,1.90,538,Melosira sp.,Centric Diatom,Melosira,sp.,,5,5,24.1,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,cylinder,5424.83
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,0.0683,Field,314.159,1.0928,16,20.53,631,Navicula sp.,Pennate Diatom,Navicula,sp.,,1,1,33.3,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,elliptic prism,541.91
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,0.0683,Field,314.159,1.0928,16,20.53,664,Nitzschia acicularis,Pennate Diatom,Nitzschia,acicularis,,1,1,63,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,prism on parallelogram,211.68
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,5.9000,Transect,314.159,11.8,2,1.90,713,Nitzschia cf. inconspicua,Pennate Diatom,Nitzschia,inconspicua,,9,9,11.1,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,prism on parallelogram,54.11
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,5.9000,Transect,314.159,11.8,2,1.90,744,Nitzschia sigma,Pennate Diatom,Nitzschia,sigma,,5,5,77.8,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,prism on parallelogram,786.97
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,0.0683,Field,314.159,1.0928,16,20.53,750,Nitzschia spp.,Pennate Diatom,Nitzschia,spp.,,5,5,27.8,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,prism on parallelogram,135.66
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,5.9000,Transect,314.159,11.8,2,1.90,846,Planothidium sp.,Pennate Diatom,Planothidium,sp.,,2,2,22,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,elliptic prism,305.32
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,5.9000,Transect,314.159,11.8,2,1.90,870,Pseudostaurosira sp.,Pennate Diatom,Pseudostaurosira,sp.,,7,7,20.4,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,elliptic prism,227.36
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,0.0683,Field,314.159,1.0928,16,20.53,1735,Rhoicosphenia sp.,Pennate Diatom,Rhoicosphenia,sp.,,1,1,22.2,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,gomphonemoid,333.32
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,5.9000,Transect,314.159,11.8,2,1.90,895,Skeletonema sp.,Centric Diatom,Skeletonema,sp.,,4,4,7.4,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,cylinder,79.57
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,0.0683,Field,314.159,1.0928,16,20.53,987,Thalassiosira sp.,Centric Diatom,Thalassiosira,sp.,,1,1,29.6,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,cylinder,10184.38
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,5.9000,Transect,314.159,11.8,2,1.90,999,Tryblionella sp.,Pennate Diatom,Tryblionella,sp.,,1,1,31.5,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,elliptic prism,963.38
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,5.9000,Transect,314.159,11.8,2,1.90,1031,cf. Chlamydomonas sp.,Green Alga,Chlamydomonas,sp.,,15,15,7.8,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,sphere,129.37
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,0.0683,Field,314.159,1.0928,16,20.53,1037,Chlorella sp.,Green Alga,Chlorella,sp.,,20,20,2.3,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,sphere,4.19
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,5.9000,Transect,314.159,11.8,2,1.90,1761,Drepanochloris nannoselene,Green Alga,Drepanochloris,nannoselene,,1,1,5.1,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,cylinder + 2 cones,3.58
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,5.9000,Transect,314.159,11.8,2,1.90,1134,Monoraphidium contortum,Green Alga,Monoraphidium,contortum,,7,7,26,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,2 cones,9.65
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,0.0683,Field,314.159,1.0928,16,20.53,1138,Monoraphidium sp.,Green Alga,Monoraphidium,sp.,,1,1,8.4,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,2 cones,4.95
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,5.9000,Transect,314.159,11.8,2,1.90,1692,Kephyrion sp.,Chrysophyte,Kephyrion,sp.,,9,9,7.4,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,prolate spheroid,101.48
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,0.0683,Field,314.159,1.0928,16,20.53,1352,Cryptomonas sp.,Cryptophyte,Cryptomonas,sp.,,1,1,28.1,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,prolate spheroid,2335.85
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,0.0683,Field,314.159,1.0928,16,20.53,1365,Plagioselmis lacustris,Cryptophyte,Plagioselmis,lacustris,Rhodomonas lacustris,9,9,13,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,cone + half sphere,222.21
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,0.0683,Field,314.159,1.0928,16,20.53,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,14,14,9.3,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,cone + half sphere,83.83
Phyto,3/18/2024,14:20,E0324B1297,D28A,3,62,14,22.58%,5.9000,Transect,314.159,11.8,2,1.90,1842,Plagioselmis sp.,Cryptophyte,Plagioselmis,sp.,,3,3,16.7,,,i,BSA.03-09,AB,Poorly preserved. High sediment and moderate detritus. Many broken diatoms.,cone + half sphere,380.46
