MethodCode,SampleDate,SampleTime,Full Code,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Algal Type,Genus,Species,Synonym,Unit Abundance (# of Natural Units),Total Number of Cells,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10
Phyto,3/16/2023,9:30,E0323B0642,D7,3,63,1,1.59%,0.0683,314.159,0.9562,14,328.55,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.03-25,CB,High sediement.,cone + half sphere,294.36,,,,,,,,,
Phyto,4/18/2023,14:35,E0423B0938,NZ032,3,56,2,3.57%,0.0683,314.159,0.5464,8,287.48,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,2,2,9,,,i,BSA.04-03,AB,Moderate sediment.,cone + half sphere,227.08,,,,,,,,,
Phyto,4/19/2023,16:25,E0423B0988,NZ004,3,62,2,3.23%,0.0683,314.159,0.6147,9,255.54,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,3,3,7.4,,,i,BSA.04-04,AB,Moderate sediment.,cone + half sphere,180.64,,,,,,,,,
Phyto,4/19/2023,12:25,E0423B0984,D41A,3,61,1,1.64%,0.0683,314.159,1.0245,15,306.65,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,7.4,,,i,BSA.04-05,CB,,cone + half sphere,159.13,,,,,,,,,
Phyto,4/19/2023,13:55,E0423B0985,D41,3,63,5,7.94%,0.0683,314.159,0.8879,13,70.76,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,4,4,11.1,,,i,BSA.04-07,CB,High sediment.,cone + half sphere,409.83,,,,,,,,,
Phyto,4/18/2023,12:10,E0423B0936,D7,3,59,4,6.78%,0.0683,314.159,0.8879,13,88.46,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,7.4,,,i,BSA.04-08,CB,High sediment and detritus.,cone + half sphere,159.13,,,,,,,,,
Phyto,4/17/2023,13:50,E0423B0861,EZ2,3,61,2,3.28%,0.0683,314.159,0.8196,12,191.65,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.04-09,AB,,cone + half sphere,323.8,,,,,,,,,
Phyto,4/11/2023,8:45,E0423B0755,C3A,3,63,1,1.59%,0.0683,314.159,1.1611,17,270.57,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.04-10,CB,High sediment.,cone + half sphere,294.36,,,,,,,,,
Phyto,4/12/2023,9:55,E0423B0767,D19,3,63,5,7.94%,0.0683,314.159,0.7513,11,83.63,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.04-13,AB,Low sediment.,cone + half sphere,337.38,,,,,,,,,
Phyto,4/13/2023,9:20,E0423B0801,D26,3,62,4,6.45%,0.0683,314.159,1.0245,15,76.66,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,7.4,,,i,BSA.04-18,CB,High sediment.,cone + half sphere,159.13,,,,,,,,,
Phyto,4/13/2023,10:40,E0423B0802,MD10A,3,61,5,8.20%,0.0683,314.159,0.9562,14,65.71,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,4,4,11.1,,,i,BSA.04-19,CB,Poorly preserved. High sediment.,cone + half sphere,317,,,,,,,,,
Phyto,4/14/2023,12:15,E0423B0830,NZ068,3,60,4,6.67%,0.0683,314.159,0.9562,14,82.14,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,2,2,9.3,,,i,BSA.04-20,CB,High sediment.,cone + half sphere,223.52,,,,,,,,,
Phyto,4/17/2023,12:25,E0423B0894,D6,3,60,1,1.67%,0.0683,314.159,0.8879,13,353.82,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,2,2,8.5,,,i,BSA.04-21,AB,Moderate detritus.,cone + half sphere,199.39,,,,,,,,,
Phyto,4/17/2023,14:30,E0423B0895,D8,3,61,3,4.92%,0.0683,314.159,1.0245,15,102.22,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.04-22,CB,,cone + half sphere,294.36,,,,,,,,,
Phyto,4/14/2023,10:25,E0423B0828,D4,3,60,5,8.33%,0.0683,314.159,0.683,10,91.99,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,3,3,11.1,,,i,BSA.04-23,AB,,cone + half sphere,326.06,,,,,,,,,
Phyto,4/14/2023,11:15,E0423B0829,D22,3,60,4,6.67%,0.0683,314.159,0.7513,11,104.54,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,6,6,9.3,,,i,BSA.04-26,AB,,cone + half sphere,214.04,,,,,,,,,
Phyto,5/11/2023,9:50,E0523B1003,D19,3,63,7,11.11%,0.0697,314.159,1.0455,15,42.93,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,9,9,10.2,,,i,BSA.05-01,BB,,cone + half sphere,288.25,,,,,,,,,
Phyto,5/11/2023,8:30,E0523B1002,D12,3,63,3,4.76%,0.0683,314.159,0.9562,14,109.52,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,7.4,,,i,BSA.05-03,CB,High sediment.,cone + half sphere,159.13,,,,,,,,,
Phyto,5/11/2023,10:55,E0523B1004,D28A,3,61,6,9.84%,0.0683,314.159,1.0928,16,47.91,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,2,2,9.3,,,i,BSA.05-04,CB,High sediment.,cone + half sphere,241.99,,,,,,,,,
Phyto,5/12/2023,8:15,E0523B1036,D16,3,60,7,11.67%,0.0683,314.159,0.8879,13,50.55,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,6,6,9.3,,,i,BSA.05-05,CB,High sediment.,cone + half sphere,216.52,,,,,,,,,
Phyto,5/10/2023,10:15,E0523B0992,C9,3,62,4,6.45%,0.0683,314.159,0.8196,12,95.83,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.05-06,CB,High sediment.,cone + half sphere,337.38,,,,,,,,,
Phyto,5/10/2023,11:30,E0523B0993,C10A,3,62,7,11.29%,0.0683,314.159,0.0697,12,643.9,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,2,2,10.2,,,i,BSA.05-07,BB,,cone + half sphere,372.12,,,,,,,,,
Phyto,5/15/2023,14:00,E0523B1066,NZ068,3,61,4,6.56%,0.0697,314.159,1.1849,17,66.28,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,5,5,9.3,,,i,BSA.05-08,BB,,cone + half sphere,259.14,,,,,,,,,
Phyto,5/12/2023,9:30,E0523B0137,D26,3,61,7,11.48%,0.0683,314.159,0.9562,14,46.94,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,3,3,9.3,,,i,BSA.05-09,CB,High sediment.,cone + half sphere,196.04,,,,,,,,,
Phyto,5/16/2023,14:50,E0523B1132,D10,3,63,6,9.52%,0.0683,314.159,0.8879,13,58.97,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,6,6,9.3,,,i,BSA.05-11,CB,High sediment.,cone + half sphere,337.38,,,,,,,,,
Phyto,5/16/2023,14:10,E0523B1131,D8,3,62,6,9.68%,0.0683,314.159,0.8196,12,63.88,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,13,13,9.3,,,i,BSA.05-12,AB,Moderate sediment and detritus.,cone + half sphere,243.48,,,,,,,,,
Phyto,5/12/2023,13:00,E0523B1039,P8,3,63,3,4.76%,0.0697,314.159,1.0455,15,100.16,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.05-14,BB,,cone + half sphere,337.38,,,,,,,,,
Phyto,5/15/2023,13:10,E0523B1065,D22,3,60,6,10.00%,0.0683,314.159,0.7513,11,69.69,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,5,5,10.6,,,i,BSA.05-15,AB,Low sediment.,cone + half sphere,310.02,,,,,,,,,
Phyto,5/18/2023,15:05,E0523B1223,NZ002,3,61,3,4.92%,0.0683,314.159,0.9562,14,109.52,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,2,2,9.3,,,i,BSA.05-17,CB,,cone + half sphere,269.7,,,,,,,,,
Phyto,5/16/2023,13:25,E0523B1097,EZ2,3,62,6,9.68%,0.0683,314.159,0.4781,7,109.52,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,7,7,9.3,,,i,BSA.05-19,AB,Moderate sediment.,cone + half sphere,154.86,,,,,,,,,
Phyto,5/17/2023,12:05,E0523B1172,D7,3,61,5,8.20%,0.0683,314.159,0.8879,13,70.76,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,7.4,,,i,BSA.05-21,CB,High sediment.,cone + half sphere,159.13,,,,,,,,,
Phyto,5/15/2023,12:15,E0523B1064,D4,3,60,5,8.33%,0.0697,314.159,0.7667,11,81.95,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,4,4,9.3,,,i,BSA.05-22,BB,,cone + half sphere,274.95,,,,,,,,,
Phyto,5/17/2023,14:30,E0523B1174,NZ032,3,60,1,1.67%,0.0683,314.159,0.8196,12,383.31,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.05-23,AB,Moderate detritus.,cone + half sphere,328.32,,,,,,,,,
Phyto,5/18/2023,15:20,E0523B1224,NZ004,3,61,3,4.92%,0.0683,314.159,0.9562,14,109.52,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,2,2,9.3,,,i,BSA.05-24,CB,High sediment.,cone + half sphere,337.38,,,,,,,,,
Phyto,5/16/2023,12:55,E0523B1096,EZ6,3,62,5,8.06%,0.0683,314.159,0.4098,6,153.32,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,2,2,9.3,,,i,BSA.05-25,AB,Moderate detritus.,cone + half sphere,300.69,,,,,,,,,
Phyto,6/13/2023,11:15,E0623B1340,D6,3,63,1,1.59%,0.0683,314.159,2.2539,33,139.38,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,8.3,,,i,BSA.06-01,ZW,Cannot meet tally in 2 transects.,cone + half sphere,225.44,,,,,,,,,
Phyto,6/8/2023,9:05,E0623B1240,D28A,3,60,3,5.00%,5.96,314.159,11.92,2,8.79,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,2,2,8.3,,,i,BSA.06-02,BB,Cannot meet tally in 2 transects.,cone + half sphere,250.69,,,,,,,,,
Phyto,6/8/2023,7:00,E0623B1238,D12,3,61,4,6.56%,5.9,314.159,11.8,2,6.66,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,7.4,,,i,BSA.06-05,BS,Cannot meet tally in 2 transects. High sediment and low detritus. Many broken diatoms.,cone + half sphere,172.03,,,,,,,,,
Phyto,6/12/2023,12:35,E0623B1282,NZ068,3,61,5,8.20%,0.0683,314.159,0.9562,14,65.71,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,2,2,7.4,,,i,BSA.06-07,CB,Cannot meet tally in 2 transects.,cone + half sphere,186.37,,,,,,,,,
Phyto,6/12/2023,11:00,E0623B1280,D4,3,61,3,4.92%,5.9,314.159,11.8,2,8.87,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,7,,,i,BSA.06-08,CB,Cannot meet tally in 2 transects. High sediment. Poorly Preserved.,cone + half sphere,137.26,,,,,,,,,
Phyto,6/9/2023,6:55,E0623B1255,D16,3,60,4,6.67%,0.0683,314.159,2.1856,32,35.94,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,2,2,6.1,,,i,BSA.06-09,AB,Cannot meet tally in 2 transects. Moderate sediment and detritus. ,cone + half sphere,51.52,,,,,,,,,
Phyto,6/8/2023,8:15,E0623B1239,D19,3,63,4,6.35%,0.0697,314.159,1.1152,16,70.43,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,2,2,9.3,,,i,BSA.06-11,BB,Cannot meet tally in 2 transects. ,cone + half sphere,258.62,,,,,,,,,
Phyto,6/15/2023,13:30,E0623B1428,NZ004,3,64,3,4.69%,5.96,314.159,11.92,2,8.79,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,7,7,9.3,,,i,BSA.06-12,BB,Cannot meet tally in 2 transects.,cone + half sphere,283.36,,,,,,,,,
Phyto,6/9/2023,9:15,E0623B1257,MD10A,3,58,4,6.90%,5.9,314.159,11.8,2,6.66,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,8.3,,,i,BSA.06-15,ZW,Cannot meet tally in 2 transects.,cone + half sphere,225.44,,,,,,,,,
Phyto,6/9/2023,10:50,E0623B1258,P8,3,61,3,4.92%,0.0683,314.159,0.9562,14,109.52,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,3,3,7.4,,,i,BSA.06-16,AB,Cannot meet tally in 2 transects. Poorly preserved. High sediment.,cone + half sphere,159.69,,,,,,,,,
Phyto,6/13/2023,11:40,E0623B1310,EZ2,3,62,2,3.23%,0.0683,314.159,0.8879,13,176.91,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,8.3,,,i,BSA.06-18,ZW,Cannot meet tally in 2 transects.,cone + half sphere,232.66,,,,,,,,,
Phyto,6/15/2023,12:30,E0623B1426,NZ325,3,63,3,4.76%,0.0697,314.159,0.7667,11,136.58,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,2,2,9.3,,,i,BSA.06-19,BB,Cannot meet tally in 2 transects.,cone + half sphere,291.94,,,,,,,,,
Phyto,6/15/2023,11:45,E0623B1425,D41,3,62,4,6.45%,0.0683,314.159,1.0928,16,71.87,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,2,2,7,,,i,BSA.06-23,CB,Cannot meet tally in 2 transects.,cone + half sphere,137.26,,,,,,,,,
Phyto,7/10/2023,11:45,E0723B1552,D19,3,59,4,6.78%,0.0683,314.159,2.4588,36,31.94,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,8,8,6,,,i,BSA.07-02,AB,Cannot meet tally in 2 transects. Moderate sediment and detritus.,cone + half sphere,78.63,,,,,,,,,
Phyto,7/7/2023,11:15,E0723B1542,C10A,3,60,1,1.67%,0.0683,314.159,3.415,50,91.99,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,3,3,8.3,,,i,BSA.07-03,ZW,Cannot meet tally in 50 fields. Cannot meet tally in 2 transects.,cone + half sphere,186.26,,,,,,,,,
Phyto,7/10/2023,10:25,E0723B1551,D12,3,58,3,5.17%,0.0683,314.159,0.8879,13,117.94,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,7.3,,,i,BSA.07-04,CB,Cannot meet tally in 2 transects. Moderate sediment.,cone + half sphere,153.46,,,,,,,,,
Phyto,7/11/2023,12:55,E0723B1570,MD10A,3,59,3,5.08%,5.9,314.159,11.8,2,8.87,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,7.4,,,i,BSA.07-07,CB,Cannot meet tally in 2 transects.,cone + half sphere,159.13,,,,,,,,,
Phyto,7/12/2023,12:05,E0723B1593,D4,3,57,2,3.51%,5.96,314.159,11.92,2,13.18,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,3,3,9.3,,,i,BSA.07-08,BB,Cannot meet tally in 2 transects.,cone + half sphere,239.87,,,,,,,,,
Phyto,7/12/2023,13:40,E0723B1595,NZ068,3,59,3,5.08%,5.9,314.159,11.8,2,8.87,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,2,2,8.3,,,i,BSA.07-10,ZW,Cannot meet tally in 2 transects.,cone + half sphere,232.66,,,,,,,,,
Phyto,7/12/2023,12:50,E0723B1594,D22,3,57,3,5.26%,0.0683,314.159,0.9562,14,109.52,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.07-12,CB,Cannot meet tally in 2 transects. High sediment and detritus.,cone + half sphere,294.36,,,,,,,,,
Phyto,7/13/2023,13:15,E0723B1654,NZS42,3,58,1,1.72%,5.9,314.159,11.8,2,26.62,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,7.4,,,i,BSA.07-14,CB,Cannot meet tally in 2 transects. High sediment.,cone + half sphere,159.13,,,,,,,,,
Phyto,7/14/2023,15:50,E0723B1622,EZ6,3,61,1,1.64%,5.9,314.159,11.8,2,26.62,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,2,2,8.3,,,i,BSA.07-15,ZW,Cannot meet tally in 2 transects.,cone + half sphere,189.53,,,,,,,,,
Phyto,7/17/2023,15:00,E0723B1739,NZ325,3,62,2,3.23%,0.0697,314.159,1.4637,21,107.32,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,3,3,12.1,,,i,BSA.07-18,BB,Cannot meet tally in 2 transects.,cone + half sphere,438.53,,,,,,,,,
Phyto,7/17/2023,15:35,E0723B1741,NZ004,3,62,3,4.84%,0.0683,314.159,1.6392,24,63.88,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,12,12,8.3,,,i,BSA.07-21,ZW,Cannot meet tally in 2 transects.,cone + half sphere,197.7,,,,,,,,,
Phyto,7/14/2023,17:10,E0723B1623,EZ2,3,57,1,1.75%,0.0683,314.159,1.0928,16,287.48,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,7.4,,,i,BSA.07-24,CB,Cannot meet tally in 2 transects. Poorly preserved.,cone + half sphere,186.37,,,,,,,,,
Phyto,7/17/2023,14:10,E0723B1738,D41,3,61,3,4.92%,0.0683,314.159,1.5026,22,69.69,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,4,4,9.3,,,i,BSA.07-25,CB,Cannot meet tally in 2 transects.,cone + half sphere,241.99,,,,,,,,,
Phyto,8/8/2023,11:30,E0823B1765,D19,3,61,8,13.11%,0.0683,314.159,1.2294,18,31.94,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,5,5,9.3,,,i,BSA.08-01,CB,Cannot meet tally in 2 transects. Poorly preserved. High sediment.,cone + half sphere,135.15,,,,,,,,,
Phyto,8/8/2023,12:30,E0823B1766,D28A,3,62,8,12.90%,0.0683,314.159,1.0928,16,35.94,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,15,15,9.3,,,i,BSA.08-04,AB,Cannot meet tally in 2 transects. Poorly preserved. Low sediment and detritus.,cone + half sphere,52.63,,,,,,,,,
Phyto,8/8/2023,10:15,E0823B1764,D12,3,61,3,4.92%,0.0683,314.159,1.2294,18,85.18,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,7.4,,,i,BSA.08-06,AB,Cannot meet tally in 2 transects. Moderate sediment and detritus.,cone + half sphere,45.26,,,,,,,,,
Phyto,8/4/2023,10:15,E0823B1755,C10A,3,63,3,4.76%,0.0683,314.159,0.9562,14,109.52,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.08-07,CB,Cannot meet tally in 2 transects.,cone + half sphere,186.37,,,,,,,,,
Phyto,8/9/2023,10:20,E0823B1866,D16,3,60,7,11.67%,5.96,314.159,11.92,2,3.77,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,2,2,9.3,,,i,BSA.08-08,BB,Cannot meet tally in 2 transects.,cone + half sphere,133.84,,,,,,,,,
Phyto,8/10/2023,13:30,E0823B1908,D22,3,62,3,4.84%,5.96,314.159,11.92,2,8.79,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,4,4,11.1,,,i,BSA.08-10,BB,Cannot meet tally in 2 transects.,cone + half sphere,223.84,,,,,,,,,
Phyto,8/11/2023,14:10,E0823B2001,D10,3,61,2,3.28%,0.0683,314.159,1.0245,15,153.32,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.08-15,CB,Cannot meet tally in 2 transects.,cone + half sphere,159.13,,,,,,,,,
Phyto,8/14/2023,14:00,E0823B2054,D7,3,61,1,1.64%,0.0683,314.159,2.732,40,114.99,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,10.2,,,i,BSA.08-17,ZW,Cannot meet tally in 2 transects.,cone + half sphere,112.82,,,,,,,,,
Phyto,8/15/2023,14:30,E0823B2117,NZ325,3,61,1,1.64%,0.0683,314.159,3.415,50,91.99,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,7.4,,,i,BSA.08-21,AB,Cannot meet tally in 50 fields. Cannot meet tally in 2 transects.,cone + half sphere,69.38,,,,,,,,,
Phyto,8/15/2023,15:10,E0823B2119,NZ004,3,63,2,3.17%,0.0683,314.159,3.415,50,46,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.08-22,CB,Cannot meet tally in 50 fields. Cannot meet tally in 2 transects.,cone + half sphere,159.13,,,,,,,,,
Phyto,8/15/2023,14:50,E0823B2118,NZ002,3,63,2,3.17%,5.9,314.159,11.8,2,13.31,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,6.5,,,i,BSA.08-23,ZW,Cannot meet tally in 50 fields. Cannot meet tally in 2 transects.,cone + half sphere,118.35,,,,,,,,,
Phyto,8/15/2023,13:40,E0823B2116,D41,3,63,2,3.17%,0.0697,314.159,3.485,50,45.07,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,6,6,9.3,,,i,BSA.08-24,BB,Cannot meet tally in 50 fields. Cannot meet tally in 2 transects.,cone + half sphere,109.33,,,,,,,,,
Phyto,8/9/2023,12:50,E0823B1868,MD10A,3,62,6,9.68%,0.0683,314.159,1.9807,29,26.44,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,13,13,11.1,,,i,BSA.08-25,ZW,Cannot meet tally in 2 transects.,cone + half sphere,116.14,,,,,,,,,
Phyto,9/5/2023,11:00,E0923B2134,D19,3,62,5,8.06%,0.0683,314.159,1.2294,18,51.11,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,3,3,7.4,,,i,BSA.09-02,CB,Cannot meet tally in 2 transects.,cone + half sphere,105.67,,,,,,,,,
Phyto,9/5/2023,12:05,E0923B2135,D28A,3,61,4,6.56%,0.0683,314.159,1.366,20,57.5,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,4,4,9.3,,,i,BSA.09-04,CB,Cannot meet tally in 2 transects.,cone + half sphere,155.22,,,,,,,,,
Phyto,9/6/2023,9:55,E0923B2200,D26,3,61,5,8.20%,5.9,314.159,11.8,2,5.32,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.09-08,CB,Cannot meet tally in 2 transects.,cone + half sphere,186.37,,,,,,,,,
Phyto,9/7/2023,14:00,E0923B2236,NZ068,3,62,7,11.29%,0.0683,314.159,1.0245,15,43.81,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,5,5,9.3,,,i,BSA.09-11,CB,Cannot meet tally in 2 transects.,cone + half sphere,153.94,,,,,,,,,
Phyto,9/8/2023,11:35,E0923B2363,D6,3,60,4,6.67%,0.0683,314.159,1.0928,16,71.87,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,5,5,11.1,,,i,BSA.09-13,CB,Cannot meet tally in 2 transects.,cone + half sphere,251.57,,,,,,,,,
Phyto,9/6/2023,13:10,E0923B2202,P8,3,60,4,6.67%,0.0683,314.159,0.8879,13,88.46,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,2,2,9.3,,,i,BSA.09-14,CB,Cannot meet tally in 2 transects. ,cone + half sphere,123.88,,,,,,,,,
Phyto,9/7/2023,12:55,E0923B2235,D22,3,61,3,4.92%,0.0683,314.159,1.1611,17,90.19,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.09-15,CB,Cannot meet tally in 2 transects. High sediment.,cone + half sphere,186.37,,,,,,,,,
Phyto,9/8/2023,13:45,E0923B2273,EZ6,3,60,2,3.33%,0.0683,314.159,1.0245,15,153.32,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.09-21,CB,Cannot meet tally in 2 transects.,cone + half sphere,186.37,,,,,,,,,
Phyto,9/5/2023,9:30,E0923B2175,EZ2-SJR,3,62,2,3.23%,0.0683,314.159,3.415,50,46,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,11.1,,,i,BSA.09-24,AS,Cannot meet tally in 50 fields. Cannot meet tallly in 2 transects. Moderate sediment and detritus. Many broken diatoms.,cone + half sphere,212.17,,,,,,,,,
Phyto,9/12/2023,14:05,E0923B2482,NZ002,3,62,2,3.23%,0.0683,314.159,2.049,30,76.66,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,2,2,9.3,,,i,BSA.09-25,CB,Cannot meet tally in 2 transects.,cone + half sphere,123.88,,,,,,,,,
Phyto,9/8/2023,14:20,E0923B2274,EZ2,3,57,5,8.77%,0.0683,314.159,0.8879,13,70.76,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.09-27,CB,Cannot meet tally in 2 transects.,cone + half sphere,186.37,,,,,,,,,
Phyto,10/2/2023,8:30,E1023B2486,C3A,3,58,4,6.90%,0.0683,314.159,1.1611,17,67.64,1364,Plagioselmis nannoplanctica,Cryptophyte,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.10-02,CB,Cannot meet tally in 2 transects.,cone + half sphere,159.13,,,,,,,,,
