SampleID,Genus,Units.per.mL,,SampleDate,Season,Month,StationCode,Region,RegionAbbreviation,SampleType
2019-01-10-D22-Surface,Eucapsis,389134.62,,1/10/2019,Winter,Jan,D22,Confluence,CON,Surface
2019-01-10-D4-Regular,Achnanthidium,450.73,,1/10/2019,Winter,Jan,D4,Confluence,CON,Regular
2019-01-10-D4-Regular,Coccomyxa,450.73,,1/10/2019,Winter,Jan,D4,Confluence,CON,Regular
2019-01-10-D4-Regular,Cocconeis,450.73,,1/10/2019,Winter,Jan,D4,Confluence,CON,Regular
2019-01-10-D4-Regular,Eucapsis,207335.8,,1/10/2019,Winter,Jan,D4,Confluence,CON,Regular
2019-01-10-D4-Regular,Plagioselmis,1352.19,,1/10/2019,Winter,Jan,D4,Confluence,CON,Regular
2019-01-10-D4-Surface,Chlorella,383.31,,1/10/2019,Winter,Jan,D4,Confluence,CON,Surface
2019-01-10-D4-Surface,Cocconeis,766.62,,1/10/2019,Winter,Jan,D4,Confluence,CON,Surface
2019-01-10-D4-Surface,Eucapsis,153707.31,,1/10/2019,Winter,Jan,D4,Confluence,CON,Surface
2019-01-10-D4-Surface,Nitzschia,383.31,,1/10/2019,Winter,Jan,D4,Confluence,CON,Surface
2019-01-10-D4-Surface,Plagioselmis,383.31,,1/10/2019,Winter,Jan,D4,Confluence,CON,Surface
2019-01-10-EZ2-Surface,Achnanthidium,511.08,,1/10/2019,Winter,Jan,EZ2,Low Salinity Zone,LSZ,Surface
2019-01-10-EZ2-Surface,Chlorella,2044.32,,1/10/2019,Winter,Jan,EZ2,Low Salinity Zone,LSZ,Surface
2019-01-10-EZ2-Surface,Chrysosaccus,511.08,,1/10/2019,Winter,Jan,EZ2,Low Salinity Zone,LSZ,Surface
2019-01-10-EZ2-Surface,Cyclotella,1022.16,,1/10/2019,Winter,Jan,EZ2,Low Salinity Zone,LSZ,Surface
2019-01-10-EZ2-Surface,Encyonema,511.08,,1/10/2019,Winter,Jan,EZ2,Low Salinity Zone,LSZ,Surface
2019-01-10-EZ2-Surface,Eucapsis,217720.08,,1/10/2019,Winter,Jan,EZ2,Low Salinity Zone,LSZ,Surface
2019-01-10-EZ6-Surface,Epithemia,511.08,,1/10/2019,Winter,Jan,EZ6,Low Salinity Zone,LSZ,Surface
2019-01-10-EZ6-Surface,Eucapsis,210053.88,,1/10/2019,Winter,Jan,EZ6,Low Salinity Zone,LSZ,Surface
2019-01-10-EZ6-Surface,Navicula,511.08,,1/10/2019,Winter,Jan,EZ6,Low Salinity Zone,LSZ,Surface
2019-01-10-NZ068-Regular,Chlorella,4507.3,,1/10/2019,Winter,Jan,NZ068,Northern Interior Delta,NID,Regular
2019-01-10-NZ068-Regular,Coccomyxa,4507.3,,1/10/2019,Winter,Jan,NZ068,Northern Interior Delta,NID,Regular
2019-01-10-NZ068-Regular,Eucapsis,540876,,1/10/2019,Winter,Jan,NZ068,Northern Interior Delta,NID,Regular
2019-01-10-NZ068-Regular,Monoraphidium,901.46,,1/10/2019,Winter,Jan,NZ068,Northern Interior Delta,NID,Regular
2019-01-10-NZ068-Regular,Nitzschia,2704.38,,1/10/2019,Winter,Jan,NZ068,Northern Interior Delta,NID,Regular
2019-01-10-NZ068-Surface,Chlorella,3863.4,,1/10/2019,Winter,Jan,NZ068,Northern Interior Delta,NID,Surface
2019-01-10-NZ068-Surface,Chroococcus,1287.8,,1/10/2019,Winter,Jan,NZ068,Northern Interior Delta,NID,Surface
2019-01-10-NZ068-Surface,Eucapsis,535724.8,,1/10/2019,Winter,Jan,NZ068,Northern Interior Delta,NID,Surface
2019-01-10-NZ068-Surface,Planothidium,2575.6,,1/10/2019,Winter,Jan,NZ068,Northern Interior Delta,NID,Surface
2019-01-11-D12-Regular,Chlorella,2575.6,,1/11/2019,Winter,Jan,D12,Confluence,CON,Regular
2019-01-11-D12-Regular,Coccomyxa,3863.4,,1/11/2019,Winter,Jan,D12,Confluence,CON,Regular
2019-01-11-D12-Regular,Cyclotella,1287.8,,1/11/2019,Winter,Jan,D12,Confluence,CON,Regular
2019-01-11-D12-Regular,Eucapsis,574358.8,,1/11/2019,Winter,Jan,D12,Confluence,CON,Regular
2019-01-11-D12-Surface,Cocconeis,574.96,,1/11/2019,Winter,Jan,D12,Confluence,CON,Surface
2019-01-11-D12-Surface,Eucapsis,235158.64,,1/11/2019,Winter,Jan,D12,Confluence,CON,Surface
2019-01-11-D19-Regular,Chlorella,1001.62,,1/11/2019,Winter,Jan,D19,Central Delta,CED,Regular
2019-01-11-D19-Regular,Cocconeis,1001.62,,1/11/2019,Winter,Jan,D19,Central Delta,CED,Regular
2019-01-11-D19-Regular,Cyclotella,500.81,,1/11/2019,Winter,Jan,D19,Central Delta,CED,Regular
2019-01-11-D19-Regular,Eucapsis,205332.1,,1/11/2019,Winter,Jan,D19,Central Delta,CED,Regular
2019-01-11-D19-Regular,Nitzschia,2003.24,,1/11/2019,Winter,Jan,D19,Central Delta,CED,Regular
2019-01-11-D19-Surface,Eucapsis,252523.53,,1/11/2019,Winter,Jan,D19,Central Delta,CED,Surface
2019-01-11-D19-Surface,Nitzschia,459.97,,1/11/2019,Winter,Jan,D19,Central Delta,CED,Surface
2019-01-11-D28A-Regular,Chlorella,2253.64,,1/11/2019,Winter,Jan,D28A,Central Delta,CED,Regular
2019-01-11-D28A-Regular,Cyclotella,1126.82,,1/11/2019,Winter,Jan,D28A,Central Delta,CED,Regular
2019-01-11-D28A-Regular,Eucapsis,228744.46,,1/11/2019,Winter,Jan,D28A,Central Delta,CED,Regular
2019-01-11-D28A-Regular,Melosira,563.41,,1/11/2019,Winter,Jan,D28A,Central Delta,CED,Regular
2019-01-11-D28A-Regular,Nitzschia,1126.82,,1/11/2019,Winter,Jan,D28A,Central Delta,CED,Regular
2019-01-11-D28A-Regular,Plagioselmis,563.41,,1/11/2019,Winter,Jan,D28A,Central Delta,CED,Regular
2019-01-11-D28A-Regular,Ulnaria,563.41,,1/11/2019,Winter,Jan,D28A,Central Delta,CED,Regular
2019-01-11-D28A-Surface,Chlorella,574.96,,1/11/2019,Winter,Jan,D28A,Central Delta,CED,Surface
2019-01-11-D28A-Surface,Cocconeis,574.96,,1/11/2019,Winter,Jan,D28A,Central Delta,CED,Surface
2019-01-11-D28A-Surface,Cyclotella,287.48,,1/11/2019,Winter,Jan,D28A,Central Delta,CED,Surface
2019-01-11-D28A-Surface,Eucapsis,123616.4,,1/11/2019,Winter,Jan,D28A,Central Delta,CED,Surface
2019-01-11-D28A-Surface,Kephyrion,287.48,,1/11/2019,Winter,Jan,D28A,Central Delta,CED,Surface
2019-01-11-D28A-Surface,Plagioselmis,574.96,,1/11/2019,Winter,Jan,D28A,Central Delta,CED,Surface
2019-01-15-D16-Regular,Chlorella,901.46,,1/15/2019,Winter,Jan,D16,Central Delta,CED,Regular
2019-01-15-D16-Regular,Coccomyxa,450.73,,1/15/2019,Winter,Jan,D16,Central Delta,CED,Regular
2019-01-15-D16-Regular,Eucapsis,179390.54,,1/15/2019,Winter,Jan,D16,Central Delta,CED,Regular
2019-01-15-D16-Regular,Plagioselmis,450.73,,1/15/2019,Winter,Jan,D16,Central Delta,CED,Regular
2019-01-15-D16-Surface,Eucapsis,256432.16,,1/15/2019,Winter,Jan,D16,Central Delta,CED,Surface
2019-01-15-D26-Regular,Achnanthidium,901.46,,1/15/2019,Winter,Jan,D26,Central Delta,CED,Regular
2019-01-15-D26-Regular,Eucapsis,361485.46,,1/15/2019,Winter,Jan,D26,Central Delta,CED,Regular
2019-01-15-D26-Regular,Melosira,901.46,,1/15/2019,Winter,Jan,D26,Central Delta,CED,Regular
2019-01-15-D26-Regular,Nitzschia,901.46,,1/15/2019,Winter,Jan,D26,Central Delta,CED,Regular
2019-01-15-D26-Regular,Ulnaria,901.46,,1/15/2019,Winter,Jan,D26,Central Delta,CED,Regular
2019-01-15-D26-Surface,Cocconeis,459.97,,1/15/2019,Winter,Jan,D26,Central Delta,CED,Surface
2019-01-15-D26-Surface,Eucapsis,207906.44,,1/15/2019,Winter,Jan,D26,Central Delta,CED,Surface
2019-01-15-EZ2-Regular,Coccomyxa,1878.05,,1/15/2019,Winter,Jan,EZ2,Low Salinity Zone,LSZ,Regular
2019-01-15-EZ2-Regular,Entomoneis,375.61,,1/15/2019,Winter,Jan,EZ2,Low Salinity Zone,LSZ,Regular
2019-01-15-EZ2-Regular,Eucapsis,161136.69,,1/15/2019,Winter,Jan,EZ2,Low Salinity Zone,LSZ,Regular
2019-01-15-EZ6-Regular,Chlorella,3605.84,,1/15/2019,Winter,Jan,EZ6,Low Salinity Zone,LSZ,Regular
2019-01-15-EZ6-Regular,Entomoneis,901.46,,1/15/2019,Winter,Jan,EZ6,Low Salinity Zone,LSZ,Regular
2019-01-15-EZ6-Regular,Eucapsis,357879.62,,1/15/2019,Winter,Jan,EZ6,Low Salinity Zone,LSZ,Regular
2019-01-15-MD10A-Regular,Chlorella,901.48,,1/15/2019,Winter,Jan,MD10A,Southern Interior Delta,SID,Regular
2019-01-15-MD10A-Regular,Coccomyxa,1802.96,,1/15/2019,Winter,Jan,MD10A,Southern Interior Delta,SID,Regular
2019-01-15-MD10A-Regular,Cocconeis,225.37,,1/15/2019,Winter,Jan,MD10A,Southern Interior Delta,SID,Regular
2019-01-15-MD10A-Regular,Eucapsis,104346.31,,1/15/2019,Winter,Jan,MD10A,Southern Interior Delta,SID,Regular
2019-01-15-MD10A-Regular,Plagioselmis,225.37,,1/15/2019,Winter,Jan,MD10A,Southern Interior Delta,SID,Regular
2019-01-15-MD10A-Surface,Chlorella,3136.2,,1/15/2019,Winter,Jan,MD10A,Southern Interior Delta,SID,Surface
2019-01-15-MD10A-Surface,Eucapsis,85095.56,,1/15/2019,Winter,Jan,MD10A,Southern Interior Delta,SID,Surface
2019-01-15-P8-Regular,Chlorella,600.98,,1/15/2019,Winter,Jan,P8,Southern Interior Delta,SID,Regular
2019-01-15-P8-Regular,Coccomyxa,1201.96,,1/15/2019,Winter,Jan,P8,Southern Interior Delta,SID,Regular
2019-01-15-P8-Regular,Eucapsis,123801.88,,1/15/2019,Winter,Jan,P8,Southern Interior Delta,SID,Regular
2019-01-15-P8-Regular,Monoraphidium,300.49,,1/15/2019,Winter,Jan,P8,Southern Interior Delta,SID,Regular
2019-01-15-P8-Surface,Chlorella,2012.36,,1/15/2019,Winter,Jan,P8,Southern Interior Delta,SID,Surface
2019-01-15-P8-Surface,Eucapsis,111829.72,,1/15/2019,Winter,Jan,P8,Southern Interior Delta,SID,Surface
2019-01-15-P8-Surface,Melosira,1149.92,,1/15/2019,Winter,Jan,P8,Southern Interior Delta,SID,Surface
2019-01-16-D10-Regular,Coccomyxa,12620.44,,1/16/2019,Winter,Jan,D10,Confluence,CON,Regular
2019-01-16-D10-Regular,Eucapsis,170375.94,,1/16/2019,Winter,Jan,D10,Confluence,CON,Regular
2019-01-16-D10-Surface,Chlorella,901.46,,1/16/2019,Winter,Jan,D10,Confluence,CON,Surface
2019-01-16-D10-Surface,Eucapsis,226717.19,,1/16/2019,Winter,Jan,D10,Confluence,CON,Surface
2019-01-16-D10-Surface,Ulnaria,450.73,,1/16/2019,Winter,Jan,D10,Confluence,CON,Surface
2019-01-16-D6-Regular,Chlorella,1001.62,,1/16/2019,Winter,Jan,D6,San Pablo Bay,SPB,Regular
2019-01-16-D6-Regular,Coccomyxa,1001.62,,1/16/2019,Winter,Jan,D6,San Pablo Bay,SPB,Regular
2019-01-16-D6-Regular,Eucapsis,205332.1,,1/16/2019,Winter,Jan,D6,San Pablo Bay,SPB,Regular
2019-01-16-D6-Regular,Thalassiosira,500.81,,1/16/2019,Winter,Jan,D6,San Pablo Bay,SPB,Regular
2019-01-16-D6-Surface,Cyclotella,321.95,,1/16/2019,Winter,Jan,D6,San Pablo Bay,SPB,Surface
2019-01-16-D6-Surface,Eucapsis,128780,,1/16/2019,Winter,Jan,D6,San Pablo Bay,SPB,Surface
2019-01-16-D6-Surface,Fragilaria,321.95,,1/16/2019,Winter,Jan,D6,San Pablo Bay,SPB,Surface
2019-01-16-D6-Surface,Plagioselmis,321.95,,1/16/2019,Winter,Jan,D6,San Pablo Bay,SPB,Surface
2019-01-16-D8-Regular,Chlorella,643.9,,1/16/2019,Winter,Jan,D8,Grizzly.Suisun Bay,GSB,Regular
2019-01-16-D8-Regular,Coccomyxa,3863.4,,1/16/2019,Winter,Jan,D8,Grizzly.Suisun Bay,GSB,Regular
2019-01-16-D8-Regular,Eucapsis,127814.15,,1/16/2019,Winter,Jan,D8,Grizzly.Suisun Bay,GSB,Regular
2019-01-16-D8-Regular,Plagioselmis,321.95,,1/16/2019,Winter,Jan,D8,Grizzly.Suisun Bay,GSB,Regular
2019-01-16-D8-Surface,Eucapsis,248802.96,,1/16/2019,Winter,Jan,D8,Grizzly.Suisun Bay,GSB,Surface
2019-01-16-NZS42-Regular,Chlorella,14423.36,,1/16/2019,Winter,Jan,NZS42,Grizzly.Suisun Bay,GSB,Regular
2019-01-16-NZS42-Regular,Eucapsis,1004226.44,,1/16/2019,Winter,Jan,NZS42,Grizzly.Suisun Bay,GSB,Regular
2019-01-16-NZS42-Regular,Microcystis,7211.68,,1/16/2019,Winter,Jan,NZS42,Grizzly.Suisun Bay,GSB,Regular
2019-01-17-D7-Regular,Chlorella,1229.25,,1/17/2019,Winter,Jan,D7,Grizzly.Suisun Bay,GSB,Regular
2019-01-17-D7-Regular,Eucapsis,172914.5,,1/17/2019,Winter,Jan,D7,Grizzly.Suisun Bay,GSB,Regular
2019-01-17-D7-Surface,Chlorella,409.75,,1/17/2019,Winter,Jan,D7,Grizzly.Suisun Bay,GSB,Surface
2019-01-17-D7-Surface,Cyclotella,409.75,,1/17/2019,Winter,Jan,D7,Grizzly.Suisun Bay,GSB,Surface
2019-01-17-D7-Surface,Eucapsis,163900,,1/17/2019,Winter,Jan,D7,Grizzly.Suisun Bay,GSB,Surface
2019-01-17-NZ032-Regular,Chlorella,901.46,,1/17/2019,Winter,Jan,NZ032,Grizzly.Suisun Bay,GSB,Regular
2019-01-17-NZ032-Regular,Eucapsis,374105.9,,1/17/2019,Winter,Jan,NZ032,Grizzly.Suisun Bay,GSB,Regular
2019-01-17-NZ032-Regular,Microcystis,901.46,,1/17/2019,Winter,Jan,NZ032,Grizzly.Suisun Bay,GSB,Regular
2019-01-17-NZ032-Regular,Ulnaria,901.46,,1/17/2019,Winter,Jan,NZ032,Grizzly.Suisun Bay,GSB,Regular
2019-01-17-NZ032-Surface,Eucapsis,463350.44,,1/17/2019,Winter,Jan,NZ032,Grizzly.Suisun Bay,GSB,Surface
2019-01-17-NZS42-Surface,Chlorella,1287.8,,1/17/2019,Winter,Jan,NZS42,Grizzly.Suisun Bay,GSB,Surface
2019-01-17-NZS42-Surface,Eucapsis,262711.2,,1/17/2019,Winter,Jan,NZS42,Grizzly.Suisun Bay,GSB,Surface
2019-01-18-D41-Regular,Chlorella,150.24,,1/18/2019,Winter,Jan,D41,San Pablo Bay,SPB,Regular
2019-01-18-D41-Regular,Coccomyxa,600.96,,1/18/2019,Winter,Jan,D41,San Pablo Bay,SPB,Regular
2019-01-18-D41-Regular,Eucapsis,61297.92,,1/18/2019,Winter,Jan,D41,San Pablo Bay,SPB,Regular
2019-01-18-D41-Surface,Chlorella,500.82,,1/18/2019,Winter,Jan,D41,San Pablo Bay,SPB,Surface
2019-01-18-D41-Surface,Cyanodictyon,250.41,,1/18/2019,Winter,Jan,D41,San Pablo Bay,SPB,Surface
2019-01-18-D41-Surface,Eucapsis,106925.07,,1/18/2019,Winter,Jan,D41,San Pablo Bay,SPB,Surface
2019-01-18-D41-Surface,Ochromonas,751.23,,1/18/2019,Winter,Jan,D41,San Pablo Bay,SPB,Surface
2019-01-18-D41-Surface,Teleaulax,250.41,,1/18/2019,Winter,Jan,D41,San Pablo Bay,SPB,Surface
2019-01-18-D41A-Regular,Chlorella,500.82,,1/18/2019,Winter,Jan,D41A,San Pablo Bay,SPB,Regular
2019-01-18-D41A-Regular,Coccomyxa,250.41,,1/18/2019,Winter,Jan,D41A,San Pablo Bay,SPB,Regular
2019-01-18-D41A-Regular,Eucapsis,102918.51,,1/18/2019,Winter,Jan,D41A,San Pablo Bay,SPB,Regular
2019-01-18-D41A-Surface,Chlorella,450.73,,1/18/2019,Winter,Jan,D41A,San Pablo Bay,SPB,Surface
2019-01-18-D41A-Surface,Eucapsis,191109.52,,1/18/2019,Winter,Jan,D41A,San Pablo Bay,SPB,Surface
2019-01-18-D41A-Surface,Hemiselmis,450.73,,1/18/2019,Winter,Jan,D41A,San Pablo Bay,SPB,Surface
2019-01-18-D41A-Surface,Ochromonas,450.73,,1/18/2019,Winter,Jan,D41A,San Pablo Bay,SPB,Surface
2019-01-18-D41A-Surface,Plagioselmis,1352.19,,1/18/2019,Winter,Jan,D41A,San Pablo Bay,SPB,Surface
2019-01-18-NZ002-Regular,Chlorella,6385.37,,1/18/2019,Winter,Jan,NZ002,San Pablo Bay,SPB,Regular
2019-01-18-NZ002-Regular,Cyclotella,375.61,,1/18/2019,Winter,Jan,NZ002,San Pablo Bay,SPB,Regular
2019-01-18-NZ002-Regular,Eucapsis,168273.28,,1/18/2019,Winter,Jan,NZ002,San Pablo Bay,SPB,Regular
2019-01-18-NZ002-Regular,Plagioselmis,375.61,,1/18/2019,Winter,Jan,NZ002,San Pablo Bay,SPB,Regular
2019-01-18-NZ002-Surface,Chlorella,819.5,,1/18/2019,Winter,Jan,NZ002,San Pablo Bay,SPB,Surface
2019-01-18-NZ002-Surface,Chrysococcus,409.75,,1/18/2019,Winter,Jan,NZ002,San Pablo Bay,SPB,Surface
2019-01-18-NZ002-Surface,Cyclotella,819.5,,1/18/2019,Winter,Jan,NZ002,San Pablo Bay,SPB,Surface
2019-01-18-NZ002-Surface,Eucapsis,167587.75,,1/18/2019,Winter,Jan,NZ002,San Pablo Bay,SPB,Surface
2019-01-18-NZ004-Regular,Chlorella,3380.49,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Regular
2019-01-18-NZ004-Regular,Drepanochloris,375.61,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Regular
2019-01-18-NZ004-Regular,Eucapsis,146863.51,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Regular
2019-01-18-NZ004-Regular,Microcystis,375.61,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Regular
2019-01-18-NZ004-Regular,Plagioselmis,375.61,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Regular
2019-01-18-NZ004-Regular,Planothidium,375.61,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Regular
2019-01-18-NZ004-Surface,Chlamydomonas,563.41,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Surface
2019-01-18-NZ004-Surface,Chlorella,563.41,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Surface
2019-01-18-NZ004-Surface,Chroococcus,563.41,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Surface
2019-01-18-NZ004-Surface,Chrysosaccus,563.41,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Surface
2019-01-18-NZ004-Surface,Cyclotella,563.41,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Surface
2019-01-18-NZ004-Surface,Eucapsis,233251.74,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Surface
2019-01-18-NZ004-Surface,Ochromonas,563.41,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Surface
2019-01-18-NZ325-Regular,Chlorella,2253.65,,1/18/2019,Winter,Jan,NZ325,San Pablo Bay,SPB,Regular
2019-01-18-NZ325-Regular,Eucapsis,145843.35,,1/18/2019,Winter,Jan,NZ325,San Pablo Bay,SPB,Regular
2019-01-18-NZ325-Regular,Nitzschia,321.95,,1/18/2019,Winter,Jan,NZ325,San Pablo Bay,SPB,Regular
2019-01-18-NZ325-Regular,Plagioselmis,321.95,,1/18/2019,Winter,Jan,NZ325,San Pablo Bay,SPB,Regular
2019-01-18-NZ325-Surface,Chlorella,1502.44,,1/18/2019,Winter,Jan,NZ325,San Pablo Bay,SPB,Surface
2019-01-18-NZ325-Surface,Eucapsis,160385.47,,1/18/2019,Winter,Jan,NZ325,San Pablo Bay,SPB,Surface
2019-01-19-C9-Regular,Chlorella,600.98,,1/19/2019,Winter,Jan,C9,Southern Interior Delta,SID,Regular
2019-01-19-C9-Regular,Coccomyxa,300.49,,1/19/2019,Winter,Jan,C9,Southern Interior Delta,SID,Regular
2019-01-19-C9-Regular,Eucapsis,125304.33,,1/19/2019,Winter,Jan,C9,Southern Interior Delta,SID,Regular
2019-01-19-C9-Regular,Microcystis,300.49,,1/19/2019,Winter,Jan,C9,Southern Interior Delta,SID,Regular
2019-01-19-C9-Regular,Rhoicosphenia,300.49,,1/19/2019,Winter,Jan,C9,Southern Interior Delta,SID,Regular
2019-02-07-C10A-Regular,Aulacoseira,12395.13,,2/7/2019,Winter,Feb,C10A,Southern Interior Delta,SID,Regular
2019-02-07-C10A-Regular,Chlorella,3380.49,,2/7/2019,Winter,Feb,C10A,Southern Interior Delta,SID,Regular
2019-02-07-C10A-Regular,Eucapsis,458619.81,,2/7/2019,Winter,Feb,C10A,Southern Interior Delta,SID,Regular
2019-02-07-C10A-Surface,Cocconeis,901.46,,2/7/2019,Winter,Feb,C10A,Southern Interior Delta,SID,Surface
2019-02-07-C10A-Surface,Eucapsis,578737.32,,2/7/2019,Winter,Feb,C10A,Southern Interior Delta,SID,Surface
2019-02-07-C10A-Surface,Navicula,901.46,,2/7/2019,Winter,Feb,C10A,Southern Interior Delta,SID,Surface
2019-02-07-C3A-Regular,Aulacoseira,5634.15,,2/7/2019,Winter,Feb,C3A,Northern Interior Delta,NID,Regular
2019-02-07-C3A-Regular,Chlorella,4507.32,,2/7/2019,Winter,Feb,C3A,Northern Interior Delta,NID,Regular
2019-02-07-C3A-Regular,Eucapsis,476649.09,,2/7/2019,Winter,Feb,C3A,Northern Interior Delta,NID,Regular
2019-02-07-C3A-Regular,Geissleria,1126.83,,2/7/2019,Winter,Feb,C3A,Northern Interior Delta,NID,Regular
2019-02-07-C3A-Surface,Chlorella,1802.92,,2/7/2019,Winter,Feb,C3A,Northern Interior Delta,NID,Surface
2019-02-07-C3A-Surface,Eucapsis,915883.36,,2/7/2019,Winter,Feb,C3A,Northern Interior Delta,NID,Surface
2019-02-07-C9-Regular,Chlorella,187.8,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Regular
2019-02-07-C9-Regular,Cyclotella,187.8,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Regular
2019-02-07-C9-Regular,Eucapsis,74744.4,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Regular
2019-02-07-C9-Regular,Geissleria,187.8,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Regular
2019-02-07-C9-Regular,Nitzschia,187.8,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Regular
2019-02-07-C9-Regular,Plagioselmis,375.6,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Regular
2019-02-07-C9-Regular,Rhoicosphenia,187.8,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Regular
2019-02-07-C9-Surface,Chlorella,511.08,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Surface
2019-02-07-C9-Surface,Eucapsis,101960.46,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Surface
2019-02-07-C9-Surface,Melosira,511.08,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Surface
2019-02-07-C9-Surface,Nitzschia,255.54,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Surface
2019-02-12-D22-Regular,Chlorella,6310.22,,2/12/2019,Winter,Feb,D22,Confluence,CON,Regular
2019-02-12-D22-Regular,Eucapsis,388529.26,,2/12/2019,Winter,Feb,D22,Confluence,CON,Regular
2019-02-12-D22-Regular,Microcystis,901.46,,2/12/2019,Winter,Feb,D22,Confluence,CON,Regular
2019-02-12-D22-Surface,Eucapsis,423172.4,,2/12/2019,Winter,Feb,D22,Confluence,CON,Surface
2019-02-12-D4-Regular,Chlorella,2253.65,,2/12/2019,Winter,Feb,D4,Confluence,CON,Regular
2019-02-12-D4-Regular,Cyclotella,450.73,,2/12/2019,Winter,Feb,D4,Confluence,CON,Regular
2019-02-12-D4-Regular,Eucapsis,188405.14,,2/12/2019,Winter,Feb,D4,Confluence,CON,Regular
2019-02-12-D4-Surface,Achnanthidium,919.94,,2/12/2019,Winter,Feb,D4,Confluence,CON,Surface
2019-02-12-D4-Surface,Chlorella,919.94,,2/12/2019,Winter,Feb,D4,Confluence,CON,Surface
2019-02-12-D4-Surface,Eucapsis,515166.4,,2/12/2019,Winter,Feb,D4,Confluence,CON,Surface
2019-02-12-D4-Surface,Nitzschia,919.94,,2/12/2019,Winter,Feb,D4,Confluence,CON,Surface
2019-02-12-NZ068-Regular,Chlorella,1802.92,,2/12/2019,Winter,Feb,NZ068,Northern Interior Delta,NID,Regular
2019-02-12-NZ068-Regular,Eucapsis,405657,,2/12/2019,Winter,Feb,NZ068,Northern Interior Delta,NID,Regular
2019-02-12-NZ068-Surface,Chlorella,919.94,,2/12/2019,Winter,Feb,NZ068,Northern Interior Delta,NID,Surface
2019-02-12-NZ068-Surface,Eucapsis,528045.56,,2/12/2019,Winter,Feb,NZ068,Northern Interior Delta,NID,Surface
2019-02-12-NZ068-Surface,Plagioselmis,919.94,,2/12/2019,Winter,Feb,NZ068,Northern Interior Delta,NID,Surface
2019-02-13-D12-Regular,Chlorella,1802.92,,2/13/2019,Winter,Feb,D12,Confluence,CON,Regular
2019-02-13-D12-Regular,Eucapsis,365992.76,,2/13/2019,Winter,Feb,D12,Confluence,CON,Regular
2019-02-13-D12-Surface,Chlorella,1839.88,,2/13/2019,Winter,Feb,D12,Confluence,CON,Surface
2019-02-13-D12-Surface,Cyclotella,919.94,,2/13/2019,Winter,Feb,D12,Confluence,CON,Surface
2019-02-13-D12-Surface,Eucapsis,482968.5,,2/13/2019,Winter,Feb,D12,Confluence,CON,Surface
2019-02-13-D19-Regular,Chlorella,4507.32,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Regular
2019-02-13-D19-Regular,Cocconeis,1502.44,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Regular
2019-02-13-D19-Regular,Eucapsis,344809.98,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Regular
2019-02-13-D19-Regular,Melosira,751.22,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Regular
2019-02-13-D19-Regular,Thalassiosira,751.22,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Regular
2019-02-13-D19-Regular,Ulnaria,3004.88,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Regular
2019-02-13-D19-Surface,Bacillaria,919.94,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Surface
2019-02-13-D19-Surface,Eucapsis,448930.72,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Surface
2019-02-13-D19-Surface,Navicula,919.94,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Surface
2019-02-13-D28A-Regular,Chlorella,1639,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Regular
2019-02-13-D28A-Regular,Cocconeis,1229.25,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Regular
2019-02-13-D28A-Regular,Cyclotella,409.75,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Regular
2019-02-13-D28A-Regular,Eucapsis,160212.25,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Regular
