SampleID,AlgalType,BV.um3.per.mL,,SampleDate,Season,Month,StationCode,Region,RegionAbbreviation,SampleType
2019-01-18-D41A-Regular,Green Alga,5301.1797,,1/18/2019,Winter,Jan,D41A,San Pablo Bay,SPB,Regular
2019-01-18-D41A-Surface,Chrysophyte,242799.2364,,1/18/2019,Winter,Jan,D41A,San Pablo Bay,SPB,Surface
2019-01-18-D41A-Surface,Cryptophyte,269680.7736,,1/18/2019,Winter,Jan,D41A,San Pablo Bay,SPB,Surface
2019-01-18-D41A-Surface,Cyanobacterium,70097.5296,,1/18/2019,Winter,Jan,D41A,San Pablo Bay,SPB,Surface
2019-01-18-D41A-Surface,Green Alga,1618.1207,,1/18/2019,Winter,Jan,D41A,San Pablo Bay,SPB,Surface
2019-01-18-NZ002-Regular,Centric Diatom,117366.8567,,1/18/2019,Winter,Jan,NZ002,San Pablo Bay,SPB,Regular
2019-01-18-NZ002-Regular,Cryptophyte,42376.3202,,1/18/2019,Winter,Jan,NZ002,San Pablo Bay,SPB,Regular
2019-01-18-NZ002-Regular,Cyanobacterium,61119.2592,,1/18/2019,Winter,Jan,NZ002,San Pablo Bay,SPB,Regular
2019-01-18-NZ002-Regular,Green Alga,46230.0788,,1/18/2019,Winter,Jan,NZ002,San Pablo Bay,SPB,Regular
2019-01-18-NZ002-Surface,Centric Diatom,140978.585,,1/18/2019,Winter,Jan,NZ002,San Pablo Bay,SPB,Surface
2019-01-18-NZ002-Surface,Chrysophyte,707998.83,,1/18/2019,Winter,Jan,NZ002,San Pablo Bay,SPB,Surface
2019-01-18-NZ002-Surface,Cyanobacterium,60774.12,,1/18/2019,Winter,Jan,NZ002,San Pablo Bay,SPB,Surface
2019-01-18-NZ002-Surface,Green Alga,2942.005,,1/18/2019,Winter,Jan,NZ002,San Pablo Bay,SPB,Surface
2019-01-18-NZ004-Regular,Cryptophyte,353974.864,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Regular
2019-01-18-NZ004-Regular,Cyanobacterium,63643.3584,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Regular
2019-01-18-NZ004-Regular,Green Alga,13236.4964,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Regular
2019-01-18-NZ004-Regular,Pennate Diatom,149428.9263,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Regular
2019-01-18-NZ004-Surface,Centric Diatom,69175.4798,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Surface
2019-01-18-NZ004-Surface,Chrysophyte,28711.3736,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Surface
2019-01-18-NZ004-Surface,Cyanobacterium,89232.8758,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Surface
2019-01-18-NZ004-Surface,Green Alga,170701.9618,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Surface
2019-01-18-NZ004-Surface,Soft Body,609023.6736,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Surface
2019-01-18-NZ325-Regular,Cryptophyte,198350.1755,,1/18/2019,Winter,Jan,NZ325,San Pablo Bay,SPB,Regular
2019-01-18-NZ325-Regular,Cyanobacterium,53662.626,,1/18/2019,Winter,Jan,NZ325,San Pablo Bay,SPB,Regular
2019-01-18-NZ325-Regular,Green Alga,8090.6035,,1/18/2019,Winter,Jan,NZ325,San Pablo Bay,SPB,Regular
2019-01-18-NZ325-Regular,Pennate Diatom,5927.0995,,1/18/2019,Winter,Jan,NZ325,San Pablo Bay,SPB,Regular
2019-01-18-NZ325-Surface,Cyanobacterium,58820.526,,1/18/2019,Winter,Jan,NZ325,San Pablo Bay,SPB,Surface
2019-01-18-NZ325-Surface,Green Alga,5393.7596,,1/18/2019,Winter,Jan,NZ325,San Pablo Bay,SPB,Surface
2019-01-19-C9-Regular,Cyanobacterium,53186.73,,1/19/2019,Winter,Jan,C9,Southern Interior Delta,SID,Regular
2019-01-19-C9-Regular,Green Alga,7440.1324,,1/19/2019,Winter,Jan,C9,Southern Interior Delta,SID,Regular
2019-01-19-C9-Regular,Pennate Diatom,60076.9657,,1/19/2019,Winter,Jan,C9,Southern Interior Delta,SID,Regular
2019-02-07-C10A-Regular,Centric Diatom,1915791.293,,2/7/2019,Winter,Feb,C10A,Southern Interior Delta,SID,Regular
2019-02-07-C10A-Regular,Cyanobacterium,169159.7196,,2/7/2019,Winter,Feb,C10A,Southern Interior Delta,SID,Regular
2019-02-07-C10A-Regular,Green Alga,12135.9591,,2/7/2019,Winter,Feb,C10A,Southern Interior Delta,SID,Regular
2019-02-07-C10A-Surface,Cyanobacterium,224896.2408,,2/7/2019,Winter,Feb,C10A,Southern Interior Delta,SID,Surface
2019-02-07-C10A-Surface,Pennate Diatom,864355.9064,,2/7/2019,Winter,Feb,C10A,Southern Interior Delta,SID,Surface
2019-02-07-C3A-Regular,Centric Diatom,870814.224,,2/7/2019,Winter,Feb,C3A,Northern Interior Delta,NID,Regular
2019-02-07-C3A-Regular,Cyanobacterium,175244.6016,,2/7/2019,Winter,Feb,C3A,Northern Interior Delta,NID,Regular
2019-02-07-C3A-Regular,Green Alga,16181.2788,,2/7/2019,Winter,Feb,C3A,Northern Interior Delta,NID,Regular
2019-02-07-C3A-Regular,Pennate Diatom,454247.7096,,2/7/2019,Winter,Feb,C3A,Northern Interior Delta,NID,Regular
2019-02-07-C3A-Surface,Cyanobacterium,353083.8528,,2/7/2019,Winter,Feb,C3A,Northern Interior Delta,NID,Surface
2019-02-07-C3A-Surface,Green Alga,13053.1408,,2/7/2019,Winter,Feb,C3A,Northern Interior Delta,NID,Surface
2019-02-07-C9-Regular,Centric Diatom,58681.866,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Regular
2019-02-07-C9-Regular,Cryptophyte,228612.696,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Regular
2019-02-07-C9-Regular,Cyanobacterium,27110.808,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Regular
2019-02-07-C9-Regular,Green Alga,674.202,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Regular
2019-02-07-C9-Regular,Pennate Diatom,139802.076,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Regular
2019-02-07-C9-Surface,Centric Diatom,3407758.781,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Surface
2019-02-07-C9-Surface,Cyanobacterium,37625.7096,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Surface
2019-02-07-C9-Surface,Green Alga,1834.7772,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Surface
2019-02-07-C9-Surface,Pennate Diatom,57499.0554,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Surface
2019-02-12-D22-Regular,Cyanobacterium,165724.4064,,2/12/2019,Winter,Feb,D22,Confluence,CON,Regular
2019-02-12-D22-Regular,Green Alga,22653.6898,,2/12/2019,Winter,Feb,D22,Confluence,CON,Regular
2019-02-12-D22-Surface,Cyanobacterium,156481.794,,2/12/2019,Winter,Feb,D22,Confluence,CON,Surface
2019-02-12-D4-Regular,Centric Diatom,305856.3634,,2/12/2019,Winter,Feb,D4,Confluence,CON,Regular
2019-02-12-D4-Regular,Cyanobacterium,68312.6388,,2/12/2019,Winter,Feb,D4,Confluence,CON,Regular
2019-02-12-D4-Regular,Green Alga,8090.6035,,2/12/2019,Winter,Feb,D4,Confluence,CON,Regular
2019-02-12-D4-Surface,Cyanobacterium,188109.3312,,2/12/2019,Winter,Feb,D4,Confluence,CON,Surface
2019-02-12-D4-Surface,Green Alga,3302.5846,,2/12/2019,Winter,Feb,D4,Confluence,CON,Surface
2019-02-12-D4-Surface,Pennate Diatom,331353.1886,,2/12/2019,Winter,Feb,D4,Confluence,CON,Surface
2019-02-12-NZ068-Regular,Cyanobacterium,146685.5712,,2/12/2019,Winter,Feb,NZ068,Northern Interior Delta,NID,Regular
2019-02-12-NZ068-Regular,Green Alga,6472.4828,,2/12/2019,Winter,Feb,NZ068,Northern Interior Delta,NID,Regular
2019-02-12-NZ068-Surface,Cryptophyte,158257.2782,,2/12/2019,Winter,Feb,NZ068,Northern Interior Delta,NID,Surface
2019-02-12-NZ068-Surface,Cyanobacterium,196223.202,,2/12/2019,Winter,Feb,NZ068,Northern Interior Delta,NID,Surface
2019-02-12-NZ068-Surface,Green Alga,10570.1106,,2/12/2019,Winter,Feb,NZ068,Northern Interior Delta,NID,Surface
2019-02-13-D12-Regular,Cyanobacterium,133055.496,,2/13/2019,Winter,Feb,D12,Confluence,CON,Regular
2019-02-13-D12-Regular,Green Alga,6472.4828,,2/13/2019,Winter,Feb,D12,Confluence,CON,Regular
2019-02-13-D12-Surface,Centric Diatom,221567.549,,2/13/2019,Winter,Feb,D12,Confluence,CON,Surface
2019-02-13-D12-Surface,Cyanobacterium,179995.4604,,2/13/2019,Winter,Feb,D12,Confluence,CON,Surface
2019-02-13-D12-Surface,Green Alga,13320.7312,,2/13/2019,Winter,Feb,D12,Confluence,CON,Surface
2019-02-13-D19-Regular,Centric Diatom,16202050.03,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Regular
2019-02-13-D19-Regular,Cyanobacterium,126024.6672,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Regular
2019-02-13-D19-Regular,Green Alga,16181.2788,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Regular
2019-02-13-D19-Regular,Pennate Diatom,9098228.249,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Regular
2019-02-13-D19-Surface,Cyanobacterium,166251.5568,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Surface
2019-02-13-D19-Surface,Pennate Diatom,2782836.899,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Surface
2019-02-13-D28A-Regular,Centric Diatom,128034.5825,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Regular
2019-02-13-D28A-Regular,Cryptophyte,128636.915,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Regular
2019-02-13-D28A-Regular,Cyanobacterium,58118.94,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Regular
2019-02-13-D28A-Regular,Green Alga,5884.01,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Regular
2019-02-13-D28A-Regular,Pennate Diatom,538698.325,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Regular
2019-02-13-D28A-Surface,Cyanobacterium,53778.528,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Surface
2019-02-13-D28A-Surface,Green Alga,6744.8525,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Surface
2019-02-13-D28A-Surface,Pennate Diatom,582603.9395,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Surface
2019-02-14-P8-Regular,Cyanobacterium,95735.052,,2/14/2019,Winter,Feb,P8,Southern Interior Delta,SID,Regular
2019-02-14-P8-Regular,Euglenoid,1362724.204,,2/14/2019,Winter,Feb,P8,Southern Interior Delta,SID,Regular
2019-02-14-P8-Regular,Green Alga,9246.404,,2/14/2019,Winter,Feb,P8,Southern Interior Delta,SID,Regular
2019-02-14-P8-Regular,Pennate Diatom,3175012.949,,2/14/2019,Winter,Feb,P8,Southern Interior Delta,SID,Regular
2019-02-15-D16-Regular,Cyanobacterium,104079.996,,2/15/2019,Winter,Feb,D16,Central Delta,CED,Regular
2019-02-15-D16-Regular,Green Alga,4661.836,,2/15/2019,Winter,Feb,D16,Central Delta,CED,Regular
2019-02-15-D16-Surface,Cyanobacterium,100761.0282,,2/15/2019,Winter,Feb,D16,Central Delta,CED,Surface
2019-02-15-D16-Surface,Soft Body,238338.0552,,2/15/2019,Winter,Feb,D16,Central Delta,CED,Surface
2019-02-15-D26-Regular,Cyanobacterium,110248.0688,,2/15/2019,Winter,Feb,D26,Central Delta,CED,Regular
2019-02-15-D26-Regular,Green Alga,10113.2095,,2/15/2019,Winter,Feb,D26,Central Delta,CED,Regular
2019-02-15-D26-Regular,Pennate Diatom,240739.4589,,2/15/2019,Winter,Feb,D26,Central Delta,CED,Regular
2019-02-15-D26-Surface,Cyanobacterium,99944.8702,,2/15/2019,Winter,Feb,D26,Central Delta,CED,Surface
2019-02-15-D26-Surface,Green Alga,6558.1215,,2/15/2019,Winter,Feb,D26,Central Delta,CED,Surface
2019-02-15-D26-Surface,Pennate Diatom,260765.3342,,2/15/2019,Winter,Feb,D26,Central Delta,CED,Surface
2019-02-15-EZ2-Regular,Cyanobacterium,188224.848,,2/15/2019,Winter,Feb,EZ2,Low Salinity Zone,LSZ,Regular
2019-02-15-EZ2-Regular,Green Alga,4623.202,,2/15/2019,Winter,Feb,EZ2,Low Salinity Zone,LSZ,Regular
2019-02-15-EZ2-Surface,Cyanobacterium,403854.7968,,2/15/2019,Winter,Feb,EZ2,Low Salinity Zone,LSZ,Surface
2019-02-15-EZ2-Surface,Pennate Diatom,6595093.066,,2/15/2019,Winter,Feb,EZ2,Low Salinity Zone,LSZ,Surface
2019-02-15-EZ6-Regular,Cryptophyte,706366.0268,,2/15/2019,Winter,Feb,EZ6,Low Salinity Zone,LSZ,Regular
2019-02-15-EZ6-Regular,Cyanobacterium,302457.8592,,2/15/2019,Winter,Feb,EZ6,Low Salinity Zone,LSZ,Regular
2019-02-15-EZ6-Surface,Cyanobacterium,96751.404,,2/15/2019,Winter,Feb,EZ6,Low Salinity Zone,LSZ,Surface
2019-02-15-EZ6-Surface,Green Alga,7550.079,,2/15/2019,Winter,Feb,EZ6,Low Salinity Zone,LSZ,Surface
2019-02-15-EZ6-Surface,Pennate Diatom,29944.047,,2/15/2019,Winter,Feb,EZ6,Low Salinity Zone,LSZ,Surface
2019-02-15-MD10A-Regular,Cyanobacterium,81131.4,,2/15/2019,Winter,Feb,MD10A,Southern Interior Delta,SID,Regular
2019-02-15-MD10A-Regular,Pennate Diatom,92088.6463,,2/15/2019,Winter,Feb,MD10A,Southern Interior Delta,SID,Regular
2019-02-15-MD10A-Surface,Cryptophyte,720234.8934,,2/15/2019,Winter,Feb,MD10A,Southern Interior Delta,SID,Surface
2019-02-15-MD10A-Surface,Cyanobacterium,241230.1608,,2/15/2019,Winter,Feb,MD10A,Southern Interior Delta,SID,Surface
2019-02-15-P8-Surface,Cyanobacterium,134955.7848,,2/15/2019,Winter,Feb,P8,Southern Interior Delta,SID,Surface
2019-02-15-P8-Surface,Haptophyte,14473.7856,,2/15/2019,Winter,Feb,P8,Southern Interior Delta,SID,Surface
2019-02-17-D7-Surface,Cyanobacterium,671767.992,,2/17/2019,Winter,Feb,D7,Grizzly.Suisun Bay,GSB,Surface
2019-02-17-D7-Surface,Green Alga,32632.852,,2/17/2019,Winter,Feb,D7,Grizzly.Suisun Bay,GSB,Surface
2019-02-19-D10-Regular,Centric Diatom,44825.2974,,2/19/2019,Winter,Feb,D10,Confluence,CON,Regular
2019-02-19-D10-Regular,Cyanobacterium,183763.4364,,2/19/2019,Winter,Feb,D10,Confluence,CON,Regular
2019-02-19-D10-Regular,Pennate Diatom,268546.1256,,2/19/2019,Winter,Feb,D10,Confluence,CON,Regular
2019-02-19-D10-Surface,Cyanobacterium,369595.0944,,2/19/2019,Winter,Feb,D10,Confluence,CON,Surface
2019-02-19-D10-Surface,Green Alga,63420.6636,,2/19/2019,Winter,Feb,D10,Confluence,CON,Surface
2019-02-19-D10-Surface,Pennate Diatom,235044.67,,2/19/2019,Winter,Feb,D10,Confluence,CON,Surface
2019-02-19-D6-Regular,Cyanobacterium,154474.1856,,2/19/2019,Winter,Feb,D6,San Pablo Bay,SPB,Regular
2019-02-19-D6-Regular,Green Alga,20120.5872,,2/19/2019,Winter,Feb,D6,San Pablo Bay,SPB,Regular
2019-02-19-D6-Surface,Centric Diatom,368570.9356,,2/19/2019,Winter,Feb,D6,San Pablo Bay,SPB,Surface
2019-02-19-D6-Surface,Cryptophyte,419467.3672,,2/19/2019,Winter,Feb,D6,San Pablo Bay,SPB,Surface
2019-02-19-D6-Surface,Cyanobacterium,321929.3952,,2/19/2019,Winter,Feb,D6,San Pablo Bay,SPB,Surface
2019-02-19-D6-Surface,Pennate Diatom,2782843.078,,2/19/2019,Winter,Feb,D6,San Pablo Bay,SPB,Surface
2019-02-19-D7-Regular,Cyanobacterium,280390.1184,,2/19/2019,Winter,Feb,D7,Grizzly.Suisun Bay,GSB,Regular
2019-02-19-D7-Regular,Pennate Diatom,568713.0848,,2/19/2019,Winter,Feb,D7,Grizzly.Suisun Bay,GSB,Regular
2019-02-19-D8-Regular,Cyanobacterium,242311.9104,,2/19/2019,Winter,Feb,D8,Grizzly.Suisun Bay,GSB,Regular
2019-02-19-D8-Regular,Green Alga,36433.9275,,2/19/2019,Winter,Feb,D8,Grizzly.Suisun Bay,GSB,Regular
2019-02-19-D8-Regular,Pennate Diatom,400668.0324,,2/19/2019,Winter,Feb,D8,Grizzly.Suisun Bay,GSB,Regular
2019-02-19-D8-Surface,Centric Diatom,167668.2644,,2/19/2019,Winter,Feb,D8,Grizzly.Suisun Bay,GSB,Surface
2019-02-19-D8-Surface,Cyanobacterium,442086.3664,,2/19/2019,Winter,Feb,D8,Grizzly.Suisun Bay,GSB,Surface
2019-02-19-D8-Surface,Green Alga,21140.2212,,2/19/2019,Winter,Feb,D8,Grizzly.Suisun Bay,GSB,Surface
2019-02-19-NZS42-Regular,Cyanobacterium,308948.3712,,2/19/2019,Winter,Feb,NZS42,Grizzly.Suisun Bay,GSB,Regular
2019-02-19-NZS42-Surface,Cyanobacterium,774127.827,,2/19/2019,Winter,Feb,NZS42,Grizzly.Suisun Bay,GSB,Surface
2019-02-20-NZ002-Regular,Centric Diatom,390187.9464,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Regular
2019-02-20-NZ002-Regular,Cryptophyte,4722298.21,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Regular
2019-02-20-NZ002-Regular,Cyanobacterium,286231.5792,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Regular
2019-02-20-NZ002-Regular,Green Alga,860191.1612,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Regular
2019-02-20-NZ002-Regular,Pennate Diatom,115585.2012,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Regular
2019-02-20-NZ002-Surface,Centric Diatom,1135583.135,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Surface
2019-02-20-NZ002-Surface,Cyanobacterium,301096.362,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Surface
2019-02-20-NZ002-Surface,Green Alga,10570.1106,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Surface
2019-02-20-NZ002-Surface,Pennate Diatom,420007.8064,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Surface
2019-02-20-NZ004-Regular,Centric Diatom,1549483.536,,2/20/2019,Winter,Feb,NZ004,San Pablo Bay,SPB,Regular
2019-02-20-NZ004-Regular,Cyanobacterium,329068.9584,,2/20/2019,Winter,Feb,NZ004,San Pablo Bay,SPB,Regular
2019-02-20-NZ004-Regular,Green Alga,6472.4828,,2/20/2019,Winter,Feb,NZ004,San Pablo Bay,SPB,Regular
2019-02-20-NZ004-Regular,Pennate Diatom,1115124.049,,2/20/2019,Winter,Feb,NZ004,San Pablo Bay,SPB,Regular
2019-02-20-NZ032-Regular,Cyanobacterium,448494.3792,,2/20/2019,Winter,Feb,NZ032,Grizzly.Suisun Bay,GSB,Regular
2019-02-20-NZ032-Regular,Green Alga,19417.4484,,2/20/2019,Winter,Feb,NZ032,Grizzly.Suisun Bay,GSB,Regular
2019-02-20-NZ032-Surface,Cyanobacterium,531572.9328,,2/20/2019,Winter,Feb,NZ032,Grizzly.Suisun Bay,GSB,Surface
2019-02-20-NZ032-Surface,Pennate Diatom,336821.5144,,2/20/2019,Winter,Feb,NZ032,Grizzly.Suisun Bay,GSB,Surface
2019-02-20-NZ325-Regular,Centric Diatom,10830482.99,,2/20/2019,Winter,Feb,NZ325,San Pablo Bay,SPB,Regular
2019-02-20-NZ325-Regular,Cyanobacterium,340102.8288,,2/20/2019,Winter,Feb,NZ325,San Pablo Bay,SPB,Regular
2019-02-20-NZ325-Surface,Centric Diatom,282834.9381,,2/20/2019,Winter,Feb,NZ325,San Pablo Bay,SPB,Surface
2019-02-20-NZ325-Surface,Cyanobacterium,1115240.837,,2/20/2019,Winter,Feb,NZ325,San Pablo Bay,SPB,Surface
2019-02-20-NZ325-Surface,Green Alga,33025.7742,,2/20/2019,Winter,Feb,NZ325,San Pablo Bay,SPB,Surface
2019-02-21-D41-Regular,Centric Diatom,36129.1548,,2/21/2019,Winter,Feb,D41,San Pablo Bay,SPB,Regular
2019-02-21-D41-Regular,Cyanobacterium,24339.852,,2/21/2019,Winter,Feb,D41,San Pablo Bay,SPB,Regular
2019-02-21-D41-Regular,Green Alga,1797.9438,,2/21/2019,Winter,Feb,D41,San Pablo Bay,SPB,Regular
2019-02-21-D41-Regular,Pennate Diatom,30426.4844,,2/21/2019,Winter,Feb,D41,San Pablo Bay,SPB,Regular
2019-02-21-D41-Surface,Centric Diatom,15792876.06,,2/21/2019,Winter,Feb,D41,San Pablo Bay,SPB,Surface
2019-02-21-D41-Surface,Cyanobacterium,198285.1416,,2/21/2019,Winter,Feb,D41,San Pablo Bay,SPB,Surface
2019-02-21-D41-Surface,Pennate Diatom,1754592.729,,2/21/2019,Winter,Feb,D41,San Pablo Bay,SPB,Surface
2019-02-21-D41A-Regular,Cyanobacterium,141817.6872,,2/21/2019,Winter,Feb,D41A,San Pablo Bay,SPB,Regular
2019-02-21-D41A-Regular,Pennate Diatom,176172.3278,,2/21/2019,Winter,Feb,D41A,San Pablo Bay,SPB,Regular
2019-02-21-D41A-Surface,Cyanobacterium,149606.3016,,2/21/2019,Winter,Feb,D41A,San Pablo Bay,SPB,Surface
2019-02-21-D41A-Surface,Pennate Diatom,681611.9352,,2/21/2019,Winter,Feb,D41A,San Pablo Bay,SPB,Surface
2019-03-11-C10A-Regular,Centric Diatom,275337.4351,,3/11/2019,Spring,Mar,C10A,Southern Interior Delta,SID,Regular
2019-03-11-C10A-Regular,Cyanobacterium,63607.0176,,3/11/2019,Spring,Mar,C10A,Southern Interior Delta,SID,Regular
2019-03-11-C10A-Regular,Green Alga,37324.9513,,3/11/2019,Spring,Mar,C10A,Southern Interior Delta,SID,Regular
2019-03-11-C10A-Regular,Haptophyte,23906.7192,,3/11/2019,Spring,Mar,C10A,Southern Interior Delta,SID,Regular
2019-03-11-C10A-Regular,Pennate Diatom,81419.8672,,3/11/2019,Spring,Mar,C10A,Southern Interior Delta,SID,Regular
2019-03-11-C10A-Surface,Cyanobacterium,118194.284,,3/11/2019,Spring,Mar,C10A,Southern Interior Delta,SID,Surface
2019-03-11-C10A-Surface,Green Alga,7398.411,,3/11/2019,Spring,Mar,C10A,Southern Interior Delta,SID,Surface
2019-03-11-C3A-Regular,Cyanobacterium,111150.5112,,3/11/2019,Spring,Mar,C3A,Northern Interior Delta,NID,Regular
2019-03-11-C3A-Regular,Green Alga,8090.6394,,3/11/2019,Spring,Mar,C3A,Northern Interior Delta,NID,Regular
2019-03-11-C3A-Surface,Cyanobacterium,388781.6688,,3/11/2019,Spring,Mar,C3A,Northern Interior Delta,NID,Surface
2019-03-11-C3A-Surface,Green Alga,13233.4328,,3/11/2019,Spring,Mar,C3A,Northern Interior Delta,NID,Surface
2019-03-11-C9-Regular,Centric Diatom,197190.3627,,3/11/2019,Spring,Mar,C9,Southern Interior Delta,SID,Regular
2019-03-11-C9-Regular,Cryptophyte,534014.3496,,3/11/2019,Spring,Mar,C9,Southern Interior Delta,SID,Regular
2019-03-11-C9-Regular,Cyanobacterium,90197.682,,3/11/2019,Spring,Mar,C9,Southern Interior Delta,SID,Regular
2019-03-11-C9-Regular,Green Alga,21903.3627,,3/11/2019,Spring,Mar,C9,Southern Interior Delta,SID,Regular
2019-03-11-C9-Surface,Centric Diatom,20721.7904,,3/11/2019,Spring,Mar,C9,Southern Interior Delta,SID,Surface
2019-03-11-C9-Surface,Cyanobacterium,45109.5588,,3/11/2019,Spring,Mar,C9,Southern Interior Delta,SID,Surface
2019-03-11-C9-Surface,Green Alga,1727.8175,,3/11/2019,Spring,Mar,C9,Southern Interior Delta,SID,Surface
2019-03-11-C9-Surface,Pennate Diatom,275002.4382,,3/11/2019,Spring,Mar,C9,Southern Interior Delta,SID,Surface
2019-03-12-D22-Regular,Centric Diatom,121724.7305,,3/12/2019,Spring,Mar,D22,Confluence,CON,Regular
2019-03-12-D22-Regular,Cryptophyte,86032.707,,3/12/2019,Spring,Mar,D22,Confluence,CON,Regular
2019-03-12-D22-Regular,Cyanobacterium,93909.1788,,3/12/2019,Spring,Mar,D22,Confluence,CON,Regular
2019-03-12-D22-Regular,Green Alga,16181.1352,,3/12/2019,Spring,Mar,D22,Confluence,CON,Regular
2019-03-12-D22-Regular,Pennate Diatom,123775.5429,,3/12/2019,Spring,Mar,D22,Confluence,CON,Regular
2019-03-12-D22-Surface,Cyanobacterium,214998.0192,,3/12/2019,Spring,Mar,D22,Confluence,CON,Surface
2019-03-12-D22-Surface,Green Alga,5056.6227,,3/12/2019,Spring,Mar,D22,Confluence,CON,Surface
2019-03-12-D4-Regular,Cryptophyte,1373155.384,,3/12/2019,Spring,Mar,D4,Confluence,CON,Regular
2019-03-12-D4-Regular,Cyanobacterium,93880.62,,3/12/2019,Spring,Mar,D4,Confluence,CON,Regular
2019-03-12-D4-Regular,Green Alga,23116.01,,3/12/2019,Spring,Mar,D4,Confluence,CON,Regular
2019-03-12-D4-Regular,Pennate Diatom,169989.6,,3/12/2019,Spring,Mar,D4,Confluence,CON,Regular
2019-03-12-D4-Surface,Cyanobacterium,285832.6704,,3/12/2019,Spring,Mar,D4,Confluence,CON,Surface
2019-03-12-NZ068-Regular,Centric Diatom,2765643.222,,3/12/2019,Spring,Mar,NZ068,Northern Interior Delta,NID,Regular
2019-03-12-NZ068-Regular,Cyanobacterium,63931.5432,,3/12/2019,Spring,Mar,NZ068,Northern Interior Delta,NID,Regular
2019-03-12-NZ068-Regular,Green Alga,14563.0863,,3/12/2019,Spring,Mar,NZ068,Northern Interior Delta,NID,Regular
2019-03-12-NZ068-Regular,Pennate Diatom,1641450.485,,3/12/2019,Spring,Mar,NZ068,Northern Interior Delta,NID,Regular
2019-03-12-NZ068-Surface,Cyanobacterium,169971.0372,,3/12/2019,Spring,Mar,NZ068,Northern Interior Delta,NID,Surface
2019-03-12-NZ068-Surface,Green Alga,4045.3197,,3/12/2019,Spring,Mar,NZ068,Northern Interior Delta,NID,Surface
2019-03-12-NZ068-Surface,Soft Body,250730.9433,,3/12/2019,Spring,Mar,NZ068,Northern Interior Delta,NID,Surface
2019-03-13-D12-Regular,Centric Diatom,126575.449,,3/13/2019,Spring,Mar,D12,Confluence,CON,Regular
2019-03-13-D12-Regular,Cyanobacterium,75404.394,,3/13/2019,Spring,Mar,D12,Confluence,CON,Regular
2019-03-13-D12-Regular,Green Alga,17133.0237,,3/13/2019,Spring,Mar,D12,Confluence,CON,Regular
2019-03-13-D12-Regular,Pennate Diatom,27229.3645,,3/13/2019,Spring,Mar,D12,Confluence,CON,Regular
2019-03-13-D12-Surface,Cyanobacterium,178173.9792,,3/13/2019,Spring,Mar,D12,Confluence,CON,Surface
2019-03-13-D19-Regular,Cyanobacterium,51675.1488,,3/13/2019,Spring,Mar,D19,Central Delta,CED,Regular
2019-03-13-D19-Regular,Green Alga,17433.0816,,3/13/2019,Spring,Mar,D19,Central Delta,CED,Regular
2019-03-13-D19-Regular,Pennate Diatom,422259.8864,,3/13/2019,Spring,Mar,D19,Central Delta,CED,Regular
