SampleID,Genus,BV.um3.per.mL,,SampleDate,Season,Month,StationCode,Region,RegionAbbreviation,SampleType
2019-01-19-C9-Regular,Microcystis,7968.9948,,1/19/2019,Winter,Jan,C9,Southern Interior Delta,SID,Regular
2019-01-19-C9-Regular,Rhoicosphenia,60076.9657,,1/19/2019,Winter,Jan,C9,Southern Interior Delta,SID,Regular
2019-02-07-C10A-Regular,Aulacoseira,1915791.293,,2/7/2019,Winter,Feb,C10A,Southern Interior Delta,SID,Regular
2019-02-07-C10A-Regular,Chlorella,12135.9591,,2/7/2019,Winter,Feb,C10A,Southern Interior Delta,SID,Regular
2019-02-07-C10A-Regular,Eucapsis,169159.7196,,2/7/2019,Winter,Feb,C10A,Southern Interior Delta,SID,Regular
2019-02-07-C10A-Surface,Cocconeis,93012.6428,,2/7/2019,Winter,Feb,C10A,Southern Interior Delta,SID,Surface
2019-02-07-C10A-Surface,Eucapsis,224896.2408,,2/7/2019,Winter,Feb,C10A,Southern Interior Delta,SID,Surface
2019-02-07-C10A-Surface,Navicula,771343.2636,,2/7/2019,Winter,Feb,C10A,Southern Interior Delta,SID,Surface
2019-02-07-C3A-Regular,Aulacoseira,870814.224,,2/7/2019,Winter,Feb,C3A,Northern Interior Delta,NID,Regular
2019-02-07-C3A-Regular,Chlorella,16181.2788,,2/7/2019,Winter,Feb,C3A,Northern Interior Delta,NID,Regular
2019-02-07-C3A-Regular,Eucapsis,175244.6016,,2/7/2019,Winter,Feb,C3A,Northern Interior Delta,NID,Regular
2019-02-07-C3A-Regular,Geissleria,454247.7096,,2/7/2019,Winter,Feb,C3A,Northern Interior Delta,NID,Regular
2019-02-07-C3A-Surface,Chlorella,13053.1408,,2/7/2019,Winter,Feb,C3A,Northern Interior Delta,NID,Surface
2019-02-07-C3A-Surface,Eucapsis,353083.8528,,2/7/2019,Winter,Feb,C3A,Northern Interior Delta,NID,Surface
2019-02-07-C9-Regular,Chlorella,674.202,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Regular
2019-02-07-C9-Regular,Cyclotella,58681.866,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Regular
2019-02-07-C9-Regular,Eucapsis,27110.808,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Regular
2019-02-07-C9-Regular,Geissleria,82385.982,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Regular
2019-02-07-C9-Regular,Nitzschia,12039.858,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Regular
2019-02-07-C9-Regular,Plagioselmis,228612.696,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Regular
2019-02-07-C9-Regular,Rhoicosphenia,45376.236,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Regular
2019-02-07-C9-Surface,Chlorella,1834.7772,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Surface
2019-02-07-C9-Surface,Eucapsis,37625.7096,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Surface
2019-02-07-C9-Surface,Melosira,3407758.781,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Surface
2019-02-07-C9-Surface,Nitzschia,57499.0554,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Surface
2019-02-12-D22-Regular,Chlorella,22653.6898,,2/12/2019,Winter,Feb,D22,Confluence,CON,Regular
2019-02-12-D22-Regular,Eucapsis,141817.6872,,2/12/2019,Winter,Feb,D22,Confluence,CON,Regular
2019-02-12-D22-Regular,Microcystis,23906.7192,,2/12/2019,Winter,Feb,D22,Confluence,CON,Regular
2019-02-12-D22-Surface,Eucapsis,156481.794,,2/12/2019,Winter,Feb,D22,Confluence,CON,Surface
2019-02-12-D4-Regular,Chlorella,8090.6035,,2/12/2019,Winter,Feb,D4,Confluence,CON,Regular
2019-02-12-D4-Regular,Cyclotella,305856.3634,,2/12/2019,Winter,Feb,D4,Confluence,CON,Regular
2019-02-12-D4-Regular,Eucapsis,68312.6388,,2/12/2019,Winter,Feb,D4,Confluence,CON,Regular
2019-02-12-D4-Surface,Achnanthidium,128589.2132,,2/12/2019,Winter,Feb,D4,Confluence,CON,Surface
2019-02-12-D4-Surface,Chlorella,3302.5846,,2/12/2019,Winter,Feb,D4,Confluence,CON,Surface
2019-02-12-D4-Surface,Eucapsis,188109.3312,,2/12/2019,Winter,Feb,D4,Confluence,CON,Surface
2019-02-12-D4-Surface,Nitzschia,202763.9754,,2/12/2019,Winter,Feb,D4,Confluence,CON,Surface
2019-02-12-NZ068-Regular,Chlorella,6472.4828,,2/12/2019,Winter,Feb,NZ068,Northern Interior Delta,NID,Regular
2019-02-12-NZ068-Regular,Eucapsis,146685.5712,,2/12/2019,Winter,Feb,NZ068,Northern Interior Delta,NID,Regular
2019-02-12-NZ068-Surface,Chlorella,10570.1106,,2/12/2019,Winter,Feb,NZ068,Northern Interior Delta,NID,Surface
2019-02-12-NZ068-Surface,Eucapsis,196223.202,,2/12/2019,Winter,Feb,NZ068,Northern Interior Delta,NID,Surface
2019-02-12-NZ068-Surface,Plagioselmis,158257.2782,,2/12/2019,Winter,Feb,NZ068,Northern Interior Delta,NID,Surface
2019-02-13-D12-Regular,Chlorella,6472.4828,,2/13/2019,Winter,Feb,D12,Confluence,CON,Regular
2019-02-13-D12-Regular,Eucapsis,133055.496,,2/13/2019,Winter,Feb,D12,Confluence,CON,Regular
2019-02-13-D12-Surface,Chlorella,13320.7312,,2/13/2019,Winter,Feb,D12,Confluence,CON,Surface
2019-02-13-D12-Surface,Cyclotella,221567.549,,2/13/2019,Winter,Feb,D12,Confluence,CON,Surface
2019-02-13-D12-Surface,Eucapsis,179995.4604,,2/13/2019,Winter,Feb,D12,Confluence,CON,Surface
2019-02-13-D19-Regular,Chlorella,16181.2788,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Regular
2019-02-13-D19-Regular,Cocconeis,2752793.105,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Regular
2019-02-13-D19-Regular,Eucapsis,126024.6672,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Regular
2019-02-13-D19-Regular,Melosira,2988555.989,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Regular
2019-02-13-D19-Regular,Thalassiosira,13213494.04,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Regular
2019-02-13-D19-Regular,Ulnaria,6345435.145,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Regular
2019-02-13-D19-Surface,Bacillaria,2403150.063,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Surface
2019-02-13-D19-Surface,Eucapsis,166251.5568,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Surface
2019-02-13-D19-Surface,Navicula,379686.8362,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Surface
2019-02-13-D28A-Regular,Chlorella,5884.01,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Regular
2019-02-13-D28A-Regular,Cocconeis,457580.1175,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Regular
2019-02-13-D28A-Regular,Cyclotella,128034.5825,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Regular
2019-02-13-D28A-Regular,Eucapsis,58118.94,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Regular
2019-02-13-D28A-Regular,Nitzschia,81118.2075,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Regular
2019-02-13-D28A-Regular,Plagioselmis,128636.915,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Regular
2019-02-13-D28A-Surface,Chlorella,6744.8525,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Surface
2019-02-13-D28A-Surface,Cocconeis,582603.9395,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Surface
2019-02-13-D28A-Surface,Eucapsis,53778.528,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Surface
2019-02-14-P8-Regular,Chlorella,9246.404,,2/14/2019,Winter,Feb,P8,Southern Interior Delta,SID,Regular
2019-02-14-P8-Regular,Cocconeis,3175012.949,,2/14/2019,Winter,Feb,P8,Southern Interior Delta,SID,Regular
2019-02-14-P8-Regular,Eucapsis,95735.052,,2/14/2019,Winter,Feb,P8,Southern Interior Delta,SID,Regular
2019-02-14-P8-Regular,Euglena,1362724.204,,2/14/2019,Winter,Feb,P8,Southern Interior Delta,SID,Regular
2019-02-15-D16-Regular,Chlorella,4661.836,,2/15/2019,Winter,Feb,D16,Central Delta,CED,Regular
2019-02-15-D16-Regular,Eucapsis,104079.996,,2/15/2019,Winter,Feb,D16,Central Delta,CED,Regular
2019-02-15-D16-Surface,Chrysosaccus,238338.0552,,2/15/2019,Winter,Feb,D16,Central Delta,CED,Surface
2019-02-15-D16-Surface,Eucapsis,100761.0282,,2/15/2019,Winter,Feb,D16,Central Delta,CED,Surface
2019-02-15-D26-Regular,Chlorella,10113.2095,,2/15/2019,Winter,Feb,D26,Central Delta,CED,Regular
2019-02-15-D26-Regular,Eucapsis,88432.8336,,2/15/2019,Winter,Feb,D26,Central Delta,CED,Regular
2019-02-15-D26-Regular,Nitzschia,240739.4589,,2/15/2019,Winter,Feb,D26,Central Delta,CED,Regular
2019-02-15-D26-Regular,Planktolyngbya,21815.2352,,2/15/2019,Winter,Feb,D26,Central Delta,CED,Regular
2019-02-15-D26-Surface,Chlorella,6558.1215,,2/15/2019,Winter,Feb,D26,Central Delta,CED,Surface
2019-02-15-D26-Surface,Chroococcus,3236.2414,,2/15/2019,Winter,Feb,D26,Central Delta,CED,Surface
2019-02-15-D26-Surface,Eucapsis,96708.6288,,2/15/2019,Winter,Feb,D26,Central Delta,CED,Surface
2019-02-15-D26-Surface,Navicula,157503.0912,,2/15/2019,Winter,Feb,D26,Central Delta,CED,Surface
2019-02-15-D26-Surface,Nitzschia,103262.243,,2/15/2019,Winter,Feb,D26,Central Delta,CED,Surface
2019-02-15-EZ2-Regular,Chlorella,4623.202,,2/15/2019,Winter,Feb,EZ2,Low Salinity Zone,LSZ,Regular
2019-02-15-EZ2-Regular,Eucapsis,188224.848,,2/15/2019,Winter,Feb,EZ2,Low Salinity Zone,LSZ,Regular
2019-02-15-EZ2-Surface,Eucapsis,403854.7968,,2/15/2019,Winter,Feb,EZ2,Low Salinity Zone,LSZ,Surface
2019-02-15-EZ2-Surface,Ulnaria,6595093.066,,2/15/2019,Winter,Feb,EZ2,Low Salinity Zone,LSZ,Surface
2019-02-15-EZ6-Regular,Eucapsis,302457.8592,,2/15/2019,Winter,Feb,EZ6,Low Salinity Zone,LSZ,Regular
2019-02-15-EZ6-Regular,Plagioselmis,706366.0268,,2/15/2019,Winter,Feb,EZ6,Low Salinity Zone,LSZ,Regular
2019-02-15-EZ6-Surface,Chlorella,7550.079,,2/15/2019,Winter,Feb,EZ6,Low Salinity Zone,LSZ,Surface
2019-02-15-EZ6-Surface,Eucapsis,96751.404,,2/15/2019,Winter,Feb,EZ6,Low Salinity Zone,LSZ,Surface
2019-02-15-EZ6-Surface,Staurosirella,29944.047,,2/15/2019,Winter,Feb,EZ6,Low Salinity Zone,LSZ,Surface
2019-02-15-MD10A-Regular,Achnanthidium,34106.7391,,2/15/2019,Winter,Feb,MD10A,Southern Interior Delta,SID,Regular
2019-02-15-MD10A-Regular,Eucapsis,81131.4,,2/15/2019,Winter,Feb,MD10A,Southern Interior Delta,SID,Regular
2019-02-15-MD10A-Regular,Nitzschia,44045.3356,,2/15/2019,Winter,Feb,MD10A,Southern Interior Delta,SID,Regular
2019-02-15-MD10A-Regular,Planothidium,13936.5716,,2/15/2019,Winter,Feb,MD10A,Southern Interior Delta,SID,Regular
2019-02-15-MD10A-Surface,Eucapsis,241230.1608,,2/15/2019,Winter,Feb,MD10A,Southern Interior Delta,SID,Surface
2019-02-15-MD10A-Surface,Plagioselmis,720234.8934,,2/15/2019,Winter,Feb,MD10A,Southern Interior Delta,SID,Surface
2019-02-15-P8-Surface,Chrysochromulina,14473.7856,,2/15/2019,Winter,Feb,P8,Southern Interior Delta,SID,Surface
2019-02-15-P8-Surface,Eucapsis,134955.7848,,2/15/2019,Winter,Feb,P8,Southern Interior Delta,SID,Surface
2019-02-17-D7-Surface,Chlorella,32632.852,,2/17/2019,Winter,Feb,D7,Grizzly.Suisun Bay,GSB,Surface
2019-02-17-D7-Surface,Eucapsis,671767.992,,2/17/2019,Winter,Feb,D7,Grizzly.Suisun Bay,GSB,Surface
2019-02-19-D10-Regular,Aulacoseira,44825.2974,,2/19/2019,Winter,Feb,D10,Confluence,CON,Regular
2019-02-19-D10-Regular,Eucapsis,183763.4364,,2/19/2019,Winter,Feb,D10,Confluence,CON,Regular
2019-02-19-D10-Regular,Nitzschia,268546.1256,,2/19/2019,Winter,Feb,D10,Confluence,CON,Regular
2019-02-19-D10-Surface,Achnanthidium,235044.67,,2/19/2019,Winter,Feb,D10,Confluence,CON,Surface
2019-02-19-D10-Surface,Chlorella,63420.6636,,2/19/2019,Winter,Feb,D10,Confluence,CON,Surface
2019-02-19-D10-Surface,Eucapsis,369595.0944,,2/19/2019,Winter,Feb,D10,Confluence,CON,Surface
2019-02-19-D6-Regular,Chlorella,20120.5872,,2/19/2019,Winter,Feb,D6,San Pablo Bay,SPB,Regular
2019-02-19-D6-Regular,Eucapsis,154474.1856,,2/19/2019,Winter,Feb,D6,San Pablo Bay,SPB,Regular
2019-02-19-D6-Surface,Aulacoseira,368570.9356,,2/19/2019,Winter,Feb,D6,San Pablo Bay,SPB,Surface
2019-02-19-D6-Surface,Cocconeis,1903919.578,,2/19/2019,Winter,Feb,D6,San Pablo Bay,SPB,Surface
2019-02-19-D6-Surface,Eucapsis,321929.3952,,2/19/2019,Winter,Feb,D6,San Pablo Bay,SPB,Surface
2019-02-19-D6-Surface,Navicula,707087.1948,,2/19/2019,Winter,Feb,D6,San Pablo Bay,SPB,Surface
2019-02-19-D6-Surface,Nitzschia,171836.3052,,2/19/2019,Winter,Feb,D6,San Pablo Bay,SPB,Surface
2019-02-19-D6-Surface,Plagioselmis,419467.3672,,2/19/2019,Winter,Feb,D6,San Pablo Bay,SPB,Surface
2019-02-19-D7-Regular,Achnanthidium,568713.0848,,2/19/2019,Winter,Feb,D7,Grizzly.Suisun Bay,GSB,Regular
2019-02-19-D7-Regular,Eucapsis,280390.1184,,2/19/2019,Winter,Feb,D7,Grizzly.Suisun Bay,GSB,Regular
2019-02-19-D8-Regular,Achnanthidium,315314.9841,,2/19/2019,Winter,Feb,D8,Grizzly.Suisun Bay,GSB,Regular
2019-02-19-D8-Regular,Chlorella,36433.9275,,2/19/2019,Winter,Feb,D8,Grizzly.Suisun Bay,GSB,Regular
2019-02-19-D8-Regular,Eucapsis,242311.9104,,2/19/2019,Winter,Feb,D8,Grizzly.Suisun Bay,GSB,Regular
2019-02-19-D8-Regular,Nitzschia,85353.0483,,2/19/2019,Winter,Feb,D8,Grizzly.Suisun Bay,GSB,Regular
2019-02-19-D8-Surface,Chlorella,21140.2212,,2/19/2019,Winter,Feb,D8,Grizzly.Suisun Bay,GSB,Surface
2019-02-19-D8-Surface,Cyclotella,167668.2644,,2/19/2019,Winter,Feb,D8,Grizzly.Suisun Bay,GSB,Surface
2019-02-19-D8-Surface,Eucapsis,436493.1312,,2/19/2019,Winter,Feb,D8,Grizzly.Suisun Bay,GSB,Surface
2019-02-19-D8-Surface,Snowella,5593.2352,,2/19/2019,Winter,Feb,D8,Grizzly.Suisun Bay,GSB,Surface
2019-02-19-NZS42-Regular,Eucapsis,308948.3712,,2/19/2019,Winter,Feb,NZS42,Grizzly.Suisun Bay,GSB,Regular
2019-02-19-NZS42-Surface,Eucapsis,774127.827,,2/19/2019,Winter,Feb,NZS42,Grizzly.Suisun Bay,GSB,Surface
2019-02-20-NZ002-Regular,Chlamydomonas,759317.7872,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Regular
2019-02-20-NZ002-Regular,Cryptomonas,4722298.21,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Regular
2019-02-20-NZ002-Regular,Cyclotella,390187.9464,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Regular
2019-02-20-NZ002-Regular,Eucapsis,286231.5792,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Regular
2019-02-20-NZ002-Regular,Monoraphidium,100873.374,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Regular
2019-02-20-NZ002-Regular,Nitzschia,115585.2012,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Regular
2019-02-20-NZ002-Surface,Chlorella,10570.1106,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Surface
2019-02-20-NZ002-Surface,Chroococcus,42280.4424,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Surface
2019-02-20-NZ002-Surface,Eucapsis,258815.9196,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Surface
2019-02-20-NZ002-Surface,Nitzschia,420007.8064,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Surface
2019-02-20-NZ002-Surface,Thalassiosira,1135583.135,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Surface
2019-02-20-NZ004-Regular,Aulacoseira,1328121.018,,2/20/2019,Winter,Feb,NZ004,San Pablo Bay,SPB,Regular
2019-02-20-NZ004-Regular,Chlorella,6472.4828,,2/20/2019,Winter,Feb,NZ004,San Pablo Bay,SPB,Regular
2019-02-20-NZ004-Regular,Cyclotella,221362.5176,,2/20/2019,Winter,Feb,NZ004,San Pablo Bay,SPB,Regular
2019-02-20-NZ004-Regular,Eucapsis,329068.9584,,2/20/2019,Winter,Feb,NZ004,San Pablo Bay,SPB,Regular
2019-02-20-NZ004-Regular,Rhoicosphenia,1115124.049,,2/20/2019,Winter,Feb,NZ004,San Pablo Bay,SPB,Regular
2019-02-20-NZ032-Regular,Chlorella,19417.4484,,2/20/2019,Winter,Feb,NZ032,Grizzly.Suisun Bay,GSB,Regular
2019-02-20-NZ032-Regular,Eucapsis,305054.064,,2/20/2019,Winter,Feb,NZ032,Grizzly.Suisun Bay,GSB,Regular
2019-02-20-NZ032-Regular,Microcystis,143440.3152,,2/20/2019,Winter,Feb,NZ032,Grizzly.Suisun Bay,GSB,Regular
2019-02-20-NZ032-Surface,Eucapsis,531572.9328,,2/20/2019,Winter,Feb,NZ032,Grizzly.Suisun Bay,GSB,Surface
2019-02-20-NZ032-Surface,Nitzschia,336821.5144,,2/20/2019,Winter,Feb,NZ032,Grizzly.Suisun Bay,GSB,Surface
2019-02-20-NZ325-Regular,Cyclotella,10830482.99,,2/20/2019,Winter,Feb,NZ325,San Pablo Bay,SPB,Regular
2019-02-20-NZ325-Regular,Eucapsis,340102.8288,,2/20/2019,Winter,Feb,NZ325,San Pablo Bay,SPB,Regular
2019-02-20-NZ325-Surface,Chlorella,33025.7742,,2/20/2019,Winter,Feb,NZ325,San Pablo Bay,SPB,Surface
2019-02-20-NZ325-Surface,Cyclotella,282834.9381,,2/20/2019,Winter,Feb,NZ325,San Pablo Bay,SPB,Surface
2019-02-20-NZ325-Surface,Eucapsis,1115240.837,,2/20/2019,Winter,Feb,NZ325,San Pablo Bay,SPB,Surface
2019-02-21-D41-Regular,Chlorella,1797.9438,,2/21/2019,Winter,Feb,D41,San Pablo Bay,SPB,Regular
2019-02-21-D41-Regular,Cyclotella,36129.1548,,2/21/2019,Winter,Feb,D41,San Pablo Bay,SPB,Regular
2019-02-21-D41-Regular,Eucapsis,24339.852,,2/21/2019,Winter,Feb,D41,San Pablo Bay,SPB,Regular
2019-02-21-D41-Regular,Planothidium,30426.4844,,2/21/2019,Winter,Feb,D41,San Pablo Bay,SPB,Regular
2019-02-21-D41-Surface,Eucapsis,198285.1416,,2/21/2019,Winter,Feb,D41,San Pablo Bay,SPB,Surface
2019-02-21-D41-Surface,Melosira,15792876.06,,2/21/2019,Winter,Feb,D41,San Pablo Bay,SPB,Surface
2019-02-21-D41-Surface,Nitzschia,1754592.729,,2/21/2019,Winter,Feb,D41,San Pablo Bay,SPB,Surface
2019-02-21-D41A-Regular,Eucapsis,141817.6872,,2/21/2019,Winter,Feb,D41A,San Pablo Bay,SPB,Regular
2019-02-21-D41A-Regular,Nitzschia,176172.3278,,2/21/2019,Winter,Feb,D41A,San Pablo Bay,SPB,Regular
2019-02-21-D41A-Surface,Eucapsis,149606.3016,,2/21/2019,Winter,Feb,D41A,San Pablo Bay,SPB,Surface
2019-02-21-D41A-Surface,Gomphonema,681611.9352,,2/21/2019,Winter,Feb,D41A,San Pablo Bay,SPB,Surface
2019-03-11-C10A-Regular,Chlorella,37324.9513,,3/11/2019,Spring,Mar,C10A,Southern Interior Delta,SID,Regular
2019-03-11-C10A-Regular,Chrysochromulina,23906.7192,,3/11/2019,Spring,Mar,C10A,Southern Interior Delta,SID,Regular
2019-03-11-C10A-Regular,Cocconeis,81419.8672,,3/11/2019,Spring,Mar,C10A,Southern Interior Delta,SID,Regular
2019-03-11-C10A-Regular,Cyclotella,275337.4351,,3/11/2019,Spring,Mar,C10A,Southern Interior Delta,SID,Regular
2019-03-11-C10A-Regular,Eucapsis,63607.0176,,3/11/2019,Spring,Mar,C10A,Southern Interior Delta,SID,Regular
2019-03-11-C10A-Surface,Chlorella,7398.411,,3/11/2019,Spring,Mar,C10A,Southern Interior Delta,SID,Surface
2019-03-11-C10A-Surface,Chroococcus,9246.404,,3/11/2019,Spring,Mar,C10A,Southern Interior Delta,SID,Surface
2019-03-11-C10A-Surface,Eucapsis,108947.88,,3/11/2019,Spring,Mar,C10A,Southern Interior Delta,SID,Surface
2019-03-11-C3A-Regular,Chlorella,8090.6394,,3/11/2019,Spring,Mar,C3A,Northern Interior Delta,NID,Regular
2019-03-11-C3A-Regular,Eucapsis,111150.5112,,3/11/2019,Spring,Mar,C3A,Northern Interior Delta,NID,Regular
2019-03-11-C3A-Surface,Eucapsis,388781.6688,,3/11/2019,Spring,Mar,C3A,Northern Interior Delta,NID,Surface
2019-03-11-C3A-Surface,Monoraphidium,13233.4328,,3/11/2019,Spring,Mar,C3A,Northern Interior Delta,NID,Surface
2019-03-11-C9-Regular,Chlorella,10492.179,,3/11/2019,Spring,Mar,C9,Southern Interior Delta,SID,Regular
2019-03-11-C9-Regular,Cryptomonas,534014.3496,,3/11/2019,Spring,Mar,C9,Southern Interior Delta,SID,Regular
2019-03-11-C9-Regular,Cyclotella,61490.6796,,3/11/2019,Spring,Mar,C9,Southern Interior Delta,SID,Regular
2019-03-11-C9-Regular,Eucapsis,38763.468,,3/11/2019,Spring,Mar,C9,Southern Interior Delta,SID,Regular
2019-03-11-C9-Regular,Microcystis,19922.6196,,3/11/2019,Spring,Mar,C9,Southern Interior Delta,SID,Regular
2019-03-11-C9-Regular,Planktolyngbya,31511.5944,,3/11/2019,Spring,Mar,C9,Southern Interior Delta,SID,Regular
2019-03-11-C9-Regular,Raphidocelis,11411.1837,,3/11/2019,Spring,Mar,C9,Southern Interior Delta,SID,Regular
2019-03-11-C9-Regular,Thalassiosira,135699.6831,,3/11/2019,Spring,Mar,C9,Southern Interior Delta,SID,Regular
2019-03-11-C9-Surface,Cocconeis,275002.4382,,3/11/2019,Spring,Mar,C9,Southern Interior Delta,SID,Surface
2019-03-11-C9-Surface,Cyclotella,20721.7904,,3/11/2019,Spring,Mar,C9,Southern Interior Delta,SID,Surface
2019-03-11-C9-Surface,Eucapsis,45109.5588,,3/11/2019,Spring,Mar,C9,Southern Interior Delta,SID,Surface
2019-03-11-C9-Surface,Monoraphidium,1727.8175,,3/11/2019,Spring,Mar,C9,Southern Interior Delta,SID,Surface
2019-03-12-D22-Regular,Achnanthidium,123775.5429,,3/12/2019,Spring,Mar,D22,Confluence,CON,Regular
2019-03-12-D22-Regular,Aulacoseira,121724.7305,,3/12/2019,Spring,Mar,D22,Confluence,CON,Regular
2019-03-12-D22-Regular,Chlorella,16181.1352,,3/12/2019,Spring,Mar,D22,Confluence,CON,Regular
2019-03-12-D22-Regular,Eucapsis,93909.1788,,3/12/2019,Spring,Mar,D22,Confluence,CON,Regular
2019-03-12-D22-Regular,Plagioselmis,86032.707,,3/12/2019,Spring,Mar,D22,Confluence,CON,Regular
2019-03-12-D22-Surface,Chlorella,5056.6227,,3/12/2019,Spring,Mar,D22,Confluence,CON,Surface
2019-03-12-D22-Surface,Eucapsis,214998.0192,,3/12/2019,Spring,Mar,D22,Confluence,CON,Surface
2019-03-12-D4-Regular,Chlorella,23116.01,,3/12/2019,Spring,Mar,D4,Confluence,CON,Regular
2019-03-12-D4-Regular,Cryptomonas,1373155.384,,3/12/2019,Spring,Mar,D4,Confluence,CON,Regular
2019-03-12-D4-Regular,Eucapsis,93880.62,,3/12/2019,Spring,Mar,D4,Confluence,CON,Regular
2019-03-12-D4-Regular,Rhoicosphenia,169989.6,,3/12/2019,Spring,Mar,D4,Confluence,CON,Regular
2019-03-12-D4-Surface,Eucapsis,285832.6704,,3/12/2019,Spring,Mar,D4,Confluence,CON,Surface
2019-03-12-NZ068-Regular,Chlorella,14563.0863,,3/12/2019,Spring,Mar,NZ068,Northern Interior Delta,NID,Regular
2019-03-12-NZ068-Regular,Cyclotella,2765643.222,,3/12/2019,Spring,Mar,NZ068,Northern Interior Delta,NID,Regular
2019-03-12-NZ068-Regular,Eucapsis,63931.5432,,3/12/2019,Spring,Mar,NZ068,Northern Interior Delta,NID,Regular
2019-03-12-NZ068-Regular,Staurosirella,1641450.485,,3/12/2019,Spring,Mar,NZ068,Northern Interior Delta,NID,Regular
2019-03-12-NZ068-Surface,Chlorella,4045.3197,,3/12/2019,Spring,Mar,NZ068,Northern Interior Delta,NID,Surface
2019-03-12-NZ068-Surface,Chrysosaccus,250730.9433,,3/12/2019,Spring,Mar,NZ068,Northern Interior Delta,NID,Surface
2019-03-12-NZ068-Surface,Eucapsis,169971.0372,,3/12/2019,Spring,Mar,NZ068,Northern Interior Delta,NID,Surface
2019-03-13-D12-Regular,Aulacoseira,126575.449,,3/13/2019,Spring,Mar,D12,Confluence,CON,Regular
2019-03-13-D12-Regular,Chlorella,17133.0237,,3/13/2019,Spring,Mar,D12,Confluence,CON,Regular
2019-03-13-D12-Regular,Cocconeis,27229.3645,,3/13/2019,Spring,Mar,D12,Confluence,CON,Regular
2019-03-13-D12-Regular,Eucapsis,75404.394,,3/13/2019,Spring,Mar,D12,Confluence,CON,Regular
2019-03-13-D12-Surface,Eucapsis,178173.9792,,3/13/2019,Spring,Mar,D12,Confluence,CON,Surface
2019-03-13-D19-Regular,Chlorella,17433.0816,,3/13/2019,Spring,Mar,D19,Central Delta,CED,Regular
2019-03-13-D19-Regular,Cocconeis,422259.8864,,3/13/2019,Spring,Mar,D19,Central Delta,CED,Regular
2019-03-13-D19-Regular,Eucapsis,51675.1488,,3/13/2019,Spring,Mar,D19,Central Delta,CED,Regular
2019-03-13-D19-Surface,Chlorella,6660.3656,,3/13/2019,Spring,Mar,D19,Central Delta,CED,Surface
2019-03-13-D19-Surface,Eucapsis,69630.2586,,3/13/2019,Spring,Mar,D19,Central Delta,CED,Surface
2019-03-13-D19-Surface,Nitzschia,14783.4358,,3/13/2019,Spring,Mar,D19,Central Delta,CED,Surface
2019-03-13-D28A-Regular,Chlorella,10113.03,,3/13/2019,Spring,Mar,D28A,Central Delta,CED,Regular
2019-03-13-D28A-Regular,Cocconeis,75116.244,,3/13/2019,Spring,Mar,D28A,Central Delta,CED,Regular
2019-03-13-D28A-Regular,Cyclotella,18695.49,,3/13/2019,Spring,Mar,D28A,Central Delta,CED,Regular
2019-03-13-D28A-Regular,Eucapsis,27651.672,,3/13/2019,Spring,Mar,D28A,Central Delta,CED,Regular
