SampleID,SampleDate,Season,Month,StationCode,Region,RegionAbbreviation,SampleType,Genus,Units.per.mL,BV.um3.per.mL
2018-12-19-D41-Regular,2018-12-19,Winter,Dec,D41,San Pablo Bay,SPB,Regular,Eucapsis,34047.27,12314.97
2018-12-19-D41-Regular,2018-12-19,Winter,Dec,D41,San Pablo Bay,SPB,Regular,Microcystis,160.98,8750.8728
2018-12-19-D41-Surface,2018-12-19,Winter,Dec,D41,San Pablo Bay,SPB,Surface,Chlorella,300.48,1259.0112000000001
2018-12-19-D41-Surface,2018-12-19,Winter,Dec,D41,San Pablo Bay,SPB,Surface,Cyclotella,150.24,10360.5504
2018-12-19-D41-Surface,2018-12-19,Winter,Dec,D41,San Pablo Bay,SPB,Surface,Eucapsis,63401.280000000006,23094.8928
2018-12-19-D41-Surface,2018-12-19,Winter,Dec,D41,San Pablo Bay,SPB,Surface,Plagioselmis,150.24,34142.04
2018-12-19-D41A-Regular,2018-12-19,Winter,Dec,D41A,San Pablo Bay,SPB,Regular,Chlorella,273.16,980.6444
2018-12-19-D41A-Regular,2018-12-19,Winter,Dec,D41A,San Pablo Bay,SPB,Regular,Coscinodiscus,136.58,15748609.573000003
2018-12-19-D41A-Regular,2018-12-19,Winter,Dec,D41A,San Pablo Bay,SPB,Regular,Eucapsis,58046.50000000001,20945.9088
2018-12-19-D41A-Regular,2018-12-19,Winter,Dec,D41A,San Pablo Bay,SPB,Regular,Surirella,136.58,132000.4726
2018-12-19-D41A-Surface,2018-12-19,Winter,Dec,D41A,San Pablo Bay,SPB,Surface,Eucapsis,177587.62,64418.3316
2018-12-19-D41A-Surface,2018-12-19,Winter,Dec,D41A,San Pablo Bay,SPB,Surface,Pseudostaurosira,3155.11,332453.94070000004
2018-12-19-NZ002-Regular,2018-12-19,Winter,Dec,NZ002,San Pablo Bay,SPB,Regular,Coccomyxa,250.41,2651.8419
2018-12-19-NZ002-Regular,2018-12-19,Winter,Dec,NZ002,San Pablo Bay,SPB,Regular,Eucapsis,101916.87,36960.515999999996
2018-12-19-NZ002-Surface,2018-12-19,Winter,Dec,NZ002,San Pablo Bay,SPB,Surface,Chlorella,484.18,1738.2061999999999
2018-12-19-NZ002-Surface,2018-12-19,Winter,Dec,NZ002,San Pablo Bay,SPB,Surface,Cyclotella,242.09,217868.8955
2018-12-19-NZ002-Surface,2018-12-19,Winter,Dec,NZ002,San Pablo Bay,SPB,Surface,Eucapsis,100225.26,36691.1604
2018-12-19-NZ004-Regular,2018-12-19,Winter,Dec,NZ004,San Pablo Bay,SPB,Regular,Eucapsis,101416.05,36780.220799999996
2018-12-19-NZ004-Surface,2018-12-19,Winter,Dec,NZ004,San Pablo Bay,SPB,Surface,Eucapsis,104260.31999999999,38315.6676
2018-12-19-NZ325-Regular,2018-12-19,Winter,Dec,NZ325,San Pablo Bay,SPB,Regular,Chlorella,1408.55,5056.6945
2018-12-19-NZ325-Regular,2018-12-19,Winter,Dec,NZ325,San Pablo Bay,SPB,Regular,Coccomyxa,281.71,3141.0665
2018-12-19-NZ325-Regular,2018-12-19,Winter,Dec,NZ325,San Pablo Bay,SPB,Regular,Eucapsis,112402.29,40870.48679999999
2018-12-19-NZ325-Regular,2018-12-19,Winter,Dec,NZ325,San Pablo Bay,SPB,Regular,Microcystis,563.42,14941.898399999998
2018-12-19-NZ325-Regular,2018-12-19,Winter,Dec,NZ325,San Pablo Bay,SPB,Regular,Plagioselmis,1126.84,375406.7459999999
2018-12-19-NZ325-Surface,2018-12-19,Winter,Dec,NZ325,San Pablo Bay,SPB,Surface,Chlorella,819.5,2942.005
2018-12-19-NZ325-Surface,2018-12-19,Winter,Dec,NZ325,San Pablo Bay,SPB,Surface,Eucapsis,168407.25,61511.67
2018-12-19-NZ325-Surface,2018-12-19,Winter,Dec,NZ325,San Pablo Bay,SPB,Surface,Plagioselmis,1229.25,604098.5225
2019-01-09-C10A-Regular,2019-01-09,Winter,Jan,C10A,Southern Interior Delta,SID,Regular,Aulacoseira,250.41,201825.4518
2019-01-09-C10A-Regular,2019-01-09,Winter,Jan,C10A,Southern Interior Delta,SID,Regular,Chlorella,2003.28,7191.7752
2019-01-09-C10A-Regular,2019-01-09,Winter,Jan,C10A,Southern Interior Delta,SID,Regular,Coccomyxa,1502.46,22551.9246
2019-01-09-C10A-Regular,2019-01-09,Winter,Jan,C10A,Southern Interior Delta,SID,Regular,Cyclotella,1502.46,274424.319
2019-01-09-C10A-Regular,2019-01-09,Winter,Jan,C10A,Southern Interior Delta,SID,Regular,Eucapsis,95155.8,34346.2356
2019-01-09-C10A-Regular,2019-01-09,Winter,Jan,C10A,Southern Interior Delta,SID,Regular,Microcystis,500.82,9425.4324
2019-01-09-C10A-Regular,2019-01-09,Winter,Jan,C10A,Southern Interior Delta,SID,Regular,Monoraphidium,751.23,7700.1075
2019-01-09-C10A-Regular,2019-01-09,Winter,Jan,C10A,Southern Interior Delta,SID,Regular,Navicula,1001.64,480173.6955
2019-01-09-C10A-Regular,2019-01-09,Winter,Jan,C10A,Southern Interior Delta,SID,Regular,Nitzschia,500.82,8734.3008
2019-01-09-C10A-Regular,2019-01-09,Winter,Jan,C10A,Southern Interior Delta,SID,Regular,Plagioselmis,500.82,128623.0965
2019-01-09-C10A-Regular,2019-01-09,Winter,Jan,C10A,Southern Interior Delta,SID,Regular,Thalassiosira,250.41,625989.9426000001
2019-01-09-C10A-Surface,2019-01-09,Winter,Jan,C10A,Southern Interior Delta,SID,Surface,Chlorella,2299.84,16650.8416
2019-01-09-C10A-Surface,2019-01-09,Winter,Jan,C10A,Southern Interior Delta,SID,Surface,Cocconeis,287.48,320229.72160000005
2019-01-09-C10A-Surface,2019-01-09,Winter,Jan,C10A,Southern Interior Delta,SID,Surface,Cyclotella,1724.88,643949.4504000001
2019-01-09-C10A-Surface,2019-01-09,Winter,Jan,C10A,Southern Interior Delta,SID,Surface,Eucapsis,126491.20000000001,46313.028
2019-01-09-C10A-Surface,2019-01-09,Winter,Jan,C10A,Southern Interior Delta,SID,Surface,Fragilaria,287.48,257481.462
2019-01-09-C10A-Surface,2019-01-09,Winter,Jan,C10A,Southern Interior Delta,SID,Surface,Navicula,574.96,403328.6904
2019-01-09-C10A-Surface,2019-01-09,Winter,Jan,C10A,Southern Interior Delta,SID,Surface,Nitzschia,862.44,171855.544
2019-01-09-C10A-Surface,2019-01-09,Winter,Jan,C10A,Southern Interior Delta,SID,Surface,Planothidium,287.48,156254.0044
2019-01-09-C3A-Regular,2019-01-09,Winter,Jan,C3A,Northern Interior Delta,NID,Regular,Coccomyxa,4507.29,59631.4467
2019-01-09-C3A-Regular,2019-01-09,Winter,Jan,C3A,Northern Interior Delta,NID,Regular,Eucapsis,649049.76,236903.16240000003
2019-01-09-C3A-Surface,2019-01-09,Winter,Jan,C3A,Northern Interior Delta,NID,Surface,Chlorella,1533.23,5504.2957
2019-01-09-C3A-Surface,2019-01-09,Winter,Jan,C3A,Northern Interior Delta,NID,Surface,Eucapsis,631690.76,231548.39459999997
2019-01-09-C9-Surface,2019-01-09,Winter,Jan,C9,Southern Interior Delta,SID,Surface,Bacillaria,255.54,45478.453799999996
2019-01-09-C9-Surface,2019-01-09,Winter,Jan,C9,Southern Interior Delta,SID,Surface,Eucapsis,119592.72,44295.3036
2019-01-09-C9-Surface,2019-01-09,Winter,Jan,C9,Southern Interior Delta,SID,Surface,Kephyrion,255.54,11905.608600000001
2019-01-09-C9-Surface,2019-01-09,Winter,Jan,C9,Southern Interior Delta,SID,Surface,Ochromonas,255.54,31375.2012
2019-01-09-C9-Surface,2019-01-09,Winter,Jan,C9,Southern Interior Delta,SID,Surface,Plagioselmis,255.54,19510.479
2019-01-10-D22-Regular,2019-01-10,Winter,Jan,D22,Confluence,CON,Regular,Aulacoseira,643.9,103088.39
2019-01-10-D22-Regular,2019-01-10,Winter,Jan,D22,Confluence,CON,Regular,Coccomyxa,643.9,6818.901
2019-01-10-D22-Regular,2019-01-10,Winter,Jan,D22,Confluence,CON,Regular,Eucapsis,271081.89999999997,98516.7
2019-01-10-D22-Surface,2019-01-10,Winter,Jan,D22,Confluence,CON,Surface,Achnanthidium,919.94,83088.9808
2019-01-10-D22-Surface,2019-01-10,Winter,Jan,D22,Confluence,CON,Surface,Chlorella,919.94,10570.1106
2019-01-10-D22-Surface,2019-01-10,Winter,Jan,D22,Confluence,CON,Surface,Chrysosaccus,919.94,782684.952
2019-01-10-D22-Surface,2019-01-10,Winter,Jan,D22,Confluence,CON,Surface,Eucapsis,389134.62,142903.47960000002
2019-01-10-D4-Regular,2019-01-10,Winter,Jan,D4,Confluence,CON,Regular,Achnanthidium,450.73,62903.878800000006
2019-01-10-D4-Regular,2019-01-10,Winter,Jan,D4,Confluence,CON,Regular,Coccomyxa,450.73,3916.8437
2019-01-10-D4-Regular,2019-01-10,Winter,Jan,D4,Confluence,CON,Regular,Cocconeis,450.73,247162.3028
2019-01-10-D4-Regular,2019-01-10,Winter,Jan,D4,Confluence,CON,Regular,Eucapsis,207335.80000000002,75289.9392
2019-01-10-D4-Regular,2019-01-10,Winter,Jan,D4,Confluence,CON,Regular,Plagioselmis,1352.19,348215.9688
2019-01-10-D4-Surface,2019-01-10,Winter,Jan,D4,Confluence,CON,Surface,Chlorella,383.31,4404.2319
2019-01-10-D4-Surface,2019-01-10,Winter,Jan,D4,Confluence,CON,Surface,Cocconeis,766.62,340662.9294
2019-01-10-D4-Surface,2019-01-10,Winter,Jan,D4,Confluence,CON,Surface,Eucapsis,153707.31,56507.56019999999
2019-01-10-D4-Surface,2019-01-10,Winter,Jan,D4,Confluence,CON,Surface,Nitzschia,383.31,29384.544599999997
2019-01-10-D4-Surface,2019-01-10,Winter,Jan,D4,Confluence,CON,Surface,Plagioselmis,383.31,228736.4094
2019-01-10-EZ2-Surface,2019-01-10,Winter,Jan,EZ2,Low Salinity Zone,LSZ,Surface,Achnanthidium,511.08,81982.3428
2019-01-10-EZ2-Surface,2019-01-10,Winter,Jan,EZ2,Low Salinity Zone,LSZ,Surface,Chlorella,2044.32,9914.952
2019-01-10-EZ2-Surface,2019-01-10,Winter,Jan,EZ2,Low Salinity Zone,LSZ,Surface,Chrysosaccus,511.08,1850492.91
2019-01-10-EZ2-Surface,2019-01-10,Winter,Jan,EZ2,Low Salinity Zone,LSZ,Surface,Cyclotella,1022.16,220285.70159999997
2019-01-10-EZ2-Surface,2019-01-10,Winter,Jan,EZ2,Low Salinity Zone,LSZ,Surface,Encyonema,511.08,83597.3556
2019-01-10-EZ2-Surface,2019-01-10,Winter,Jan,EZ2,Low Salinity Zone,LSZ,Surface,Eucapsis,217720.08,79667.1504
2019-01-10-EZ6-Surface,2019-01-10,Winter,Jan,EZ6,Low Salinity Zone,LSZ,Surface,Epithemia,511.08,1009526.1024
2019-01-10-EZ6-Surface,2019-01-10,Winter,Jan,EZ6,Low Salinity Zone,LSZ,Surface,Eucapsis,210053.88,76999.3128
2019-01-10-EZ6-Surface,2019-01-10,Winter,Jan,EZ6,Low Salinity Zone,LSZ,Surface,Navicula,511.08,34660673.8692
2019-01-10-NZ068-Regular,2019-01-10,Winter,Jan,NZ068,Northern Interior Delta,NID,Regular,Chlorella,4507.3,18885.587000000003
2019-01-10-NZ068-Regular,2019-01-10,Winter,Jan,NZ068,Northern Interior Delta,NID,Regular,Coccomyxa,4507.3,83249.83099999999
2019-01-10-NZ068-Regular,2019-01-10,Winter,Jan,NZ068,Northern Interior Delta,NID,Regular,Eucapsis,540876,197636.0904
2019-01-10-NZ068-Regular,2019-01-10,Winter,Jan,NZ068,Northern Interior Delta,NID,Regular,Monoraphidium,901.46,4245.8766000000005
2019-01-10-NZ068-Regular,2019-01-10,Winter,Jan,NZ068,Northern Interior Delta,NID,Regular,Nitzschia,2704.38,246080.5508
2019-01-10-NZ068-Surface,2019-01-10,Winter,Jan,NZ068,Northern Interior Delta,NID,Surface,Chlorella,3863.3999999999996,18737.489999999998
2019-01-10-NZ068-Surface,2019-01-10,Winter,Jan,NZ068,Northern Interior Delta,NID,Surface,Chroococcus,1287.8,9246.403999999999
2019-01-10-NZ068-Surface,2019-01-10,Winter,Jan,NZ068,Northern Interior Delta,NID,Surface,Eucapsis,535724.7999999999,194251.752
2019-01-10-NZ068-Surface,2019-01-10,Winter,Jan,NZ068,Northern Interior Delta,NID,Surface,Planothidium,2575.6,357956.888
2019-01-11-D12-Regular,2019-01-11,Winter,Jan,D12,Confluence,CON,Regular,Chlorella,2575.6,9246.403999999999
2019-01-11-D12-Regular,2019-01-11,Winter,Jan,D12,Confluence,CON,Regular,Coccomyxa,3863.3999999999996,75374.934
2019-01-11-D12-Regular,2019-01-11,Winter,Jan,D12,Confluence,CON,Regular,Cyclotella,1287.8,697871.698
2019-01-11-D12-Regular,2019-01-11,Winter,Jan,D12,Confluence,CON,Regular,Eucapsis,574358.7999999999,210014.42399999997
2019-01-11-D12-Surface,2019-01-11,Winter,Jan,D12,Confluence,CON,Surface,Cocconeis,574.96,401833.7944
2019-01-11-D12-Surface,2019-01-11,Winter,Jan,D12,Confluence,CON,Surface,Eucapsis,235158.64,84967.58880000001
2019-01-11-D19-Regular,2019-01-11,Winter,Jan,D19,Central Delta,CED,Regular,Chlorella,1001.62,3595.8158
2019-01-11-D19-Regular,2019-01-11,Winter,Jan,D19,Central Delta,CED,Regular,Cocconeis,1001.62,163694.7566
2019-01-11-D19-Regular,2019-01-11,Winter,Jan,D19,Central Delta,CED,Regular,Cyclotella,500.81,79693.8953
2019-01-11-D19-Regular,2019-01-11,Winter,Jan,D19,Central Delta,CED,Regular,Eucapsis,205332.1,74280.13919999999
2019-01-11-D19-Regular,2019-01-11,Winter,Jan,D19,Central Delta,CED,Regular,Nitzschia,2003.24,400953.4941
2019-01-11-D19-Surface,2019-01-11,Winter,Jan,D19,Central Delta,CED,Surface,Eucapsis,252523.53000000003,91405.2384
2019-01-11-D19-Surface,2019-01-11,Winter,Jan,D19,Central Delta,CED,Surface,Nitzschia,459.97,308791.66010000004
2019-01-11-D28A-Regular,2019-01-11,Winter,Jan,D28A,Central Delta,CED,Regular,Chlorella,2253.64,16316.3536
2019-01-11-D28A-Regular,2019-01-11,Winter,Jan,D28A,Central Delta,CED,Regular,Cyclotella,1126.82,524940.3651999999
2019-01-11-D28A-Regular,2019-01-11,Winter,Jan,D28A,Central Delta,CED,Regular,Eucapsis,228744.46,83362.1436
2019-01-11-D28A-Regular,2019-01-11,Winter,Jan,D28A,Central Delta,CED,Regular,Melosira,563.41,1147705.6087
2019-01-11-D28A-Regular,2019-01-11,Winter,Jan,D28A,Central Delta,CED,Regular,Nitzschia,1126.82,257912.19569999998
2019-01-11-D28A-Regular,2019-01-11,Winter,Jan,D28A,Central Delta,CED,Regular,Plagioselmis,563.41,486087.61159999995
2019-01-11-D28A-Regular,2019-01-11,Winter,Jan,D28A,Central Delta,CED,Regular,Ulnaria,563.41,222422.99979999996
2019-01-11-D28A-Surface,2019-01-11,Winter,Jan,D28A,Central Delta,CED,Surface,Chlorella,574.96,4162.7104
2019-01-11-D28A-Surface,2019-01-11,Winter,Jan,D28A,Central Delta,CED,Surface,Cocconeis,574.96,546240.748
2019-01-11-D28A-Surface,2019-01-11,Winter,Jan,D28A,Central Delta,CED,Surface,Cyclotella,287.48,45746.6924
2019-01-11-D28A-Surface,2019-01-11,Winter,Jan,D28A,Central Delta,CED,Surface,Eucapsis,123616.40000000001,45122.8608
2019-01-11-D28A-Surface,2019-01-11,Winter,Jan,D28A,Central Delta,CED,Surface,Kephyrion,287.48,13393.693200000002
2019-01-11-D28A-Surface,2019-01-11,Winter,Jan,D28A,Central Delta,CED,Surface,Plagioselmis,574.96,390075.86240000004
2019-01-15-D16-Regular,2019-01-15,Winter,Jan,D16,Central Delta,CED,Regular,Chlorella,901.46,3236.2414
2019-01-15-D16-Regular,2019-01-15,Winter,Jan,D16,Central Delta,CED,Regular,Coccomyxa,450.73,6305.7127
2019-01-15-D16-Regular,2019-01-15,Winter,Jan,D16,Central Delta,CED,Regular,Eucapsis,179390.54,65391.90839999999
2019-01-15-D16-Regular,2019-01-15,Winter,Jan,D16,Central Delta,CED,Regular,Plagioselmis,450.73,205023.5551
2019-01-15-D16-Surface,2019-01-15,Winter,Jan,D16,Central Delta,CED,Surface,Eucapsis,256432.16,93971.4624
2019-01-15-D26-Regular,2019-01-15,Winter,Jan,D26,Central Delta,CED,Regular,Achnanthidium,901.46,64706.798800000004
2019-01-15-D26-Regular,2019-01-15,Winter,Jan,D26,Central Delta,CED,Regular,Eucapsis,361485.46,133055.496
2019-01-15-D26-Regular,2019-01-15,Winter,Jan,D26,Central Delta,CED,Regular,Melosira,901.46,1555487.2592
2019-01-15-D26-Regular,2019-01-15,Winter,Jan,D26,Central Delta,CED,Regular,Nitzschia,901.46,87450.6346
2019-01-15-D26-Regular,2019-01-15,Winter,Jan,D26,Central Delta,CED,Regular,Ulnaria,901.46,2244373.9766
2019-01-15-D26-Surface,2019-01-15,Winter,Jan,D26,Central Delta,CED,Surface,Cocconeis,459.97,385758.4402
2019-01-15-D26-Surface,2019-01-15,Winter,Jan,D26,Central Delta,CED,Surface,Eucapsis,207906.44,76502.2104
2019-01-15-EZ2-Regular,2019-01-15,Winter,Jan,EZ2,Low Salinity Zone,LSZ,Regular,Coccomyxa,1878.0500000000002,28320.994000000002
2019-01-15-EZ2-Regular,2019-01-15,Winter,Jan,EZ2,Low Salinity Zone,LSZ,Regular,Entomoneis,375.61,1647440.4844
2019-01-15-EZ2-Regular,2019-01-15,Winter,Jan,EZ2,Low Salinity Zone,LSZ,Regular,Eucapsis,161136.69,58685.306399999994
2019-01-15-EZ6-Regular,2019-01-15,Winter,Jan,EZ6,Low Salinity Zone,LSZ,Regular,Chlorella,3605.84,15108.469600000002
2019-01-15-EZ6-Regular,2019-01-15,Winter,Jan,EZ6,Low Salinity Zone,LSZ,Regular,Entomoneis,901.46,6953573.972800001
2019-01-15-EZ6-Regular,2019-01-15,Winter,Jan,EZ6,Low Salinity Zone,LSZ,Regular,Eucapsis,357879.62,131108.3424
2019-01-15-MD10A-Regular,2019-01-15,Winter,Jan,MD10A,Southern Interior Delta,SID,Regular,Chlorella,901.48,3777.2012000000004
2019-01-15-MD10A-Regular,2019-01-15,Winter,Jan,MD10A,Southern Interior Delta,SID,Regular,Coccomyxa,1802.96,30812.5864
2019-01-15-MD10A-Regular,2019-01-15,Winter,Jan,MD10A,Southern Interior Delta,SID,Regular,Cocconeis,225.37,17515.7564
2019-01-15-MD10A-Regular,2019-01-15,Winter,Jan,MD10A,Southern Interior Delta,SID,Regular,Eucapsis,104346.31,38376.003600000004
2019-01-15-MD10A-Regular,2019-01-15,Winter,Jan,MD10A,Southern Interior Delta,SID,Regular,Plagioselmis,225.37,96987.9795
2019-01-15-MD10A-Surface,2019-01-15,Winter,Jan,MD10A,Southern Interior Delta,SID,Surface,Chlorella,3136.2000000000003,28853.04
2019-01-15-MD10A-Surface,2019-01-15,Winter,Jan,MD10A,Southern Interior Delta,SID,Surface,Eucapsis,85095.56000000001,31387.089600000003
2019-01-15-P8-Regular,2019-01-15,Winter,Jan,P8,Southern Interior Delta,SID,Regular,Chlorella,600.98,2157.5182
2019-01-15-P8-Regular,2019-01-15,Winter,Jan,P8,Southern Interior Delta,SID,Regular,Coccomyxa,1201.96,22536.75
2019-01-15-P8-Regular,2019-01-15,Winter,Jan,P8,Southern Interior Delta,SID,Regular,Eucapsis,123801.88,45542.2644
2019-01-15-P8-Regular,2019-01-15,Winter,Jan,P8,Southern Interior Delta,SID,Regular,Monoraphidium,300.49,1655.6999
2019-01-15-P8-Surface,2019-01-15,Winter,Jan,P8,Southern Interior Delta,SID,Surface,Chlorella,2012.3600000000001,7224.3724
2019-01-15-P8-Surface,2019-01-15,Winter,Jan,P8,Southern Interior Delta,SID,Surface,Eucapsis,111829.72,40983.1488
2019-01-15-P8-Surface,2019-01-15,Winter,Jan,P8,Southern Interior Delta,SID,Surface,Melosira,1149.92,9734578.764800001
2019-01-16-D10-Regular,2019-01-16,Winter,Jan,D10,Confluence,CON,Regular,Coccomyxa,12620.44,164570.5376
2019-01-16-D10-Regular,2019-01-16,Winter,Jan,D10,Confluence,CON,Regular,Eucapsis,170375.94,61822.1268
2019-01-16-D10-Surface,2019-01-16,Winter,Jan,D10,Confluence,CON,Surface,Chlorella,901.46,5030.1468
2019-01-16-D10-Surface,2019-01-16,Winter,Jan,D10,Confluence,CON,Surface,Eucapsis,226717.19,83727.6048
2019-01-16-D10-Surface,2019-01-16,Winter,Jan,D10,Confluence,CON,Surface,Ulnaria,450.73,341860.6758
2019-01-16-D6-Regular,2019-01-16,Winter,Jan,D6,San Pablo Bay,SPB,Regular,Chlorella,1001.62,3595.8158
2019-01-16-D6-Regular,2019-01-16,Winter,Jan,D6,San Pablo Bay,SPB,Regular,Coccomyxa,1001.62,14012.6638
2019-01-16-D6-Regular,2019-01-16,Winter,Jan,D6,San Pablo Bay,SPB,Regular,Eucapsis,205332.1,74460.4308
2019-01-16-D6-Regular,2019-01-16,Winter,Jan,D6,San Pablo Bay,SPB,Regular,Thalassiosira,500.81,482475.3459
2019-01-16-D6-Surface,2019-01-16,Winter,Jan,D6,San Pablo Bay,SPB,Surface,Cyclotella,321.95,102463.807
2019-01-16-D6-Surface,2019-01-16,Winter,Jan,D6,San Pablo Bay,SPB,Surface,Eucapsis,128780,46940.30999999999
2019-01-16-D6-Surface,2019-01-16,Winter,Jan,D6,San Pablo Bay,SPB,Surface,Fragilaria,321.95,24361.9565
2019-01-16-D6-Surface,2019-01-16,Winter,Jan,D6,San Pablo Bay,SPB,Surface,Plagioselmis,321.95,55385.0585
2019-01-16-D8-Regular,2019-01-16,Winter,Jan,D8,Grizzly.Suisun Bay,GSB,Regular,Chlorella,643.9,2311.6009999999997
2019-01-16-D8-Regular,2019-01-16,Winter,Jan,D8,Grizzly.Suisun Bay,GSB,Regular,Coccomyxa,3863.3999999999996,72245.57999999999
2019-01-16-D8-Regular,2019-01-16,Winter,Jan,D8,Grizzly.Suisun Bay,GSB,Regular,Eucapsis,127814.15,46708.505999999994
2019-01-16-D8-Regular,2019-01-16,Winter,Jan,D8,Grizzly.Suisun Bay,GSB,Regular,Plagioselmis,321.95,173428.02599999998
2019-01-16-D8-Surface,2019-01-16,Winter,Jan,D8,Grizzly.Suisun Bay,GSB,Surface,Eucapsis,248802.96000000002,91353.9564
2019-01-16-NZS42-Regular,2019-01-16,Winter,Jan,NZS42,Grizzly.Suisun Bay,GSB,Regular,Chlorella,14423.36,51779.8624
2019-01-16-NZS42-Regular,2019-01-16,Winter,Jan,NZS42,Grizzly.Suisun Bay,GSB,Regular,Eucapsis,1004226.4400000001,368661.0816
2019-01-16-NZS42-Regular,2019-01-16,Winter,Jan,NZS42,Grizzly.Suisun Bay,GSB,Regular,Microcystis,7211.68,191253.7536
2019-01-17-D7-Regular,2019-01-17,Winter,Jan,D7,Grizzly.Suisun Bay,GSB,Regular,Chlorella,1229.25,4413.0075
2019-01-17-D7-Regular,2019-01-17,Winter,Jan,D7,Grizzly.Suisun Bay,GSB,Regular,Eucapsis,172914.5,62396.73
2019-01-17-D7-Surface,2019-01-17,Winter,Jan,D7,Grizzly.Suisun Bay,GSB,Surface,Chlorella,409.75,1471.0025
2019-01-17-D7-Surface,2019-01-17,Winter,Jan,D7,Grizzly.Suisun Bay,GSB,Surface,Cyclotella,409.75,368754.5125
2019-01-17-D7-Surface,2019-01-17,Winter,Jan,D7,Grizzly.Suisun Bay,GSB,Surface,Eucapsis,163900,59594.04
2019-01-17-NZ032-Regular,2019-01-17,Winter,Jan,NZ032,Grizzly.Suisun Bay,GSB,Regular,Chlorella,901.46,3236.2414
2019-01-17-NZ032-Regular,2019-01-17,Winter,Jan,NZ032,Grizzly.Suisun Bay,GSB,Regular,Eucapsis,374105.9,136949.8032
2019-01-17-NZ032-Regular,2019-01-17,Winter,Jan,NZ032,Grizzly.Suisun Bay,GSB,Regular,Microcystis,901.46,23906.7192
2019-01-17-NZ032-Regular,2019-01-17,Winter,Jan,NZ032,Grizzly.Suisun Bay,GSB,Regular,Ulnaria,901.46,328501.0386
2019-01-17-NZ032-Surface,2019-01-17,Winter,Jan,NZ032,Grizzly.Suisun Bay,GSB,Surface,Eucapsis,463350.44,171998.568
2019-01-17-NZS42-Surface,2019-01-17,Winter,Jan,NZS42,Grizzly.Suisun Bay,GSB,Surface,Chlorella,1287.8,4623.201999999999
2019-01-17-NZS42-Surface,2019-01-17,Winter,Jan,NZS42,Grizzly.Suisun Bay,GSB,Surface,Eucapsis,262711.2,97589.484
2019-01-18-D41-Regular,2019-01-18,Winter,Jan,D41,San Pablo Bay,SPB,Regular,Chlorella,150.24,539.3616000000001
2019-01-18-D41-Regular,2019-01-18,Winter,Jan,D41,San Pablo Bay,SPB,Regular,Coccomyxa,600.96,7385.7984
2019-01-18-D41-Regular,2019-01-18,Winter,Jan,D41,San Pablo Bay,SPB,Regular,Eucapsis,61297.920000000006,22175.424
2019-01-18-D41-Surface,2019-01-18,Winter,Jan,D41,San Pablo Bay,SPB,Surface,Chlorella,500.82,3625.9368
2019-01-18-D41-Surface,2019-01-18,Winter,Jan,D41,San Pablo Bay,SPB,Surface,Cyanodictyon,250.41,2028.3210000000004
2019-01-18-D41-Surface,2019-01-18,Winter,Jan,D41,San Pablo Bay,SPB,Surface,Eucapsis,106925.06999999999,39214.206
2019-01-18-D41-Surface,2019-01-18,Winter,Jan,D41,San Pablo Bay,SPB,Surface,Ochromonas,751.23,62908.000199999995
2019-01-18-D41-Surface,2019-01-18,Winter,Jan,D41,San Pablo Bay,SPB,Surface,Teleaulax,250.41,84996.6663
2019-01-18-D41A-Regular,2019-01-18,Winter,Jan,D41A,San Pablo Bay,SPB,Regular,Chlorella,500.82,1797.9438
2019-01-18-D41A-Regular,2019-01-18,Winter,Jan,D41A,San Pablo Bay,SPB,Regular,Coccomyxa,250.41,3503.2359
2019-01-18-D41A-Regular,2019-01-18,Winter,Jan,D41A,San Pablo Bay,SPB,Regular,Eucapsis,102918.51,37050.6636
2019-01-18-D41A-Surface,2019-01-18,Winter,Jan,D41A,San Pablo Bay,SPB,Surface,Chlorella,450.73,1618.1207
2019-01-18-D41A-Surface,2019-01-18,Winter,Jan,D41A,San Pablo Bay,SPB,Surface,Eucapsis,191109.52000000002,70097.5296
2019-01-18-D41A-Surface,2019-01-18,Winter,Jan,D41A,San Pablo Bay,SPB,Surface,Hemiselmis,450.73,6846.5887
2019-01-18-D41A-Surface,2019-01-18,Winter,Jan,D41A,San Pablo Bay,SPB,Surface,Ochromonas,450.73,242799.2364
2019-01-18-D41A-Surface,2019-01-18,Winter,Jan,D41A,San Pablo Bay,SPB,Surface,Plagioselmis,1352.19,262834.1849
2019-01-18-NZ002-Regular,2019-01-18,Winter,Jan,NZ002,San Pablo Bay,SPB,Regular,Chlorella,6385.37,46230.0788
2019-01-18-NZ002-Regular,2019-01-18,Winter,Jan,NZ002,San Pablo Bay,SPB,Regular,Cyclotella,375.61,117366.85670000002
2019-01-18-NZ002-Regular,2019-01-18,Winter,Jan,NZ002,San Pablo Bay,SPB,Regular,Eucapsis,168273.28,61119.2592
2019-01-18-NZ002-Regular,2019-01-18,Winter,Jan,NZ002,San Pablo Bay,SPB,Regular,Plagioselmis,375.61,42376.3202
2019-01-18-NZ002-Surface,2019-01-18,Winter,Jan,NZ002,San Pablo Bay,SPB,Surface,Chlorella,819.5,2942.005
2019-01-18-NZ002-Surface,2019-01-18,Winter,Jan,NZ002,San Pablo Bay,SPB,Surface,Chrysococcus,409.75,707998.8300000001
