SampleID,SampleDate,Season,Month,StationCode,Region,RegionAbbreviation,SampleType,AlgalType,Units.per.mL,BV.um3.per.mL
2019-01-10-EZ6-Surface,2019-01-10,Winter,Jan,EZ6,Low Salinity Zone,LSZ,Surface,Pennate Diatom,1022.16,35670199.971599996
2019-01-10-NZ068-Regular,2019-01-10,Winter,Jan,NZ068,Northern Interior Delta,NID,Regular,Cyanobacterium,540876,197636.0904
2019-01-10-NZ068-Regular,2019-01-10,Winter,Jan,NZ068,Northern Interior Delta,NID,Regular,Green Alga,9916.060000000001,106381.2946
2019-01-10-NZ068-Regular,2019-01-10,Winter,Jan,NZ068,Northern Interior Delta,NID,Regular,Pennate Diatom,2704.38,246080.5508
2019-01-10-NZ068-Surface,2019-01-10,Winter,Jan,NZ068,Northern Interior Delta,NID,Surface,Cyanobacterium,537012.6,203498.15600000002
2019-01-10-NZ068-Surface,2019-01-10,Winter,Jan,NZ068,Northern Interior Delta,NID,Surface,Green Alga,3863.3999999999996,18737.489999999998
2019-01-10-NZ068-Surface,2019-01-10,Winter,Jan,NZ068,Northern Interior Delta,NID,Surface,Pennate Diatom,2575.6,357956.888
2019-01-11-D12-Regular,2019-01-11,Winter,Jan,D12,Confluence,CON,Regular,Centric Diatom,1287.8,697871.698
2019-01-11-D12-Regular,2019-01-11,Winter,Jan,D12,Confluence,CON,Regular,Cyanobacterium,574358.7999999999,210014.42399999997
2019-01-11-D12-Regular,2019-01-11,Winter,Jan,D12,Confluence,CON,Regular,Green Alga,6439,84621.33799999999
2019-01-11-D12-Surface,2019-01-11,Winter,Jan,D12,Confluence,CON,Surface,Cyanobacterium,235158.64,84967.58880000001
2019-01-11-D12-Surface,2019-01-11,Winter,Jan,D12,Confluence,CON,Surface,Pennate Diatom,574.96,401833.7944
2019-01-11-D19-Regular,2019-01-11,Winter,Jan,D19,Central Delta,CED,Regular,Centric Diatom,500.81,79693.8953
2019-01-11-D19-Regular,2019-01-11,Winter,Jan,D19,Central Delta,CED,Regular,Cyanobacterium,205332.1,74280.13919999999
2019-01-11-D19-Regular,2019-01-11,Winter,Jan,D19,Central Delta,CED,Regular,Green Alga,1001.62,3595.8158
2019-01-11-D19-Regular,2019-01-11,Winter,Jan,D19,Central Delta,CED,Regular,Pennate Diatom,3004.86,564648.2507
2019-01-11-D19-Surface,2019-01-11,Winter,Jan,D19,Central Delta,CED,Surface,Cyanobacterium,252523.53000000003,91405.2384
2019-01-11-D19-Surface,2019-01-11,Winter,Jan,D19,Central Delta,CED,Surface,Pennate Diatom,459.97,308791.66010000004
2019-01-11-D28A-Regular,2019-01-11,Winter,Jan,D28A,Central Delta,CED,Regular,Centric Diatom,1690.23,1672645.9738999999
2019-01-11-D28A-Regular,2019-01-11,Winter,Jan,D28A,Central Delta,CED,Regular,Cryptophyte,563.41,486087.61159999995
2019-01-11-D28A-Regular,2019-01-11,Winter,Jan,D28A,Central Delta,CED,Regular,Cyanobacterium,228744.46,83362.1436
2019-01-11-D28A-Regular,2019-01-11,Winter,Jan,D28A,Central Delta,CED,Regular,Green Alga,2253.64,16316.3536
2019-01-11-D28A-Regular,2019-01-11,Winter,Jan,D28A,Central Delta,CED,Regular,Pennate Diatom,1690.23,480335.1955
2019-01-11-D28A-Surface,2019-01-11,Winter,Jan,D28A,Central Delta,CED,Surface,Centric Diatom,287.48,45746.6924
2019-01-11-D28A-Surface,2019-01-11,Winter,Jan,D28A,Central Delta,CED,Surface,Chrysophyte,287.48,13393.693200000002
2019-01-11-D28A-Surface,2019-01-11,Winter,Jan,D28A,Central Delta,CED,Surface,Cryptophyte,574.96,390075.86240000004
2019-01-11-D28A-Surface,2019-01-11,Winter,Jan,D28A,Central Delta,CED,Surface,Cyanobacterium,123616.40000000001,45122.8608
2019-01-11-D28A-Surface,2019-01-11,Winter,Jan,D28A,Central Delta,CED,Surface,Green Alga,574.96,4162.7104
2019-01-11-D28A-Surface,2019-01-11,Winter,Jan,D28A,Central Delta,CED,Surface,Pennate Diatom,574.96,546240.748
2019-01-15-D16-Regular,2019-01-15,Winter,Jan,D16,Central Delta,CED,Regular,Cryptophyte,450.73,205023.5551
2019-01-15-D16-Regular,2019-01-15,Winter,Jan,D16,Central Delta,CED,Regular,Cyanobacterium,179390.54,65391.90839999999
2019-01-15-D16-Regular,2019-01-15,Winter,Jan,D16,Central Delta,CED,Regular,Green Alga,1352.19,9541.954099999999
2019-01-15-D16-Surface,2019-01-15,Winter,Jan,D16,Central Delta,CED,Surface,Cyanobacterium,256432.16,93971.4624
2019-01-15-D26-Regular,2019-01-15,Winter,Jan,D26,Central Delta,CED,Regular,Centric Diatom,901.46,1555487.2592
2019-01-15-D26-Regular,2019-01-15,Winter,Jan,D26,Central Delta,CED,Regular,Cyanobacterium,361485.46,133055.496
2019-01-15-D26-Regular,2019-01-15,Winter,Jan,D26,Central Delta,CED,Regular,Pennate Diatom,2704.38,2396531.41
2019-01-15-D26-Surface,2019-01-15,Winter,Jan,D26,Central Delta,CED,Surface,Cyanobacterium,207906.44,76502.2104
2019-01-15-D26-Surface,2019-01-15,Winter,Jan,D26,Central Delta,CED,Surface,Pennate Diatom,459.97,385758.4402
2019-01-15-EZ2-Regular,2019-01-15,Winter,Jan,EZ2,Low Salinity Zone,LSZ,Regular,Cyanobacterium,161136.69,58685.306399999994
2019-01-15-EZ2-Regular,2019-01-15,Winter,Jan,EZ2,Low Salinity Zone,LSZ,Regular,Green Alga,1878.0500000000002,28320.994000000002
2019-01-15-EZ2-Regular,2019-01-15,Winter,Jan,EZ2,Low Salinity Zone,LSZ,Regular,Pennate Diatom,375.61,1647440.4844
2019-01-15-EZ6-Regular,2019-01-15,Winter,Jan,EZ6,Low Salinity Zone,LSZ,Regular,Cyanobacterium,357879.62,131108.3424
2019-01-15-EZ6-Regular,2019-01-15,Winter,Jan,EZ6,Low Salinity Zone,LSZ,Regular,Green Alga,3605.84,15108.469600000002
2019-01-15-EZ6-Regular,2019-01-15,Winter,Jan,EZ6,Low Salinity Zone,LSZ,Regular,Pennate Diatom,901.46,6953573.972800001
2019-01-15-MD10A-Regular,2019-01-15,Winter,Jan,MD10A,Southern Interior Delta,SID,Regular,Cryptophyte,225.37,96987.9795
2019-01-15-MD10A-Regular,2019-01-15,Winter,Jan,MD10A,Southern Interior Delta,SID,Regular,Cyanobacterium,104346.31,38376.003600000004
2019-01-15-MD10A-Regular,2019-01-15,Winter,Jan,MD10A,Southern Interior Delta,SID,Regular,Green Alga,2704.44,34589.7876
2019-01-15-MD10A-Regular,2019-01-15,Winter,Jan,MD10A,Southern Interior Delta,SID,Regular,Pennate Diatom,225.37,17515.7564
2019-01-15-MD10A-Surface,2019-01-15,Winter,Jan,MD10A,Southern Interior Delta,SID,Surface,Cyanobacterium,85095.56000000001,31387.089600000003
2019-01-15-MD10A-Surface,2019-01-15,Winter,Jan,MD10A,Southern Interior Delta,SID,Surface,Green Alga,3136.2000000000003,28853.04
2019-01-15-P8-Regular,2019-01-15,Winter,Jan,P8,Southern Interior Delta,SID,Regular,Cyanobacterium,123801.88,45542.2644
2019-01-15-P8-Regular,2019-01-15,Winter,Jan,P8,Southern Interior Delta,SID,Regular,Green Alga,2103.4300000000003,26349.9681
2019-01-15-P8-Surface,2019-01-15,Winter,Jan,P8,Southern Interior Delta,SID,Surface,Centric Diatom,1149.92,9734578.764800001
2019-01-15-P8-Surface,2019-01-15,Winter,Jan,P8,Southern Interior Delta,SID,Surface,Cyanobacterium,111829.72,40983.1488
2019-01-15-P8-Surface,2019-01-15,Winter,Jan,P8,Southern Interior Delta,SID,Surface,Green Alga,2012.3600000000001,7224.3724
2019-01-16-D10-Regular,2019-01-16,Winter,Jan,D10,Confluence,CON,Regular,Cyanobacterium,170375.94,61822.1268
2019-01-16-D10-Regular,2019-01-16,Winter,Jan,D10,Confluence,CON,Regular,Green Alga,12620.44,164570.5376
2019-01-16-D10-Surface,2019-01-16,Winter,Jan,D10,Confluence,CON,Surface,Cyanobacterium,226717.19,83727.6048
2019-01-16-D10-Surface,2019-01-16,Winter,Jan,D10,Confluence,CON,Surface,Green Alga,901.46,5030.1468
2019-01-16-D10-Surface,2019-01-16,Winter,Jan,D10,Confluence,CON,Surface,Pennate Diatom,450.73,341860.6758
2019-01-16-D6-Regular,2019-01-16,Winter,Jan,D6,San Pablo Bay,SPB,Regular,Centric Diatom,500.81,482475.3459
2019-01-16-D6-Regular,2019-01-16,Winter,Jan,D6,San Pablo Bay,SPB,Regular,Cyanobacterium,205332.1,74460.4308
2019-01-16-D6-Regular,2019-01-16,Winter,Jan,D6,San Pablo Bay,SPB,Regular,Green Alga,2003.24,17608.4796
2019-01-16-D6-Surface,2019-01-16,Winter,Jan,D6,San Pablo Bay,SPB,Surface,Centric Diatom,321.95,102463.807
2019-01-16-D6-Surface,2019-01-16,Winter,Jan,D6,San Pablo Bay,SPB,Surface,Cryptophyte,321.95,55385.0585
2019-01-16-D6-Surface,2019-01-16,Winter,Jan,D6,San Pablo Bay,SPB,Surface,Cyanobacterium,128780,46940.30999999999
2019-01-16-D6-Surface,2019-01-16,Winter,Jan,D6,San Pablo Bay,SPB,Surface,Pennate Diatom,321.95,24361.9565
2019-01-16-D8-Regular,2019-01-16,Winter,Jan,D8,Grizzly.Suisun Bay,GSB,Regular,Cryptophyte,321.95,173428.02599999998
2019-01-16-D8-Regular,2019-01-16,Winter,Jan,D8,Grizzly.Suisun Bay,GSB,Regular,Cyanobacterium,127814.15,46708.505999999994
2019-01-16-D8-Regular,2019-01-16,Winter,Jan,D8,Grizzly.Suisun Bay,GSB,Regular,Green Alga,4507.299999999999,74557.18099999998
2019-01-16-D8-Surface,2019-01-16,Winter,Jan,D8,Grizzly.Suisun Bay,GSB,Surface,Cyanobacterium,248802.96000000002,91353.9564
2019-01-16-NZS42-Regular,2019-01-16,Winter,Jan,NZS42,Grizzly.Suisun Bay,GSB,Regular,Cyanobacterium,1011438.1200000001,559914.8352
2019-01-16-NZS42-Regular,2019-01-16,Winter,Jan,NZS42,Grizzly.Suisun Bay,GSB,Regular,Green Alga,14423.36,51779.8624
2019-01-17-D7-Regular,2019-01-17,Winter,Jan,D7,Grizzly.Suisun Bay,GSB,Regular,Cyanobacterium,172914.5,62396.73
2019-01-17-D7-Regular,2019-01-17,Winter,Jan,D7,Grizzly.Suisun Bay,GSB,Regular,Green Alga,1229.25,4413.0075
2019-01-17-D7-Surface,2019-01-17,Winter,Jan,D7,Grizzly.Suisun Bay,GSB,Surface,Centric Diatom,409.75,368754.5125
2019-01-17-D7-Surface,2019-01-17,Winter,Jan,D7,Grizzly.Suisun Bay,GSB,Surface,Cyanobacterium,163900,59594.04
2019-01-17-D7-Surface,2019-01-17,Winter,Jan,D7,Grizzly.Suisun Bay,GSB,Surface,Green Alga,409.75,1471.0025
2019-01-17-NZ032-Regular,2019-01-17,Winter,Jan,NZ032,Grizzly.Suisun Bay,GSB,Regular,Cyanobacterium,375007.36000000004,160856.5224
2019-01-17-NZ032-Regular,2019-01-17,Winter,Jan,NZ032,Grizzly.Suisun Bay,GSB,Regular,Green Alga,901.46,3236.2414
2019-01-17-NZ032-Regular,2019-01-17,Winter,Jan,NZ032,Grizzly.Suisun Bay,GSB,Regular,Pennate Diatom,901.46,328501.0386
2019-01-17-NZ032-Surface,2019-01-17,Winter,Jan,NZ032,Grizzly.Suisun Bay,GSB,Surface,Cyanobacterium,463350.44,171998.568
2019-01-17-NZS42-Surface,2019-01-17,Winter,Jan,NZS42,Grizzly.Suisun Bay,GSB,Surface,Cyanobacterium,262711.2,97589.484
2019-01-17-NZS42-Surface,2019-01-17,Winter,Jan,NZS42,Grizzly.Suisun Bay,GSB,Surface,Green Alga,1287.8,4623.201999999999
2019-01-18-D41-Regular,2019-01-18,Winter,Jan,D41,San Pablo Bay,SPB,Regular,Cyanobacterium,61297.920000000006,22175.424
2019-01-18-D41-Regular,2019-01-18,Winter,Jan,D41,San Pablo Bay,SPB,Regular,Green Alga,751.2,7925.16
2019-01-18-D41-Surface,2019-01-18,Winter,Jan,D41,San Pablo Bay,SPB,Surface,Chrysophyte,751.23,62908.000199999995
2019-01-18-D41-Surface,2019-01-18,Winter,Jan,D41,San Pablo Bay,SPB,Surface,Cryptophyte,250.41,84996.6663
2019-01-18-D41-Surface,2019-01-18,Winter,Jan,D41,San Pablo Bay,SPB,Surface,Cyanobacterium,107175.48,41242.527
2019-01-18-D41-Surface,2019-01-18,Winter,Jan,D41,San Pablo Bay,SPB,Surface,Green Alga,500.82,3625.9368
2019-01-18-D41A-Regular,2019-01-18,Winter,Jan,D41A,San Pablo Bay,SPB,Regular,Cyanobacterium,102918.51,37050.6636
2019-01-18-D41A-Regular,2019-01-18,Winter,Jan,D41A,San Pablo Bay,SPB,Regular,Green Alga,751.23,5301.179700000001
2019-01-18-D41A-Surface,2019-01-18,Winter,Jan,D41A,San Pablo Bay,SPB,Surface,Chrysophyte,450.73,242799.2364
2019-01-18-D41A-Surface,2019-01-18,Winter,Jan,D41A,San Pablo Bay,SPB,Surface,Cryptophyte,1802.92,269680.7736
2019-01-18-D41A-Surface,2019-01-18,Winter,Jan,D41A,San Pablo Bay,SPB,Surface,Cyanobacterium,191109.52000000002,70097.5296
2019-01-18-D41A-Surface,2019-01-18,Winter,Jan,D41A,San Pablo Bay,SPB,Surface,Green Alga,450.73,1618.1207
2019-01-18-NZ002-Regular,2019-01-18,Winter,Jan,NZ002,San Pablo Bay,SPB,Regular,Centric Diatom,375.61,117366.85670000002
2019-01-18-NZ002-Regular,2019-01-18,Winter,Jan,NZ002,San Pablo Bay,SPB,Regular,Cryptophyte,375.61,42376.3202
2019-01-18-NZ002-Regular,2019-01-18,Winter,Jan,NZ002,San Pablo Bay,SPB,Regular,Cyanobacterium,168273.28,61119.2592
2019-01-18-NZ002-Regular,2019-01-18,Winter,Jan,NZ002,San Pablo Bay,SPB,Regular,Green Alga,6385.37,46230.0788
2019-01-18-NZ002-Surface,2019-01-18,Winter,Jan,NZ002,San Pablo Bay,SPB,Surface,Centric Diatom,819.5,140978.585
2019-01-18-NZ002-Surface,2019-01-18,Winter,Jan,NZ002,San Pablo Bay,SPB,Surface,Chrysophyte,409.75,707998.8300000001
2019-01-18-NZ002-Surface,2019-01-18,Winter,Jan,NZ002,San Pablo Bay,SPB,Surface,Cyanobacterium,167587.75,60774.119999999995
2019-01-18-NZ002-Surface,2019-01-18,Winter,Jan,NZ002,San Pablo Bay,SPB,Surface,Green Alga,819.5,2942.005
2019-01-18-NZ004-Regular,2019-01-18,Winter,Jan,NZ004,San Pablo Bay,SPB,Regular,Cryptophyte,375.61,353974.864
2019-01-18-NZ004-Regular,2019-01-18,Winter,Jan,NZ004,San Pablo Bay,SPB,Regular,Cyanobacterium,147239.12,63643.3584
2019-01-18-NZ004-Regular,2019-01-18,Winter,Jan,NZ004,San Pablo Bay,SPB,Regular,Green Alga,3756.1000000000004,13236.496400000002
2019-01-18-NZ004-Regular,2019-01-18,Winter,Jan,NZ004,San Pablo Bay,SPB,Regular,Pennate Diatom,375.61,149428.9263
2019-01-18-NZ004-Surface,2019-01-18,Winter,Jan,NZ004,San Pablo Bay,SPB,Surface,Centric Diatom,563.41,69175.4798
2019-01-18-NZ004-Surface,2019-01-18,Winter,Jan,NZ004,San Pablo Bay,SPB,Surface,Chrysophyte,563.41,28711.3736
2019-01-18-NZ004-Surface,2019-01-18,Winter,Jan,NZ004,San Pablo Bay,SPB,Surface,Cyanobacterium,233815.15,89232.8758
2019-01-18-NZ004-Surface,2019-01-18,Winter,Jan,NZ004,San Pablo Bay,SPB,Surface,Green Alga,1126.82,170701.96179999996
2019-01-18-NZ004-Surface,2019-01-18,Winter,Jan,NZ004,San Pablo Bay,SPB,Surface,Soft Body,563.41,609023.6736
2019-01-18-NZ325-Regular,2019-01-18,Winter,Jan,NZ325,San Pablo Bay,SPB,Regular,Cryptophyte,321.95,198350.1755
2019-01-18-NZ325-Regular,2019-01-18,Winter,Jan,NZ325,San Pablo Bay,SPB,Regular,Cyanobacterium,145843.35,53662.626000000004
2019-01-18-NZ325-Regular,2019-01-18,Winter,Jan,NZ325,San Pablo Bay,SPB,Regular,Green Alga,2253.65,8090.603499999999
2019-01-18-NZ325-Regular,2019-01-18,Winter,Jan,NZ325,San Pablo Bay,SPB,Regular,Pennate Diatom,321.95,5927.0995
2019-01-18-NZ325-Surface,2019-01-18,Winter,Jan,NZ325,San Pablo Bay,SPB,Surface,Cyanobacterium,160385.47,58820.526
2019-01-18-NZ325-Surface,2019-01-18,Winter,Jan,NZ325,San Pablo Bay,SPB,Surface,Green Alga,1502.44,5393.7596
2019-01-19-C9-Regular,2019-01-19,Winter,Jan,C9,Southern Interior Delta,SID,Regular,Cyanobacterium,125604.82,53186.729999999996
2019-01-19-C9-Regular,2019-01-19,Winter,Jan,C9,Southern Interior Delta,SID,Regular,Green Alga,901.47,7440.1324
2019-01-19-C9-Regular,2019-01-19,Winter,Jan,C9,Southern Interior Delta,SID,Regular,Pennate Diatom,300.49,60076.9657
2019-02-07-C10A-Regular,2019-02-07,Winter,Feb,C10A,Southern Interior Delta,SID,Regular,Centric Diatom,12395.13,1915791.2928
2019-02-07-C10A-Regular,2019-02-07,Winter,Feb,C10A,Southern Interior Delta,SID,Regular,Cyanobacterium,458619.81,169159.71959999998
2019-02-07-C10A-Regular,2019-02-07,Winter,Feb,C10A,Southern Interior Delta,SID,Regular,Green Alga,3380.49,12135.959099999998
2019-02-07-C10A-Surface,2019-02-07,Winter,Feb,C10A,Southern Interior Delta,SID,Surface,Cyanobacterium,578737.3200000001,224896.2408
2019-02-07-C10A-Surface,2019-02-07,Winter,Feb,C10A,Southern Interior Delta,SID,Surface,Pennate Diatom,1802.92,864355.9064
2019-02-07-C3A-Regular,2019-02-07,Winter,Feb,C3A,Northern Interior Delta,NID,Regular,Centric Diatom,5634.15,870814.2239999999
2019-02-07-C3A-Regular,2019-02-07,Winter,Feb,C3A,Northern Interior Delta,NID,Regular,Cyanobacterium,476649.08999999997,175244.60159999997
2019-02-07-C3A-Regular,2019-02-07,Winter,Feb,C3A,Northern Interior Delta,NID,Regular,Green Alga,4507.32,16181.278799999998
2019-02-07-C3A-Regular,2019-02-07,Winter,Feb,C3A,Northern Interior Delta,NID,Regular,Pennate Diatom,1126.83,454247.7096
2019-02-07-C3A-Surface,2019-02-07,Winter,Feb,C3A,Northern Interior Delta,NID,Surface,Cyanobacterium,915883.36,353083.8528
2019-02-07-C3A-Surface,2019-02-07,Winter,Feb,C3A,Northern Interior Delta,NID,Surface,Green Alga,1802.92,13053.140800000001
2019-02-07-C9-Regular,2019-02-07,Winter,Feb,C9,Southern Interior Delta,SID,Regular,Centric Diatom,187.8,58681.86600000001
2019-02-07-C9-Regular,2019-02-07,Winter,Feb,C9,Southern Interior Delta,SID,Regular,Cryptophyte,375.6,228612.696
2019-02-07-C9-Regular,2019-02-07,Winter,Feb,C9,Southern Interior Delta,SID,Regular,Cyanobacterium,74744.40000000001,27110.807999999997
2019-02-07-C9-Regular,2019-02-07,Winter,Feb,C9,Southern Interior Delta,SID,Regular,Green Alga,187.8,674.202
2019-02-07-C9-Regular,2019-02-07,Winter,Feb,C9,Southern Interior Delta,SID,Regular,Pennate Diatom,563.4000000000001,139802.076
2019-02-07-C9-Surface,2019-02-07,Winter,Feb,C9,Southern Interior Delta,SID,Surface,Centric Diatom,511.08,3407758.7808
2019-02-07-C9-Surface,2019-02-07,Winter,Feb,C9,Southern Interior Delta,SID,Surface,Cyanobacterium,101960.45999999999,37625.709599999995
2019-02-07-C9-Surface,2019-02-07,Winter,Feb,C9,Southern Interior Delta,SID,Surface,Green Alga,511.08,1834.7771999999998
2019-02-07-C9-Surface,2019-02-07,Winter,Feb,C9,Southern Interior Delta,SID,Surface,Pennate Diatom,255.54,57499.0554
2019-02-12-D22-Regular,2019-02-12,Winter,Feb,D22,Confluence,CON,Regular,Cyanobacterium,389430.72000000003,165724.40639999998
2019-02-12-D22-Regular,2019-02-12,Winter,Feb,D22,Confluence,CON,Regular,Green Alga,6310.22,22653.6898
2019-02-12-D22-Surface,2019-02-12,Winter,Feb,D22,Confluence,CON,Surface,Cyanobacterium,423172.4,156481.794
2019-02-12-D4-Regular,2019-02-12,Winter,Feb,D4,Confluence,CON,Regular,Centric Diatom,450.73,305856.36340000003
2019-02-12-D4-Regular,2019-02-12,Winter,Feb,D4,Confluence,CON,Regular,Cyanobacterium,188405.14,68312.6388
2019-02-12-D4-Regular,2019-02-12,Winter,Feb,D4,Confluence,CON,Regular,Green Alga,2253.65,8090.6035
2019-02-12-D4-Surface,2019-02-12,Winter,Feb,D4,Confluence,CON,Surface,Cyanobacterium,515166.4,188109.33120000002
2019-02-12-D4-Surface,2019-02-12,Winter,Feb,D4,Confluence,CON,Surface,Green Alga,919.94,3302.5846
2019-02-12-D4-Surface,2019-02-12,Winter,Feb,D4,Confluence,CON,Surface,Pennate Diatom,1839.88,331353.1886
2019-02-12-NZ068-Regular,2019-02-12,Winter,Feb,NZ068,Northern Interior Delta,NID,Regular,Cyanobacterium,405657,146685.5712
2019-02-12-NZ068-Regular,2019-02-12,Winter,Feb,NZ068,Northern Interior Delta,NID,Regular,Green Alga,1802.92,6472.4828
2019-02-12-NZ068-Surface,2019-02-12,Winter,Feb,NZ068,Northern Interior Delta,NID,Surface,Cryptophyte,919.94,158257.2782
2019-02-12-NZ068-Surface,2019-02-12,Winter,Feb,NZ068,Northern Interior Delta,NID,Surface,Cyanobacterium,528045.56,196223.202
2019-02-12-NZ068-Surface,2019-02-12,Winter,Feb,NZ068,Northern Interior Delta,NID,Surface,Green Alga,919.94,10570.1106
2019-02-13-D12-Regular,2019-02-13,Winter,Feb,D12,Confluence,CON,Regular,Cyanobacterium,365992.76,133055.496
2019-02-13-D12-Regular,2019-02-13,Winter,Feb,D12,Confluence,CON,Regular,Green Alga,1802.92,6472.4828
2019-02-13-D12-Surface,2019-02-13,Winter,Feb,D12,Confluence,CON,Surface,Centric Diatom,919.94,221567.549
2019-02-13-D12-Surface,2019-02-13,Winter,Feb,D12,Confluence,CON,Surface,Cyanobacterium,482968.5,179995.4604
2019-02-13-D12-Surface,2019-02-13,Winter,Feb,D12,Confluence,CON,Surface,Green Alga,1839.88,13320.731200000002
2019-02-13-D19-Regular,2019-02-13,Winter,Feb,D19,Central Delta,CED,Regular,Centric Diatom,1502.44,16202050.033
2019-02-13-D19-Regular,2019-02-13,Winter,Feb,D19,Central Delta,CED,Regular,Cyanobacterium,344809.98000000004,126024.6672
2019-02-13-D19-Regular,2019-02-13,Winter,Feb,D19,Central Delta,CED,Regular,Green Alga,4507.32,16181.2788
2019-02-13-D19-Regular,2019-02-13,Winter,Feb,D19,Central Delta,CED,Regular,Pennate Diatom,4507.32,9098228.2494
2019-02-13-D19-Surface,2019-02-13,Winter,Feb,D19,Central Delta,CED,Surface,Cyanobacterium,448930.72000000003,166251.55680000002
2019-02-13-D19-Surface,2019-02-13,Winter,Feb,D19,Central Delta,CED,Surface,Pennate Diatom,1839.88,2782836.8988000005
2019-02-13-D28A-Regular,2019-02-13,Winter,Feb,D28A,Central Delta,CED,Regular,Centric Diatom,409.75,128034.5825
2019-02-13-D28A-Regular,2019-02-13,Winter,Feb,D28A,Central Delta,CED,Regular,Cryptophyte,819.5,128636.91500000001
2019-02-13-D28A-Regular,2019-02-13,Winter,Feb,D28A,Central Delta,CED,Regular,Cyanobacterium,160212.25,58118.94
2019-02-13-D28A-Regular,2019-02-13,Winter,Feb,D28A,Central Delta,CED,Regular,Green Alga,1639,5884.01
2019-02-13-D28A-Regular,2019-02-13,Winter,Feb,D28A,Central Delta,CED,Regular,Pennate Diatom,2048.75,538698.325
2019-02-13-D28A-Surface,2019-02-13,Winter,Feb,D28A,Central Delta,CED,Surface,Cyanobacterium,139404.35,53778.528
2019-02-13-D28A-Surface,2019-02-13,Winter,Feb,D28A,Central Delta,CED,Surface,Green Alga,1609.75,6744.852500000001
2019-02-13-D28A-Surface,2019-02-13,Winter,Feb,D28A,Central Delta,CED,Surface,Pennate Diatom,321.95,582603.9395
2019-02-14-P8-Regular,2019-02-14,Winter,Feb,P8,Southern Interior Delta,SID,Regular,Cyanobacterium,263999,95735.052
2019-02-14-P8-Regular,2019-02-14,Winter,Feb,P8,Southern Interior Delta,SID,Regular,Euglenoid,643.9,1362724.2040000001
2019-02-14-P8-Regular,2019-02-14,Winter,Feb,P8,Southern Interior Delta,SID,Regular,Green Alga,2575.6,9246.403999999999
2019-02-14-P8-Regular,2019-02-14,Winter,Feb,P8,Southern Interior Delta,SID,Regular,Pennate Diatom,1931.6999999999998,3175012.949
2019-02-15-D16-Regular,2019-02-15,Winter,Feb,D16,Central Delta,CED,Regular,Cyanobacterium,287823.3,104079.99599999998
2019-02-15-D16-Regular,2019-02-15,Winter,Feb,D16,Central Delta,CED,Regular,Green Alga,643.9,4661.836
2019-02-15-D16-Surface,2019-02-15,Winter,Feb,D16,Central Delta,CED,Surface,Cyanobacterium,275522.03,100761.0282
2019-02-15-D16-Surface,2019-02-15,Winter,Feb,D16,Central Delta,CED,Surface,Soft Body,459.97,238338.0552
2019-02-15-D26-Regular,2019-02-15,Winter,Feb,D26,Central Delta,CED,Regular,Cyanobacterium,243393.12,110248.0688
2019-02-15-D26-Regular,2019-02-15,Winter,Feb,D26,Central Delta,CED,Regular,Green Alga,2817.0499999999997,10113.209499999999
2019-02-15-D26-Regular,2019-02-15,Winter,Feb,D26,Central Delta,CED,Regular,Pennate Diatom,1126.82,240739.45890000003
2019-02-15-D26-Surface,2019-02-15,Winter,Feb,D26,Central Delta,CED,Surface,Cyanobacterium,250605.88000000003,99944.8702
2019-02-15-D26-Surface,2019-02-15,Winter,Feb,D26,Central Delta,CED,Surface,Green Alga,1352.19,6558.1215
2019-02-15-D26-Surface,2019-02-15,Winter,Feb,D26,Central Delta,CED,Surface,Pennate Diatom,1352.19,260765.33419999998
2019-02-15-EZ2-Regular,2019-02-15,Winter,Feb,EZ2,Low Salinity Zone,LSZ,Regular,Cyanobacterium,520271.19999999995,188224.848
2019-02-15-EZ2-Regular,2019-02-15,Winter,Feb,EZ2,Low Salinity Zone,LSZ,Regular,Green Alga,1287.8,4623.201999999999
2019-02-15-EZ2-Surface,2019-02-15,Winter,Feb,EZ2,Low Salinity Zone,LSZ,Surface,Cyanobacterium,1061721.44,403854.7968
2019-02-15-EZ2-Surface,2019-02-15,Winter,Feb,EZ2,Low Salinity Zone,LSZ,Surface,Pennate Diatom,2504.06,6595093.0656
2019-02-15-EZ6-Regular,2019-02-15,Winter,Feb,EZ6,Low Salinity Zone,LSZ,Regular,Cryptophyte,3605.84,706366.0268000001
2019-02-15-EZ6-Regular,2019-02-15,Winter,Feb,EZ6,Low Salinity Zone,LSZ,Regular,Cyanobacterium,831146.12,302457.8592
2019-02-15-EZ6-Surface,2019-02-15,Winter,Feb,EZ6,Low Salinity Zone,LSZ,Surface,Cyanobacterium,263497.10000000003,96751.404
2019-02-15-EZ6-Surface,2019-02-15,Winter,Feb,EZ6,Low Salinity Zone,LSZ,Surface,Green Alga,657.1,7550.079000000001
2019-02-15-EZ6-Surface,2019-02-15,Winter,Feb,EZ6,Low Salinity Zone,LSZ,Surface,Pennate Diatom,657.1,29944.047000000002
2019-02-15-MD10A-Regular,2019-02-15,Winter,Feb,MD10A,Southern Interior Delta,SID,Regular,Cyanobacterium,224012.81,81131.40000000001
2019-02-15-MD10A-Regular,2019-02-15,Winter,Feb,MD10A,Southern Interior Delta,SID,Regular,Pennate Diatom,1352.19,92088.6463
2019-02-15-MD10A-Surface,2019-02-15,Winter,Feb,MD10A,Southern Interior Delta,SID,Surface,Cryptophyte,1502.43,720234.8934000001
