SampleID,AlgalType,Units.per.mL,,SampleDate,Season,Month,StationCode,Region,RegionAbbreviation,SampleType
2019-01-11-D28A-Surface,Centric Diatom,287.48,,1/11/2019,Winter,Jan,D28A,Central Delta,CED,Surface
2019-01-11-D28A-Surface,Chrysophyte,287.48,,1/11/2019,Winter,Jan,D28A,Central Delta,CED,Surface
2019-01-11-D28A-Surface,Cryptophyte,574.96,,1/11/2019,Winter,Jan,D28A,Central Delta,CED,Surface
2019-01-11-D28A-Surface,Cyanobacterium,123616.4,,1/11/2019,Winter,Jan,D28A,Central Delta,CED,Surface
2019-01-11-D28A-Surface,Green Alga,574.96,,1/11/2019,Winter,Jan,D28A,Central Delta,CED,Surface
2019-01-11-D28A-Surface,Pennate Diatom,574.96,,1/11/2019,Winter,Jan,D28A,Central Delta,CED,Surface
2019-01-15-D16-Regular,Cryptophyte,450.73,,1/15/2019,Winter,Jan,D16,Central Delta,CED,Regular
2019-01-15-D16-Regular,Cyanobacterium,179390.54,,1/15/2019,Winter,Jan,D16,Central Delta,CED,Regular
2019-01-15-D16-Regular,Green Alga,1352.19,,1/15/2019,Winter,Jan,D16,Central Delta,CED,Regular
2019-01-15-D16-Surface,Cyanobacterium,256432.16,,1/15/2019,Winter,Jan,D16,Central Delta,CED,Surface
2019-01-15-D26-Regular,Centric Diatom,901.46,,1/15/2019,Winter,Jan,D26,Central Delta,CED,Regular
2019-01-15-D26-Regular,Cyanobacterium,361485.46,,1/15/2019,Winter,Jan,D26,Central Delta,CED,Regular
2019-01-15-D26-Regular,Pennate Diatom,2704.38,,1/15/2019,Winter,Jan,D26,Central Delta,CED,Regular
2019-01-15-D26-Surface,Cyanobacterium,207906.44,,1/15/2019,Winter,Jan,D26,Central Delta,CED,Surface
2019-01-15-D26-Surface,Pennate Diatom,459.97,,1/15/2019,Winter,Jan,D26,Central Delta,CED,Surface
2019-01-15-EZ2-Regular,Cyanobacterium,161136.69,,1/15/2019,Winter,Jan,EZ2,Low Salinity Zone,LSZ,Regular
2019-01-15-EZ2-Regular,Green Alga,1878.05,,1/15/2019,Winter,Jan,EZ2,Low Salinity Zone,LSZ,Regular
2019-01-15-EZ2-Regular,Pennate Diatom,375.61,,1/15/2019,Winter,Jan,EZ2,Low Salinity Zone,LSZ,Regular
2019-01-15-EZ6-Regular,Cyanobacterium,357879.62,,1/15/2019,Winter,Jan,EZ6,Low Salinity Zone,LSZ,Regular
2019-01-15-EZ6-Regular,Green Alga,3605.84,,1/15/2019,Winter,Jan,EZ6,Low Salinity Zone,LSZ,Regular
2019-01-15-EZ6-Regular,Pennate Diatom,901.46,,1/15/2019,Winter,Jan,EZ6,Low Salinity Zone,LSZ,Regular
2019-01-15-MD10A-Regular,Cryptophyte,225.37,,1/15/2019,Winter,Jan,MD10A,Southern Interior Delta,SID,Regular
2019-01-15-MD10A-Regular,Cyanobacterium,104346.31,,1/15/2019,Winter,Jan,MD10A,Southern Interior Delta,SID,Regular
2019-01-15-MD10A-Regular,Green Alga,2704.44,,1/15/2019,Winter,Jan,MD10A,Southern Interior Delta,SID,Regular
2019-01-15-MD10A-Regular,Pennate Diatom,225.37,,1/15/2019,Winter,Jan,MD10A,Southern Interior Delta,SID,Regular
2019-01-15-MD10A-Surface,Cyanobacterium,85095.56,,1/15/2019,Winter,Jan,MD10A,Southern Interior Delta,SID,Surface
2019-01-15-MD10A-Surface,Green Alga,3136.2,,1/15/2019,Winter,Jan,MD10A,Southern Interior Delta,SID,Surface
2019-01-15-P8-Regular,Cyanobacterium,123801.88,,1/15/2019,Winter,Jan,P8,Southern Interior Delta,SID,Regular
2019-01-15-P8-Regular,Green Alga,2103.43,,1/15/2019,Winter,Jan,P8,Southern Interior Delta,SID,Regular
2019-01-15-P8-Surface,Centric Diatom,1149.92,,1/15/2019,Winter,Jan,P8,Southern Interior Delta,SID,Surface
2019-01-15-P8-Surface,Cyanobacterium,111829.72,,1/15/2019,Winter,Jan,P8,Southern Interior Delta,SID,Surface
2019-01-15-P8-Surface,Green Alga,2012.36,,1/15/2019,Winter,Jan,P8,Southern Interior Delta,SID,Surface
2019-01-16-D10-Regular,Cyanobacterium,170375.94,,1/16/2019,Winter,Jan,D10,Confluence,CON,Regular
2019-01-16-D10-Regular,Green Alga,12620.44,,1/16/2019,Winter,Jan,D10,Confluence,CON,Regular
2019-01-16-D10-Surface,Cyanobacterium,226717.19,,1/16/2019,Winter,Jan,D10,Confluence,CON,Surface
2019-01-16-D10-Surface,Green Alga,901.46,,1/16/2019,Winter,Jan,D10,Confluence,CON,Surface
2019-01-16-D10-Surface,Pennate Diatom,450.73,,1/16/2019,Winter,Jan,D10,Confluence,CON,Surface
2019-01-16-D6-Regular,Centric Diatom,500.81,,1/16/2019,Winter,Jan,D6,San Pablo Bay,SPB,Regular
2019-01-16-D6-Regular,Cyanobacterium,205332.1,,1/16/2019,Winter,Jan,D6,San Pablo Bay,SPB,Regular
2019-01-16-D6-Regular,Green Alga,2003.24,,1/16/2019,Winter,Jan,D6,San Pablo Bay,SPB,Regular
2019-01-16-D6-Surface,Centric Diatom,321.95,,1/16/2019,Winter,Jan,D6,San Pablo Bay,SPB,Surface
2019-01-16-D6-Surface,Cryptophyte,321.95,,1/16/2019,Winter,Jan,D6,San Pablo Bay,SPB,Surface
2019-01-16-D6-Surface,Cyanobacterium,128780,,1/16/2019,Winter,Jan,D6,San Pablo Bay,SPB,Surface
2019-01-16-D6-Surface,Pennate Diatom,321.95,,1/16/2019,Winter,Jan,D6,San Pablo Bay,SPB,Surface
2019-01-16-D8-Regular,Cryptophyte,321.95,,1/16/2019,Winter,Jan,D8,Grizzly.Suisun Bay,GSB,Regular
2019-01-16-D8-Regular,Cyanobacterium,127814.15,,1/16/2019,Winter,Jan,D8,Grizzly.Suisun Bay,GSB,Regular
2019-01-16-D8-Regular,Green Alga,4507.3,,1/16/2019,Winter,Jan,D8,Grizzly.Suisun Bay,GSB,Regular
2019-01-16-D8-Surface,Cyanobacterium,248802.96,,1/16/2019,Winter,Jan,D8,Grizzly.Suisun Bay,GSB,Surface
2019-01-16-NZS42-Regular,Cyanobacterium,1011438.12,,1/16/2019,Winter,Jan,NZS42,Grizzly.Suisun Bay,GSB,Regular
2019-01-16-NZS42-Regular,Green Alga,14423.36,,1/16/2019,Winter,Jan,NZS42,Grizzly.Suisun Bay,GSB,Regular
2019-01-17-D7-Regular,Cyanobacterium,172914.5,,1/17/2019,Winter,Jan,D7,Grizzly.Suisun Bay,GSB,Regular
2019-01-17-D7-Regular,Green Alga,1229.25,,1/17/2019,Winter,Jan,D7,Grizzly.Suisun Bay,GSB,Regular
2019-01-17-D7-Surface,Centric Diatom,409.75,,1/17/2019,Winter,Jan,D7,Grizzly.Suisun Bay,GSB,Surface
2019-01-17-D7-Surface,Cyanobacterium,163900,,1/17/2019,Winter,Jan,D7,Grizzly.Suisun Bay,GSB,Surface
2019-01-17-D7-Surface,Green Alga,409.75,,1/17/2019,Winter,Jan,D7,Grizzly.Suisun Bay,GSB,Surface
2019-01-17-NZ032-Regular,Cyanobacterium,375007.36,,1/17/2019,Winter,Jan,NZ032,Grizzly.Suisun Bay,GSB,Regular
2019-01-17-NZ032-Regular,Green Alga,901.46,,1/17/2019,Winter,Jan,NZ032,Grizzly.Suisun Bay,GSB,Regular
2019-01-17-NZ032-Regular,Pennate Diatom,901.46,,1/17/2019,Winter,Jan,NZ032,Grizzly.Suisun Bay,GSB,Regular
2019-01-17-NZ032-Surface,Cyanobacterium,463350.44,,1/17/2019,Winter,Jan,NZ032,Grizzly.Suisun Bay,GSB,Surface
2019-01-17-NZS42-Surface,Cyanobacterium,262711.2,,1/17/2019,Winter,Jan,NZS42,Grizzly.Suisun Bay,GSB,Surface
2019-01-17-NZS42-Surface,Green Alga,1287.8,,1/17/2019,Winter,Jan,NZS42,Grizzly.Suisun Bay,GSB,Surface
2019-01-18-D41-Regular,Cyanobacterium,61297.92,,1/18/2019,Winter,Jan,D41,San Pablo Bay,SPB,Regular
2019-01-18-D41-Regular,Green Alga,751.2,,1/18/2019,Winter,Jan,D41,San Pablo Bay,SPB,Regular
2019-01-18-D41-Surface,Chrysophyte,751.23,,1/18/2019,Winter,Jan,D41,San Pablo Bay,SPB,Surface
2019-01-18-D41-Surface,Cryptophyte,250.41,,1/18/2019,Winter,Jan,D41,San Pablo Bay,SPB,Surface
2019-01-18-D41-Surface,Cyanobacterium,107175.48,,1/18/2019,Winter,Jan,D41,San Pablo Bay,SPB,Surface
2019-01-18-D41-Surface,Green Alga,500.82,,1/18/2019,Winter,Jan,D41,San Pablo Bay,SPB,Surface
2019-01-18-D41A-Regular,Cyanobacterium,102918.51,,1/18/2019,Winter,Jan,D41A,San Pablo Bay,SPB,Regular
2019-01-18-D41A-Regular,Green Alga,751.23,,1/18/2019,Winter,Jan,D41A,San Pablo Bay,SPB,Regular
2019-01-18-D41A-Surface,Chrysophyte,450.73,,1/18/2019,Winter,Jan,D41A,San Pablo Bay,SPB,Surface
2019-01-18-D41A-Surface,Cryptophyte,1802.92,,1/18/2019,Winter,Jan,D41A,San Pablo Bay,SPB,Surface
2019-01-18-D41A-Surface,Cyanobacterium,191109.52,,1/18/2019,Winter,Jan,D41A,San Pablo Bay,SPB,Surface
2019-01-18-D41A-Surface,Green Alga,450.73,,1/18/2019,Winter,Jan,D41A,San Pablo Bay,SPB,Surface
2019-01-18-NZ002-Regular,Centric Diatom,375.61,,1/18/2019,Winter,Jan,NZ002,San Pablo Bay,SPB,Regular
2019-01-18-NZ002-Regular,Cryptophyte,375.61,,1/18/2019,Winter,Jan,NZ002,San Pablo Bay,SPB,Regular
2019-01-18-NZ002-Regular,Cyanobacterium,168273.28,,1/18/2019,Winter,Jan,NZ002,San Pablo Bay,SPB,Regular
2019-01-18-NZ002-Regular,Green Alga,6385.37,,1/18/2019,Winter,Jan,NZ002,San Pablo Bay,SPB,Regular
2019-01-18-NZ002-Surface,Centric Diatom,819.5,,1/18/2019,Winter,Jan,NZ002,San Pablo Bay,SPB,Surface
2019-01-18-NZ002-Surface,Chrysophyte,409.75,,1/18/2019,Winter,Jan,NZ002,San Pablo Bay,SPB,Surface
2019-01-18-NZ002-Surface,Cyanobacterium,167587.75,,1/18/2019,Winter,Jan,NZ002,San Pablo Bay,SPB,Surface
2019-01-18-NZ002-Surface,Green Alga,819.5,,1/18/2019,Winter,Jan,NZ002,San Pablo Bay,SPB,Surface
2019-01-18-NZ004-Regular,Cryptophyte,375.61,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Regular
2019-01-18-NZ004-Regular,Cyanobacterium,147239.12,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Regular
2019-01-18-NZ004-Regular,Green Alga,3756.1,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Regular
2019-01-18-NZ004-Regular,Pennate Diatom,375.61,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Regular
2019-01-18-NZ004-Surface,Centric Diatom,563.41,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Surface
2019-01-18-NZ004-Surface,Chrysophyte,563.41,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Surface
2019-01-18-NZ004-Surface,Cyanobacterium,233815.15,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Surface
2019-01-18-NZ004-Surface,Green Alga,1126.82,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Surface
2019-01-18-NZ004-Surface,Soft Body,563.41,,1/18/2019,Winter,Jan,NZ004,San Pablo Bay,SPB,Surface
2019-01-18-NZ325-Regular,Cryptophyte,321.95,,1/18/2019,Winter,Jan,NZ325,San Pablo Bay,SPB,Regular
2019-01-18-NZ325-Regular,Cyanobacterium,145843.35,,1/18/2019,Winter,Jan,NZ325,San Pablo Bay,SPB,Regular
2019-01-18-NZ325-Regular,Green Alga,2253.65,,1/18/2019,Winter,Jan,NZ325,San Pablo Bay,SPB,Regular
2019-01-18-NZ325-Regular,Pennate Diatom,321.95,,1/18/2019,Winter,Jan,NZ325,San Pablo Bay,SPB,Regular
2019-01-18-NZ325-Surface,Cyanobacterium,160385.47,,1/18/2019,Winter,Jan,NZ325,San Pablo Bay,SPB,Surface
2019-01-18-NZ325-Surface,Green Alga,1502.44,,1/18/2019,Winter,Jan,NZ325,San Pablo Bay,SPB,Surface
2019-01-19-C9-Regular,Cyanobacterium,125604.82,,1/19/2019,Winter,Jan,C9,Southern Interior Delta,SID,Regular
2019-01-19-C9-Regular,Green Alga,901.47,,1/19/2019,Winter,Jan,C9,Southern Interior Delta,SID,Regular
2019-01-19-C9-Regular,Pennate Diatom,300.49,,1/19/2019,Winter,Jan,C9,Southern Interior Delta,SID,Regular
2019-02-07-C10A-Regular,Centric Diatom,12395.13,,2/7/2019,Winter,Feb,C10A,Southern Interior Delta,SID,Regular
2019-02-07-C10A-Regular,Cyanobacterium,458619.81,,2/7/2019,Winter,Feb,C10A,Southern Interior Delta,SID,Regular
2019-02-07-C10A-Regular,Green Alga,3380.49,,2/7/2019,Winter,Feb,C10A,Southern Interior Delta,SID,Regular
2019-02-07-C10A-Surface,Cyanobacterium,578737.32,,2/7/2019,Winter,Feb,C10A,Southern Interior Delta,SID,Surface
2019-02-07-C10A-Surface,Pennate Diatom,1802.92,,2/7/2019,Winter,Feb,C10A,Southern Interior Delta,SID,Surface
2019-02-07-C3A-Regular,Centric Diatom,5634.15,,2/7/2019,Winter,Feb,C3A,Northern Interior Delta,NID,Regular
2019-02-07-C3A-Regular,Cyanobacterium,476649.09,,2/7/2019,Winter,Feb,C3A,Northern Interior Delta,NID,Regular
2019-02-07-C3A-Regular,Green Alga,4507.32,,2/7/2019,Winter,Feb,C3A,Northern Interior Delta,NID,Regular
2019-02-07-C3A-Regular,Pennate Diatom,1126.83,,2/7/2019,Winter,Feb,C3A,Northern Interior Delta,NID,Regular
2019-02-07-C3A-Surface,Cyanobacterium,915883.36,,2/7/2019,Winter,Feb,C3A,Northern Interior Delta,NID,Surface
2019-02-07-C3A-Surface,Green Alga,1802.92,,2/7/2019,Winter,Feb,C3A,Northern Interior Delta,NID,Surface
2019-02-07-C9-Regular,Centric Diatom,187.8,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Regular
2019-02-07-C9-Regular,Cryptophyte,375.6,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Regular
2019-02-07-C9-Regular,Cyanobacterium,74744.4,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Regular
2019-02-07-C9-Regular,Green Alga,187.8,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Regular
2019-02-07-C9-Regular,Pennate Diatom,563.4,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Regular
2019-02-07-C9-Surface,Centric Diatom,511.08,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Surface
2019-02-07-C9-Surface,Cyanobacterium,101960.46,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Surface
2019-02-07-C9-Surface,Green Alga,511.08,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Surface
2019-02-07-C9-Surface,Pennate Diatom,255.54,,2/7/2019,Winter,Feb,C9,Southern Interior Delta,SID,Surface
2019-02-12-D22-Regular,Cyanobacterium,389430.72,,2/12/2019,Winter,Feb,D22,Confluence,CON,Regular
2019-02-12-D22-Regular,Green Alga,6310.22,,2/12/2019,Winter,Feb,D22,Confluence,CON,Regular
2019-02-12-D22-Surface,Cyanobacterium,423172.4,,2/12/2019,Winter,Feb,D22,Confluence,CON,Surface
2019-02-12-D4-Regular,Centric Diatom,450.73,,2/12/2019,Winter,Feb,D4,Confluence,CON,Regular
2019-02-12-D4-Regular,Cyanobacterium,188405.14,,2/12/2019,Winter,Feb,D4,Confluence,CON,Regular
2019-02-12-D4-Regular,Green Alga,2253.65,,2/12/2019,Winter,Feb,D4,Confluence,CON,Regular
2019-02-12-D4-Surface,Cyanobacterium,515166.4,,2/12/2019,Winter,Feb,D4,Confluence,CON,Surface
2019-02-12-D4-Surface,Green Alga,919.94,,2/12/2019,Winter,Feb,D4,Confluence,CON,Surface
2019-02-12-D4-Surface,Pennate Diatom,1839.88,,2/12/2019,Winter,Feb,D4,Confluence,CON,Surface
2019-02-12-NZ068-Regular,Cyanobacterium,405657,,2/12/2019,Winter,Feb,NZ068,Northern Interior Delta,NID,Regular
2019-02-12-NZ068-Regular,Green Alga,1802.92,,2/12/2019,Winter,Feb,NZ068,Northern Interior Delta,NID,Regular
2019-02-12-NZ068-Surface,Cryptophyte,919.94,,2/12/2019,Winter,Feb,NZ068,Northern Interior Delta,NID,Surface
2019-02-12-NZ068-Surface,Cyanobacterium,528045.56,,2/12/2019,Winter,Feb,NZ068,Northern Interior Delta,NID,Surface
2019-02-12-NZ068-Surface,Green Alga,919.94,,2/12/2019,Winter,Feb,NZ068,Northern Interior Delta,NID,Surface
2019-02-13-D12-Regular,Cyanobacterium,365992.76,,2/13/2019,Winter,Feb,D12,Confluence,CON,Regular
2019-02-13-D12-Regular,Green Alga,1802.92,,2/13/2019,Winter,Feb,D12,Confluence,CON,Regular
2019-02-13-D12-Surface,Centric Diatom,919.94,,2/13/2019,Winter,Feb,D12,Confluence,CON,Surface
2019-02-13-D12-Surface,Cyanobacterium,482968.5,,2/13/2019,Winter,Feb,D12,Confluence,CON,Surface
2019-02-13-D12-Surface,Green Alga,1839.88,,2/13/2019,Winter,Feb,D12,Confluence,CON,Surface
2019-02-13-D19-Regular,Centric Diatom,1502.44,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Regular
2019-02-13-D19-Regular,Cyanobacterium,344809.98,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Regular
2019-02-13-D19-Regular,Green Alga,4507.32,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Regular
2019-02-13-D19-Regular,Pennate Diatom,4507.32,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Regular
2019-02-13-D19-Surface,Cyanobacterium,448930.72,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Surface
2019-02-13-D19-Surface,Pennate Diatom,1839.88,,2/13/2019,Winter,Feb,D19,Central Delta,CED,Surface
2019-02-13-D28A-Regular,Centric Diatom,409.75,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Regular
2019-02-13-D28A-Regular,Cryptophyte,819.5,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Regular
2019-02-13-D28A-Regular,Cyanobacterium,160212.25,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Regular
2019-02-13-D28A-Regular,Green Alga,1639,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Regular
2019-02-13-D28A-Regular,Pennate Diatom,2048.75,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Regular
2019-02-13-D28A-Surface,Cyanobacterium,139404.35,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Surface
2019-02-13-D28A-Surface,Green Alga,1609.75,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Surface
2019-02-13-D28A-Surface,Pennate Diatom,321.95,,2/13/2019,Winter,Feb,D28A,Central Delta,CED,Surface
2019-02-14-P8-Regular,Cyanobacterium,263999,,2/14/2019,Winter,Feb,P8,Southern Interior Delta,SID,Regular
2019-02-14-P8-Regular,Euglenoid,643.9,,2/14/2019,Winter,Feb,P8,Southern Interior Delta,SID,Regular
2019-02-14-P8-Regular,Green Alga,2575.6,,2/14/2019,Winter,Feb,P8,Southern Interior Delta,SID,Regular
2019-02-14-P8-Regular,Pennate Diatom,1931.7,,2/14/2019,Winter,Feb,P8,Southern Interior Delta,SID,Regular
2019-02-15-D16-Regular,Cyanobacterium,287823.3,,2/15/2019,Winter,Feb,D16,Central Delta,CED,Regular
2019-02-15-D16-Regular,Green Alga,643.9,,2/15/2019,Winter,Feb,D16,Central Delta,CED,Regular
2019-02-15-D16-Surface,Cyanobacterium,275522.03,,2/15/2019,Winter,Feb,D16,Central Delta,CED,Surface
2019-02-15-D16-Surface,Soft Body,459.97,,2/15/2019,Winter,Feb,D16,Central Delta,CED,Surface
2019-02-15-D26-Regular,Cyanobacterium,243393.12,,2/15/2019,Winter,Feb,D26,Central Delta,CED,Regular
2019-02-15-D26-Regular,Green Alga,2817.05,,2/15/2019,Winter,Feb,D26,Central Delta,CED,Regular
2019-02-15-D26-Regular,Pennate Diatom,1126.82,,2/15/2019,Winter,Feb,D26,Central Delta,CED,Regular
2019-02-15-D26-Surface,Cyanobacterium,250605.88,,2/15/2019,Winter,Feb,D26,Central Delta,CED,Surface
2019-02-15-D26-Surface,Green Alga,1352.19,,2/15/2019,Winter,Feb,D26,Central Delta,CED,Surface
2019-02-15-D26-Surface,Pennate Diatom,1352.19,,2/15/2019,Winter,Feb,D26,Central Delta,CED,Surface
2019-02-15-EZ2-Regular,Cyanobacterium,520271.2,,2/15/2019,Winter,Feb,EZ2,Low Salinity Zone,LSZ,Regular
2019-02-15-EZ2-Regular,Green Alga,1287.8,,2/15/2019,Winter,Feb,EZ2,Low Salinity Zone,LSZ,Regular
2019-02-15-EZ2-Surface,Cyanobacterium,1061721.44,,2/15/2019,Winter,Feb,EZ2,Low Salinity Zone,LSZ,Surface
2019-02-15-EZ2-Surface,Pennate Diatom,2504.06,,2/15/2019,Winter,Feb,EZ2,Low Salinity Zone,LSZ,Surface
2019-02-15-EZ6-Regular,Cryptophyte,3605.84,,2/15/2019,Winter,Feb,EZ6,Low Salinity Zone,LSZ,Regular
2019-02-15-EZ6-Regular,Cyanobacterium,831146.12,,2/15/2019,Winter,Feb,EZ6,Low Salinity Zone,LSZ,Regular
2019-02-15-EZ6-Surface,Cyanobacterium,263497.1,,2/15/2019,Winter,Feb,EZ6,Low Salinity Zone,LSZ,Surface
2019-02-15-EZ6-Surface,Green Alga,657.1,,2/15/2019,Winter,Feb,EZ6,Low Salinity Zone,LSZ,Surface
2019-02-15-EZ6-Surface,Pennate Diatom,657.1,,2/15/2019,Winter,Feb,EZ6,Low Salinity Zone,LSZ,Surface
2019-02-15-MD10A-Regular,Cyanobacterium,224012.81,,2/15/2019,Winter,Feb,MD10A,Southern Interior Delta,SID,Regular
2019-02-15-MD10A-Regular,Pennate Diatom,1352.19,,2/15/2019,Winter,Feb,MD10A,Southern Interior Delta,SID,Regular
2019-02-15-MD10A-Surface,Cryptophyte,1502.43,,2/15/2019,Winter,Feb,MD10A,Southern Interior Delta,SID,Surface
2019-02-15-MD10A-Surface,Cyanobacterium,606981.72,,2/15/2019,Winter,Feb,MD10A,Southern Interior Delta,SID,Surface
2019-02-15-P8-Surface,Cyanobacterium,364144.5,,2/15/2019,Winter,Feb,P8,Southern Interior Delta,SID,Surface
2019-02-15-P8-Surface,Haptophyte,766.62,,2/15/2019,Winter,Feb,P8,Southern Interior Delta,SID,Surface
2019-02-17-D7-Surface,Cyanobacterium,1802920,,2/17/2019,Winter,Feb,D7,Grizzly.Suisun Bay,GSB,Surface
2019-02-17-D7-Surface,Green Alga,4507.3,,2/17/2019,Winter,Feb,D7,Grizzly.Suisun Bay,GSB,Surface
2019-02-19-D10-Regular,Centric Diatom,1126.83,,2/19/2019,Winter,Feb,D10,Confluence,CON,Regular
2019-02-19-D10-Regular,Cyanobacterium,508200.33,,2/19/2019,Winter,Feb,D10,Confluence,CON,Regular
2019-02-19-D10-Regular,Pennate Diatom,2253.66,,2/19/2019,Winter,Feb,D10,Confluence,CON,Regular
2019-02-19-D10-Surface,Cyanobacterium,1015613.76,,2/19/2019,Winter,Feb,D10,Confluence,CON,Surface
2019-02-19-D10-Surface,Green Alga,5519.64,,2/19/2019,Winter,Feb,D10,Confluence,CON,Surface
2019-02-19-D10-Surface,Pennate Diatom,1839.88,,2/19/2019,Winter,Feb,D10,Confluence,CON,Surface
2019-02-19-D6-Regular,Cyanobacterium,424587.66,,2/19/2019,Winter,Feb,D6,San Pablo Bay,SPB,Regular
2019-02-19-D6-Regular,Green Alga,3605.84,,2/19/2019,Winter,Feb,D6,San Pablo Bay,SPB,Regular
2019-02-19-D6-Surface,Centric Diatom,1802.92,,2/19/2019,Winter,Feb,D6,San Pablo Bay,SPB,Surface
2019-02-19-D6-Surface,Cryptophyte,1802.92,,2/19/2019,Winter,Feb,D6,San Pablo Bay,SPB,Surface
2019-02-19-D6-Surface,Cyanobacterium,823934.44,,2/19/2019,Winter,Feb,D6,San Pablo Bay,SPB,Surface
2019-02-19-D6-Surface,Pennate Diatom,7211.68,,2/19/2019,Winter,Feb,D6,San Pablo Bay,SPB,Surface
2019-02-19-D7-Regular,Cyanobacterium,769846.84,,2/19/2019,Winter,Feb,D7,Grizzly.Suisun Bay,GSB,Regular
2019-02-19-D7-Regular,Pennate Diatom,1802.92,,2/19/2019,Winter,Feb,D7,Grizzly.Suisun Bay,GSB,Regular
2019-02-19-D8-Regular,Cyanobacterium,667078.92,,2/19/2019,Winter,Feb,D8,Grizzly.Suisun Bay,GSB,Regular
2019-02-19-D8-Regular,Green Alga,7512.15,,2/19/2019,Winter,Feb,D8,Grizzly.Suisun Bay,GSB,Regular
2019-02-19-D8-Regular,Pennate Diatom,3004.86,,2/19/2019,Winter,Feb,D8,Grizzly.Suisun Bay,GSB,Regular
2019-02-19-D8-Surface,Centric Diatom,1839.88,,2/19/2019,Winter,Feb,D8,Grizzly.Suisun Bay,GSB,Surface
2019-02-19-D8-Surface,Cyanobacterium,1184882.72,,2/19/2019,Winter,Feb,D8,Grizzly.Suisun Bay,GSB,Surface
2019-02-19-D8-Surface,Green Alga,1839.88,,2/19/2019,Winter,Feb,D8,Grizzly.Suisun Bay,GSB,Surface
2019-02-19-NZS42-Regular,Cyanobacterium,847372.4,,2/19/2019,Winter,Feb,NZS42,Grizzly.Suisun Bay,GSB,Regular
2019-02-19-NZS42-Surface,Cyanobacterium,2106658.02,,2/19/2019,Winter,Feb,NZS42,Grizzly.Suisun Bay,GSB,Surface
2019-02-20-NZ002-Regular,Centric Diatom,1802.92,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Regular
2019-02-20-NZ002-Regular,Cryptophyte,1802.92,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Regular
2019-02-20-NZ002-Regular,Cyanobacterium,787876.04,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Regular
2019-02-20-NZ002-Regular,Green Alga,3605.84,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Regular
2019-02-20-NZ002-Regular,Pennate Diatom,1802.92,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Regular
2019-02-20-NZ002-Surface,Centric Diatom,919.94,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Surface
2019-02-20-NZ002-Surface,Cyanobacterium,696394.58,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Surface
2019-02-20-NZ002-Surface,Green Alga,919.94,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Surface
2019-02-20-NZ002-Surface,Pennate Diatom,919.94,,2/20/2019,Winter,Feb,NZ002,San Pablo Bay,SPB,Surface
2019-02-20-NZ004-Regular,Centric Diatom,7211.68,,2/20/2019,Winter,Feb,NZ004,San Pablo Bay,SPB,Regular
2019-02-20-NZ004-Regular,Cyanobacterium,903262.92,,2/20/2019,Winter,Feb,NZ004,San Pablo Bay,SPB,Regular
2019-02-20-NZ004-Regular,Green Alga,1802.92,,2/20/2019,Winter,Feb,NZ004,San Pablo Bay,SPB,Regular
2019-02-20-NZ004-Regular,Pennate Diatom,1802.92,,2/20/2019,Winter,Feb,NZ004,San Pablo Bay,SPB,Regular
