Station,Region,Date,Month,Year,Chla,Chla_sign,DissAmmonia,DissAmmonia_sign,DissNitrateNitrite,DissNitrateNitrite_sign,TotPhos,TotPhos_sign,SpCndSurface,TurbiditySurface
NZ032,Suisun & Grizzly Bays,3/18/2019,3,2019,3.6,,0.07,,0.34,,0.127,,597,57.5
NZS42,Suisun & Grizzly Bays,3/18/2019,3,2019,2.41,,0.11,,0.45,,0.2,,1015,72.7
D8,Suisun & Grizzly Bays,4/15/2019,4,2019,1.73,,0.05,,0.17,,0.06,,160,21.8
D7,Suisun & Grizzly Bays,4/16/2019,4,2019,2.81,,0.05,<,0.17,,0.07,,168,39.5
NZ032,Suisun & Grizzly Bays,4/16/2019,4,2019,3.86,,0.063,,0.24,,0.13,,690,52.8
NZS42,Suisun & Grizzly Bays,4/16/2019,4,2019,5.09,,0.1,,0.33,,0.17,,1201,57.3
D8,Suisun & Grizzly Bays,5/14/2019,5,2019,3.8,,0.05,<,0.156,,0.07,,164,9.9
D7,Suisun & Grizzly Bays,5/15/2019,5,2019,2.1,,0.05,<,0.16,,0.08,,276,31.7
NZ032,Suisun & Grizzly Bays,5/15/2019,5,2019,1.59,,0.07,,0.219,,0.151,,740,61.4
NZS42,Suisun & Grizzly Bays,5/15/2019,5,2019,1.28,,0.09,,0.3,,0.224,,1125,76.7
D8,Suisun & Grizzly Bays,6/11/2019,6,2019,2.15,,0.05,<,0.16,,0.05,,135,6.9
D7,Suisun & Grizzly Bays,6/12/2019,6,2019,4.2,,0.05,<,0.17,,0.055,,895,16
NZ032,Suisun & Grizzly Bays,6/12/2019,6,2019,6.76,,0.05,<,0.27,,0.14,,787,40.5
NZS42,Suisun & Grizzly Bays,6/12/2019,6,2019,6.41,,0.063,,0.42,,0.26,,1205,55
D8,Suisun & Grizzly Bays,7/11/2019,7,2019,1.79,,0.05,<,0.25,,0.085,,3148,19.5
D7,Suisun & Grizzly Bays,7/12/2019,7,2019,4.31,,0.051,,0.266,,0.102,,8783,30
NZ032,Suisun & Grizzly Bays,7/12/2019,7,2019,5.84,,0.05,<,0.306,,0.143,,4763,27.3
NZS42,Suisun & Grizzly Bays,7/12/2019,7,2019,7.55,,0.053,,0.444,,0.197,,3961,38.2
D8,Suisun & Grizzly Bays,8/9/2019,8,2019,3.11,,0.05,<,0.206,,0.07,,7545,9.7
D7,Suisun & Grizzly Bays,8/12/2019,8,2019,3.29,,0.05,<,0.158,,0.099,,10379,19.3
NZ032,Suisun & Grizzly Bays,8/12/2019,8,2019,12.7,,0.05,<,0.126,,0.102,,9920,16.1
NZS42,Suisun & Grizzly Bays,8/12/2019,8,2019,5.68,,0.07,,0.304,,0.158,,9379,23.1
D8,Suisun & Grizzly Bays,9/6/2019,9,2019,2.45,,0.05,<,0.241,,0.084,,3740,21.4
D7,Suisun & Grizzly Bays,9/9/2019,9,2019,1.47,,0.051,,0.272,,0.128,,7747,39
NZ032,Suisun & Grizzly Bays,9/9/2019,9,2019,2.08,,0.05,<,0.285,,0.105,,7172,25.5
NZS42,Suisun & Grizzly Bays,9/9/2019,9,2019,2.11,,0.075,,0.34,,0.144,,8006,25
D8,Suisun & Grizzly Bays,10/7/2019,10,2019,0.81,,0.2,<,3,<,0.084,,5982,14.4
D7,Suisun & Grizzly Bays,10/8/2019,10,2019,1.1,,0.12,,7.5,<,0.094,,12051,15.1
NZ032,Suisun & Grizzly Bays,10/8/2019,10,2019,2.32,,0.13,,3,<,0.1,,7593,15
NZS42,Suisun & Grizzly Bays,10/8/2019,10,2019,2.92,,0.1,,3,<,0.11,,7950,13.9
D8,Suisun & Grizzly Bays,11/6/2019,11,2019,0.5,<,0.2,<,7.5,<,0.075,,11153,17.1
D7,Suisun & Grizzly Bays,11/7/2019,11,2019,1.05,,0.2,<,7.5,<,0.081,,16743,14.9
NZ032,Suisun & Grizzly Bays,11/7/2019,11,2019,10.3,,0.2,<,3,<,0.074,,9795,13.8
NZS42,Suisun & Grizzly Bays,11/7/2019,11,2019,1.36,,0.14,,3,<,0.088,,9280,17.3
D8,Suisun & Grizzly Bays,12/6/2019,12,2019,0.65,,0.18,,7.5,<,0.1,<,14403,11.7
D7,Suisun & Grizzly Bays,12/9/2019,12,2019,0.79,,0.22,,7.5,<,0.044,,18393,21.5
NZ032,Suisun & Grizzly Bays,12/9/2019,12,2019,1.15,,0.24,,7.5,<,0.044,,14461,17.6
NZS42,Suisun & Grizzly Bays,12/9/2019,12,2019,2.47,,0.28,,0.63,,0.15,,11591,28
