Station,Region,Date,Month,Year,Analyte,Measurement,Sign,RL
D16,Central Delta,2/15/2019,2,2019,TotPhos,0.094,,
D26,Central Delta,2/15/2019,2,2019,TotPhos,0.09,,
D19,Central Delta,3/13/2019,3,2019,TotPhos,0.08,,
D28A,Central Delta,3/13/2019,3,2019,TotPhos,0.09,,
D16,Central Delta,3/14/2019,3,2019,TotPhos,0.07,,
D26,Central Delta,3/14/2019,3,2019,TotPhos,0.07,,
D19,Central Delta,4/11/2019,4,2019,TotPhos,0.05,,
D28A,Central Delta,4/11/2019,4,2019,TotPhos,0.06,,
D16,Central Delta,4/12/2019,4,2019,TotPhos,0.05,,
D26,Central Delta,4/12/2019,4,2019,TotPhos,0.047,,
D19,Central Delta,5/10/2019,5,2019,TotPhos,0.04,,
D28A,Central Delta,5/10/2019,5,2019,TotPhos,0.07,,
D16,Central Delta,5/13/2019,5,2019,TotPhos,0.05,,
D26,Central Delta,5/13/2019,5,2019,TotPhos,0.05,,
D19,Central Delta,6/7/2019,6,2019,TotPhos,0.06,,
D28A,Central Delta,6/7/2019,6,2019,TotPhos,0.07,,
D16,Central Delta,6/10/2019,6,2019,TotPhos,0.05,,
D26,Central Delta,6/10/2019,6,2019,TotPhos,0.05,,
D19,Central Delta,7/9/2019,7,2019,TotPhos,0.06,,
D28A,Central Delta,7/9/2019,7,2019,TotPhos,0.07,,
D16,Central Delta,7/10/2019,7,2019,TotPhos,0.095,,
D26,Central Delta,7/10/2019,7,2019,TotPhos,0.053,,
D19,Central Delta,8/6/2019,8,2019,TotPhos,0.07,,
D28A,Central Delta,8/6/2019,8,2019,TotPhos,0.072,,
D16,Central Delta,8/7/2019,8,2019,TotPhos,0.066,,
D26,Central Delta,8/7/2019,8,2019,TotPhos,0.067,,
D19,Central Delta,9/4/2019,9,2019,TotPhos,0.06,,
D28A,Central Delta,9/4/2019,9,2019,TotPhos,0.069,,
D16,Central Delta,9/5/2019,9,2019,TotPhos,0.062,,
D26,Central Delta,9/5/2019,9,2019,TotPhos,0.054,,
D19,Central Delta,10/3/2019,10,2019,TotPhos,0.054,,
D28A,Central Delta,10/3/2019,10,2019,TotPhos,0.05,,
D16,Central Delta,10/4/2019,10,2019,TotPhos,0.057,,
D26,Central Delta,10/4/2019,10,2019,TotPhos,0.049,,
D19,Central Delta,11/4/2019,11,2019,TotPhos,0.054,,
D28A,Central Delta,11/4/2019,11,2019,TotPhos,0.051,,
D16,Central Delta,11/5/2019,11,2019,TotPhos,0.057,,
D26,Central Delta,11/5/2019,11,2019,TotPhos,0.064,,
D19,Central Delta,12/3/2019,12,2019,TotPhos,,<,0.1
D28A,Central Delta,12/3/2019,12,2019,TotPhos,,<,0.1
D16,Central Delta,12/4/2019,12,2019,TotPhos,0.045,,
D26,Central Delta,12/4/2019,12,2019,TotPhos,0.042,,
D22 ,Confluence,1/5/2018,1,2018,TotPhos,0.07,,
D4 ,Confluence,1/5/2018,1,2018,TotPhos,0.07,,
D12 ,Confluence,1/8/2018,1,2018,TotPhos,0.07,,
D10 ,Confluence,1/10/2018,1,2018,TotPhos,0.09,,
D22 ,Confluence,2/5/2018,2,2018,TotPhos,0.09,,
D4 ,Confluence,2/5/2018,2,2018,TotPhos,0.1,,
D12 ,Confluence,2/6/2018,2,2018,TotPhos,0.08,,
D10 ,Confluence,2/8/2018,2,2018,TotPhos,0.09,,
D22 ,Confluence,3/9/2018,3,2018,TotPhos,0.07,,
D4 ,Confluence,3/9/2018,3,2018,TotPhos,0.09,,
D12 ,Confluence,3/12/2018,3,2018,TotPhos,0.08,,
D10 ,Confluence,3/14/2018,3,2018,TotPhos,0.09,,
D22 ,Confluence,4/6/2018,4,2018,TotPhos,0.05,,
D4 ,Confluence,4/6/2018,4,2018,TotPhos,0.06,,
D12 ,Confluence,4/9/2018,4,2018,TotPhos,0.06,,
D10 ,Confluence,4/11/2018,4,2018,TotPhos,0.05,,
D12 ,Confluence,5/8/2018,5,2018,TotPhos,0.07,,
D10 ,Confluence,5/10/2018,5,2018,TotPhos,0.12,,
D22 ,Confluence,5/10/2018,5,2018,TotPhos,0.07,,
D4 ,Confluence,5/10/2018,5,2018,TotPhos,0.08,,
D12 ,Confluence,6/4/2018,6,2018,TotPhos,0.08,,
D22 ,Confluence,6/5/2018,6,2018,TotPhos,0.07,,
D4 ,Confluence,6/5/2018,6,2018,TotPhos,0.1,,
D10 ,Confluence,6/8/2018,6,2018,TotPhos,0.1,,
D10 ,Confluence,7/10/2018,7,2018,TotPhos,0.1,,
D22 ,Confluence,7/18/2018,7,2018,TotPhos,0.09,,
D4 ,Confluence,7/18/2018,7,2018,TotPhos,0.11,,
D12 ,Confluence,7/19/2018,7,2018,TotPhos,0.09,,
D22 ,Confluence,8/2/2018,8,2018,TotPhos,0.07,,
D4 ,Confluence,8/2/2018,8,2018,TotPhos,0.1,,
D12 ,Confluence,8/3/2018,8,2018,TotPhos,0.08,,
D10 ,Confluence,8/7/2018,8,2018,TotPhos,0.108,,
D22 ,Confluence,9/13/2018,9,2018,TotPhos,0.08,,
D4 ,Confluence,9/13/2018,9,2018,TotPhos,0.111,,
D12 ,Confluence,9/14/2018,9,2018,TotPhos,0.08,,
D10 ,Confluence,9/18/2018,9,2018,TotPhos,0.094,,
D22 ,Confluence,10/12/2018,10,2018,TotPhos,0.1,,
D4 ,Confluence,10/12/2018,10,2018,TotPhos,0.09,,
D12 ,Confluence,10/15/2018,10,2018,TotPhos,0.1,,
D10 ,Confluence,10/17/2018,10,2018,TotPhos,0.1,,
D4 ,Confluence,11/13/2018,11,2018,TotPhos,0.09,,
D10 ,Confluence,11/20/2018,11,2018,TotPhos,0.09,,
D22 ,Confluence,11/20/2018,11,2018,TotPhos,0.08,,
D12 ,Confluence,11/29/2018,11,2018,TotPhos,0.098,,
D22 ,Confluence,12/11/2018,12,2018,TotPhos,0.098,,
D4 ,Confluence,12/11/2018,12,2018,TotPhos,0.085,,
D12 ,Confluence,12/12/2018,12,2018,TotPhos,0.085,,
D10 ,Confluence,12/17/2018,12,2018,TotPhos,0.1,,
D22,Confluence,1/10/2019,1,2019,TotPhos,0.113,,
D4,Confluence,1/10/2019,1,2019,TotPhos,0.111,,
D12,Confluence,1/11/2019,1,2019,TotPhos,0.12,,
D10,Confluence,1/16/2019,1,2019,TotPhos,0.094,,
D22,Confluence,2/12/2019,2,2019,TotPhos,0.09,,
D4,Confluence,2/12/2019,2,2019,TotPhos,0.08,,
D12,Confluence,2/13/2019,2,2019,TotPhos,0.1,,
D10,Confluence,2/19/2019,2,2019,TotPhos,0.158,,
D22,Confluence,3/12/2019,3,2019,TotPhos,0.1,,
D4,Confluence,3/12/2019,3,2019,TotPhos,0.08,,
D12,Confluence,3/13/2019,3,2019,TotPhos,0.07,,
D10,Confluence,3/15/2019,3,2019,TotPhos,0.07,,
D22,Confluence,4/10/2019,4,2019,TotPhos,0.05,,
D4,Confluence,4/10/2019,4,2019,TotPhos,0.06,,
D12,Confluence,4/11/2019,4,2019,TotPhos,0.05,,
D10,Confluence,4/15/2019,4,2019,TotPhos,0.07,,
D22,Confluence,5/9/2019,5,2019,TotPhos,0.05,,
D4,Confluence,5/9/2019,5,2019,TotPhos,0.06,,
D12,Confluence,5/10/2019,5,2019,TotPhos,0.05,,
D10,Confluence,5/14/2019,5,2019,TotPhos,0.07,,
D12,Confluence,6/7/2019,6,2019,TotPhos,0.062,,
D10,Confluence,6/11/2019,6,2019,TotPhos,0.05,,
D22,Confluence,6/11/2019,6,2019,TotPhos,0.04,,
D4,Confluence,6/11/2019,6,2019,TotPhos,0.05,,
D22,Confluence,7/8/2019,7,2019,TotPhos,0.068,,
D4,Confluence,7/8/2019,7,2019,TotPhos,0.07,,
D12,Confluence,7/9/2019,7,2019,TotPhos,0.072,,
D10,Confluence,7/11/2019,7,2019,TotPhos,0.093,,
D12,Confluence,8/6/2019,8,2019,TotPhos,0.069,,
D10,Confluence,8/8/2019,8,2019,TotPhos,0.067,,
D22,Confluence,8/8/2019,8,2019,TotPhos,0.07,,
D4,Confluence,8/8/2019,8,2019,TotPhos,0.066,,
D12,Confluence,9/4/2019,9,2019,TotPhos,0.08,,
D10,Confluence,9/6/2019,9,2019,TotPhos,0.116,,
D22,Confluence,9/6/2019,9,2019,TotPhos,0.06,,
D4,Confluence,9/6/2019,9,2019,TotPhos,0.076,,
D12,Confluence,10/3/2019,10,2019,TotPhos,0.069,,
D10,Confluence,10/7/2019,10,2019,TotPhos,0.097,,
D22,Confluence,10/7/2019,10,2019,TotPhos,0.067,,
D4,Confluence,10/7/2019,10,2019,TotPhos,0.077,,
D12,Confluence,11/4/2019,11,2019,TotPhos,0.067,,
D10,Confluence,11/6/2019,11,2019,TotPhos,0.086,,
D22,Confluence,11/6/2019,11,2019,TotPhos,0.068,,
D4,Confluence,11/6/2019,11,2019,TotPhos,0.07,,
D12,Confluence,12/3/2019,12,2019,TotPhos,0.044,,
D22,Confluence,12/5/2019,12,2019,TotPhos,,<,0.1
D4,Confluence,12/5/2019,12,2019,TotPhos,,<,0.1
D10,Confluence,12/6/2019,12,2019,TotPhos,,<,0.1
C3A,Northern Interior Delta,1/4/2018,1,2018,TotPhos,0.07,,
NZ068 ,Northern Interior Delta,1/5/2018,1,2018,TotPhos,0.07,,
NZ068 ,Northern Interior Delta,2/5/2018,2,2018,TotPhos,0.08,,
C3A,Northern Interior Delta,2/9/2018,2,2018,TotPhos,0.08,,
C3A,Northern Interior Delta,3/5/2018,3,2018,TotPhos,0.08,,
NZ068 ,Northern Interior Delta,3/9/2018,3,2018,TotPhos,0.07,,
C3A,Northern Interior Delta,4/6/2018,4,2018,TotPhos,0.05,,
NZ068 ,Northern Interior Delta,4/6/2018,4,2018,TotPhos,0.04,,
C3A,Northern Interior Delta,5/4/2018,5,2018,TotPhos,0.09,,
NZ068 ,Northern Interior Delta,5/10/2018,5,2018,TotPhos,0.07,,
C3A,Northern Interior Delta,6/5/2018,6,2018,TotPhos,0.05,,
NZ068 ,Northern Interior Delta,6/5/2018,6,2018,TotPhos,0.08,,
C3A,Northern Interior Delta,7/17/2018,7,2018,TotPhos,0.07,,
NZ068 ,Northern Interior Delta,7/18/2018,7,2018,TotPhos,0.08,,
C3A,Northern Interior Delta,8/2/2018,8,2018,TotPhos,0.113,,
NZ068 ,Northern Interior Delta,8/2/2018,8,2018,TotPhos,0.07,,
C3A,Northern Interior Delta,9/7/2018,9,2018,TotPhos,0.07,,
NZ068 ,Northern Interior Delta,9/13/2018,9,2018,TotPhos,0.07,,
C3A,Northern Interior Delta,10/12/2018,10,2018,TotPhos,0.1,,
NZ068 ,Northern Interior Delta,10/12/2018,10,2018,TotPhos,0.08,,
C3A,Northern Interior Delta,11/9/2018,11,2018,TotPhos,0.15,,
NZ068 ,Northern Interior Delta,11/20/2018,11,2018,TotPhos,0.088,,
C3A,Northern Interior Delta,12/10/2018,12,2018,TotPhos,0.12,,
NZ068 ,Northern Interior Delta,12/11/2018,12,2018,TotPhos,0.11,,
C3A,Northern Interior Delta,1/9/2019,1,2019,TotPhos,0.12,,
NZ068,Northern Interior Delta,1/10/2019,1,2019,TotPhos,0.12,,
C3A,Northern Interior Delta,2/7/2019,2,2019,TotPhos,0.12,,
NZ068,Northern Interior Delta,2/12/2019,2,2019,TotPhos,0.08,,
C3A,Northern Interior Delta,3/11/2019,3,2019,TotPhos,0.07,,
NZ068,Northern Interior Delta,3/12/2019,3,2019,TotPhos,0.08,,
C3A,Northern Interior Delta,4/9/2019,4,2019,TotPhos,0.05,,
NZ068,Northern Interior Delta,4/10/2019,4,2019,TotPhos,0.08,,
C3A,Northern Interior Delta,5/8/2019,5,2019,TotPhos,0.047,,
NZ068,Northern Interior Delta,5/9/2019,5,2019,TotPhos,0.04,,
C3A,Northern Interior Delta,6/6/2019,6,2019,TotPhos,0.04,,
NZ068,Northern Interior Delta,6/11/2019,6,2019,TotPhos,0.05,,
C3A,Northern Interior Delta,7/8/2019,7,2019,TotPhos,0.043,,
NZ068,Northern Interior Delta,7/8/2019,7,2019,TotPhos,0.052,,
C3A,Northern Interior Delta,8/2/2019,8,2019,TotPhos,0.061,,
NZ068,Northern Interior Delta,8/8/2019,8,2019,TotPhos,0.06,,
C3A,Northern Interior Delta,9/3/2019,9,2019,TotPhos,0.051,,
NZ068,Northern Interior Delta,9/6/2019,9,2019,TotPhos,0.05,,
C3A,Northern Interior Delta,10/1/2019,10,2019,TotPhos,0.046,,
NZ068,Northern Interior Delta,10/7/2019,10,2019,TotPhos,0.054,,
C3A,Northern Interior Delta,11/1/2019,11,2019,TotPhos,0.09,,
NZ068,Northern Interior Delta,11/6/2019,11,2019,TotPhos,0.069,,
C3A,Northern Interior Delta,12/2/2019,12,2019,TotPhos,0.068,,
NZ068,Northern Interior Delta,12/5/2019,12,2019,TotPhos,,<,0.1
D6 ,San Pablo Bay,1/11/2018,1,2018,TotPhos,0.09,,
D41 ,San Pablo Bay,1/16/2018,1,2018,TotPhos,0.08,,
D41A ,San Pablo Bay,1/16/2018,1,2018,TotPhos,0.11,,
NZ002,San Pablo Bay,1/16/2018,1,2018,TotPhos,0.11,,
NZ004 ,San Pablo Bay,1/16/2018,1,2018,TotPhos,0.08,,
NZ325 ,San Pablo Bay,1/16/2018,1,2018,TotPhos,0.08,,
D6 ,San Pablo Bay,2/12/2018,2,2018,TotPhos,0.09,,
D41 ,San Pablo Bay,2/13/2018,2,2018,TotPhos,0.08,,
D41A ,San Pablo Bay,2/13/2018,2,2018,TotPhos,0.09,,
NZ002,San Pablo Bay,2/13/2018,2,2018,TotPhos,0.08,,
NZ004 ,San Pablo Bay,2/13/2018,2,2018,TotPhos,0.09,,
NZ325 ,San Pablo Bay,2/13/2018,2,2018,TotPhos,0.08,,
D6 ,San Pablo Bay,3/15/2018,3,2018,TotPhos,0.09,,
D41 ,San Pablo Bay,3/16/2018,3,2018,TotPhos,0.08,,
D41A ,San Pablo Bay,3/16/2018,3,2018,TotPhos,0.1,,
NZ002,San Pablo Bay,3/16/2018,3,2018,TotPhos,0.1,,
NZ004 ,San Pablo Bay,3/16/2018,3,2018,TotPhos,0.09,,
NZ325 ,San Pablo Bay,3/16/2018,3,2018,TotPhos,0.1,,
D6 ,San Pablo Bay,4/12/2018,4,2018,TotPhos,0.07,,
D41 ,San Pablo Bay,4/16/2018,4,2018,TotPhos,0.09,,
D41A ,San Pablo Bay,4/16/2018,4,2018,TotPhos,0.12,,
NZ002,San Pablo Bay,4/16/2018,4,2018,TotPhos,0.21,,
NZ004 ,San Pablo Bay,4/16/2018,4,2018,TotPhos,0.1,,
NZ325 ,San Pablo Bay,4/16/2018,4,2018,TotPhos,0.13,,
D6 ,San Pablo Bay,5/11/2018,5,2018,TotPhos,0.08,,
D41 ,San Pablo Bay,5/12/2018,5,2018,TotPhos,0.07,,
D41A ,San Pablo Bay,5/12/2018,5,2018,TotPhos,0.08,,
NZ002,San Pablo Bay,5/12/2018,5,2018,TotPhos,0.09,,
NZ004 ,San Pablo Bay,5/12/2018,5,2018,TotPhos,0.07,,
NZ325 ,San Pablo Bay,5/12/2018,5,2018,TotPhos,0.09,,
D6 ,San Pablo Bay,6/11/2018,6,2018,TotPhos,0.12,,
D41 ,San Pablo Bay,6/12/2018,6,2018,TotPhos,0.11,,
D41A ,San Pablo Bay,6/12/2018,6,2018,TotPhos,0.14,,
NZ002,San Pablo Bay,6/12/2018,6,2018,TotPhos,0.12,,
NZ004 ,San Pablo Bay,6/12/2018,6,2018,TotPhos,0.11,,
NZ325 ,San Pablo Bay,6/12/2018,6,2018,TotPhos,0.11,,
D6 ,San Pablo Bay,7/11/2018,7,2018,TotPhos,0.12,,
D41 ,San Pablo Bay,7/12/2018,7,2018,TotPhos,0.1,,
D41A ,San Pablo Bay,7/12/2018,7,2018,TotPhos,0.15,,
NZ002,San Pablo Bay,7/12/2018,7,2018,TotPhos,0.12,,
NZ004 ,San Pablo Bay,7/12/2018,7,2018,TotPhos,0.11,,
NZ325 ,San Pablo Bay,7/12/2018,7,2018,TotPhos,0.11,,
D6 ,San Pablo Bay,8/8/2018,8,2018,TotPhos,0.12,,
D41 ,San Pablo Bay,8/9/2018,8,2018,TotPhos,0.126,,
D41A ,San Pablo Bay,8/9/2018,8,2018,TotPhos,0.16,,
NZ002,San Pablo Bay,8/9/2018,8,2018,TotPhos,0.14,,
NZ004 ,San Pablo Bay,8/9/2018,8,2018,TotPhos,0.13,,
NZ325 ,San Pablo Bay,8/9/2018,8,2018,TotPhos,0.128,,
D6 ,San Pablo Bay,9/19/2018,9,2018,TotPhos,0.1,,
D41 ,San Pablo Bay,9/20/2018,9,2018,TotPhos,0.1,,
D41A ,San Pablo Bay,9/20/2018,9,2018,TotPhos,0.122,,
NZ002,San Pablo Bay,9/20/2018,9,2018,TotPhos,0.12,,
NZ004 ,San Pablo Bay,9/20/2018,9,2018,TotPhos,0.106,,
NZ325 ,San Pablo Bay,9/20/2018,9,2018,TotPhos,0.11,,
D6 ,San Pablo Bay,10/18/2018,10,2018,TotPhos,0.1,,
D41 ,San Pablo Bay,10/19/2018,10,2018,TotPhos,0.1,,
D41A ,San Pablo Bay,10/19/2018,10,2018,TotPhos,0.112,,
NZ002,San Pablo Bay,10/19/2018,10,2018,TotPhos,0.108,,
NZ004 ,San Pablo Bay,10/19/2018,10,2018,TotPhos,0.1,,
NZ325 ,San Pablo Bay,10/19/2018,10,2018,TotPhos,0.1,,
D6 ,San Pablo Bay,11/20/2018,11,2018,TotPhos,0.099,,
D41 ,San Pablo Bay,11/21/2018,11,2018,TotPhos,0.087,,
D41A ,San Pablo Bay,11/21/2018,11,2018,TotPhos,0.09,,
D6 ,San Pablo Bay,12/17/2018,12,2018,TotPhos,0.085,,
D41 ,San Pablo Bay,12/19/2018,12,2018,TotPhos,0.075,,
D41A ,San Pablo Bay,12/19/2018,12,2018,TotPhos,0.097,,
NZ002,San Pablo Bay,12/19/2018,12,2018,TotPhos,0.099,,
NZ004 ,San Pablo Bay,12/19/2018,12,2018,TotPhos,0.096,,
NZ325 ,San Pablo Bay,12/19/2018,12,2018,TotPhos,0.091,,
D6,San Pablo Bay,1/16/2019,1,2019,TotPhos,0.09,,
D41,San Pablo Bay,1/18/2019,1,2019,TotPhos,0.09,,
D41A,San Pablo Bay,1/18/2019,1,2019,TotPhos,0.1,,
NZ002 ,San Pablo Bay,1/18/2019,1,2019,TotPhos,0.1,,
NZ004,San Pablo Bay,1/18/2019,1,2019,TotPhos,0.1,,
NZ325,San Pablo Bay,1/18/2019,1,2019,TotPhos,0.09,,
D6,San Pablo Bay,2/19/2019,2,2019,TotPhos,0.156,,
D41,San Pablo Bay,2/21/2019,2,2019,TotPhos,0.1,,
D41A,San Pablo Bay,2/21/2019,2,2019,TotPhos,0.17,,
NZ002 ,San Pablo Bay,2/21/2019,2,2019,TotPhos,0.187,,
NZ004,San Pablo Bay,2/21/2019,2,2019,TotPhos,0.17,,
NZ325,San Pablo Bay,2/21/2019,2,2019,TotPhos,0.221,,
D6,San Pablo Bay,3/15/2019,3,2019,TotPhos,0.08,,
D41,San Pablo Bay,3/19/2019,3,2019,TotPhos,0.07,,
D41A,San Pablo Bay,3/19/2019,3,2019,TotPhos,0.08,,
NZ002 ,San Pablo Bay,3/19/2019,3,2019,TotPhos,0.1,,
NZ004,San Pablo Bay,3/19/2019,3,2019,TotPhos,0.09,,
NZ325,San Pablo Bay,3/19/2019,3,2019,TotPhos,0.08,,
D6,San Pablo Bay,4/15/2019,4,2019,TotPhos,0.07,,
D41,San Pablo Bay,4/17/2019,4,2019,TotPhos,0.07,,
D41A,San Pablo Bay,4/17/2019,4,2019,TotPhos,0.08,,
NZ004,San Pablo Bay,4/17/2019,4,2019,TotPhos,0.08,,
NZ325,San Pablo Bay,4/17/2019,4,2019,TotPhos,0.08,,
D6,San Pablo Bay,5/14/2019,5,2019,TotPhos,0.09,,
D41,San Pablo Bay,5/16/2019,5,2019,TotPhos,0.07,,
D41A,San Pablo Bay,5/16/2019,5,2019,TotPhos,0.14,,
NZ002 ,San Pablo Bay,5/16/2019,5,2019,TotPhos,0.105,,
NZ004,San Pablo Bay,5/16/2019,5,2019,TotPhos,0.07,,
NZ325,San Pablo Bay,5/16/2019,5,2019,TotPhos,0.09,,
D6,San Pablo Bay,6/12/2019,6,2019,TotPhos,0.06,,
D41,San Pablo Bay,6/13/2019,6,2019,TotPhos,0.078,,
D41A,San Pablo Bay,6/13/2019,6,2019,TotPhos,0.108,,
NZ002 ,San Pablo Bay,6/13/2019,6,2019,TotPhos,0.106,,
NZ004,San Pablo Bay,6/13/2019,6,2019,TotPhos,0.07,,
NZ325,San Pablo Bay,6/13/2019,6,2019,TotPhos,0.09,,
D6,San Pablo Bay,7/11/2019,7,2019,TotPhos,0.08,,
D41,San Pablo Bay,7/15/2019,7,2019,TotPhos,0.1,,
D41A,San Pablo Bay,7/15/2019,7,2019,TotPhos,0.226,,
NZ002 ,San Pablo Bay,7/15/2019,7,2019,TotPhos,0.119,,
NZ004,San Pablo Bay,7/15/2019,7,2019,TotPhos,0.083,,
NZ325,San Pablo Bay,7/15/2019,7,2019,TotPhos,0.1,,
D6,San Pablo Bay,8/9/2019,8,2019,TotPhos,0.097,,
D41,San Pablo Bay,8/13/2019,8,2019,TotPhos,0.103,,
D41A,San Pablo Bay,8/13/2019,8,2019,TotPhos,0.105,,
NZ002 ,San Pablo Bay,8/13/2019,8,2019,TotPhos,0.098,,
NZ004,San Pablo Bay,8/13/2019,8,2019,TotPhos,0.085,,
NZ325,San Pablo Bay,8/13/2019,8,2019,TotPhos,0.104,,
D6,San Pablo Bay,9/6/2019,9,2019,TotPhos,0.1,,
D41,San Pablo Bay,9/10/2019,9,2019,TotPhos,0.089,,
D41A,San Pablo Bay,9/10/2019,9,2019,TotPhos,0.114,,
NZ002 ,San Pablo Bay,9/10/2019,9,2019,TotPhos,0.135,,
NZ004,San Pablo Bay,9/10/2019,9,2019,TotPhos,0.117,,
NZ325,San Pablo Bay,9/10/2019,9,2019,TotPhos,0.093,,
D6,San Pablo Bay,10/7/2019,10,2019,TotPhos,0.095,,
D41,San Pablo Bay,10/9/2019,10,2019,TotPhos,0.085,,
D41A,San Pablo Bay,10/9/2019,10,2019,TotPhos,0.084,,
NZ002 ,San Pablo Bay,10/9/2019,10,2019,TotPhos,0.089,,
NZ004,San Pablo Bay,10/9/2019,10,2019,TotPhos,0.095,,
NZ325,San Pablo Bay,10/9/2019,10,2019,TotPhos,0.09,,
D6,San Pablo Bay,11/6/2019,11,2019,TotPhos,0.076,,
D41,San Pablo Bay,11/12/2019,11,2019,TotPhos,0.063,,
D41A,San Pablo Bay,11/12/2019,11,2019,TotPhos,0.076,,
NZ002 ,San Pablo Bay,11/12/2019,11,2019,TotPhos,0.074,,
NZ004,San Pablo Bay,11/12/2019,11,2019,TotPhos,0.091,,
NZ325,San Pablo Bay,11/12/2019,11,2019,TotPhos,0.073,,
D6,San Pablo Bay,12/6/2019,12,2019,TotPhos,,<,0.1
D41,San Pablo Bay,12/10/2019,12,2019,TotPhos,,<,0.1
D41A,San Pablo Bay,12/10/2019,12,2019,TotPhos,,<,0.1
NZ002 ,San Pablo Bay,12/10/2019,12,2019,TotPhos,,<,0.1
NZ004,San Pablo Bay,12/10/2019,12,2019,TotPhos,,<,0.1
NZ325,San Pablo Bay,12/10/2019,12,2019,TotPhos,,<,0.1
C10A ,Southern Interior Delta,1/3/2018,1,2018,TotPhos,0.08,,
C9,Southern Interior Delta,1/3/2018,1,2018,TotPhos,0.06,,
MD10A,Southern Interior Delta,1/9/2018,1,2018,TotPhos,0.06,,
P8 ,Southern Interior Delta,1/9/2018,1,2018,TotPhos,0.23,,
C10A ,Southern Interior Delta,2/6/2018,2,2018,TotPhos,0.27,,
C9,Southern Interior Delta,2/6/2018,2,2018,TotPhos,0.08,,
MD10A,Southern Interior Delta,2/7/2018,2,2018,TotPhos,0.08,,
P8 ,Southern Interior Delta,2/7/2018,2,2018,TotPhos,0.27,,
C10A ,Southern Interior Delta,3/5/2018,3,2018,TotPhos,0.14,,
C9,Southern Interior Delta,3/5/2018,3,2018,TotPhos,0.09,,
MD10A,Southern Interior Delta,3/13/2018,3,2018,TotPhos,0.06,,
P8 ,Southern Interior Delta,3/13/2018,3,2018,TotPhos,0.17,,
C10A ,Southern Interior Delta,4/5/2018,4,2018,TotPhos,0.1,,
C9,Southern Interior Delta,4/5/2018,4,2018,TotPhos,0.1,,
MD10A,Southern Interior Delta,4/10/2018,4,2018,TotPhos,0.2,,
P8 ,Southern Interior Delta,4/10/2018,4,2018,TotPhos,0.15,,
C10A ,Southern Interior Delta,5/3/2018,5,2018,TotPhos,0.08,,
C9,Southern Interior Delta,5/3/2018,5,2018,TotPhos,0.11,,
MD10A,Southern Interior Delta,5/9/2018,5,2018,TotPhos,0.09,,
P8 ,Southern Interior Delta,5/9/2018,5,2018,TotPhos,0.1,,
C10A ,Southern Interior Delta,6/6/2018,6,2018,TotPhos,0.13,,
C9,Southern Interior Delta,6/6/2018,6,2018,TotPhos,0.11,,
MD10A,Southern Interior Delta,6/7/2018,6,2018,TotPhos,0.11,,
P8 ,Southern Interior Delta,6/7/2018,6,2018,TotPhos,0.18,,
MD10A,Southern Interior Delta,7/9/2018,7,2018,TotPhos,0.07,,
P8 ,Southern Interior Delta,7/9/2018,7,2018,TotPhos,0.23,,
C10A ,Southern Interior Delta,7/16/2018,7,2018,TotPhos,0.14,,
C9,Southern Interior Delta,7/16/2018,7,2018,TotPhos,0.1,,
C10A ,Southern Interior Delta,8/1/2018,8,2018,TotPhos,0.155,,
C9,Southern Interior Delta,8/1/2018,8,2018,TotPhos,0.08,,
MD10A,Southern Interior Delta,8/6/2018,8,2018,TotPhos,0.07,,
P8 ,Southern Interior Delta,8/6/2018,8,2018,TotPhos,0.23,,
C10A ,Southern Interior Delta,9/14/2018,9,2018,TotPhos,0.26,,
C9,Southern Interior Delta,9/14/2018,9,2018,TotPhos,0.09,,
MD10A,Southern Interior Delta,9/17/2018,9,2018,TotPhos,0.07,,
P8 ,Southern Interior Delta,9/17/2018,9,2018,TotPhos,0.39,,
C10A ,Southern Interior Delta,10/11/2018,10,2018,TotPhos,0.193,,
C9,Southern Interior Delta,10/11/2018,10,2018,TotPhos,0.08,,
MD10A,Southern Interior Delta,10/16/2018,10,2018,TotPhos,0.06,,
P8 ,Southern Interior Delta,10/16/2018,10,2018,TotPhos,0.35,,
C10A ,Southern Interior Delta,11/9/2018,11,2018,TotPhos,0.15,,
C9,Southern Interior Delta,11/9/2018,11,2018,TotPhos,0.081,,
MD10A,Southern Interior Delta,11/27/2018,11,2018,TotPhos,0.065,,
P8 ,Southern Interior Delta,11/27/2018,11,2018,TotPhos,0.271,,
C10A ,Southern Interior Delta,12/10/2018,12,2018,TotPhos,0.21,,
C9,Southern Interior Delta,12/10/2018,12,2018,TotPhos,0.07,,
MD10A,Southern Interior Delta,12/13/2018,12,2018,TotPhos,0.078,,
P8 ,Southern Interior Delta,12/13/2018,12,2018,TotPhos,0.29,,
C10A,Southern Interior Delta,1/9/2019,1,2019,TotPhos,0.26,,
C9,Southern Interior Delta,1/9/2019,1,2019,TotPhos,0.07,,
MD10A,Southern Interior Delta,1/15/2019,1,2019,TotPhos,0.15,,
P8,Southern Interior Delta,1/15/2019,1,2019,TotPhos,0.37,,
C10A,Southern Interior Delta,2/7/2019,2,2019,TotPhos,0.28,,
C9,Southern Interior Delta,2/7/2019,2,2019,TotPhos,0.112,,
MD10A,Southern Interior Delta,2/15/2019,2,2019,TotPhos,0.29,,
P8,Southern Interior Delta,2/15/2019,2,2019,TotPhos,0.153,,
C10A,Southern Interior Delta,3/11/2019,3,2019,TotPhos,0.078,,
