Station,Date,ResultPrefix_Organic Nitrogen (Total),ResultPrefix_TSS,ResultPrefix_VSS,ResultPrefix_Organic Nitrogen (Dissolved),ResultPrefix_TDS,ResultPrefix_Kjeldahl Nitrogen (Total),ResultPrefix_Pheophytin a,ResultPrefix_Ortho-phosphate (Dissolved),ResultPrefix_Chloride (Total),ResultPrefix_Silica (SiO2) (Dissolved),ResultPrefix_Chlorophyll a,ResultPrefix_Ammonia (Total),ResultPrefix_Nitrite + Nitrate (Dissolved),ResultPrefix_Ammonia (Dissolved),ResultPrefix_Chloride (Dissolved),Result_Organic Nitrogen (Total),Result_TDS,Result_TSS,Result_VSS,Result_Organic Nitrogen (Dissolved),Result_Kjeldahl Nitrogen (Total),Result_Pheophytin a,Result_Ortho-phosphate (Dissolved),Result_Chloride (Total),Result_Silica (SiO2) (Dissolved),Result_Chlorophyll a,Result_Ammonia (Total),Result_Nitrite + Nitrate (Dissolved),Result_Ammonia (Dissolved),Result_Chloride (Dissolved),ReportingLimit_Organic Nitrogen (Total),ReportingLimit_TSS,ReportingLimit_VSS,ReportingLimit_Organic Nitrogen (Dissolved),ReportingLimit_TDS,ReportingLimit_Kjeldahl Nitrogen (Total),ReportingLimit_Pheophytin a,ReportingLimit_Ortho-phosphate (Dissolved),ReportingLimit_Chloride (Total),ReportingLimit_Silica (SiO2) (Dissolved),ReportingLimit_Chlorophyll a,ReportingLimit_Ammonia (Total),ReportingLimit_Nitrite + Nitrate (Dissolved),ReportingLimit_Ammonia (Dissolved),ReportingLimit_Chloride (Dissolved),UnitName_Organic Nitrogen (Total),UnitName_TSS,UnitName_VSS,UnitName_Organic Nitrogen (Dissolved),UnitName_TDS,UnitName_Kjeldahl Nitrogen (Total),UnitName_Pheophytin a,UnitName_Ortho-phosphate (Dissolved),UnitName_Chloride (Total),UnitName_Silica (SiO2) (Dissolved),UnitName_Chlorophyll a,UnitName_Ammonia (Total),UnitName_Nitrite + Nitrate (Dissolved),UnitName_Ammonia (Dissolved),UnitName_Chloride (Dissolved),
D19,4/1/1985,NA,=,NA,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,141,4,NA,0.2,0.5,1.16,0.07,NA,16,0.93,NA,0.33,0.1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,NA,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D24,4/1/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,135,6,1,0.2,0.4,2.32,0.07,NA,17,0.93,NA,0.27,0.14,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D7,4/1/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,4100,26,2,0.2,0.6,3.01,0.08,NA,13,6.02,NA,0.42,0.08,2040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D22,4/1/1985,NA,=,NA,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,170,8,NA,0.2,0.6,1.54,0.08,NA,16,1.24,NA,0.32,0.1,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,NA,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D4,4/1/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,297,14,2,0.1,0.6,3.67,0.08,NA,16,0.62,NA,0.36,0.09,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D16,4/1/1985,NA,=,NA,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,153,5,NA,0.2,0.3,1.31,0.07,NA,17,1.24,NA,0.34,0.09,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,NA,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D6,4/2/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,16700,17,3,0.3,0.7,2.28,0.08,NA,13,2.47,NA,0.31,0.11,8580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D11,4/2/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,307,14,2,0.2,0.6,2.59,0.07,NA,14,1.7,NA,0.38,0.07,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D12,4/2/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,302,14,2,0.2,0.6,1.39,0.08,NA,14,3.24,NA,0.38,0.07,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D41,4/2/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,26800,7,3,0.2,0.5,1.58,0.07,NA,6.7,2.93,NA,0.21,0.1,14000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D14A,4/2/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,162,6,2,0.2,0.5,2.08,0.07,NA,16,1.39,NA,0.36,0.07,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D8,4/2/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,5500,36,6,0.2,0.8,3.24,0.08,NA,13,4.63,NA,0.4,0.1,2740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D10,4/2/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,2860,33,4,0.2,0.7,3.43,0.08,NA,13,3.86,NA,0.4,0.09,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D15,4/2/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,178,7,2,0.2,0.6,1.7,0.07,NA,15,1.54,NA,0.38,0.06,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
C9,4/11/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,177,6,3,0.2,0.4,2.97,0.07,NA,15,7.56,NA,0.62,0.07,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
P12,4/11/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,544,29,7,0.4,1,14.59,0.1,NA,14,34.73,NA,1.8,0.07,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
C10,4/11/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,546,47,9,0.4,1,12.04,0.14,NA,15,25.47,NA,2,0.14,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
C3,4/12/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,110,8,4,0.1,0.4,3.94,0.06,NA,11,6.02,NA,0.1,0.17,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
P10A,4/12/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,203,6,2,0.2,0.5,3.67,0.09,NA,14,3.86,NA,0.97,0.14,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
C7,4/12/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,508,36,8,0.3,0.7,10.15,0.11,NA,14,29.79,NA,1.9,0.04,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
MD10,4/12/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,150,22,7,0.3,0.6,15.7,0.1,NA,13,36.43,NA,0.12,0.03,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
P8,4/15/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,400,15,4,0.1,1.2,3.51,0.25,NA,12,5.4,NA,2,0.5,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D28A,4/15/1985,NA,=,=,NA,=,=,=,=,NA,=,=,NA,=,=,=,NA,137,8,4,NA,0.3,0.5,0.05,NA,15,5.87,NA,0.3,0.02,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,NA,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
MD7A,4/15/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,111,7,2,0.1,0.3,2.32,0.05,NA,17,0.46,NA,0.14,0.13,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D9,4/16/1985,NA,=,=,=,NA,=,=,NA,NA,=,=,NA,=,=,NA,NA,NA,82,12,0.3,0.6,5.83,NA,NA,13,3.55,NA,0.44,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,NA,
D16,4/16/1985,NA,=,=,=,NA,=,=,NA,NA,=,=,NA,=,=,NA,NA,NA,10,4,0.2,0.2,2.7,NA,NA,15,5.87,NA,0.32,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,NA,
D7,4/16/1985,NA,=,=,=,NA,=,=,NA,NA,=,=,NA,=,=,NA,NA,NA,86,12,0.2,0.5,5.83,NA,NA,11,5.87,NA,0.43,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,NA,
D4,4/16/1985,NA,=,=,=,NA,=,=,NA,NA,=,=,NA,=,=,NA,NA,NA,40,7,0.2,0.3,4.17,NA,NA,14,3.71,NA,0.41,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,NA,
D24,4/16/1985,NA,=,=,=,NA,=,=,NA,NA,=,=,NA,=,=,NA,NA,NA,11,4,0.1,0.2,1.66,NA,NA,15,3.55,NA,0.27,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,NA,
D19,4/16/1985,NA,=,=,=,NA,=,=,NA,NA,=,=,NA,=,=,NA,NA,NA,6,4,0.2,0.2,1.85,NA,NA,15,4.17,NA,0.28,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,NA,
D22,4/16/1985,NA,=,=,=,NA,=,=,NA,NA,=,=,NA,=,=,NA,NA,NA,17,5,0.1,0.2,1.74,NA,NA,16,3.71,NA,0.33,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,NA,
D26,4/16/1985,NA,=,=,=,NA,=,=,NA,NA,=,=,NA,=,=,NA,NA,NA,10,3,0.2,0.3,1.85,NA,NA,15,5.09,NA,0.24,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,NA,
D8,4/17/1985,NA,=,=,=,NA,=,=,NA,NA,=,=,NA,=,=,NA,NA,NA,32,6,0.2,0.4,2.93,NA,NA,13,2.16,NA,0.43,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,NA,
D14A,4/17/1985,NA,=,=,=,NA,=,=,NA,NA,=,=,NA,=,=,NA,NA,NA,12,4,0.2,0.2,3.24,NA,NA,16,4.63,NA,0.32,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,NA,
D12,4/17/1985,NA,=,=,=,NA,=,=,NA,NA,=,=,NA,=,=,NA,NA,NA,16,5,0.2,0.3,2.28,NA,NA,16,5.25,NA,0.38,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,NA,
D15,4/17/1985,NA,=,=,=,NA,=,=,NA,NA,=,=,NA,=,=,NA,NA,NA,15,5,0.2,0.3,2.05,NA,NA,15,3.4,NA,0.33,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,NA,
D10,4/17/1985,NA,=,=,=,NA,=,=,NA,NA,=,=,NA,=,=,NA,NA,NA,33,6,0.2,0.4,3.09,NA,NA,14,2.47,NA,0.43,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,NA,
D6,4/17/1985,NA,=,=,=,NA,=,=,NA,NA,=,=,NA,=,=,NA,NA,NA,12,3,0.2,0.3,0.85,NA,NA,8.9,2.62,NA,0.33,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,NA,
D41,4/17/1985,NA,=,=,=,NA,=,=,NA,NA,=,=,NA,=,=,NA,NA,NA,7,4,0.2,0.3,1.27,NA,NA,4.9,3.24,NA,0.18,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,NA,
D11,4/17/1985,NA,=,=,=,NA,=,=,NA,NA,=,=,NA,=,=,NA,NA,NA,22,6,0.2,0.3,2.62,NA,NA,16,4.79,NA,0.38,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,NA,
C10,4/25/1985,NA,=,=,=,NA,=,=,NA,NA,=,=,NA,=,=,NA,NA,NA,70,11,0.4,1.2,15.78,NA,NA,16,4.94,NA,1.8,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,NA,
C3,4/25/1985,NA,=,=,=,NA,=,=,NA,NA,=,=,NA,=,=,NA,NA,NA,8,3,0.1,0.3,1.74,NA,NA,16,4.63,NA,0.11,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,NA,
MD10,4/25/1985,NA,=,=,=,NA,=,=,NA,NA,=,=,NA,=,=,NA,NA,NA,20,6,0.2,0.4,2.74,NA,NA,13,3.86,NA,0.14,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,NA,
P10A,4/25/1985,NA,=,=,=,NA,=,=,NA,NA,=,=,NA,=,=,NA,NA,NA,9,3,0.2,0.4,5.63,NA,NA,13,9.88,NA,0.55,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,NA,
C7,4/25/1985,NA,=,=,=,NA,=,=,NA,NA,=,=,NA,=,=,NA,NA,NA,35,8,0.4,0.9,5.44,NA,NA,15,5.09,NA,1.8,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,NA,
P12,4/26/1985,NA,=,=,=,NA,=,=,NA,NA,=,=,NA,=,=,NA,NA,NA,29,6,0.4,0.8,6.83,NA,NA,18,6.95,NA,1.7,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,NA,
C9,4/26/1985,NA,=,=,=,NA,=,=,NA,NA,=,=,NA,=,=,NA,NA,NA,14,4,0.2,0.4,3.82,NA,NA,12,8.34,NA,0.28,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,NA,
D28A,4/29/1985,NA,=,=,=,NA,=,=,NA,NA,=,=,NA,=,=,NA,NA,NA,10,3,0.2,0.3,5.02,NA,NA,13,7.72,NA,0.22,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,NA,
P8,4/29/1985,NA,=,=,=,NA,=,=,NA,NA,=,=,NA,=,=,NA,NA,NA,10,2,0.6,1.4,3.9,NA,NA,14,3.86,NA,1.8,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,NA,
MD7A,4/29/1985,NA,=,=,=,NA,=,=,NA,NA,=,NA,NA,=,=,NA,NA,NA,6,2,0.3,0.5,1.96,NA,NA,14,NA,NA,0.17,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,NA,mg/L as N,µg/L,NA,NA,mg/L,NA,NA,mg/L as N,mg/L as N,NA,
D9,5/1/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,4330,82,9,0.3,0.5,6.02,0.08,NA,14,2.78,NA,0.31,0.05,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D22,5/1/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,347,19,3,0.1,0.2,2.24,0.06,NA,14,7.26,NA,0.14,0.02,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D19,5/1/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,176,13,3,0.2,0.3,3.86,0.04,NA,13,15.13,NA,0.18,0.01,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D26,5/1/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,153,8,2,0.2,0.2,2.7,0.04,NA,15,10.96,NA,0.18,0.03,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D7,5/1/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,9210,39,7,0.2,0.4,3.16,0.08,NA,12,4.48,NA,0.28,0.07,4420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D16,5/1/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,NA,=,NA,202,12,2,0.1,0.2,2.66,0.04,NA,15,11.12,NA,0.14,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,NA,mg/L,
D4,5/1/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,1240,36,4,0.2,0.3,2.62,0.07,NA,15,5.71,NA,0.18,0.02,597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D24,5/1/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,155,11,3,0.1,0.2,2.59,0.06,NA,16,3.55,NA,0.18,0.07,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D8,5/2/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,9430,31,4,0.2,0.4,3.13,0.08,NA,12,4.17,NA,0.25,0.07,4390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
D10,5/2/1985,NA,=,=,=,=,=,=,=,NA,=,=,NA,=,=,=,NA,5100,46,5,0.2,0.4,4.13,0.06,NA,14,2.47,NA,0.25,0.05,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/L,mg/L,mg/L as N,mg/L,mg/L as N,µg/L,mg/L as P,NA,mg/L,µg/L,NA,mg/L as N,mg/L as N,mg/L,
