Station Name,Station Number,Sample Date,Sample Code,Sample Depth,Sample Description,Sample Type,Parent Sample Code,Total Alkalinity mg/L as CaCO3 Std Method 2320 B 916 [1]*,Dissolved Ammonia mg/L as N EPA 350.1 (D) 925 [1]*,Dissolved Bromide mg/L EPA 300.0 356 [1]*,Dissolved Calcium mg/L EPA 200.7 (D) 130 [1]*,Dissolved Chloride mg/L EPA 300.0 356 [1]*,Chlorophyll a ug/L Std Method 10200 H 274 [1]*,Specific Conductance µmhos/cm@25°C Std Method 2510-B 917 [1]*,Dissolved Nitrate + Nitrite mg/L as N Std Method 4500-NO3-F 923 [1]*,Dissolved Organic Carbon mg/L as C Std Method 5310C (D) 920 [1]*,Total Organic Carbon mg/L as C Std Method 5310C (T) 919 [1]*,Dissolved Organic Nitrogen mg/L as N EPA 351.2/EPA 350.1 (D) 929 [1]*,Pheophytin a ug/L Std Method 10200 H 274 [1]*,Total Phosphorus mg/L as P EPA 365.4 928 [1]*,Dissolved Silica (SiO2) mg/L EPA 200.7 (D) 130 [1]*,Total Dissolved Solids mg/L Std Method 2540 C 203 [1]*,Total Suspended Solids mg/L Std Method 2540 D 918 [1]*,Volatile Suspended Solids mg/L Std Method 2540 E 317 [1]*,Total Kjeldahl Nitrogen mg/L as N EPA 351.2 927 [1]*,Dissolved ortho-Phosphate mg/L as P EPA 365.1 924 [1]*,pH pH Units Std Method 2320 B 916 [1]*,"(Bottom) Chlorophyll Fluorescence RFU Fluorescence, Sonde 916 [1]*","(Bottom) Chlorophyll Fluorescence ug/L of Chl Fluorescence, Sonde 916 [1]*","Chlorophyll Fluorescence RFU Fluorescence, Sonde 916 [1]*","Chlorophyll Fluorescence ug/L of Chl Fluorescence, Sonde 916 [1]*",Chlorophyll Volume mL Chlorophyll Volume Filtered 916 [1]*,(Bottom) Specific Conductance µmhos/cm@25°C EPA 120.1 (Field) 916 [1]*,Specific Conductance µmhos/cm@25°C EPA 120.1 (Field) 916 [1]*,Field Notes Notes (Field) 916 [1]*,North Latitude Decimal Degrees GPS Location 916 [1]*,West Longitude Decimal Degrees GPS Location 916 [1]*,Microcystis aeruginosa Field Observations (Water) 916 [1]*,(Bottom) Dissolved Oxygen % Saturation ASTM Method D888-09-C (Field) 916 [1]*,(Bottom) Dissolved Oxygen mg/L ASTM Method D888-09-C (Field) 916 [1]*,Dissolved Oxygen % Saturation ASTM Method D888-09-C (Field) 916 [1]*,Dissolved Oxygen mg/L ASTM Method D888-09-C (Field) 916 [1]*,Secchi Depth Centimeters Secchi Depth 916 [1]*,(Bottom) Water Temperature °C EPA 170.1 (Field) 916 [1]*,"Air Temperature °F Temperature, Air 916 [1]*",Water Temperature °C EPA 170.1 (Field) 916 [1]*,(Bottom) Turbidity F.N.U. EPA 180.1 (Field) 916 [1]*,Turbidity F.N.U. EPA 180.1 (Field) 916 [1]*,Water Depth at Station Feet Depth of Water Column 916 [1]*,Weather Observations Weather Observations 916 [1]*,Wind Velocity Miles/hr Wind Velocity 916 [1]*,(Bottom) pH pH Units EPA 150.1 (Field) 916 [1]*,pH pH Units EPA 150.1 (Field) 916 [1]*
Blank; Equipment,Blank; Equipment,07/07/2023 14:45,E0723B1539,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,07/10/2023 13:25,E0723B1550,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,07/11/2023 15:10,E0723B1567,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,07/12/2023 14:15,E0723B1592,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,07/13/2023 15:15,E0723B1652,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,07/14/2023 17:30,E0723B1691,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,07/17/2023 15:55,E0723B1736,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,9.3,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C10A - San Joaquin River near Vernalis @ SJR Club,B9D74081159,07/07/2023 11:15,E0723B1542,3 Feet,,Normal Sample,0,28.1,<0.05,N/A,7.16,9.28,12.4,112,0.242,2.8,2.6,0.11,4.21,0.119,9.3,71,45,5,0.352,0.057,N/A, 2.38, 9.04, 2.08, 8.07, 250, 114, 113,N/A,N/A,N/A, 1, 84.9, 7.26, 85.3, 7.29,N/A, 23.14, 73, 23.14, 24.2, 24.2, 11,"Sunny, no waves/flat, no rain", 7, 7.08, 7.38
C9 - West Canal @ Clifton Court Intake,B9C74981333,07/07/2023 10:00,E0723B1541,3 Feet,,Normal Sample,0,36.3,<0.05,N/A,"8.37,8.4**",13.5,3.03,145,0.121,"3.6,3.7**","3.5,3.5**",0.26,3.1,0.13,"10.2,10.3**",90,22.9,2.9,0.404,0.099,N/A, 0.99, 3.84, 0.88, 3.34, 500, 146, 145,N/A,N/A,N/A, 1, 79.7, 6.71, 80.3, 6.77,N/A, 23.95, 69, 23.94, 13.9, 13, 9.7,"Sunny, ripples to small waves with no white caps, no rain", 11, 6.92, 7.01
C9 - West Canal @ Clifton Court Intake,B9C74981333,07/07/2023 10:00,E0723B1543,3 Feet,,"Duplicate, Specific Analyte(s)",E0723B1541,36.3,<0.05,N/A,8.36,13.5,3.04,145,0.122,3.4,3.3,0.18,3.07,"0.128,0.129**",10,"89,90**","21,21.5**","3,3**","0.333,0.377**",0.104,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D10 - Sacramento River @ Chipps Island,B9D80281551,07/14/2023 16:20,E0723B1694,3 Feet,,Normal Sample,0,48.2,"<0.05,<0.05**",N/A,30.4,915,5.42,3310,"0.097,0.097**",2.3,2.3,0.16,2.03,0.088,11.8,1720,20.8,4.3,0.301,"0.065,0.065**",N/A, 0.83, 3.63, 1.05, 4.59, 500, 5345, 3342,3.0 micron pre-filter used for nutrient filtration.,N/A,N/A, 1, 97.9, 8.59, 103.2, 8.9, 44, 20.97, 80.1, 22.19, 11.6, 12.4, 41.3,"Sunny, no waves flat, no rain", 16.3, 7.78, 7.95
D10 - Sacramento River @ Chipps Island,B9D80281551,07/14/2023 16:20,E0723B1695,3 Feet,,"Duplicate, Specific Analyte(s)",E0723B1694,48.4,<0.05,N/A,31.7,947,5.7,3390,0.093,2.4,2.2,0.2,1.98,0.087,12,1780,"21.4,21.6**","4.2,4.4**",0.302,0.064,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D12 - San Joaquin River @ Antioch Ship Channel,B9D80131484,07/10/2023 10:25,E0723B1551,3 Feet,,Normal Sample,0,42.8,"<0.05,<0.05**",N/A,9.85,62.6,3.43,352,"0.097,0.098**",2.5,2.4,0.2,1.15,0.076,11.6,196,12.3,<2.5,0.232,"0.069,0.07**",N/A, 0.79, 3.46, 0.78, 3.41, 500, 464, 411,N/A,N/A,N/A, 1, 94.5, 8.43, 95.6, 8.52, 56, 20.88, 62.2, 20.94, 11.6, 10.9, 36.4,"sunny, ripples to small waves, no white caps, no rain", 10.5, 7.6, 7.66
D16 - San Joaquin River @ Twitchell Island,B9D80581401,07/11/2023 10:35,E0723B1568,3 Feet,,Normal Sample,0,41.7,<0.05,<0.1,8.68,8.53,1.72,128,0.126,3,2.5,0.12,0.71,0.061,12.8,85,4.2,<2.5,0.204,0.06,N/A, 0.45, 1.98, 0.44, 1.94, 500, 132, 133,Little Microcystis on surface seen by some crew (confirmed by water surface sample),N/A,N/A, 2, 92.7, 8.06, 87.6, 7.59, 148, 22.27, 72.9, 22.44, 3.9, 3.5, 52.2,"sunny, ripples to small waves, no white caps, no rain", 3, 7.54, 7.45
D19 - Frank's Tract near Russo's Landing,B9D80261369,07/10/2023 11:45,E0723B1552,3 Feet,,Normal Sample,0,41.2,<0.05,<0.1,8.35,8.69,1.69,130,0.102,2.6,2.5,0.1,0.73,0.058,11.8,86,4.1,<2.5,0.205,0.061,N/A, 0.47, 2.04, 0.47, 2.03, 500, 133, 133,N/A,N/A,N/A, 1, 95.9, 8.38, 96.4, 8.43, 122, 21.97, 68.5, 22, 3.6, 3.6, 7.2,"sunny, ripples to small waves, no white caps, no rain", 10.5, 7.64, 7.74
D22 - Sacramento River @ Emmaton,B9D80511443,07/12/2023 12:50,E0723B1594,3 Feet,,Normal Sample,0,50.2,<0.05,N/A,10.1,13.2,2.89,161,0.121,1.9,1.9,0.12,1.36,0.037,14.3,96,16.9,2.5,0.203,0.053,N/A, 0.67, 2.92, 0.56, 2.43, 500, 163, 169,N/A,N/A,N/A, 1, 95.4, 8.45, 95.1, 8.38, 44, 21.32, 75.9, 21.62, 13.7, 11, 32.5,"Sunny, Moderate waves, few white caps, No rain", 19.6, 7.79, 7.77
D26 - San Joaquin River @ Potato Point,B9D80461340,07/11/2023 11:35,E0723B1569,3 Feet,,Normal Sample,0,42.8,<0.05,N/A,"8.99,9.12**",8.23,1.57,128,0.133,3.4,2.5,0.17,0.58,0.051,"13.7,14**",82,3.6,<2.5,0.212,0.057,N/A, 0.41, 1.8, 0.4, 1.72, 500, 132, 133,MC not readily visible on surface but was observed in surface water sample,N/A,N/A, 2, 91.4, 7.91, 85.2, 7.34, 120, 22.53, 76.5, 22.76, 4.4, 3.2, 39.7,"sunny, ripples to small waves, no white caps, no rain", 4.4, 7.49, 7.45
D28A - Old River @ Rancho Del Rio,B9D75821344,07/10/2023 12:40,E0723B1553,3 Feet,,Normal Sample,0,38.5,<0.05,N/A,8.09,10.6,2.07,131,0.063,3.1,2.9,0.16,0.91,0.08,10.9,85,4.3,<2.5,0.241,0.086,N/A, 0.57, 2.49, 0.61, 2.64, 500, 133, 134,N/A,N/A,N/A, 1, 85.4, 7.32, 90.6, 7.72, 144, 23.01, 73, 23.33, 3.4, 7.3, 17.7,"sunny, ripples to small waves, no white caps, no rain", 11.4, 7.31, 7.66
D28A - Old River @ Rancho Del Rio,B9D75821344,07/10/2023 12:40,E0723B1554,3 Feet,,"Duplicate, Specific Analyte(s)",E0723B1553,38.5,<0.05,N/A,8.16,10.6,2.01,131,0.063,"3,3.1**","2.9,3**",0.2,0.97,0.082,10.9,85,4.1,<2.5,0.296,0.085,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D4 - Sacramento River above Point Sacramento,B9D80381492,07/12/2023 12:05,E0723B1593,3 Feet,,Normal Sample,0,44.9,<0.05,N/A,14.5,219,4.01,904,0.106,"2.6,2.6**","2.5,2.5**",0.22,2.16,0.08,12.6,"478,480**","23.3,25.3**","3.3,4**",0.283,0.065,N/A, 0.91, 3.95, 0.78, 3.4, 500, 932, 908,N/A,N/A,N/A, 1, 94.2, 8.42, 92.6, 8.25, 44, 20.74, 67.8, 20.88, 21.2, 14.8, 38.1,"Sunny, large waves, frequent white caps, no rain", 22.6, 7.63, 7.58
D41 - San Pablo Bay near Pinole Point,E0B80182224,07/17/2023 14:10,E0723B1738,3 Feet,,Normal Sample,0,97.5,0.052,N/A,307,13600,5.32,37300,0.16,0.6,0.6,0.13,0.84,0.095,5.39,24700,21.4,5.8,0.191,0.079,N/A, 0.86, 3.76, 1.08, 4.69, 500, 39272, 38744,N/A,N/A,N/A, 1, 91.7, 7.45, 96.9, 7.81, 58, 18.13, 67.1, 18.72, 18, 6.3, 34.8,"Sunny, large waves/frequent white caps, no rain", 20.4, 7.75, 7.78
D41A - San Pablo Bay near Mouth of Petaluma River,E0B80512234,07/17/2023 12:45,E0723B1737,3 Feet,,Normal Sample,0,85.2,<0.05,N/A,237,11200,16.5,30400,0.057,"0.8,0.9**","0.9,0.9**",<0.1,2.5,"0.159,0.162**",6.2,19200,104,23.2,"0.329,0.351**",0.085,N/A, 2.16, 9.43, 2.05, 8.93, 250, 31225, 31253,N/A,N/A,N/A, 1, 100.9, 8.02, 104.8, 8.33, 24, 21.06, 64.8, 21.07, 43.3, 39.3, 8.2,"Sunny, large waves/frequent white caps, no rain", 22, 7.89, 7.91
D41A - San Pablo Bay near Mouth of Petaluma River,E0B80512234,07/17/2023 12:45,E0723B1742,3 Feet,,"Duplicate, Specific Analyte(s)",E0723B1737,85.5,<0.05,N/A,224,11100,17.6,30400,0.054,0.9,0.9,<0.1,2.63,0.18,6.1,19400,103,20.4,0.348,0.087,N/A,N/A,N/A,N/A,N/A, 250,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D6 - Suisun Bay @ Bulls Head nr. Martinez,E3B80272071,07/14/2023 14:15,E0723B1692,3 Feet,,Normal Sample,0,67.2,<0.05,N/A,145,6100,4.37,18100,0.123,1.4,1.5,0.19,1.27,0.087,9.13,10800,18.5,4,0.296,0.076,N/A, 0.7, 3.03, 0.84, 3.66, 500, 22264, 19012,N/A,N/A,N/A, 1, 93.6, 7.96, 98.2, 8.32, 48, 19.39, 80.1, 20.23, 80.8, 9.2, 47.6,"Sunny, no waves flat, none", 13, 7.73, 7.77
D7 - Grizzly Bay @ Dolphin nr. Suisun Slough,E0B80702024,07/13/2023 11:50,E0723B1653,3 Feet,,Normal Sample,0,55,<0.05,9.44,"71.1,71.8**",2850,5.11,9150,0.097,1.9,1.9,0.15,2.4,0.096,"10.6,10.7**",5120,34.4,4.4,0.281,0.068,N/A, 0.91, 3.98, 0.88, 3.83, 500, 9230, 9281,N/A,N/A,N/A, 1, 99.8, 8.72, 98.2, 8.56, 42, 20.46, 71.6, 20.59, 15.6, 17.5, 11.2,"sunny, ripples to small waves, no white caps, no rain", 15.8, 7.75, 7.67
D8 - Suisun Bay off Middle Point nr. Nichols,E3B80361594,07/14/2023 15:10,E0723B1693,3 Feet,,Normal Sample,0,51.1,<0.05,N/A,47,1700,5.85,5800,0.099,2.2,2.1,0.17,1.81,"0.078,0.081**",11,3150,16,3.7,"0.287,0.315**",0.064,N/A, 0.82, 3.57, 1.33, 5.79, 500, 10741, 5765,N/A,N/A,N/A, 1, 98.4, 8.52, 105.5, 9.03, 55, 20.67, 78.1, 22.17, 16.4, 8.9, 44.6,"Sunny, no waves flat, none", 14, 7.8, 8.01
MD10A - Disappointment Slough @ Bishop Cut,B9S80251252,07/11/2023 12:55,E0723B1570,3 Feet,,Normal Sample,0,47.1,<0.05,N/A,11.2,16,2.86,164,<0.05,4.3,3.7,0.27,0.76,"0.111,0.117**",11,102,3,<2.5,"0.33,0.37**",0.111,N/A, 0.7, 3.06, 0.83, 3.62, 500, 169, 169,N/A,N/A,N/A, 1, 76.5, 6.33, 81.5, 6.64, 136, 24.9, 82.4, 25.73, 1.7, 1.3, 17.1,"sunny, ripples to small waves, no white caps, no rain", 6.4, 7.21, 7.22
MD10A - Disappointment Slough @ Bishop Cut,B9S80251252,07/11/2023 12:55,E0723B1572,3 Feet,,"Duplicate, Specific Analyte(s)",E0723B1570,46.5,<0.05,N/A,10.7,16.1,3.05,164,<0.05,4,3.6,0.29,0.7,0.112,10.9,"103,103**",2.6,<2.5,0.334,0.114,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ002 - Carquinez Strait near Glencove Harbor,E0E80392129,07/17/2023 15:20,E0723B1740,3 Feet,,Normal Sample,0,82.2,<0.05,N/A,223,9890,4.37,27600,0.135,0.9,0.9,<0.1,1.03,0.104,7.34,17300,42.5,8.9,0.184,0.077,N/A, 1.15, 5, 1.09, 4.76, 500, 30900, 28240,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A, 1, 99.4, 8.03, 102.8, 8.32, 44, 20.26, 73.9, 20.67, 47.4, 15.5, 59.4,"Sunny, large waves/frequent white caps, no rain", 19.9, 7.8, 7.85
NZ004 - Carquinez Strait near Ozol Pier,E0E80212097,07/17/2023 15:35,E0723B1741,3 Feet,,Normal Sample,0,76.2,<0.05,N/A,196,8370,4.87,23800,0.134,1.1,1,0.1,0.91,0.088,7.93,"14800,14800**",24.7,5.4,0.16,0.081,N/A, 1.07, 4.68, 0.92, 4.02, 500, 26448, 24765,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A, 1, 96.7, 7.96, 101.3, 8.37, 58, 20.23, 78.8, 20.32, 44.4, 8.8, 63.7,"Sunny, ripples to small waves/no white caps, no rain", 8.4, 7.77, 7.86
NZ032 - Montezuma Slough nr Grizzly Island Club,E3S81022013,07/13/2023 14:15,E0723B1655,3 Feet,,Normal Sample,0,64.5,0.055,N/A,44.4,1480,3.77,5180,0.124,3.7,3.6,0.29,1.25,0.132,10.9,2780,"38.4,39.2**","4.8,5.6**",0.458,0.08,N/A, 0.91, 3.97, 1.03, 4.48, 250, 5485, 5282,N/A,N/A,N/A, 1, 91, 7.95, 92.4, 7.98, 21, 21.15, 81.9, 21.8, 30.9, 27.9, 28.2,"sunny, ripples to small waves, no white caps, no rain", 11, 7.64, 7.63
NZ032 - Montezuma Slough nr Grizzly Island Club,E3S81022013,07/13/2023 14:15,E0723B1656,3 Feet,,"Duplicate, Specific Analyte(s)",E0723B1655,65.9,0.054,N/A,45.1,1470,2.52,5140,0.127,4.1,4,0.31,0.56,0.134,10.8,2760,32.3,3.8,0.511,0.081,N/A,N/A,N/A,N/A,N/A, 250,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ068 in Sacramento River,B9D80861414,07/12/2023 13:40,E0723B1595,3 Feet,,Normal Sample,0,48.8,<0.05,N/A,9.48,7.35,1.96,137,0.115,2.4,2.2,0.13,0.65,0.046,14.2,84,6.2,<2.5,0.192,0.05,N/A, 0.42, 1.82, 0.44, 1.9, 500, 141, 142,N/A,N/A,N/A, 1, 94.9, 8.28, 95.1, 8.27, 92, 22.12, 80.8, 22.27, 5.3, 4.2, 18.7,"Sunny, Ripples to small waves, no white caps, No rain", 9.1, 7.72, 7.71
NZ068 in Sacramento River,B9D80861414,07/12/2023 13:40,E0723B1596,3 Feet,,"Duplicate, Specific Analyte(s)",E0723B1595,48.4,<0.05,N/A,"9.54,9.88**",7.64,1.84,137,0.115,2.6,2.3,0.14,0.6,0.052,"14.3,14.5**",85,6.4,<2.5,0.2,0.052,N/A,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NZ325 - San Pablo Bay near Rock Wall and Light 15,E3B80352175,07/17/2023 15:00,E0723B1739,3 Feet,,Normal Sample,0,83.4,<0.05,N/A,245,10400,8.09,28800,0.137,0.9,0.9,<0.1,1.45,0.118,7.08,19900,66.7,13.8,0.252,0.078,N/A, 1.11, 4.83, 1.31, 5.72, 250, 36069, 29513,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A, 1, 95.5, 7.74, 104.2, 8.33, 30, 18.97, 66, 21.12, 71, 20.8, 39,"Sunny, large waves/frequent white caps, no rain", 20.8, 7.8, 7.85
NZS42 - Suisun Slough @ Volanti Slough,E3S81082029,07/13/2023 13:15,E0723B1654,3 Feet,,Normal Sample,0,"76.9,77.3**",0.077,N/A,40.9,1240,2.94,"4390,4390**",0.184,5.3,5,0.39,1.82,"0.183,0.183**",10.7,2330,42.9,4.8,"0.636,0.646**",0.092,7.81, 1.07, 4.68, 1.06, 4.63, 250, 4458, 4450,N/A,N/A,N/A, 1, 84.5, 7.39, 85.9, 7.44, 18, 21.32, 81.1, 21.71, 51.1, 37, 14.4,"sunny, ripples to small waves, no white caps, no rain", 12.4, 7.56, 7.57
P8 - San Joaquin River @ Buckley Cove,B9D75871229,07/11/2023 14:35,E0723B1571,3 Feet,,Normal Sample,0,35.1,<0.05,N/A,9.33,15.4,10.1,151,0.364,3.4,2.9,0.17,2.83,0.115,10.1,93,10.5,<2.5,0.384,0.092,N/A, 0.81, 3.53, 1.41, 6.13, 500, 157, 155,N/A,N/A,N/A, 1, 75.5, 6.48, 88.7, 7.36, 72, 22.92, 85.8, 24.7, 11.5, 6.9, 36.1,"sunny, ripples to small waves, no white caps, no rain", 8.1, 7.13, 7.38
SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC,EZ2,07/14/2023 17:10,E0723B1623,3 Feet,,Normal Sample,0,46.7,<0.05,N/A,16.5,273,3.99,1190,0.106,2.4,2.5,0.15,1.81,0.083,12.5,"614,618**",19.3,2.8,0.26,0.066,N/A, 0.81, 3.52, 0.89, 3.89, 500, 2102, 1208,Located at D4. 3.0 micron pre-filter used for nutrient filtration., 38.065181, -121.836303, 1, 96.2, 8.5, 98.4, 8.63, 38, 21.13, 78.6, 21.69, 12.8, 12.8, 37.1,"Sunny, no waves flat, none", 14.3, 7.76, 7.78
SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC,EZ6,07/14/2023 15:50,E0723B1622,3 Feet,,Normal Sample,0,48.5,<0.05,N/A,35.6,1070,4.54,3780,0.102,"2.2,2.3**","2.2,2.3**",0.18,2.36,0.071,11.6,1980,23.1,3.7,0.292,0.065,N/A, 0.79, 3.44, 1, 4.35, 500, 5946, 3986,Located at channel marker 27 next to Chipps Island. 3.0 micron pre-filter used for nutrient filtration., 38.052428, -121.937005, 1, 96.8, 8.51, 101.5, 8.82, 40, 20.74, 81.1, 21.73, 15.4, 13.8, 37.1,"Sunny, no waves flat, none", 15.2, 7.77, 7.83
Sacramento River @ Hood - C3A,B9D82211312,07/07/2023 08:15,E0723B1540,3 Feet,,Normal Sample,0,47.8,<0.05,N/A,9.31,4.82,3.74,128,0.18,1.9,2,0.11,1.71,0.028,15.2,82,4.6,<2.5,0.146,<0.05,N/A, 1.14, 4.59, 0.84, 3.25, 500, 128, 128,N/A,N/A,N/A, 1, 97.8, 8.65, 98.4, 8.7,N/A, 21.4, 62, 21.41, 3.1, 3.1, 15.4,"Sunny, ripples to small waves with no white caps, no rain", 8, 7.4, 7.42
Blank; Equipment,Blank; Equipment,08/04/2023 13:30,E0823B1752,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,08/08/2023 12:50,E0823B1763,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<5,<0.05,0.8,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,08/09/2023 15:15,E0823B1865,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<5,<0.05,0.8,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,08/10/2023 14:45,E0823B1906,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,08/11/2023 16:15,E0823B1998,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
