SampleID,Genus,Units.per.L,,Year,Month,Region,StationCode
EMP.D16.2016.12.08,Achnanthes,281520,,2016,Dec,Central Delta,D16
EMP.D16.2016.12.08,Aulacoseira,1689120,,2016,Dec,Central Delta,D16
EMP.D16.2016.12.08,Cocconeis,281520,,2016,Dec,Central Delta,D16
EMP.D16.2016.12.08,Navicula,281520,,2016,Dec,Central Delta,D16
EMP.D16.2016.12.08,Nitzschia,563040,,2016,Dec,Central Delta,D16
EMP.D16.2016.12.08,Ochromonas,563040,,2016,Dec,Central Delta,D16
EMP.D26.2016.12.08,Plagioselmis,300290,,2016,Dec,Central Delta,D26
EMP.D26.2016.12.08,Eucapsis,160655150,,2016,Dec,Central Delta,D26
EMP.D26.2016.12.08,Achnanthes,300290,,2016,Dec,Central Delta,D26
EMP.D26.2016.12.08,Aulacoseira,600580,,2016,Dec,Central Delta,D26
EMP.D26.2016.12.08,Cymbella,300290,,2016,Dec,Central Delta,D26
EMP.MD10A.2016.12.08,Plagioselmis,643500,,2016,Dec,Southern Interior Delta,MD10A
EMP.MD10A.2016.12.08,Rhodomonas,214500,,2016,Dec,Southern Interior Delta,MD10A
EMP.MD10A.2016.12.08,Eucapsis,41720250,,2016,Dec,Southern Interior Delta,MD10A
EMP.MD10A.2016.12.08,Pseudanabaena,107250,,2016,Dec,Southern Interior Delta,MD10A
EMP.MD10A.2016.12.08,Aulacoseira,536250,,2016,Dec,Southern Interior Delta,MD10A
EMP.MD10A.2016.12.08,Bacillaria,107250,,2016,Dec,Southern Interior Delta,MD10A
EMP.MD10A.2016.12.08,Cocconeis,321750,,2016,Dec,Southern Interior Delta,MD10A
EMP.MD10A.2016.12.08,Hemiaulus,107250,,2016,Dec,Southern Interior Delta,MD10A
EMP.MD10A.2016.12.08,Nitzschia,214500,,2016,Dec,Southern Interior Delta,MD10A
EMP.MD10A.2016.12.08,Chromulina,107250,,2016,Dec,Southern Interior Delta,MD10A
EMP.P8.2016.12.08,Plagioselmis,2252100,,2016,Dec,Southern Interior Delta,P8
EMP.P8.2016.12.08,Chroococcus,150140,,2016,Dec,Southern Interior Delta,P8
EMP.P8.2016.12.08,Eucapsis,122664380,,2016,Dec,Southern Interior Delta,P8
EMP.P8.2016.12.08,Komvophoron,150140,,2016,Dec,Southern Interior Delta,P8
EMP.P8.2016.12.08,Planktolyngbya,1351260,,2016,Dec,Southern Interior Delta,P8
EMP.P8.2016.12.08,Cyclotella,1050980,,2016,Dec,Southern Interior Delta,P8
EMP.P8.2016.12.08,Navicula,150140,,2016,Dec,Southern Interior Delta,P8
EMP.P8.2016.12.08,Ochromonas,1801680,,2016,Dec,Southern Interior Delta,P8
EMP.P8.2016.12.08,Chlorella,4203920,,2016,Dec,Southern Interior Delta,P8
EMP.P8.2016.12.08,Drepanochloris,150140,,2016,Dec,Southern Interior Delta,P8
EMP.D8.2016.12.09,Hemiselmis,6306020,,2016,Dec,Grizzly and Suisun Bay,D8
EMP.D8.2016.12.09,Eucapsis,561235780,,2016,Dec,Grizzly and Suisun Bay,D8
EMP.D8.2016.12.09,Nitzschia,900860,,2016,Dec,Grizzly and Suisun Bay,D8
EMP.D8.2016.12.09,Chrysococcus,900860,,2016,Dec,Grizzly and Suisun Bay,D8
EMP.D8.2016.12.09,Chlorella,17116340,,2016,Dec,Grizzly and Suisun Bay,D8
EMP.D4.2016.12.09,Hemiselmis,750720,,2016,Dec,Confluence,D4
EMP.D4.2016.12.09,Plagioselmis,1501440,,2016,Dec,Confluence,D4
EMP.D4.2016.12.09,Eucapsis,346832640,,2016,Dec,Confluence,D4
EMP.D4.2016.12.09,Aulacoseira,750720,,2016,Dec,Confluence,D4
EMP.D4.2016.12.09,Cyclotella,750720,,2016,Dec,Confluence,D4
EMP.D4.2016.12.09,Nitzschia,1501440,,2016,Dec,Confluence,D4
EMP.D4.2016.12.09,Planothidium,750720,,2016,Dec,Confluence,D4
EMP.D4.2016.12.09,Ochromonas,2252160,,2016,Dec,Confluence,D4
EMP.EZ6.2016.12.09,Plagioselmis,1801720,,2016,Dec,Entrapment Zone,EZ6
EMP.EZ6.2016.12.09,Rhodomonas,1801720,,2016,Dec,Entrapment Zone,EZ6
EMP.EZ6.2016.12.09,Eucapsis,870230760,,2016,Dec,Entrapment Zone,EZ6
EMP.EZ6.2016.12.09,Cyclotella,900860,,2016,Dec,Entrapment Zone,EZ6
EMP.EZ6.2016.12.09,Nitzschia,900860,,2016,Dec,Entrapment Zone,EZ6
EMP.EZ6.2016.12.09,Ochromonas,5405160,,2016,Dec,Entrapment Zone,EZ6
EMP.EZ6.2016.12.09,Chlorella,1801720,,2016,Dec,Entrapment Zone,EZ6
EMP.D22.2016.12.09,Plagioselmis,10810320,,2016,Dec,Confluence,D22
EMP.D22.2016.12.09,Eucapsis,720688000,,2016,Dec,Confluence,D22
EMP.D22.2016.12.09,Planktolyngbya,900860,,2016,Dec,Confluence,D22
EMP.D22.2016.12.09,Aulacoseira,1801720,,2016,Dec,Confluence,D22
EMP.D22.2016.12.09,Ochromonas,9909460,,2016,Dec,Confluence,D22
EMP.D22.2016.12.09,Chlorella,13512900,,2016,Dec,Confluence,D22
EMP.D22.2016.12.09,Trachelomonas,900860,,2016,Dec,Confluence,D22
EMP.EZ2.2016.12.09,Hemiselmis,10810320,,2016,Dec,Entrapment Zone,EZ2
EMP.EZ2.2016.12.09,Eucapsis,998152880,,2016,Dec,Entrapment Zone,EZ2
EMP.EZ2.2016.12.09,Achnanthidium,1801720,,2016,Dec,Entrapment Zone,EZ2
EMP.EZ2.2016.12.09,Ochromonas,5405160,,2016,Dec,Entrapment Zone,EZ2
EMP.EZ2.2016.12.09,Chlorella,14413760,,2016,Dec,Entrapment Zone,EZ2
EMP.D7.2016.12.12,Plagioselmis,14413760,,2016,Dec,Grizzly and Suisun Bay,D7
EMP.D7.2016.12.12,Eucapsis,1171118000,,2016,Dec,Grizzly and Suisun Bay,D7
EMP.D7.2016.12.12,Ochromonas,1801720,,2016,Dec,Grizzly and Suisun Bay,D7
EMP.D7.2016.12.12,Chlorella,27025800,,2016,Dec,Grizzly and Suisun Bay,D7
EMP.D41A.2016.12.13,Plagioselmis,900860,,2016,Dec,San Pablo Bay,D41A
EMP.D41A.2016.12.13,Eucapsis,286473480,,2016,Dec,San Pablo Bay,D41A
EMP.D41A.2016.12.13,Synechococcus,4053870,,2016,Dec,San Pablo Bay,D41A
EMP.D41A.2016.12.13,Achnanthes,450430,,2016,Dec,San Pablo Bay,D41A
EMP.D41A.2016.12.13,Cyclotella,450430,,2016,Dec,San Pablo Bay,D41A
EMP.D41.2016.12.13,Plagioselmis,1201200,,2016,Dec,San Pablo Bay,D41
EMP.D41.2016.12.13,Eucapsis,138338200,,2016,Dec,San Pablo Bay,D41
EMP.D41.2016.12.13,Cyclotella,200200,,2016,Dec,San Pablo Bay,D41
EMP.D41.2016.12.13,Nitzschia,300300,,2016,Dec,San Pablo Bay,D41
EMP.D41.2016.12.13,Thalassiosira,300300,,2016,Dec,San Pablo Bay,D41
EMP.D41.2016.12.13,Chrysococcus,200200,,2016,Dec,San Pablo Bay,D41
EMP.D41.2016.12.13,Chlorella,2002000,,2016,Dec,San Pablo Bay,D41
EMP.D6.2016.12.13,Plagioselmis,1351260,,2016,Dec,San Pablo Bay,D6
EMP.D6.2016.12.13,Eucapsis,204490680,,2016,Dec,San Pablo Bay,D6
EMP.D6.2016.12.13,Navicula,150140,,2016,Dec,San Pablo Bay,D6
EMP.D6.2016.12.13,Nitzschia,150140,,2016,Dec,San Pablo Bay,D6
EMP.D6.2016.12.13,Chrysococcus,300280,,2016,Dec,San Pablo Bay,D6
EMP.D6.2016.12.13,Ochromonas,450420,,2016,Dec,San Pablo Bay,D6
EMP.D6.2016.12.13,Chlorella,450420,,2016,Dec,San Pablo Bay,D6
EMP.C9.2017.01.03,Plagioselmis,919950,,2017,Jan,Southern Interior Delta,C9
EMP.C9.2017.01.03,Eucapsis,183990000,,2017,Jan,Southern Interior Delta,C9
EMP.C9.2017.01.03,Planktolyngbya,306650,,2017,Jan,Southern Interior Delta,C9
EMP.C9.2017.01.03,Nitzschia,613300,,2017,Jan,Southern Interior Delta,C9
EMP.C9.2017.01.03,Chlorella,919950,,2017,Jan,Southern Interior Delta,C9
EMP.C10A.2017.01.03,Rhodomonas,187680,,2017,Jan,Southern Interior Delta,C10A
EMP.C10A.2017.01.03,Chroococcus,375360,,2017,Jan,Southern Interior Delta,C10A
EMP.C10A.2017.01.03,Eucapsis,75447360,,2017,Jan,Southern Interior Delta,C10A
EMP.C10A.2017.01.03,Planktolyngbya,375360,,2017,Jan,Southern Interior Delta,C10A
EMP.C10A.2017.01.03,Achnanthidium,187680,,2017,Jan,Southern Interior Delta,C10A
EMP.C10A.2017.01.03,Navicula,187680,,2017,Jan,Southern Interior Delta,C10A
EMP.C10A.2017.01.03,Ochromonas,1501440,,2017,Jan,Southern Interior Delta,C10A
EMP.D24.2017.01.04,Eucapsis,284721430,,2017,Jan,Northern Interior Delta,D24
EMP.D24.2017.01.04,Cocconeis,459970,,2017,Jan,Northern Interior Delta,D24
EMP.D24.2017.01.04,Cyclotella,919940,,2017,Jan,Northern Interior Delta,D24
EMP.D24.2017.01.04,Fragilaria,459970,,2017,Jan,Northern Interior Delta,D24
EMP.D24.2017.01.04,Planothidium,459970,,2017,Jan,Northern Interior Delta,D24
EMP.D24.2017.01.04,Chlorella,2299850,,2017,Jan,Northern Interior Delta,D24
EMP.C3A.2017.01.04,Plagioselmis,450430,,2017,Jan,Northern Interior Delta,C3A
EMP.C3A.2017.01.04,Eucapsis,371154320,,2017,Jan,Northern Interior Delta,C3A
EMP.C3A.2017.01.04,Glaucospira,450430,,2017,Jan,Northern Interior Delta,C3A
EMP.C3A.2017.01.04,Planktolyngbya,1351290,,2017,Jan,Northern Interior Delta,C3A
EMP.C3A.2017.01.04,Nitzschia,900860,,2017,Jan,Northern Interior Delta,C3A
EMP.C3A.2017.01.04,Chlorella,5855590,,2017,Jan,Northern Interior Delta,C3A
EMP.D12.2017.01.05,Plagioselmis,3066450,,2017,Jan,Confluence,D12
EMP.D12.2017.01.05,Rhodomonas,2044300,,2017,Jan,Confluence,D12
EMP.D12.2017.01.05,Eucapsis,444635250,,2017,Jan,Confluence,D12
EMP.D12.2017.01.05,Cyclotella,1022150,,2017,Jan,Confluence,D12
EMP.D12.2017.01.05,Chlorella,3066450,,2017,Jan,Confluence,D12
EMP.D12.2017.01.05,Drepanochloris,3066450,,2017,Jan,Confluence,D12
EMP.D12.2017.01.05,Monoraphidium,1022150,,2017,Jan,Confluence,D12
EMP.D19.2017.01.05,Plagioselmis,9199400,,2017,Jan,Central Delta,D19
EMP.D19.2017.01.05,Rhodomonas,1839880,,2017,Jan,Central Delta,D19
EMP.D19.2017.01.05,Eucapsis,1096568480,,2017,Jan,Central Delta,D19
EMP.D19.2017.01.05,Planktolyngbya,3679760,,2017,Jan,Central Delta,D19
EMP.D19.2017.01.05,Pseudanabaena,1839880,,2017,Jan,Central Delta,D19
EMP.D19.2017.01.05,Cocconeis,1839880,,2017,Jan,Central Delta,D19
EMP.D19.2017.01.05,Cyclotella,1839880,,2017,Jan,Central Delta,D19
EMP.D19.2017.01.05,Chlorella,16558920,,2017,Jan,Central Delta,D19
EMP.D28A.2017.01.05,Plagioselmis,900860,,2017,Jan,Central Delta,D28A
EMP.D28A.2017.01.05,Eucapsis,338272930,,2017,Jan,Central Delta,D28A
EMP.D28A.2017.01.05,Planktolyngbya,1351290,,2017,Jan,Central Delta,D28A
EMP.D28A.2017.01.05,Achnanthidium,900860,,2017,Jan,Central Delta,D28A
EMP.D28A.2017.01.05,Cocconeis,900860,,2017,Jan,Central Delta,D28A
EMP.D28A.2017.01.05,Nitzschia,1351290,,2017,Jan,Central Delta,D28A
EMP.D28A.2017.01.05,Synedra,450430,,2017,Jan,Central Delta,D28A
EMP.D28A.2017.01.05,Chloroidium,2252150,,2017,Jan,Central Delta,D28A
EMP.D16.2017.01.06,Hemiselmis,450430,,2017,Jan,Central Delta,D16
EMP.D16.2017.01.06,Chroococcus,900860,,2017,Jan,Central Delta,D16
EMP.D16.2017.01.06,Eucapsis,249538220,,2017,Jan,Central Delta,D16
EMP.D16.2017.01.06,Cyclotella,900860,,2017,Jan,Central Delta,D16
EMP.D16.2017.01.06,Nitzschia,1351290,,2017,Jan,Central Delta,D16
EMP.D26.2017.01.06,Eucapsis,303290880,,2017,Jan,Central Delta,D26
EMP.D26.2017.01.06,Cocconeis,750720,,2017,Jan,Central Delta,D26
EMP.D26.2017.01.06,Cyclotella,6005760,,2017,Jan,Central Delta,D26
EMP.D26.2017.01.06,Navicula,750720,,2017,Jan,Central Delta,D26
EMP.D26.2017.01.06,Chlorella,10510080,,2017,Jan,Central Delta,D26
EMP.MD10A.2017.01.06,Chroococcus,1801720,,2017,Jan,Southern Interior Delta,MD10A
EMP.MD10A.2017.01.06,Eucapsis,915273760,,2017,Jan,Southern Interior Delta,MD10A
EMP.MD10A.2017.01.06,Navicula,5405160,,2017,Jan,Southern Interior Delta,MD10A
EMP.MD10A.2017.01.06,Chlorella,14413760,,2017,Jan,Southern Interior Delta,MD10A
EMP.MD10A.2017.01.06,Monoraphidium,1801720,,2017,Jan,Southern Interior Delta,MD10A
EMP.P8.2017.01.06,Plagioselmis,2299860,,2017,Jan,Southern Interior Delta,P8
EMP.P8.2017.01.06,Eucapsis,309714480,,2017,Jan,Southern Interior Delta,P8
EMP.P8.2017.01.06,Planktolyngbya,1533240,,2017,Jan,Southern Interior Delta,P8
EMP.P8.2017.01.06,Cyclotella,1533240,,2017,Jan,Southern Interior Delta,P8
EMP.P8.2017.01.06,Chlorella,6899580,,2017,Jan,Southern Interior Delta,P8
EMP.D8.2017.01.09,Eucapsis,845006680,,2017,Jan,Grizzly and Suisun Bay,D8
EMP.D8.2017.01.09,Planktolyngbya,1801720,,2017,Jan,Grizzly and Suisun Bay,D8
EMP.D8.2017.01.09,Synedra,1801720,,2017,Jan,Grizzly and Suisun Bay,D8
EMP.D4.2017.01.09,Plagioselmis,1801720,,2017,Jan,Confluence,D4
EMP.D4.2017.01.09,Eucapsis,1030583840,,2017,Jan,Confluence,D4
EMP.D4.2017.01.09,Chlorella,10810320,,2017,Jan,Confluence,D4
EMP.EZ6.2017.01.09,Eucapsis,2333229990,,2017,Jan,Entrapment Zone,EZ6
EMP.EZ6.2017.01.09,Nitzschia,3002870,,2017,Jan,Entrapment Zone,EZ6
EMP.EZ6.2017.01.09,Thalassiosira,3002870,,2017,Jan,Entrapment Zone,EZ6
EMP.EZ2.2017.01.09,Eucapsis,1977387700,,2017,Jan,Entrapment Zone,EZ2
EMP.D22.2017.01.09,Eucapsis,770909720,,2017,Jan,Confluence,D22
EMP.D22.2017.01.09,Nitzschia,3679760,,2017,Jan,Confluence,D22
EMP.D22.2017.01.09,Chlorella,1839880,,2017,Jan,Confluence,D22
EMP.D22.2017.01.09,Monoraphidium,1839880,,2017,Jan,Confluence,D22
EMP.D7.2017.01.10,Plagioselmis,9008610,,2017,Jan,Grizzly and Suisun Bay,D7
EMP.D7.2017.01.10,Eucapsis,1189136520,,2017,Jan,Grizzly and Suisun Bay,D7
EMP.D7.2017.01.10,Cyclotella,6005740,,2017,Jan,Grizzly and Suisun Bay,D7
EMP.D7.2017.01.10,Diatoma,3002870,,2017,Jan,Grizzly and Suisun Bay,D7
EMP.D7.2017.01.10,Chlorella,9008610,,2017,Jan,Grizzly and Suisun Bay,D7
EMP.D41A.2017.01.11,Plagioselmis,18398760,,2017,Jan,San Pablo Bay,D41A
EMP.D41A.2017.01.11,Eucapsis,2336642520,,2017,Jan,San Pablo Bay,D41A
EMP.D41A.2017.01.11,Cyclotella,4599690,,2017,Jan,San Pablo Bay,D41A
EMP.D41A.2017.01.11,Chlorella,22998450,,2017,Jan,San Pablo Bay,D41A
EMP.D41A.2017.01.11,Drepanochloris,4599690,,2017,Jan,San Pablo Bay,D41A
EMP.D41.2017.01.11,Plagioselmis,14719040,,2017,Jan,San Pablo Bay,D41
EMP.D41.2017.01.11,Eucapsis,965937000,,2017,Jan,San Pablo Bay,D41
EMP.D41.2017.01.11,Chlorella,1839880,,2017,Jan,San Pablo Bay,D41
EMP.D41.2017.01.11,Drepanochloris,3679760,,2017,Jan,San Pablo Bay,D41
EMP.D6.2017.01.11,Eucapsis,2495382200,,2017,Jan,San Pablo Bay,D6
EMP.D6.2017.01.11,Planktolyngbya,4504300,,2017,Jan,San Pablo Bay,D6
EMP.D6.2017.01.11,Synechococcus,18017200,,2017,Jan,San Pablo Bay,D6
EMP.D6.2017.01.11,Cyclotella,13512900,,2017,Jan,San Pablo Bay,D6
EMP.D6.2017.01.11,Nitzschia,9008600,,2017,Jan,San Pablo Bay,D6
EMP.D6.2017.01.11,Chlorella,4504300,,2017,Jan,San Pablo Bay,D6
EMP.C9.2017.02.02,Hemiselmis,3603480,,2017,Feb,Southern Interior Delta,C9
EMP.C9.2017.02.02,Eucapsis,302692320,,2017,Feb,Southern Interior Delta,C9
EMP.C9.2017.02.02,Lyngbya,300290,,2017,Feb,Southern Interior Delta,C9
EMP.C9.2017.02.02,Planktolyngbya,1501450,,2017,Feb,Southern Interior Delta,C9
EMP.C9.2017.02.02,Synechococcus,20419720,,2017,Feb,Southern Interior Delta,C9
EMP.C9.2017.02.02,Aulacoseira,300290,,2017,Feb,Southern Interior Delta,C9
EMP.C9.2017.02.02,Nitzschia,300290,,2017,Feb,Southern Interior Delta,C9
EMP.C9.2017.02.02,Chlorella,15014500,,2017,Feb,Southern Interior Delta,C9
EMP.C9.2017.02.02,Drepanochloris,1201160,,2017,Feb,Southern Interior Delta,C9
EMP.C10A.2017.02.02,Plagioselmis,4504300,,2017,Feb,Southern Interior Delta,C10A
EMP.C10A.2017.02.02,Eucapsis,410792160,,2017,Feb,Southern Interior Delta,C10A
EMP.C10A.2017.02.02,Glaucospira,450430,,2017,Feb,Southern Interior Delta,C10A
EMP.C10A.2017.02.02,Planktolyngbya,1351290,,2017,Feb,Southern Interior Delta,C10A
EMP.C10A.2017.02.02,Synechococcus,41889990,,2017,Feb,Southern Interior Delta,C10A
EMP.C10A.2017.02.02,Adlafia,450430,,2017,Feb,Southern Interior Delta,C10A
EMP.C10A.2017.02.02,Cyclotella,4053870,,2017,Feb,Southern Interior Delta,C10A
EMP.C10A.2017.02.02,Fragilaria,1801720,,2017,Feb,Southern Interior Delta,C10A
EMP.C10A.2017.02.02,Nitzschia,450430,,2017,Feb,Southern Interior Delta,C10A
EMP.C10A.2017.02.02,Surirella,450430,,2017,Feb,Southern Interior Delta,C10A
EMP.C10A.2017.02.02,Chlorella,17566770,,2017,Feb,Southern Interior Delta,C10A
EMP.C10A.2017.02.02,Drepanochloris,2702580,,2017,Feb,Southern Interior Delta,C10A
EMP.D24.2017.02.03,Teleaulax,5405160,,2017,Feb,Northern Interior Delta,D24
EMP.D24.2017.02.03,Chroococcus,1801720,,2017,Feb,Northern Interior Delta,D24
EMP.D24.2017.02.03,Eucapsis,1189135200,,2017,Feb,Northern Interior Delta,D24
EMP.D24.2017.02.03,Glaucospira,1801720,,2017,Feb,Northern Interior Delta,D24
EMP.D24.2017.02.03,Synechococcus,109904920,,2017,Feb,Northern Interior Delta,D24
EMP.D24.2017.02.03,Cyclotella,10810320,,2017,Feb,Northern Interior Delta,D24
EMP.D24.2017.02.03,Nitzschia,1801720,,2017,Feb,Northern Interior Delta,D24
EMP.D24.2017.02.03,Chlorella,37836120,,2017,Feb,Northern Interior Delta,D24
EMP.C3A.2017.02.03,Plagioselmis,5405160,,2017,Feb,Northern Interior Delta,C3A
EMP.C3A.2017.02.03,Eucapsis,626998560,,2017,Feb,Northern Interior Delta,C3A
EMP.C3A.2017.02.03,Planktolyngbya,2702580,,2017,Feb,Northern Interior Delta,C3A
EMP.C3A.2017.02.03,Synechococcus,74771380,,2017,Feb,Northern Interior Delta,C3A
EMP.C3A.2017.02.03,Amphora,900860,,2017,Feb,Northern Interior Delta,C3A
EMP.C3A.2017.02.03,Staurosira,900860,,2017,Feb,Northern Interior Delta,C3A
EMP.C3A.2017.02.03,Chlorella,29728380,,2017,Feb,Northern Interior Delta,C3A
EMP.D12.2017.02.06,Eucapsis,774739600,,2017,Feb,Confluence,D12
EMP.D12.2017.02.06,Synechococcus,68465360,,2017,Feb,Confluence,D12
EMP.D12.2017.02.06,Chlorella,16215480,,2017,Feb,Confluence,D12
EMP.D12.2017.02.06,Monoraphidium,1801720,,2017,Feb,Confluence,D12
EMP.D19.2017.02.06,Eucapsis,769334440,,2017,Feb,Central Delta,D19
EMP.D19.2017.02.06,Synechococcus,82879120,,2017,Feb,Central Delta,D19
EMP.D28A.2017.02.06,Teleaulax,450430,,2017,Feb,Central Delta,D28A
EMP.D28A.2017.02.06,Eucapsis,344578950,,2017,Feb,Central Delta,D28A
EMP.D28A.2017.02.06,Planktolyngbya,900860,,2017,Feb,Central Delta,D28A
EMP.D28A.2017.02.06,Synechococcus,29277950,,2017,Feb,Central Delta,D28A
EMP.D28A.2017.02.06,Cocconeis,450430,,2017,Feb,Central Delta,D28A
EMP.D28A.2017.02.06,Staurosirella,450430,,2017,Feb,Central Delta,D28A
EMP.D28A.2017.02.06,Chlorella,13062470,,2017,Feb,Central Delta,D28A
EMP.D26.2017.02.07,Plagioselmis,14413760,,2017,Feb,Central Delta,D26
EMP.D26.2017.02.07,Eucapsis,760325840,,2017,Feb,Central Delta,D26
EMP.D26.2017.02.07,Planktolyngbya,3603440,,2017,Feb,Central Delta,D26
EMP.D26.2017.02.07,Synechococcus,106301480,,2017,Feb,Central Delta,D26
EMP.D26.2017.02.07,Gomphonema,900860,,2017,Feb,Central Delta,D26
EMP.D26.2017.02.07,Navicula,900860,,2017,Feb,Central Delta,D26
EMP.D26.2017.02.07,Chlorella,60357620,,2017,Feb,Central Delta,D26
EMP.P8.2017.02.07,Hemiselmis,1801720,,2017,Feb,Southern Interior Delta,P8
EMP.P8.2017.02.07,Eucapsis,400882700,,2017,Feb,Southern Interior Delta,P8
EMP.P8.2017.02.07,Synechococcus,31530100,,2017,Feb,Southern Interior Delta,P8
EMP.P8.2017.02.07,Aulacoseira,900860,,2017,Feb,Southern Interior Delta,P8
EMP.P8.2017.02.07,Cyclotella,900860,,2017,Feb,Southern Interior Delta,P8
EMP.P8.2017.02.07,Nitzschia,900860,,2017,Feb,Southern Interior Delta,P8
EMP.P8.2017.02.07,Chlorella,10810320,,2017,Feb,Southern Interior Delta,P8
EMP.D8.2017.02.08,Plagioselmis,3603440,,2017,Feb,Grizzly and Suisun Bay,D8
EMP.D8.2017.02.08,Teleaulax,3603440,,2017,Feb,Grizzly and Suisun Bay,D8
EMP.D8.2017.02.08,Eucapsis,1196342080,,2017,Feb,Grizzly and Suisun Bay,D8
EMP.D8.2017.02.08,Planktolyngbya,10810320,,2017,Feb,Grizzly and Suisun Bay,D8
EMP.D8.2017.02.08,Pseudanabaena,1801720,,2017,Feb,Grizzly and Suisun Bay,D8
EMP.D8.2017.02.08,Synechococcus,149542760,,2017,Feb,Grizzly and Suisun Bay,D8
EMP.D8.2017.02.08,Cyclotella,5405160,,2017,Feb,Grizzly and Suisun Bay,D8
EMP.D8.2017.02.08,Nitzschia,3603440,,2017,Feb,Grizzly and Suisun Bay,D8
EMP.D8.2017.02.08,Chlorella,111706640,,2017,Feb,Grizzly and Suisun Bay,D8
EMP.EZ6.2017.02.08,Hemiselmis,15014350,,2017,Feb,Entrapment Zone,EZ6
EMP.EZ6.2017.02.08,Eucapsis,2195097970,,2017,Feb,Entrapment Zone,EZ6
EMP.EZ6.2017.02.08,Synechococcus,312298480,,2017,Feb,Entrapment Zone,EZ6
EMP.EZ6.2017.02.08,Cyclotella,24022960,,2017,Feb,Entrapment Zone,EZ6
EMP.EZ6.2017.02.08,Chlorella,87083230,,2017,Feb,Entrapment Zone,EZ6
EMP.D4.2017.02.08,Plagioselmis,7206880,,2017,Feb,Confluence,D4
EMP.D4.2017.02.08,Eucapsis,1291833240,,2017,Feb,Confluence,D4
EMP.D4.2017.02.08,Pseudanabaena,7206880,,2017,Feb,Confluence,D4
EMP.D4.2017.02.08,Synechococcus,194585760,,2017,Feb,Confluence,D4
EMP.D4.2017.02.08,Epithemia,1801720,,2017,Feb,Confluence,D4
EMP.D4.2017.02.08,Synedra,1801720,,2017,Feb,Confluence,D4
EMP.D4.2017.02.08,Chlorella,162154800,,2017,Feb,Confluence,D4
EMP.D4.2017.02.08,Drepanochloris,7206880,,2017,Feb,Confluence,D4
EMP.EZ2.2017.02.08,Plagioselmis,22521500,,2017,Feb,Entrapment Zone,EZ2
EMP.EZ2.2017.02.08,Teleaulax,9008600,,2017,Feb,Entrapment Zone,EZ2
EMP.EZ2.2017.02.08,Eucapsis,2423313400,,2017,Feb,Entrapment Zone,EZ2
EMP.EZ2.2017.02.08,Synechococcus,495473000,,2017,Feb,Entrapment Zone,EZ2
EMP.EZ2.2017.02.08,Cyclotella,9008600,,2017,Feb,Entrapment Zone,EZ2
EMP.EZ2.2017.02.08,Nitzschia,9008600,,2017,Feb,Entrapment Zone,EZ2
EMP.EZ2.2017.02.08,Chlorella,49547300,,2017,Feb,Entrapment Zone,EZ2
EMP.D7.2017.02.09,Plagioselmis,40538700,,2017,Feb,Grizzly and Suisun Bay,D7
EMP.D7.2017.02.09,Eucapsis,2540425200,,2017,Feb,Grizzly and Suisun Bay,D7
EMP.D7.2017.02.09,Planktolyngbya,4504300,,2017,Feb,Grizzly and Suisun Bay,D7
EMP.D7.2017.02.09,Synechococcus,342326800,,2017,Feb,Grizzly and Suisun Bay,D7
EMP.D7.2017.02.09,Cyclotella,4504300,,2017,Feb,Grizzly and Suisun Bay,D7
EMP.D7.2017.02.09,Chlorella,171163400,,2017,Feb,Grizzly and Suisun Bay,D7
EMP.D41A.2017.02.10,Teleaulax,7206880,,2017,Feb,San Pablo Bay,D41A
EMP.D41A.2017.02.10,Eucapsis,1190936920,,2017,Feb,San Pablo Bay,D41A
EMP.D41A.2017.02.10,Planktolyngbya,16215480,,2017,Feb,San Pablo Bay,D41A
EMP.D41A.2017.02.10,Pseudanabaena,25224080,,2017,Feb,San Pablo Bay,D41A
EMP.D41A.2017.02.10,Synechococcus,239628760,,2017,Feb,San Pablo Bay,D41A
EMP.D41A.2017.02.10,Achnanthidium,1801720,,2017,Feb,San Pablo Bay,D41A
EMP.D41A.2017.02.10,Cyclotella,12612040,,2017,Feb,San Pablo Bay,D41A
EMP.D41A.2017.02.10,Planothidium,1801720,,2017,Feb,San Pablo Bay,D41A
EMP.D41A.2017.02.10,Chlorella,63060200,,2017,Feb,San Pablo Bay,D41A
EMP.D41A.2017.02.10,Drepanochloris,16215480,,2017,Feb,San Pablo Bay,D41A
EMP.D6.2017.02.10,Plagioselmis,36034400,,2017,Feb,San Pablo Bay,D6
EMP.D6.2017.02.10,Eucapsis,2891760600,,2017,Feb,San Pablo Bay,D6
EMP.D6.2017.02.10,Planktolyngbya,4504300,,2017,Feb,San Pablo Bay,D6
EMP.D6.2017.02.10,Synechococcus,342326800,,2017,Feb,San Pablo Bay,D6
EMP.D6.2017.02.10,Asterionella,4504300,,2017,Feb,San Pablo Bay,D6
EMP.D6.2017.02.10,Cyclotella,27025800,,2017,Feb,San Pablo Bay,D6
EMP.D6.2017.02.10,Eunotia,4504300,,2017,Feb,San Pablo Bay,D6
EMP.D6.2017.02.10,Surirella,4504300,,2017,Feb,San Pablo Bay,D6
EMP.D6.2017.02.10,Chlorella,193684900,,2017,Feb,San Pablo Bay,D6
EMP.D41.2017.02.10,Teleaulax,3603440,,2017,Feb,San Pablo Bay,D41
